,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,0.03399918440279528,,,,,,,,,,-0.0060393248924967965,,0.0038880709214807697,
BMP1,-0.0023025826034344774,-0.010416952234094218,0.10206028688583502,0.061208502198388144,0.07353466912999695,0.05215404141691539,0.02521654327129421,0.20205328075466217,0.3478379833146975,0.02347925597625097,0.027700426457775575,0.0458339897567373,0.061395608246616024,0.015875452055575133,0.011040685038740953,0.12436375057136345,0.07285584093427255,0.04796115423501991,0.07873880789849641,0.04329742398162338,0.06644122116243409,0.08395978936457216
NDP,-0.027258541330454366,-0.04102008969938625,0.07997383152883177,0.027662475293997606,0.058163103839096106,0.04694258237648045,-0.049766083197566736,0.02660473042117312,0.07057697132239231,0.04942777409301003,0.05566716950739667,0.044755348547711855,-0.024220683811528084,-0.05317563906098388,-0.04743286944372678,-0.01477928190040716,0.08576440527692537,0.14054367667059364,0.06731903485287294,-0.02206117004306495,0.02449275488684912,0.003728421466895307
TNFSF18,-0.01207478639174324,0.15083523906776486,0.07878492752874153,0.04723324702782245,,,,-0.0017173619191513574,0.08409914371590638,-0.03624071649799437,,,0.012350069378049652,,0.016715968666807,,,,-0.026681267792958978,,0.05467855296544013,0.05159221751339715
IL36G,,,,,,,,,,,,-0.03751303055142212,,,,,,,,,,
RTN4,0.02807420305377925,0.10598489236747016,0.013160338511083025,-0.024518327121328502,0.06822526212522888,0.000711976860536291,-0.04428627546238245,-0.29170730211101686,-0.4027574085231407,-0.00519932430381599,0.008574598629954022,-0.007266495831922811,-0.05138496833771285,0.02253931275789057,-0.03524074828235397,-0.06682636777757762,0.0045403877410521674,0.005823070534869506,-0.10555210779029822,-0.029801605778003382,0.07100357633515664,-0.08149832423940566
HEBP1,-0.020447162721368862,-0.02522372530155902,0.044983557435140015,-0.008444661369477562,-0.018407861330945043,-0.04418833636262047,0.0193334075301603,0.13541512264791417,0.11231459218396439,-0.01633703185576242,0.008421627793679652,0.037347247691579884,-0.005790077905816015,0.03968505090627794,-0.00445246920259907,0.025097625898248998,0.1675617694884772,0.08612361621198596,-0.022185256391144766,-0.004226056892238915,0.01259491601997463,-0.03138870275074635
WNT7B,-0.0006580502776349576,0.022223292492718334,-0.01617445280985971,-0.05048671893299188,0.0457593657851477,0.01187612684595705,0.01142706792166668,0.0638183480752247,-0.12472837874593552,-0.02086166467218137,0.013794728311513998,-0.006405581961550886,-0.00693038531145848,0.12837456830505323,,-0.04498270025582701,-0.006529379132935474,-0.03491033054974734,0.04216884513959327,0.02073743857907064,0.01945499340509294,0.035297842913024374
PTMA,-0.022682531160826445,0.06828165057028536,0.1174667533391865,0.05098594323442299,0.140341014798474,-0.02891619492383164,0.007048567164524514,0.36306852794868927,-0.16625504055866797,-0.06042050348474295,0.08247944288609092,0.05537806998177433,0.008004126453929613,-0.10664397540439138,0.16967534006075494,-0.13141726833979608,0.022558065143966594,0.0003096862769009904,-0.05759046660719165,0.09012437253303691,0.0025878850420979673,0.09005329332874452
FASLG,-0.009224645489532288,,,,,,,,,,,,,,,,,,,,0.043922989126225206,
