,MGH258,UKF248,UKF251,UKF259,UKF269,UKF275,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
PLAT,0.0200845307896924,0.012736461374898277,0.026119904633703877,0.012851195055951992,0.14502726227290888,0.044479292845535236,0.005768778002218093,0.06643581014963089,0.04632796797048444,0.003462669451161956,0.14233731798107327,-0.05009224716555268,-0.034743961644821617,0.10156494102471555
NTF3,,,,,,,,,-0.029418055216493957,0.08614485722367776,,0.06060614359965839,,
LTA,,,0.07478466559387123,-0.031119040293702636,,-0.015478693788651746,,,,,,,-0.041256083537458355,
CKLF,-0.012216497116026194,0.0024705036435089616,0.03346313815315504,-0.03312916399795225,0.14341624574724576,-0.016587020063329568,0.0011906552435539718,0.018749127519544564,-0.0027300471532879646,0.04650093201547111,-0.001324945607707837,-0.008570017454213872,0.048400254703537364,0.2188533966590022
CD24,0.0058849582406275995,-0.028880584355863596,0.017230331590987438,-0.0039167866778454345,-0.01771540427281299,-0.0015260980274714583,-0.10595529878484891,-0.01387592609363826,0.06243187695797528,0.05306768546772235,0.013463272879670146,0.046844922725329786,0.17633663131574984,-0.13958583124671628
HSP90AA1,-0.002494693513168436,-0.026778350604050125,-0.014566763792328945,-0.01281348530048374,-0.16877984867420157,0.060247202792292544,-0.07551342012290206,-0.08066187154700216,-0.0600006759631456,-0.10632931225150687,0.04110889415097582,0.014785677752049904,0.06298021104931643,-0.3202630508966116
BMP4,-0.017608212640927292,0.03681955499340479,-0.015619356948673689,-0.022168399178933793,-0.035968252962286944,0.02545676834273756,-0.03681052012785204,0.061766807847066875,0.019696291101578136,-0.014432052793883682,0.025537046085790816,-0.00979314217923719,-0.019103025284915264,-0.004483922343567525
SCGB3A1,,-0.016909162862745682,,,,,0.0395010722080465,,0.02242531228992672,-0.021480110988513757,,-0.026741162306967776,-0.021431215706208307,-0.013208089023020984
IGFBP4,0.04101778147950714,0.0637202688554671,-0.029304633150980898,-0.04868239910776911,0.20686463039674463,0.01728295400050802,0.03839440606361116,-0.02257877023867584,0.046395867345299796,0.014107353507391137,0.048429850023670826,-0.005470540187502454,-0.1129627425792964,-0.043588634315646406
RSPO4,,,0.030095730770484542,-0.04763314323788823,,-0.018002663195094533,-0.050140910083531005,,,,,-0.01800903477243121,0.08875188884434881,0.09063979885215771
LEFTY2,0.014829453385314748,0.08821723843329647,0.0066518714017915976,0.027876951575460798,0.21866948590110027,0.03654484831721015,,-0.02917902519969836,-0.02304329565044473,0.018680831991328577,0.13283142343897833,0.035444157448223754,0.04087853323632113,-0.06931582833389817
PF4,,-0.01754054215242913,-0.013402964486422907,0.059887672243722885,,,,,,-0.01624551896573206,,,0.06698824419902398,-0.0205581629034649
ANGPTL2,0.009054956399717498,-0.007182541091576428,-0.023609559328490192,-0.01041218687462461,0.18047066366720965,-0.048674241892838005,0.0886034166299494,0.057053908802522105,0.03180688283521949,0.0501566225693987,-0.019187714372075875,-0.06488231541166771,0.02520301641617298,0.023521768352326684
LRIG2,0.013418844378888498,-0.02370834989675617,-0.029524499717239312,-0.01995728712529931,0.056701394308856554,-0.004397432955056741,-0.038323314183137364,0.021988530252575217,-0.033660248327874634,0.04155870858955493,-0.011445241145938064,-0.047289496317242594,0.15932506063741628,0.010367384613051313
ICOSLG,-0.032419446678796565,-0.009573758569678209,-0.024301715886178004,-0.009056698246340807,0.05975384643301938,0.012813918491399255,0.12744984833647824,0.12217658670278633,-0.01663257383215575,0.03461775409395432,-0.03514569127500425,0.010760008500964844,0.05272936941985995,-0.026097186901780454
WIF1,,-0.02098574326411859,,,-0.10155665702011663,-0.013892228782288542,,,,,,0.005184666307524486,,0.09404942519246882
NPPC,0.01661320850062861,-0.038124312290310026,,0.04591094529928405,0.02235443098338043,0.005422279758340446,0.003347313702665679,-0.02734050244873275,0.08897506789332246,-0.030737610982847035,-0.03299804090879349,0.08472031565228963,,-0.12377267777931845
LYZ,0.04404049890998467,0.01663329650236232,-0.011070544706860702,0.019964663934153463,0.13369176471743882,0.02793710181824906,0.007653589985914531,-0.04107135943215087,-0.0003254676825265321,0.05243675982673761,-0.011681789938585834,0.05087710146976236,0.0018409547782946263,-0.06125150391842135
EREG,,,,,,,,,-0.055100115262283575,0.029733831745046964,,-0.02243055644265861,0.026864728995325618,-0.02670523817480061
SPTAN1,0.02340040953149005,-0.03957561062257579,0.010275507137440083,-0.04830743493790604,-0.03383859390416003,-0.032185849609746124,-0.11449147563238174,0.08120164856931066,-0.04229033301119744,0.017949687816603097,-0.00310194966162816,0.03378264049742787,0.07701030374087502,-0.23211531612991468
PTH2,,,,,,,,,,,,-0.001242911228862324,,
LIPC,-0.015353417799604844,-0.021474234034724232,-0.020172177867786134,0.018254301768890643,-0.036008060479610124,0.05123972311107622,-0.005350799337076894,-0.05617583450305955,,,0.02539208272498851,,-0.015572779329978798,0.029404480230444535
COL8A1,0.019181057363893115,0.08035751797156172,0.004214004014612985,-0.04110322037682851,0.06677075448795157,0.06721304247459256,-0.0430214245416757,-0.023603492949481247,0.03079429954916332,0.04041301237738984,0.05747797457189877,0.03139490930456176,-0.030077289077591916,0.16524451594396677
GSTM2,-0.03878372440314486,0.015287097990196539,-0.029369356912956782,0.002035294212197919,0.05400642154652896,0.014373483564766924,-0.0462448088052973,-0.0356344610978917,-0.005238630384904164,0.016837237988344047,-0.014986216199053414,-0.007175402226034725,0.07184569128773695,-0.05886514722646031
SPX,0.006530466310977515,0.057715101059837605,0.013816459531289432,-0.04694991874953633,-0.03680336613944848,-0.02057798919704939,,0.039694011781498305,0.00474395518794444,0.10161102465596902,-0.029387977820933886,-0.026060042734922025,0.1452656823373858,0.008773120819748457
MFGE8,0.0021426667948176,0.047016168916164114,-0.036271744542948674,-0.05396156932338153,0.09232804775422092,0.04536393992033374,0.06951937893485347,0.025558282595390728,-0.03880157143251938,0.011212082790898387,0.10226011107712477,0.014979825515122249,-0.07542306090795033,-0.055641370049620234
TGFA,0.08111241262237168,-0.03886038987339959,-0.04314533635577803,-0.020677755275150526,0.03677532118552193,-0.02892677690113435,0.15068611856829117,0.08455868650883601,0.00986303094192539,0.019410028260727782,-0.05444683319679621,0.04178055768479611,0.1889497624613676,0.053010724515643724
SLIT2,0.04056466193898415,0.035685842542310706,0.06086101729490498,0.022532595350046116,-0.02953155783527072,-0.0012066607751672828,-0.04175515645165632,-0.030919690348522405,0.06042690600536492,0.006260335510735768,-0.027183254210367963,0.10974183038951486,0.08878063407087658,0.004147933193531503
PLTP,0.0372875380075635,0.038083425266860545,-0.04223117951824034,0.009830384871615978,0.16936104486769174,-0.02649458920961021,-0.021310042762212173,-0.018891202984860127,0.021389154037963057,0.052282335595953376,0.18297335382746405,0.00037913963067197104,-0.12432969873861677,0.01099518418386161
APOD,0.03696203610262556,0.005632173280177841,-0.04892029382582241,-0.019881067968999692,-0.017449305721076343,-0.02035201805923746,-0.05752339642202017,0.015200024550154592,0.046240259455917,0.042626333520467824,-0.17279459867549712,-0.08700747914749933,-0.14826088987545427,-0.09649141020620079
B2M,0.009868267851515712,0.03403225679134797,0.0011692687217915519,0.07458183948426045,0.18640014365314364,-0.03260791368833195,0.12260302235742236,-0.046597693072143384,0.031095088477525356,0.09506727424109425,0.13201648735428398,0.0035790059661024347,-0.31953393320505175,-0.02907923789070537
OMG,0.08354155980144749,0.007999110320561512,-0.014386773978924128,-0.009162146714505357,-0.08250729739693767,0.0024454984394243306,0.027250624593279794,0.06673400946115644,0.02556968563326192,0.022018795752303037,-0.11993379960465174,0.02232247639994655,0.11562369510210165,-0.15433618164623716
CXCL3,-0.024969449130434678,-0.04331584075690375,-0.002995887917584463,-0.021666664094065154,-0.014744306343172265,-0.0175044394279589,,,-0.019762400824230072,0.017990397727395215,-0.0327517309788558,-0.050518902600446,0.021178894203722133,-0.01247432361031316
CXCL10,-0.10144112115808461,0.021394669839013922,0.013440482848325778,0.037710477092363796,0.13293221745382555,-0.011419263541702274,0.05250508978796407,0.08046733734227432,-0.028031016713768356,-0.02178995045194925,-0.031079196889939698,-0.024607688778734736,-0.048067894851931206,-0.003704167363656408
RSPO3,,0.09479123881269377,,0.02351623114556425,-0.035859846829265456,-0.027190301402167265,,,-0.009442043388557562,-0.03838698073312219,,-0.03383835792735821,0.01593587404932032,-0.10690916885096452
CORT,-0.031006278423847643,-0.018847767130638654,-0.023936845835484038,-0.013095564792055266,-0.05557478485737589,-0.03385884967205156,,,0.05815629278727188,-0.017000109901202966,,0.04821793277743345,,
NCAN,0.054367879375581185,0.02820176008729003,0.02632648255733606,-0.0031010966739151062,0.03327428132334862,0.04085021149349539,0.09451009177152755,0.06061402757253563,0.030506440575143023,0.035075238342921505,0.15491101554873568,-0.0008654444041608689,0.15482607194396295,-0.12139671878853171
PRG4,,-0.02542936410297646,,0.04921331346433741,0.045731457491164605,-0.023006688884790565,,,0.10832390227798064,-0.025084702464727545,,-0.015741819125013715,-0.06207373318908246,0.036155305231066553
ZG16B,,-0.02344790537948199,-0.01612828939396055,0.12251254281964462,0.06922299982490877,-0.01229922734741121,,-0.0253829877473636,,,,,0.03357477741472166,0.0792952603966319
TGM2,0.0067759312530472965,0.0520777888693067,0.11699094321246019,-0.029942683563321113,0.15557241570382774,0.00874509705856364,0.0815720395760476,0.03848611562402824,-0.07788161227909078,-0.03138957805936197,0.07871873606824153,0.02009306142356693,-0.057116940228758864,-0.09722019331265995
VEGFC,0.09090898937424848,0.010159174220352802,-0.020709344674603603,0.0464032582496361,-0.02227852256010914,0.037258342162062544,0.19650028310002313,0.010869645654165733,0.002828120064660874,0.028284697013987205,0.016574680951632913,0.02015175454787286,-0.08892850193732005,-0.01892133594333808
WNT6,,-0.027282563196454532,-0.014915389142640609,-0.006299592351784271,0.045720443067911495,-0.006767489407187045,,0.006009775054504669,0.049948397267668865,-0.019014917239452592,,0.08667923870625391,0.07018082072129227,0.03225552529072148
NRG4,,0.07374609002885231,,-0.008860920889525566,0.01248398103952635,0.0363282563904522,-0.04001838466849587,,,,0.05744237274389995,0.008834467077107215,0.09383120299778938,-0.064361994077706
PMCH,,-0.017949797283130897,,-0.010842727373842013,,-0.01800266232627159,,,-0.027591340759139493,0.06168886961435187,,-0.013692346902840602,0.028142213587851263,-0.02756856458171659
COL9A1,0.04669584292439414,-0.004264320272365247,-0.02780320344291076,0.006253786426362109,-0.00957975706044567,-0.0063818191616703554,-0.013072877969783275,-0.005959303533029728,0.04306907016042741,0.10427058547744654,0.057422913922077656,0.05037392178698857,0.12847246660834094,0.09134763801294858
GDF11,0.03176861689766094,-0.0016666291851757198,-0.003743509130750068,-0.020353338837908314,0.10328061061162218,-0.02145716280398565,-0.01861253097103919,-0.02045282577464283,-0.04480874937010558,-0.038045105961285436,0.019923105786622018,0.022651301038315398,0.029072681090827494,-0.03150640344326482
RAET1E,,,,,,,,,,,,,-0.004180048563414972,
IL24,,,,,,,,,-0.02057143880339909,-0.01598649242534899,,,,-0.04878885367175514
SORBS1,0.009554138341470307,0.005140331886996405,0.006150613524538123,0.0011780507694497098,-0.010805429747816299,0.025745501059751947,-0.07603088536319896,0.09351267086802764,-0.013705430182021982,-0.005973798311804937,0.04224298844998455,0.015989260504628518,0.08215026517000883,-0.011847588597721512
DLL1,0.07089775697738739,0.04375038068919209,-0.005339594055910802,-0.01748350575397254,0.04702089493863557,-0.006417586920731336,0.07713890229458731,0.042118592967895274,0.04063675046353025,0.023638616430256464,0.011701551364754937,0.018413642776440427,-0.002003979166049058,-0.02327185878891568
TLN1,-0.03920581710862547,0.029586360853180248,0.004793488325639073,0.012184318607293255,0.14232811803065046,0.009881419514346762,-0.011244686523009058,0.02486140154539794,-0.019205896570165634,-0.01682057806591255,0.022844053606403833,-0.027433359941928546,-0.14850366878702867,0.06816038413285895
COL2A1,0.00232593820781304,0.004013147296063532,,,-0.02867281385998413,,,,-0.044971861984369726,0.04022510837508376,,-0.015483864615789319,-0.01608977926601434,-0.060261397038687645
SHH,,,,-0.0019524206432660401,-0.022540315623023804,0.015868160336476665,,,-0.0012533982965245395,-0.038791026130422894,0.06595923390291444,0.03205672826692837,0.13705234854671866,0.08779485453976557
PON2,-0.015830077822894563,0.015774893708022385,-0.011966977766619062,0.024707426684148527,0.11496190016578016,0.021175893154229908,0.028478689173130733,0.1029776396876814,0.04259293027242574,0.08937589531716068,0.0945266155680311,-0.03259848024316451,0.07300424641780938,0.257654366844398
ICAM5,,0.03671372637048807,-0.0027720667015093733,0.013395907843618687,-0.05602948027213096,-0.03996346679732102,,,-0.02670897621036719,-0.025624890409239966,,0.0038262025450478765,0.053057909841668936,-0.15376815113272863
HPX,0.021914663716997983,0.03899809440714226,,-0.05071044694077519,0.0669189993023414,-0.012920729883520811,0.021991149085704407,0.030476231386776447,-0.01716712255077522,0.0963707205630833,0.031925701681490566,0.003062742359445258,-0.012372907852071215,0.014027639611284795
SFRP2,,0.0710162518863702,,0.05509031369095893,0.14832907077588625,-0.020116170553477003,,-0.010757603436876602,-0.00413021504201701,0.05874014436636775,-0.02693484644424313,-0.005405573512670288,0.016052282248782485,0.0964946650880804
CFC1,,,,,,-0.015478694724109171,,,,,,,,-0.053641146752888225
CD70,,-0.005519324170571837,,-0.004476287524246557,,0.001344730851708283,0.02079891020368423,,-0.05029952967038582,0.05686634704466966,,-0.0346317244063786,0.008771610412992981,0.014804494340498069
HP,0.018195400552082738,0.03723861561958726,,0.0018027428910706391,0.1358426205760748,-0.008474987889120331,0.1483358742914091,-0.006477952578116104,0.04131101170295581,0.04360691011569986,0.06182457946110194,-0.007752856771291903,0.08906967873325199,-0.13973538728469728
CXCL2,0.010702767032020537,-0.008994853387809459,0.006720722948579672,-0.011482527876948097,0.1278583315739371,0.013889283476400512,0.06082348142251814,,-0.06029259393068152,0.04222406987330715,-0.027675968941428535,-0.020461565555885786,0.03730697894438656,0.05037799474799518
NPPB,,-0.021814456639698925,,0.023081817326255805,,-0.013553774598635432,,,0.06751485126912421,0.06911874838816633,,0.016172227381690853,0.128471942271799,
CCK,0.004450293713748756,-0.05451771863025307,0.04844288849642403,0.007402805152740769,-0.13559851009238075,-0.03236394094075335,,0.012385059366299427,0.07536107825884215,0.0012716926159680021,-0.04927449976032719,-0.005410162505441228,-0.02432276864025953,-0.29017955140233387
SEMA6A,0.12668731301223218,-0.0096575805198104,0.0034150732006680822,-0.020761844423518666,0.0937936781926772,0.031311560490405795,-0.02184447895545547,0.06349579740245644,0.06476101059239647,0.005078708307933577,0.0737053766799017,0.00650690908312545,0.16923943803538416,0.10060566611111786
IRAK4,-0.024577608516754574,0.04408548041700782,-0.030805491227188335,-0.0035714246596912458,0.11351074498823924,0.05225560794599463,0.0018714905124351485,0.07137783252438813,0.07597954746293573,0.027111324592862956,0.021561467993082204,0.017004601185116673,0.2032895552573113,0.028705597128474963
GSTP1,-0.011530538647101409,-0.028490333615993537,-0.023345289672948556,-0.0027755311842452067,0.09052631630915596,-0.03516781904996436,0.07250908217631839,0.04369785301467244,0.0018487289968759115,0.07835289650419096,-0.02599002424447019,0.02837461071976869,0.09865474144201386,0.22166276458408724
VCAM1,0.021563841871961,0.06673510329540952,0.09308699982272664,0.03450442609059247,0.16195910899494212,-0.01770130755210062,0.04921473032453534,0.05057531510223894,-0.02645698047354794,0.02226455628912484,0.08913645215834595,-0.01867452026623172,0.07906299814002565,0.0024308558356048635
NXPH3,0.015730838349624902,0.02418272991855094,0.001512221091892781,-0.04272891044541108,0.06238036968428404,0.029647090607701484,0.02672565070616851,0.021012102583129195,-0.03110802003148954,0.05454594262372332,0.09831972126294762,0.05138296521671512,0.14293036761533498,0.08182457143224746
MTMR4,0.011243773085632494,-0.032598418482272955,0.04420215303817408,-0.020753602777956456,0.01333967981745395,-0.015764732257330626,-0.017146781942884402,-0.060041094318030536,0.0786944757131573,0.0101863401228574,0.07109380620112737,0.04643710157481166,0.1322428268503697,-0.03644663176742109
LAMC2,,0.12045702590884824,,0.020415118759814038,,0.03103575604665606,-0.04001840865970925,,-0.025290707430211647,-0.02099475027818046,-0.03353893417937185,-0.013290558371552458,0.02148902919815235,-0.003911196679321729
IL10,-0.03220608419657862,-0.036177046561004414,-0.02136363533999313,0.04263760416360345,0.005357072661304215,0.04499010615766196,0.04609788387636405,-0.04367760622245184,0.0535755240355774,0.05485979283291168,0.09014862056715969,-0.021313801567295083,-0.03294299409611699,0.08007727839008215
