,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
DCN,0.12518153341448784,0.10983446619298058,0.12318913177252465,-0.010331955982406302,0.11327672105836137,0.0312603185645079,0.05861090459836806,-0.12210131928659593,0.3813916151914152,0.07567022271528982,-0.20073275981021133,0.05768845414856335,-0.03874481845072768,0.03985652983037458,0.05016105802051972,0.07199921636249956,-0.07152071608298867,0.09977134579906367,0.047198067227614736,0.10164032176983456,-0.04826716619172042,0.1480176828246903
RARRES2,0.21392996393949346,-0.010733574705482099,-0.061682644809340575,-0.009209283773923597,-0.05331772164015932,0.026650944268196933,-0.17187814517028108,0.16052920884117586,0.4985411540829824,-0.0020068549764204664,-0.020596406071114407,0.09044457850162137,0.09827458478354704,0.005356114314227052,-0.07486065960538975,0.03362240875697956,0.04835856353069847,-0.007632836272168444,-0.08102302184727413,0.043510956919543674,0.014052155111211934,-0.10268940846638717
SEMA4A,-0.03687949922229149,0.11279654289828334,0.05822202183735486,0.01470421866093137,0.09309840112750808,-0.005032181955472899,0.03377547356856182,-0.2495595440855114,-0.19321487888929367,-0.01521624783431348,0.06502308544647831,-0.08058860686292331,0.10940638276545663,-0.047873271787065914,0.01035118131630478,-0.0230905780215843,0.08754297639858027,0.13088328085416623,-0.04000897529090792,0.01805908892804519,0.12106930797748806,-0.019865094453666337
GDF11,-0.012572369183429837,0.06662217417271679,0.11388972694865883,-0.020704223310512256,0.13082900698668554,-0.0081459727640711,0.08047992623926756,0.32242272664967797,0.3079318592824331,0.02459138884367333,0.06402306738790525,0.14433998404025386,0.059403209812463977,0.03073193446876195,-0.07943481353435068,0.025189236192648484,0.035945062120082354,0.023432921365724755,0.05201466418011691,0.03864757551676226,0.1275400139771325,0.10136195588116259
GPC3,0.0546579687529549,0.004759797307106655,0.10939353655739749,0.002043488181659053,0.1571326118583715,-0.05181592119747613,0.057067559254306836,0.5222125056774419,0.10250322291252127,0.04136523251278107,0.026287654072231756,,-0.03326540276647861,,0.042311459904576465,-0.06906942855711028,0.005419944555267813,0.12967063816907795,0.10840727463274775,0.031067659987055723,0.12369354616394242,0.17775266782028531
OSTN,,,,,-0.024682910252395794,0.08444737025513248,0.0158201293997571,,-0.09992645109024852,0.0015844334979350995,,,,,,,,,-0.03605041174897838,,,0.10491126301686429
GRN,-0.2088508378295734,0.06939108968958733,0.13382007714947475,-0.07177370638427799,0.11830451825347188,0.07099782868752331,0.011532927672671391,0.19012457070767141,0.4252492751833326,0.002922428980853454,0.04784466747005212,0.08131005406473549,0.0291204930352811,0.05539886013642202,0.02395316479719145,0.07980279421703143,0.10363300379203418,0.10717388921467429,0.08185085170750055,0.07226847346009718,-0.013601892635102928,0.07768121376903947
CALM1,0.06812629956293792,0.13133209619214858,0.06074645632135599,-0.011143391790470877,0.004813244439724998,0.01987224102423393,0.10113791823830515,-0.4739613700770125,-0.4838893593961732,0.009413308234035744,0.10894702107840326,-0.05140283843482035,0.09411619188531632,0.021981797146468272,-0.1688638899918044,0.06362492422789129,0.017620539636864843,0.023042981571935874,-0.03528968810323384,-0.023124972708164906,0.19277389141972745,-0.2849804547338619
ANGPTL4,-0.0633940569224026,-0.19146038133468196,-0.1127279129444363,0.04396725284178804,-0.2447318725287007,-0.09558512597473125,-0.15945941615230122,0.07013912081074598,-0.024750040499574407,-0.04730866472010542,-0.1591078068913606,0.012444756602572622,-0.043310672272218215,-0.10803526851722568,-0.23842162275607484,-0.0394004161960037,0.018362559589188004,-0.10619301123096968,-0.06804442927074252,0.07949707681713612,-0.024473323610014915,0.12595776021805138
BMP8B,-0.014177932637873258,0.11252159477166251,0.06908425635928821,0.07907650401633119,0.029829701564297546,-0.02043361294580987,0.06801111940875507,0.36561748845803527,0.08446806838958819,0.016249750959873615,-0.0046373117782143635,0.06452684910485669,0.06742232258508614,-0.01954013154043158,-0.0074358820993589295,0.10201027892131895,0.06222208105265673,0.041579516403172,0.01021447089931906,-0.008036674661926292,0.09259333381477773,0.08825272013347381
TNFSF4,-0.02352595754423831,0.09447167607897594,0.018784168308701624,-0.04331458775780047,0.0028281275468432445,0.016937004271733013,-0.0014371382016544804,0.048036845908151535,0.09552903735772149,-0.019909244440165536,0.0789303123467055,0.12547894026095407,0.041466084295772615,-0.08202839393969936,0.05539218898763723,0.0441277550360835,0.0638604694123982,0.05494750637737611,0.09177890937598769,-0.003593825723371519,0.1357740743554708,0.13231428577941945
