,UKF248,UKF266,UKF275,ZH1007nec,ZH8811Bbulk,ZH881T1
BSG,-0.0014889641003497467,0.06737280707693512,0.0534880483394822,0.07884217085716211,-0.0027866764886389315,0.03192222816501242
ADAMTS3,0.003280690785164667,-0.023829063398589277,-0.03242161559613297,-0.12011800076985488,-0.007257968076888917,0.0007275263975176216
CD34,-0.07256904279612754,0.0003545043229137648,-0.025721443936966397,-0.0203202320223245,-0.059288452357929816,0.03327176533770068
PLAT,0.0017524269493548411,-0.053010652863402105,-0.01343716453825344,-0.04386221063925928,0.00016804717008775172,0.02597378952820469
NTF3,,,,,-0.0029640166997515166,0.04711514309964592
LTA,,,-0.0007782631010626816,,,
CKLF,0.055016156265247404,-0.029357599561125734,-0.018944330651923656,-0.03144713324810207,-0.055514916127126786,-0.015264130447943216
CD24,-0.017838522161432453,-0.03963946389591618,-0.04274711278838076,-0.0033864100291132538,-0.006396454502502002,0.013731526135139656
HSP90AA1,-0.043297756130624365,-0.0030533731505586765,0.03366191071214509,0.03157738181338666,-0.051914653966712035,0.036111183417679875
BMP4,-0.04003903404767011,0.07267298086753508,0.03294014212614171,0.0866995812312103,-0.007422416151674268,-0.01553756393913438
SCGB3A1,-0.013758078157986625,0.11543390180957876,,-0.03899910950293559,0.004992899660753291,-0.029336031716606543
IGFBP4,-0.018234268142011675,-0.028054358997831413,0.0025486990143691736,-0.08409735688387764,-0.03916666244171972,0.0024195756147111325
RSPO4,,,0.008327755894385894,,,-0.01975656888825108
LEFTY2,0.010050597071372588,0.011107922584926154,0.01654958231654592,0.02957741657026515,-0.016082261866341204,-0.02686762845353165
PF4,0.03350368672926783,,,,-0.012819834548309452,
ANGPTL2,0.07071389358686991,-0.014062532286573129,-0.07748350466639749,0.043556998824302355,0.035480343364893877,-0.013600457304658744
LRIG2,0.0367467325871553,-0.0013686125924183559,0.008594193673687665,0.17126286602706575,0.0012795428920332956,0.04604878398965924
ICOSLG,0.004686969176213707,-0.012110075724484604,-0.0032842969779650322,0.008759655589811859,0.040662069068660295,-0.012801863736570952
WIF1,-0.011582383987996847,0.020514994874999293,-0.015201826071701816,,,-0.018365644440549427
NPPC,0.037631030052418496,-0.025665534529202744,0.008597729346458692,0.09552383041246494,-0.024255986407181036,0.07396673382289377
LYZ,-0.032811493351081474,0.01560602757265462,-0.03676603235360344,-0.0007761708662850656,-0.01977227381897705,-0.014526569231680159
EREG,,,,,0.012391779197826712,-0.02460713964746062
SPTAN1,-0.07694832028904143,-0.06390173612738398,-0.03598430106005926,-0.0392047014930696,-0.01958884779460333,-0.012120647582645017
PTH2,,,,,,-0.031419526274037705
LIPC,-0.017472431523121463,-0.02294190195153973,-0.004702370753789552,-0.03512600593204942,,
COL8A1,-0.022862249742754873,-0.014795883419401544,-0.057100761817335074,-0.06225839193733628,0.05713710005213574,0.03806271293079167
GSTM2,0.015752272144001173,0.01727676252002815,-0.034981693472883026,0.07558865950581371,0.020100088631075215,0.009147269568738767
IL4,,,,0.1010443728653705,,
SPX,0.021285636018884488,0.0442016740535732,0.0151472301019976,,-0.015917463204864892,-0.0180240144157896
MFGE8,-0.03870031884488145,-0.015737303255622365,0.057742316853754555,0.011846589082331322,-0.030689612382407028,0.01568403421286095
TGFA,-0.05239398529617062,0.09850273015034991,-0.0004547072434856673,0.13350536991145873,0.03286327519611565,0.010963385417456624
SLIT2,0.03374590511174163,0.0812097354176068,-0.03935251777762442,-0.00466074393553515,-0.006925846829481985,0.07521526502835091
PLTP,-0.04198766376075612,-0.026656924231524624,-0.03483693847458293,-0.05666639490742266,-0.03649463098958489,0.017250554788525437
APOD,0.016096519324801814,-0.05282136564949267,-0.025298613823721113,0.0665765851924883,0.07297925989539919,-0.00739520988725972
B2M,0.012762419944914413,-0.0658896748485089,-0.019149951403414987,-0.06708618669506372,0.00207959742639739,0.009826830078930763
OMG,0.015687070645587477,-0.027275310863109054,-0.002647239591337774,-0.07053654895363405,0.09460018578581464,-0.03984026305846212
CXCL3,-0.025744463663816,,0.04391953298042448,0.026742409703518804,0.004664810220211783,-0.04870471305170614
CXCL10,-0.02337827937152878,-0.020221899478752345,-0.01051641070930973,0.012648326068000261,-0.0171951145543021,-0.026995533335409518
RSPO3,0.0366885028639724,-0.007554706726994622,0.010145287308536878,,-0.018558797577906457,0.027195341776637502
CORT,-0.005981475948033406,0.02450917578346852,0.05329560747294692,,0.10698705954868593,0.03504364685538669
NCAN,0.02682683341522796,0.049828636754328096,-0.04780681437102839,-0.025750166389589192,0.0897946190727214,-0.0018311754322438646
PRG4,-0.020690508553055598,,-0.025175491160801804,,-0.019795103866470192,-0.039342708325665596
ZG16B,-0.019078301952058035,,-0.013458655042453381,,,
TGM2,-0.06111955641310323,-0.018651388583382347,-0.028399949865826123,0.04160070108506151,-0.009935767325526122,0.018629193675750715
VEGFC,0.0271403613361628,0.029785480399529687,0.08307144641668462,-0.03806200556580208,-0.026879382446762513,0.022016425902445683
WNT6,-0.022198357177930762,0.03429764936193554,-0.010938435182361293,0.03901166602857331,-0.024932944462683838,0.001443746545635403
NRG4,-0.012671674262871656,0.0015298044350098591,-0.004860046061256622,,,-0.02608906181472205
PMCH,-0.014604786525855886,,0.008329932158171299,,-0.01882239100837634,0.034296740470519525
COL9A1,-0.010001068661537622,0.014297162290090712,0.06620812755047266,0.01887318821502432,0.07808528371476232,0.025142341486356534
GDF11,-1.4481286343567175e-05,-0.0006329052560934089,-0.018307918762116498,0.012958758697040306,0.04562107971199106,0.019053409964486793
IL24,,,,,-0.012615428804280194,
SORBS1,0.05970782351203396,-0.008396587021064973,-0.051807684988055776,-0.037639100014934965,0.029209459910455676,-0.0021289409870088438
DLL1,0.012602847272357822,0.033376855234609856,0.0333240443287734,-0.054021920340805975,0.06496831317479511,-0.005636368753594239
TLN1,-0.012992725483148889,0.005366275095162712,-0.020464437583808386,0.025872421075297265,-0.018812271522447698,-0.049352163806695014
COL2A1,0.001229579142989564,-0.016439377606820894,,,-0.032879666618127634,-0.03164416620206098
SHH,,0.06345736799665368,-0.014770127308738551,0.04001556891559829,0.00138477120271322,0.023788368296368764
PON2,0.06164553561496215,0.012915709247685118,-0.06915066409511189,-0.024253026677187133,0.025599298756747203,0.008005565329985026
ICAM5,0.004249878628420285,0.056327939793255226,-0.01745577256926899,,-0.028257440453157364,0.05788199357514662
HPX,-0.03437918898920848,-0.01517421983302039,-0.02641177638203901,0.012939504352059362,-0.007497935406505747,0.012991062749474595
SFRP2,-0.018291401575496465,0.03479051766829111,-0.022012488476472566,0.1030283290330089,-0.01579742584538562,-0.01679991211746809
CFC1,,0.034184902027906104,-0.000134474237112981,,,
CD70,-0.033417937912587195,,-0.0228524236446228,,0.027991556556589282,0.002026482808391291
HP,0.0498045633118192,,0.05942808879960029,-0.10921686275217996,-0.04546341891183109,0.003947288007583912
CXCL2,0.017097679740743044,0.03859751533450488,0.003878211545442514,0.002291518701810051,-0.036977014134654755,-0.02566656580154932
NPPB,-0.01774925239405106,,-0.014831466375373317,,0.026137192977863495,-0.02245044392104084
CCK,0.0525563241041574,-0.02335595251185458,-0.0031011385236476272,,0.011474747990644426,0.03301862680709669
SEMA6A,0.06347305704742011,-0.018343881508525752,-0.03832230842660006,-0.07497236955771193,0.05521309111945629,0.05511988892051836
IRAK4,0.046297472032274176,0.028639138231244005,0.01921896835587972,0.011247454282748929,0.028567069671954243,0.01744695125623559
GSTP1,-0.027270545194462203,0.020707388662676986,-0.04761574766442019,-0.09414614369028651,-0.017261151303723753,0.011167714329670769
VCAM1,-0.019327562955877182,-0.002133096414439596,0.009599452614774316,-0.021973821481309545,-0.017105294060030946,0.030474089010784806
NXPH3,-0.012059201692365573,0.0414429623194224,-0.008294640038963116,-0.054143724960861034,0.011671582249271303,0.007243977291326441
MTMR4,0.01443104752821537,0.028351000442501814,-0.004391575865373014,0.1413884388970824,-0.011248075332242083,-0.043664690029511316
LAMC2,-0.013931307211333703,-0.02079113472385861,-0.0040367197505431366,,-0.016567597841416135,-0.014580227943857242
IL10,0.04986710944815659,,-0.027735966798100985,-0.07053653390755989,0.028429922303029712,-0.036307750411100286
SEMA4D,0.01739621557588671,-0.019630309767377705,0.020468789932740056,-0.0690231504009034,0.02772601617219197,-0.03616577433659913
TRH,-0.04234126409057315,-0.02844267224790306,-0.04256348380535544,0.010072655610369196,0.0021292513589831375,0.08693068796436279
SEMA6D,0.04775827143776132,0.02103502935641332,0.012991165366623479,0.02960377624632185,0.03235298382674118,0.05028472521759961
CEL,,,,-0.04300858010365196,0.06144439900529788,0.012917542740290089
PDCD1LG2,-5.3534395474686e-07,0.0848067390152041,0.018650441465166985,-0.0726756752889223,-0.03710606457266257,-0.03752146555956624
SPINT1,-0.03524378379749102,0.0007616264113027814,0.022963662206193374,-0.06357990801948639,0.0342288876717115,0.08963755849145714
CTHRC1,-0.02794579747729186,-0.011094888595945127,-0.02866136714136597,-0.015564532717396756,-0.05360636556375922,0.03024221500865868
PODXL,-0.049548990648695744,-0.023041655557961893,0.003927374277366072,-0.034986888434398226,-0.013568167962862952,0.016089503457081527
JAM3,0.026062669069819338,-0.02281226212762224,-0.004933362714018408,-0.04342234301775857,-0.012263428110088317,-0.009549643326964619
TGFB2,0.012962984335280828,0.0005950569424541748,-0.011907623480072252,-0.0005172881684238508,0.017690807366475422,0.038771899004373146
COL18A1,-0.042844648283795445,-0.004093015920623637,0.0034684016138874824,-0.12463031640159584,-0.05225788251523181,-0.015164888436779498
NODAL,0.04381650482388076,0.012366943462851766,,-0.03794141341361528,0.08856629573502701,0.028655074783513222
INHBB,-0.023741373870293,-0.03655869952952604,-0.016248619913330938,-0.041808131524437346,0.021714562924272415,0.039630494249354366
LCN1,-0.013931310345934547,,,,-0.01471619734147584,
ARF4,-0.0014060040936855409,0.002932349433169105,-0.05556868010113767,-0.04117900920882932,0.019575080249206022,0.006572579277447196
CXCL14,-0.0225002148099302,-0.0015771451292323577,-0.024923377527378065,0.0036734955569542767,-0.02952533439924097,-0.0019171406828058044
LIF,-0.06743597551370616,-0.018419816997774167,-0.0234089132213211,0.06551913501729553,-0.0041454289991575645,-0.0034411687063908513
IL17B,,,,-0.04428015163415125,-0.023562934343658453,0.014542411120422797
MMP1,0.016414527522735284,,,0.00332577572876237,-0.024255984834633124,-0.015021003447607048
MATN1,-0.018291404068138995,-0.017782321438818395,0.05859596020745041,,-0.0098191533926831,-0.021378391381540254
ADAM28,-0.00505612423654057,-0.03168091824809525,-0.025758596506006492,0.010261619457444377,-0.030670560786575287,0.029957290788436928
TCN2,-0.02337192657178361,0.030338589802340336,-0.03468105493327875,-0.0001331658704506207,0.024159163835190203,0.013796500786442586
THPO,0.004448556406702375,-0.025287236443661182,0.0056124046793613646,-0.042578143555279106,,-0.018544764322950134
CUBN,-0.032958392673657924,0.04983322187327751,0.04282055601481436,-0.08593219919336051,0.013698217022086215,-0.04648649390158146
TIMP3,0.05296643325153138,-0.0016944217311746187,0.03269976004287953,-0.10056601320408155,-0.029068959517277705,-0.018727226737092144
PIGF,0.03975910579466091,-0.03650658995184505,-0.028846068584386157,-0.008777464087962495,0.04293664038318433,-0.001536380270745569
CRH,-0.016322188711279346,0.08154333788633714,-0.02364142509270998,,-0.007076297131199635,0.010126461173697199
BDNF,0.041215991220708605,0.003649733856424509,0.024622096885922685,0.04187881891306962,-0.044311743357173985,0.04351756114360875
CCL5,0.014190890266065471,-0.021889849284477306,-0.0008597302834107326,0.00830999323091296,-0.041048309302248155,-0.03779692442548569
GAD1,-0.017992230193059424,-0.017209689142248522,-0.006170062977507098,-0.05014374576823952,0.044748639949784924,0.037948300427763766
COL14A1,-0.03301145859984005,-0.023198380757796858,0.012782636970030483,-0.08132443796111825,-0.06448583340475679,0.02556149839230045
HLA-A,-0.04338503978496115,-0.0856535681504344,0.02478383248789814,-0.0002879203399744969,-0.06668539116506393,-0.0011244475967402653
CD5L,-0.016322186822926438,,,,,
FGF18,-0.014768628937028428,-0.02079113169521288,-0.016092097879914728,,-0.022972037511345546,0.030224187399510313
ADM,-0.048623025037139396,0.03214819013138242,0.018865578128134892,0.10321434332247018,-0.028375648751655852,-0.008431498425463795
CCL15,0.05180278939098937,,,,,
GNAI2,-0.047990706425673844,-0.02211826764558374,0.10239633043994098,-0.03230911900063645,-0.013164479947016963,-0.0031969399736594896
COL11A1,-0.010545092629339593,0.01423621228713119,-0.030734130214794556,0.03855781492912796,0.0095547274221512,-0.02675804888085531
NUCB2,-0.01375284400879301,0.025761596993849688,-0.004708360731577886,-0.04615734829232421,0.0037565590170781115,0.04105259914897073
CXCL1,-0.034112666616691434,,-0.03398119557623587,-0.031963443465893276,-0.005132662500059827,-0.04284774532619497
VCAN,-0.0018627058750762407,-0.017361531206965066,-0.029411772882378815,-0.07045100854007935,0.038396317673824266,0.03783749346518545
MMP7,0.0009037771211730253,-0.01841981182742283,0.0036232736793060934,0.10600206225718514,-0.00887765060081406,-0.006689857455008206
PTPN6,-0.016874383672084707,0.054254808127071764,-0.0590782929758702,-0.026178497149320853,0.01824913968802344,-0.01663264300541208
PTGS2,-0.029244321864655493,-0.017987340515674397,0.026700771410159238,-0.050642167990321424,-0.026649965904792013,-0.03471197317686488
XCL1,0.061303142609564445,,-0.02436012844729672,,,
CD58,-0.039088113435305286,0.030875181930242673,-0.03901658264564564,-0.07483605531532155,-0.026727688983504912,-0.04871868382535495
TNFSF14,-0.01802218774747029,,-0.032213531702505425,-0.04126538851939538,-0.02504428853989642,-0.021689540658918923
CNTN4,-0.009717579541990349,0.018585242329825752,-0.013081586087697954,,0.08032771051452704,-0.0228018906113288
INSL3,-0.016022731783748002,,-0.017102240546922186,,-0.014537054761704304,0.011760576080581092
MFNG,-0.02732672893154982,0.05157914478291718,-0.01253585482093709,-0.06727945431887042,0.033880828128583076,0.02595001760936296
ICAM1,0.006818634123647185,0.015824062984160357,0.03387668354320952,0.03085440257785773,-0.041500497557083495,-0.040481415084142686
PROS1,-0.0012350408750649764,0.014101699634455497,-0.004165702641313657,-0.036961461078313246,0.006517429307718282,-0.0037988134725156545
CLCF1,0.004267181988732867,-0.017123054503631142,-0.01543306763306674,-0.03656932287325369,0.016611686449002173,0.07973558261536182
PSAP,-0.052240322256714565,0.017470442184664422,-0.03430829460459641,-0.013653371260544642,-0.0391023387879795,0.02917971831780061
EFEMP1,0.015212465157191737,-0.01672374251238589,0.015729356073375823,-0.04746294175172418,-0.01830820510042859,0.008842180096647684
C1QTNF1,0.005267895726581829,0.02178485376385835,0.020464127708815897,0.00948483786049966,-0.03684130402843739,-0.016941725391537918
ALB,-0.024771561449653853,-0.01761964321339443,-0.01867116102819981,0.11798179471512499,-0.033328116029234765,-0.036307749463999055
CCL13,,,,,,-0.024329324500250736
EFNA3,-0.02570784942373411,0.011531641326725923,0.00551926614124453,0.12702447836610312,0.0078067151784595714,0.07363577677181188
DRAXIN,0.04608534032254796,0.050360255971104835,-0.022544044835267618,0.04091137882397435,0.015172997150545122,0.04216178647085866
RAET1L,-0.012481863670499915,,,,-0.014716187697096324,0.028702479735255085
NPTX2,-0.011080798131716566,0.05412729232508028,0.03549394058918435,-0.1305124588859298,-0.04244116973241191,0.04804823658413961
FGF11,0.007240965388330286,-0.020647725913330073,-0.0454569554572339,0.043168976369270556,-0.01953519962731682,0.05381942388081053
CD59,0.019415035591184255,-0.04169581225487196,-0.019559003889872365,-0.09720922741749206,-0.007964998854522863,0.014918079862755854
COL9A2,0.04541917306146314,-0.0022059649845074876,-0.040964522318247924,-0.07236360924430309,0.08616084459284926,-0.007555674066336255
DLL3,-0.032199899332953565,0.0360307853298072,-0.005764123210337386,-0.034892613335132876,0.08312599594207581,-0.00018046950234050448
LIN7C,0.002113796741658752,-0.057390081676245146,-0.03464918852416702,-0.06118768233375581,-0.02042572919677131,0.00849778713407622
GDF7,0.06963907393782405,0.018512335518968828,0.024241636061276158,,0.1162875847712751,-0.017632328844878035
PSPN,0.06972361523411953,-0.0031042573946535763,0.0038990333339901143,0.022428022428680267,-0.015537078993954288,0.013430771434285923
ANGPT1,-0.009063064728148502,-0.030328147336777512,-0.04392619397329612,0.057809407902148766,-0.024048659289800378,-0.013639930068333568
PNOC,-0.05071230476735184,-0.01109174318330817,0.007253006286425791,,-0.013415306732106832,0.05060996940711975
L1CAM,0.019100176165745428,0.052678690721463424,0.025651603616081473,-0.005088963863821343,-0.019921407358422568,0.07257697005941068
APOA1,0.032161802390114735,0.05912220188889366,0.11421751016170294,0.014594436606328087,0.002889820867108373,0.019466825446327295
PSEN1,0.049932000542476186,0.01129739395538115,0.028154089842177633,-0.05363431046467506,-0.0023390720673584567,-0.045017145546135263
CALM2,0.024596365187787992,-0.009104705740472556,0.014985967759565606,-0.007122582994107056,0.032558852270015114,0.0694966191338368
CLEC2B,-0.07470950461739234,0.010134980980025613,-0.03360953417974114,-0.03204664560453339,-0.029417925935512082,-0.025751573377056018
NTNG1,-0.014939981155064081,-0.002649881454893478,0.0002625512582101122,0.03723657515625391,0.019688521486017213,0.04435384077252283
LRIG1,0.05987743058095441,-0.0026809380788852012,0.03764117948977161,-0.10511659436088823,0.059608266354469606,0.04282669443974189
CPAMD8,0.03318719467450394,-0.023088398794396395,-0.0045110012437308625,,-0.014172419923147885,
GHRL,0.020948309351243113,0.061424260684230084,0.00027631381079564317,-0.00017712621163071558,,-0.019072786985121354
NPY,0.037495745454666746,0.016179601923053566,0.041423485009997256,-0.022202414148180395,-0.03923717849735276,-0.00812943327295288
MMP2,0.018046515539279377,-0.023359061893410582,-0.0002921221052016442,-0.01570420705402509,0.011786114178626649,-0.04835805765413166
PPY,0.04579429236549207,,-0.013864227479619712,,-0.04068526846795854,-0.038670364636829546
ALKAL2,-0.023407774653090293,0.013043504351669672,0.09401167192440837,-0.043435712596910175,0.01894866390923154,-0.0019438786086589254
CSF1,0.055085727158285316,-0.018821293412881183,0.044405824963958104,-0.10875075221263085,-0.039900537296265144,-0.03556085321303693
SEMA4C,0.028236865082311893,0.020615572867493298,0.03752317376401947,-0.12432226890004205,-0.045455233927078606,0.06614025211934975
ICAM2,-0.040175790831597745,-0.005830165572381787,0.03914378983561004,-0.013234532657436964,-0.0010424288404139498,-0.03148698422521608
SYTL3,0.031041227660856888,0.08380614302468756,0.010256592664318004,0.01871765033982255,-0.0038997614639332545,0.06357075881809146
IL1A,0.013011693823905403,0.03249106241726897,0.008319932464432066,0.035206344875511615,-0.0332387707064728,-0.028124467850090543
HLA-G,0.05226947007344715,0.0396115982318109,,0.020094178310241947,-0.010950200486734899,-0.009118326069493086
PGF,-0.00823634913394721,0.009896761781801875,0.005245666648866238,-0.04664420615212832,0.04623599420989844,0.016552189486007552
LGALS8,-0.008526503083108185,0.08011066206217575,-0.013738402236125576,-0.03305084697482412,0.037860980137186466,0.005266348674980848
DKK3,0.004724914773801133,0.05357162138731807,0.029375178155828918,-0.0712450865242152,0.011707722252328611,-0.008612616798541103
COL16A1,0.008954542049756741,-0.020499481617537594,-0.030875153380990984,-0.028760866691274572,-0.03514981539751737,-0.007122267898085008
TPH1,-0.014102527920379518,-0.014404588281646367,-0.013957708923114744,-0.04949590224570655,0.0059496229071391285,0.0321667618450831
TNC,-0.016452163942760157,-0.02761691009548665,0.014021247640868128,0.0582719140318318,-0.05151851402123694,0.004406315384767726
TNFSF9,-0.010900714398154534,0.048202691532426754,0.057244085287707566,,-0.031692653375388305,0.013971768916274904
C4A,,,-0.01643534626538162,-0.018591663969132054,,0.023322459652154702
CNTN2,0.014303213027050832,-0.03729307085304043,0.07691690967076478,0.05652415371243491,0.06350487554287226,0.06506858816029161
F7,-0.01375807884588136,-0.012510426027112708,,,,0.06612332822936899
LUM,-0.04916877026892972,-0.011337006392983932,0.017189454741928137,-0.0892308579981549,-0.040955845214173565,0.019824162408437984
BTC,0.09809585468247606,,,,-0.021497960106863837,0.07179598980026711
APOC1,-0.014974135660207426,0.006169118963881198,-0.01365964816154086,-0.07502235604657072,0.04578936354843292,-0.014329891033059186
PKM,-0.06580963193033233,-0.05714498019833122,-0.07996128761634222,0.047869874918081756,-0.08744654005620606,-0.015919858171809038
TNF,0.00120862806183631,0.008020700927504969,-0.02277543859405609,0.04769612092164589,-0.014716191710939828,
GNAS,-0.04008360737873565,0.048297067518724035,-0.002471179406520632,0.05617333774888123,0.02119283549962894,0.060591083842198294
BMP8B,0.013927725789165518,0.03832973297461035,-0.014676074041837487,-0.0045043456329093585,0.013278981353312036,0.023867183816188325
LIPH,-0.014102524448447402,,-0.013251381962951168,0.023675946908653586,-0.016407287705013752,-0.00118468783892005
CCL28,-0.019836954890187365,-0.02690329731722851,-0.02040494823451967,-0.03461644670123049,,
PTPN11,-0.0191109351573824,0.015317121089979183,0.009200262499108552,-0.000593266337088358,-0.06282082234832446,0.0019079732125608833
ADAM12,0.013486557738963107,0.02454978466148622,-0.030363454647869513,0.00015904995164300244,-0.01743292644906832,0.010803953714494267
EPO,0.016821350841797787,,-0.013864228084795979,,-0.017040219068147323,-0.016869416141495137
EDN3,-0.024565929148924557,-0.017943643316158928,-0.021488869749960626,,-0.00661251434079411,0.020545994405625947
CCL22,,,-0.027915923497318033,,-0.015583019425483761,0.010319229967078675
CCL2,-0.004029069875520859,-0.010523527165953894,-0.006537177875969163,0.043313220750705726,0.028467088660950143,-0.04639250544160851
DSCAM,-0.06169540812213433,-0.004655223356030583,0.0029058990718952653,-0.0424070308763294,0.03594622663156393,-0.00500690835753957
GPHA2,-0.015717980084123197,,,,,
ANG,-0.05915852470218796,0.020535430480131046,0.006015812984184267,-0.029617492753970565,-0.005837395829606659,0.019450620268172493
FBLN2,-0.03904927623637158,0.020826931161102343,-0.028231024400343665,0.04731238209621427,-0.0013902818480229211,0.004296683147045987
VTN,-0.01331160991778388,0.1905857903160604,-0.022777369761667648,0.03482425929979747,-0.011982338529061486,-0.02184361703839383
VEGFA,-0.029362384784812186,0.004847125663136494,0.03338015574094668,0.13895240874151188,-0.040799026574666296,-0.05785738097719569
F10,,0.06650945941325784,-0.015201826441043544,,-0.020464739584560337,-0.029216741145326162
SERPINA1,0.00996331276841369,-0.011944632361024794,-0.0023552487025919307,0.09378854844774365,0.008114073002692037,0.0030471593092997545
VWF,-0.030023556312032965,-0.017727192316294715,0.006056423131249288,-0.050156585312619996,-0.006451839180070147,-0.0025532181588041234
GDNF,-0.0220855748268209,0.04245193879891526,,,0.018885379402354973,-0.023622302408916603
VASP,-0.04858349351001587,0.00794475665535237,-0.024413746722919558,-0.13012098725502788,-0.015930578958242264,0.036363081971240996
ADAM15,0.023214149455027314,-0.024583192506361318,0.02952576035856422,0.056387126005279106,0.021294375531614212,0.011792763599184226
WNT2,-0.024668922121391924,-0.00797567730209784,,-0.04214417998716028,0.14388473592083817,-0.020255505426863805
CALCB,,-0.014600586421630564,,,0.05790820355889293,0.030181067246699098
OLFM2,0.0038158174447717463,-0.007055606615220458,0.014702655364695892,0.012075797603943466,0.005753082197254861,0.042017017371216527
MFAP2,0.01733088700243919,0.11563332643156705,0.022821824664418885,-0.012057212815447714,-0.005513697904057165,-0.012899449901767264
