,MGH258,ZH1007nec,ZH8811Bbulk
BMP1,0.024546665421029703,-0.13217805289444978,0.011784924126937381
NDP,0.06497266860301924,0.04452464747334057,-0.0314034419397421
TNFSF18,-0.019279983101517573,,
RTN4,0.02722629558307421,-0.14048583173949455,-0.0481036309356879
HEBP1,-0.0011177110370701232,0.030876438362047422,0.007527092567716587
WNT7B,-0.016985061246573983,-0.05274440412650999,-0.027451357202022738
PTMA,0.049300443131657955,0.11217799709783172,0.020721876634376513
FASLG,-0.016985066048207285,,
CEACAM1,-0.004184729681575046,-0.053606200763902975,-0.018648625752257536
PDAP1,0.04148329395974391,0.11457035391255402,-0.023429467759302797
QDPR,0.03860339165055272,-0.02330203873645348,0.03229606489148248
POMC,-0.04595924790560364,-0.04608885140696587,0.10976263039573717
CCL18,,-0.04596451462977023,-0.04553870918196579
CCL17,,,0.03467912791270351
VEGFD,,0.1926322181521826,-0.018648625752257536
TNFSF13,,,-0.029261621838285776
WNT5A,-0.04559329383388268,0.008114560687931599,0.010655553036047151
CXCL8,,-0.13687339315827884,-0.07771245292220605
GRN,0.07541909531489267,0.01497188366321788,0.013225511484315744
MIA,0.06341714035253077,-0.04532615637406776,0.060857308983432216
COL4A4,-0.019670776103097927,,0.0851392740263706
TAC1,-0.016985056807331714,,
RARRES2,-0.03731923426118928,-0.14615789294172019,-0.023157068965834034
FGF7,0.021429129478525787,-0.05831265074522292,0.027685154253103222
EFNA2,,,-0.017724270754100317
HBEGF,0.03938767549991281,-0.15352963510493636,-0.018170555503138282
CSF3,,,-0.08375896761229606
PI3,,-0.04390444035747493,-0.05039811465807577
PCSK1N,-0.06896669930511241,0.02010634894402976,0.09084882224853838
NTS,,,-0.021593660495568084
SFRP1,0.11310573781803852,-0.03253484802052356,-0.013330120666093615
CXCL13,,,-0.02692275263887151
MICA,0.059849432785706744,-0.03431259320462179,0.03173366838314794
TG,-0.019670771670212795,0.023143037389061063,0.03739582336872391
ADA,-0.008330671525589684,-0.003798908465834764,0.01827911000308136
LAMC3,0.039810178385303575,-0.08165852704373557,0.06747000243715896
NGF,,,-0.017486026736109408
HMGB1,0.07834311745171589,0.11682705161473947,0.03205857238181361
ITGB3BP,0.06366260627532708,-0.007124411332659166,0.026672014988099967
AANAT,,-0.009663784435652153,-0.023852067893664806
RELN,-0.016307591229101158,,
IL15,-0.03334218302210135,0.11513457440600162,0.028010180477987503
UTS2,,0.16971194129580144,
BSG,-0.010291823862378148,-0.15003001967536428,-0.00013538149681919034
ADAMTS3,-0.05452995895803324,-0.030636106945047675,0.0798500293404409
CD34,0.06777442748156531,-0.000997986800243059,0.019441167181161446
PLAT,-0.0011651351891039858,0.009369715477260742,0.08072698015991733
NTF3,,,0.055855241020887396
CKLF,-0.0008022595474819545,-0.020701263957233876,0.1378423739726851
CD24,0.05605179928704989,-0.054065017259094836,0.033069128144120226
HSP90AA1,0.0010192902692776821,-0.040357641528912025,-0.05765747813319594
BMP4,-0.020244079760503516,-0.04730982643109118,0.07926884336134031
SCGB3A1,,-0.05178411336779093,0.0808062813254488
IGFBP4,0.0807916509556682,0.02542559894823947,0.0066829272597435305
LEFTY2,0.05330063531053141,-0.1034547579802399,0.019406403989255756
PF4,,,-0.01624552125456268
ANGPTL2,-0.007226317300409523,0.04414829072577981,0.1286779243871493
LRIG2,-0.007989397066904377,-0.07404068092133158,0.029918367832227028
ICOSLG,-0.022634645988630256,-0.010814823317215344,-0.01162178075847053
NPPC,0.0010694695635267816,-0.06469291631968849,-0.030737615313468008
LYZ,0.09109808756390841,0.04398374823258816,-0.0023105039076837257
EREG,,,-0.04372590848906163
SPTAN1,-0.01378134736752345,0.034451783978478374,0.029412977965017035
LIPC,-0.02518447616414502,0.07151793561527356,
COL8A1,-0.0335558841432297,-0.010092065048754428,0.05373722435093638
GSTM2,-0.04746459492756747,0.08654265827241489,-0.006170185632194077
IL4,,-0.04458462917021796,
SPX,-0.014089163433913263,,-0.020170891117112875
MFGE8,-0.005442094442676251,-0.05074337395267197,0.014831379240554011
TGFA,0.006459789287501318,-0.10775997646128893,0.03445757593312754
SLIT2,0.025989741086623566,-0.037378534250459526,0.041991677322179975
PLTP,0.00657270098951628,-0.024230703544165007,0.01794396187943173
APOD,0.019112578998701793,-0.025041742535552587,0.08619763078925129
B2M,0.08580212871079872,0.046665709308949005,0.08904780302799647
OMG,0.004383481717845456,0.07663454211133852,0.009996099125643018
CXCL3,-0.015840934814624816,-0.057616519563945555,-0.07939393730030606
CXCL10,-0.019026762432798713,0.008330246548446192,-0.021789953521934635
RSPO3,,,0.07683845157682959
CORT,-0.019670775786463177,,-0.017000112296347875
NCAN,-0.002482630642102541,0.10459327216016943,0.04167836265041936
PRG4,,,-0.009116600261361275
TGM2,-0.059575885230381896,-0.02126482625450922,-0.03679620113989295
VEGFC,0.0035807025484747667,0.133254483612666,0.01314201342645694
WNT6,,-0.056536341256436036,0.021493326822312343
PMCH,,,0.04699341785696022
COL9A1,-0.0022232367863013695,0.04043758990685327,0.07764537408618837
GDF11,-0.01222934041323318,0.08039759187873259,0.013685760895740183
IL24,,,-0.01598649467768537
SORBS1,-0.00030480463748832937,0.03397789436318588,-0.013404094665332555
DLL1,0.0340988826897099,-0.021214519020245654,0.046716364872759646
TLN1,-0.003383647652261744,0.013217211624644874,0.005571105977746928
COL2A1,-0.01847588908611653,,-0.019620086553609143
SHH,,-0.12350815355276204,-0.034347773467495506
PON2,-0.04463939307032407,-0.04275897690762608,0.02235899372323698
ICAM5,,,0.0021841306992893225
HPX,-0.020986431869983155,-0.0489094917531757,0.04868732626535296
SFRP2,,-0.020299102963011472,0.05837430415608885
CD70,,,0.003071318062027366
HP,0.04274542738659058,0.04936781931547651,0.06638292129559137
CXCL2,0.012401468706804324,0.13801998415718236,-0.048895979032189986
NPPB,,,-0.02803774029273928
CCK,-0.017103698449261604,,0.016469125422376423
SEMA6A,0.014249620857297416,0.07865589598529797,0.05800778002576879
IRAK4,-0.017646303345763174,-0.018299249699008136,0.06883741930175744
GSTP1,0.0027450164360382757,0.016872352516914556,0.053656966811420494
VCAM1,-0.005153703938743329,-0.10394491711809856,-0.06595880592976738
NXPH3,-0.05846373202459288,-0.05364449682496402,0.02888279383637293
MTMR4,0.027506590999651283,-0.08925604138000988,0.01993647969686608
LAMC2,,,-0.020994753236130117
IL10,-0.02043194776654005,-0.05761477924399994,0.029701047048777237
SEMA4D,0.002764605591756958,-0.017523201782780787,0.03197496597853666
TRH,0.00770547861593494,-0.06231884509049853,0.03734321351205083
SEMA6D,-0.0032403210602543926,-0.0024132067909501116,-0.03149085014461257
CEL,,-0.057108001086732106,-0.0261000724225718
PDCD1LG2,-0.05182744766933054,0.08726660460057423,0.017687670372766216
SPINT1,0.01260280673722078,-0.06764872649368106,0.061372489076757034
CTHRC1,-0.06552579392704393,0.07797377734676315,-0.015410504449513267
PODXL,0.06576597147107276,0.004112823772643844,0.006522609477714684
JAM3,-0.00915101483362607,-0.09407445431499016,0.0033375488558626347
TGFB2,0.06655593551429609,-0.01851649050549264,0.022387790063223337
COL18A1,0.09073153096648356,-0.006376594352695903,-0.0062586854997748135
NODAL,0.022480835695525437,-0.07807604000394418,0.0012343819322246238
INHBB,-0.02168069966598349,-0.09135716213961584,-0.028659260631547247
LCN1,,,-0.018648625752257536
ARF4,-0.0655327943667308,-0.03507707348905286,0.03114830258067834
CXCL14,0.059849559641144696,0.028149923644101446,-0.02262031764982547
LIF,-0.02439551449815084,-0.07786018793905362,-0.011311534643202904
IL17B,,-0.01516725541471358,-0.01614012995876692
MMP1,,-0.09008392990158806,-0.030737613320707464
MATN1,,,0.03205070363324404
ADAM28,0.0011946987510369367,-0.03711462458255068,0.044039385319315914
TCN2,0.05118409763351004,-0.10227321779923339,-0.008476951254504981
THPO,,0.06384293336900858,
CUBN,0.022617195398515,0.05400378999147346,0.013610952300943311
TIMP3,-0.09053919100759802,0.059429351668895604,-0.015426114238396623
PIGF,-0.017879581425702503,0.07613512937610499,-0.0018107294313504086
CRH,,,0.02728879661983336
BDNF,,-0.09832731433158294,0.01825462759805332
CCL5,0.028285931374232444,-0.03435964846078732,0.024099856051159965
GAD1,-0.057651708452612825,-0.06796612087385076,0.006135316646863378
COL14A1,0.0484211124239118,-0.030646780624931994,-0.05119951809332975
HLA-A,0.00753269635665147,0.06008029256174727,-0.061691028385794835
CD5L,0.1028547748655026,,
FGF18,,,0.028130881479617106
ADM,0.07449739623959223,-0.17215659481022832,-0.08805429285484201
GNAI2,-0.03880119476521303,-0.15565232623409067,0.01276096409989661
COL11A1,-0.0015353191061577365,0.012501425765917864,0.028166173905834407
NUCB2,0.056889357298348965,0.02250219272121677,0.04069733823086664
CXCL1,,0.007866563476450174,-0.08055994061497312
VCAN,-0.015666463895156104,0.09364054979494392,0.008782050462463505
MMP7,,-0.05151688861220235,0.023413782050518944
PTPN6,0.004045147100540452,-0.01430154813382592,0.04914683611976966
PTGS2,-0.01582439936113415,-0.0025605025123563645,-0.10450095345508238
XCL1,0.009152443472654164,,
CD58,0.01372415222773528,-0.024801012741069734,0.052694383337695015
TNFSF14,-0.028853367476273865,0.02268036546540898,-0.03173656572923088
CNTN4,,,-0.004708333874701777
INSL3,,,0.09153472154352314
MFNG,-0.024084816282739667,0.1376345379468777,0.057654189071554535
ICAM1,0.046405147125317604,-0.12121777171582393,-0.06382925768411599
PROS1,0.004054156352079216,-0.045261067441313196,-0.011187535892793367
CLCF1,-0.014689976941857988,0.00986930014246362,0.0039340549494731505
PSAP,-0.0015699093195489905,-0.027146789803693585,-0.041248047366118416
EFEMP1,0.023368649007060538,0.03736914750540976,0.06372412541974265
C1QTNF1,-0.05688415527313382,-0.0965524422193673,-0.03187308362152456
ALB,-0.008712081247052089,-0.02118688968238406,0.12204166158896693
EFNA3,-0.0312227912374324,0.022827670072011412,0.014744444590373402
DRAXIN,-0.04167112006362413,-0.055160503800433684,-0.020441995133581428
RAET1L,,,0.13216108854479752
NPTX2,0.07536157931043759,0.017970021835176053,0.04510136793623572
FGF11,-0.06781416732660661,-0.1979067187430241,-0.02418405126552115
CD59,0.00482086540065213,0.009960160042909762,0.009103519777687289
COL9A2,0.02427839221083455,-0.04529281978235308,0.08111663888388698
DLL3,0.005017329002230904,-0.009946760924407225,0.08555422266418729
LIN7C,-0.0009656992957629453,-0.12646474165166824,0.02122248332247841
GDF7,-0.01826980031443124,,-0.015986499742530576
PSPN,-0.039142682050395665,-0.048710138898788016,-0.008703346035445494
ANGPT1,0.10353424785211224,-0.02555522978193149,0.024938511416235404
PNOC,0.012129282054673021,,-0.01700011414590829
L1CAM,-0.027434921427566178,-0.04862350860618009,-0.002790915272336854
APOA1,0.04571354036184485,-0.031738479641711934,0.022775662664392682
PSEN1,0.05459991549537166,0.008724006121595426,-0.03716637400178468
CALM2,0.021634448049571237,0.17000031470013452,0.09290844712602199
CLEC2B,0.04482779374412074,-0.05552864841802155,-0.004864265267625084
NTNG1,-0.05624708813373556,-0.0716700459890615,0.05755115297571812
LRIG1,0.0076372053589030126,-0.015326751968239516,0.06349493067504393
CPAMD8,0.10027800843318924,,-0.017959541382727748
GHRL,0.02900702959677466,0.010663016912689031,
NPY,-0.023583908679382287,-0.06206521016866712,-0.029940436184589022
MMP2,-0.03467926834200965,0.01926705393402222,-0.02587206305579069
PPY,,,-0.0207534486162839
ALKAL2,-0.004814745434284182,-0.057675159612551416,-0.004119396755128686
CSF1,0.04892495784175923,-0.031622642831722794,-0.04049385969044417
SEMA4C,0.007005533857903983,-0.050465397793938715,0.03756070018085151
ICAM2,-0.020138962172892048,-0.03244773651450514,0.06566963009708947
SYTL3,-0.04393044414612299,0.013064651395186483,-0.01086152266363265
IL1A,0.03274299112520077,-0.1180148470930585,-0.03161799221478129
HLA-G,,0.012839515966376187,-0.0452156745883122
PGF,-0.04143445098628967,0.08181111134611393,0.026725466516917044
LGALS8,-0.008726966285611568,-0.07603567506076314,-0.01899294273079724
DKK3,-0.00916448389701052,0.04609679629830067,0.058985967432290086
COL16A1,-0.04006511782339523,0.04181390712398654,-0.00200012481182347
TPH1,0.049163395249895964,-0.06572204970320752,0.005194937059561814
TNC,0.04381793369584468,-0.06690005478509375,-0.018006803446499464
TNFSF9,-0.01607584872214149,,-0.0188990919344447
C4A,,-0.05935077942568232,
CNTN2,0.016214145033966613,-0.022831922647631404,0.05033089220461232
LUM,0.04842464508547479,0.03949862255420556,0.03821242466887037
IZUMO1,-0.015360982716021494,,
BTC,,,-0.011927726299617223
APOC1,0.010342015327658624,0.07170989980032456,0.06164977372020979
PKM,-0.014297913375156382,-0.10366050812373112,-0.07241633030098789
TNF,,0.07031692181293142,0.07060158605855706
GNAS,-0.10383728910495044,-0.10121062076373727,-0.07153538908923569
BMP8B,0.07457707510222435,-0.10053432542572298,-0.023087813510316673
LIPH,,-0.05053982957997284,-0.020791605393743164
CCL28,,-0.04596469055868259,
PTPN11,-0.0031203856455890642,0.10997879510904528,-0.052134651370827324
ADAM12,0.13953287381580473,0.014218734420368858,0.04796267238218639
EPO,,,-0.02159366722018239
EDN3,-0.02257663308282182,,0.027918349761767595
CCL22,,,0.12202757362835616
CCL2,0.09315900145372422,0.057780590758015365,0.014170317903605066
DSCAM,0.04394946922846616,-0.0195427857026589,0.004528007368209412
ANG,-0.03614741700245026,-0.12243215382399601,-0.06388455402468599
FBLN2,-0.021168371091766985,-0.05885054887346289,-0.007138226117435579
VTN,,0.13632239094710358,-0.01518423147503907
VEGFA,0.03577134064553537,-0.14723348567613243,-0.0879593771724963
F10,,,-0.009590564642431146
SERPINA1,-0.0014211784765031032,0.018721060662336118,0.02089684701729552
VWF,0.04138406513102059,-0.038552317483759216,0.01864192612357262
GDNF,,,0.056044712161668814
VASP,0.01750045330732484,0.022686376374617345,0.014694792726260097
ADAM15,0.007536500285070396,-0.04311460644450942,0.012594780365998471
WNT2,,0.01989340403544333,-0.022177777888252866
CALCB,,,0.03580120596536655
OLFM2,-0.03612200683693868,0.015485589790964814,0.0571368189829845
MFAP2,0.04026788358453682,-0.046343561160313344,-0.048012058778936044
HLA-C,-0.05629980152897428,0.0853937864498442,-0.0004018990702789411
THBS1,0.03694392603441584,-0.08541679297151522,0.04003835015213571
HSPA4,0.02815820601550756,0.05451765428916654,0.07329559505702823
LMAN1,0.06872682254431224,-0.009815963523588375,0.009025573756603945
LYPD3,,0.012665383669452294,0.10595104781989492
APOE,-0.08606137028516837,0.06777040666463807,0.02309657546478008
SOSTDC1,-0.016075855016777666,,-0.02040060201619304
ANXA1,0.03553263340368374,0.00970779781710547,-0.02363221478202098
WNT2B,0.048703332202406385,-0.050312946665505495,0.04829292661673609
AMH,,,-0.015529676513608032
GDF10,,-0.056976111182127975,0.058966610431468974
EFNB3,-0.03369947470907866,0.04168376352045865,0.01600851908957448
LTB,0.06114037440812876,0.00630076557612496,0.06001478969212008
ANGPT2,0.060447436668255076,-0.029353312921539202,0.006864505057873132
ADAM17,-0.04490492416950074,0.007542118014285556,0.05868096439559811
LRPAP1,-0.032678060608224056,0.0144872009154871,0.05699949108420537
NID1,-0.0066164605833818795,0.019413272378217706,0.03949534396429952
MST1,0.009317707943884212,-0.13367288458372953,0.024897146539723802
IL13,,-0.04527921372315395,
DCN,0.05263962955593996,0.032526549611520746,0.0662496910384101
IGFL2,,,-0.02139572902304982
COL7A1,-0.008252694579781925,-0.05140369684914149,-0.018566745586172773
CALR,-0.05741053478460977,0.07562348800005388,-0.03670618475553493
PIGA,-0.024756768671418218,0.052887714440289536,-0.0033171415314924256
CD200,-0.008907872967129051,-0.005803032953652916,0.07397173701171583
GRP,,,-0.02017089249635452
CDH1,-0.008177674399008763,-0.06259756814732212,0.009484736577178564
LPL,-0.024506784678769215,-0.11817835463750706,0.04168818864253365
SEMA5A,-0.08162637595968772,-0.03481761360083558,0.019346740724207907
SEMA7A,0.1035126515845108,-0.17060471661384094,0.0036094272611747664
SEMA4G,0.033314961916718795,-0.041094788436193186,-0.019815997135882092
SEMA3B,0.04858236550874042,-0.0947456674358696,-0.04421959042908576
RPH3A,-0.06983398933418793,0.09684081987886209,0.014107824702431522
JAG2,-0.04403293728820242,-0.05058381193831802,0.00838987354992501
CGN,-0.02954165337136277,-0.05304221154545416,0.04501783597335854
GDF15,-0.044278260595503875,-0.10872507417720362,-0.09026678410546074
SEMA4F,-0.020181048620751228,-0.04895614202583803,0.01746284090834728
NXPH1,-0.09306382331920064,0.03859202610174132,0.03593520391278707
ARF1,0.006763987335374351,-0.05036401669715093,-0.010132357710909107
EBI3,-0.027912435525907137,0.0010222839816269036,0.06817718695078778
TIMP1,-0.007431915014553378,-0.046731784885178644,-0.07124236317302245
SEMA3C,0.0735732943626478,-0.05470186260799758,-0.0044319330036632285
GAS6,-0.011697130850551825,0.0494620722663799,0.05543993404933125
MEPE,,,0.07961436497308857
SERPINE1,0.040340716800351714,-0.1334653791487669,-0.06805114817154305
RSPO2,-0.016985062696123227,,0.05605977715835356
SHBG,-0.0190818793672981,0.06452178766984307,0.0381080052770069
LGALS3BP,-0.004627114361687079,-0.01485973687796997,-0.009055747739754639
LAMB1,0.03393873034640089,-0.023264848699573848,0.00752336518702236
SPTBN2,-0.00038262917035741497,-0.013819768322953709,0.0712605585219715
COL1A2,0.03368047565448674,-0.041904516092614044,0.03572720385611461
CEACAM16,,0.17546225789802491,
WNT11,,,-0.03448200089669604
LGALS1,0.06158709342140617,-0.07534769037980432,-0.05038038681224008
BCAN,-0.11419531339775965,0.014853674609962291,0.07411382917179478
ANOS1,-0.00797790647336002,0.09179905608316687,0.04245335492889237
EDA,0.09378948603051371,0.01491579513222141,0.05976323269864168
FGF22,,,0.03938101435628992
SHANK1,-0.020244078140825145,,0.13750362685237105
NPVF,,,0.004256767389576136
TGFB1,-0.0185861030787501,0.06275902746079012,-0.03494988543005542
MSTN,-0.05666351528458435,0.059194122600820895,0.07677733932214247
WNT4,,,0.04483510905368572
TNFSF4,-0.027723378295525486,-0.06193841320334735,-0.016253787016865
NTN1,-0.07296661802606719,-0.03890312926738244,0.04829038187279853
CXCL12,-0.0350464233715397,-0.005024079593190978,0.03388974634591713
GNRH1,0.049397563238353634,-0.08266875351996433,0.052559368438016826
FGF8,,,0.07069744199399623
RIMS1,-0.021705978706634477,,0.04091732675957071
FGF14,-0.050834668320184635,-0.04425001047376899,0.028726336320914588
IGF1,-0.03673444898969836,0.07789542248626091,0.00429161693471612
TNFSF10,-0.047154542475804244,-0.08903334015174422,0.07482703882312583
GDF5,-0.016985055991961064,,0.05724615639646349
CHAD,,,-0.024076327925696084
RGMA,0.0008990522268478897,-0.012232259895207827,-0.005802026807843742
WNT16,0.07874678417110453,,
CX3CL1,-0.03583457269172899,-0.022113312430301974,0.03552732008092119
FGF1,0.03906868124455558,0.08693451340297002,0.03624323496165419
ALOX5AP,0.03556426894352141,0.035897063785079154,-0.05090430083994703
IL1RN,-0.015115624294975198,-0.08090245103319052,-0.024641342612352526
PCSK9,,,0.064823385529373
NPW,,-0.040959416187515856,-0.0007918750955211762
CXCL9,0.031209971964870114,,
ANGPTL4,-0.0099817136043092,-0.04557432035862995,-0.051563451958870514
UCN2,,0.038655841493499626,-0.03392880676392087
OBP2A,,0.10203963266295095,
COL4A3,,,0.141455047476858
NRG3,-0.027434921486815256,,0.019108522629201246
IL23A,,-0.054202392361875504,-0.025084702278494974
COLQ,-0.027579460017609497,0.03476705556614881,-0.009213573581120932
SCGB1A1,,,-0.02456317684800724
TNFSF12,0.02038804395620341,-0.14852563357557083,-0.03133822331325456
FYN,0.015529340964059758,0.008613985100151102,0.06623920643409717
ACE,-0.06289217927567299,-0.018907286636985557,0.08117255056367126
IL18,0.004159845018422628,0.02642860003563945,0.08247383315928203
PPBP,,,0.012501873946708549
CCL27,-0.017205356295555377,-0.005943693416473998,-0.006870664279585607
SERPING1,-0.032933068045984386,-0.13829809769591037,0.010624877227310568
AZGP1,-0.037200022290446395,0.016504995867830368,-0.06720111368811137
INHA,-0.023583900865218922,0.028351615199073126,-0.04744625239173327
SEMA3G,0.011058571205872133,0.0014115866352159877,
COL6A1,0.021057033159390847,-0.1261687681681397,0.004795233681600957
FGF17,,,0.0489428861323321
TNFSF8,-0.018679886631443408,-0.01158284949857205,-0.021395726721102033
FGF20,-0.02487147073887868,,-0.020412949191465225
ICAM3,-0.0016237407009270094,0.03246527308754286,0.06620057619454801
LAMA4,0.040132411730948274,0.00014492431865535145,0.08148717399748141
DLL4,0.0031023160626954837,-0.027816157456833735,0.04776020112532455
SEMA3A,0.09543011219225025,0.06043446336283937,0.00022324083615125269
RLN2,,0.07202180659076983,
C5,0.025737569907149767,-0.0882314011655155,0.002595665316783443
C1QA,0.028877690724009517,0.10776440765505134,0.09103152445590343
UTS2B,-0.01584093172023348,,
COL9A3,0.01061873601445442,0.10757913414245697,0.013193470544721753
DLK1,,-0.11377050883914357,
HGF,-0.0039161415496065015,0.03668811343514846,0.049123777297399925
P4HB,0.036605598835263285,-0.03178087702427052,-0.03894841172010247
ADCYAP1,0.009823327814072847,,0.02845348266839002
