,UKF243,UKF248,UKF251,UKF260,UKF269,ZH1007nec,ZH1019T1,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
WNT5A,0.11816456497822983,0.019522149327747353,0.041140566763599735,-0.06715271302597146,0.09848597389492196,0.0054534785746389565,-0.0035748004561912223,-0.016453424137534183,0.006927439803464477,0.03344508509339389,-0.028224115104243455,0.04162439987935141
CXCL8,-0.0033422231177162123,0.10161750857587691,0.004779717471061333,0.03856402637987022,-0.03206569805494267,-0.017080011195041923,-0.10244633843717306,0.004187577053627972,-0.01679476804292691,0.052380814338623745,-0.041092910787668704,0.04455519135313543
GRN,-0.021015839716757915,0.00513586556408518,-0.031923815612560635,-0.02956426008436461,0.1233175342911593,0.04889853448669101,0.06653951295560286,0.03080103435191211,0.004050529680380898,-0.03521009636820991,0.04797276321387548,-0.08728985466282392
MIA,0.0072226453056757345,0.07097126738098333,-0.02262246971547321,0.02731147726920215,0.06668546961369964,-0.07489760240441738,0.10099736284237597,-0.039220834150867974,-0.0076020380089113744,,-0.007610731049240197,0.03168419925865187
COL4A4,0.0030257991913182902,-0.02720359629430941,-0.02929574319108473,-0.02175242688097933,0.02898299938212581,,-0.040818143164000384,-0.028641685966068288,0.027867965397719022,,-0.01838272065806089,0.1769499670204951
TAC1,0.0187742971179976,-0.026198798357620963,0.030673349883685717,-0.06498232195943361,-0.0695956917901727,,,,-0.02332181041532054,0.041473079042581476,-0.017676090046655484,-0.07035959632952048
RARRES2,0.038886430079674926,0.028724575634911504,0.031086172717613804,0.1074951944201206,0.12598633903607379,0.028599670236095776,-0.05312479320033407,0.024008072059967946,0.016015638942149184,0.035928476651894116,0.0340894947020418,0.10065632753366024
FGF7,-0.016219440137286236,,0.04008746915162617,-0.0039046534682402817,-0.003543511498278662,-0.05343986539025971,0.031837220289894684,-0.0015873698403799476,-0.010782379162393857,0.0026548835429978253,0.018526747026205864,0.0165184723497605
EFNA2,,,,,,,,-0.01700146620250982,,,,
HBEGF,-0.07334967705096657,0.03611629395227145,0.03624211674938727,0.04472439165872745,0.10209042880488699,-0.11981731412023697,0.08105496523143418,0.03769468566112565,0.056307480593448075,0.08445208932512221,0.05413876710571867,0.0658425843493288
CSF3,0.08400209424833349,,,-0.026859801489864384,0.004881028559967731,,,0.05259633714133142,-0.019379408756106446,0.02525932046354951,-0.014156528310386884,0.19441170449800851
PI3,-0.03978084796347866,0.03720533265340121,,0.01619961096209867,0.061315414725342146,-0.060158338176495435,,0.04952001361200286,0.016934709315179576,,-0.030757432972998683,0.06954249012407841
PCSK1N,0.06887731756308935,-0.048406741919917735,-0.011836379481947427,-0.07181651416825342,-0.02300932930853862,0.019428891258129733,0.01233146646200889,-0.03592215728375591,-0.020312277663535785,0.06155575004348682,0.015581428845915334,-0.15131062973797382
NTS,,,,-0.030556424284796924,-0.02153205718628299,,,-0.020713060311321536,-0.024569333219581053,,0.17307137728359578,
SFRP1,-0.05184840618133171,0.026685511446643165,0.037355148283180546,-0.007914866468901792,0.07015169775458291,0.017766210552249983,0.05307076772236888,0.007326159696555418,-0.02776758232665487,-0.06095675900626766,0.019545720173750395,-0.0479395855053679
CXCL13,,,-0.042945231121126186,-0.03120845378006226,,,,0.09501539161733057,-0.03161184845612294,,,0.06947645393332906
MICA,-0.08132338713983078,0.046296498042745764,-0.016731860869967287,-0.004502723306019928,0.06229461037306081,-0.04581140067279296,-0.08613931280156051,0.04244449645990758,-0.020350308590897405,-0.05839292460166719,0.04569865455118505,0.10394488039914841
TG,-0.02676884214677568,-0.006730249867485234,-0.02415003706590222,0.0008953664919442194,-0.021142980696727175,0.15691226317651294,0.024412541824821537,-0.025510398051119047,-0.01594955120152648,,-0.02760793045514975,0.02961448347007917
ADA,0.17178897529274345,-0.009891411885640383,-0.01647527809633679,-0.0630752242269557,0.07307662251441154,0.08125901259013191,0.002295717722372721,0.0015781921266543768,-0.012923903085519684,0.017245342958305928,0.029963167507012434,0.07886587588042195
LAMC3,0.057888166247610215,-0.015899111353298027,-0.001727143889433992,-0.005600576484368879,0.0877088749519037,-0.0536473866229991,0.08288216409237086,0.002995030271368623,0.04907930154318412,-0.004726012474274806,-0.004751511821669873,0.014695095979837975
CCL7,,0.03301286491134881,,0.08649255906975932,,,,,,,-0.014834669410598385,0.0917315535935725
NGF,0.0994310978697831,-0.024737669550515068,,-0.008942037511611852,,,0.0100599116760763,0.006939450364116354,-0.03327020987398998,,-0.034250397630197306,0.0050965381317179485
TNFSF15,-0.02393410092808582,,,-0.030635129612172105,,,-0.026820411621881843,,-0.012034280134144542,,0.07524460006909295,0.09396966392790349
HMGB1,-0.015230083320334835,-0.09395403564304436,0.02464720020954995,-0.006983290648792751,0.02496101439447834,0.0019882415717484584,-0.06292448530826217,-0.018768612655641944,0.0951684944037305,-0.10449466219362781,-0.056817585747947395,-0.040743031564331844
ITGB3BP,0.13570014655629073,-0.0049164542529961915,0.01439643640018124,0.034997366477576564,0.05725716756264364,0.040621248905243504,0.029617926765704197,0.04050460954468997,-0.03303366251317707,0.09515329061187869,0.08116150195163768,0.04897618119790403
AANAT,-0.034675637691662986,0.07751784754678742,,-0.0276040839376358,-0.015801950726305233,-0.051180991870977376,,-0.022879368735681225,,,-0.015695698874440334,-0.023462895978746283
RELN,-0.03335764184566302,-0.03714085427872068,0.008616951728945922,-0.047829554632928935,-0.046367881451769434,,0.05885970382074328,,-0.014536106219093087,-0.02795788491196878,,-0.05166949261912062
IL15,-0.0340219113328409,0.08446209538376695,-0.030766777747930466,0.0032462174610488237,0.05727527240512702,0.016192646820128945,-0.05954512349744965,0.011782828664863989,-0.004414080541654959,0.068978187683447,0.08041297234661758,0.05165370301452614
UTS2,,,,,0.012941076280213725,0.055434488119305465,,,,,,
BSG,0.040988361711035655,-0.05455660395717818,-0.027602705480549806,0.03919361761146214,0.05250409109041187,-0.060047884783323596,-0.010792374498571514,0.0875355174021622,0.032987655468715925,0.015235455230539327,0.03035411873747225,-0.0006509864125158359
ADAMTS3,-0.019415151585798162,-0.03255040165813821,0.033576453392011416,-0.00939867447483385,0.11859173086646771,0.03800061889712935,,-0.01897740384357976,-0.0281090844516989,0.1566882245206012,0.05487357587047564,0.021942117354721978
CD34,-0.07631582943837059,-0.028643675023070202,-0.02597380402825755,-0.06215165797752206,0.11453783280351415,0.01165326797158434,-0.05419979485477915,-0.03903775926129838,0.039730231301270874,-0.005788009831073905,0.050363352867717474,0.03495804852694406
CCL23,,,,,-0.017980111531957936,,,,,,,
PLAT,-0.04549400684630846,-0.009173539012345524,-0.020156074936200093,-0.04577818501596218,0.10797311534201531,0.0036260138114940542,-0.005424188797207431,-0.05497489998899156,0.08643228562432494,0.05627444904637788,0.030664424881675513,-0.03612916951384159
NTF3,,,,,,,,-0.003867514141934846,-0.06040369391281251,,,
LTA,,,0.05700232467423317,,,,,,,,-0.021124045286406552,
CKLF,-0.0031499502953420935,-0.02507287829148926,0.009926597599663392,-0.019442916601481598,0.09606179925291827,-0.040335029501450105,0.06706664535539332,-0.0029850763835246653,0.012917181640965588,0.06836029265538283,-0.019327644179599916,0.005142293834899037
CD24,0.007793366490878583,0.0007950030132813137,0.02763318300570171,-0.05756602204898502,-0.04260173417523617,0.029189704408140612,-0.02889902955920978,-0.015361751032797093,-0.03709337785282894,-0.028146044715660016,0.007754082723961481,0.028338393358600937
HSP90AA1,0.11344587101668406,0.04643473791429168,0.0451492126827458,-0.01259880091498496,-0.1347816371231841,-0.03175062958307994,0.034644556040773385,0.04484488689359348,-0.0024350366131105877,-0.031241933764979208,-0.07579135742200521,-0.03263342606176584
BMP4,-0.014397801630536222,-0.018863233596258386,-0.001414341520873588,-0.0010273733663946388,-0.04840191411191597,0.10789465544827037,0.021944031038423857,-0.008638420364868667,0.04681770497419609,,0.033785228116824564,-0.016779823307850276
SCGB3A1,,0.03176672046511081,,0.0662139026957781,,0.1410597895040687,0.08996033040646134,-0.03254517532216296,0.038331220878603696,,0.07706843017329318,-0.0022696429376827657
IGFBP4,-0.037041621465054415,-0.011118039940634523,-0.02668120236294899,-0.00576992909184785,0.12073619883953149,-0.08906889192053251,-0.08187678371365699,0.021884370189895433,0.06229897849423071,0.1382671185465261,0.017996038006194166,-0.07928537013592903
RSPO4,-0.02363379831810886,,-0.02871108966495589,-0.008491521340544072,,,-0.01010894518545879,,0.07148595982412434,,0.10874003789070982,0.02323750989570402
LEFTY2,-0.03958676506214162,0.016037510711104392,-0.01797813315076367,-0.011878658207525957,0.13911469532710757,0.12534563471971746,,-0.019548631527829808,-0.022888566634103626,-0.057483934920748325,0.02070761213785526,0.075060600727024
PF4,,0.07557028715588407,-0.016155145814257397,,,,,-0.01558302084093965,,,-0.021124040398145787,-0.023176217489668416
ANGPTL2,-0.030708392136423998,-0.05317053067060438,0.030038383070293346,0.005059509700239343,0.10215770309039084,0.17367893390746628,0.0486304817864618,0.01988430936335824,0.13368189569256933,-0.06137805834144928,0.08894490268750292,-0.04750140027457667
LRIG2,-0.06334358323398487,0.002178482034965366,0.038525649351421186,-0.015053160614120516,0.048493365632469226,-0.028692395411152344,0.0059875592956808305,0.056421036137437354,-0.030236112028273157,-0.05124295212162102,0.062359615325513394,0.0665211606743767
ICOSLG,0.026370973375064256,0.0034574772431722124,-0.03760242452150522,0.027922030006213194,0.023612215278899132,-0.06415218888896174,0.018595984737728645,0.017553855539058624,0.039665493773409964,-0.023989167441805404,0.04545716799642472,0.03959520674136273
WIF1,0.017942463556900733,-0.014530495709140884,,-0.057622582790742734,-0.07363175412602567,,,,-0.015645715708879966,-0.03777871675668708,,-0.031075685923114434
NPPC,0.054865762096798935,-0.02836049378427308,,0.04638699504800529,0.020223426874250987,-0.052894372623261056,0.021635783043899192,0.028659745426119394,-0.0199727213050873,-0.0004823219208208845,,-0.04640882429538088
LYZ,0.04797192770718569,0.017464058272540276,-0.02749834393124223,0.09328558074938743,0.12041314467105485,0.029315717736323986,-0.030103605406188373,0.02878288658307469,0.006058311846859936,0.03258644204269704,-0.011775216934748148,-0.03350403730992515
EREG,,,,0.002460520974334222,,,,0.0453300782471619,-0.02096285336347065,,-0.01782410186128498,-0.026682691886177
SPTAN1,-0.002784299426078454,-0.052308517480103324,-0.06761740023272256,-0.04740713995029409,0.01934062478438892,0.13264817398643972,-0.07548872778821962,-0.03639009388977718,-0.05385291545005989,0.0025825548065007207,-0.024295645173853565,-0.18330681622537937
PTH2,,,,,,,,,0.028699620103773357,,,
LIPC,-0.04956795578550262,0.039809992783579815,-0.024314357855334107,0.006670704946626006,-0.010238494625477686,0.02364918500829842,-0.042651479944570546,,,,-0.026708782464450256,-0.03614192387073107
COL8A1,-0.04629345155566801,0.00782267606413551,0.05728940043394279,-0.026958135596305447,-0.0004265820078810889,0.016505897975905317,0.04372608709200958,0.017754987375701702,0.0025013009989621744,-0.02729268419918721,0.02899667913455357,0.0995211928007153
GSTM2,-0.043972144470375854,0.02131553684585381,0.032915687037926925,-0.006527770598062184,0.021788611779177836,-0.03673562994449386,-0.038671608872447485,-0.027751712667755772,0.021112456490103758,0.0014223832122938552,0.04447851163966777,0.05881401188721217
IL4,,,,,,0.1435758619979056,,,,,,
SPX,0.01907787309084682,0.015423072750280526,0.08184349704507395,0.0033546811031467737,-0.055418887618157324,,,-0.019348312173733073,-0.04141930329001474,0.06911453384278166,-0.0466063766678253,-0.02523884951690428
MFGE8,-0.013133446855115541,4.883002421103374e-05,0.07307609164173462,0.006009257274382155,0.0635387833222999,0.020262689379489687,-0.03143489968469286,0.03265604626127757,0.08586097646284427,-0.031216895456521104,0.02481857280776089,0.025448157864264003
TGFA,0.026222165901292654,-0.012464349257849854,0.04747241358763288,-0.03135746843750917,0.0030184422770674207,0.02589730049039555,-0.020470919840256407,-0.020141771838651384,-0.02174313235467594,0.03446053611896319,0.10762557753507099,0.03195794445580664
SLIT2,-0.04789548876824531,-0.03491523220337501,-0.042124039540769063,-0.007106225934614764,-0.0525074616257754,-0.05024765019522332,-0.04258957696391258,0.013587416536615254,0.023299703859258187,0.0333452212780764,0.018522821557270086,-0.0015987141162515754
PLTP,0.011171898704415612,0.044187992912518924,-0.03163160720622985,0.01855072536605337,0.1308648262182506,0.0043816847814995485,-0.02590658287743501,0.0006887775340157608,-0.007662169834740434,-0.005011711410571358,-0.03301075975256386,-0.06210007554179146
APOD,0.06452636094494632,9.927143158012878e-05,-0.015500869572632938,-0.0690307946873395,-0.030657204137096578,-0.0052220860393921995,-0.03628511537950315,-0.0520467439222246,0.042320660172522395,0.11527994745977917,-0.06177549857393759,-0.13919722739544552
B2M,-0.07024306785374299,0.01792044734353746,-0.018184811671835076,0.0713305130556498,0.13411349448765225,0.00047528402241135004,-0.017183872203384406,0.06298741580578801,0.04722696761648312,-0.024485266928404047,-0.02315169835705001,-0.07313415300314076
OMG,0.027857291901522058,-0.05793947485451644,-0.0018253876962833612,-0.07490269568554238,-0.0837261217538278,0.24124860133194032,-0.08172971007345717,-0.03456474614510337,-0.008095881863629677,-0.03159853746611484,-0.02518369518003267,-0.10663158120418638
CXCL3,-0.07342814074082188,0.09132885748913619,-0.014121740735151144,-0.031090779853075665,-0.02074720592958578,0.010064926090689428,,0.05289012340557235,0.024171710625149733,-0.031145035957853277,0.033236401708707765,0.11018734134427373
CXCL10,-0.032325387801223356,0.03039358747078039,-0.022150807009528616,0.0006665314628521008,0.08949174896618575,-0.03369779248177091,0.03818285530648756,-0.020901348410722595,-0.022997528964617913,,0.0366374611717687,-0.034827714564945524
RSPO3,,-0.019571315927869808,,-0.03673296544476926,-0.025947640981169546,,,0.025425095298693922,-0.014497404061660687,-0.06490447665471732,-0.015054288673696802,-0.01642485021659688
CORT,0.06276947473062852,-0.04272460665485933,-0.016663921754577104,-0.0445809997014547,-0.04490820613440061,,,-0.016306839285806264,-0.01332418871249254,0.16993931074723556,,
NCAN,0.016128700623785033,-0.06081958171866339,-0.016028491610678954,-0.060577264236759826,0.014846850704889305,0.008439618670311129,-0.09889958430712024,-0.04906853144133495,-0.012692203585232306,-0.01891086064174931,-0.019074100774946808,-0.11755302453874317
PRG4,0.08354612737294631,0.0555150712247378,,-0.026300671380335067,-0.00534821223532678,,,-0.02406173924767598,0.002027935796225315,,0.02957926659357119,0.06319898649084181
ZG16B,,-0.019979423465845015,-0.01944009231374997,,-0.008150706167322136,,,,,,-0.018771077835341418,-0.019771690467188532
TGM2,-0.03385608049734231,-0.04662016556927321,0.025489899387475257,0.03607258219421531,0.05132764762055573,-0.04369601671314335,-0.025557250372180828,0.06253031287007392,0.01827543787933112,0.04449236887441543,0.059731885640089535,-0.0855781004193192
VEGFC,-0.025947727239392662,-0.027511556195070345,-0.02496182715956945,-0.0015773313142108255,-0.01603499131323864,-0.041322469109876935,-0.00351737537117676,0.08675532672715855,0.009699820919132148,,-0.004440442443546284,0.11198791136148882
WNT6,0.0034037587788173103,-0.023246847618748172,0.11054976735575917,0.014943472296555824,-0.00477472848946383,-0.022474125678026872,,0.026968289179450378,0.011789595968626283,,0.052084124739527254,-0.02043008818778676
NRG4,-0.02452467908807787,-0.013270192848156056,,-0.03746186697576602,0.06624898059931647,,0.0053275543091907225,,0.0966261306635914,,-0.015054290360923393,-0.030723719089387348
PMCH,,0.07322226338750648,,,,,,0.012758808416767442,-0.012796412833528368,,-0.01912864248144782,0.015161131869006902
COL9A1,-0.03820638992116214,0.013698317961871393,0.09089431207074869,-0.07034318388368543,0.02713923105009879,-0.09739627560594312,0.010946475476887305,-0.025295952187188126,0.032758981025123875,,-0.013340843316812177,0.0032822546663349643
GDF11,-0.02212235058378742,-0.019706684149164596,-0.01962875504817655,-0.0833402356151826,0.10423452986789772,-0.07277380644129092,0.09180605150742595,-0.03042793455966489,0.033977103670343095,-0.0005670508440762435,0.005103076055773178,-0.033927755156334664
RAET1E,,,,,,,,,,,-0.016514449562314654,
IL24,,,,,,,,-0.015334557496329967,,,,0.20848216766547062
SORBS1,-0.028900542216938833,-9.71729238207607e-07,0.0014862392726203064,-0.04184027790503977,0.01274116600169797,0.05954287418554854,0.02716236595789563,-0.015765186662536526,-0.00045133212917704323,-0.06816092171020312,0.022153008474789692,-0.10523349623441092
DLL1,-3.633092228326328e-05,-0.03922419120481813,0.010468206627723142,-0.06903486712987311,0.05175529607606396,0.05879790410459424,-0.09341590262854653,-0.00846644771931775,0.0019152876796824066,0.04162732109239421,0.022580172702879677,-0.041765669815657484
TLN1,0.13414769019449801,0.023010042213251723,0.027641983756599455,0.044153813449909755,0.08748663847097088,-0.13012274770659035,0.03310274180023199,0.01395169313244815,0.07737459442412259,0.06969914076535143,0.05712355812496061,0.0399134206638648
COL2A1,-0.025102624042001812,-0.01361154685817628,,-0.023490489401678635,0.035959938730520974,,,0.012799252220568288,-0.02695770517852749,,0.1082137366240578,0.04483386041729933
SHH,,,,0.02262567440439601,-0.01630983032842053,-0.10209850293842879,,0.006383182013309766,-0.018306678229168514,,0.04225279762836103,0.030271067530317202
PON2,-0.08644500203919936,-0.056017365962063165,0.0015608780366973623,-0.06732879979398526,0.07228476628323174,0.05571173424587379,0.14802209298087768,-0.0032156156939043014,0.012935314118474699,0.039393548575888025,-0.014658420543173284,0.036491965575048524
ICAM5,-0.05849404807737306,-0.0004662343464429596,-0.023141895569132907,-0.05054763873742507,-0.0405420816598774,,,-0.021933681459002183,-0.05625363001839144,-0.007634791458348552,0.017347290340194887,-0.044986524972140875
HPX,0.1613430001500551,0.08005119895672894,,-0.005393878967943034,0.0345447052731651,-0.03777028936396463,-0.032617839093470546,-0.04946656900993455,0.0338833149057926,,0.01250429767565226,0.005787768359038056
SFRP2,-0.03268216399256181,-0.01915535558557643,,,0.00664372189714894,-0.03645340959727123,,-0.006091614900738535,0.08187277099802841,0.058419439028996246,0.011039311180138804,0.028532972184476545
CFC1,,,,,,,,,,,,-0.02718565724633896
CD70,,-0.03499636050360722,,,,,0.023892458039365794,0.081332043492734,0.04215916723270426,,0.012320429375869574,0.17932010986852864
HP,-0.021290904684996673,-0.017138690130991556,,-0.042764135382029465,0.09096329747188651,0.11019140185944235,-0.11392989582668803,-0.023432750193284745,-0.04392792586174014,,-0.0038471683678097733,-0.013072020860512392
CXCL2,0.021078069425506593,0.024562555679341555,0.012881642733547595,-0.0509682845273459,0.04702178858648673,-0.05161329341124151,-0.040212382502691046,0.029653564578972995,-0.011263056513094954,-0.09524076173786694,0.012013552290944047,0.14870369369923891
NPPB,,0.03846621740602882,,,,,,0.06209448995920061,-0.019125561548563298,,-0.015270900971521138,
CCK,0.05249294558099235,-0.04260502430937766,-0.025651341270312152,-0.09895300948260105,-0.09896462986213096,,,-0.024726311099231454,0.016045694440615706,-0.019790643612799894,0.022586192828740723,-0.15679495620547068
SEMA6A,-0.06578970407116229,-0.018023171220823454,-0.03224033789266041,0.0010770397789029852,0.049627096804895514,0.056156647886789,-0.005305605211563775,-0.00792280449215009,-0.030641353447518227,0.029720722844106838,-0.04402239760141816,-0.025304478824843192
IRAK4,0.01565551301182496,0.043487630073916435,-0.03913372242834207,-0.026148825385495764,0.08202109036289615,0.027004014510732675,-0.03977684494696329,-0.02262549665902923,0.0388120920781613,0.09302739949615953,0.03524304177539011,0.0333496045227541
GSTP1,-0.0021760999886365675,0.007378733618855204,0.04552593206030897,3.407307267834089e-05,0.0559868239495807,0.07990125091986346,-0.09984962605346728,-0.0187230937523575,0.050841030346552574,-0.09763335175048325,-0.006869779919708597,0.07769575219299149
VCAM1,0.03436683978695644,0.017845642842119813,-0.009067681269030979,-0.050395120063929114,0.1316621421586197,-0.0053849522586284825,-0.042390504294984595,0.0548550035643548,0.00781204538137316,-0.0298282013936904,0.02178080148096346,0.10111153119631874
NXPH3,0.05841848128180965,-0.01838695956827538,0.05225972932412216,0.04868128973680741,-0.01836055208035393,0.1619331489762518,-0.04049261161504516,0.057655200316255324,0.01607945675233244,-0.017846753113531334,-0.008744456979955397,-0.02489499925429764
MTMR4,0.07774955157560105,0.036722139882012325,-0.002499691600263772,-0.019821673679898396,0.01397538112939346,-0.08641496601264564,-0.029760496066533436,0.03557776653097147,-0.1022281873439771,-0.045328408578457345,-0.01237055422972425,0.002504547472192968
LAMC2,0.15316550153362282,-0.014589321780704448,,,,,0.0537762567700922,-0.020138576786947658,-0.012420914611446841,,0.001040701506502486,-0.012608257661684339
IL10,-0.03553180764633571,-0.006925201494480291,-0.025750470680559367,0.05071844458473439,-0.012974583929850597,0.01543610747897844,-0.05521131866101616,-0.028232705523840395,-0.01834774066156459,,-0.009133487738860337,0.06939149311754228
SEMA4D,-0.03041094497119791,-0.016911661904068884,0.0005520465858600466,-0.06942903189683876,-0.039574761073721224,-0.03967751112793982,0.08528448857039324,-0.030091144763666887,-0.02630231541537062,0.06143603579039768,0.013670004103876126,-0.048694191384022895
TRH,0.01249058330754339,-0.023926672801996954,,-0.023116422536152387,0.10246854243082062,-0.05446599754999339,,0.010350847674941962,-0.08069752173127766,-0.039055629440237244,-0.017104433177233227,0.08987807240367532
SEMA6D,-0.033340644220471054,-0.04506876038852336,-0.032391059951545606,0.006798460812677026,0.019444215671818803,-0.0010085374665996195,-0.022708914392573682,0.04880682399731185,0.025187020077474597,-0.06931901854690702,-0.007613206750534205,0.030111330219977944
CEL,,,,-0.0456062937035431,,-0.046692776598972,0.04469785136456244,-0.025035698525015977,-0.031442561182989444,,0.05442186458306711,0.06526544465041198
PDCD1LG2,0.011288815428658954,-0.002430579031748683,-0.04641216640972418,0.0006071253371809673,0.07021073428049067,-0.06362407123898917,0.074338175685794,-0.02957105697544571,-0.017854255561045876,,0.012943610778692938,0.007977114428167191
SPINT1,-0.034675616897737134,0.044092864353918404,-0.03834587116170676,0.010897352910048941,0.05306105894485446,0.004776582701076833,-0.0424460742474001,-0.011231516833212853,-0.00866243292789421,,0.044087497078183414,0.06005077437914808
CTHRC1,0.010539892129787622,-0.03491851140426395,0.037000141026823904,-0.03304977185250061,0.13414280670755063,-0.07649581993252491,-0.0010972629245085163,0.02382365531201541,0.059534465122355155,,-0.0012455882151577121,-0.018463748167492123
PODXL,-0.044504798885002854,-0.010268889394790998,0.029258247853008203,-0.05056128545650688,0.14751669246028165,0.0030871084762416263,0.0015209513768795393,0.011049561791273643,0.050268348268503626,0.034550857425784724,-0.004829287673412771,-0.007067447831465002
JAM3,0.004494578065445736,0.014222549045472058,0.009722108295664344,0.06752507952709924,0.047655131862317866,-0.052726390483569925,0.029072616697411083,0.006406532616918603,0.055527167212376445,0.026481378781190227,0.029122580746136804,-0.04594553148922197
TGFB2,-0.06710449473113274,0.009925858932538226,0.05897596520431468,-0.0032161712804855964,0.14601600406107665,-0.06895111536617922,0.021861508402147817,-0.03712770699967013,-0.0039504310367800095,-0.0033620268584388887,0.015276749971241208,0.07041989556234846
COL18A1,-0.053801586745048195,-0.017799869069837722,0.03600274712573579,-0.05087652984826412,0.07259537966548307,0.010746702018348011,-0.048225413079440935,0.047807660651196376,0.06957725832994338,0.05918338797487926,0.01936226257912235,-0.1251884268335217
NODAL,,-0.017424162974915045,-0.017315956898785442,-0.013728337920666009,0.04471352517448402,-0.051267682320952544,-0.03724079160595497,-0.018941790756633332,0.03819497724860792,,-0.023408972271429258,-0.061631999262178765
INHBB,-0.055542935188674314,0.033521541482620966,-0.0015899841028398569,-0.04595344724037951,0.1412857339101231,0.026935719794969278,0.036154888467651976,0.007873925015860067,0.04231580250366484,-0.022121563781441523,-0.03619552766825506,0.007568479642195056
LCN1,,-0.01458932506336125,,,-0.01820688284308559,,,-0.017888125545414264,,,-0.017296933803776605,-0.02075191360880864
ARF4,-0.017486965771724722,0.03214097550200659,0.01124321078611289,0.0695629941003193,0.01314563530538754,-0.08760709088958274,-0.01924979739157189,-0.006640824750970638,-0.005420718429895751,-0.11522399433401427,0.04462255204987581,0.12256006791771484
CXCL14,0.035261218979357335,-0.012112354671080796,0.009553572650280206,0.014110408339248183,0.0513601039325929,0.001305176312242548,0.025061036314510825,0.05279952857353734,-0.004488926917786775,0.0697987868868863,-0.0070015519653364305,0.04560942274710559
LIF,-0.06403112101205088,0.014871367542147766,0.008768781046545472,0.008608210375926554,0.13265311467651292,-0.07916089984375334,-0.07731261708980589,-0.030956930551253006,0.05199141185426605,-0.08886184587836794,0.06267238508728067,0.11817949276152226
IL17B,-0.026768854536761665,,,,0.1046019097337623,0.045219442574945576,-0.03897624448902354,0.04309494414620517,-0.017671403707761723,,-0.0011206796390373487,-0.023462891266754722
