,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF296,UKF304,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,-0.02906234765718893,,,,,,,,0.02151558993704611,,0.1380349820083517,
BMP1,-0.029930877471392326,-0.010352339452669213,-0.006660155264699429,0.025174859307420652,-0.01436753219311329,0.01839114602007602,0.030675599563028358,-0.032602316627145064,0.1302881819431123,-0.004188614110959533,-0.03533789566983781,0.02903226977449665,0.04214357504746536,0.05192563281138797,-0.023674661494721926,-0.0035135222070518195,0.013334659176286913,-0.0017487441943074837,-0.004863459320679888,0.03328232120952806
NDP,0.009201351511061922,0.03244802706523269,0.0042034581653002554,0.035361655529768256,0.07293570501860581,-0.026831491452169502,0.026962833657995438,0.001291368812640942,0.06565641599037426,0.007208244607342171,0.01809395217582394,0.12448770667991375,0.11829622407162152,0.0011956493918141332,0.03171135654533514,0.06774175690509178,0.1094491086007751,-0.03077525509002074,0.08288022710201144,0.0671635817235021
TNFSF18,-0.003940358858522621,-0.02072418028162996,-0.03558639118044695,-0.04251675677528701,,,,-0.014769708626827804,0.0118599393835946,,,,-0.03145191288512297,,,,-0.02348537607779736,,-0.0038466294415083475,0.04914563574378765
RTN4,-0.02482537316128753,0.049074279582062556,0.007994634422808112,0.00010191126535494885,-0.007196037859311387,0.034690459961847456,-0.03787515630482206,0.008227564152351869,-0.17873719097180743,0.021006042019296803,-0.040939153840660186,-0.08222639192453965,-0.05895313876749065,-0.057483498801418356,-0.013496052449374442,-0.07091498844195973,-0.10082923650519655,0.008633195196136222,0.03905520636033423,-0.06750293034824711
HEBP1,-0.004719354775419883,0.03913942577481914,0.0027417182462845303,-0.00476821594916374,0.014194546559524089,0.00029768370424379894,0.04757993177776202,0.0651155574900596,0.0684400973941673,0.022599720103504698,0.011681368028850907,-0.07062312664612784,-0.04566713647423587,0.10120162866044999,0.044821795129709276,0.035702779014151836,-0.0049055859929849,0.03726602407586407,0.05459712454380457,0.08518414265517797
WNT7B,0.05510571707893915,0.01915189574981337,0.003094884369933386,-0.01326357568503146,0.023891105757281483,-0.026976179549281325,0.10133943886764388,-0.004925669924816974,-0.06979563235865141,-0.00020629837805515185,,-0.03328085356186857,,-0.008885621611886637,0.05114433493076172,0.06595259402993593,0.019927190271919304,0.00103795421904547,0.004314608052782875,-0.018822162577696297
PTMA,-0.033546819479570555,0.030374139172381714,0.029576594773386415,0.07112903491051806,0.08365055076906924,0.032716062601294046,0.008765039752851039,0.02780560217949039,-0.10611987077986795,0.01394853854312649,-0.05345843689719748,-0.011356691667554071,0.0009386959656449471,-0.07220113210336836,-0.09239927134291924,0.00017125803013251633,-0.04651856767994306,-0.01472826571905788,-0.04922095883947589,-0.01711380468034527
FASLG,-0.021666873127581473,,,,,,,,,,,,,,,,,,-0.016133865114703508,
CEACAM1,0.05892133900032585,,-0.027557968984273443,-0.020268156645119845,,-0.031149753427538326,-0.036584754005563276,,-0.012351193191421746,,,-0.024469230594136502,0.009001337438565302,0.09571110393598864,-0.039664420611045935,-0.031925226817044274,0.068976204510626,0.06661860330449784,-0.0035749120474979188,
