,ZH8811Bbulk,ZH8812bulk,ZH916T1
IGFL3,,-0.017543364364175393,-0.018602404822917494
BMP1,-0.005340176186240546,-0.006326180798576885,0.06153283050828816
NDP,-0.06537310975377975,-0.019943467608770502,-0.01845559894596708
TNFSF18,,0.09215796031718994,-0.016999227392926298
RTN4,0.005175942902184896,0.08281587354197141,-0.013729447007591749
HEBP1,-0.0287809957264283,0.04680486811546581,-0.016107684359342237
WNT7B,-0.012559991357332392,-0.023927437539014506,0.12088748407173822
PTMA,0.0028776549746665522,0.015299935808033863,0.0748948049536156
FASLG,,,0.008967867591487367
CEACAM1,-0.01769327176331188,-0.025996547961390067,-0.022447895662114702
PDAP1,-0.04160067256262199,0.0009515296498171368,-0.010510801137840075
QDPR,-0.04457489264312792,0.07488507991070557,0.01780144711737978
POMC,-0.03024331471177337,0.006907643327079535,0.11780180568350566
CCL18,-0.04320579800414558,,
CCL17,0.07129768136094307,-0.023129912521387685,-0.014623531357836126
VEGFD,-0.01769327176331188,0.03883708571521217,
TNFSF13,-0.027762572658061785,-0.024803839946958856,-0.02382782377102604
WNT5A,-0.07003567455147452,-0.013830732712343585,0.10324817437742671
CXCL8,0.07830740150031627,-0.0011872957339231008,-0.029988476534881455
GRN,-0.005170957786024679,-0.004336363438000609,0.031573775602346775
MIA,-0.08369865366776028,0.027638353412190002,0.012860612467228194
COL4A4,0.06278495154528889,-0.0356297605321199,-0.0013317953514375015
TAC1,,,-0.019224118953131305
RARRES2,-0.03805802180413916,0.10003585881648984,-0.03213407832340466
FGF7,0.007309970730120839,0.000692362210345001,-0.03846581441124191
EFNA2,-0.016816270722836205,,
HBEGF,0.04799575407802406,0.03480140838241537,0.023245430050233017
CSF3,0.04713163976113663,,-0.015396322573822918
PI3,0.05593648183538512,-0.019652633090425087,-0.0334510940261796
PCSK1N,0.06825126209804473,0.04283578373989559,-0.023024946937260943
NTS,-0.02048743476266753,,-0.022799854270540765
SFRP1,-0.056203035763614816,-0.045490883381447356,0.014806541634590687
CXCL13,-0.022775423303128862,,
MICA,-0.0009184640648870636,-0.04624298332016371,0.04512660816892999
TG,-0.025232515523373026,,-4.636674841880698e-05
ADA,-0.07400076910739295,-0.07833472836547581,0.026684677319475887
LAMC3,-0.03361233236141407,-0.04418764549116411,0.07785938890441711
CCL7,,,0.08553502019719665
NGF,-0.016590231752871557,,0.07718550450669283
TNFSF15,,,0.028919658741134526
HMGB1,0.013573552184871239,-0.01239907931500328,0.03216077392255079
ITGB3BP,-0.07290586685918887,-0.02234702151677397,0.0741475025732933
AANAT,-0.022630145779427686,-0.028610959733298115,0.15062099040331783
RELN,,-0.021365887790263886,
IL15,-0.029293058555155047,-0.02041648581432832,0.0330827584624626
BSG,0.016128628290278942,-0.05435360546063855,0.05882520555471807
ADAMTS3,-0.05595816478167058,0.005570821106466608,0.004226887838443115
CD34,-0.0875963128033013,0.00997945009056216,0.049266870319657693
PLAT,0.03594916157085444,-0.05588781713498091,-0.00174497577936726
NTF3,-0.06341114792540012,,
LTA,,,0.04915216704754282
CKLF,-0.09199360036241926,-0.013335674420012157,-0.03688307375619066
CD24,-0.01646840683481748,-0.028166009767530822,-0.02487767443632645
HSP90AA1,0.13011650054561372,0.0011906357064756685,0.024808812771147257
BMP4,0.0004901720078493516,-0.04032379993879879,0.028835508015770256
SCGB3A1,-0.032190663582818954,,0.02076794208551414
IGFBP4,0.016503085938897058,-0.06406660320119105,0.10626905747786143
RSPO4,,,-0.030300350892005393
LEFTY2,-0.019335689999750022,-0.05858092631572377,0.1057088364171933
PF4,-0.015413276362138417,,0.0483397931367734
ANGPTL2,-0.07620305541618767,0.003546045937175379,0.016554642687827255
LRIG2,-0.02097896749111823,0.06488591739942373,-0.032039033286625426
ICOSLG,-0.05322510391160142,-0.00391945456653697,0.004264103520507214
NPPC,0.0009538396597011969,0.05268367042348356,
LYZ,-0.03202511344824796,-0.010959046944512971,-0.013515969265871638
EREG,-0.04015773224183873,,-0.03469611054245446
SPTAN1,-0.045902915371692665,-0.005763080366828854,0.08576144594410078
LIPC,,0.10711274510683784,0.028185005876416813
COL8A1,-0.08416774129896955,-0.03775965477415435,0.044426099114824556
GSTM2,-0.02791005853200534,0.04908873397944728,-0.013066617567061171
SPX,0.0663465927314554,-0.0329614373217555,-0.05253695630829162
MFGE8,-0.015031599649638131,0.024356357430910913,0.06869913277854572
TGFA,-0.010961599776476462,-0.03544727138488397,-0.0452392570107215
SLIT2,-0.04149086257098409,-0.026942753954857745,0.0609265546356735
PLTP,0.01917818289628732,-0.02674508298080135,0.053899320974492626
APOD,-0.02505795370267748,0.038494008238587465,0.04325400837751063
B2M,-0.08548572053803172,-0.04078972228947503,0.03647275387044155
OMG,-0.09004627663555835,0.06885599373866277,0.08091416770695863
CXCL3,0.00025652681124730824,0.005462703122281662,0.0220874212735056
CXCL10,-0.020673671856321785,-0.02714345377577058,0.006344995882192176
RSPO3,-0.01240715729102743,,-0.016372706602763853
CORT,-0.016129210316191297,,
NCAN,-0.022142027997764394,-0.05792658840207405,-0.024783370006296584
PRG4,-0.023799636833173807,,0.03705985825737948
ZG16B,,,0.0006363987842382867
TGM2,-0.031909172130739745,-0.014372543123038197,0.046559539767856394
VEGFC,-0.032317059048956015,-0.02657534828944703,0.044603253443663136
WNT6,-0.029976858287603405,,0.00876879454016435
NRG4,,-0.021339620822290392,-0.01637270843775364
PMCH,-0.022630144976917115,,-0.023703313678070353
COL9A1,-0.03978288747546893,0.0032250194422681127,-0.027492260685917803
GDF11,-0.0037096188238973497,0.021036903128792122,0.06148936322695121
RAET1E,,,-0.01796074482498431
IL24,-0.015167519506941951,,
SORBS1,-0.027601304943665465,-0.05410901532146874,-0.020922978830062344
DLL1,-0.041078188798306686,0.012051322191360665,0.10694290493317274
TLN1,-0.028637564563177998,0.012131772163212467,0.0388292002926983
COL2A1,-0.01765474157587274,,0.010432715443550403
SHH,-0.010864604695061082,0.007145180632475043,-0.029672488542074903
PON2,-0.08901772333387893,-0.0028277377097901584,-0.011080927475688975
ICAM5,0.029950301004026618,,-0.02374844670231375
HPX,-0.056744133503546186,-0.028610948016653526,-0.03778395440466524
SFRP2,-0.008343198947096371,-0.03420438386931716,0.044200325227274816
CD70,0.022811643350208542,,0.00797458682275982
HP,-0.03567362864051971,0.04897935628994937,-0.024491781069549332
CXCL2,-0.03684446629749265,-0.02336578588430027,-0.03921484175613531
NPPB,-0.044217223011624465,,-0.01660828927795361
CCK,-0.0638674788207625,-0.05974382828895553,-0.021545434691000388
SEMA6A,0.07640631226958258,0.03967478746497309,-0.03107310265631374
IRAK4,-0.03673635110761325,0.02750667791531184,0.014603390186134064
GSTP1,-0.03378303170696644,0.0013828700193268555,0.000569246377356798
VCAM1,-0.04387681642180902,0.06263648010706678,0.046771084516766315
NXPH3,0.012222681702753507,-0.01765557974872059,0.03376811611522181
MTMR4,-0.06760941699741878,-0.058017121300172475,0.006381930425386771
LAMC2,-0.019919209036920772,-0.020632114676949826,0.009675590229419499
IL10,-0.02552734376131794,-0.019901656006101397,-0.033567803344970865
SEMA4D,-0.061511816833267556,0.004177020004137284,-0.0022269480195485454
TRH,-0.08170770119393331,-0.03377615615791615,-0.018602397767668827
SEMA6D,0.004875598148773002,0.005378899340687112,-0.03902910455785697
CEL,-0.024762986857558733,-0.026076116702962105,0.05161120782174305
PDCD1LG2,-0.02126007438435671,-0.05177728876263145,0.008416399285016517
SPINT1,-0.07565044595791286,0.08214918293328763,-0.03323086629327774
CTHRC1,-0.009562846548646253,-0.06758880638892623,0.07767402985430054
PODXL,0.029639973702190774,-0.036209078858571636,0.08073491030838993
JAM3,-0.030543367411377965,0.03999284470455915,-0.007015944975460625
TGFB2,-0.07324748490671977,-0.02751357195511048,-0.03266664381006028
COL18A1,0.08948529027235408,-0.04491894335155277,0.11388540737307366
NODAL,-0.01873545949183135,-0.031037323452512665,0.10598525375430225
INHBB,-0.014667571078498988,-0.05862359933915985,-0.026599194278927582
LCN1,-0.01769327176331188,,-0.018811757130144047
ARF4,-0.04559294172932173,0.018547526352443125,-0.01944551358566314
CXCL14,0.0747857145912704,-0.019826326593935982,-0.06387335943893564
LIF,0.044533979899240995,-0.045119337790001886,0.0272806174463265
IL17B,-0.028329696266604552,,0.0484153842468998
MMP1,0.056559246790059976,,0.1386372649794802
MATN1,-0.03129448997491538,-0.020870381072868253,-0.022624490781979773
ADAM28,-0.09305371200095977,-0.049881301228338816,0.06537264676500747
TCN2,-0.030391585150078927,-0.03851283061377655,0.08522950236618912
THPO,,,-0.02449178852537858
CUBN,-0.062256796442354066,-0.012604266390801765,0.03986885493554186
TIMP3,0.030552953832320283,-0.01620028207338259,0.10884967199033548
PIGF,-0.002682441281805991,0.04499059412336671,0.00568693443718188
CRH,-0.03933909100467621,-0.0192345474342546,-0.027895428157502997
BDNF,-0.08381819239467113,-0.019513197945493242,-0.0016498216423999448
CCL5,0.009831151672966106,0.017431659861562587,0.11171074650206983
GAD1,-0.020316551391190856,-0.04484218401068922,0.04004731248935867
COL14A1,0.07857234735939714,-0.028352161613585728,0.05355556162767635
