,ZH916inf
BMP1,0.13925942271654998
NDP,0.006417136924462632
RTN4,0.102153423921736
HEBP1,0.023418624836360154
WNT7B,-0.04442604738196112
PTMA,0.1162391591675742
PDAP1,0.012979390105884614
QDPR,0.062028485486765476
POMC,-0.0665166322487568
WNT5A,-0.017320898384808624
CXCL8,0.028568377451106217
GRN,-0.018450656893337098
TAC1,0.007799383232907099
RARRES2,0.026516519267162284
FGF7,0.03579486112460003
HBEGF,0.10216197725968079
PCSK1N,-0.01509141604131813
SFRP1,-0.02630116444704407
MICA,0.03428594472026322
ADA,-0.001765968273454839
LAMC3,0.002411001342740485
HMGB1,-0.00962900635683341
ITGB3BP,0.03636346175398411
RELN,-0.023432412261511222
BSG,-0.0015556000831863702
CD34,0.09942892458709035
PLAT,0.023625116088798127
CKLF,0.06497348439509756
CD24,0.07027271949861176
HSP90AA1,-0.029229814105315916
IGFBP4,0.029026278096127685
ANGPTL2,-0.1656446790592603
LRIG2,0.004818384391677006
ICOSLG,0.09500550987160943
WIF1,0.042849724018831914
NPPC,0.014957127542611926
LYZ,0.04423639282848368
SPTAN1,-0.10968122208747065
SPX,0.0032253165297312135
MFGE8,-0.11763905617614973
TGFA,0.10158083419939691
SLIT2,0.01601461857185669
PLTP,0.09742839147733871
APOD,0.06043640679513493
B2M,-0.0022798590408877194
OMG,0.01154696353768732
RSPO3,-0.03396323669980124
CORT,0.0640534980092489
NCAN,0.03639458408372564
TGM2,0.1654766653511514
COL9A1,0.014555883584623664
GDF11,0.059710350417307434
SORBS1,0.08233239149828896
DLL1,0.08280246906809667
TLN1,0.04343413791130815
PON2,0.012072243336087769
ICAM5,-0.008814004335134249
SFRP2,0.1281483322744341
CXCL2,0.04228789153448732
CCK,-0.019062730050051033
SEMA6A,0.12126465513489021
IRAK4,-0.04194531518195352
GSTP1,0.08400318405633944
VCAM1,-0.008353160760332707
NXPH3,0.12835777979325833
MTMR4,0.04945119853889065
SEMA4D,0.07958474178518116
SEMA6D,-0.06670793339138374
CTHRC1,-0.04355852393587153
PODXL,-0.06268573118306366
JAM3,0.04939632893798137
TGFB2,-0.0016015430842913807
COL18A1,-0.04930012556292935
INHBB,-0.046143806438353425
ARF4,0.06465107314442001
CXCL14,-0.030309468954843297
ADAM28,0.05045066753489933
TCN2,0.013175908658084674
TIMP3,-0.000969330621191371
PIGF,0.06798955718025146
CRH,-0.06418962443991143
BDNF,0.04441873036147371
GAD1,-0.029106942357527255
HLA-A,-0.00405560444128386
ADM,0.12839599714359576
GNAI2,-0.018717990753729062
COL11A1,0.055794848570428046
NUCB2,0.11510742132218979
CXCL1,-0.00753141308285519
VCAN,-0.05108765667640384
PTPN6,0.014166580259938628
PTGS2,0.03626689971773041
CD58,-0.012989772760970571
TNFSF14,-0.04251361092691314
CNTN4,-0.016577410544807113
MFNG,-0.08557435452564059
ICAM1,0.061770699019821414
PROS1,-0.004118868221520156
PSAP,0.09951025318390072
EFEMP1,-0.02679541688184937
C1QTNF1,-0.03863218518970708
ALB,0.0019077507082552456
EFNA3,0.007854909078762394
DRAXIN,-0.05525821696810571
NPTX2,-0.02234501418164484
FGF11,-0.011204296341968376
CD59,0.05007943151316765
COL9A2,-0.032410344488804484
DLL3,-0.006487965991668707
LIN7C,0.11184881954652914
PSPN,0.0274408222347523
ANGPT1,0.05005376992925694
PNOC,0.031038277564264912
L1CAM,-0.07356190480265229
APOA1,-0.035514286720195305
PSEN1,0.04657339929349125
CALM2,-0.03342437981621439
CLEC2B,0.18295171343652242
NTNG1,-0.048175842181719906
LRIG1,0.012255410131964678
CPAMD8,-0.0746201896058059
NPY,-0.004758935762264924
MMP2,-0.014964054303531706
ALKAL2,-0.06465970644378144
CSF1,0.14750888853356947
SEMA4C,-0.004620113452897453
ICAM2,0.0733434126487865
IL1A,0.09236247106448395
PGF,0.0767439432548798
LGALS8,-0.077527994115369
DKK3,-0.05044264359792296
COL16A1,0.11013231154451553
TPH1,-0.03396334683375354
TNC,0.017844287863830934
TNFSF9,-0.04031643869566071
CNTN2,0.09440599144920891
APOC1,-0.01546189228402427
PKM,0.08623864460899812
TNF,-0.005007167141939586
GNAS,-0.02366949188007259
BMP8B,0.002551439698182364
PTPN11,0.12453953771014255
EDN3,-0.055781837197439454
CCL2,-0.010197808430313971
DSCAM,0.020845480027109807
FBLN2,-0.034746643942323165
VEGFA,-0.013012661882188007
