,UKF259,UKF304,UKF334,ZH1019inf,ZH916inf
COL16A1,0.018914580101519887,0.017564234547287318,0.07575452000895957,0.08515878402351636,0.03110682286209635
TPH1,-0.020960817622027658,,-0.016310187121875878,,0.031599857994080424
TNC,-0.045813801340914305,0.02149893437340797,0.07013528520504346,-0.04302007785469133,0.1254270011956731
TNFSF9,-0.0188895311463824,-0.02252084945528655,-0.003794943491039344,-0.04699887035133762,-0.013213830889003022
C4A,-0.012929382386364955,-0.021921289343151164,-0.01433727407002476,,
CNTN2,0.03291878934159278,0.07767322458383423,-0.01999103278822055,0.04533875277039582,0.03177958167741669
LUM,-0.011555657923072673,-0.03334473227445697,-0.03171067368227388,-0.04142220846447652,
BTC,-0.029600447816062875,-0.0059311251883481814,,,
APOC1,-0.04231164546140919,0.1307847788798632,0.03646770785262271,-0.06615816297982793,0.06195121115518105
PKM,-0.02659837250786361,-0.05113947897225085,-0.011761503086973994,0.05759149482235348,0.021686038035936824
TNF,0.0143807837999316,0.07332769195739922,-0.0340575036686468,-0.02264394645621975,-0.03678568601682129
GNAS,-0.0013186918641080103,-0.10281575556319868,-0.0015859768977792203,-0.0667364262016523,-0.01842573257074316
BMP8B,-0.0166989553759912,-0.004579558940130197,0.030245596904357148,0.04061029295557476,0.035491999971725065
LIPH,-0.016379830718219673,,,,
CCL28,,0.11464820934084352,-0.012934686904576984,,
PTPN11,-0.03268399218625315,0.08479566860331458,-0.06425311967530666,0.016651788885610034,0.016493182489518435
ADAM12,-0.03716557547683433,0.010103106950150919,0.03603840369616791,-0.003473394993387814,
EPO,-0.016698955843579538,,-0.016310189517082095,0.011415234124853537,
EDN3,0.008658100894615198,0.001044767884225498,-0.016478486399651715,-0.03148637279088489,-0.0587796796294951
CCL2,-0.018202538989989765,0.10386690658145198,0.007146040845540434,0.025260434231507214,0.050023170820754394
DSCAM,0.042160616993887935,0.029700701944071522,0.06280234318017938,-0.0850927466754744,-0.01481377155588039
ANG,-0.0368612746359251,-0.003571548412800142,-0.02502356304973143,0.0636814703604732,
FBLN2,-0.02532042635976949,0.02354730573127391,0.005391411134872051,0.030773883217506952,-0.03661400738560909
VTN,-0.021472419087732824,,-0.013552785509640439,,
VEGFA,-0.0015256816096162712,-0.02677049506247732,0.0351438303701271,0.001515538470630782,-0.04675714162341686
F10,,0.04703205126184522,,,
SERPINA1,-0.008123033961014384,0.08313325648770188,-0.018304152989291875,-0.04237376902495244,-0.025765668988611226
VWF,-0.024226470773698088,0.06507082647174363,0.01234579579139328,-0.016311861700354598,-0.061536280773485975
GDNF,-0.013582618645958448,,-0.01631018824689685,0.2154055622846455,0.1256178579919118
VASP,-0.014598492816151318,0.00830100106220231,0.023997805763670978,0.14171324519271794,0.041093239834171104
ADAM15,0.0038387308257147516,-0.0011570072786288813,0.015535511917952684,0.018375791063295985,-0.00784836609407174
WNT2,,0.004059431365088057,-0.01526391801273781,,
CALCB,,0.03225337593397632,,,
OLFM2,0.005656762597772298,-0.021118378642294017,0.021823657196186504,0.015910764624669938,0.07050606158891205
MFAP2,0.006601434414554832,-0.0015929810240627236,0.017677973423287734,-0.11391993582730021,
HLA-C,-0.023538781131598158,0.07496962854321097,0.05278329292777417,-0.09127098674479618,0.00788758448720724
THBS1,0.016851655719376805,-0.02760065667383619,-0.03658645609245354,-0.07396876406303157,0.048421065489523664
HSPA4,0.02368119096043362,-0.014963089369002085,-0.011016682867380076,0.09677826505680562,-0.061743998083027773
LMAN1,-0.012375111991658852,0.022816091949863115,-0.008339750246104779,-0.004295312201433371,-0.030928776389099057
LYPD3,0.03433305307200378,-0.024844047327278816,,-0.04470074729878226,
APOE,0.013126840640581394,0.12775173493014527,-0.017028048292535337,0.10940308108745422,0.009595019082313168
SOSTDC1,,-0.028457461851791484,-0.024801074254426167,,-0.038216392258187924
ANXA1,0.010318343108470244,0.09626019638751666,-0.023665031873233995,0.019837001447059268,-0.02836519326171448
WNT2B,0.034686962392093686,0.016099092031538982,0.023682296605696186,-0.000493224029343444,-0.06201143953443165
AMH,-0.017012616075208497,,-0.01944355227614703,-0.09677380582169089,
GDF10,,-0.01312437095664115,-0.03137865517295417,,-0.06358154847773904
EFNB3,-0.010146467379824444,-0.07540433549196582,-0.05283105973908558,0.023444383891693624,0.08365707106113308
LTB,0.012903751353530458,0.06566796813150844,-0.030314948301729063,-0.05953988060328923,-0.044798288194499616
ANGPT2,-0.04962938202652618,0.00018780452693573497,0.03799870767717702,-0.014765717817698809,-0.05794025915779883
NRTN,,,,-0.03594093543754866,0.08662277632624221
ADAM17,-0.05294427484109351,0.08081593123581977,0.0019990041975218266,0.03700102851743249,0.0015547440903457624
LRPAP1,0.010561105036624996,0.009693202357682226,-0.0411819680233961,0.019601604814897255,-0.03440188358958964
NID1,-0.014998378648160643,0.012929507323464451,0.03630133277117939,-0.024581617047165067,-0.0044289874001274
MST1,-0.023432702749987017,-0.006443986179103911,0.005130436690182795,0.07381910176670294,0.02947048537344667
IL13,,,-0.019128754419640567,,
DCN,-0.02277049914697712,0.029817117966330055,0.017959286168303477,-0.03474791497495936,-0.0063696030347252025
IGFL2,,,,,0.011076831812625074
COL7A1,-0.01891596992691197,0.04461982654587984,-0.026750743137655495,0.014749859401437524,0.05508749573669983
CALR,0.05108401358201719,0.03759340340365051,0.03370916533688146,-0.004512767674950998,-0.003082713287272653
PIGA,-0.03083916626960996,0.03893872588108769,0.055075457814004726,0.028023658173997698,0.021663891806789567
CD200,-0.006680682574708863,-0.024911213259055882,-0.07397574714124576,-0.052017754830205064,0.0763737556416757
GRP,,-0.022834198668296297,-0.016478488879786833,,
CDH1,0.022109627587538858,-0.008478826850522455,0.1260536938852053,0.028624170525658323,-0.043138837509975755
LPL,-0.01045467305418743,0.029871717548168537,0.01703569840136708,0.03205411855520671,-0.0072846656711583815
SEMA5A,-0.014089724728966009,0.05171445453680588,-0.006910268783484064,-0.03317826554798042,-0.010151030971772269
SEMA7A,0.04623422584301293,-0.02979236595612473,-0.00938680610783433,-0.0003184844099928022,-0.01231681249226209
SEMA4G,0.06872291782953747,-0.0459378508943866,-0.002631810656332507,-0.035045571553353555,0.011714175805485116
SEMA3B,0.03146670434409651,0.06999950368884393,0.00887110947698483,0.03543574284540048,0.12080741459911616
RPH3A,-0.003354619854358346,-0.0777967067476183,-0.0071713277929534944,-0.01062140173437593,-0.11791972384274843
JAG2,-0.00020770247949135736,0.06668347345259201,0.0002370661005941382,-0.019152524776486823,-0.07882536075435458
CGN,-0.011922867990162263,0.0415136365730902,0.04902286082614051,0.013964049279321713,0.27924258152930925
GDF15,-0.011759057389717302,-0.004850241527311321,-0.023552095035613264,0.05123665393362051,
SEMA4F,0.04069437902561963,-0.012013471665274876,-0.03935957243157029,0.0009867065793128012,-0.08807458273732957
NXPH1,0.010940942627109497,-0.0264609442175278,0.052795064396945764,0.005167346515061558,0.08566527687294775
ARF1,-0.02249740623477549,-0.017073116611495374,-0.019017539210375682,-0.04363998254448906,-0.09629379363836987
EBI3,0.03879536990351792,0.06092124621577359,0.03576624027796285,-0.04799136306639276,-0.012827999593860192
TIMP1,0.0016019269169394443,0.09620677334941374,-0.017392693033671597,0.03394575520733051,0.029025481268229153
SEMA3C,-0.013389845718247176,0.017840672159364388,-0.026959500804887803,0.04735900684170885,0.0642511763592582
GAS6,0.0065537849359203456,-0.0036955113550916595,-0.010407481838305368,-0.004523232728539597,-0.004662973450979008
MEPE,-0.02230526359408537,0.013179917403854468,-0.03021676509389393,,-0.04051390861963132
SERPINE1,-0.020160222860456982,0.03739233410875119,0.011569160247613616,-0.056369726046691646,0.010165947421891402
RSPO2,-0.013835773106999552,-0.026400700400830108,0.0037815650501889903,,-0.0688491995157162
SHBG,-0.00868250512293358,0.02939549029931736,-0.013143812455955447,-0.04775569632161407,
LGALS3BP,0.017263986981368995,0.06512700721318855,0.011440019543158621,0.009709974861093837,0.06735163496349053
LAMB1,-0.048061718693914554,-0.01758544979050686,0.07491070626111972,0.034791284079048634,-0.06094826783578537
SPTBN2,-0.027427982608853853,-0.030802379799650396,-0.04206443262224715,0.0889398579095774,-0.14183185926617947
COL1A2,0.0126821480597549,-0.007007876616459899,-0.014889555008864647,-0.06394143668304868,-0.001294662150792288
CEACAM16,,,-0.02385899671305238,,
WNT11,0.0759251069903847,,,,
LGALS1,-0.05115461789627777,0.05245128005718663,0.0007534611685326139,-0.02054296587983071,-0.017207389709632433
BCAN,0.06529025975881741,-0.016510896452567585,0.09408303088143746,0.13096453969797767,0.046471427023147105
ANOS1,0.06935484238814742,0.022509257918239545,0.09460513871484319,0.11493268868167342,0.0020703257133882426
EDA,-0.025686148798368124,-0.025661395471382426,-0.02871206590772593,-0.03258691075535971,0.034600817472114985
FGF22,,-0.044252404705927534,-0.029821514192534527,-0.043286550707551295,0.03232979217212752
SHANK1,0.003286865410155076,0.16090979095341354,-0.018385983913542528,0.06998528818187559,
TGFB1,0.04632384573084026,0.12293433493960801,0.08079310699015724,0.0541442528746024,0.0430883025487318
MSTN,-0.01719529227728214,,0.07194968733237399,0.07000842485939021,-0.04615025593620851
WNT4,,-0.032404027729668,0.12951810768517383,0.00454657553041014,-0.041254811498019184
TNFSF4,-0.025975745335132847,-0.018954525341048373,0.03751246131446835,-0.030201578845285716,-0.04811763901760641
NTN1,-0.012030941465538472,-0.016111720255126027,0.07219383564731398,0.04596638110401908,0.02692098214026013
CXCL12,-0.016900841506689586,0.07123528824421348,-0.03866948538276134,-0.06802935387109943,0.04036317494690346
GNRH1,0.03758923330235159,-0.02400153317852202,0.05413414814844767,-0.011893849837364202,
