,UKF259,UKF304,UKF334,ZH1019inf,ZH916inf
BMP1,0.03600371860355136,-0.07815919366115816,-0.017164132512782076,0.012383571042453047,0.1470714546364106
NDP,0.014757695364902247,0.10510355849426233,0.0013750472976378097,0.0517307500528331,0.03055491334636782
IL36G,,,-0.01631018824689685,,
RTN4,-0.06456699862297458,-0.033586758489310406,-0.03619190897688111,0.03430335425020883,0.12457368804587055
HEBP1,-0.015176712360156924,0.010068973027848703,0.033435154176884384,-0.06588106602183758,0.06862006290531639
WNT7B,-0.012594714003760898,,-0.017926776492259076,0.10106854100247449,0.06082003107131028
PTMA,-0.06630463051453143,0.061600972038664464,0.020120470112753804,-0.09915007510124164,0.09194521035413375
CEACAM1,0.014047313846873357,,,-0.01829708055952046,
PDAP1,0.03600002105624627,0.028644438071217367,0.058502636474810674,-0.0006062639957598921,0.018927148016511446
QDPR,-0.005568821610883751,0.08389926961684288,-0.021171683004353153,0.019450189172192888,0.05939661100051949
POMC,0.04192913195133204,0.006858919866868496,-0.034944753133750235,-0.0359724959333945,-0.03597141083873631
CCL18,,0.07453567727987685,,-0.02636408452227275,
CCL17,-0.01669895569328328,,-0.014899820009627604,,
VEGFD,-0.018604480703326952,-0.024001524820594283,0.0683744467255772,,
TNFSF13,-0.011518565903562625,,,,
WNT5A,-0.04292852548265242,0.03194535877855283,0.039835778031273014,0.1587629930898739,0.001042427154346954
CXCL8,-0.05830670143358059,-0.003798229565987467,-0.011034874817058154,-0.04641812164816935,0.04005170023976286
GRN,-0.043266413403882924,0.049034287256119906,0.0193464986630381,-0.03121915388916272,0.12325942737914027
MIA,0.04518250633227968,,-0.021869727586615012,0.06162976667654573,
COL4A4,-0.023098726212479766,,-0.005155024484731953,0.09878926350718127,
TAC1,0.0007773485286686453,0.0006489718607850008,-0.037596440079491776,,0.03738612305957337
RARRES2,-0.01959932746792248,0.04806569149601319,-0.004661028013594741,0.048217056717993596,0.017971249526428926
FGF7,-0.029600448343123077,-0.05572151694226937,-0.01881769715690418,0.0693313364449841,-0.012687906448464773
HBEGF,0.040544791648168224,0.009751231500928093,-0.04725154617386927,-0.08138374447638222,0.09442469921573918
CSF3,-0.019903699153726143,,,,
PI3,-0.03434777562555913,,,,
PCSK1N,0.030722480123762757,-0.05054777316587718,-0.005817835377270782,0.09760913337445816,-0.09551935526183636
NTS,,0.02719142853400281,,,
SFRP1,0.06515245679538455,0.0015832054507026398,0.044548183991385076,0.030426834789377015,-0.1403653016192171
MICA,-0.02506874877404746,0.02511906514253698,-0.04195685433370274,-0.031790437407659265,-0.02971692511122108
TG,-0.015723861041687392,,-0.00733743786291446,-0.04292689346870314,
ADA,0.007732929517355151,0.0013771466890672823,0.07046617570989215,0.013161242521893886,0.03774451384203482
LAMC3,-0.05974083145732349,0.0005670566508769578,-0.06485901479679393,-0.03233570654037278,-0.06409877717793055
CCL7,-0.011368326410666397,,,,
NGF,-0.026047739413730547,0.027554013923863897,,-0.03917869410076654,
TNFSF15,-0.012659187475999282,,,-0.019887778705569258,
HMGB1,0.033617974735781965,-0.030946071971384582,0.011753672885478123,-0.11097021802294649,0.06264910074982992
ITGB3BP,0.010546403616042505,-0.030101618326951872,0.033087438321732714,-0.03841895536175607,0.07147298984212626
AANAT,0.03819610911432372,-0.020315728684049236,-0.01998668335973776,-0.027459299163341788,
RELN,0.03983333255863733,0.004430302069671905,0.0872108946255005,,-0.023224305816728255
IL15,-0.014206173870955867,-0.04163146591118533,-0.018536725046678946,-0.04641824296605005,
BSG,-0.017586561291052034,0.0016091585581136617,0.024195192347818136,-0.020245681422719517,-0.018028263478373666
ADAMTS3,0.005491345691174135,0.08595671412629045,-0.0069071286074922624,-0.011665537611229236,
CD34,-0.004098853098266889,-0.016019979804341614,0.0839863075429856,0.03557173944583769,-0.07967354410557766
PLAT,0.05603099731478741,0.006976575472737133,0.05291988034692356,0.06624926040674085,-0.04722725930947194
LTA,0.025785586514932162,,0.05445726601874113,,
CKLF,0.07921061817479579,0.016380116760159293,0.058965308788414994,0.03174386016263694,-0.015283473126345625
CD24,-0.019087021555632768,0.011507592664450745,-0.01294246817935245,-0.012858187827488318,-0.06664116660873423
HSP90AA1,-0.08103190922018239,-0.07150347495254863,-0.005980208724118849,-0.12537829743628404,0.1164422739994821
BMP4,-0.03399468743557318,-0.015909724680249145,-0.015795206244534402,-0.08395347190883433,
SCGB3A1,,-0.019344595407240563,-0.01293468319629929,,
IGFBP4,-0.004229775436585534,0.07574973201541706,0.041911745568884266,-0.01521541001054891,-0.07248725665327381
RSPO4,0.030381078836374427,,0.02847646820507479,,
LEFTY2,-0.013429205551744408,-0.02160909650682467,-0.022883382883493147,-0.015135885206193907,
PF4,-0.009918640823921354,,,,
ANGPTL2,0.0341023308726174,0.030762327644670358,0.06539257766357834,-0.029479538788180402,0.017228103955609878
LRIG2,-0.004417814359845885,0.02596383853250656,0.0053676950919395285,0.006049640286331824,-0.028064553683624913
ICOSLG,0.014353333210040045,0.04634831405700302,-0.03579549469460062,-0.03477824409445839,0.06488753923640639
WIF1,,-0.04950031090401476,-0.049734722101894425,,0.0003293045789741471
NPPC,-0.015386257918461323,-0.053649257823724227,0.018508697877366444,-0.03287965212810732,0.0060648553780429555
LYZ,0.020976234865782532,0.07828196509197842,0.01532690368644661,-0.029702064071617632,0.023965094410031394
EREG,,-0.022229445298541258,,,
SPTAN1,0.04415671893836471,-0.05677529787283662,0.013273384044714898,0.09610629047334325,-0.0606269462662849
LIPC,-0.01782453627469765,0.05756730133346662,0.016691862615136503,0.04510325685827999,
COL8A1,-0.0023644064244741007,0.047525488237564646,0.049296995346497,-0.04602214180420066,
GSTM2,-0.03551266472980605,0.05804476650187057,-0.028536826495040735,0.026221255380327838,
SPX,-0.0075290298870687436,0.020433823715552992,-0.05047472367929312,0.09911236273855188,-0.040929693723839936
MFGE8,-0.01674274735739093,-0.0321936702157558,-0.025223084633597844,0.00923150119473878,-0.031320399490145576
TGFA,0.007847589800233935,0.0687169667879037,0.0170111889197527,-0.0706497527058958,0.15437845055382038
SLIT2,-0.015741022879883278,-0.05234328347243731,-0.033312942248341144,-0.03718397876829566,-0.08028186534992805
PLTP,0.002123768856393857,0.0031234713818242494,0.03576226694262991,-0.020133218751471525,0.04226641793402188
APOD,-0.004659952908673252,0.07317786380385291,-0.030598780058081306,0.04227270516654696,0.12591772397890902
B2M,-0.04006154253379942,0.08256217064721919,0.08654699467688566,-0.060588829593004434,-0.012147774520139615
OMG,0.020622744328023097,0.0848348416096865,-0.07863817026505789,0.05294730361020293,0.07674782710008907
CXCL3,-0.00150730564280164,0.053145368339600645,-0.013349800430121446,,
CXCL10,-0.02938718884011881,-0.004795087970527958,-0.005058268438634929,-0.0443506984182425,
RSPO3,-0.011518566281825541,-0.035632530040164964,-0.01395028415727713,,-0.03578849806127693
CORT,-0.025831269341701022,0.04496290840618965,-0.018133005170495996,,0.09223103076734827
NCAN,0.030889785941558764,-0.0022044629676730527,0.07158668383722142,0.1680796602334621,-0.05620457794458222
PRG4,-0.011368328182251312,,0.004144651824655465,,
ZG16B,-0.013194335199095776,,,-0.006242562069360164,
TGM2,-0.06437891761440996,0.062300467535895826,-0.023757889904841182,-0.020986326803671806,-0.06439709253472255
VEGFC,-0.0058054581183458786,0.05823539335830038,-0.016645197227832607,-0.03956717207084791,
WNT6,0.0759058180621351,,0.008227405666787672,-0.0290297992887535,
NRG4,-0.013835775451898328,-0.02798424886743017,-0.019418564048841288,,
PMCH,-0.01917081481861264,,,,
COL9A1,-0.01445045764538404,-0.021921283561960925,0.09933408356206423,-0.08197373121116308,-0.05822784600616995
GDF11,-0.012728522896939163,-0.0021470545427569746,0.007554202208839023,0.06972610518753522,0.05549113442369741
SORBS1,0.0053041806644423106,-0.05126396361170747,0.06449862798518743,0.0007884749060546582,0.04740291631102692
DLL1,0.045246875041919966,0.04880745646288829,0.006816283897567969,-0.05615092510959726,0.09428257459625686
TLN1,-0.015676701959024056,0.08076967471930527,0.010290374142201159,0.005648330203553306,0.01887499541351936
COL2A1,,,0.037231324781140177,,
SHH,-0.01181355950243972,,-0.012934682065727458,,
PON2,0.06900972998451278,0.05017234109569535,0.0889971972712339,0.06905912938755497,0.0008333307142722007
ICAM5,-0.01841227096587622,-0.030390802530967567,-0.02526073538198931,,-0.06352776830317852
HPX,0.11065569191122865,,0.04155081857853045,0.03870835545025964,
SFRP2,-0.013454364039485793,0.018277103744925003,-0.011799423665994386,-0.011303001703669303,-0.0554129702054371
CFC1,,-0.022834181807052708,,,
CD70,-0.022868590724934884,,,,
HP,0.02160074639170288,0.035471487496521556,0.022547506423314947,0.0748638681014347,
CXCL2,-0.0018055942027412144,0.09516824889888696,0.0004250949676019901,,-0.044695120472451645
NPPB,-0.0037304546863208697,,-0.016645198438485536,,
CCK,-0.029074131634280524,-0.04405334416895516,-0.04975989661089635,-0.03799281689041509,-0.13331047830515214
SEMA6A,-0.0023602640492397906,0.04792280133506163,0.06631400202522438,-0.017538806908510746,0.11414254673209849
IRAK4,0.03610023426297454,-0.012884590528865592,-0.014376941498196055,-0.030811899263644398,0.028331560180160715
GSTP1,-0.006341844232119153,0.11058878935421396,0.060341512816517395,-0.013132538559391215,-0.061234039730814364
VCAM1,0.03918271167641338,0.0498838906007432,-0.02944974746091228,0.004698269190234273,0.007829174844613625
NXPH3,-0.04875467482190563,-0.04446148623901031,-0.05809730529543514,0.061965322078265585,0.01746068090909322
MTMR4,-0.007724838626810808,-0.0216076705438939,0.013873708520459811,0.05784429890576749,0.10160690075530592
LAMC2,-0.026405379549086533,,,,
IL10,0.046293247528220796,-0.034129895827823394,-0.014899819061207478,0.004999860072928768,
SEMA4D,0.04633211293894698,0.10841615158546465,-0.024784946802327873,0.07041823380921398,0.16806997804358095
TRH,-0.028003935148032275,-0.005149517428136179,0.07407113126697318,,
SEMA6D,0.03483812099996039,0.07422737425004693,0.004674916157165272,0.051678574471228984,-0.017926143589195018
CEL,,,,0.023268024880992392,
PDCD1LG2,0.013892808911570697,0.013052673643592963,-0.012294458729681258,0.052989677009850175,
SPINT1,-0.0033292744265342204,0.026985762093545664,0.025767256283708406,-0.06281262785937844,
CTHRC1,0.00827738351292969,-0.05290617602959261,0.055096700733911055,-0.004830333125974715,0.07067773929693943
PODXL,0.04254476722281787,0.0007099149241841403,0.029464274487922604,-0.0012779157560207264,-0.12454685777438194
JAM3,0.033665103456981676,0.04268851205041033,0.038314092102791464,0.09726118177652991,0.06431032717326612
TGFB2,0.03918033327726338,0.012767270755043577,0.06210416768157945,0.017460828879484105,-0.029420198916586846
COL18A1,0.020108139200098758,0.0017251502958868293,0.02449460187858406,8.282071474122951e-05,0.19393123844668675
NODAL,-0.023265721149970903,,-0.022883380323735554,0.002946385415506104,
INHBB,-0.018559315704990996,0.10959377620517313,-0.00450041296568633,0.06186746331564827,-0.017173220027062657
ARF4,-0.029453590689531163,0.08462535878027236,0.02730910650994223,0.006740110430390073,0.008992531546948672
CXCL14,0.007615351465993414,-0.09781182718489974,-0.049843942983790995,-0.035434859421719055,0.01188516190847347
LIF,-0.030610231704950742,-0.03106718752994267,-0.0015524483971918969,-0.0066077602067346666,
MATN1,,,-0.013552786504289673,,
ADAM28,0.05550476314214621,0.04480509747547774,0.039686328635350966,0.004879445552928574,-0.0016651886299312235
TCN2,0.06330456722249729,-0.009805443821499364,-0.01810538057801418,0.004075755729419176,0.013398098391610781
THPO,-0.023966687141522103,0.12950737306930524,-0.013552788061132397,0.17807425253310435,
CUBN,-0.03744461690717303,-0.02371463752704029,0.028041905177941372,-0.012453442141088572,
TIMP3,-0.0438315094653424,0.009417246424350984,0.05671076547005364,-0.017949818485668883,-0.07341583186196614
PIGF,-0.06553155417534047,0.061697024314922605,0.0709004500643399,0.10338659401949558,-0.029286295743291405
CRH,-0.013324947433866084,-0.026455933515212502,-0.018536723338599986,,0.05117020905146624
BDNF,-0.027383993759858425,0.04121616755382471,-0.01526392021439816,,-0.08248787604249813
CCL5,0.04593651652239684,0.09473229865862248,0.05419563435778693,0.04417977775388861,
GAD1,-0.011679460328486407,-0.07584315049800552,-0.040674795519387935,0.12399548459329612,-0.009220710129851442
COL14A1,-0.0070420938368897365,0.05657852384375126,0.02247609865726018,0.07101653638066265,
HLA-A,-0.007983575836472655,0.06267758441291013,0.00825032397943226,-0.08604899583349222,0.04613282438679167
CD5L,,0.0492394630429768,,-0.03594090819463846,
FGF18,-0.01058657108918489,,,,
ADM,-0.03695689952235131,-0.012604406474931213,0.008928906716171603,0.011134155687375781,0.011452604435061626
GNAI2,0.061944090779210835,0.0553217590790948,0.07878405955666275,0.03706145739306345,0.1419077897338478
COL11A1,0.05770358936096494,-0.0390667009089559,-0.005390141154051194,0.10401915857649899,-0.06148157794382519
NUCB2,0.016965249329436213,0.013891664214510815,-0.05725708756391058,-0.0349516270351138,-0.01247513794233086
CXCL1,-0.026389334437604765,-0.03154448260615602,-0.01838598992062228,,-0.012255301539535345
VCAN,0.005723667230876907,-0.078728997387907,0.03575928435416309,-0.0017707529161317198,0.021562444600613243
MMP7,-0.021046823453997894,-0.018940127056850237,-0.020947214684324634,,
PTPN6,-0.026311784206192686,0.06166217152351436,0.06424055906867653,0.09609729319354283,0.05606507958147959
PTGS2,-0.03341134366107651,-0.033388943946589776,-0.009558461229870205,-0.040970591895371666,-0.023546187418109397
XCL1,-0.011518568220423572,-0.024844057636023813,,,
CD58,0.010240023053669589,0.028462323581801834,0.027335786471522135,0.06639957779498383,-0.048026347095723294
TNFSF14,0.001577284678496273,0.08231049011235536,,0.055144909280672484,0.062421720588568035
CNTN4,-0.020700939399885748,-0.06867363978197046,-0.026856394026515858,0.0006818107273808957,0.08861664788926438
NTF4,-0.014570484373787142,,,,
INSL3,-0.01058656901269076,,,,
BTLA,0.0006632594939978595,,,0.08127562831184285,
MFNG,0.006085162732028038,0.061404469400790064,-0.056350375566474466,-0.04610573950305857,-0.05921401575508195
ICAM1,-0.0665866541223898,0.03861638144127382,-0.005404260044735337,0.036935009464618515,0.006552500548204952
PROS1,-0.0085285608960909,-0.03133730381546647,0.07022408833704345,0.021891834474326643,-0.030119478306970274
CLCF1,0.03193387697635367,-0.017092687095757685,0.015167588022382803,-0.0761975055523175,
PSAP,-0.0406229955463066,0.08188674938671568,-0.05953122834079862,0.006792294727866042,0.10287297996751753
EFEMP1,-0.029848948266694222,0.03577931476643215,0.045240094236532705,-0.0013409826262401091,0.0644398794996901
C1QTNF1,0.004371944329973946,0.06474349900300473,-0.01609149667191933,-0.009340572788750844,-0.09224702682866878
ALB,-0.01879494186127067,0.02134088989832391,0.018562385303390442,0.0070674416157282954,-0.03723969931089248
EFNA3,-0.026834512068321773,-0.007093326136580357,0.010842667876834902,0.0653331247259771,-0.018281930069116815
DRAXIN,-0.01260773300429009,-0.02592867210613875,-0.01248816662932132,0.034478883199481725,-0.05822791886158024
NPTX2,-0.021743705838276582,0.034118971339451826,-0.0011521555335211623,0.034377071210305477,0.06358430885506078
FGF11,0.0023593070582399083,0.0162492487157691,0.016111687171689593,0.003361224422420869,-0.014820559350252805
CD59,0.030371163555288856,-0.06621455779840495,-0.030329628242743288,0.05504814352630471,-0.07944131230313649
COL9A2,-0.02835640101495826,0.03908007007761376,-0.02557113850114762,-0.0016584757959518725,0.13186171735808988
DLL3,0.04354550668583556,0.022706742295581707,0.006748974839989012,0.03607562237993895,0.005952834300222152
FGF5,,0.04058823754113211,,,
LIN7C,0.007142677521412508,-0.04510518870983723,0.026336727269820476,0.03206811285716725,0.03478727245020324
GDF7,-0.018889529875762333,-0.033483314485647814,,-0.045737574803840594,
PSPN,-0.012309328236049943,-0.05121718344303671,0.06768567411384484,0.025331618241697974,-0.07296012399987756
ANGPT1,-0.02978469943299998,0.04873094975912133,-0.021478700367975216,-0.01908150663922106,-0.0493354579666938
PNOC,-0.027086183802163592,0.01591906842631973,-0.026816428331426438,,-0.07057478045133009
L1CAM,0.00018721294128614958,-0.009518326734215047,-0.04262626001019566,-0.03880510985410979,0.031586554160207
APOA1,-0.016486832097219427,0.03039005769036396,0.015436878816785847,-0.0465190466258795,-0.037422905027210816
PSEN1,0.016463764842007525,0.05591697608609824,0.09933014254513142,-0.009535975994857478,0.09355193800065366
CALM2,0.02475150066813944,-0.05628849948024524,-0.010799297413165798,0.018128524967386466,-0.06649223349655624
CLEC2B,-0.009032573654815409,0.028092362206208175,0.03717978630711957,0.01276727121101899,-0.000915672136070668
NTNG1,0.06293167712863681,0.013997649512291434,0.027015435172221963,-0.035090692825442096,0.07791793775522193
LRIG1,0.04702825199536138,0.050163563385393344,0.0441780816442517,-0.008988922969116405,0.11165083915961069
CPAMD8,-0.012522022117578137,0.03917038883522925,0.027770934728499005,0.00800066064314193,-0.035470057399475986
GHRL,0.014851766880686684,-0.020315728861357893,0.0023484106642005244,-0.0066556329242224346,
NPY,-0.011739139639643254,-0.020320757739052106,-0.027614413819810512,-0.04071324965758771,0.06451797396209516
MMP2,0.1293751954098958,0.0069166601914691685,0.07176790562027473,-0.08640707668109225,0.053292566935943204
LHB,-0.010905735598016124,,,,
PPY,0.012563899616667871,,,,
ALKAL2,0.01595469681534726,0.08340404437924517,0.01706966554171007,-0.0172104452283548,0.038319565496653954
CSF1,0.035034864773252995,0.020926697466151726,0.08926630580591524,-0.016375558203404382,0.10460578600422618
SEMA4C,0.01055277628733083,0.02131112406744143,0.014837069580677138,0.020972782162999064,0.09185354648662883
ICAM2,0.02325082536408182,-0.0533164663446077,-0.020519001701099417,0.012662067506332579,0.11414889602086509
SYTL3,0.05960426906946685,0.0019041395651687454,0.015461778262373839,-0.017989933440380433,
IL1A,0.025118813862839696,0.005771993992525453,-0.02604842613162131,0.0015726811532765209,0.032593432213173665
HLA-G,-0.011518567180200117,,,,
PGF,0.002251577919882784,0.08027899055585068,0.011736358265296358,0.03104183546171607,0.012278103869423636
LGALS8,-0.0035413686883649558,-0.009353560815952204,0.03238415068956243,-0.03148012820787795,0.11009868006054614
DKK3,-0.00820525363349568,-0.04638508339308443,-0.05417622044397234,0.029938386437656204,0.042288883813388786
