,MGH258,UKF243,UKF248,UKF259,UKF260,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,,,,,,-0.010153134531057538,,0.05798589388705541,
BMP1,0.027153273395197706,-0.010987304759126893,-0.050194398036889555,0.024052748123820602,0.06956064285106611,-0.014547943590265237,0.048704408594519945,-0.018270769637350696,0.031793971453828666,-0.01347670462247436,0.10252864301347804,0.04603322871416533,-0.003457511473952904,-0.0026761060160463324,-0.0531550915764096,0.05070209005331763,0.05650678898813279,-0.01247190512456545,0.09767593469920756
NDP,-0.003540587918282543,0.09180017752035913,0.017625779855645705,0.02638691283675872,0.038576358535725656,-0.024165186735854226,0.05728048015534496,0.07557318522213587,0.009224726277986086,-0.024046211040471614,-0.06228321289339507,-0.08371890144513608,0.09535502833177778,0.0027952830077068013,0.09958248185456663,0.07822409644171882,0.0025219422895992887,0.04669710604516217,0.05666872961188575
TNFSF18,-0.01927998207207532,-0.02574774949344929,-0.03319702073998968,,,-0.014795353600895718,,,,0.03308102327684997,,0.01645424378014887,,,,0.006787795469046939,,0.018900658898148525,0.061335437188908666
IL36G,,,,,,,,,0.03567978786581594,,,,,,,,,,
RTN4,-0.030776203186044872,-0.10852310593699825,-0.017927921816524653,-0.04402319190834691,0.01064084792490674,-0.0025671359081333336,0.01799425169854395,-0.08909463412882095,0.014835028451015673,-0.02364626761918249,-0.04583271528701926,0.002767754218463707,-0.06721028962574224,-0.004512704094755699,0.0070106497439710955,-0.07232709359916034,0.05698198180032879,0.03126805997807608,-0.0704628516360746
HEBP1,-0.005520494592591893,0.050087180262000285,0.02213234045834724,0.031364406309284124,-0.021963568559796916,0.024415685389688878,-0.06931476845887669,0.1350720774332214,-0.0176747807643283,0.027612319696152073,-0.01849489052611898,-0.009540866898056742,-0.06870828015754801,0.12619126421078844,0.04459961602611272,-0.08505709617856876,-0.04859597639955702,0.040565846347187726,0.05361490296212515
WNT7B,-0.0169850603396676,-0.06009553353401593,0.025713200503882212,-0.03760228154978442,-0.024110180126133897,-0.04240950383206452,-0.012332311892024762,,-0.014896075457424161,0.09682090618542599,0.004443315648490144,,0.047954293402874,-0.02549426067446091,-0.0472260774470068,-0.02890439871905714,0.006207856758186062,0.019046149716448166,-0.032415106983917474
PTMA,-0.018609802124269225,-0.08887882916967212,-0.02813462193273323,0.012819852222358968,-0.012105160740766634,0.051096104361573844,-0.030479922167633816,0.16544241273989768,0.0619265375609521,-0.027664465693437466,0.0006633194379903374,0.07003646684617339,-0.05292928144571674,-0.014613658131450175,-0.06682413389166292,-0.05725629024301232,0.04292354952563083,-0.09281498984899879,-0.023241661302892267
FASLG,-0.016985065141300645,,,,,,,,,,,,,,,,,-0.02210540331410124,
CEACAM1,-0.023583911596673262,,-0.021128993913510034,-0.02867799671370177,0.06472743462597604,0.0003634029394776084,,,,,0.041522186907409414,-0.04497426398416222,-0.024664756454623186,-0.00043772620231531906,0.049942015520041926,0.005868194303886823,0.04275434301683095,0.10731286840650624,
PDAP1,0.012168442778822014,-0.000450299225085886,-0.020268055954258086,0.009255463658116955,0.00014300181515186161,-0.006858681833383766,-0.06346845158377827,0.07434764413685209,0.048900159175800824,0.011112881333906135,0.00636751378040327,0.0019767538647250654,-0.06473658112766428,-0.018512817028264936,-0.06041535374826912,-0.023356056356649738,0.007707283576244386,0.0012973826636973212,-0.021441674828109665
QDPR,-0.044364341101653625,0.02416502394316591,0.007550207331623577,0.03989981669497322,0.006436203496024658,0.05160931574748386,-0.062485265897339964,0.11892975340878473,0.023029277909627582,-0.0272165561732628,0.08257422095302534,-0.05556550209275138,-0.09888372082489894,-0.0006668942234897345,0.024529291776318008,-0.10517195178767448,-0.021009064942130413,0.08251811060171578,-0.043009330878381324
POMC,0.04476941411729161,-0.048616048000228694,-0.02336079740614067,0.034269482270220114,0.021801758039093476,-0.017167358329476527,0.002608978575156182,0.0006722839849921658,-0.0177228227067739,0.028136058181698727,0.053149345514122204,0.09590379279326008,-0.05873766132518961,-0.0154747103668362,-0.02932006956674901,-0.0558796796831992,0.05055416227833895,0.08768151309582257,0.0003351372439488813
CCL18,,-0.034529849159503447,0.00043148020808862606,,,,,0.15700764755833177,,,-0.06834318176905392,,-0.017487717853824653,-0.03857319357312307,-0.04779964646144468,,-0.0002901623826986812,,
CCL17,,,,-0.013809628120439276,,-0.003168048065689514,0.021866015105124904,,-0.01238085627169449,,,,,-0.014954096874819257,-0.033027035875824236,-0.03818750934856173,,-0.020036065233756423,
VEGFD,,-0.03890504745429722,-0.026366996424379223,-0.028038466091147598,-0.016943567298525326,-0.019659776723705884,-0.011196288273266533,-0.03144845257890965,-0.013268947142805673,,0.10395170989949402,-0.04421329374164324,,,0.04704099296076641,0.009354188748348563,,,
TNFSF13,,,-0.01989738161378868,-0.017359415973805473,,,,,,,,,,0.0013506076610212215,0.055368199369171596,0.05817259445233691,-0.026496725664889833,0.02190119447493626,-0.015377951927923461
WNT5A,-0.01644790470289481,0.058389126983093946,0.006637244459288177,0.0019555609224555666,0.03622607299380498,-0.028042894053191113,0.039009953145459846,0.03766582966297961,0.0389720620961113,0.047271978306771226,-0.03846968806900486,0.13107976440888153,0.009020887475053762,0.012377672692370658,-0.048775550175967304,0.03537416915752192,0.014809032342502684,0.014157482563070577,0.008468318378268965
CXCL8,,0.000179639212907848,0.00825206943964386,-0.030399361924295185,-0.011246584324862521,0.010857663811700858,-0.01042647047086474,0.17628840726442813,0.06662353719248554,,-0.07264818771651115,0.07150588994918121,-0.030789880604498922,0.015524282496817698,-0.10459107664621065,0.02204761462269921,0.008027396785302659,0.03902472024318225,0.01022722337538359
GRN,0.03231932078697056,0.03617278324368153,0.028353208769795007,0.023819837003494434,0.02343225596122325,-0.027181088385659823,-0.01785062757952177,0.12178532028480449,0.04544477236621834,-0.04147021683410551,-0.01620619493409115,0.10783506056004279,0.11589499262418357,-0.02997482573372659,0.010396302440444054,0.022407762203294025,0.021642785479125955,0.021906039396518216,0.03340336698118546
MIA,-0.022231985271518914,0.07207854456836754,-0.01146491138718124,0.0006533087185129458,-0.036774507109218445,-0.02118166067747454,-0.012733419994485531,,0.0584573829321645,-0.059437362606149666,0.06207229352216357,0.030841930696168588,-0.0001372646082613915,0.08004320674523341,0.08275851761317209,0.02074937437862347,-0.011225481863742066,0.0410114755766915,0.11313576369913077
COL4A4,-0.019670775052789535,-0.03916472000912692,-0.009460041211818471,0.036016980391494716,0.04958263950036861,-0.019265175615105618,-0.02139113293543625,,0.097362573829986,,,-0.047875019250343105,-0.02210993946188853,0.03556701147116697,0.0545947877638662,0.013837077055938797,-0.04755409396857978,-0.011710155702319494,0.0268288913726272
TAC1,-0.01698505590042557,-0.03652213381623476,-0.0019112727257896286,0.0737442372278366,0.0316197942913011,0.031679561671833036,-0.04040719817160207,-0.08340523857018615,-0.031240385497998756,,,,,,,,-0.022779373372712696,0.02160031565839994,-0.09314514421305192
