,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
AANAT,-0.024132031497791178,,-0.01295945730601449,0.06336496339126911,,0.1030614785307988,-0.01203146228234595,-0.014731970351639812,,0.023792033757540108,0.07090976638114477,0.06866442939540353,,-0.025577869400808636
RELN,-0.04472156867921451,-0.04414102388319856,-0.022494715677035117,0.0378680354523366,-0.02179880711520477,-0.019178528291810805,0.019876080867473025,-0.008667786047867585,,-0.01865768735308229,,,-0.01367036078984308,
IL15,0.04220805922092996,-0.004929467418312773,-0.018467533028921644,0.021440805925370874,-0.019196360540036844,0.0846643043438563,-0.03412645392374725,0.01437438218190971,-0.026052066986413956,-0.015630346490664575,0.018151705912322423,-0.04817762342076574,0.0014132464054733356,-0.004929307574418337
UTS2,,,,,,0.15880312757743445,,,,,0.03851224032209409,,,
BSG,-0.00021722445523799332,-0.0023858724339991194,0.059584762879167225,0.027568900177610673,0.02249122740417495,0.008527231143652676,-0.0039798592421190545,0.0014084314216904117,-0.06085262800877785,0.03128073698015841,0.04126090730276844,0.007592080953946416,0.04903448993071087,0.017173379574378683
ADAMTS3,-0.0025900235743083174,-0.03850158490739923,0.012203859200261685,0.02377208243973138,0.10036036611112935,0.11123408209162126,0.04359201722347245,0.07108990188697617,-0.030718900792450817,-0.012253055824207952,0.037934579243863766,-0.021307376961603453,-0.02077275085976909,0.012266960789777731
CD34,-0.03238443688979559,0.009473443551656621,0.01812275812235779,-0.03640981380098341,0.02894416249819118,0.05563514991163635,0.05066407530999709,0.047258352831127455,0.05737530087835499,0.041093830434410325,0.023752821338101863,-0.0060517789709604785,0.010042213118533016,0.060035323454169245
CCL23,,,,,,-0.014957021113371907,,,,,,,,
PLAT,0.027544830330298257,-0.0751658550822813,-0.03981445661534521,-0.035974227190463746,0.06074225511321464,0.0968385887893514,-0.0027083015409018864,0.015674470932214246,0.04273274095357676,0.048812438600048455,0.030165463454997193,0.034171122129143784,0.024277683937967563,0.05182385376679063
NTF3,,,,,,,,-0.02378091452570215,0.05680434478747057,,0.015452865647134677,0.06092410949454205,-0.014019162372277192,
LTA,,-0.01611440992607373,-0.01639314668408207,,,,-0.011587552052364966,,,-0.01563034842008184,,,,0.014501699384003345
CKLF,0.04405495410323926,-0.022664630431160408,-0.04140227640976122,0.045049851300758344,0.08122326881846402,0.0620001254256367,-0.06352880238703087,0.030332730601439116,-0.001044159756312382,-0.007715456828361466,0.07275046300659822,0.031635711434125934,0.0495220470087173,0.04177486164697885
APELA,,,,,,,,,-0.028863382829809433,,,,,
CD24,0.051908503202265595,-0.04573250118015145,0.04655654825437699,0.009035874324386232,0.010104543738154585,0.07525991470338741,0.02219716578494198,-0.009557570241470588,0.020068409076106,-0.016061460385380682,-0.013160586601846682,0.009338745327855783,-0.0384433593415946,0.061874281657628295
HSP90AA1,-0.03881928741186591,0.026758801830388285,-0.08167631791017622,0.0041209507250487875,-0.07060455168397536,-0.07587095857579894,-0.0241145914525205,-0.029142482964145323,-0.007979435661489684,0.007283311337451395,-0.05782094298749181,-0.07715879865348896,0.02142093080717298,-0.06376538611148151
BMP4,-0.025697138995412473,0.039286075359300406,0.001455456052915884,-0.006171603114013075,-0.01631415612874281,0.03071216192628718,-0.0332364642845732,0.03188941931805278,0.014387397790792135,-0.013318671225466195,-0.010360733463259596,-0.002897593875939842,-0.02839179708295334,0.06349563259471268
SCGB3A1,-0.016633052809736946,,,0.033028205440605196,-0.008388453937704989,,,-0.012426561080435416,-0.03277985999020731,-0.010906650424820117,0.007574677698087144,0.04859418387667267,0.12039509574180406,0.0967237526291954
IGFBP4,0.057191583176271536,-0.05187719536939342,-0.000708004277188193,-0.016496368688500504,0.11150954232227853,0.07026580939478057,-0.009172958969881243,0.020536865538571484,0.0076579880312191775,0.037933782820209386,0.02695961701085129,-0.06197600216641966,0.024074213315795293,0.012312774619619042
RSPO4,,0.024637419123742437,0.023279354956187735,0.09753983080144979,,,-0.013477028469113693,0.07760250847553803,,0.010898496942789642,,,-0.01582824174016622,0.06828902886311096
LEFTY2,0.056705409237569684,0.023905512680200802,-0.011163730374842955,0.028985062075710295,0.06784341999205527,0.09240349888472849,-0.033189213235544836,0.07053691687108313,-0.017703543863880466,-0.019295490570575318,0.07600990202513179,0.013199033445232091,-0.02152536306040301,0.025922537348450604
PF4,-0.01725412229457919,0.07262404043529047,-0.011159391685443653,,,,,,,,,-0.018099117954977945,,-0.03442394957009804
ANGPTL2,0.0004922638219299002,-0.012648749375914143,-0.0005416210675006247,0.021372316673606964,0.06278180129623183,0.06655198176684697,-0.022127781849498037,0.006961131948202799,-0.007746950215177726,0.0035864646942343668,0.007408753482725692,0.013095346525331016,-0.025447659577804517,0.06200278737093
LRIG2,0.0323456894641973,-0.031415050956459925,0.08649533091282112,0.026599816026702767,-0.01858491140045008,0.028104231366203384,0.0068536657929128145,0.05291051832719238,0.027180326935685506,-0.010837472123094443,-0.025332931050398386,0.029989940491318312,0.01859185536442216,0.0753096120239008
ICOSLG,0.037599163582096695,0.0003553644013952896,0.05408793784019464,0.06759327053306773,0.034069798103379983,0.03715162911498534,-0.01656712198072003,-0.011554664325276055,0.019222726284348412,0.03777238976012782,0.02774898922472927,0.015983905892203158,-0.0015210957010160287,0.04690978862080417
WIF1,0.02564665601873748,,,0.03741221818715965,-0.05355321162496051,-0.04789425839861329,-0.010399903656996688,-0.023384211672306168,,0.01827698771438085,,,-0.01471388385114929,
NPPC,-0.01571967494758819,,-0.01731096848181729,0.005702059246680849,-0.013019113552358477,-0.03539262362429589,0.03726569337652609,0.13032907164364443,,0.008779687609784573,-0.032276985385403446,0.012544495453880852,-0.023161556224717352,
LYZ,0.01249601199531925,-0.004588586813297631,-0.006930543495979118,-0.0148866685981881,0.019719263609151487,0.1098658414433756,0.005641100193031845,0.04315435081340382,0.028287452127981307,-0.007097276646875994,0.04386126049908543,8.431249743389765e-05,0.005525460035785072,0.012006551694786663
EREG,,,,-0.005929298002203931,,,,,-0.02070153138565285,,-0.02452088277524491,0.06074441077346972,-0.019714341952648335,0.045081030966517055
SPTAN1,-0.010133781037077075,-0.07772957132766149,0.007977870569359754,0.03913279291943703,-0.04620996585713667,-0.03432536256195218,0.003006923439407417,-0.02982632260970565,0.001709267491097752,-0.023733512346498804,-0.0023272809482094924,0.04174419885266148,-0.009863284276054117,0.0072699924443465555
PTH2,,,,,,,,,,,,,0.0347570396102986,
LIPC,-0.021123580844747986,0.03607834962080792,-0.020054257980692748,-0.01567729996408338,-0.02976863299394368,0.038700759418394834,0.018332477193534442,,0.03281990809446887,-0.02455381570172234,,,,-0.033164902146821655
COL8A1,0.010857032334331383,0.05259659533395951,0.0061013754216618045,-0.04089713207240149,0.007355146745127654,0.014859197240071119,-0.04003995264693824,0.037457377487782155,-0.028046097931883462,0.026469636030010374,0.06353949016588799,0.03521299282824599,-0.00352901636657845,0.07714949193707966
GSTM2,0.012889500871510922,-0.02162035358248447,-0.03593976935748066,0.026369676794927997,-0.016233107676675552,0.04728014791910332,-0.004099826384956325,-0.012718414386135654,-0.027594210796143288,-0.02702285516862962,0.020292057799329126,0.04601911586813075,0.03419687761563784,-0.03257004546036549
SPX,0.028281076403899708,0.03557527549869397,0.04681201442069112,-0.0377828401520283,-0.018847565910351402,-0.04610101949095647,0.015697477386500517,-0.01630033784311194,,0.018272209778591446,0.05740206716627933,-0.022472368344789714,-0.038952440984141516,0.003582731120734638
MFGE8,-0.009178398995175417,-0.05111828253840657,0.033270115153293575,-0.021015393563002853,0.021833734576728082,0.0688899708737736,0.04559372577811582,0.001947066437281092,-0.023730265162510488,-0.02693144131874828,-0.004338427308027693,0.03963921282876688,-0.024145781401261755,0.04816300561154459
TGFA,-0.023998126469467643,0.011392309102928539,1.3201712866883932e-05,0.025878143698288444,0.07263993863118971,0.03290825582231194,-0.010476556644615083,0.07542712165679195,-0.013893685386265531,0.0006477537769372675,0.03176813243684539,0.04708386523742388,0.03961486129532175,0.05161895049392798
SLIT2,-0.01485883634806455,-0.012302531333980384,0.015882491750884964,-0.00604498770932489,-0.020837902392388585,-0.04367910681479331,-0.0264740938659197,0.020887068177471844,0.021836897947540373,0.015138581768709585,0.07850366029593414,-0.045365173452846415,0.06485413778346763,0.01466092922003415
PLTP,0.011867448266049987,0.03334967577474219,-0.053496693816558825,0.01034514724602688,0.010992510826800639,0.08088814988586385,-0.00310303381039855,0.02545718887296667,0.019000072243259048,0.007967876634317157,0.09709451371388451,-0.05268108285472694,0.004926949950150054,-0.004972427072314417
APOD,0.011149670400136596,-0.0014106791105838923,-0.10500476050111773,0.04749198936400359,-0.015458508550116238,0.01736747649266228,-0.03529594157680243,0.03576685152507906,-0.008820085285287344,0.04348980611425205,-0.009605081362294944,0.07165383811620292,0.04053389576160379,-0.07647829389868176
B2M,0.07480140599605543,0.06922319560758862,-0.007355758489864183,-0.02648361615707902,0.0888481600844926,0.10510087511927453,-0.016020266955864972,0.0409597895531941,-0.01884361878721396,0.037106560446099356,0.09322820347253369,0.010982325961095121,0.03725688881905273,0.013482760704286126
OMG,-0.03680869354991561,0.007735704359076024,-0.0567078957728294,-0.020167842441700508,0.02831284463332682,-0.07980948386485451,0.025049304370479596,-0.005903560196986016,0.044257842661538295,0.0010515462162090114,-0.018759440362209844,0.09445149246130637,-0.025881238779416078,0.06843375288320558
CXCL3,-0.04260853554111114,-0.03013595878750015,0.03834876020736428,-0.0701308068805366,,-0.017258869422513395,0.029887362850395817,-0.01329379172622494,0.011709645227601857,-0.011256681305817024,0.037789502071594774,-0.012657407508826516,-0.0025839292405460887,0.039089180824257844
CXCL10,-0.023370192024876925,-0.02061239246214289,-0.013427081442889661,-0.058717564098525646,0.15914726991560116,0.12119004641444103,-0.02300740186331815,-0.02019424262736138,0.024872811711225774,-0.017888228853313114,0.016319053268057843,0.12775863060672576,-0.004267958260538203,-0.0044262495182767515
RSPO3,0.10104749124639442,,-0.012959456348457321,-0.028673428811542417,0.020185268066196214,-0.021584928063863074,0.09257407042762383,-0.014339805012552312,,-0.011763015013298466,0.0016329362420654282,0.033014566334274256,0.054196992090108496,0.09382851804915274
CORT,0.01147383396696878,-0.026178699137730962,0.022320935652254625,0.038769494526479854,-0.0006381639655119735,-0.03735755399080908,0.001190157418964232,0.018592917997775536,,0.03381087811773165,-0.024654220373480494,-0.018939807032233875,0.0328353661813255,
NCAN,0.011234726113591692,-0.03458783775763186,-0.03253995205679051,0.018383050871781673,0.04633449730692004,0.017490818836302886,0.0022980978668816336,0.010939447533699565,,0.010980165383005912,-0.0104716811777115,0.08659538167205356,-0.008211412290689361,-0.017723342183544127
PRG4,-0.010663071339310276,,-0.012790424539665328,-0.02053007208616738,,-0.01869841204511502,0.049208878188145184,,,-0.013752909048658349,-0.023681514749264172,0.030124701462181862,0.03207304346373613,-0.030942359565621972
ZG16B,-0.023065024071292774,-0.01763881668255782,0.06464147390228772,,,-0.020187940623408385,-0.009207362005990812,,-0.023354189603125994,,,,,0.05081853250745325
TGM2,0.012696095722225511,0.060887260815492186,0.04013120765553993,-0.0230357044511453,-0.017349002671387358,0.0514004567031205,-0.017333362729215526,0.09513815059934647,0.036880009852907375,0.013926684678969315,0.016929638180416814,0.0008653815186674126,0.008861409032700692,-0.05267574271990163
VEGFC,-0.020057793889961296,-0.02264891988285038,-0.02279596129037955,0.04067015168170875,0.02052906498537849,0.007633868825908129,-0.01391289600005145,0.013452367891950336,0.07241771712959247,-0.014035391873230886,-0.012230307354312502,-0.03794847052258346,0.046846656559701716,-0.055757735965391575
WNT6,-0.02683706568533978,0.06217169586023657,-0.01769080407005405,-0.028288462811345103,0.10957113396568229,0.022932038976295303,-0.020490655739548266,,0.032386014523275976,-0.012249381282805534,-0.03227698974014768,0.011097775815567574,-0.021006659942630485,0.07086725378518494
NRG4,-0.015319627115199706,,0.0032571109541163056,0.04841219067927644,-0.024103650382317286,-0.02329005839694503,-0.01768883321815679,-0.003735096448311,,-0.016373921697076164,,,0.1414350520592286,-0.024532623609426943
PMCH,-0.0176566946902012,,-0.021568946319141576,,,,-0.013477027818701505,,,,0.01759528902115852,0.003838230736058629,-0.012034280543460767,0.0062558303803813145
COL9A1,-0.04626963297120799,-0.03253463688241032,-0.01625810630321832,0.007921556669885988,0.11784057988691717,0.10843700049646905,-0.02467693271591879,0.017582688543205487,,-0.01865769450949146,-0.014238133373134596,0.02918850111474478,-0.026193018220761855,0.03757466735671393
GDF11,-0.01689678283587675,-0.01947954515370151,0.07186720386371899,-0.013115380306125423,0.08601243734870904,0.07516877213178651,-0.004146442891770208,-0.005826310021320885,0.047227332438541374,-0.017305879158199686,-0.034664290412407414,0.05042727195287307,-0.03391811994123814,0.055178341858923646
RAET1E,,,,,,,,,,,,,,0.003987537298054567
IL24,,,,,,,,,0.011795582816376942,,-0.01638533984226474,-0.017810536721115728,,
SORBS1,0.05615014713247471,-0.0043268373734249785,-0.023001510563733767,-0.041163359552503456,-0.04241130920717473,0.04353983115282575,0.031591626833063956,-0.003102327293690245,0.003104666323067484,0.049931451703216376,0.006456314977084915,0.019708021102929706,0.01617716041613524,-0.016220186558069755
DLL1,-0.03740859506765172,0.0540997211685912,-0.01497987154165787,0.08771901936469842,0.06176666453014968,0.03458471895358327,0.013391183100166442,0.011850298299016621,0.015139566068503646,-0.018726657880039552,0.03355902682711556,0.06396957253328427,0.010020291165697044,0.057513829686330696
TLN1,-0.028107580840567237,0.019714762479510865,-0.030933119889447122,0.03248667993802017,0.04098702113074524,0.030557091426699365,0.061731336863608724,0.10200163541596736,-0.010500365717876423,-0.012343708208504509,0.018447444463323567,-0.04973450377683517,0.007908217889116663,0.029783828119767715
COL2A1,-0.020221394920681004,,,-0.018336468821719843,-0.0037981227393121503,0.09532460078162497,,,,-0.011427842556030517,0.03787891928851771,0.017264179289145958,-0.010149782841669858,0.009867825836508125
SHH,,,-0.013291351106199202,0.06343735016010993,-0.023283066954947116,-0.013567573045590272,0.04340804650474889,-0.014267908303265183,,-0.010906649471510974,0.013079581192143442,0.027318045236466363,-0.016704581287823844,0.04602348863531622
PON2,0.014058352419075871,0.03894021218755994,-0.08681076201651336,0.008222893959679836,0.025826771886229026,0.04666764911722386,0.010258083174165258,-0.00427545506363881,-0.037221521644426624,0.01833375259454538,0.059664342327501056,0.03942843111648381,0.00579224617148632,0.05623967590754141
ICAM5,-0.04482953964625083,-0.02099761909783298,-0.02071551406833802,0.013835939366670418,-0.012157366085412511,-0.03372552891504793,0.026989441055010607,-0.010476901764469962,-0.013940983157787546,-0.005192979948241205,-0.02388411212572213,0.061333879026832724,-0.0026678589162664004,-0.01352056632485904
HPX,-0.04156328081923864,,-0.03233966543016479,-0.028871363703417998,0.0751111130044684,0.03572301132704217,0.04567279717502541,-0.012426559813577442,-0.013629487838410451,0.03645312322248872,0.0014843379165637596,0.060183069116567026,0.08347340756803584,0.08714634134164752
SFRP2,0.1159020825699839,,-0.015137408528098173,,0.04536882683445914,-0.013774186750231949,-0.015059227643198295,-0.00996815607688275,-0.014534319227517247,-0.02139605510405963,0.05172812682447195,0.02920201984972422,0.00197226640847265,-0.0010529383538749695
CFC1,,,,,0.04524256165794094,,0.15304483135629415,,,,,,,
CD70,0.052106706053529905,,-0.02572928748243134,,,,0.029700179655837922,,-0.017034786486493203,,-0.03182036112598203,0.010208595189912606,0.0950216311318578,0.018856396951117682
HP,0.019337241199153848,,-0.022278978446128413,-0.032043917392858515,,0.10504051942442183,0.06250636640724222,-0.0073604294620690175,,0.10421062392202324,0.06781546449243211,-0.07430328271005249,-0.02003339070732947,-0.036698121681459514
CXCL2,-0.005151671999138385,0.023395066245740257,-0.044996871453535474,0.027035694276231953,-0.0185347730568322,0.07215938521404346,-0.0031914835876620776,-0.0172698749806834,0.04612285938272628,-0.0059394485940087735,0.07482147574969826,-0.004744925174614031,0.010294527702803905,0.04190398803080041
NPPB,-0.021458247948113466,,0.042650683875403966,,,,0.09781257272927821,,,-0.014035392894065185,0.0012290612960174504,0.001688162615246675,0.002285063916387505,-0.024885614448064964
CCK,-0.02603998390646856,0.01948267571200761,-0.050238360096036716,-0.015148354639689587,-0.06605193018613914,-0.08592525555111706,-0.007800406460661885,0.017341182823202014,,0.022079258618903152,-0.012597676393057169,0.053146741674236046,-0.030724665421739617,0.05593130081615987
SEMA6A,0.016123171055738402,-0.05608530584968287,-0.008473409671562506,0.024131810775066213,0.03928016127811895,0.022455557256997615,0.060152438294721285,0.01885183823424862,0.014343258768234796,0.05598683200690431,0.011868289049350077,-0.017019853805353438,0.033665592506765325,0.028456215184620028
IRAK4,0.05944413516445699,0.004474233895919794,-0.01702326758895295,0.04288957145790245,0.00046100114155589667,0.06547268239355852,-0.0007668829676180511,0.010809458636709913,0.045709837487703374,0.020571701641266843,0.018167145458911783,-0.046802620298249484,0.03732489664878179,-0.0089031402304514
GSTP1,0.03777646681724631,-0.01394146508412955,-0.03416782346323265,-0.03792480259397754,0.06478505065574378,0.046319979415620514,-0.05597662948419178,0.022245531390045883,-0.06382278038619359,-0.030616240642576956,-0.003063426695175759,0.06493389212541008,0.013990193006655827,0.025240517209123854
VCAM1,0.0011609054561947624,0.006025228933544425,-0.08193133297898039,-0.006653849265420509,0.055652917380499524,0.0995358432633953,-0.017745274227959462,0.025449414119225133,-0.0022795752370049355,-0.018699874683188036,0.034557963446402974,0.02572894529856884,0.03172900183995189,0.09431609978533285
NXPH3,0.008579563113567237,0.03470417737465326,-0.012725608106462892,-0.006790453053949143,0.05220683966634393,0.03352189090451299,-0.020318865531688636,-0.034264301004501355,0.015574917640125438,-0.002564274952949956,0.03342963695024194,0.022579898030793598,-0.03927319610124302,0.00039382481354993795
MTMR4,-0.0065169998507543314,0.08276996848548134,-0.04434420294294039,0.013025011720825595,0.0148307389178357,0.04273571233657898,0.017937730830760043,-0.046139919523193455,0.0554954724796279,-0.003122922862590781,0.026926544065319614,0.025219966667535294,-0.011595443431157844,0.0701105842512728
