,UKF251,UKF269,UKF275,UKF296,UKF304,ZH1019inf,ZH8811Bbulk,ZH881T1,ZH916T1
CXCL8,0.04708539935626341,0.08365140130957364,0.0024477973383340776,-0.010300164513294359,0.10960173377713246,-0.0047280873657003265,-0.01947246318957249,-0.0034047189192967526,-0.012352457077739328
GRN,-0.015557006251158308,0.10935007909775796,0.0732607678787094,-0.04778551706807358,-0.004515965728130038,-0.018560405507188592,0.06670321809522682,-0.032050049784429574,-0.05084641912478445
MIA,-0.015133282525027226,0.009324404517922697,0.017643800801360243,-0.012579167718027884,,0.062741269554304,0.12421659331012684,0.10345960992353445,0.0875550055487791
COL4A4,-0.025449673811339925,-0.018287468178281644,-0.0033464549653958726,-0.021132001378264004,,0.10852362993715921,-0.03974520234353125,-0.026845879906078937,0.018565923452712286
TAC1,-0.047661394869804516,-0.09589795239574214,-0.03412889698471324,0.029070651327678883,-0.025514455409606455,,,-0.02298205827524839,-0.021059049578520023
RARRES2,0.029301876874234203,0.13487311250053766,-0.03667389501813743,0.0043292753740136565,0.009186314899248536,0.002351170086203654,0.05628819337268526,0.05152466733912864,0.03387610445264224
FGF7,-0.01920626348291559,0.033613778744656875,0.00918323502050359,-0.02972579116404648,-0.043846224669588894,0.11744286962602733,-0.017254892013403227,0.03637911503674776,0.07352182761025562
EFNA2,,,,,,,-0.023592421031219737,,
HBEGF,0.0396989454277936,0.09293416383493887,0.007137505910628606,0.11850906988111212,0.032282517646351414,0.041636803236562554,0.031561250826281737,0.05943415628679196,-0.00821723552364192
CSF3,,0.0423460814656247,,,,,-0.08070875415635893,-0.01909708952441014,0.03213916960777212
PI3,,-0.021785866162911005,,,,,-0.05295441783740072,0.030280095706023157,-0.03664398089038602
PCSK1N,-0.04879059540719075,-0.06846138330559107,0.013171904953930164,0.03883859077115088,0.00028382399048116827,0.05786876974921183,-0.02122445400522129,0.015547697188842165,0.024531323636125937
NTS,,-0.023780760474002717,0.057271482371527814,0.0015097715264374048,-0.017003784686554294,,-0.02874288804794997,0.12121797734095564,0.043723330944909794
SFRP1,-0.00798717386410732,0.01397864296194523,-0.03928376546841055,0.023313783009678183,0.027440771322479195,-0.022355244675590892,0.05677371291043556,-0.04431422993196582,-0.024395705708454698
CXCL13,-0.005002400502177074,,,,,,-0.01954234248848676,0.05679715122079631,
MICA,0.018712872111379477,0.06198143064714368,-0.026405857680519146,0.029200419738563726,-0.05413143814243989,-0.031437619853125445,0.09930021145650203,-0.024659450166055433,-0.004220549778922084
TG,-0.01615514744874234,0.043805259080356616,-0.017871196331390816,-0.010912634352766397,,-0.029749105099222226,0.058049155189539556,-0.015717198135559128,-0.007237701519753143
ADA,0.05064006812443756,0.11388424794261141,-0.04190734073944741,-0.01772299578353139,-0.07304191908368472,-0.027924546464863795,-0.007264273515313844,-0.051415362908354065,-0.00971802261487575
LAMC3,0.01935105697376895,0.08751455724455649,0.061704828309682186,-0.003829824022776219,-0.0013026089464605454,0.036494643651333626,0.002156555423671299,0.03263280527411887,-0.048289934954834975
CCL7,,,,,,,,,-0.017673820272139668
NGF,,,,,-0.017003795882418325,0.04461850664465265,-0.02327529920101351,0.0672132116541939,0.07598409777167192
TNFSF15,,,,,,-0.04223802627188442,,-0.011858964738084317,0.05124095669595523
HMGB1,0.01567088206504633,0.09177061239414501,-0.07395798141557995,0.014021865075116744,0.033504950083786116,-0.07047018960216116,-0.022415914490037134,-0.020630090270365182,0.06096504040007892
ITGB3BP,-0.010085679033104134,0.09819216998283581,0.07716532649044869,0.015553621008221748,0.008006650453226355,0.047881429452579,0.03372327787698433,0.01643014166047368,0.00817618385406907
AANAT,,-0.017452229575335255,-0.016071671300416205,-0.012579168417713308,-0.01598606881306049,-0.029312853110185777,0.061409472798097546,,0.025943728111150016
RELN,-0.029548279789754703,-0.043602152015365415,-0.035384632250816304,-0.03115197603085527,-0.05617150377267221,,,-0.014324344219989937,
IL15,0.0759086189359595,-0.04552252644285491,-0.0455862419081051,-0.027036755369638933,-0.032759025737891564,0.14641760475609444,-0.0051384901520077336,-0.028927664840496404,0.06340673166926317
UTS2,,0.11377310255957589,,,,,,,
BSG,-0.00786772245843756,0.0048240182273756845,0.02967114211966846,-0.049059702548247056,-0.0019429696995357667,0.04517722001715474,0.023947010129286905,-0.06069218683979898,0.05137581955673136
ADAMTS3,-0.016722717563504155,0.1378140875870493,0.03185578473592806,0.010043165997451193,-0.004596035014736315,0.0052465864643506995,0.00648385718265744,-0.04936177795742969,0.0357643947214453
CD34,-0.00753752896818141,0.09690359900175476,0.02426902445930748,0.03912711224887679,0.010228735625783828,0.013628100149294704,0.08025923517623404,-0.04490488749527714,-0.03382144216764141
CCL23,,0.03733985072987242,,,,,,,
PLAT,0.01837568196075018,0.16760603703485696,0.06320574701243986,0.033244201671136765,0.0697074423184652,0.039960414679566174,0.0008289053724542504,0.005576845361855395,0.06551959236900853
NTF3,,,,0.021697243353788268,,,-0.014621882808551838,-0.020106954665405134,
LTA,-0.011880546213344782,,0.020108001280153505,,,,,,-0.025166895835626778
CKLF,0.00960339968972676,0.12147643032050048,-0.03007357085307169,0.016802905395389933,0.03451367959598983,0.061177881006957924,0.05554883158063808,-0.002000863849381842,0.06429605985476074
CD24,-0.007169088166422472,0.09104095202263573,-0.001610308730739016,-0.03224777202626273,0.01365366106629694,0.03388582696628492,-0.0012770723287901446,0.04975760249843585,0.006969157743676283
HSP90AA1,0.04742527481769591,-0.1147753295896217,0.033282929288759804,0.04929038687619448,-0.025246205629841808,-0.030240992840881182,-0.07444136601801182,0.030007087121905793,0.011741851525701431
BMP4,-0.012594075423832134,-0.014590668731952717,-0.010942571533478437,0.008705009897297855,-0.003908889161412999,-0.007755646362582192,-0.017780879699824823,-0.04109412312571372,0.08198524047784535
SCGB3A1,,,,-0.010610651593281211,0.04940445981940612,,0.10069254737669135,-0.024627327735523348,0.008060976986589388
IGFBP4,-0.0018582090745624764,0.08119234358035433,0.06443870021421469,0.03437378100158406,0.005035828932929635,0.012315602741045024,-0.02892307621530063,0.043738335131844,-0.03162907786101416
RSPO4,-0.019206259836607686,,-0.018002663897285918,0.04262750388050952,,,,-0.016585457148417807,-0.008091423266802325
LEFTY2,-0.012026457396779123,0.11569380800917686,0.06875071745323094,-0.011634707541313702,-0.017003795882418325,0.09562948454847243,0.03298804592490675,-0.02255512598954662,0.03312398352421542
PF4,-0.01080697151615368,,,,,,-0.002369246269580836,,-0.008365046299552507
ANGPTL2,0.04292768927814959,0.04651865077153477,0.03581408681704859,0.025595595714091982,0.07306202287555595,-0.06468885894568892,0.045541705013600414,-0.04019047843131987,0.019618287510031
LRIG2,-0.02054100787500967,0.036896114544702346,-0.0074479750303067535,0.001415020605635716,-0.011838311214577945,0.11161062261012564,0.028502208733054625,-0.0018278757656499472,0.012581607908588296
ICOSLG,-0.0038290590214229638,0.03855971984848056,0.006037027098253946,-0.020137032325290592,-0.045566983832131654,-0.08148840279456745,0.055535401983487116,0.06574430494734781,0.040834141468322926
WIF1,,-0.0878278791635772,-0.013892229324153004,0.03983006834392785,0.05347835967092147,,,-0.015417788918446898,
NPPC,,-0.02275106189628897,0.01513108049758856,-0.014746206905895343,0.025453583732968722,0.007246431656577914,0.08426118113279663,0.02701935968708251,
LYZ,0.025422547973283062,0.09330289253134044,-0.0069953635419298665,0.03332466782937705,0.01698473115607136,0.011125820103175406,0.1108141828479959,0.015722014691308933,-0.05155250172376051
EREG,,,,,0.04236324327641576,,0.00011404357350584463,-0.02065746651033084,-0.027104773479465428
SPTAN1,-0.03443386702052591,0.010735620485785287,-0.030996799027280107,-0.029722680815692633,-0.052617356207594036,0.050246009109492784,0.020166285113401534,0.02050099700066862,0.044461260458252605
PTH2,,,,,,,,0.04709608854895472,
LIPC,-0.016265069705794027,-0.0017142232363675713,0.00783123948736826,,-0.0313277400006485,-0.02229235610075375,,,0.06230755953408598
COL8A1,0.0023734311092780016,0.1055452561732192,0.005710614997202409,-0.05102077734875722,0.032690347837727736,0.07951108747420702,0.0702368977479669,0.045227090234915696,-0.017724381300721955
GSTM2,0.03138689168445852,0.07834425897404272,0.01107394920316498,0.05433848947853201,-0.008629510329103644,0.040298261915104265,0.020649017090848234,0.018750445602047094,0.04948631661535078
SPX,-0.013916004141953205,-0.02799129028390351,-0.017403816969638716,0.019161604026829523,-0.06449486868806764,0.0672268954141608,0.01853594074444237,-0.0408159068691333,0.04792157654641837
MFGE8,0.03462567047549897,0.03508939578694333,0.0564886209580176,-0.03216717827540002,0.056366945276353844,-0.017346611737365094,0.005196531926155541,-0.04376128990370755,-0.020671499418108353
TGFA,-0.030738345178143806,0.03295678308779818,0.0030684431077247463,0.08462535269710568,-0.015326638295332947,0.09050007363740165,0.012063243447214295,0.04136919341777004,0.056647294156055315
SLIT2,-0.028178841633274873,-0.02511093308969629,-0.046327467977158254,-0.03487067746371224,0.006766529805145506,0.017882460434711384,0.11596013149291716,-0.008735877439638813,-0.028194754415836017
PLTP,0.0037957650272321436,0.11362932583529765,0.04705346151041964,-0.04010648636292401,0.026280601040041002,0.03570542300113348,0.037940013948943925,0.049079559786194805,-0.05651693670409868
APOD,-0.0323007946494167,0.024215414218685092,0.019474238709546135,-0.014139681467486976,-0.04403504996274682,-0.04708782713001564,0.05485704279575058,-0.04482805358973747,-0.05368385965071662
B2M,-0.0037188598148802814,0.1415293901696236,-0.02516281610055753,-0.01024578940220905,0.018277302268065187,-0.04032684153010127,0.13453110576737431,-0.012689193453982764,-0.07579820535828011
OMG,-0.032113336039493554,-0.03250738708123991,-0.0050171945349583354,0.05873255458943358,-0.03353191938159148,-0.05858094403349839,0.04399041593113073,-0.012836545816049042,0.09038152288443434
CXCL3,-0.022218104957044717,0.0469489133476147,-0.01776195859917826,-0.011351152700057768,0.0671610580241728,,-0.012014001949061949,-0.036629133968195955,0.005101554655287785
CXCL10,-0.01741038558291325,0.1499574868779573,-0.014521896931861296,0.015498619609320047,-0.048862423123942615,-0.03170833449528922,-0.029004169755264264,-0.022662500956802216,0.024190285977333175
RSPO3,,-0.02865748635628299,-0.027190302462721208,-0.027564044850942146,-0.03756745658039062,,0.10214956885096244,0.043111690079495356,0.07334098024166139
CORT,-0.01930056678078073,-0.049598200680966945,-0.004653416243720899,-0.03729433682325785,0.051191388775924856,,-0.022628508243740908,-0.027583839625629176,
NCAN,0.006782897510606319,0.028693950481535686,0.019930583941108755,-0.021619142820733798,-0.021544632775888632,0.11458755939832681,0.0054567258498007965,-0.0479055616906357,0.07301281384260708
PRG4,,-0.024825169047662774,0.0017412543211105897,,,,0.04270418730750429,-0.0015183595723824224,-0.018544090021819514
ZG16B,0.011682679140447945,-0.012630804031321668,-0.01229922782714087,,,0.08092831404203231,,,-0.00408563096018421
TGM2,-0.007757410482738755,0.08120799875340456,0.04270293769736927,0.00927784270803123,0.03384059379184424,0.05320847688637406,-0.0010298260426476553,-0.027226581041261973,-0.06948214882144313
VEGFC,-0.016698193764772187,-0.03273042672165182,0.0001383978533861257,-0.010403291428663522,-0.019765812423555865,-0.042238030038529925,0.011333949103803911,-0.028306676974610055,0.008929480417421257
WNT6,-0.012026457712407524,0.07412927632629901,-0.006398430845561583,,,-0.03098936492543195,-0.021670345062830974,-0.022011608366187613,0.07879599608341176
NRG4,,0.03273309796974489,0.013284662098076256,-0.027369395910450137,0.027197982226704283,,,0.13697078484818945,0.07681073074953987
PMCH,,,-0.002774253078412619,,,,-0.005591377515086583,-0.01260999468810935,-0.004808942681192248
COL9A1,-0.02987076323491685,0.06326190186265664,-0.03296353693388323,0.0024676927125753334,-0.017249450066108684,0.04334675321265011,0.009616258525399232,0.007425181594010579,0.05317725076863615
GDF11,0.05703311694779527,0.13373185491059644,0.014920642929596507,0.07623535513961799,-0.05897601122621245,0.05625854478984909,-0.009786634477454684,0.011500005589670154,-0.006951979781032736
RAET1E,,,,,,,,,-0.01967508714748578
IL24,,,,,,,-0.021279302177329634,,
SORBS1,-0.013551664919265323,-0.026325629780331608,-0.0602720991134941,-0.02098669097866303,-0.03449904084982321,0.03846160950061567,0.021690753591557903,0.0375666336159264,0.021141986860220754
DLL1,0.025312843163808264,0.08917382720976956,-0.013980323978026251,0.0030447164289904814,-0.023922702051868316,-0.00240851147409372,0.03017565348486162,-0.0026150773913592496,0.05517171731225258
TLN1,0.05781650527016311,0.10370839576113612,-0.005335235671797792,-0.032493344677786716,0.012178902413068165,0.00968069731284247,-0.036729660967666534,-0.06190818948385955,-0.06809262414586721
COL2A1,,-0.022913950968640212,,,,,0.03255118380054464,0.02876806922442404,-0.026102173242656703
SHH,,-0.018013149651993323,-0.04466841887035161,-0.012182920358327033,,,0.03259981723736129,-0.009321115629159923,0.010523902370054147
PON2,-0.037888273841139956,0.07836736002325355,-0.015949696727841415,-0.06361023674580368,-0.04152503020274772,0.010231705384341252,0.05684191417255867,0.010698455092903224,0.016203816772423926
ICAM5,-0.015480752022968875,-0.010113202154538701,-0.039963468356090506,0.0018275297246907998,-0.04002767809537357,,-0.0036837059639185164,0.007986094079346324,0.08275828924745275
HPX,,0.08502799364344406,-0.024136472330817702,-0.010610650511550837,,0.0014293081758522555,0.018384555263724837,-0.014064492531164341,0.04196918191008852
SFRP2,,0.06612626553171828,0.03522628321557117,0.03387346335503586,0.0066342069599962875,0.007815486559808106,0.022257656882715623,-0.034950063228669136,-0.04188910057310511
CFC1,,,-0.015478695327853518,,-0.017967792705564065,,,,
CD70,,,-0.02887318637671597,,,,0.018717630867528496,-0.031894156926005314,-0.02736380573039375
HP,,0.06547981664335654,-0.003983999238593292,0.003250873182832137,-0.01406777829949635,0.07856961838430246,0.024379632173631132,0.07107070355270428,-0.010356968877665082
CXCL2,-0.01855205744989186,0.1382364874988547,0.05487045347318819,-0.01474620575181166,0.09206452027427187,,0.006183106932345075,0.03989782137466787,0.015114256551151586
NPPB,,,-0.013553775127298535,,,,0.009088383454857409,-0.018846940363051158,-0.018193540529557437
CCK,-0.04426310351569317,-0.10252340416280299,-0.05733108525100408,0.03716003656027937,-0.00943946695080798,0.15936976245124798,0.03232125395291967,-0.04043670249217017,-0.023601933511477654
SEMA6A,0.019277632784517766,0.08700786286228697,0.024225885106190156,0.005795428523850289,-0.04292270885046232,0.006188355466076265,-0.03279077300788192,-0.0678498276710549,0.04085589770347259
IRAK4,-0.02864185912221324,0.10615707260574318,0.005426163685552882,-0.0015905388491900085,-0.055872129374818225,0.043428372551625814,-0.020202430384743366,-0.018025856112418033,0.004529581737307164
GSTP1,0.009070431037640537,0.09881778779497255,0.0160881648849572,-0.0527811023093972,-0.024946744146689036,0.011218793539597866,0.14021230200767298,-0.051712934027763405,0.05130832042912493
VCAM1,-0.014233558709037355,0.061800821669478104,-0.008019591201872282,-0.02058261538120582,0.02896955419405501,0.006046450460590614,-0.020503896226472997,-0.006043746758460069,-0.0054671835067785
NXPH3,-0.021138466810873082,-0.005974458123561062,-0.030424463050510567,0.051114503281030524,-0.05535948291829561,0.046662738309196074,0.013854853150329919,0.03373821730010872,0.037821902638215006
MTMR4,0.028797999474326118,0.01988700151391558,-0.024941661321524266,0.007663857161773144,0.04599614014843868,0.0637556034306868,-0.019436902275441696,-0.00949399236723284,0.07197380285884797
LAMC2,,,0.048918314665866616,,,,0.06297486347442359,-0.012239966724222775,0.05159788275721815
IL10,-0.017225756200031393,0.020765616812047895,0.060857902620742865,,-0.00036122144714611636,-0.0036746306753260337,0.07799622884226821,-0.03048002120230807,-0.037926928447454
SEMA4D,0.03910060384874887,-0.05844900278421242,-0.017453800146883892,-0.010505875186452445,-0.02801291606548241,-0.017771533499158297,0.027185769733292817,-0.018420928529616583,0.024108765846505936
TRH,,0.06154581914242975,-0.04496293283227855,,-0.027980912228042863,,0.00832517188416571,-0.01681744709576608,0.06235422764597678
SEMA6D,-0.04041806270423146,0.07661947569349563,-0.007537654043175063,0.0555722734036638,-0.013825909988093313,-0.020587452622208024,0.005686892793745593,0.02025579030134767,0.05743765986849948
CEL,,,,,,-0.029632889625419864,0.07560212258828666,-0.01870538800865504,0.044495358807806966
PDCD1LG2,-0.031047380578281072,0.04332620420369306,0.00772128991823714,-0.010478591430154416,0.1063148422018436,-0.027662234928822936,0.04004695239477973,-0.04395468436399693,0.02080854169222632
SPINT1,0.006972769070838091,-0.027730722576911362,0.04552825448720763,0.06471679034637677,0.01390249508293472,0.037202669502489585,0.1283301699129471,0.0035341418098686355,0.04729780953580637
CTHRC1,-0.018041043723173413,0.09840180274429898,-0.024894375998430866,0.01341363152852363,-0.031112881533489317,-0.01579323318722912,0.01887798294907312,-0.04670487612113507,-0.04458661135480766
PODXL,-0.001973056814596733,0.11589800204360647,0.03707401189966673,-0.0020177175612635764,-0.027304527836117944,-0.0030800828372872925,0.020161525159367512,-0.06406213274964984,-0.0007358640915205825
JAM3,0.01314413936592031,0.0752168281387744,0.017878110692693655,-0.025563547060458092,-0.006772365715240188,-0.032116241749965024,-0.028948355616284966,-0.02972472219312807,0.012224124884248866
TGFB2,-0.004830145519832966,0.12040800969748339,0.06932311962006527,-0.0396393218335316,-0.04323346482236601,0.10046276263741014,-0.028038526935902894,-0.0697830691443941,0.0003384020952011864
COL18A1,0.0004473986800704895,0.1164407348022578,0.03586324542471788,0.013009368634716696,0.019125992902365118,-0.020581597501182446,-0.02479106378747958,0.05719459332173436,-0.07334058015582395
NODAL,-0.011583495137194526,0.07409614380740726,,,,-0.05670662659371818,-0.02628495079734883,-0.013997319963619784,-0.013029676959220166
INHBB,-0.026285482026546958,0.06450867628586932,0.018622751825657965,-0.03190206493054551,-0.03870610798509527,0.06196867858572051,0.03162100950967986,-0.009523613466289663,0.08016010792569106
LCN1,,-0.020108321101128885,,,,,-0.02482281141519604,,-0.020607328066821664
ARF4,0.0019196357142755953,0.10035622792600594,0.027603669567131887,0.03017018632518083,0.020012388928677804,0.07440625494004567,0.048181850132577524,0.03517093605171397,-0.019174847073518405
CXCL14,-0.011075643303282045,0.004724656392104329,0.022208798930711055,0.030833376664179526,0.01716455122749819,0.008072083612731871,-0.021079690538304437,0.050933603261281414,0.04839026212993708
LIF,-0.014658248609052954,0.08928225076298354,-0.04823753542464491,-0.012579168417713308,-0.024446191687520116,0.006491759271177787,-0.036609313324816865,0.056071725740862645,-0.04070032419391006
IL17B,,0.026616641258781586,,,,,0.05414577532526516,-0.01741396669404486,0.0013156229230839923
MMP1,,,,,,,-0.010133017951030238,-0.01260999368947493,-0.022128787702571352
MATN1,,-0.021082207610716802,-0.013723999914678311,,,,0.09264757355092663,-0.01794696215553389,-0.02478398485923201
ADAM28,-0.02842724674554497,0.05523139691433395,0.0017116189720377004,-0.012598808931797458,-0.04666846627790706,-0.011659521670813994,0.03995778805385872,0.11320660895594875,0.0408195670449189
TCN2,-0.018427019532628434,0.12921303760306607,0.051388516049412844,0.013402404077888794,-0.012761304197225544,-0.015450408143585172,0.03758015398283801,0.046959562928227574,-0.01623133977931369
THPO,,0.18172972375708893,-0.02817477674339211,-0.013089819290231286,-0.02426707838117606,-0.033611835520228,,-0.015568158405719214,-0.011203539627146868
CUBN,-0.015800382385975056,0.003268274145400476,0.009679483243457618,-0.022762225493675663,-0.01866060692579064,0.043879308146366196,-0.02479341135674846,-0.04953565095925737,0.0319219934944956
TIMP3,0.029862844559290037,0.04970911692160047,0.008236135527605019,-0.009776407383303386,0.03822784342640081,0.048876358939249576,-0.01625586367648514,0.0679600600974037,-0.06438065430003401
PIGF,0.03564328026622516,0.05655175199045448,-0.005853566677171664,-0.023903987037409643,-0.04852677833773932,0.05299910740714413,0.001822601797049383,0.005221433304247346,0.09281437387278896
CRH,-0.014537255853410142,-0.030921310093676862,0.02956493246014853,0.07459094181113347,-0.020817681721650397,,0.002468467298042576,0.05791099947900649,-0.03055803004627229
BDNF,-0.013004431298665055,-0.06761408270393013,0.02961015437743714,-0.00818809206491226,-0.024086815293292475,,0.01589406290209595,-0.01663094707991511,0.028656703860771966
CCL5,-0.052041371876323315,0.10749482902578643,0.0438897939546554,-0.014328541049787242,0.014561737435257118,0.05595667120910818,0.0049229217846432595,0.014867999837067564,-0.054359161762323666
GAD1,-0.03511504051294799,-0.04925613064832837,-0.04606279154010408,0.04003167127785414,0.07403332201705572,0.02840244514258369,0.08597806782797285,0.045811281093926806,-0.008977043995589355
COL14A1,-0.018140660816642257,0.08769802188999194,0.028349151578945363,-0.01714583142780485,0.0194019617219658,0.0839675519669806,0.013590130282643026,0.08048916358078823,0.004238161112269883
HLA-A,-0.017664137933055487,0.13382838172561645,0.055046594641529105,-0.04372462562059494,0.021872851070443112,-0.03410069037964982,-0.013668731450874322,-0.032556370787054985,-0.04970405327930481
CD5L,-0.018284692207112,,,,-0.02532539773487789,-0.0013756227184784134,,,
FGF18,,,0.0041884354699393,,,,0.057328758056348995,0.0475242576802524,0.04107213054690545
ADM,-0.028385767985120786,0.10955484714791693,0.024529873423062582,-0.010206949489129794,0.014770895545407017,0.057408607244396934,-0.00664921442783847,0.009066232107579165,0.006219038385860829
CCL15,,,,0.026259653128140437,,,,,-0.01767382664166853
GNAI2,-0.02077447757706587,0.10851623852950706,0.015526729880150029,-0.009161651211158738,0.00474798618365952,0.05605895709887648,-0.05088607132215202,0.011369408218591058,-0.037413612268168306
HDC,,0.033191412221076834,,-0.015935171343824512,,,,,-0.01631345565102473
COL11A1,0.02772045915675618,-0.03655862037294536,-0.017610606041586686,-0.03763165746035021,0.08028278815745499,-0.04917183465097128,0.03232948346956335,0.009011921771815985,0.03219665582041084
NUCB2,-0.03201824054232954,0.0587865741671739,-0.022878789037268837,0.004374433096505865,0.07784235286897598,-0.015716920504291264,-0.030036186185423495,-0.002190371411570394,-0.01245934017746773
CXCL1,-0.015594998970084754,0.022532652661934927,0.005398944270234611,0.03561625766853729,-0.0345517073910081,,-0.007455574899112638,-0.02528598535464713,-0.03398054427487774
VCAN,-0.05035937841468571,0.09134128493530927,-0.0002657089000477359,0.055448532357830455,0.013689604183025844,-0.0001245815928570174,-0.05452095253774942,-0.02600647925546685,-0.0935249268057247
MMP7,,0.06582113541635032,-0.013553775053245757,-0.010076968663474696,-0.014903633493424289,,-0.013593423346803225,0.02377101556699873,-0.04912839540712428
PTPN6,0.0028504958466220704,0.032450398446728854,0.008825524883199059,-0.02187893214676569,0.03749329182482018,-0.01807825544530418,0.04396299590605278,0.015726152162728144,0.025582575347824238
PTGS2,0.032075947093362804,-0.06746020275859012,-0.024089149491200498,-0.02540426654699761,-0.00465715727536363,0.0019903616824776607,-0.03143363736090605,0.0005195432959345452,0.018453095564852178
XCL1,,,0.07693640666168611,,-0.01954932659033512,,,,
CD58,-0.038757694087079304,0.10933643707844476,0.0054797256653720755,0.009457145024960414,0.040923232356101444,0.12134830397317242,0.029760335938471806,0.01760120654973107,0.03299745918103632
TNFSF14,0.003737615698729829,-0.03058255342046961,-0.028050238289625856,-0.011634707541313702,0.06828013713334444,-0.030395979827859826,-0.022560198107684466,0.06313676513441571,-0.032602405095954114
CNTN4,-0.012732244747668205,-0.05211647305842243,-0.029371350826432174,0.03013012210381423,-0.045560663868295874,0.0391788531837134,-0.01571884675580311,0.025286579557792933,-0.003238384969123948
INSL3,,,-0.015628928163896123,,,,0.09272806977438616,-0.01820816734152103,-0.024199477550673712
BTLA,,,,-0.014857919466812282,,-0.04305703459256086,,,-0.023399684801673717
MFNG,0.02392314951160776,0.11653779154966783,0.029493764264835694,-0.04090560797677426,-0.031006789225526087,0.0009292552263898337,0.08058757214675068,0.0003932195681989961,0.04343006486747836
ICAM1,-0.01653196347759036,0.08152598243978475,0.002002928638236467,-0.003198382337209321,0.047232597857828816,-0.033239378222844895,0.009351602961698196,-0.03250590829953017,0.06815563176714914
PROS1,0.031477821542103296,0.08922336210027543,0.024108721889803758,-0.004744299361837493,0.04326733129204421,-0.021939259546383698,0.08764931898228599,0.06853948533484583,0.013228619226754801
CLCF1,-0.021015702033567615,0.01602808728106286,0.053336955180039884,-0.022791264700669292,-0.03428047203802392,0.10429087816804437,0.06647163708881659,0.03968026790739623,0.02099680153340417
PSAP,0.013918283665464853,-0.06644921251784958,-0.01553118563126889,0.029388261915261685,-0.009723607475683828,0.010908569029489144,0.023689050304386006,-0.007054196978525252,-0.011799123505256507
EFEMP1,0.0170631217171168,0.08363144300712302,0.030243023239705503,0.004778766898602324,0.02850838906179483,0.03149124039368188,0.12742752858535272,0.027406006017628947,-0.055931357898251176
C1QTNF1,0.0433856035618236,0.10304813658958399,-0.018444066465747578,-0.025820000394766746,-0.016908686134088195,0.0406367963230211,-0.022413648766439746,-0.015017131714261682,0.08299796084817532
ALB,-0.006361066267102429,0.03714303672101681,-0.0170626903326294,-0.013214570431540595,-0.01909031827124585,-0.025639366967004428,0.01476471684959868,0.05864456243389448,-0.027363814270304404
CCL13,,,,,,,,-0.0014842961324905307,
EFNA3,-0.009552243238709878,-0.039828165009068245,-0.03635423784167788,0.010677691102137364,0.05078969353252483,0.030580212429142443,0.08570845843627564,-0.012190948359580801,0.02230160675669403
