,UKF243,UKF248,UKF251,UKF296,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk
IGFL3,,,,,,,,,-0.026194752374959662
BMP1,0.07780781260478094,0.022829419353843083,0.05263267468475104,-0.023126540869210576,0.10560769996267426,0.06792266472481631,0.04537067678374907,-0.002125688891630996,0.012321853796962367
NDP,0.01911978260895881,0.07197183649161318,0.03808272573617776,0.026324899538286203,0.06956715178440999,0.05016759076986878,0.03138472446853527,0.020566259415827157,-0.022215507373488312
TNFSF18,0.01665022935921281,0.012856893951706921,0.016866439410475626,,,,,,-0.027014185759764102
IL36G,,,,,,-0.017136234005914495,,,
RTN4,-0.0656199919386762,0.03664450374220821,-0.03646140388864222,-0.0055621438041151845,-0.050729513687111726,-0.02874166434194729,-0.05376649366437892,-0.056078882282347586,-0.04837323575256138
HEBP1,-0.03613441620377893,0.02326800565427911,0.028627700571896293,-0.03672672105768466,0.014703659273979677,0.03558017330966567,-0.013037226750423497,0.017162894377013467,-0.03480489683959759
WNT7B,-0.042073167856336455,-0.04491027922798815,-0.02064963311753221,-0.01598316566201685,-0.011623867645689515,-0.018834695976088774,-0.03973826369492819,-0.034870372054643294,0.02199024523672562
PTMA,-0.052052730601401725,-0.030534257153804874,0.032281616177702185,0.03844208474171174,0.09266153101623835,-0.0017343806786617334,-0.013614403550576075,0.033452363632554404,0.005504632411800872
CEACAM1,,-0.0074759844818216735,0.06422257268915786,,,,-0.022267309113619727,-0.016893071826819338,0.10667519044080408
PDAP1,-0.03556289943292722,-0.04415210310234455,0.02063553546054084,0.0009072380970040857,0.07566555507588907,0.004021381849303489,0.010389764492839388,0.03372457674473574,-0.0033188063369359185
QDPR,0.02340403378113907,0.010340886143881154,-0.0266976664074011,0.0526786611920428,0.05668192568747434,-0.027650896184557183,-0.11427598337635077,-0.003277658025286486,0.01357249260973748
POMC,0.03884668069795746,0.014739702549138341,-0.0281582151562231,0.05690202505432384,0.022659819247703016,-0.016019991981852447,0.000354276668889396,0.04753970855126021,-0.004242529988515455
CCL18,-0.03544152407803414,-0.028053889729055377,,,0.13228968356100537,,0.028975349303530355,0.05331733168807533,
CCL17,,,,0.09775516751030813,,-0.015654436261921367,0.12263521557304019,-0.02438620971949971,-0.002828962926462031
VEGFD,-0.03993223861880213,-0.01592657221180008,-0.007934119326167577,-0.014510833965125626,0.07768210708968531,-0.016777344212027267,,0.07936828965470412,0.02480288511250223
TNFSF13,,-0.00531182956537034,,,,,-0.0008660908411884115,0.03618093931055274,-0.009899420875771975
WNT5A,0.021721645181099897,-0.007493564528620289,-0.031261067817378176,-0.02146746529977215,0.10040035610252152,-0.03774914284457012,0.037167205682477444,-0.0009206061967300729,0.01934714754494523
CXCL8,0.0015201017144616056,0.03474282851332186,-0.021253203677477652,-0.01351311954036196,-0.028567488021993364,0.001395229514361234,0.07495497983676602,-0.022945897749770825,-0.049033971994599974
GRN,0.02364866989550537,0.031200833680438113,0.053152193152710685,-0.01411825429989842,0.021502671337780957,-0.010284125021378774,0.0722907656283956,0.021787648335261114,0.031513207903945184
MIA,0.06357684678144908,-0.002635784728846972,-0.020186148574744957,-0.016503017682152153,-0.031198892601253386,-0.022977341763124076,-0.06059912198928933,0.0551109070326307,-0.03227483037702199
COL4A4,0.022154373761616893,0.020146916320234215,-0.03394708952832288,-0.027723757264556857,,0.0072893097840313545,0.08981512544269013,0.003848740313446099,0.00611542723778498
TAC1,-0.050345821961510294,0.001433766188851136,0.0030554659261465365,0.018770739278190222,,-0.039500549303230124,,,
RARRES2,-0.05317237258415476,-0.03230359132005345,-0.06405784361799281,0.008657978704926819,-0.02374273141680551,0.05351709452057115,0.09637637866553012,0.009153151982246364,0.09937612952201823
FGF7,0.001126462667768815,,0.06715604487537304,0.0062796340096947555,0.02324239519415007,0.0046954672547759296,-0.008429347056983862,0.006479052062218844,0.009960954331183255
EFNA2,,,,,,,,-0.016055734235042148,
HBEGF,0.09194056566985315,0.028706769924704688,-0.0011719194699986988,0.029107717768226824,0.057284846537554376,-0.02057518742762347,0.000840904635091072,0.02751069891909262,0.04054271064987312
CSF3,-0.04019873535710905,,,,-0.02312954614561902,,0.15547026560419802,-0.002848094906575612,
PI3,-0.04762139650544038,0.018567259295803003,,,,,0.05334263270798283,-0.02068954785361364,-0.02934419229021245
PCSK1N,0.015783283577702163,0.005024232148516834,-0.03402257988346398,-0.014426932388948136,0.051975223649842514,-0.031010507221132282,-0.0327372507666938,-0.02034383385827474,-0.05208423165323091
NTS,,,,0.04048870286329739,,,-0.03685410511884719,0.022088186439519947,
SFRP1,0.01255528560768501,-0.0004332951828642321,0.004510423437857824,0.008643306940938142,0.04193902429717802,0.017349289597479247,-0.06097407349687487,0.07826160524665704,-0.05686313154397944
CXCL13,,,-0.020172382159673236,,0.10049118298916723,,0.018350465901279086,-0.010663214312213039,
MICA,0.07483142004639297,0.008974991028495711,-0.02673480319011287,0.019480718397384727,0.02215393514404658,0.015332661391178396,0.014099203360271094,0.1402188228608934,0.05459759810822271
TG,-0.032044808271394006,0.038456735926347865,0.038616175264379764,-0.014316638566195933,0.0325164445766238,0.0056179918817418645,0.061640929316705145,-0.007161609746730101,
ADA,-0.0340847225361982,0.024431244614786556,-0.04451778830059714,-0.023251372376342005,0.048069302016606336,0.0072200315347122936,0.02755082068756315,0.10696989177498811,0.014420945517477744
LAMC3,0.015755184848851866,0.0657973640051645,-0.00324886108851125,-0.004288890375714266,0.008677952115859706,0.019882353554847056,0.044680980707277856,0.053180272760571454,-0.01803638707858902
CCL7,,-0.017844643797589377,,,,,0.014226236419115879,,
NGF,-0.023159634148519702,-0.00798317561857534,,,0.04197299330278514,,0.004534697898062102,-0.015839918154989,
TNFSF15,0.057066784128924165,,,,0.10177309612198177,,-0.02308234624918544,,
HMGB1,-0.026120828476252834,0.04282418625204772,-0.008647552802277012,0.007901954028442383,0.05173330754698443,-0.011206239226056538,-0.032615102821375,-0.009713491585012168,-0.0008517315735027689
ITGB3BP,-0.039309604188837936,-0.04256232081332687,0.018390793294326246,-0.02643031502107757,0.04235744327593637,-0.015513908878961263,0.006181146380561833,0.02547562269517968,-0.024408312385068416
AANAT,0.003963823362559703,0.01444872217438937,,-0.016503018600092133,,-0.020998928882365677,-0.0207713467796554,-0.021606669654844306,-0.005727974436218867
RELN,-0.02543289088867516,-0.00849996535738776,-0.017080557546474515,0.016717233271203235,,-0.008717078525655437,,,-0.04263028806638228
IL15,-0.011464448796271006,0.030450291232721253,-0.027453357418402907,0.019532935474661714,0.03469183632352351,-0.01947553598368935,0.010886082114117825,0.06384354872895386,-0.0018293085829973427
UTS2,,,,,,,0.1533350457093378,,
BSG,0.027116349210852556,-0.01952911407845483,-0.07291010163497168,0.010660864514713684,-0.0019086601266329955,0.00543094752169668,0.010562987474603014,0.018249879627412695,0.02957437751921017
ADAMTS3,-0.0119313734184847,-0.004310426929625632,-0.018938635989061592,-0.05330723478879484,-0.02371191940548258,0.02086466613741651,-0.06250015446537534,-0.0010361717727969543,-0.02627864591900667
CD34,0.058158635235125,0.05095780717101929,0.013385296944562778,-0.0308766997092848,0.055789381945507845,-0.02082521877301701,0.011090501259875596,-0.021519832447519007,0.059665846530091673
PLAT,-0.0022127842808507586,-0.022125646436090794,0.031796846812357914,-0.022835532403361364,0.05512022625369872,0.008495123083859465,-0.08274026665651786,0.0221232516391447,-0.051428164016415666
NTF3,,,,-0.0044659137639597515,0.00386869920172812,,-0.06565579927281384,-0.006653232460900448,
LTA,,,0.024545019260392372,,,0.05241731537916071,,,
CKLF,0.06497981641940809,0.021075322833519587,0.03654750308727793,0.00029678092508863467,0.03581058893966283,0.008344215598401827,0.0266947797391419,0.011351325531413919,0.00410701688767229
APELA,,,,,0.002106571161667254,,,,
CD24,-0.016557618747376785,-0.03250460932321472,0.01256019191184152,0.03791832693292421,0.05636617466901195,0.07707819243600238,-0.07885329429942557,-0.024936323029343104,-0.0149492139430214
HSP90AA1,0.014408668648022106,-0.008791989042244996,-0.04182154376881676,-0.0011757771124796459,0.008221520138727895,-0.11708533796705783,0.03858576010022988,-0.04914987423393079,0.017197170488774446
BMP4,-0.024942832526030273,0.06050881072026308,-0.016799123207181525,0.04986155113311699,-0.01939272117343081,-0.01659517022616343,0.012787649908545844,0.04437169515049632,0.06036347747270992
SCGB3A1,,-0.017844642013148837,,-0.013920457600077896,0.019321139857287305,-0.013589773133754342,-0.023418648277401536,0.024199036598709853,
IGFBP4,0.04723027479800446,0.04797023129767318,0.012875529226411211,-0.04043082356522516,0.03249291013048657,0.040302779287458804,0.07507748199404558,-0.0122565078400622,0.0018988145697449693
RSPO4,0.1556412831189441,,0.05370656473819226,-0.01392045556389607,,0.07532207626348121,,,
LEFTY2,0.003964420119211919,0.036106844055163005,-0.016041982658933217,-0.015263949776724283,-0.02488548817225831,0.03456494417436573,-0.02009903079258151,-0.018461209682213583,-0.008972119874365537
