,ZH8811Abulk,ZH8811Bbulk,ZH881T1
BMP1,-0.0654594672920677,-0.03497490561167862,0.05519948037132919
NDP,-0.03903331218706177,0.06494667157370528,-0.040328464190494635
RTN4,0.10626007194507558,-0.06606977412877774,0.012118077015697015
HEBP1,-0.04086481031445466,0.01277135713196867,-0.013171323851474364
WNT7B,-0.03717872858985806,-0.008395367040280141,0.01223958681449987
PTMA,0.00819175663172342,-0.005143564071290338,-0.00809440301380254
CEACAM1,-0.02083307535319924,-0.0026383817881544124,0.03751485128067287
PDAP1,0.026546957751812535,0.030557654282926217,-0.014853009911041107
QDPR,0.014291083603246059,-0.03586080344573585,-0.022687878199666212
POMC,-0.03053844918008955,-0.017619563604772796,0.09139869639305061
CCL18,0.023891200748320043,0.04513820165762151,0.02068965954437543
CCL17,-0.014780058613903784,-0.03189027269618148,
VEGFD,,0.050722047805611396,
TNFSF13,0.032076918194164146,0.03965264230949988,0.006633611054008378
WNT5A,0.06921608196881034,-0.04651919797964961,0.023097967040703916
CXCL8,-0.06930710867202483,-0.06629825699252022,0.044636758180901674
GRN,0.007498789326442674,0.0120731208283594,0.020447510557129775
MIA,-0.07233906466684743,0.045319198559873305,0.06160962441252461
COL4A4,-0.015363425733846043,0.03755012300373797,-0.029150139498317146
TAC1,,,-0.024954674870993766
RARRES2,-0.035020971187211036,0.026846130696114908,0.008598582695632151
FGF7,0.005854179240729199,0.005632681438506875,-0.006242900026938909
EFNA2,,-0.02099636429696936,
HBEGF,-0.046893275036641716,0.015505869657134956,0.012818358898671294
CSF3,-0.07341336750808526,-0.0783423422669241,0.015280633356092645
PI3,-0.007766693250160249,-0.07558827099247604,0.09174779948217045
PCSK1N,0.025861610081758104,0.027133213944589927,0.04998073519033855
NTS,-0.034480338198837716,0.006804116345137987,-0.01654068184428945
SFRP1,0.01887196372937687,-0.0036489907435244113,-0.040683093523599695
CXCL13,-0.03319904198343293,-0.015243180806376476,0.02189469917612477
MICA,-0.04618947022929481,0.08242156402066328,0.003774709064138587
TG,-0.019639002671444493,-0.031504671683135275,-0.017066250753453385
ADA,0.016682487493644517,0.04909917407834583,-0.03355125242143687
LAMC3,-0.06327025662034381,-0.0036518303323150995,-0.015632645303575006
CCL7,-0.022151901049540127,,
NGF,-0.02558367231845459,-0.02071413783683962,0.05778634558843244
TNFSF15,0.019948744650648335,,-0.012876854013732822
HMGB1,0.049141030622389795,0.051071148344899196,-0.015778111959381006
ITGB3BP,0.11035371222323274,-0.0058915679255190255,-0.011430538818934096
AANAT,0.0028611636829027997,0.09185453258464801,
RELN,,,0.10244811784644851
IL15,-0.03560290906660711,0.09195826524034381,0.02958777735553675
UTS2,-0.016549020043694254,,
BSG,-0.030391506747669664,-0.021344202431408266,0.004019981243073617
ADAMTS3,0.019969567079750953,-0.009298082415571346,0.05009291101404898
CD34,0.06006747233707726,0.04598331924758672,-0.064581325602779
PLAT,0.01364912897774356,0.058054992968791644,0.04672807222022872
NTF3,-0.01696723161019422,0.05579510527070772,0.02562154842745644
CKLF,0.08953444499598429,0.04086292865160492,0.010596543565441548
CD24,0.08237101147807886,-0.005099396580156193,0.02377218790482745
HSP90AA1,-0.012910739996425145,-0.064987711129119,0.02703568463194187
BMP4,-0.06622281465064707,0.030615005778540146,-0.044621350682728975
SCGB3A1,0.03630832411136934,0.046456629628348324,-0.026741162572165224
IGFBP4,-0.013929107189369296,0.01450792532768368,0.006635224738600757
RSPO4,,,-0.0180090349510304
LEFTY2,-0.01880445548636189,0.09179525498354785,0.051187903041879916
PF4,,-0.019244621524191492,
ANGPTL2,-0.027349649204865455,0.05235099608607864,-0.03194703615391136
LRIG2,-0.06064565731954066,0.05943820543476671,0.02497878477236481
ICOSLG,-0.044984733456396184,0.053217359920840035,0.04820614412807858
WIF1,,,-0.016741142376434714
NPPC,-0.03306879353390451,-0.036412114083304505,0.010298421773034255
LYZ,-0.04715787939812386,0.06390379793701337,-0.0026225129645213417
EREG,-0.044964387059063055,-0.01572598037955269,0.010974654192657566
SPTAN1,0.02290516178273717,0.036881690764166454,0.026304778195431956
PTH2,,,0.012743587405199314
COL8A1,-0.020668343260621166,0.05697683017609681,0.0017389628760091952
GSTM2,-0.03221693376805306,0.003782841533499884,0.09895795577383135
SPX,-0.02233456705227312,0.027445545024631722,-0.03578600944315722
MFGE8,-0.04162121217700833,-0.013097695212830244,0.00249895987442329
TGFA,0.026798991101137228,-0.058282094717642216,-0.0029717621782774
SLIT2,0.03949163947609737,0.03989940184636157,-0.007916726945261023
PLTP,0.05700046068701516,0.04532695630364328,0.022062892459282245
APOD,-0.02030614987186305,0.018942517935116136,-0.08874725303934479
B2M,0.0046021541126205845,0.14517594703486736,0.02555608920863484
OMG,0.048022188202969184,0.06210750895874401,-0.0030513819242420385
CXCL3,-0.02584073780434494,-0.02519417359916443,-0.008658384177046917
CXCL10,-0.02287467964771567,-0.010407543465045903,-0.024607689022774097
