,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.046363120805169876,,,,,,,,,,-0.02403121935070857,,,0.09007862660455322,,
BMP1,-0.009093107320840073,0.0037068232620786666,-0.008569958830493473,0.04197321714850729,0.018156557849522113,0.008544154880104415,0.03254232493972069,-0.0814275620787932,-0.05857061394081023,0.019995874454403824,-0.13323758209009806,-0.21454421290991899,0.06635307438358869,0.0166686247034892,0.042493039385973104,-0.10789283268512087,-0.12171514879274484,0.08800566586839273,-0.01735002887172746,-0.01903290416464598,0.021919787927951795,-0.07474470390165407,0.03147652893621627
NDP,-0.05983361360550538,0.058711358152470326,0.06317679430191618,0.03114613248641765,0.006840618757508884,0.04995740528606099,0.07430162356849714,-0.005396290432052578,0.034243519608692534,0.03137896075061622,-0.05742521285283097,-0.028686649696990783,-0.05740789414902856,0.04327402691501938,0.003555764998528846,0.009618973493209153,0.11587441770694358,0.09009191460492312,-0.03403235430826631,-0.09587761321041673,0.06893577549151872,0.0740597875966439,-0.023925433008599433
TNFSF18,-0.024338508268052336,-0.004881560380448454,0.026392647238444516,,,,0.04908849941655733,0.011600919603219021,0.017913291254212635,,,,,0.08850602885245028,,,,0.18233248341974942,,-0.037998680608950036,0.06746629838781927,-0.008690154171449582,
IL36G,,,,,,,,,,,,-0.04254557228243586,,,,,,,,,,,
RTN4,0.14979461972485889,0.03686302463129883,-0.028488948239288204,-0.049921730436752486,0.010346762782515999,0.05993648582860153,-0.06277825641702041,0.06425938565102779,0.1477344957044857,0.08408753850993068,0.3483117755967083,0.30083559441927504,-0.05452275522466967,-0.0001314479098625777,-0.06461103291115214,0.052234482712741837,0.03372799274187788,-0.08365942883791706,0.19139671466716518,0.02302577273421658,-0.015231066814938575,0.17437578095977516,0.13441269900207375
HEBP1,-0.103877344897874,0.027121565356193932,-0.040812381220878796,0.061232244048341565,0.0665379363654438,0.05974087226392959,-0.04067996101240005,-0.02674458898504608,-0.028026063081854295,0.012619231744693492,-0.14443065206513858,-0.04390101587127714,0.02461920351229472,-0.02728250104167315,-0.012002782513634023,0.11417090844281935,0.1463370644490245,-0.014486067716793179,0.05522144559048656,0.08554520607417519,0.0931738785007415,-0.02802236591006219,-0.11357202007288834
WNT7B,0.1305084630493015,-0.015005571058045756,0.01035306353767905,0.04842294273332073,0.05232296851948782,0.013085351772851611,-0.002429380522359375,-0.0249273686867839,-0.011884532154898257,-0.036944533595537093,,0.02796329571278127,-0.02161323340258673,,-0.03489713759875289,-0.0406184966194504,-0.0071495197481735205,0.012860357292728091,0.048415979105417485,0.0741387189074192,0.06184612208194567,0.007973504836337195,0.16925402613198245
PTMA,-0.009456903753044808,0.03376547872658766,0.02284055411837751,0.04926682064324605,0.03918990412038515,-0.03463412464768841,0.056254314068854325,-0.0342160005308377,0.08821435206040253,-0.039777956328943945,-0.4835325535341418,-0.33706311415978274,0.03547079148885449,0.04760216029755688,0.013304733890974177,-0.06679791731477872,-0.006755103828618866,-0.11635724662705409,0.006003733864220826,0.013639735924157178,-0.06074155106897727,-0.08744217773062207,-0.16633215190605458
FASLG,,,,,,,,,,,,,,,,,,,,,0.06807378910857052,,
CEACAM1,,-0.017254067971231128,0.03544263004957934,,0.019082127247573234,-0.03588961706020221,,0.03651095308216313,0.005995115413611573,,,,0.1058988663996677,0.053704312213056944,-0.03129631195816676,0.04446824954424158,-0.007171044018926689,0.01987987327886022,-0.0175478767827646,,0.035682100527154405,,
PDAP1,-0.07221858195030338,-0.020525739765230294,0.007285279711563128,0.02234335444108491,0.013395678347245555,-0.0015829107623071348,0.06380064444281923,-0.07527449300023185,-0.011025981587662178,0.0181102029046104,0.07348598839699758,-0.17035602785648624,0.018599395821792285,0.08172638779415772,0.05527611976360791,0.0051491875964940655,-0.11318822776661985,-0.11358448052032709,0.053822502545340295,0.003525005569662392,0.033363271596332185,-0.06017795143758146,0.0987709462594501
QDPR,-0.0016133038075437653,0.03867136392973227,-0.028894815014868843,0.01717274024125279,0.0072125775301696195,0.054645523958724365,0.03634752132266162,0.005820445888902208,0.035331728168445355,0.0068226957548676494,-0.3130442959550505,0.059775045551397885,0.1281218770977906,-0.0908656665718307,-0.015271173709514276,0.10633266029095725,0.20161769603363983,-0.13851312067568863,-0.015394965931023305,-0.06100187091543585,0.05789880888821214,0.12231758242082684,0.034708887027166895
POMC,0.031172987119591076,0.023072393365518272,0.048445117587952766,,-0.052668236851102515,-0.009752272951347393,-0.03099809332212494,0.05356211844193737,-0.009811858111697618,-0.04008006539231365,0.012931395031494543,0.0790737986625277,0.02744488057253053,-0.07494501697481215,0.026859933584097485,0.08548287238322655,0.01583477575109762,0.1130435606024637,0.039520484491762806,,-0.024456817592272653,0.03837369826351245,-0.06836370798471139
CCL18,0.04216208438634354,-0.05388277607871801,,,,,,,,,-0.10002038296415655,,0.08342604893520945,,-0.022189599739068668,-0.010189729617382211,-0.09398838364993518,,-0.06118863584901032,,,,
CCL17,,,,,-0.022016430332911716,,,,-0.03133414037609387,-0.022121425383493463,,-0.03886658814839273,,,,-0.08874755811624103,-0.07011121153235036,0.08132347641424867,,,-0.017587414911641484,,
