,UKF259,UKF275,UKF334,ZH1019T1,ZH1019inf
BMP1,0.004310336730379796,0.03743277817697275,0.011087533430331982,0.03470251825672643,0.07092385529276075
NDP,0.017114181104265012,-0.037693537031620955,-0.007394989586129493,0.09506064745451726,-0.031101350256213477
TNFSF18,,-0.010647509681371023,,-0.018651634308609416,
IL36G,,,0.07627411979802098,,
RTN4,-0.05469682913090094,-0.03266154044785319,-0.035006854828426616,-0.0755006674124275,-0.03194586566793416
HEBP1,-0.011725342505532702,0.025893909351398636,0.04252991476273532,-0.028968602683847083,-0.009697487334388674
WNT7B,0.02212865752479998,-0.02060344473268782,0.06498386157448943,,0.004839852740435136
PTMA,-0.023450630953267326,0.01304064847473747,0.011583833246495468,-0.0631224424422665,-0.10792911344477284
CEACAM1,0.0011413489731691845,0.06443433401973812,,-0.00412348368070302,-0.03240281184664561
PDAP1,0.02563922774642233,0.01717294492613012,0.004815139077558382,-0.08368653873363363,0.00012992232571014162
QDPR,-0.025836174334875953,-0.004411925590148317,-0.0038001086238467403,-0.08122364207131111,-0.11884893438440461
POMC,0.006030479422447577,-0.012354528249030876,0.0004845637499927009,-0.028520805187373453,0.009964633015939545
CCL18,,,,,0.040135926210912616
CCL17,0.041603308506251845,-0.013279517579130084,-0.013778667444112151,,
VEGFD,-0.02152515429131637,-0.014148202783512946,-0.014767024671161848,0.09028239331710917,
TNFSF13,-0.01332683842363543,,,,
WNT5A,0.029533851052711828,-0.011607168708403885,0.019270518557503103,0.01639935422489977,0.02738239342393661
CXCL8,0.048389519055095344,-0.0014218740093816633,-0.013735117379947053,-0.05133539864378102,0.028211265974007978
GRN,-0.044067037265038474,0.05089323638645133,0.014873829242244384,-0.031204131875292796,0.11394805938701388
MIA,0.0017348916480567536,0.018427903377232328,-0.0038823758225785348,-0.03902308746783807,0.029287761452799075
COL4A4,-0.0033936818974443835,-0.013864227203243833,-0.01961814380966061,-0.009918942327070935,-0.029046474050629094
TAC1,0.007486388426358407,-0.05516855858956807,-0.014583591307855333,,
RARRES2,-0.007351943278245004,0.03929904566309856,0.02102625374069634,0.004522297429624629,0.041262782930510555
FGF7,0.008174433856433648,-0.03160527851273665,0.023972419077365546,-0.022727221638186714,-0.04867946956220989
HBEGF,-0.016963074771418354,-0.0031004097181651586,0.07240446411829903,-0.004114298269298028,0.07599432836144919
CSF3,0.052527843149533134,,,,
PI3,0.0057573769353370455,,,,
PCSK1N,-0.052263676841808576,-0.043388009248590174,-0.014879077711884889,-0.022156569225576007,-0.03252064032959894
NTS,,-0.015838267966539643,,,
SFRP1,-0.01685787031756356,0.041740246408078364,0.03654704887673925,0.03499563422971336,0.09877902175811408
MICA,-0.02211387480962748,-0.006402216460636678,0.0185630405166621,0.005548497258466788,0.03173162103475321
TG,0.04626046914612796,-0.013378611417638507,-0.020697502711525435,-0.07106769172898093,-0.03740724900352876
ADA,0.02660060433927304,-0.018947512523081605,-0.01927466095706477,-0.06416625964947228,0.07112099491036906
LAMC3,-0.07308238767433159,0.030341487701179674,0.012774128489969231,-0.11884038617751871,0.10668023198352411
CCL7,-0.01315301318675783,,,,
NGF,-0.0011205553791915962,,,0.05136430615744901,0.006159071682900127
TNFSF15,-0.01464652348908917,,,-0.0452321521106873,0.025516895237238105
HMGB1,-0.02055927703181066,-0.03256864438818677,-0.01730331583478927,0.009466726515853442,0.0026327463128332906
ITGB3BP,0.0008527019540392749,-0.04157998771855155,-0.015663185084643438,-0.09403768830660504,0.06949824468235025
AANAT,-0.013326839845983528,-0.012031463432730795,0.05405370864362941,,-0.02392851562888897
RELN,0.002457429898665184,0.0554560202183436,0.047061941488261406,-0.08276452552772749,
IL15,-0.0032094950945078127,-0.03412645718673844,-0.017141909751668006,0.06754715325961604,-0.004252323801176816
BSG,0.015859523117789227,-0.01698447644495486,0.0392609951020618,-0.02104551792352108,0.03312880083220441
ADAMTS3,0.011300795807878686,-0.022351964549976146,0.0330190238574804,,-0.003978007498790003
CD34,0.017618569977889197,0.02735727721671713,-0.03969791651141819,-0.08152962390752534,0.08873675377258795
PLAT,-0.05317930548764873,0.022027656090986822,-0.04600560943474342,-0.008963743891829861,0.12071062688995558
LTA,0.05325779333100839,-0.011587553160305459,0.06361349230524817,,
CKLF,0.02042849682509964,0.02412293384506459,-0.019763518259038892,-0.1601104559577606,-0.01540001867996678
CD24,0.012497203772703734,-0.006387162002202795,0.030235773722188025,0.05554777384108835,0.036172447215167734
HSP90AA1,0.034718986966376236,0.03301471567114284,-0.06943780469098927,0.07685528546386579,-0.007845221060426393
BMP4,-0.009143657544478363,-0.03323646746246828,0.008226202932279608,-0.0951218962165447,0.06582464974558509
SCGB3A1,,,-0.011961399408958894,-0.02177387143281069,
IGFBP4,0.015650583738461635,0.06274630877709007,-0.006549164680789303,0.0018483111742481158,0.09660399948686074
RSPO4,0.04528566081587681,-0.013477029757715937,-0.009466856770300397,0.020898465892495548,
LEFTY2,0.052944415334241185,0.035902315235606275,0.010220197831573607,,-0.007549421941145395
PF4,-0.011475744875635106,,,,
ANGPTL2,-0.028542879873025277,-0.0014311125302123198,0.019058383910604562,-0.00023530655208040072,0.08945332604676832
LRIG2,-0.009717705792642353,-0.011147092532671113,0.1032623668525719,0.025163781752740248,0.017608105947872245
ICOSLG,-0.046767068289844914,0.05318929272585782,0.0441306595728611,-0.029899143264596733,-0.005696317844032483
WIF1,,-0.01039990465138052,0.02643086327537159,,
NPPC,0.045917020009549024,0.034477468810422976,0.04746809989229526,0.1107075697150092,0.020729916216058943
LYZ,-0.04131994172818816,-0.01929112452006892,-0.001005193448303203,-0.07196101483132526,-0.01040395731072769
SPTAN1,-0.007673852768682268,-0.00934990562129562,-0.006295772732663532,0.091091859241914,0.09301758305237846
LIPC,-0.020622768224614913,-0.003181119256196008,-0.026928340524594307,0.007135009813705967,0.0054586179393706635
COL8A1,-0.008951142743634464,0.01677201480382883,-0.01593096097269549,-0.02284394460357795,0.05704298760974873
GSTM2,0.04096139861958883,-0.03204221673985341,0.005959501818919015,-0.05042647885573124,0.04843504888385172
SPX,-0.024154256788317657,-0.01639321655513967,0.01116521881905871,,0.03182168956145888
MFGE8,-0.025026653282065388,0.05497533543046766,-0.004786677743403362,-0.03694481059000661,0.06738607628715286
TGFA,0.005107736038856393,0.008945830823061243,-0.005547521925998745,-0.08107740098934423,0.006649805917778806
SLIT2,0.01298294838158131,-0.025760482803144663,-0.021201649050870675,0.010793377188741602,-0.03240277225608389
PLTP,-0.0785848811313168,0.018569568717758,0.0228547582378256,0.0022508065356774518,0.07119428182817543
APOD,0.03470578706461028,0.04359078566465313,-0.06862482073080581,-0.04566356402903026,-0.09083299151263964
B2M,-0.042803323186854425,0.062395482676218805,0.0019288582562646717,-0.1178702581014452,-0.034107519282209245
OMG,0.012499323599563582,0.008690904471610267,-0.061299862576523395,-0.013412519566349305,-0.05634422386115535
CXCL3,0.10578920625309932,0.0034935866951878902,-0.012345280711649755,,
CXCL10,-0.0180698251483566,0.06519030175892342,-0.01961814504904423,-0.07990802234121432,-0.018527042046493955
RSPO3,0.029863539087121783,-0.020355016207720004,-0.012900580411695325,,
CORT,0.08197932234221982,-0.00922864476672825,-0.03422483921718292,,
NCAN,-0.01740230727039014,-0.024130977604695777,-0.0209699559860079,-0.054106406486929624,0.045895066311798065
PRG4,-0.013153015236459686,-0.0004760130114194054,0.006832667876560022,,
ZG16B,-0.015265682792269223,-0.009207362886350112,,,-0.026600498319547215
TGM2,0.060491806613184075,0.02088453072316187,-0.02142773005617603,0.03192096072515868,0.05735052633277688
VEGFC,0.0006494168313457017,-0.0013825190495473463,-0.015392711925094938,-0.05682879256466358,0.048341745511997124
WNT6,-0.018192313691937266,-0.020490657698756486,-0.013433981683581724,,-0.02529707702488612
NRG4,-0.01600782123893744,-0.017688834909469545,-0.017957393854307595,-0.04960153790711085,
PMCH,-0.022180395864911093,-0.013477029107303687,,,
COL9A1,-0.016719000941606523,-0.024676935075396696,-0.020462023388087783,-0.03685048121784004,0.029285386328568787
GDF11,-0.0007806819853231946,0.07100537970256567,0.006128870916178306,-0.11575435528585008,0.06748383836031423
SORBS1,-0.04258532694040395,0.015626718225439824,0.011059882415164844,0.10660610870430687,0.04717851121149471
DLL1,0.012202854297971273,0.014839598582077517,0.05571098716639392,-0.02106009539739125,0.018734958301086145
TLN1,-0.012089746596305349,-0.02369701172967037,-0.023475705052616522,-0.016216804330910932,0.03433340773696067
COL2A1,,,-0.012532994445692362,,
SHH,-0.013668142372508596,0.013958150606336261,-0.011961398363458123,,
PON2,-0.039813106962149326,-0.028169536556698127,-0.017276208275415025,0.19873348827966544,0.06902278060278819
ICAM5,0.03236491619602565,-0.02048728979139251,-0.023359964885297107,,
HPX,-0.02466736360814432,0.012638996731883241,0.016301274914321328,-0.0014341447923535693,-0.043594184995445144
SFRP2,-0.015566532947607674,-0.015059229083082064,-0.023465202505559522,,-0.02412653572987692
CFC1,,-0.011587553860601155,,,
CD70,0.07484375647649588,-0.021614845126211788,,0.018177454585361064,
HP,-0.013946654026740793,-0.0090836992116968,0.036198212681620164,-0.09953187765501398,-0.00502304896864151
CXCL2,0.06298228635544219,0.03602475437596574,-0.023674482217487653,-0.007182079404697125,
NPPB,0.03131681976980133,-0.010146533410954308,-0.015392713044651018,,
CCK,-0.01841620314779191,-0.02305928270203077,-0.022904318241118035,,0.054194170626474164
SEMA6A,-0.01747110180447379,-0.01911878377346493,-0.01040448466234266,0.034481014888835204,0.07000971808183776
IRAK4,-0.007638512637915888,-0.030383155953375488,0.008155965289791916,-0.048835202903400876,0.08091826431876227
GSTP1,0.02248826796345223,0.011304212194614529,-0.009212065352083017,-0.003779801649979025,-0.06832112656415201
VCAM1,0.07264322627475941,0.01787264927850617,0.027346613492305827,0.0009642160506753166,0.15585115620228085
NXPH3,0.0020904212596248007,-0.014023306009116417,-0.011435731989804927,0.08123768876401403,0.04491375217475607
MTMR4,0.0472128947269642,-0.007302428885930555,-0.04423967467202458,-0.04567179277857676,-0.01056631454902994
LAMC2,0.1595973753155698,-0.01277335357465853,,-0.04960156764347053,
IL10,0.0016683212048918292,0.061696210614822486,-0.013778666567056891,-0.0601553105702268,0.10179540851324867
SEMA4D,-0.042795866280786105,-4.453381015937416e-05,-0.015072263782747017,0.0015722479031827204,-0.05846024591935903
TRH,-0.013773532077967224,0.03462623363709108,0.011033057177522822,,
SEMA6D,-0.017766367152933376,-0.017956456037598812,0.012304464875531204,0.0971165869438033,0.0328632788173358
CEL,,,,-0.06402196089325066,-0.036773807943731265
PDCD1LG2,0.015906602928700685,-0.024585958604118045,0.03387493949629503,0.006472579752923212,-0.05387525595612039
SPINT1,-0.03808813030597333,0.0021724021723987896,0.048266290351564684,0.09513642800597448,0.012770366411755591
CTHRC1,0.022930482350041807,-0.004741646315368136,0.007354083255157863,0.005528783009429588,-0.02903307471601941
PODXL,-0.02799175544630595,-0.0447835693922253,0.00813049548473797,-0.0015023106866102324,0.041726636586273305
JAM3,0.0018318193586048094,-0.008370271227329949,-0.008063920857227609,0.004025620509680714,-0.056956317198230536
TGFB2,-0.02918669908574622,0.009877466418375154,-0.009596645461282026,0.021017026729007165,0.03485830129056103
COL18A1,-0.002211879421008519,0.012383831058216985,-0.031463429604135784,-0.0011453925379440687,0.061287650989792976
NODAL,-0.026918151892426148,,0.01162729938666369,0.04694830450007856,0.07867517717244915
INHBB,-0.04762421782408282,0.058468788214011365,0.023699672498875387,-0.01286297007157096,0.02503533882218819
ARF4,-0.06461937374876883,0.029603042428542416,0.021887204278821227,-0.062324795144683566,0.020935946339913532
CXCL14,0.017810907054089494,0.01195190467165649,0.03939043968767429,0.03155566184118803,0.040722620341383964
LIF,0.013139750673500246,-0.00452590483619279,0.01565046572323581,-0.0690298205049881,-0.016375114659396756
IL17B,,,,0.03235088069618704,
MATN1,,-0.01027396591417201,-0.012532992886021171,-0.051754314301831014,
ADAM28,-0.014255962267222672,0.0050943424199661885,-0.021985840914829607,0.025838841448582284,0.0851099726236115
TCN2,-0.003939776447637829,-0.010199129803583144,0.030796952275999157,-0.05953918131174063,0.06605227663225237
THPO,-0.01690094760787554,0.07637119217112287,-0.012532994325717636,-0.009419382692700245,-0.02743783856652103
CUBN,-0.04741395059062777,-0.01503453602641364,-0.009196216541901855,-0.16273615440374756,0.09686837475777126
TIMP3,0.0023384871893219234,0.0021360715080041073,-0.04615316921561664,-0.016055532319262794,0.025949166013513103
PIGF,0.04083257520427056,0.008557247215710675,0.04258178058649154,0.006651299621708099,0.000982938616608257
CRH,-0.015416799534015299,0.018464368445569753,-0.017141908172115236,,
BDNF,-0.041346957104237,-0.0007440303730229478,-0.014115370547547293,,
