,UKF248,UKF251,UKF255,UKF259,UKF269,UKF304,UKF313,ZH916T1
DCN,-0.0818328505900008,-0.020436460762307998,-0.1177306234509151,0.0026258345054154123,0.06420385767409277,-0.09627978370646535,0.11565732194554007,0.20615582418870795
RARRES2,-0.003928470433417522,0.011648829301380028,0.02529196242345742,-0.07744608106364882,0.07700279063454857,0.14623333418443774,0.040846416102161984,-0.017711265696224714
SEMA4A,-0.0548193558004665,-0.00987526722445197,-0.0072064272459847235,-0.04808316395605896,-0.032055854902554595,-0.07590779413041773,-0.017389707029852534,0.07337580035121184
GDF11,-0.05588960284869622,0.002993658475154519,-0.055673188947504684,-0.006891894348153808,0.03957019260984457,-0.0125103461457766,0.06843406321026145,0.10738911449674782
GPC3,-0.034016094823523524,-0.0740228052815766,-0.021885644280419368,-0.013349084109051189,0.047791826718411,-0.026046163979560603,-0.02184734854500472,0.13646249029029853
OSTN,,,-0.01646759998033722,-0.032446819566983365,-0.019879508836645847,,,
GRN,-0.047527375884513494,0.09244857874654712,-0.1687480492592746,-0.004438381711411443,0.030038390769058624,0.033248628005629034,0.08647981146909874,0.26391613519488477
CALM1,-0.06431070619427601,0.005352022708462537,-0.0181117488871727,-0.07500960724622688,-0.061222342054692194,-0.1694567420058183,-0.018574945741962837,-0.06998529158719022
ANGPTL4,0.08344239827262166,-0.0028227481051565527,0.2397487845944158,0.07494782978541362,-0.04962819416981387,-0.02542199345852959,0.044678940277818165,0.14343755615567036
BMP8B,-0.049314578361785676,-0.028143357220546096,0.027079331381991673,0.02371172426176155,-0.021665872441143007,0.07948913621671558,0.0026788369130598573,0.17397785843325972
TNFSF4,-0.02395388660924904,0.03845194268681089,0.07135815693638602,0.06616153364970838,0.08550684311849653,0.0012334565887620658,-0.011698178607716637,0.14378139088027123
RBP4,-0.036386908101957695,-0.059374949817551835,-0.03526691150285861,-0.022986659389516054,0.027458418982966838,-0.07715384891385436,-0.01167516891323946,0.0009701657528035577
DKK3,-0.10730203350916177,-0.059772929325991354,-0.148503818071035,0.0509798054555472,-0.03596147513725026,-0.19286168204950252,-0.035628660006068194,0.08220220977979187
COL11A1,-0.034413337003444046,-0.012677031512839354,-0.06979468753866291,0.033267101785707326,-0.03486912440845341,0.007219694737137005,0.04243449591523597,0.053048822957977707
COL5A1,-0.038852838596399895,0.019024680496161923,0.08047621102204769,0.0882598608535966,0.06650684464444492,0.0011852677467608715,0.08521042601776055,0.23254668997152766
KISS1,,-0.030014763461852997,,-0.025216206337665754,,,,
MEGF10,-0.04717558583459321,0.03114901805014042,-0.05444156598778882,-0.06875970877222065,-0.02971876216982808,-0.03101773192433848,-0.02832315920567321,-0.04392003630020765
CEACAM1,-0.015803934635700758,-0.027783165853264315,,-0.035197736951944295,0.0350665176262876,,,-0.024646601914843042
EFEMP2,-0.040565991537666185,0.029492376959951674,0.01777619691179216,0.06121425679411383,0.0486249825952597,0.00486281323086187,0.0029418476026166003,0.12039182842207134
IGF1,-0.002850720566011382,0.044871006915692395,-0.0502091395241441,0.014463343006630653,-0.009579613692589002,0.04415263418081682,-0.0386212271986373,0.20018117522457307
COL6A3,-0.04980455172202395,0.052826964465723526,0.14836218746023816,0.14994279902130236,0.027398309389710055,0.03778165857478447,-0.0168248978862919,0.26320684445668535
RLN2,,-0.01794291943453506,-0.03253656013860404,0.035330874369717845,-0.022064374734488294,0.0016514549380230524,,0.02478105383558189
WIF1,-0.023415059473895078,,-0.009258994227358193,,0.009411982334949049,-0.056463273346257725,,
IL13,,,,,-0.018940165123996534,,,
PLAU,-0.017067337471299487,0.04575190375469902,-0.07216286952991004,0.09904512436582975,0.05070028733331169,0.09042517451815975,-0.021388653301920295,0.11482324736291122
CXCL12,-0.022295386726245536,0.011055242531707627,-0.0380470697548349,-0.038577579612680934,0.1257911580675738,0.10691786344949661,0.023555064083863406,0.22292913761535604
MMP9,-0.05246230933657831,0.012593397732527465,0.08441257701041961,0.06037996346268134,0.027603370392847545,0.09691546918924278,-0.1375391826886056,0.08024221469287228
TNFSF14,-0.01643279437168048,-0.014605258135133815,-0.06499157774238733,-0.04250855134469914,0.03938469164699308,0.17986623768028717,,-0.030562783693935357
HBEGF,0.06965772904597795,0.11532018091239873,0.17560282473358707,0.033672248083616865,0.015027437866981963,0.12583848217821833,-0.05245908836398071,0.04682186086385741
NUCB2,0.06292321876485756,0.003357117665243878,0.05588034316109884,0.01147667191076864,0.046476298501478136,0.008371411082495029,0.015630654839263944,0.10360007564694784
VCAN,-0.07996223251019072,-0.049610518183834905,-0.21487309218720274,-0.04030176608343691,0.020953906252686137,0.06794710239795573,-0.026448776091408444,0.07163287561599269
VEGFC,0.004879765481161169,0.006214299229219125,-0.010657533119002867,0.04057764630907193,0.1502954086260738,0.028233442172839414,-0.028539729355185565,0.14769691096688287
LMAN1,0.024860154289828115,0.08227626654511834,0.18500432026525676,0.011412495119919618,0.046917005040207446,0.05124429721956065,0.012716734759718528,0.04436372066189326
IRAK4,-0.04566648108454578,0.014765591203516027,-0.024340890400082332,-0.044756605049206144,0.07013438357840135,0.09482128239496353,0.011259110605935862,0.15557102437570516
MICB,0.007307475804779332,0.07766190955590799,-0.05238709384465603,-0.04549393673252407,0.021141561146022503,0.007263967112372645,0.007547122518255786,0.14763374300404708
COL1A2,-0.03474956150550576,0.07117122330879015,-0.06021155289614741,0.10151571135506368,0.05223276782738092,0.053536668900190584,0.10142189257293141,0.2194954943980025
ICOSLG,-0.03847503164019881,0.05135326230516913,0.05613716792669479,0.013107838341222646,-0.03037150998249171,-0.0200254270179442,-0.06090418498109643,0.15702215057460212
GNAS,0.035639399200807706,-0.05995795714792619,0.1659741085064741,0.006958479529994399,-0.015311873156178582,-0.14676742639792437,0.015583867211775992,-0.11713259234996112
C4B,,0.0054075936296692564,,0.015377186135078743,,,0.05523337472973256,0.09083362511688535
COL2A1,-0.011256327921984294,,,,0.11845442690926959,,,0.04539624212392952
GSTM2,-0.041986864982605863,-0.025503786730185773,-0.011825276763498063,-0.02198967798941316,0.062316053263077424,-0.02589159629744815,-0.03151155788505817,-0.04527288842817062
NLGN1,-0.016042474668139368,0.06597367792823297,-0.06159467241148396,-0.070233645509454,-0.017648034907388966,0.11366784103762671,0.03044802645505305,-0.06364110429217876
SCGB3A2,-0.020137822234770248,,,,,,,0.0912059357534759
LEFTY2,-0.07929761715576672,-0.026048086726360418,-0.0392074111776838,-0.009109528328253548,0.06354985523222642,0.019128331410824855,0.09632139205568548,0.08168664837495669
ACE,-0.04514596335361439,0.0874749247214634,-0.05895957412443992,0.01584209077475184,0.11311785669606744,0.00796698221422157,-0.06252833424429623,0.1650011057803985
RPH3A,-0.029519859260379613,-0.021412415449686785,-0.05778888497199185,0.007144031838899884,-0.05265389090045724,-0.11138328500466352,,0.016691637610463626
NCAM1,-0.08065218503994102,-0.0027973137843505355,-0.18239209847707738,-0.04790806117373011,-0.04014854568846434,-0.05237126875098526,0.017301114683734044,-0.19460936717993113
GIP,,,,,,,0.07014943664651173,
EFNB2,-0.015141323774915784,0.08200167605988212,-0.0586084068623295,-0.009007153355988208,0.009721286416735395,-0.03211849950297213,-0.01135928521232237,0.07233381492594501
ICAM5,-0.03381068706889097,-0.009283333147886505,-0.04154280088348466,-0.027290777913146966,0.025535089663249133,-0.04051655908761772,-0.018227583172738225,0.07725315141202575
CCL5,-0.0034814870793307947,0.0016497208363898974,,-0.0333467220991941,-0.016432259561139997,0.03603899766829111,-0.006838544334067037,0.2653861891278962
