,UKF248,UKF260,UKF275,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
POMC,-0.03745709290698404,-0.03181691183287507,-0.003955596195688669,-0.019166290124801248,-0.0044976763498679444,0.020953896078709896,-0.052599970658672224,0.056882549333407056,0.029306212327342613,0.04342663735839539,0.05366185987099558
CCL18,-0.019721818518551773,,,0.04187562852075481,,,0.05572339987511129,0.021487119625502704,,0.030406406325468503,
CCL17,,,-0.019939527273361044,,0.006803322653159925,,,-0.006260799577433023,0.004102276149434157,,0.020178749522513677
VEGFD,0.014244570707697109,-0.015127754738707876,-0.008409052965467227,0.1635439872934986,0.06657856994440435,-0.04572198872116435,,0.08539686449985602,-0.021706773523218165,,
TNFSF13,-0.01488272184950288,,,,,,,-0.02585786760731338,-0.02207063459954356,0.11987169265509123,0.06778226525073085
WNT5A,0.002072815454377935,-0.028419765201606585,-0.021583364350105497,0.03444612975023697,-0.01955105638224988,-0.04523689867065465,-0.007775468844270629,-0.019353870612668293,-0.007091836794704661,0.023406294371497306,0.0036686234780491872
CXCL8,0.02246884091398625,-0.005593549341342864,0.026896206109865907,0.05701595440478368,0.0070223534111620136,-0.003713201982326754,-0.033576762480833945,0.005048895521672416,-0.02922076362941859,0.038803055051819794,-0.03987155128821276
GRN,0.01245658369541991,0.0606392707617762,-0.0014385935548712938,0.0026361726535495057,-0.00804714225332549,0.033946896674543904,0.03358364880150056,0.023305572481768264,-0.043360164448117744,-0.007168801674961348,0.06581449715758778
MIA,-0.030574719465141297,-0.04590283496250316,-0.039191404614038555,0.02456950692603959,0.024802643715241175,-0.08115016544099841,-0.005302382061351334,0.042214548349803066,-0.02309976698381986,-0.05983719146468847,-0.054372055350545935
COL4A4,-0.023685743805620017,0.03941620632035079,0.005535082109614503,,-0.021433352388295027,-0.008643039336179749,-0.024111174554830014,0.0050877004482513515,0.03299001548897988,0.04902188133421338,0.06435198134840357
TAC1,0.05362766462432218,-0.0729847836719676,0.012802222054801932,,-0.0077739322213704835,,,,,-0.02495467198372185,0.03310370126702502
RARRES2,0.042238249997409175,0.02452278250973173,0.03458595655499477,0.0873704042981694,0.055015606205817004,-0.028450012637629876,-0.026865983516382894,0.05495941842829597,-0.009245959459999412,0.04733059986849561,-0.001182596028891164
FGF7,,-0.0289652507503772,0.03455378235247875,-0.011142251900942887,0.01428737231301997,-0.0530103248306099,0.04775611563434015,0.046394817494331296,-0.030009145092714493,0.013786503307590464,0.07694275123229365
EFNA2,,,,,,,,-0.015662557910445324,,,
HBEGF,0.022485857435836205,0.01784253567063246,-0.000827352630897675,0.04059093579728369,-0.022204600029153466,0.039894802894296574,0.08016917011475,0.02623758716938657,-0.045346486907223246,0.045300755080671495,-0.014071696668016578
CSF3,,0.011503773699299214,,0.11607967602929917,,,,0.03677223071375185,,-0.020736245605933443,0.035407713243675754
PI3,-0.020748184587981264,0.035574389988460665,,,,,,-0.03218089620086814,-0.017487053810426288,0.004499816057958689,-0.04748002633273847
PCSK1N,-0.005651978436323684,-0.01157433062575047,-0.0017067348357976298,-0.013870128760166068,0.0007671645105542988,0.05586807994617586,-0.03657549575811991,-0.01864337912582144,-0.02795862093796246,0.02652937880321569,0.03770349758901211
NTS,,0.008905085925369583,-0.023781554879518878,,,,,-0.019081854633262636,,-0.0076561550208517105,0.0069313360864545
SFRP1,0.008921581640540945,-0.01725814838028641,-0.018257368284778943,-0.026089153713780216,-0.04298459973153301,-0.06830128497406031,-0.030246717022366854,0.043072860273888444,-0.005985293258003373,-0.013664677251932583,0.022112396420276993
CXCL13,,0.1342096936897096,,-0.0033042773575074147,,,,0.04201702915246625,,-0.03382513171033466,
MICA,0.03302300654449992,0.013864796658792665,0.0302183187851108,0.0068105284091100225,0.03825146830313497,0.032802304317738874,0.05003297635515504,0.058308878960804646,0.014554776389391176,0.0023995888899511516,0.08189573775574634
TG,-0.020366239203319682,-0.025436682970793593,0.021736525353873368,0.008507843520289273,0.006756825444097996,0.04117793902303183,-0.031051366467681082,-0.023501389941014573,,-0.017066248778877212,0.1263731437058695
ADA,0.0131241853537225,-0.0104180934240856,-0.01895525211849408,0.06655828789641796,0.007536873996337479,0.06429453082666332,-0.00033744696643343906,-0.030690377229722583,-0.06621598709476646,-0.02358392817696505,0.015893098270620888
LAMC3,0.08542208095137252,0.06733717347780141,-0.0002058210487674675,0.06990033021273698,-0.022158871901521295,0.04151678423233321,0.05292316689104699,-0.042687987444358776,-0.03283411426883304,0.06752303253201099,0.026926629845046374
CCL7,-0.012544742632953531,0.010458034114552522,,,,,,,,,-0.022900171638869076
NGF,-0.021538700140325016,0.0355911941877727,,-0.02971331968168391,,0.011786970590551152,0.11846767773675664,-0.015452026781668893,,-0.015088132248155247,0.02321550898404121
TNFSF15,,-0.016788848866249834,,-0.001393131164178061,,0.10227384701712997,-0.028621093939483682,,,-0.01287685252387254,0.004292274686705911
HMGB1,-0.005545098503479621,0.010327746416593613,0.0559299920070366,0.03495436305858633,0.059357576597677666,-0.02501653932916173,0.05904324430880552,-0.012286623567132055,-0.0354387992878222,-0.04377007808638106,-0.06405134239358747
ITGB3BP,0.01048823750422455,-0.010218494721666417,-0.0422943444643022,0.010035823790939535,-0.024682988433845574,-0.01698748195558623,0.08068259568520687,0.031801917390653175,-0.07175886267906763,0.006028209618908888,0.015610316820687156
AANAT,-0.01820051301107473,0.08287097838209838,-0.018065542804989256,,0.08163319299653282,,-0.019862810754946846,-0.02107756081202799,-0.02545823707805771,,-0.006868323803907342
RELN,-0.03929266879068625,0.0743459547602197,0.004779834001725052,,-0.022355305063017045,0.09239747020877451,,,-0.03183709523858728,0.10208413485183251,
IL15,-0.012839483954566164,-0.025889480190843854,0.014140667262322033,-0.005351543129809054,-0.01872799974760749,0.2397010184185638,0.05228639062336759,-0.015224582027633753,0.021548917959318445,-0.03141060642627881,0.07571908166141429
BSG,0.06211457425301797,0.03393856968619073,-0.0902491429286087,0.012288943392237996,-0.043669529732840634,0.061265736336076355,0.05028374622892373,0.06578954598963474,0.01596033845345652,-0.006255565506848919,-0.0004141416297466247
ADAMTS3,0.03595509464085911,-0.021840960645721736,0.04350381146571343,-0.018853189694603756,0.003813930447776996,,-0.023783693761093426,0.10415260375974625,-0.03944586291722835,0.0012779479447218541,0.0662022619004473
CD34,0.017903663162902348,0.023418894025213185,-0.015364628844449998,0.03839602533701965,0.02979804687708105,0.012386812499254558,0.019502609345896586,0.067768385389032,0.020096584020439325,0.06406254274774434,0.005051495294594118
PLAT,0.010726963806279322,-0.03216569794384441,-0.016143555823887615,0.012198952816290685,0.04134571818458615,-0.044528025640016435,0.02323553778219105,0.022659343925546648,-0.004159079185376128,0.03899809903758253,0.050259509314372695
NTF3,,,,-0.034069022026526306,,,,-0.02482662976001829,,-0.033698959541882914,
LTA,,,-0.017399000445207993,,-0.018728002059400516,,,,,,0.008105652221047144
CKLF,-0.022632673866885996,-0.02310590610427389,0.0010091373402615236,0.04857342016719822,0.0029047378652421224,0.025841553836885425,-0.029103123473438935,0.04195378785332973,0.011001005825384902,0.052289659855183704,0.05286908607866815
APELA,,,,-0.01563274359678134,,,,,,,
CD24,0.032182139644415304,-0.015823454845900496,0.016199552212599787,-0.03959222802971623,-0.029315106501425495,-0.07677662033204728,-0.029708620476896323,-0.00630762043156072,0.041148474623376244,0.001324017014901901,0.0677231642108349
HSP90AA1,-0.02964061244398565,-0.03452299585629018,0.03419361146482904,-0.004457419252269556,-0.04514396987640461,0.034760733825957235,0.05548196664420051,-0.025979037776985927,0.06719284121317151,-0.02085053797888741,-0.10389688752170975
BMP4,0.021909203477694584,0.04952699196191045,0.03261338472240874,-0.018022094344671308,-0.01595819206554215,0.009437476461894613,0.0787447127234366,0.013987867660980095,0.004865019453762516,0.05625257809673874,0.04043994080507501
SCGB3A1,-0.012544741378496026,-0.018015290950277933,,0.03334667004544135,-0.013068152169580566,0.03112983703024929,,-0.0034498310485683507,,-0.012621407443566202,0.10051157286896965
IGFBP4,0.06487471001872101,0.013248337604757607,-0.006585969516575631,-0.019783946825128917,-0.02121603884580441,0.06695574327563798,0.11355233346857284,-0.05076544537966019,0.06067618484196408,0.04872750497664669,0.05265240336594407
RSPO4,,-0.0024756882133154696,-0.02023609674196305,,-0.00016926365343790265,-0.04485697433020932,,,,0.12769683193523862,0.01776392085642782
LEFTY2,0.0372521432633406,-0.032273289333477326,-0.012172318893637823,0.011582413458057274,0.007628150738166193,,0.03040678181708454,-0.018009127549798727,-0.048327660113094605,0.0358671042738503,0.04762764153181693
PF4,-0.013013155454645703,,,,,,,-0.014355818694323147,,,-0.03260902804334418
ANGPTL2,0.011662016731922641,-0.004836276176220131,-0.005039784773528247,-0.08018156379614073,-0.025868233742003133,0.034887740167961985,0.0015443989875689938,0.0027776000709670203,-0.02886960522880221,0.04041192256125984,0.012055384848985856
LRIG2,-0.0260902483822941,-0.009641413776722464,0.029767507906987865,0.06362251563462756,0.004335108376992111,-0.031075123214967554,-0.005856465921099744,0.025368451629199346,0.03521987995124637,0.0024091787742630275,0.07157228092775737
ICOSLG,0.029575329170958987,0.10668462285057714,0.00710901531054213,0.019275452774391064,-0.019846340553715695,0.06702213932120346,0.016419921147831473,0.047478590338751854,-0.03655142343907035,0.03157069114552586,0.0442694605009749
WIF1,-0.02341506103228574,0.044443214471420266,0.10583340461331457,,-0.01687200534721308,,,,,0.07224382065550693,
NPPC,-0.0033510856079096876,0.02602820009141065,0.045294237856080166,,-0.027691004014265587,-0.0064543738138924805,-0.023783648083085356,0.0038295537025764144,-0.024152442382915983,0.0034060863733161514,
LYZ,0.01936749778880983,0.009627203150327572,0.011405175188443376,0.06856509028349936,0.014018047547294079,-0.07437516985973766,0.09648927234828826,0.014028002912541956,0.02583045592619843,-0.043293407212269965,-0.0008147518820467168
EREG,,0.12834578214274164,,0.015250797445568391,,,,0.06833728364945205,,-0.005197667418949916,-0.04089626601002079
SPTAN1,-0.043688155618299265,0.023897063429385683,0.06753215710036142,0.06827537249498475,0.01757667921986785,-0.06990411196589906,-0.01590072389109061,-0.035345217567777525,-0.026523920021217954,0.020925601030362423,0.040880026682482855
PTH2,,,,,,,,,,0.08064278755381322,
LIPC,-0.01593152271662311,-0.0201306341215872,0.008257131952809714,-0.010005033208333665,-0.029419939893162602,0.07024928396686668,-0.04886765636804674,,0.004564784850239258,,0.044293388385443305
COL8A1,0.07407670919003538,0.028188244639653,-0.05686060634571504,-0.008011171246675925,0.022542152515543316,-0.031556767537793684,0.0030755274536535945,0.031042709974903694,0.03521672827479941,-0.10794912268673597,0.04779237654171085
GSTM2,0.011967507530129356,-0.04076148778630563,-0.04811218862252574,0.017049960436764273,0.0069840498317335405,-0.002209056148363646,0.07707639643140718,0.04918013485567534,-0.018972762458331693,-0.018736266575078996,-0.010861763677442899
SPX,-0.011791841903189325,-0.04037388280376099,-0.022767469955609815,,-0.0007382173283308905,,-0.041797349004021385,0.07142740937513158,0.03286592636959706,-0.0103567558541325,0.040471828386169244
MFGE8,0.005925225788038633,0.018000137187245656,0.004370781840646467,0.015653421724829194,-0.08042884699836231,0.04605126986806339,0.07045336767638259,0.03759297845678259,0.0634186408392223,0.05992191740477344,-0.006962538557829934
TGFA,0.00337398554887237,0.044356222769884115,-0.010759273138315654,0.018400518268904178,0.04544648368051891,0.017966571914619013,0.009308750628945005,0.025216108746621165,0.022398826344684264,-0.013273706451917184,0.09109206873555545
SLIT2,0.04734744006994355,-0.02514405743286303,0.04527243795426297,0.030363124825488086,-0.008436021004110904,-0.013010922009076987,-0.02689720261967289,0.07088328706847664,-0.021509547792808226,0.02512546498523363,0.018120815030290602
PLTP,-0.02756240127105194,-0.0023054343269188087,0.009146700065184069,0.03403066506938975,-0.062378612322454,0.10000310820383825,0.03524048831599914,0.03517325678161102,0.02052354212578207,-0.01627973104886979,0.06185877404272895
APOD,-0.05282348087066992,0.02061081084533269,0.03433051370802865,-0.0035997927925551787,0.0010687606991216557,-0.01293800156680968,-0.02517984103082786,-0.006555551507356881,-0.04202158798262812,0.06592416249819415,-0.007048449248565974
B2M,0.09828754957302302,-0.03244195125921274,0.05565301505455742,0.11790009517941784,-0.05425172147813732,0.013232022880541752,0.015684956639397677,0.05530276574529309,0.0346819806312354,-0.018095568079799444,0.026239951541568197
OMG,-0.07116298401850156,-0.0018651941981733349,0.03815143004713319,-0.01700805991124999,0.04034137465540695,-0.08335528877421554,-0.019213599789728496,0.0346040391718838,0.02939219415786468,-0.022882169967336795,0.0820173570427043
CXCL3,0.010680461546751473,0.11404983413483367,-0.04170493175744282,0.05979272721199395,-0.013487552869039162,,,0.015030560352390514,-0.017927702810450613,-0.01947896043946264,-0.0008882240338334559
CXCL10,0.058483762751622606,-0.011677999674913127,0.03749685154810705,0.04493426240901731,0.04165605081781087,-0.07090357105320669,-0.032081282347777976,-0.019255314570516838,0.09985665547175296,-0.02460768617564867,0.12424307022101927
RSPO3,0.023510171886738297,-0.02013062171006376,0.0055454848526336155,,0.10696314193870116,,,0.01970473472584691,,0.01754330810287489,0.12281746828961629
CORT,-0.00795736274584443,-0.024431548871158316,-0.018859943547158933,,0.03917663912888156,,,-0.01502263461327596,,-0.01629405815125777,
NCAN,0.011021299955698572,0.018571624612748156,-0.02874497788059469,,0.03170432102323803,0.0595750713774501,-0.037823807356132264,-0.043643904609333296,0.007594382758810376,0.0028397079849947927,-0.016601845042453992
PRG4,-0.018865794757603443,-0.014413452871761502,-0.025860928293749776,,-0.01647848800703017,,,-0.022166816667678068,,0.04251414281772762,0.041442007328362465
ZG16B,-0.01739577004732238,,-0.013825085308568642,0.06082718267702644,,,0.19605977922787002,,,,0.02788246131140264
TGM2,-0.03175015267298069,-0.007187167298611096,0.005631268376805155,0.0023143001030943053,0.00901319888331316,0.04440518315246068,0.08446047862534854,0.018326431354405155,-0.03918925344386695,0.0749335231155187,0.02927047129479618
VEGFC,-0.023953879651811553,-0.02218708012623768,0.07921371163743358,0.04026451687551786,-0.0168169538414541,0.007754085567258543,0.020786238602327724,0.02841241515015629,0.041043567835816336,-0.03073631745209433,0.04762000193265732
WNT6,0.06251792335915941,-0.019860350408638906,0.033489595863219854,0.01308814355822776,-0.014676988108340776,,-0.02099883926740495,0.033746157774709504,,0.04099459259539381,0.014500568748327364
NRG4,-0.011554148379945825,-0.02053007873202525,-0.026560227358383762,,-0.019618938172185647,-0.035801178136189646,,,-0.01898814758798378,0.022793272396285872,0.05018526186874728
PMCH,-0.013316777805092599,,-0.0063660288769621185,,,,,-0.02107756006457521,,0.039632970572435144,0.03024341859444918
COL9A1,-0.014001240305786943,0.04480891002669566,-0.005658974554029221,,-0.02235531363769767,-0.0497085112309462,0.02724488548017833,0.015192950496358023,0.002619136966097826,0.05907956804951715,0.07562187061821976
GDF11,0.013528388632738994,-0.061996498862320705,-0.003873365658953794,0.006870138412164969,-0.006687283638355617,-0.020416889286118515,0.0602045034609161,-0.013445749100041359,0.021073766824373945,0.012396351428946675,0.06391840177543591
RAET1E,,,,,,,,,,,-0.025493236083054517
IL24,,,,-0.019105370240483394,,,,0.18923249507323583,,,
SORBS1,0.08234041750200849,-0.09274110902078343,0.027855438008192165,0.02625119444986638,-0.0012629260421003331,0.08008681235971449,0.04084678797773497,0.009104254307106808,-0.005314654899665352,0.012999554711356857,0.0213646517367218
DLL1,0.03775614224830278,0.0789778581218004,-0.040301547333767666,0.011501513011987121,0.018272929436993407,0.02856469268377221,0.014450972445797699,-0.021012026839356455,-0.038084943804367805,0.05314794051474073,0.05149447542279643
TLN1,0.020882389984185037,-0.015005803784204484,0.08177474951662282,0.01072504607326385,0.026424049704230877,-0.023063252694087533,0.03435408972670217,0.04378805641569894,0.02657599830109114,0.0017598722934151927,0.054280513346184826
COL2A1,-0.001609782632926657,-0.01287339996114558,,,0.010881103282996761,,,0.05823823959455907,,-0.003007454235835837,-0.021564585157714766
SHH,,0.05787872414153363,-0.06485241552465142,,-0.013068151027342713,,,-0.020248775882787,-0.022677526306168056,0.03195956840234048,0.017271676042157458
PON2,0.020455045237175458,0.06931130518678276,-0.030680846233247454,0.04230921890608022,-0.007950488125709747,0.12423012025094429,0.006276631180916591,0.021153034988787463,0.019369670508403602,-0.011406201526058224,0.07802162444463119
ICAM5,-0.011355748323978714,0.009817708947942278,0.016884115794687186,0.024723599407251533,0.06899166538444897,,,-0.023836407166379515,,0.09422072237287868,-0.01581377421504855
HPX,-0.03134725865921178,0.006722963708422377,-0.027130873068722722,-0.035910925364994156,0.008260574958467997,-0.026822267376392293,-0.036187077377054795,-0.052851092357261736,-0.02545822665250336,-0.037901036139213806,0.013850088379777187
SFRP2,-0.01667826709369396,,-0.022611808541133545,-0.018855312839615238,-0.02563636799913239,,-0.013986177937917668,0.03380990249999046,-0.04013960433894751,0.0010029295103672336,0.006073035665233896
CFC1,,,-0.01739900149671947,,,,,,,,
CD70,-0.030470781144144397,,0.03261527742189601,0.016677344873444418,,-0.01516835353001044,,0.05610965489152732,,-0.022980240869323165,0.08786891419058064
HP,0.008548657051162416,0.015086627130927163,0.03165468614494594,,-0.045646377943897726,-0.05616644123067102,0.012673927358010128,0.05475744006410573,-0.024318928099538267,-0.02555391317628189,-0.01065784737909931
CXCL2,0.004825113460300699,0.04594135625544587,-0.022986367112534246,0.09870554342161213,0.06652192052893055,-0.0067342025812773525,,0.029727949949157343,0.10848477054412194,-0.05216662281673905,0.02477317114637586
NPPB,-0.016183930516179473,,0.057051623116869545,,-0.01681695506459938,,,-0.041183614814083974,,-0.02046462544928979,-0.023573579137406642
CCK,0.011871808909208928,-0.028983002391719283,0.04091059191235118,,0.02468942167693139,,-0.027482279407520873,0.017987074172114415,-0.053160486705409495,-0.0014387314017231395,0.06683992033447425
SEMA6A,0.04353515911572421,-0.03699595333802408,0.017121536556134073,0.05489285404203174,0.009357525540735243,0.03855140808928434,0.011860947556813954,-0.0009448394561420686,0.05758764222860934,-0.04419375735846561,0.022828688358845422
IRAK4,0.05593466914791438,-0.016592391783055528,0.024218711134247305,0.03285558601274665,0.015079399805849592,0.011441264999562537,0.06634112698927762,0.07212542159229199,0.04379679915341142,0.0722488729749216,0.08920413795212725
GSTP1,-0.05086586359907396,-0.05273690901955875,0.05151300365896325,0.022157284187263607,-0.030578429865845667,-0.01733668991218016,-0.01598408458402864,0.04033565273782949,0.046573968157499764,0.007436420308278474,0.031904391712673855
VCAM1,0.04717477624115467,0.04021455086149478,0.030300203461935814,-0.008944502989961299,0.041698279437750015,0.0017428050340057956,0.07137755561890281,0.019133259210858875,0.06655981080864017,-0.004115415647544265,0.06311931646530901
NXPH3,-0.01653158993247811,-0.04676338359437675,0.056140675370184336,0.04097298686162952,-0.02381183281045894,0.07214272119577096,0.043170367089717915,0.04055219120858291,0.009124609796509048,0.03734330107698715,0.044275917925450096
MTMR4,0.014056615328106566,0.008819783783897821,0.007315959657803015,0.014105201371465325,0.006028025381291549,0.05317078243568368,-0.03206880726731954,-0.006938571209020269,0.020781519299298612,0.008653953494453647,0.051471796346578384
LAMC2,-0.01270269321221339,,0.039230718720618125,0.0004471341165936115,,-0.03580119959916751,,0.025850019532677924,0.00982840024274473,-0.013290556965631422,0.05170092054580898
IL10,0.07671021212970146,-0.0007625418812766303,0.02437593440856403,0.02142507552616062,0.028660210100545726,-0.04699170462530717,-0.019465880801193214,0.08267147166644241,-0.017708636186000302,-0.009251974664271639,0.05915528142107506
SEMA4D,-0.022883849410808038,0.0035207087961897448,-0.01446890929073141,-0.03731708614608668,0.07922582240127302,-0.0025964408450916627,0.020574575509417145,0.06016966038233535,0.03135977728704324,-0.06342557120114087,0.027891680375936187
TRH,-0.027568851242597447,-0.012668401576914927,-0.020766920201834266,,0.00288127735725238,,,-0.0006428419583466377,-0.0002982284501977195,0.00850034315305659,-0.026403989512861537
SEMA6D,-0.02986630337491912,-0.03999183494023194,-0.025685937390050366,0.0038862105168685603,0.003469275573194102,0.003693811473556929,0.06163235421034107,0.019981842882304195,0.0597506013731666,-0.019723424156817236,0.09908736962946703
CEL,,-0.009342675715443302,,,,0.006662720045345728,-0.03052555366381537,0.012370211560780537,-0.00662945914183027,-0.03364399189756566,0.03407565352342382
PDCD1LG2,0.03247410646493975,-0.015107960602938923,0.027376790748259768,0.046521822366667805,-0.025750912119417085,0.007629803540738068,-0.02745630355311945,0.024785377109212834,-0.04607180272404566,-0.013678308876327405,0.02274251776183859
SPINT1,0.022477175170189205,-0.03379042977258815,0.02101648340001918,-0.02062737153234117,-0.022095393634993816,-0.020637201560931382,0.02818943683024117,-0.03914712717515419,0.04114554648349291,0.03399992139458975,0.06890169481773775
CTHRC1,0.014991068311151781,-0.02385597833930553,-0.031592564044213775,-0.10899407923794255,-0.006031464251907054,0.0164446895485741,0.04873315760946944,0.0032657938934073528,-0.04227695792324253,0.023773754396923707,0.03939948963424078
PODXL,0.05308516495426746,0.032891332824250365,0.018474278361720824,-0.03285997913756163,-0.011588832737252763,0.07914649196967204,0.05438313115560002,-0.0024726205757382037,0.01548506434544189,0.031616183134580804,-0.026107440073565944
JAM3,0.10030169697685579,-0.030086945474901625,-0.006672202811392356,0.0017272789004676634,0.025709378239321474,0.05518527181163168,0.012185219180980825,0.03801205601858814,0.029077785935129226,0.0016962146581872399,-0.007882547650025846
TGFB2,0.06824646672391255,-0.03501776736965383,-0.009456089327307899,0.04673017426267461,-0.0028796661184206356,-0.042117909377773856,0.02161003753586094,0.017406482153692743,0.0501526794259182,0.062420242891151494,0.04719040381161318
COL18A1,0.05530465537998062,0.043510457666633105,-0.02123710939102215,0.04735047634574359,0.0370402909660385,-0.018631012310510342,0.04866654329656164,-0.05158724215035541,0.008368758582647644,0.04521265240666589,0.008235343692859024
NODAL,-0.026100477331862503,-0.03051177968245674,,,-0.02311950680868014,0.032038131847883414,0.06069163425108354,-0.01745007701803453,0.028229157455879943,0.03381332716837258,0.0005996389760886917
INHBB,-0.01688430917576864,-0.0331558474838791,-0.054502487812891715,0.037211848694833086,0.0038525098846033546,-0.0023525961627452923,0.07837707347707117,0.05839690134565336,0.010377390106947914,0.009718518037976532,-0.019724801624104667
LCN1,-0.012702696070371085,,,,,,,-0.016479390596500842,,,0.005354057481796264
ARF4,0.04237783189784779,0.027004953683686873,-0.019575872261837414,0.02131802839227141,-0.07516083186649264,0.02870804728497488,-0.01797924826411121,-0.02065990301870122,-0.04404877708615321,0.02963071724130079,0.0038745090366333976
CXCL14,0.01847160064719292,-0.0658517166876591,0.020440846693228595,0.019225189481085047,0.028301925192157552,0.0015282963898189336,0.10650005404051657,0.07334601514222645,-0.007230876176326306,-0.050459770343951445,0.050946767903226574
LIF,0.03186809847328618,0.018942688000143648,-0.06600603301064029,0.038881479766733416,0.023966620090735996,0.013725494962990333,-0.030951891827384715,0.04120165147726611,0.0004980381180926601,0.04583389195113849,-0.06188835960414262
IL17B,,,,-0.0030552510621264213,,0.13006027179136434,,-0.02638608260263451,,-0.018908655681783137,0.004126924355232491
MMP1,-0.01751276415130216,-0.012668398813339664,,-0.03323757274956925,,,,0.035704902734638146,,0.09570724510482027,0.03856515522626242
MATN1,0.06347148371222373,,-0.015426616391032663,-0.019105372994299312,0.034366581528452865,-0.013033614370170565,,0.0004270585290575119,-0.018570614695043657,-0.01948739961981397,-0.006575179984264064
ADAM28,0.046188472604921295,0.02803705048820105,-0.021765750732036664,-0.0069833049447670095,-0.001347700669693604,0.10495475009760334,-0.015787044368059597,0.06687884135334418,-0.053435662265965654,0.059745588092682565,-0.010065207730919836
TCN2,0.05975251654325352,0.014442667996240999,-0.01684478060230274,0.12698258477598984,-0.016216728806055607,0.11522054040157877,0.031432451854886065,0.03695558759208981,0.027314342893903682,0.04344673603130265,0.12387554195479616
THPO,0.043820525188603944,,0.03410557032482828,,-0.013692635066286388,-0.01030481597991605,-0.02277586305076183,,,-0.01690441655627323,0.05007600189194548
CUBN,0.024110936881389752,0.05939162113637319,-0.0367980221708662,0.016648822451945162,-0.040051094941536636,0.05801282667182399,-0.018572741385499168,0.03229836264296333,-0.017756429542086765,0.04358422696740293,0.003329172718139842
TIMP3,-0.012836587326902902,0.010936843538188003,0.013200835556482991,0.05258397895335804,0.03204744187079271,-0.014678652696974426,0.036285599972704564,-0.013468256593957229,0.07193614083286944,0.021112543393807696,0.00591621481579165
PIGF,-0.011478615251461422,-0.007509833152208507,0.013994660836799918,0.015339248040858481,0.041891171430854954,0.05672380475170537,0.053365630716625624,0.030872075401600578,0.007791157946793381,0.041812940007539094,0.04619337275767535
CRH,-0.01488272081047483,-0.012873402323207477,0.10236793406387804,,-0.01872799802190339,,,0.005781089821297444,0.021281500855497328,-0.023338554507066536,0.026933543437255736
BDNF,0.047188960736494395,-0.014957452882763941,-0.03146039061646914,0.035140036244042536,0.02891354570651902,,,0.01907797670475938,0.04391320302303648,0.03619134403881392,0.04070151997816214
CCL5,0.011638184243890605,0.05692039454141912,-0.024494825394512938,0.08872232163640348,-0.0006988043905942891,-0.041253789839120834,0.05763485969309075,0.014600707001940834,0.03841395884329444,0.03213125561303412,0.09221477656665604
GAD1,0.09944165477635113,-0.005755891460963679,0.007608987116667528,-0.0008049430303574346,-0.03178286933049043,-0.03934364668533582,-0.03153238184513344,0.02619260010071852,0.04314432747620933,0.04207333814755075,0.07487524926763293
