,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
TAC1,0.19940746601302492,0.10327729285816195,-0.024273998902070694,0.045552855026857755,0.06273946396732431,0.12241324892744068,0.168606816476598,0.24784757685906872,0.1013510770003615,-0.011890905901387906,0.24430662268812015,0.11653958014145208,0.18389945471581307,-0.035581103835376326,0.12083117783621265,0.14941878149933396
RARRES2,0.051408239148195006,0.022515667035124653,0.07769637208617032,0.013272396770773878,0.0378265620804174,-0.11254881818438227,-0.12474229077832497,-0.1720063836097952,0.09144918135468572,-0.037754642983958954,-0.0841062722025692,-0.13499988696853688,-0.02287045538233092,-0.03381057041871999,-0.09159253118165644,0.06441265389223508
FGF7,-0.05897227512563387,,0.028041009117410007,-0.04413779731134321,0.0105297828198694,-0.0008873057093403571,0.0714627194967539,0.016694424426567035,0.01579523400278135,0.02692435863186158,0.02080183010993279,0.003708590868095231,-0.008460819766510402,0.0347515558635752,0.04862573410057647,0.0009611709911391625
HBEGF,-0.00901895418414523,-0.08615157166830285,0.01869149186575226,-0.04052141471365175,-0.06329675823971857,-0.05521869137017297,-0.01227036646488051,-0.09428050206043649,-0.1426855937696086,0.011155557998044333,-0.06428717623134364,-0.003227334963082371,-0.0585148120375394,-0.07367904770036182,-0.1091348790933145,-0.004049410405394504
CSF3,-0.027469108793525703,,,-0.044487249346627816,0.007689123595671035,-0.03383300539155781,,-0.03039900536970103,,,,,-0.021511499038782883,-0.027033717911533965,-0.015088002696371295,
PI3,-0.03254125558644543,0.028451263822720712,,0.01589633878510511,-0.035568390386992,-0.05044031768277899,,-0.03422968126972558,,,,,-0.0632149686756493,,-0.003541720428371489,
PCSK1N,0.17451440061851756,0.07617442550061375,0.0044591669160760385,0.07073070682979435,0.027919606811651006,0.023433673729151654,0.07108793550353056,0.07241924217644011,-0.04817000870176984,0.03622864542990974,0.2543586264005727,0.1473836492790865,-0.024234192841041214,0.019119639333471307,0.20190052043221515,0.14235076809898337
NTS,,,,,,-0.06230621566890506,0.015337656361484221,-0.03736403433720693,-0.01202761174546005,-0.013134060832302565,-0.04398035790955867,,-0.01645440247129075,,,
SFRP1,-0.026769678710401756,0.0036391802198884747,-0.015387026315737158,,-0.015088274709946874,0.08815834602674744,-0.04099807011652344,-0.008444323211615494,-0.04930982070020587,-0.026639801803740985,-0.09007208791345037,0.03672587592867556,-0.09878898808122305,0.03277566736736017,-0.008493646280538709,0.05447627638470325
CXCL13,,,0.04715189932210818,-0.03230300688121365,,0.108214279245109,,,,,,,0.03856947469758522,,-0.01377903504077284,
MICA,-0.04776561345752255,-0.050660672535901945,-0.0019623253169727584,0.0031484831511944394,0.02389584872080253,0.0025796114834423104,0.04118971577188458,-0.07273570323778876,-0.014017700293723345,0.0013734775657282862,-0.06531525514722271,-0.03465833285780307,-0.03732443427919494,-0.020695369515796945,-0.07581739667238085,0.046890756790369734
TG,-0.0218972641018401,0.01187223808207576,-0.02899232638285944,,0.018907627184180757,-0.04143382571766785,0.08312819613678592,0.01983595619366695,0.00022407584288542922,0.03974558032113117,,-0.008695545582962493,-0.017704294267106825,,0.005863782378849098,
ADA,0.022212563114293173,-0.05523259253755516,-0.027246881271144004,-0.02805447849152714,0.060001899575208135,0.025501658877912007,0.042436514305943605,-0.1267633113819926,0.01754800613226879,0.006653723436118283,-0.09402423190864441,-0.003466916794632796,-0.04151493915053661,0.02677224509996314,0.030019341352227044,0.29325157374392535
LAMC3,0.042183811578970144,-0.06795222464282247,0.06825199760705412,0.104459123804252,0.06478382559067879,0.10428143703517484,-0.0019445330638909642,-0.05975118332399511,-0.05635759378458462,-0.026463673085228213,-0.00905143653207201,0.10352177214060887,-0.06400187845439036,-0.05313885715991509,0.020076564113912676,-0.052865626249206855
CCL7,,-0.0017760949351111838,,,-0.011772321917709385,-0.030378239980249314,,,,,,,,,-0.003391339868957183,
NGF,0.13002074665820143,0.01820480318734528,,,-0.015407349619245538,-0.008819137742185634,-0.004299508355041282,,,,0.124313176060705,,0.041909691817942546,,0.02623435339036023,
TNFSF15,-0.019578408591180645,,,,0.052695011903149146,-0.006565127956239573,-0.008776824406746007,,,,,,-0.013358271596212794,,-0.03834081254240977,
HMGB1,0.10103820975457246,-0.015478711673650938,0.05105235188851215,0.07678735868344622,0.03354369468753762,0.05289883476846448,-0.019447099995828426,-0.18454560105148107,0.12427709077074406,-0.035948298727926736,-0.1275159001765032,0.008413676828261113,-0.07041050327756704,-0.03092197057858148,0.05476158285724265,-0.04566489007043082
ITGB3BP,-0.09644618401287257,-0.00857139530869535,0.050072277374741715,0.003190213197303932,-0.03598383826823986,0.03714035586055156,-0.05361778414404576,-0.06685807102464443,-0.002285907158411162,-0.03476101360786996,-0.02290196287065347,-0.0991856881951553,0.017568681718215694,0.05925298834139901,-0.08222966284867131,0.05787883720919836
AANAT,-0.028365126600200137,-0.040773161209459494,,,-0.011927901735142021,-0.02026658830925797,,-0.027420725498938904,-0.030707426306534523,-0.022223337394793825,-0.04134803168386316,-0.02819340726501029,,,0.04143445147210733,
RELN,-0.005307645977120297,0.010400308108030226,0.047693117762266424,-0.03865257060272414,0.00814719035553167,0.005396061123994604,0.019598496129212346,0.2665230858231381,0.007050457149803987,-0.02625895637020342,0.07254757848247859,0.05737515860756609,-0.016135344421234588,-0.04901270094779917,0.06748453657572921,0.033681414996821174
IL15,-0.027830369861340375,-0.018210135783237987,0.01996304804808457,,0.0237325643998283,0.010445053605521767,0.04787584724598107,-0.07152442593190753,-0.0018328433834225956,-0.015664023793429353,-0.07728591312786048,0.06615872018452497,-0.032584935710500224,0.08066129540550006,-0.021830127334648675,
UTS2,,,,,,,,-0.06793062800656006,,,,,,,,
BSG,-0.07388508035219442,0.04551435464435019,0.04484622198460605,-0.020409647635028786,-0.017528101676377753,-0.059845254260064255,0.007509336439068831,0.14927116589334632,-0.06394834852683785,0.005347620673512489,0.1528270167624573,-0.12040997394876772,-0.04122099437514207,-0.07041860439019922,-0.05800683377738354,0.13891170998419136
ADAMTS3,0.04660133310535985,0.01579094709314936,0.030016184973078487,,0.028299395970066497,-0.017336914204560405,-0.00867922395203074,-0.17007716344860715,0.07255685575833622,0.002062419253407751,0.11635528205731514,-0.04344967345697773,-0.040276627596415766,-0.032872741134654784,-0.027105058311250114,
CD34,0.0706794721089018,-0.05036967129838584,-0.0132746975805706,0.09667298805679178,0.0190826750192952,0.08169183424145275,-0.006704845772106536,-0.09564985709676009,0.009321596763131629,-0.013295413242194656,-0.021351298958226978,0.0007260736598656617,-0.06671012165441416,-0.06278588706813368,-0.014181937582241283,-0.015822980409086355
CCL23,,,,,,,,-0.0067310428037501415,,,,,,,,
PLAT,0.0010785473406264231,-0.07493911146121239,0.01661210929340661,0.05236850111286355,-0.0356348760166282,0.01523210746712771,-0.046578381975702465,-0.17126380685400291,-0.15778948589591824,0.020556307875392824,-0.012116176291310591,-0.03517439628490813,-0.11010473118042513,-0.044001630920478235,-0.022391625284548064,0.010631986844121233
NTF3,,,,,,,,,,-0.0190993226417253,,,-0.06104580305022025,,,
LTA,,,-0.002788936994011363,,-0.01508827400409367,,,,0.007350745957135415,,,0.06382299878357292,,,,
CKLF,-0.008869938060031616,-0.02044785850309672,0.05443707001016722,0.067733620312842,-0.006366414940573784,-0.048023190416409886,-0.010726790908086507,-0.20402417083285074,0.009422574725155033,-0.0027850339202739323,-0.15323151781444136,-0.05408530834640195,-0.03556824057778024,-0.08069574738359858,-0.04489745607980974,-0.01156701789729736
CD24,0.00965115177130313,0.004786478833873825,0.13896691194940733,0.015066903488186623,-0.04709996351153393,-0.0028854837307598987,-0.0018473831944713364,-0.030992961988894688,0.024032392268042747,-0.07634854349057912,-0.001612091926283952,0.02055172717439064,-0.06171012229479789,0.00918629255317153,0.09682405035743358,0.1913257572946929
HSP90AA1,0.09491861018124144,0.012687352545387007,0.05235170599277523,-0.025392694744045912,0.010111171933305518,0.09777719960259933,0.18345879715018276,0.20141897606481604,-0.09589588368960819,-0.015085450786635271,0.2396886377840924,0.17399659900759634,-0.003918631223103315,0.042726077915716996,0.15478584093038453,0.06830807627984983
BMP4,0.0007993805969928635,0.00867675465720843,0.0017463464551355516,-0.02421936204714794,0.00145993023008268,-0.010557642099345864,-0.05903186121497474,0.013025810631691623,0.037146112016075,-0.022366757502057442,0.06955116394129739,0.07036605366635156,0.01111716921487439,,0.06167680290134514,
SCGB3A1,,0.022300959596329398,,-0.035409975054352893,,-0.02413500477405827,0.02476515589559256,,,-0.018745602452070555,0.04297838921332323,0.09233508731920707,-0.027740914982533955,,0.07157051286268307,
IGFBP4,0.0405351228397633,-0.03205058332620491,0.010802964434819174,-0.05144401340685062,0.005026726445871842,0.0462740654636556,-0.04387592092326894,-0.11906909334367086,-0.10334598992774251,-0.013558023606071534,-0.09288680182784652,-0.003573993344916059,-0.10629420906854552,-0.09869576893386098,-0.007467301979589752,0.1252156231718978
RSPO4,-0.019332757116040933,,-0.029859963085701557,,0.07097850881039153,-0.027855718778897684,,,0.042300057421463824,-0.01874559971010214,,0.003792939724814837,-0.0186823256522899,,0.001182521990070668,
LEFTY2,-0.03238249322664944,-0.04127176854506007,-0.019676678291577362,0.02725227398485484,0.028114598308741225,0.023532080364033817,-0.03291174190487303,-0.09338815770289305,-0.01170016882530174,-0.020554779345848758,0.04723482088836027,0.042492445039250655,0.05289387325525397,0.08012005916438082,0.05675671829591136,
PF4,,-0.029152336798043663,0.06563806266083658,,-0.010271118944630285,,,,,,,,,,-0.03365774063543683,
ANGPTL2,-0.0731007966574707,0.0035509942772508265,0.08378424515618284,0.05974641983233117,0.01748807837771467,-0.035512424129773276,-0.11119093991634028,-0.12826927604809849,0.04216360176063952,-0.0450388700793723,-0.10305171911750047,-0.13952624873047414,-0.04936087226455491,-0.07305576618891065,-0.06115545675321074,-0.039126974289298025
LRIG2,-0.03522010917241518,0.04559329709882391,0.06078294679798598,0.0414931361952696,0.003302947734050515,0.007792032438807153,-0.03681021506286919,-0.07274091035054785,-0.00457361020281501,-0.03548842944432191,-0.025488311649893722,-0.05097120398930194,0.003945165388254027,-0.051940240285265615,0.04159964917539192,-0.0860454385514684
ICOSLG,0.016587074904909235,-0.02968318928302496,-0.03292577768314364,-0.005085207849113345,0.007389994371042489,0.00636311547761502,-0.08212778847076428,-0.13071274066689523,-0.03588642902969179,-0.035575647660829476,-0.09807310033599816,-0.0540451954895435,0.00948243396575602,0.040189660428284105,-0.017200199378196845,0.04456975974681258
WIF1,0.2571276947675605,-0.018835901654757268,,0.028070398108695722,,0.009502481516218438,0.10260347179825004,0.24981625053076706,0.08846049500205262,0.031643690698944224,0.15544681132104785,0.0991472864365954,0.004576882280379808,-0.029095107167914563,-0.022406145892460334,0.1690123886564094
NPPC,0.04082660264003578,0.04478321811216806,,0.011269682617544269,-0.015933038407050286,0.12763517563622617,0.07420554647113155,0.007825201877984038,0.022013523933514877,-0.014958864272881749,0.14730140619041565,-0.11450649762322512,-0.04772221974920829,-0.02826713073172114,0.08675830946582258,0.08844501506022873
LYZ,-0.017239998812960945,-0.024846676420591945,-0.008976217261508594,-0.08049396644410095,-0.0325240952530099,-0.0532095053029705,-0.02636632753806404,-0.06811698652476646,0.05488188630812219,-0.02463623724429786,-0.22025085030970953,-0.03582307828988385,0.01977462510482707,0.10466167034838225,-0.020990050740519805,-0.02710408133234699
EREG,,,,0.0632094538538865,,-0.01978150895838765,,,,,-0.0452429653306232,,-0.023269151585254298,,-0.0037552548988172034,
SPTAN1,0.05243853174271114,0.049053216502349124,-0.02995108152537766,0.02889652466834108,0.04348610048232595,0.09783860904846639,0.07809412191149641,0.10822493592862413,0.04292851521005353,0.02177630769426812,0.20647729758830852,0.07929632220271575,-0.01937623979106979,-0.054759831671455046,0.19501923090967782,0.15615251964755988
PTH2,,,,,,,,,,,,,-0.029711121653382074,,,
LIPC,0.05515806056297397,0.013783748929622803,-0.02373641118128568,,-0.0022855142401050957,-0.013143822157819613,-0.018574065039041035,-0.059571701693386124,-0.005385769231499556,,-0.002970013870446206,0.012582410389447577,,,0.004876271787528059,
COL8A1,-0.09980434098305857,-0.0556911377406172,-0.03521402721428657,0.003883264651362059,-0.017892154450838766,-0.0473111526856191,-0.09300729314123772,-0.04811334458717823,-0.02824879042115426,-0.03445644981566446,-0.08995348415491007,-0.05627698013300292,-0.06382341091866546,-0.061666196076584925,-0.020690314509349696,
GSTM2,-0.04752439569927166,0.052999754151438795,0.02807207350978659,-0.026275696596158103,0.04766571631236696,-0.04654192325145513,-0.016901698938870054,0.00047562392850040443,0.011686447185661997,-0.022003127809107827,-0.02024268089639624,-0.06238402868935605,0.06244345901534731,0.024402890083224504,0.001714072200496326,
SPX,0.13967920292758845,0.008901260844014802,-0.01590770839816942,,-0.03024545189914823,0.07151930794875326,-0.034166180489261684,0.09140139233564484,0.09752773500340049,0.02563601947046587,0.06514855992384018,0.1493644780877259,0.10540171230101132,-0.014777241436013095,0.15175494240308002,0.007219260581644749
MFGE8,-0.027976482269780757,-0.08121570392871381,-0.01663774796625537,0.04275559274836902,0.009508713936683637,0.0757739980913116,-0.0648000729986705,-0.06712392345534557,-0.02429177846574004,-0.008398961655802135,0.036434238312753726,0.021852687366718887,-0.05127705464184533,-0.019410997633667156,-0.041819356790509375,0.039553460409389014
TGFA,-0.09939606658176048,0.06280397272396081,0.08348534145311592,0.03887560888881762,0.023342806044679056,-0.04221474920899548,-0.051150700109485546,-0.10605034751718835,-0.035819941597532386,-0.04465538690354663,-0.027514779640035104,-0.0013524666351846174,-0.040667083273810384,-0.0146483684578928,0.013233224326672604,-0.09045286248662977
SLIT2,0.13625408949258,0.0510903721184507,-0.04763253655159596,0.18675748076021678,-0.018468013584323102,-0.0017427602847169287,0.06812552308581385,0.12568575074928948,0.04960049800161678,-0.014112713269584838,0.04838167435219228,0.10337063475175744,-0.013346920260559251,0.08927916857243046,-0.06988822741619721,0.2983266957275617
PLTP,-0.08917252552975331,-0.03601297091489024,-0.038707010950058095,0.008771651186091791,-0.02227909839006737,-0.037054288267978804,-0.05656945376402238,-0.20048461601254616,0.0960687744212441,-0.0206465499059452,-0.24198067194877207,-0.035840719414287125,-0.06966553679525393,-0.062307179760791136,-0.013717716138233499,-0.0794404246363989
APOD,0.0883694733881191,-0.012441925440392906,0.02762622456382784,0.1304935199017441,0.056759275426821,-0.011797087233274228,-0.08549050192931311,-0.22577000268499522,0.03727172822956862,-0.035731936223596744,-0.17946588592418813,0.14412538033401034,-0.028350686158193358,-0.008446240864103954,0.020568949874638334,-0.13214014045968317
B2M,0.032295804895069016,-0.031041425973656476,-0.11205806559570237,0.005492199293558874,0.058046596596794474,-0.0250238355037923,-0.11574189626740383,-0.2236326287094174,0.03635227296278187,-0.04155392904789788,-0.2758639846753593,-0.11367794565996368,-0.05521863451766937,-0.04734474666185145,-0.040172305090896344,-0.2355427167707087
OMG,0.12187181162522821,0.056265628328899114,0.036820629539475895,0.03350763791482225,0.028262506027093504,0.04733654169036794,0.021248647196670988,-0.07534386738442692,0.10215984989388403,0.05118843165049864,-0.025457978246354523,0.15513178902365216,0.05177938951718364,0.04368262349827793,0.23335291761117918,-0.11095405835119443
CXCL3,-0.07562776127087262,-0.00447364620167479,-0.03244904629056974,0.005179538233790209,-0.01778129290759376,-0.0733784765767354,,-0.03600210179861437,-0.10697739150013767,0.009540220221851942,-0.05478877056830727,-0.018831356541686956,0.01750902175509301,-0.03987650821096557,-0.07843601834932185,
CXCL10,-0.03509213246650305,-0.009160409502599115,0.03291965000946778,,-0.0019574858754318612,0.029934976466373376,0.09753016136006026,-0.13658732553956876,-0.0289997145853214,0.008519082382970609,-0.025876377303691706,-0.029925304473349085,0.03600173290472869,,0.0756955484619554,
RSPO3,,0.019224667408262418,,0.018922608926642596,0.061423196145208574,0.07009554352168818,0.04288574203072921,0.007367641864065242,0.009361639931853738,-0.023838912176119678,0.1774354964027611,-0.019678404647217842,-0.029189069401469567,-0.005000599449410069,0.16889274975889482,0.13175907299513348
CORT,0.1685636743531695,-0.054984654044880434,0.027464023442785084,0.08446883385028323,0.05044162916845079,0.0595719776766741,-0.011960170136704954,0.10021853941204212,-0.009101529599470554,-0.004286169138642746,0.05537438131946468,0.05290096222471977,-0.03107121317278272,-0.055272840278448844,,0.15853700318265698
NCAN,0.01783137682558078,-0.001564904899591653,0.1080469505112409,0.03996813716798294,0.02562642187806022,0.12089821387171841,-0.052697561710741476,-0.1137517157145813,-0.05877377047387542,-0.05033787848252294,0.22191961570000904,-0.08448500831836628,0.11671839766668204,-0.04066910952611406,0.22274236129690708,-0.009870652848480564
PRG4,-0.029581868588570395,0.058409213019014125,,0.1337937364128754,0.012887974260342158,-0.0008311168254177041,,0.0018452672502060953,-0.04395785714114153,,,0.007515896962895455,-0.010959403994014714,,-0.028635977443598568,
ZG16B,,-0.03897035957561064,0.000656451475571041,,-0.013663221466634021,,,0.04630533065215538,0.0252389510305135,,,,,,-0.004913289065163317,
TGM2,-0.0016909390299298572,-0.02037521394886125,-0.06919549562689553,-0.029253083938494386,0.035779633997208946,0.009987445506308886,0.0646530909207864,-0.05604617109411971,-0.009123156143157908,0.014886561822624182,-0.013420136935360042,0.14494548770514612,-0.017300969535159395,-0.007320679925708795,-0.0006186145356836352,0.011005150890340803
VEGFC,-0.021225581334003624,-0.012078840205679382,-0.011042121676987817,-0.04849978939857639,0.0065618001251819555,-0.01682385930920744,0.04239228856765017,-0.05142563835316203,0.04777976478839893,-0.021294506875058582,0.10819125152497802,-0.023479874874890824,-0.03188543750355957,,-0.05311726825543892,
WNT6,-0.0269196918098113,-0.04534355119159232,0.036774075611066145,-0.023355516180033394,-0.016282639587486696,-0.026606822684680273,-0.029172226528727255,0.03175195115827064,-0.052297491886585515,,,0.014016885219568311,0.0063430580322585365,,-0.009487924416981628,
NRG4,-0.020061509274849263,-0.025883839331720473,,0.03259669713299651,0.025620136613364937,0.012327495468630233,0.010727560638380474,0.017410110901129157,0.08257858753345057,0.03292656635840512,0.04563514178349963,0.07324815924839849,0.038646595131518836,,-0.021986573037855967,
PMCH,,-0.029832517792614175,,,-0.0198520868698625,,,,0.007815753208079187,,,,-0.014204252866155008,,0.058222146693533754,
COL9A1,-0.031253328249848854,-0.04831393208592792,-0.02079548174138009,0.012536260653894188,-0.01496398265799915,0.012687008432331774,-0.09815471618688884,-0.07303606237555438,0.05692284377173496,-0.01587265774906736,0.05706638900596117,0.06866740492106334,0.036038710080672824,,-0.0512946578897665,0.07771216496086689
GDF11,0.039455987967668776,0.0002596891599903271,0.005763543106212367,0.037350309297555666,-0.01426420617516527,0.004112174505887324,-0.08556368971620294,-0.07973971412035312,0.032173655389406745,-0.04854210162555423,0.0742233609596535,-0.016030157511336712,-0.01829200835120572,-0.04094297968762779,0.052037399779178414,0.09205199222489854
IL24,,,,,,,,,,,,,,,0.025938752759939846,
SORBS1,0.02378157079921523,0.04527750936659025,-0.047859024951228575,0.01925837326597914,0.05027050219470466,-0.01621253585264178,0.0021627026787986825,-0.04032937704895536,0.0461742893958161,-0.0018205628598114989,-0.04085577130890719,0.10570236255790338,-0.05144304422616126,0.09313382640874408,0.04552503188187394,-0.09027750257346973
DLL1,0.0520417790585601,-0.037853727613098215,0.06946410569129291,0.06420008351094646,-0.02010453280084967,0.005446530840133067,-0.07164333187564156,-0.052608409707801895,-0.00935450702176714,-0.006581961336242402,-0.07413386361280164,-0.07171036006611532,-0.01867895829750349,-0.04505354627845055,0.052993831712053616,-0.0023863890278802897
TLN1,-0.09656685781222431,-0.05313175149746924,0.06649751799562467,0.0062780622994525435,0.026366209487004053,-0.07817531412674263,-0.06502931007964621,-0.15846505389064836,-0.00031374826772909105,0.009410888831284481,-0.20751459927473268,-0.1227477953822734,-0.043265258015314646,-0.11293854656722617,-0.10354250728652219,-0.10478284577915889
COL2A1,0.1462040298931217,-0.03453793566725202,,,,-0.017246436395511936,0.007942694290980093,-0.03600211405052862,,,,-0.019117693024112335,-0.029923547014970714,,-0.05411702824071455,
SHH,,,,,0.03491908280066034,-0.011124569030755236,0.01230028713911324,0.026301940871262676,-0.06324284846896218,-0.02152329475100718,,0.05755015870528385,-0.027442560881275127,,-0.0681768921453807,
PON2,-0.0191766106233941,-0.01350892294613625,-0.05123824217864232,0.017842969462942337,0.044103510485426184,-0.004981684842976734,-0.06081754281713326,-0.238002707022524,0.0406267623265829,-0.02057584783641793,-0.025667947621797558,-0.03797262190029072,0.1286343691515135,0.03649415370519214,0.08911309069571502,0.005021676064104302
ICAM5,0.2143931226178048,0.09021756391299462,0.024409150112878773,0.012095412965807961,0.12058721519166009,0.07768601404642922,0.04269018179724666,0.11580458699693386,0.07355782367842895,0.024227511697879893,0.11748824604756433,0.023073835555708445,0.026030836371295756,-0.0024526970215810596,0.14194243802286685,0.19498441109028106
HPX,0.03785392833118269,-0.01718662375036179,,-0.019622616093085524,0.01093912195369594,0.04613218679502763,-0.03896575839754361,0.0017398946205758406,-0.03949565918252377,-0.01874560054100153,,0.004666197326232925,-0.039318019181074984,,-0.042797117785492646,
SFRP2,0.0379474223543,-0.017553315945803998,,,0.06878273082047935,,-0.0532959392780593,-0.02873303351655803,-0.02382550068497861,-0.044781126294720495,-0.10140427931299224,0.001424810537609371,-0.05697592626228095,-0.00600500358664652,-0.04667624724639583,-0.03520593891406717
CFC1,,,,,,,0.06634339149908733,,0.08833779347037743,,0.11384523966942597,,,,0.04660881527543662,
CD70,,-0.004159332459981907,,,-0.02368127040807719,,,,-0.03402127943180182,,,,-0.03592647587369706,,-0.07519387648998142,
HP,-0.0259084647197898,0.0035198234005903166,,0.08319648238202544,0.06934492103779129,-0.040900753894741154,,-0.08854959058929258,-0.06419506727233582,-0.0334080953946689,-0.06219012131404743,-0.03719491296419604,-0.023891998646791646,,0.011888506814205509,
CXCL2,-0.04384894022526024,0.022435416614690822,0.028427697592407885,-0.06719281608651902,-3.5122980049474845e-06,-0.04602581109757797,-0.023744931646412788,-0.03520289773796338,-0.10831620819144985,-0.02605179411177105,-0.07137527091776408,0.013237346252418406,-0.04569687561039821,-0.047817286549106865,-0.11829028199403907,0.05940258239796748
