,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
PDAP1,-0.036249786945903015,0.023618976836617393,0.047040754854263934,-0.03528722280573298,-0.032302356280840556,0.025383577000199394,0.19916898013806514,0.002402140126007668,-0.014232795923858224,0.010072031484656917,0.03687553327558813,-0.07442237706848967,0.04333895385309223,-0.015528263591036635,0.03216193081264937,0.017034196779674108,-0.021692975621014486,0.07643311767014083,-0.009834496642833028,-0.03603680717306994,0.0776704822670706
QDPR,0.051134509197477994,0.03724634878795196,0.07129140697962745,0.025832195150004924,-0.008884589666753108,0.04572873922915879,-0.2762437234194378,0.017088966285907118,0.022631753755048327,-0.18824107377997865,0.0672045653080883,0.07688201021084608,0.05650136088773759,-0.2048058598750934,-0.02105766155336926,0.03627345566787525,0.011513171382604227,0.0840655762441825,-0.050487939242616194,0.06436286511394844,-0.06844058732443942
POMC,0.06800854215205458,-0.00035342636687113097,-0.025137724548168365,0.05217305939228541,0.03648129465128763,0.0075620030694289325,0.04347074038867741,0.025051345911512413,-0.028850862639588512,-0.08113316165773601,0.011846808737611453,0.0027905531768069062,0.04017063305299472,-0.03479490114892454,0.0005166708383926178,0.038688675733966935,0.047929614842192166,,0.07447823140424824,0.05108920776545454,0.06999600552066397
CCL18,-0.024639284698537545,-0.04473425643730202,,,,,,,,0.03745685965205498,0.034254624527418086,,,-0.032042102024528826,-0.0083468633217713,0.03481081608296834,-0.060703886481221166,,,,
CCL17,,,,-0.03797658972013113,,,,-0.015510669374320546,-0.02793619231576083,,,-0.022972034927776237,,,-0.018111732475172525,-0.02637682640101128,,,-0.02290905037797899,,
VEGFD,0.014752783297254993,-0.029276304112128892,-0.020263353921007102,0.07521243662983594,0.08034712076084924,,0.012205677148006067,-0.018368867712869844,-0.020491534907872293,-0.00024165990120305253,-0.03320339753731929,-0.02461984135267168,0.060886228353866804,,,-0.018272032762825328,,,,,
TNFSF13,,-0.03375791614117281,,-0.002536911244691609,,0.012096515765450414,,,,,,,,,0.1132418426033854,0.06029139158226507,-0.0010879579334384427,,0.008771430553242577,0.011252406384662107,
WNT5A,0.020105011548692542,0.0610800585241695,-0.02229670678201195,0.036147716677995725,-0.009073309266525649,-0.10733413898638301,0.1583660263608676,0.023322888209321817,-0.07110139922912284,0.03855044843293934,0.07463444966653529,-0.00648845780813291,0.01776736430490559,0.04017130133762106,0.010898595833015178,0.06492722951317648,0.03798047544804265,-0.011463652993411783,0.0041531779838077,-0.017956334967378657,0.008540434008030907
CXCL8,-0.10029842176930638,-0.07820529042531378,-0.01897340356434057,0.05428852473030265,-0.08377999401877448,-0.042132019100723964,0.05465189711464554,-0.045963995258567175,-0.019082608307770067,-0.06038767819259644,0.0626296786673451,-0.07402244250898399,0.07671684401415739,-0.04312131650931264,-0.05075083297688789,-0.10461699423160799,-0.036768557738369186,0.07717828604282022,-0.0001565578346492751,-0.08120324217507682,0.06744411124626919
GRN,0.030514698553667723,0.08590699964159482,0.020606163723679155,-0.04389742654656344,-0.05992055380086296,-0.13582868124146125,0.14752957326917446,-0.034087248116730536,-0.053806022192552594,-0.15091170747108196,0.007394311413391215,0.01151699839463014,0.06206132290905284,0.11823413895246676,0.03877099896949763,0.04441629520625752,0.09954067145177331,0.0004001203482549093,0.06608217266592206,0.1519995468153826,-0.026094387477722743
MIA,0.07597005452951384,-0.008035124778677688,-0.018020809903790895,0.07120213210678411,0.07766958238553504,-0.0112158111534794,0.1122974924353376,-0.032163787251576634,-0.010378874543695937,,0.053226112059666694,-0.03371800099974684,-0.04960753650384176,0.025686434161448574,0.08572843558272647,0.027306764152870203,-0.025371796496269725,,0.09534198798590937,-0.005779290511465268,
COL4A4,-0.0055650466513847,0.04569211617121106,-0.030305634822397336,-0.013017870806297675,-0.008660814146368724,-0.04669776110788344,0.02884554857834873,-0.0014914350614217953,0.08832802499376642,,,-0.03270771187719163,-0.059150745986641065,-0.04051122861860712,0.14495217683260045,0.028328846079493864,0.057781740340070074,,0.04567321953845832,-0.012106833056719347,
TAC1,0.1549014684088814,0.008923806220216959,0.01583693636954647,0.06062384502907822,0.03985700700191093,0.09604433032361957,-0.0871871009698484,0.08903183803920549,0.007873340047700617,0.18367688190298517,,0.2305722854676062,,,,,-0.004419360828408654,0.08418218370759553,0.06790811239667577,0.12029145942878093,0.32317973754073
RARRES2,0.04716710118355982,-0.04986140129093586,-0.01915837897821042,0.08442638326467407,-0.012559803442268508,-0.05852919874439674,0.2094666810878409,0.09843493871098272,0.06419565520688705,-0.057037482705244044,-0.03174811123705273,-0.09835066917836804,-0.10287448995730741,0.004565333780575549,-0.001066808250757862,-0.05037758024877709,0.02093603788863391,0.026556663434240707,-0.007230896546612323,-0.07256654725899972,0.0629815416555937
FGF7,-0.049821570962053516,,0.03511824316069555,0.0009483902332691144,-0.004456894238625298,-0.02432948605256799,0.090740810637085,0.015612718002130287,0.00792040664900868,-0.03056006082687042,-0.012013738202199177,0.019089006255114394,0.08100850008011164,0.024527345761159895,-0.0375711695478374,-0.006679212613573872,0.001455962261875624,-0.06026852181358489,0.020711939804797037,0.019695421962111843,-0.031089383244710292
EFNA2,,,,,,,,,,,,,,,,-0.0173663443204067,,,,,
HBEGF,0.026590975087424765,0.021660828624681848,-0.04016287019587326,0.07109950660684,0.005165505905112738,-0.057876658740203056,0.10756027442330308,-0.0844846581640443,0.03963733096318092,-0.05289186591638538,0.027568356986046046,-0.061438871067461674,-0.04208204976818181,0.14311498505607814,0.07165196114225034,0.009193114702024491,-0.01804664447911936,-0.05438716586884754,-0.0019177438118626827,-0.007566713592316795,0.05709173840076542
CSF3,-0.027946543235674425,,,0.04643283170734283,0.010588280829221388,,0.01892576105354484,,,,-0.01689841276387219,,,,-0.0008021779321970288,0.020223183278679262,-0.02527112065595406,-0.005796443193397147,-0.024119695909861013,-0.007349880520772847,
PI3,-0.03310684787866408,-0.047062323846766056,,0.007830825991294572,-0.04278005789923107,,0.012317335325434638,,,,,,,,-0.047298313354783676,-0.07412307490112127,-0.06349430917636036,,-0.052404086228708034,-0.010738402632462892,
PCSK1N,0.14676813431667435,0.0305231953002106,0.0917352918046949,-0.0882860864278085,-0.010086554509191317,0.10282309589057578,0.033606913699507,-0.05550899227400817,0.06914159613547047,0.2918319949227632,0.09182109938474181,0.22960985821794352,-0.03586145191046328,-0.03778247482096329,-0.04952886526269467,-0.010723459837597756,-0.05065542650935571,0.03978500190070621,-0.035997553269781386,0.16004777731954853,0.19447598943632746
NTS,,,,,0.0346317755656707,-0.043729087766033944,-0.020657262079454116,0.00519295677248137,-0.03451679689416247,-0.05284598128385194,,,,,-0.04225278650271029,-0.02115759505745795,0.024333816006682666,,-0.0357179806514045,,
SFRP1,0.0655111711995958,-0.04968320601023204,-0.02292985061892217,-0.002033858398151791,0.00158871618000929,-0.04521498971455694,0.015454121132556098,-0.023252337528357522,0.08486710896804735,-0.09452518166671525,0.04056912685656555,-0.009940645088623737,0.03834361254259842,0.02616396269358087,0.0012647086790466625,-0.020305034807364144,0.01246179499364401,-0.042691323353711876,-0.02272192085655469,0.09705955386313886,-0.020570612526383588
CXCL13,,,-0.024350996868138478,,0.09749906412072289,,,,,,0.06241732655493949,,,,0.04359165868450594,-0.04461908918381292,0.03510602212256526,,,0.013559623878798836,
MICA,-0.05891793214704829,-0.00820808507382581,0.03943280646710723,0.033890061240934174,0.0013377795971116276,0.03267343270554251,0.1686179928945591,-0.00045912979808117717,-0.044566966515061486,0.02468071572719131,0.08684978027681049,-0.08340544774840744,0.012374504225033325,0.09548637604519736,0.02447226206415606,0.043200396278735176,0.011357284812173308,-0.057753294761791155,0.06690941060151298,-0.029509106799423025,-0.0642195849588765
TG,-0.022277855556394652,0.04837031559297281,-0.01923765320974039,0.06297392685313848,0.0776212274107953,-0.03786119779602363,0.0854418350412125,-0.016342172121717624,-0.02021730106261711,,0.147639446817798,-0.013602564432532136,0.03471027870665466,0.16875835420765198,-0.02406596426686652,-0.026057891185935756,0.015138541719311796,,-0.020975140994435704,0.013574530878200564,
ADA,0.13167696526411524,0.060787038934093075,0.05547283285098957,0.03767311816343792,0.014075499303034087,0.004956196377140767,0.1851021356041665,-0.051639307882598906,-0.006098512837069823,-0.13971525697322348,0.07143123165459442,-0.07481183059104089,0.05543607584783683,0.06275715298027212,0.05399781803366535,0.009751062404587356,0.09232279716313757,0.020083403621764008,0.09576773728516383,0.009815634960901069,0.06522658502806122
LAMC3,0.0794676060173292,0.05766477542429667,-0.014455298589723995,-0.07319124989372823,-0.012189416359375796,-0.030187921055939433,0.18504026319642283,-0.05137836335750868,-0.01633445787181571,-0.08881423900714801,0.08420127234607666,-0.006777940888417011,0.060399663062856705,0.14020807045327477,0.04561326036922861,0.06457249817543195,0.04893658540144769,-0.036237208524175085,0.10943348393417861,0.11455505217255114,-0.05913891634241291
CCL7,,-0.028454766144136872,,0.0412663265472829,-0.02613156841665565,,,,,,,,,,-0.010817217492343253,,,,-0.025275103278281908,-0.027424263451619697,
NGF,-0.016100797980440604,-0.019528096055523313,,0.05610215384863501,-0.011079726656839763,0.03519826196932619,,,,0.1387964106570244,0.04039188274957971,,0.0896171966671218,0.04063561442531716,-0.031350662461408205,0.029556536048258485,0.06265394203628916,,-0.01609364422472003,0.028665834389603035,
TNFSF15,0.008746236279424151,,,0.00456250986579789,-0.04116959347564085,-0.051843106307779156,,,,,0.05015581806958452,,-0.06253608328529442,0.02452113515152717,0.007485770028551049,,-0.015692932075736816,,0.05277276496696417,-0.020324434684471506,
HMGB1,0.0998156720800224,0.02511371071147457,-0.03866760017509539,-0.011994397535378128,-0.0034041585337780305,-0.002036824639046423,0.12615341878529276,0.06519461460165932,-0.022842583122761866,-0.07612619136699704,0.1053686241625555,-0.005549559879918786,-0.12564631053483918,-0.0852749500315569,-0.04900799716042364,-0.023990206556434593,-0.04447443888845908,-0.013387623765677922,-0.024950779129432055,0.03462342864495641,-0.03520268234856099
ITGB3BP,-0.07778272136362528,0.05316453359481637,-0.041963840035707536,0.053782959632316094,0.06634668615422556,-0.05246598614809727,0.19548746055015426,0.012794288292914558,-0.017710797474857282,-0.02093836893744603,0.04531477051715286,-0.11963353822631462,0.02363321735965156,0.033095383912270654,0.006540601001374348,-0.002871542200292303,-0.049183245448118924,0.0732729342222364,0.02227669572627201,-0.09584015161739641,0.09754280948852569
AANAT,0.10828267819326926,-0.03236462397168922,,0.021979787963465655,0.004190330621883114,,0.0010943451422931443,-0.019739265822664494,0.0005899399587662643,-0.03882597288318505,,-0.030814787556737416,,-0.03337319240387595,0.04822685928090476,-0.023370395856725148,,,-0.026742113295283094,0.03748327268128197,
RELN,-0.027761257758738656,-0.030160505118042497,-0.03748385658588114,-0.04536668261499058,0.036003929389583335,0.03459964653826584,-0.05255687330317722,0.013142569082784718,-0.036947458150065685,0.07446932881830289,,0.07263888321102699,0.006953228274558565,,,,-0.018955361267908432,-0.028556503528808397,,0.019149671261282128,0.017099438057104097
IL15,-0.028314083301387374,0.045090909620864976,-0.024508475870272196,0.011594165530760642,-0.02871351022678965,-0.024024865859533704,0.021157438952361458,0.03508787259811647,-0.01930046654390163,0.0030522393050415415,0.024877429615529394,0.05845837921953384,0.05952811147975276,0.10669520511974286,0.04198343861255228,-0.012652420159192141,-0.03827989116062776,0.07192499315827316,0.041327712870969355,-0.009628427448139734,
UTS2,,,,,,,0.08587525721769936,,,,,,,,0.02339538693942244,,,,,,
BSG,-0.04422237406418945,0.05755387639447563,0.04516305462366627,0.0070798965872787695,0.0030018970742244377,0.0075086761671696485,0.026646224597358235,-0.07332655111974068,0.06562899429612315,0.2166082745084955,0.014310638681101998,-0.12729473481280376,0.010947582959950374,0.10479223682328863,0.014241532502139423,0.014885386021283541,0.02129391159388948,-0.03410882940344841,0.07765018571852773,0.04152883620436606,0.17937830882484115
ADAMTS3,-0.01730946519836946,0.00862951290171483,-0.03380195145025917,0.05708021957094754,0.023777790271521153,0.08835616343132428,0.2581694545896795,-0.02501668999501757,-0.0031610666246733392,0.06693054564591713,0.022114906044943344,0.007369451198798171,,-0.021577858388328056,0.03230311686830891,0.07862927540270796,0.009633689699236652,0.07790752056681458,0.0604087514534144,0.00440586347367998,
CD34,0.12202569205615925,0.03945712127053412,0.0148707921931169,-0.03604416074659195,0.060590972487203104,0.0009603618743922696,0.17690196842827385,0.011580467689550174,-0.002361098257799061,0.01811178496544884,0.07532415305649857,0.03629741442442953,-0.011478197688615565,0.1470939643731511,0.10006489177235815,0.04596605066419001,0.091504681555971,0.060126800762013315,0.13319052175803384,0.014008942507609767,0.038595049830291515
CCL23,,,,,,,0.0703168683381909,,,,,,,,,,,,,,
PLAT,-0.0077799529350706465,0.07684271526571847,-0.00964618696970685,0.010383700157958671,-0.04407233478054388,-0.1377206208583404,0.19105413532469434,-0.11107050851881427,-0.031194582347288873,0.03561081653049645,-0.037015483658109125,-0.098255679623662,0.05213031158267734,0.04969955552894114,0.025968499439877984,0.1432299512073861,-0.06768331293841805,0.002686275365056569,0.09856087215543226,0.15935418864967202,0.007203985197301179
NTF3,,,,,,,,,-0.03761951760498733,,-0.015151210425937724,,,,0.0014446093681938995,0.052995590268614536,0.06994325634832393,,,,
LTA,,,-0.014147430639044643,0.00959886628390675,,,,-0.0286979590811447,,,,-0.028579294750402343,,,,,,,-0.012708851048374301,,
CKLF,0.03580314818372236,0.0051206474694943755,-0.03538380551964707,0.007831856107879235,0.0070034165278321,-0.11341314570751734,0.20500943751175174,-0.08048229853559209,-0.047327678664497025,-0.08004456130251203,0.07627733529606438,-0.1066894449424519,0.12877530948436447,0.10191819901952147,-0.014577301429235863,0.06924556763288732,0.06613550810202058,0.052648673356252715,0.050993438915717455,-0.08461329489795044,0.006168942853137846
APELA,,,,,,,,,,,-0.0030786615383175107,,,,,,,,,,
CD24,-0.010789334495427254,-0.02607968621791576,-0.04834787593570976,0.01146488863890192,0.06438768136776966,-0.01591613801294728,0.06401377157567693,0.06712800375579674,-0.07665122691061083,0.0033140392791557245,0.037335683248134015,-0.038066017559876854,-0.1253456315453496,0.11317763271516795,0.041384915786849975,0.0006112860777950789,-0.008320903558438971,-0.007027430902268034,-0.061275861388840634,0.13677865196887457,-0.003223888766491477
HSP90AA1,0.05584394811878243,-0.04692351404082313,-0.036171359462693994,-0.002246964180441916,0.041769168120831944,0.1622267169624294,-0.17411272363125255,0.06308606245998499,-0.07609756205874801,0.26162949459620444,0.005619277159523091,0.24834643356274824,-0.18354342287679576,-0.14108414432229308,-0.09229551699866137,-0.09587987684184607,-0.06573245431098246,-0.00747928959206644,-0.11727873704425894,0.15182457702074215,0.11649276195542989
BMP4,0.1385740049986662,0.009010203074795529,-0.014997105799851926,-0.01862866458319913,-0.01067689510188156,-0.06465927510197095,-0.020681054307189715,0.015753872510234617,-0.037532037300685675,0.0861228673213503,-0.04629313179412288,0.016831585490500574,0.0592707066801746,0.10309387071897026,0.10353236468273704,0.10002322167615836,0.0742909791537468,,0.12273895646104684,0.016600127293744302,
SCGB3A1,,0.04847886486792884,,,-0.008112269270496797,-0.04817927240938378,,,-0.019657832453400477,0.07682580113747628,0.0017330348925470847,0.0672589295814926,0.007074648116696895,,-0.008107377780900421,-0.03324364580563347,-0.03258926811033827,,0.03908432710868216,0.037694692221058326,
IGFBP4,-0.03381048799981608,0.02206911321638253,-0.027207699228889125,-0.11665009685502488,-0.0015480542554311553,-0.09059812557536867,0.2182584017319263,-0.10167230853485139,0.04540252408659229,-0.02529928549636703,0.054899031812181906,-0.05452371181635222,-0.026982084258322294,0.14657557307572683,0.041351867838197436,0.018585103941782328,0.0022308353456549105,0.10512800354825033,0.13775882937732487,0.17135024469601715,0.02507168420813656
RSPO4,-0.019668775447697524,,-0.022870937412681282,-0.024194253389764626,0.07782620041002103,,,-0.02456202028821668,0.009858962235720265,,,-0.030576887127380513,-0.06880517193904034,,,,0.011110076705002286,,0.0790239626349163,-0.023974745295108575,
LEFTY2,0.05581554931100754,0.029040341853064335,-0.014321182612230823,0.02413725319157182,-0.019047738532072065,0.028645081102123573,0.18921522766948157,-0.04177598957449491,-0.021555050552812753,-0.020838003150886453,0.0290621797332589,0.061159397152162454,,0.107461746884307,0.014476696004683537,-0.019968175806798,0.0368871831977883,-0.056854262056448036,0.10553457088273058,0.15581012312325057,
PF4,,-0.029517249264767297,0.012396240194702418,0.003287730343498433,,,,,,,,,,,,-0.01591745689768107,,,0.04397993505339322,0.04423316227960297,
ANGPTL2,-0.04337278316248596,0.0018549050782225018,-0.05341505251004762,0.04459195750886106,-0.06768515171810216,-0.15790969159667692,0.19992210685014433,0.031566722242858045,-0.08727623090921403,-0.08147840682305671,-0.04435345778941193,-0.17954467077540043,0.013015439770467603,0.07397977279640222,0.009988185849092446,0.05790796385866129,0.01504169876128905,-0.029500475655775196,0.12133721465343746,0.12322530535615556,-0.01483667728305823
LRIG2,-0.08933734386404828,0.038608493362846476,-0.020946636560420007,-0.009810975278136723,-0.004839612301531959,-0.06919242505703564,0.09268465288391584,0.026545544929614875,-0.08792692231964601,0.10549900953836377,0.003627157178736726,-0.07850761200815241,0.06261092402753962,-0.0004123008832178959,0.0007918804493152912,0.08989248918346726,-0.06279106606086464,0.030116376271394654,0.04578462426726645,0.0925252638355121,-0.033433132535828664
ICOSLG,-0.011891722626640972,0.06489349151154797,0.006913225660528034,0.02926941065782534,0.05930003913853869,-0.03815486345283999,0.01784042408373439,0.0076451261918235565,-0.0373068895985548,-0.15991132999944488,0.019418629591414115,-0.06074042144586554,0.12459319509797649,0.037569797596675676,0.08622061209912553,0.09101156384526818,0.025994203069902425,-0.01454613282780258,0.05856273958485919,0.06678214106990522,0.032976595842181704
WIF1,0.12931924284430932,0.0024916424919918696,,,0.07406155159413547,0.1957498460456778,-0.08315269563234748,0.0708278939262157,0.060761614913405974,0.1431857585087439,,0.19753577708634948,,,,,-0.020402313321518428,-0.037364892740941305,,-0.01621310725353041,0.32003305800878973
NPPC,-0.04014111114945572,-0.0032790042242888348,,-0.03522773065335072,0.1004879837245767,0.08360463701679512,0.002531455996910295,0.028277534538724766,0.004498231086636435,0.030206390691188207,,-0.15790994447351533,-0.08224322484288316,-0.03996092362432655,0.014121083594577602,-0.030116895556811685,-0.0043362570506283475,0.010290365289545035,,0.08303265013318,0.2860565634113587
LYZ,-0.009559381281899322,0.027523610236388718,-0.016235225346772172,-0.0019744771531732454,0.048379601864676165,-0.029625493692193895,0.1342624232040156,-0.00020033079280258918,0.002705004124636603,-0.20267836101574097,0.06968535151232559,-0.020952305898973022,-0.03152143426277532,0.060038192102143076,0.02252887913546431,0.11353169353330393,-0.054355060101638736,0.018805367631148005,0.05321639109496202,0.026227377207809512,-0.08396366611990802
EREG,,,,,-0.00438879261997792,,,,,0.020338577127354533,-0.030612979822994275,,,,0.030277369836849758,-0.05057840222873637,-0.02733596278959819,,-0.022987528694471432,0.011961230720089614,
SPTAN1,0.09265843152493851,0.08885150869547717,0.024831179315628765,-0.007853057064276485,0.01860789320555212,0.07472798094873176,0.012755483188158149,0.05200074226832395,-0.004180693484876651,0.20548528448015693,0.0023736342308673165,0.14440304289394318,-0.007161477682585564,0.1450378044688817,-0.03385402662282916,0.06503116516022546,0.024951440419949424,-0.09946380344026892,0.02015332595196392,0.10448666518913537,0.24316287229407785
PTH2,,,,,,,,,,,,,,,,,0.041315475839468346,,,,
LIPC,0.018785474480391622,0.003407550144571787,-0.019368549338537832,-0.02909179963127685,-0.04936431495661762,0.022571096259467953,0.0737841843397919,0.02610681484394674,,-0.056935818088248616,-0.03269092308087282,-0.013398603668672354,0.05433057344572809,0.061659524208075,,,,,-0.006741264921209667,-0.028442181298611886,
COL8A1,-0.07098856462031196,0.017005990631017407,0.02314133060292258,-0.01982611084651726,-0.05251485275990555,-0.1100837864493438,0.11851192288602574,-2.7258580428923714e-05,0.01411725298797343,-0.13204349021751466,-0.051074556399128675,-0.12725291209039505,0.06881364533509197,0.12970575622402794,0.07107882575975934,0.035262235838667826,0.0071953647115739925,-0.04791983049907066,-0.022175220682477792,-0.030320400343770544,
GSTM2,0.028126519383726012,0.031067359241695416,-0.028199326921370255,-0.009605960931622151,-0.02746489640667281,-0.016592131875897923,0.004396935652189346,-0.023632199033543112,-0.025626599511973117,-0.03152149903405568,0.05089608917263418,-0.05335138346648657,0.1310423834881171,0.16541409782677227,-0.05063408881104631,0.014612834550613858,-0.021394705476025927,0.0031284809337165332,0.01844963632676736,-0.003986518861361253,
SPX,0.09714341420213693,0.03245692337307012,0.02188165289877799,0.050174792961555414,0.018556674740432235,0.041001938766336773,-0.024712661713754743,0.04828702480375231,0.029037081962114877,0.0799770605894792,,0.18726770063352458,,-0.02217232527351308,-0.027369154207483214,0.06118274444567828,0.0061725273718650255,-0.06824905026386134,0.005981843329515335,-0.06596430416238543,-0.06575147621084458
MFGE8,-0.05401939551682483,0.00839691278508867,0.010463191993379225,-0.031208257334099897,-0.027440762834663714,0.018236871558578175,0.10874048180567684,-0.08969682492763224,-0.021226637291831534,0.13168783494544137,-0.02223422194707152,-0.007111943036608759,0.09163615547075306,0.16664258898762271,0.10678980474436148,0.04413012364789766,0.0336665216192966,0.005415128537337376,0.18005816357505888,0.0965952218574071,0.2281888817865046
TGFA,-0.0921549653410764,0.046227215350039715,-0.005914701196237934,0.0054290753694320095,0.03140658858095651,-0.010373885382866295,0.03396400565753232,-0.07840676889865843,-0.03845719345216521,-0.09285701686750991,0.044366925654296514,-0.08574472836976249,0.017603940528603614,0.007405456833472858,0.02374067568379924,0.040053999039057736,-0.030587624259586086,0.01842888527629768,0.02267237866982365,0.026676617065319857,-0.09790509399140593
SLIT2,0.29297795688482187,-0.010214054628632426,-0.03355554537110324,0.01396787134019761,0.0884073987544184,0.08863580864084837,-0.004069598903188387,0.018948099241691656,-0.03479655214605215,0.1300218671124359,-0.003430834830352735,0.2568736637966178,0.02812597316249873,0.19299699944583348,-0.01703426038775893,0.03874157396388211,0.009538039176286404,0.14692080476531758,0.03283504364687371,-0.012735210057104079,0.13662672410568
PLTP,-0.04841289114670266,0.03611594373182483,-0.032457355490998784,-0.09236310377323198,-0.03825218107939534,-0.0661131661140338,0.17990536950464014,0.03906104502675798,-0.06666856144789635,-0.21589922221593752,0.005041792294161993,-0.023100783318072544,-0.011985848630559466,0.10843042643529978,-0.0064113324167097375,0.04306275016790789,0.005348966776507041,0.0875848774853093,0.014488467294235429,0.058112523756577855,-0.039646127193735656
APOD,0.09453334648778607,-0.020046201169793474,0.015060509975868353,-0.012255149754933485,-0.011384497874645105,-0.06609725674781187,-0.01571418528110947,0.05518700488328527,0.0011460917468535845,-0.1367544676482967,-0.0005231389612081668,0.1408905519333964,-0.008859009463133356,-0.17374000457075053,0.08120572099807645,0.09313064439000729,0.04023497282413863,0.1464740127023854,-0.09998129506611214,0.07246088950664913,-0.09204939350905278
B2M,0.053803136903521606,0.011024045523146996,0.05427946213591862,0.050472974411759484,-0.05867640944490439,-0.18573408505117026,0.22864911615950556,0.06084864687360379,-0.08058219187223861,-0.2584500287078009,0.11681346067571793,-0.2055991613776719,0.14331493080694624,0.04489604684112583,0.04307765869928595,0.12556343566427394,0.05419922651817366,0.055712215437453,0.072928862467458,0.12005084449451968,-0.21663924990168773
OMG,0.15153496158470012,0.018894093133950976,0.049064092357745295,-0.034320349615546066,0.01677118143559562,0.007317593879595939,-0.09061420568076539,0.09038727162822631,0.028218558073662206,-0.020992026029109653,-0.0339376509163928,0.1819582875674723,-0.00889380009010148,-0.1210873770820203,0.057848510758145004,0.11353933639623603,0.07159694726740004,0.011086141418407273,-0.03809634657395726,0.16159812237182444,-0.03687918423179381
CXCL3,-0.06818159107354176,-0.03439224219088242,-0.026457461901687233,0.03916279222714269,-0.036909475408494596,,0.03132514577498489,-0.05632245237075152,-0.02102972244155055,-0.044443339515671275,0.008530177234258196,-0.020582267541583328,,,0.019551699628654075,0.0007312235691440313,-0.01642563770651177,-0.008770072780148883,-0.029648179232437837,-0.005556392681173074,
