,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
ITGB3BP,0.08257009525970656,-0.0489827234885125,-0.006552055815104846,0.014284726527333303,-0.0708009468969156,-0.052209558925450164,-0.038647550649386325,0.0025687833426797225,0.0003419366394629396,0.07485790470082639,0.10415734865132349,-0.031136562214064332,0.02212903639373736,0.10741293614163573,0.023610672909547704,0.01925512363234011,0.14701252848149246,0.04753713856592099,-0.028315191049685946,-0.0028088073879290317
AANAT,,0.028749105244478882,,,0.004945601412827288,-0.007163875861623036,0.042356641818478036,0.04096384278192569,-0.004191067658640946,0.04556646257038034,,,-0.029737294583651375,0.0015741682907062728,-0.02739006677049389,,,-0.033987539316508185,0.044526980503445356,
RELN,0.07585091332727636,-0.030414931239781826,0.00834746764099352,0.06480813614992778,0.05910485334409146,-0.021825415258911074,0.06444310736140219,-0.05964431067083971,-0.002720360088041884,-0.03441897174238354,,-0.08743701462790039,,,-0.03417747203970171,-0.01108083354414377,0.03487486750701847,,-0.05645140244155597,-0.039058665015210624
IL15,-0.05001332222364642,0.03473029180897839,0.0013424367563055531,,0.00027643570084104655,0.06846460236394511,-0.025547278697098146,0.03098277870375544,0.017116985153456214,0.12057356977617315,0.03139319436044939,-0.07681699359838204,-0.026452395191242026,0.01980078603264276,0.0006001495550411062,0.03628369653746671,-0.030559637144612555,0.03005418435808359,0.055228806548586584,
UTS2,,,,,,,-0.05790669895149767,,,,,,-0.02101984802576774,,,,,,,
BSG,-0.1510970345695084,-0.029244173108625024,-0.05500071891610027,0.095344133825052,0.008616522313594385,-0.03791898356144579,0.13604505709986503,-0.07496590703371153,0.008222316720280964,0.01839500122522855,-0.05133863367599885,-0.010965350466717807,0.10136069473100971,0.10889720102556669,0.01612926603361509,0.14615216547214585,0.0767064911589469,0.01601381363059983,0.01136217662250989,-0.07233661108367243
ADAMTS3,-0.12349192257396321,0.023278738761678398,0.045700127039501034,,-0.014997187839827451,0.02594537681677236,-0.03386458940689783,0.009717036154209846,0.0190985950607513,0.0747894239196056,0.006153255714324304,,-0.01886520402065866,-0.03589165407440534,0.01858247895507198,-0.1131211307498163,-0.03513464355059504,0.031377164666359515,0.010063135554239485,
CD34,-0.047781915181787614,0.031610786107927016,-0.00010285803118042235,0.06907090569972266,0.04236939644116049,0.010056082196343812,-0.04754435403271817,0.056338077912399,-0.0031733054601014925,-0.01909410087958508,0.13432217511519506,0.05990059953426849,0.06185764362373934,0.03433604674452853,0.05561843174945054,-0.06076625440126061,0.11419307075557203,0.23087565530001622,0.05820910907385293,-0.05876320205944174
CCL23,,,,,,,-0.022137380524079174,,,,,,,,,,,,,
PLAT,-0.0473855205862454,-0.017226565758166168,0.008268539348078526,0.12847892501133545,-0.03589877824205014,0.014447524434604087,-0.04114520515763351,0.02308148570519553,0.024376402423853707,0.0062028652753121265,0.05298439047566999,-0.10141107701198195,0.059690774215756214,0.0482319371553321,0.07039782606832803,-0.05201571319920876,0.01119814254596557,0.15209235806283986,-0.050372924358673764,-0.07826711493164687
NTF3,,,,,,,,,-0.03080478302051114,,-0.020047224355117986,,-0.02298023695219652,-0.018485560941708803,,-0.044484348709483916,,,,
LTA,,,0.003246843719469786,,0.06694014913123345,,,0.016598670035808602,,,,,,,,,,0.04697950249379774,,
CKLF,0.05642028298090652,-0.004323212433185486,0.02069792354021716,0.05905976040798929,-0.026837956157273572,0.03486674122232855,-0.06180808260402785,0.08239916417957717,-0.008057487871141897,0.047515652758088986,0.11310504187427728,-0.04068859158107253,0.004613105264573164,0.07842540305446906,0.051531454863984236,-0.006846716801853226,-0.0870502688988133,-0.09680828570268527,-0.033864329654809545,-0.050294276093246965
APELA,,,,,,,,,,,0.014313570952358388,,,,,,,,,
CD24,0.027909042275297623,0.12733977416362582,-0.023587476009550336,0.024854038497949087,-0.0037982721333058686,-0.08399995577795422,-0.03549235981021789,0.07209994323835582,-0.04742006766947312,0.039713670380864236,0.20485015841475834,0.18405518046291947,-0.06871925162484092,-0.08740375605846648,0.05250209754497383,-0.14076563707624357,0.012868473538173318,-0.058387830747362826,0.04244220905092154,0.0811459210728585
HSP90AA1,0.02899436800179793,-0.047583900421125064,0.01833637790334957,-0.13737194543710798,-0.05167248566329341,-0.007488312844562455,0.04074447311504888,0.14228889337654602,-0.04103413186651267,-0.09519857482275494,0.07285670783322767,0.09098201423726862,-0.056240570372642955,-0.011218314446227352,0.013093969220654447,0.09564608931114701,-0.0989643781876589,-0.02568826283562097,-0.0026276514104977226,0.031195892021691495
BMP4,-0.020611039477166006,0.022394184829565202,-0.02520368026720719,-0.027385086091201185,0.016869565036555536,0.04774253212526485,0.02015910522960528,-0.020942385768497877,-0.0007223024900643521,0.016436773046713628,0.03865339642334583,-0.004685957333174782,0.0719314010412074,0.00677281793294153,0.1017518218418044,-0.016595022811686004,,0.08001494266977455,-0.05254498317947187,
SCGB3A1,,-0.030415523281849523,,0.018959505928696413,,-0.02815088071433377,,,0.05614589611102812,-0.005822888999762194,-0.0019777933880033793,-0.03676318280609934,-0.00761522456859226,0.059694282121723403,,0.06147710528071523,,0.07618047841692391,-0.004367232496244213,
IGFBP4,-0.07197294697362384,0.11862658020084565,0.03726278738683859,0.052988905997591276,0.08199298190072979,0.08335526029035648,-0.023346700748487242,0.09578778919298336,0.08510360695949397,0.07859089551622864,0.20511043981034408,0.019338757549927327,0.12726302289040947,0.053414507684802985,0.11658020536125172,0.15219846349945945,-0.023783585912859867,0.3249813296431831,0.07801770488602502,-0.061882485356832204
RSPO4,,,0.047120038178027644,,-0.0025540561137503003,0.032186930152525224,,-0.03346861298363101,-0.016096835189724167,,,0.07303820050474583,,,,-0.027743538483341254,,-0.0082504045712583,0.005242633355420483,
LEFTY2,0.026504415522106188,0.00021259776329621597,-0.024067744298404335,0.19112698620614035,-0.02207986374827733,0.008434009634304143,-0.05410734531827802,0.010941986048224358,0.049000388754155244,0.04498122453646507,-0.03585412313950216,,0.01419660986109541,0.03288303426989838,0.062265619955626184,-0.002358234729127816,0.04629589455983331,0.12329873312036053,-0.007923636168178908,
PF4,,-0.03155122299927045,-0.021627268821538793,,-0.023785697107598626,,,,,,,,,-0.006444147149017063,,,,0.004588018719559474,0.017958232432529322,
ANGPTL2,-0.010893694862927584,0.03601026896369336,-0.0005133050247250271,0.04800557543682413,-0.0043469228164341655,0.0195252641328721,0.01544245396731658,0.04018728537060357,0.0024984057462470945,0.045953361773142534,-0.004811275774231639,-0.05412067273273511,0.03171508175455176,0.005916448370050077,0.0032618984073504945,-0.06323744738552678,0.10195357206368148,0.1604332893051332,0.021479911572543985,-0.011315373017155938
LRIG2,-0.10966670787135036,-0.012608040122568042,0.012149643554562236,0.029360880695041627,0.020068997149539407,-0.08956733843933412,-0.05146812528061983,0.01583911999482172,-0.0462040893574024,0.01950626670140327,0.05553184830234079,-0.122129503650692,0.06061444723592964,0.08281030344441613,-0.005426608540676534,0.015657668300337046,0.028170118559377153,0.1454491655475672,0.030110419170701667,-0.04399695409213755
ICOSLG,0.08831503228243408,0.020967517834704713,0.05376212541771616,0.03390317281014258,0.022373700427522278,0.016769996034723837,-0.039078835397157896,0.02994686714918199,0.06457402824756327,0.068131784643382,0.06289700460176573,-0.018173049405665463,0.03582574440305645,0.08416155648328953,-0.008080377591074321,-0.03895117348015653,-0.06510596510075332,0.10511833819715295,0.10754093998096759,0.05486842041766903
WIF1,,-0.050550009675784165,,-0.019203559892127915,,-0.10084558978330127,0.16396558674536776,0.050997465648842354,0.006505830413384209,-0.052578010274753305,,,,,,-0.047380009599974286,-0.03109707873838907,,0.03960373511571262,-0.0715362686936211
NPPC,-0.08706881267939492,-0.01890220372526376,,-0.014706359427300454,0.03367443461388268,0.08159463287408418,-0.028051014782499602,-0.028129885719818427,-0.022370661676273513,-0.028825142016235095,,0.024886762518165448,0.019461616552536073,0.039782568721600214,-0.012729688997234711,0.0038733379904553407,-0.0530801351235426,,0.0028174071737715623,-0.08531401436202474
LYZ,0.02519357433604523,0.05130446185842506,0.028231756618262514,0.07115942449074318,0.07177208427184097,0.11676834789503718,-0.06646697574316203,0.03892154596169324,0.026993227336884893,0.1547319948185194,0.04793900397756184,0.13986125160503374,0.06153868746401085,0.02378514700437015,0.04339629854532787,-0.007054571968070243,0.10755434963628363,0.14691486132891368,0.08623409460713125,0.04995315551995468
EREG,,,,0.06957709540015228,,0.08950112176559953,,,,0.06138137055770312,-0.032718042834533674,,0.06127805883651564,0.15789980016945176,,0.1587993725520322,,-0.004327385593306048,0.061445411975209856,
SPTAN1,-0.07475881018829346,-0.03272372959921654,-0.02993690523673049,0.09307554883183589,-0.023527629885689044,-0.009714015351886865,-0.005860157177164816,0.03609891723909968,-0.023075290990998268,-0.08282567307947619,0.08244248349490611,0.046852056753043346,0.044622193406725165,-0.09648570111306895,0.03820369333726435,-0.09348035377370778,-0.03156026938175442,-0.11453889842439656,-0.032656596789571744,-0.0750486223507111
PTH2,,,,,,,,,,,,,,,,0.03625467958053501,,,,
LIPC,0.029635605120085975,-0.0012806382040821533,0.07720173792050206,,0.005887281344066745,-0.023228774885914665,-0.0508858402985251,-0.0264769573946746,,0.03636499100140939,0.004075553049329569,-0.009138061585143829,,,0.022494997225073077,,,0.020286238370262052,-0.05417956316210245,
COL8A1,-0.025067665740860025,0.12062611564911085,0.015467526590053056,-0.0038180685291826226,0.012594105848201248,0.07968056100625626,-0.008555804359780785,0.0024635328389996532,0.024426210714050944,0.032774447045769754,-0.08965367707779628,-0.0030856342503535845,0.10381945711997935,0.1323230523288778,0.04308374676883457,0.10373055679051066,0.08397631038174369,0.03315737756631659,0.0015051909107018022,
GSTM2,-0.08876066735930857,0.08705024662914113,-0.011483272860691788,0.03623600816862696,0.028398611742561117,0.007507710035872911,0.028992701253633086,-0.0032666423925809623,-0.016158775375804072,0.06263784754217314,-0.028395235706511576,-0.024026008484137374,-0.06513243117871952,-0.024280416890530232,0.09375389780094615,-0.003281368206685217,0.07993826860038893,-0.03823475401129494,0.055883776082121146,
SPX,0.03964440986843637,-0.062473053735113054,0.017786518773288386,,0.007222630588579265,-0.05447630410135961,-0.011892527140649239,-0.004282246098921446,-0.019320729969135326,-0.048073467174909165,,,-0.018567117961724718,0.01833386105038183,-0.03301576912587151,-0.06211738408088795,0.0018191368162119657,-0.1503848852017875,-0.0417129402845955,-0.0287602242080786
MFGE8,-0.12874593470779425,0.08296843434459537,-0.01522240495779105,0.02539983398216553,-0.026411896690161304,0.019688215040605344,0.04692964893548121,-0.029263901222572188,-0.02475956649789298,0.03169173987580336,0.015603369485033962,-0.03553965610731555,0.08981742514907166,0.08159021862367356,0.031111502147509913,0.0025544723408407054,-0.055596414340210926,0.1995241871963871,-0.003305193791547646,-0.057367221471194524
TGFA,0.0570548231075147,0.03219330690455861,-0.017626563050202947,0.029203112902518626,-0.011631845792084856,-0.011122196073123194,0.025524887549908774,-0.05823938107921213,0.014115242839980361,0.06495941514829094,0.0022512858657230393,0.04558857323605764,0.05063695925371182,0.04263500535503501,0.07748626123313113,-0.05680899481651038,0.028763284850341075,0.028991781551713336,0.07034393568499787,-0.05771220455557277
SLIT2,0.020939989323031833,0.040694106368883355,0.06948610911684774,-0.05637169958073027,-0.02843980553088152,0.010245037778718305,0.08767922771386422,-0.016154058808302448,0.023304030947467632,0.014603632877739997,-0.012925580205743024,0.13065190159586637,0.1310081655550235,0.045800933503399345,-0.004127511513236485,0.03059480978634268,-0.05431753395677698,0.0728114067365658,0.03718693940211349,-0.06853675509751439
PLTP,-0.11118602102311324,0.007599394512061107,0.027369913179630247,0.15172401432444999,0.0891255999435449,0.09379940749696544,-0.01878004986880116,0.026013574597463607,-0.01982717443434213,0.11874611222282465,0.09410796315036134,0.10101118552104191,0.16225927348761676,0.08638883051549445,0.063640507794754,0.10162045533223857,0.024163338461536826,0.05807857496303453,-0.022911797536138673,0.028176416708150614
APOD,0.17502128814689258,0.0728276118027063,-0.04436966596538205,0.08119123899300286,-0.05302660283830334,-0.12863475820015247,-0.11191708247173188,0.09694966363007787,0.0009481880245148757,0.045490208229529976,0.061402025657808695,-0.034139213124906344,0.06413632933658069,-0.01023403620242501,-0.02213341878018828,-0.011059516688157498,-0.03490460871986566,-0.043470886546034725,-0.012874142471667996,0.14210795772058843
B2M,0.09136625019926815,0.14911410670407357,0.08048166935315385,0.17859977610875427,0.09200215277468936,0.1285010045142454,-0.06654920752768442,0.1500100912911926,0.11121507412543741,0.10136272425249555,0.10765580274226423,-0.10254096050926813,0.1528252158439603,0.13341312520494836,0.047261286915366386,0.1494444580090824,0.057122854852661845,0.27330448332796353,0.13381831871116756,0.04887145301581211
OMG,0.07269686390047299,-0.01796010758737457,-0.0020359181325632528,0.09753090582188209,-0.0035106622220331157,-0.10465914666808113,-0.09546168315887574,0.023986974732619386,0.0026775864495732337,-0.03214976165507801,0.055486728933473395,0.04613008276538335,0.0023945779229589924,-0.02412031383913959,-0.025750782850292236,-0.0961937490838251,0.07252344909434753,-0.0873802031916904,-0.06982180252057811,0.05090979003963547
CXCL3,0.008941362953425428,0.03499500283677953,0.02430860413663114,0.04572212253515702,0.01799652584446305,0.11235216840667356,-0.025544268268766303,0.011111179365337806,0.049418501872902414,0.058480045498615754,0.1074576203751563,,0.04452687406751228,0.03950570813031324,0.026537012196975258,0.1120579263473744,-0.0426203247333595,0.08111542539683736,0.12404432117147787,
CXCL10,0.0531221227678113,0.08216603322032116,0.07633440394259002,,-0.010050697911839148,0.06594335159976787,-0.031015568354886145,0.1832977671193054,0.08439146859964554,0.040517381100823355,0.10274231650502581,-0.08370203414803744,-0.03743852794138054,0.0574831871851563,0.011124292787849571,-0.01641472214298547,,0.07002756577247532,-0.025652823138501275,
RSPO3,,0.021204121845246993,,0.003522444342442191,0.08188053477299913,-0.03388543200130119,0.1284938784598662,0.004126220626713819,-0.015175168046098197,-0.005394976139439873,,,-0.024384908106928612,-0.04280510690551864,,0.03146694856011239,0.04035054055900638,0.07588051321517425,-0.04605203876807213,-0.030552697252889675
CORT,-0.03339233981406943,0.04630782882765645,-0.03862493257727862,0.02944984356303723,0.03802346916484047,-0.04452057876890997,0.05831820145118829,0.04189758420981032,0.01578565630440817,-0.03694985396117335,,,0.026176835482332857,0.009289872863754399,,-0.0016438733688498432,0.08112661978057843,,,0.00509443049255567
NCAN,0.11000911485201269,-0.01509309594405653,-0.053462848670358665,0.04114247692248258,0.04906318410946252,-0.08257907390735786,-0.05526249989733416,-0.03448322937482287,0.014072395905544594,-0.05421857812636083,,-0.1430497923801847,0.015371037893613394,-0.05245618042480978,0.04081269846357845,-0.26848644170525343,0.160875479554814,-0.14647355529712516,-0.11782243262847117,-0.0037349770932489147
PRG4,,0.0034101112980767577,,0.10712196767830641,-0.027262163794726704,-0.03051177294743618,-0.02767488656338599,0.03586276660681021,,,,,0.11176924224482065,0.02713634022889361,,-0.01523028680334716,,0.06508936167431835,0.0974865583079412,
ZG16B,,-0.03393446386081682,-0.02602490297636022,,0.04447970405176,,0.011353653649706337,-0.03138558896834388,,,0.024613267237512195,,,,,,,0.06391949279015449,0.008751203237464634,
