,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
CCL17,,,,-0.00034189037208682627,,,,-0.006754639257201612,,,0.001656052125062807,,,0.02012522592600088,0.03237071588115883,,,-0.017970972161089366,
VEGFD,-0.028544574773384058,-0.043129627250002515,,0.010810420978538415,-0.023286617646399076,,-0.019440141169255118,-0.0294379804386626,0.007121898889840669,-0.016151543090115676,0.01455817534036799,0.07387953662999483,,,-0.02574874519541119,,,,
TNFSF13,,-0.037637087755313374,,-0.011792958146400795,,0.0126741423715873,,,,,,,,0.04222029226070575,0.042331255612141266,-0.011021918415982504,,-0.038886343537510734,-0.04407982624587085
WNT5A,0.018627091496708714,-0.015609702905658893,-0.12752771604576774,-0.020710133325708126,-0.1376074214736466,-0.09610204798975569,-0.04731655691383195,-0.014481852204727594,-0.016191555010070385,-0.06487174993306741,-0.014310722286082626,0.04470412569132686,0.058837496255046,0.0021706687573001373,-0.05242204895016493,0.06763375374267175,-0.04793391060573851,-0.07034766368149808,0.08710282428431163
CXCL8,0.18769860524675994,0.12242465361159743,0.1444184132552029,0.12286917734817536,0.12312662262558449,-0.0010920654862549765,-0.03865449218120273,0.12495769636448059,-0.06691617518968764,0.02345418274035666,0.1651195439849852,-0.09341612770341273,0.5043021676353894,0.13861990648885855,0.14715272469738597,0.061435938614904026,-0.04710962886125614,0.14792995286899324,0.1649839209918626
GRN,-0.15365660930243,-0.11957127596261827,-0.11688092118704081,-0.05569271425449987,0.021864203951365187,-0.08422622973612104,-0.04611294162909569,-0.07273325474743349,-0.1024687870938559,0.05676521935054188,-0.017796501558120622,-0.08744153650983652,-0.12319558822505068,-0.027797654723965406,-0.027025020108365935,-0.07481282992221047,0.03408085949460026,-0.24727315110459128,-0.16048671192034095
MIA,0.04103717678996688,0.03170050291442716,0.061079669284656676,0.046197406762926115,0.037079247609110126,-0.03511961035220931,-0.033148457061945934,0.05821221978322835,,-0.021904394102063872,0.1083721948203501,0.03443476267838519,-0.040952102320883546,0.033612364564960334,0.038380553942233525,0.08387549002016832,,-0.06635072529368476,0.0521313625485661
COL4A4,-0.0284034567109981,-0.059899151994953645,-0.034792661677797786,0.020619703450064412,-0.0661250364669052,-0.026142656777884483,-0.01143507390286611,-0.028847116163889717,,,0.052024273785919325,0.10940602138703508,0.14193963821889402,-0.0046774838370439815,-0.06501257878529353,-0.006529146386213068,,0.011843892632269882,0.025190497595407615
TAC1,-0.1391135009016319,0.011962792334120068,-0.1296977604683661,-0.001449737047062053,0.02931470989088887,0.10884684518747667,0.09388113181934057,-0.06819653033616377,0.10313220289117014,,-0.06940642051243968,,,,,-0.07633048194735899,-0.015391185315637155,0.03121761151369532,0.0022538001854119287
RARRES2,0.023633937445105422,-0.03684929121567824,0.044651797280293136,-0.03351740756726456,0.06640280939376615,-0.08713479471576235,-0.09379091748103767,-0.060288488198808936,-0.04713071097472305,0.024972459556700445,0.08894502702002481,0.10877777412543743,0.131221543047867,0.11244763272508218,0.15316203832835013,0.06171242421505559,0.014830284882453465,0.20588665242822518,0.3357171977270629
FGF7,0.0048529197333821794,,0.015799704942523318,0.09464835404894777,0.01642826987077593,0.02507824302681375,-0.0325882195381224,0.02519821653336503,-0.0004982406902246363,-0.035191136003740846,0.059561675087206965,-0.03685004621669411,0.08544991917591739,0.012704446315850916,-0.004270442555240718,0.14250600479551512,0.0714333071846116,0.05373674729055726,0.026736158904270776
EFNA2,,,,,,,,,,,,,,,-0.031556849201346764,,,,
HBEGF,-0.1421210347100491,-0.05470050376963001,0.015284657868246116,0.08379586456163444,0.028132068499861745,-0.12625995617615138,-0.040777888426104913,0.0917218838244904,-0.03231648354543875,-0.06080698889738553,0.02101028977931286,-0.016880501748586657,0.10017722824978831,0.004656787783300109,0.04838308195916973,0.04820313596482009,-0.0873403484171983,0.15006282021336959,0.14824141584018571
CSF3,0.09336829786127732,,-0.035436558914976976,-0.02037783983211371,0.0310244248918168,,-0.012098088091390848,,,0.0411083644135368,,,,0.1467427075445012,0.13551481494719902,-0.05936646650675167,0.1517064449320933,-0.0345627790722402,0.11471030941736891
PI3,0.04398899264211578,0.05657103459811181,0.09959404381135616,0.11455820454353942,0.08356393331449706,,-0.013622606868385321,,,,,,,0.16232662622511373,0.13839637437052152,0.057450671428945395,,0.17718285895590655,0.22479915191466177
PCSK1N,-0.21942382172627586,-0.05028602519310935,-0.11558493667098929,-0.0704398639115002,-0.07354872549361018,0.03376455802205112,0.05973961865633219,-0.026467638098225124,0.12687712989627645,0.0015655540295826846,-0.09864849632005646,0.10398943382621745,0.04780082748720282,0.019891573199474676,-0.09461707229597853,0.14389927818804504,0.05975541787450579,-0.050668539006312206,-0.19403035215164277
NTS,,,,,0.016065675754431883,0.09349712551968961,-0.01487000555984729,0.025119054680933454,-0.026439180972128398,,,,,0.06455178053841672,0.0421599311448697,-0.0018955329106653675,,-0.051387885400489185,
SFRP1,-0.12831482934005303,0.016089115753143174,,-0.014917578556358575,0.001156712759736023,0.02530726526334538,-0.032884173921578365,-0.051025378697442225,-0.06069431612671265,-0.033401944181345365,0.021126164945883225,-0.004096294065639607,0.027418001420354512,0.0940479177015654,-0.007339446433019515,0.008998130038278715,0.023448566759346895,-0.05490917780201411,0.10351902674417049
CXCL13,,,-0.039483437819249276,,-0.026327243312969203,,,,,-0.045672737233079054,,,,0.0033586469059678115,-0.013387746069970766,0.003929959071820621,,,0.110035987112259
MICA,0.04289257801049726,-0.02472387097286019,0.028030826986879753,0.023025564581406106,0.04741675538953701,0.017868354333829443,-0.07010401866613977,0.05414207801755594,-0.031589032410911606,-0.012682575142617405,0.06873066672801147,-0.049695451297313856,-0.02233031630370197,0.056943535058017934,-0.025582567899271363,0.03763562577844445,0.009291810102541327,-0.07863985259818253,0.020361152450202664
TG,0.004099046318143191,-0.011951501640290508,,0.10805109093884714,-0.0346418414605658,-0.015272765962675069,-0.014601309934861369,-0.017424214437210723,,-0.03447439525284712,0.061373564211828074,-0.040066958748059725,-0.04292684963854677,-0.046477702393616184,0.00143093393645882,0.0054461140729708596,,-0.08683276665553899,0.03431322024027412
ADA,-0.0009890641440308456,-0.035922641103849455,-0.09633226571261351,0.0687551964717358,-0.017215104784803006,-0.03352164486050581,-0.07504722985110086,0.011744404820163631,0.027955431989665415,-0.010700846878391726,-0.01941676910395888,-0.07117174044380443,0.030010559809286963,-0.02512693523455454,-0.06535672045020198,-0.02270642939314911,0.051716958864635496,-0.11747268867956828,0.024486408162122317
LAMC3,-0.15167582470583912,-0.10421797776287567,-0.10150080588182173,-0.03719765692223991,-0.02792554286115871,-0.05971285605751269,-0.04548271160034668,-0.03927209021322512,0.03057192507796586,-0.01531727316007965,-0.05667588820979477,-0.0707886205092802,-0.04900030825171089,-0.11113369474239429,-0.04716807078664273,-0.054961741339667435,-0.05695340545350328,-0.23621196362589086,-0.1644566997864997
CCL7,,0.09179809408416668,,0.03748026396273598,-0.0017685106473904596,,,,,,,,,0.08715590372929126,,,,0.12272417624549296,0.17993644344308618
NGF,-0.004096955473577006,0.009013646247985842,,0.14220153424351206,0.04491130182231465,-0.03515280840897156,,,0.0557339705092861,-0.05066187350009048,,-0.07506262563963984,0.13408949308246423,0.059010382092898224,-0.041444805291549904,0.0316959307298359,,-0.09270486825154085,0.11389655721119207
TNFSF15,-0.07910979152782789,,,-0.012960751305483817,-0.0258435908714986,-0.042683216066161794,,,,-0.015452356976355696,,-0.04817896545999039,-0.039567128142644056,-0.04282862657483162,,-0.025185980600091244,,0.04487804976814703,0.1416916907733732
HMGB1,-0.3766918379053985,-0.14266693009282552,-0.1574792428991924,-0.07537727727906725,-0.07339333918335356,-0.0008189934553521977,-0.04805222048560156,-0.0992195972432095,-0.05453648508132872,-0.03410877749003957,-0.06612685154089419,-0.07633362394536104,-0.11755168486630217,-0.09374803136085942,-0.04672585355757668,0.013141332836756685,0.060050698234311244,0.14404304477727628,-0.0722113009179489
ITGB3BP,0.09887081573159937,0.02185802217119396,0.01890904063761535,0.040913805143311485,0.06164070071456647,-0.021250925309794926,-0.055171790883228135,-0.012963257997621942,-0.030060263937138898,-0.015010103533818634,0.041591251958254014,-0.007211584507196258,0.10559008134020638,0.10517992167935605,0.024112684724422004,0.014288483532071242,0.015792852888012264,0.10629383493269524,0.09587300821371522
AANAT,0.014265463575957756,-0.046027488272410585,,-0.011792959405040772,-0.023286620970694977,,-0.010912802855933466,-0.02503370856360256,-0.024856734790085905,,0.11760627185678162,,0.18543387131281916,0.06294657426191942,-0.006206652385472902,,,0.006429077100953793,0.00985425285312904
RELN,-0.10645552117699134,-0.09002978505061428,-0.06123572751855162,0.007789454190452369,-0.007988225039682086,0.032330315767897085,0.029425497454879043,-0.03868675270859194,-0.014712447429226864,,0.006821911095130716,0.0236565421299686,,,,0.06561161527982101,-0.06636840765011726,,-0.0390351364564997
IL15,0.05204724459095955,0.04170324299343135,,-0.040933011211453235,0.020186486206977317,-0.030371645718948393,0.028231312927783924,-0.03810839204825895,-0.040129569072320584,-0.036334439361033914,0.028240091108721964,-0.04890743875416978,-0.0464181955710796,0.05356295920428089,0.02618105183441586,-0.014971533288584526,0.12777802184629794,-0.01019869071606029,0.07821068963432457
UTS2,,,,,,,-0.03599745477356408,,,,,,,0.007961052237551986,,,,,
BSG,0.4116898253863595,-0.0980065450661532,-0.014885683727469562,0.04508654772112224,0.02020551228076351,0.009541715448650857,0.04332921299619646,0.15078336867116568,0.03310142288014027,-0.07320431745146405,0.13168800884891274,0.10072778913119972,0.12102544041095821,0.15199647403557182,0.07406959972439973,0.16773364363195617,0.01078379783232197,0.11971344297130042,0.09850653047799997
ADAMTS3,-0.007545459724452214,-0.03155965823532763,,0.04780691063032879,0.020887339321265817,0.015363283877083444,-0.05851613794136715,-0.01059132710401214,0.002590644413761968,0.020665429696696092,0.04076499545686885,,-0.03287968170400282,0.013452759862520775,-0.03757300458825216,-0.029060452376740868,0.05428166048937532,-0.013250425740073696,0.009512902515256725
CD34,-0.21053911807550035,-0.08776288162954049,-0.08297125616943933,0.001780325346185342,0.007591449485802414,0.014018569499948456,-0.038363563093338805,0.00039477448332724723,0.003086839043971531,-0.06667086775426866,0.0033281650574255727,-0.07465997256384865,-0.03110602378293576,0.009817289911574765,-0.028252601359560793,0.025350906976870955,0.023512474698318818,-0.17087875261950622,-0.03599300452006894
CCL23,,,,,,,-0.012417037356616976,,,,,,,,,,,,
PLAT,-0.09482214783378462,-0.20581150731535414,-0.14234284470788178,-0.06890556551659244,-0.025196029074321155,-0.05651616176586828,-0.05621699360263776,-0.012538380006155706,0.023516896255674713,-0.03897248628900823,-0.04882791553998006,-0.07228591504798675,-0.09561949777295592,-0.0007358869894763952,-0.09019727668395923,0.12788916982509568,0.0075771390526045476,-0.10501660214316239,-0.10351400712185803
NTF3,,,,,,,,,,0.012638855402036894,,,,0.047796036785273534,-0.041020744252509185,0.06730753416588708,,,
LTA,,,,0.12035604102439208,,,,0.033403054043950504,,,0.16969839990245622,,,,,,,-0.06485793644681244,
CKLF,-0.08253262296893962,-0.09975488242547861,-0.07042426166440512,0.008940652559528825,-0.0953930284151414,-0.07078968564257647,-0.05174307643935067,-0.06662904971189927,-0.12210601293086,0.0352429578285707,0.022173419795243617,-0.14046396513292997,-0.10626722910744607,0.003984095107963283,0.009214062713564166,0.06088937630207134,-0.0817090951272391,-0.08002422400731622,-0.02937804769773061
APELA,,,,,,,,,,-0.028485591927711586,,,,,,,,,
CD24,0.29690382109010655,-0.08216629540922839,-0.0919493752170502,0.021780037730054096,-0.06038018337986122,0.026848590104422084,-0.009607803652378477,-0.09046092193619991,-0.01130971824172411,0.0422785447513441,0.14320792942307448,0.22450765242258236,0.28123407782624527,-0.031296843960688533,-0.0501380166084763,-0.04111901792136634,0.08549220372812649,0.10544943683222498,0.1500439187652887
HSP90AA1,0.05458721323415078,0.05966755926677813,0.106341126360994,-0.04307700033584961,-0.030639260093407287,0.08113054359202511,0.07897690882335903,-0.0942452348175293,0.14659271979421035,-0.05346684101362848,-0.06487828921873946,-0.007938797775457456,-0.08308442772635599,0.09146452423327116,0.15603644760893312,-0.008363345434564597,-0.010420560402930172,0.24099008957408818,-0.0004959932317863397
BMP4,-0.0631129771309764,-0.06227144571552775,0.022371568265886814,-0.026647327272777025,-0.0033255469841347667,-0.034866754738033245,0.01818135020810354,-0.0043787252098056425,0.04918416846999228,-0.029640722095175126,0.02263337628443003,-0.06248381378954478,-0.019103519115116457,-0.06205978877140411,0.0035774118275239447,-0.05368604755553828,,-0.05978313953249269,-0.01844221949241584
SCGB3A1,,-0.007445357460107816,0.009220298849252727,,-0.027731490851998577,-0.038769942922688407,,,-0.01850269824772077,-0.032350806578507016,-0.032757795716365785,0.03409295059765742,,-0.032760995576643234,-0.016394725366603757,0.026834259125278988,,-0.07484150795345697,0.006005758798028096
IGFBP4,-0.08758732607846954,-0.14058694850082967,-0.09173387818568221,-0.022128802314309512,-0.002786623925089677,-0.0836702719111529,-0.05457355264106417,-0.00341929991633765,-0.03552552649952842,-0.02043190501096725,-0.00857024483740081,-0.02510498838489313,-0.054187965712813195,-0.036941478594749166,-0.07430635107156647,0.02968222347390048,-0.013809794688252589,-0.21123573382744398,-0.1147510768451418
RSPO4,-0.0018086837269257572,,,0.03986447818665316,-0.032006648340221336,,,0.021678462310781577,,,0.030232116151841355,-0.04200627225280136,,,,0.008964852034263216,,-0.02916988135313993,0.054934848333577535
LEFTY2,-0.08437912988074536,-0.051781756133886914,-0.14169419544577608,-0.03333203034933424,-0.003551880663386763,0.03232429705603017,-0.03149875651068589,-0.03574327283369975,-0.026439198380574853,-0.01747182335329095,-0.04518894584567753,,-0.035090621330703536,0.051207386570523726,-0.01474290469981946,-0.07022417429933954,-0.02565534921320265,-0.06249949139823476,0.0038468078165880726
PF4,,-0.03290911963367743,,0.10288434906875939,,,,,,,,,,,-0.03850460001097376,,,-0.047873089281455415,-0.03216578137957183
ANGPTL2,-0.12141999412172666,-0.10902261708964558,-0.12928889356692533,-0.039676119531515654,-0.045570770494017206,-0.09123629805727472,-0.04637029707275874,-0.07193831847380777,-0.09208494596080591,0.0013726893844790424,0.09429891006269712,-0.10190666280994688,0.06746954226268831,-0.10273471974279406,-0.1437531636811348,0.0028408441659820206,-0.06717797271516333,-0.019600761444181974,-0.014386632252648225
LRIG2,-9.59556719958107e-05,-0.0003375939270710307,0.05244315509600285,-0.0058750420505973774,-0.032061436895265104,-0.02773725501280132,-0.038463802731361574,-1.5575027026427675e-05,-0.030133628980195688,0.004217244828192083,0.05817725099706031,-0.05197160813652759,0.06940112888204691,0.03610645393734067,-0.020104888594117843,0.025377394395630103,0.015133477158248131,0.015472161875117945,0.14252936067087843
ICOSLG,-0.008406611057441307,-0.00927433736916411,-0.04537862029555929,0.07536317711584299,0.03339320925797363,-0.0018984931585985388,-0.011294335013082383,-0.011413137810084411,-0.06324227342406598,-0.020078954783177998,0.012799318774804298,-0.05683817191003568,-0.08872740058021118,0.07743261628218688,-0.02758861472665582,0.033261446151866214,0.015248027336134465,-0.03642090089977592,0.0018622413800843988
WIF1,-0.1771389289479623,0.027280225799909543,0.06921847598510303,,-0.04689359403517693,0.07315934905164294,0.0768204384201314,0.004884891881954756,0.12761541084569067,,0.035199218467826865,,,,,-0.0669751946368256,-0.03939786822196564,,0.13768391723986204
NPPC,0.04234764086862034,0.0500626468327265,0.06039711547021671,0.03923993341927881,0.09858498227384299,-0.01812329263730182,0.09774000079670124,-0.028805917563336034,0.13676729995532455,,0.2500685153090105,0.19493915704190526,0.1720638735150835,0.0121944502409994,0.017401446241952015,0.060283016597263685,-0.006228920065868587,,0.017034621037495482
LYZ,0.0783523555317912,0.02641217065217191,0.02379666128932089,0.0013274457111570256,0.0678648696665019,-0.014536598550793723,-0.06701785228122002,-0.004920624512382222,-0.14596799351373493,-0.09650051610812303,-0.018364812385635875,-0.07722289328370462,0.08376800608318445,-0.05021830347310882,-0.04400978757287354,-0.021487717321003578,0.05789947658407722,-0.06699526898171007,0.017211601653996367
EREG,,,0.04101930731407049,,0.031230759700743436,,,,-0.027198208585567218,-0.020430570415377547,,,,0.01816635061481233,-0.026658072059595764,-0.054171617373118354,,0.038582963043048514,-0.025881379447517783
SPTAN1,-0.2296363816931747,-0.15045465079154055,-0.1018850616280583,-0.09562542493285618,-0.02684248852796401,0.08435695781423848,0.09167228005139715,-0.09975235818311232,0.16904757278784538,-0.0179965432999214,-0.05625725299011107,0.0587761611120185,-0.04280148884321305,0.021324864747253872,-0.04634862552931805,-0.06505196801521093,-0.02994845104411171,-0.1599566051096732,-0.24207405770985627
PTH2,,,,,,,,,,,,,,,,0.02056581418776239,,,
LIPC,-0.12918680576305597,0.02296721793236989,,-0.01824914768265529,-0.030987703586275606,0.014565231052778882,-0.0007977767544111211,-0.03614686431658727,-0.025782501500475966,-0.010852367308707521,0.03597681821440151,-0.06663479267620634,-0.012705148414125338,,,,,-0.0780332364589976,0.032613805241991686
COL8A1,-0.09658054782110147,-0.014266706819971109,-0.004816158508345874,-0.06460152652965162,-0.06385392310686956,-0.04459229590668896,-0.017494039479619517,0.03679538479203665,-0.055143415278353126,0.08468845078878873,-0.039454366492945876,-0.0022816838918349527,-0.01822204143607392,-0.00843511248990405,0.07164952404421294,-0.0640920087264022,-0.021949183888974225,-0.16302631898400152,0.03341739636563561
GSTM2,-0.056894214171795986,-0.00236190793809866,-0.024078609550034658,-0.006641149367555479,-0.030728301108259866,0.0214508230420665,-0.016532667504299735,0.022519715693844835,-0.043259085839649804,0.049242875461447115,0.10899997741073145,0.07956383197756073,-0.06246366507728227,0.037853100131746524,0.012341959795256617,-0.024792126478834435,0.07785795003705917,0.08395601631562363,0.01119476407112131
SPX,-0.14777606537503168,-0.03710502595027184,,0.02850215738212018,0.04096972634092531,0.03029557965701846,0.08734685799987173,-0.024353067583502124,-0.03320404813778877,,-0.027373571755597514,,-0.0776205427348888,0.0113687644802445,0.004638295664397792,-0.07335064444100464,-0.0962712134812099,-0.09986715869585165,-0.05981945795553723
MFGE8,0.13675383933978502,-0.11552140149506405,0.033475148984639415,0.037725219377667436,-0.0020290155873006863,-0.0013391504349393416,0.014487809323367204,0.02130663297997776,0.05622708598940645,-0.02413701047923285,0.10166442603609077,-0.041882263000718976,0.0023338338217312174,-0.03067445674950885,-0.027787869161726448,-0.050288162493814195,-0.012441810297555674,-0.11824898377033347,0.03579533023054082
TGFA,0.4056720450572852,-0.01552864262739174,-0.029730097399704093,0.02195902813424878,-0.07927121760904923,-0.0499502542611232,-0.028860927527651625,0.16409938860371118,-0.02843443983655157,0.04303645679300698,0.05658184863496114,-0.03172704139704639,-0.04030791700026585,0.03080205283270666,0.09077714094797507,0.08567385133857597,-0.04028316390199642,0.147697743213752,0.016462981091085554
SLIT2,-0.1699418513120203,-0.009248496729383875,-0.04320080139421793,0.000577515791236238,0.01834257825106797,0.09366823864745229,-0.02464955754267215,-0.038386915438985876,0.09436302774214224,-0.00825472001720749,-0.06102373284710796,-0.03498098592435983,-0.037183940801895764,0.07060238486189312,0.024413899046575416,0.1313483891954794,0.029844762463092662,0.015085158930898708,0.1635920942122183
PLTP,-0.06696985889597913,-0.03689169515700629,-0.06440542905922862,-0.08345643496881279,0.06836308072559957,-0.07238758868285533,-0.08308124889090861,-0.03583301101146537,-0.1300645726681563,-0.02074510976421103,-0.0008003363531037806,0.034452045847205834,0.11128277815571401,-0.15170896417332766,-0.04686402773071761,-0.023961752232199894,0.03310076258376615,-0.2614153197019079,-0.069695152353419
APOD,-0.22736113972286195,-0.06959290039279631,-0.17777880667222684,-0.00019799933300838606,-0.1467491660599826,0.02002644788351437,-0.08578352511543282,-0.10479068824293516,-0.06908997833896012,-0.015185246491757036,-0.09047467820141061,-0.06628932981902767,-0.2229419470974116,-0.08158543422004834,-0.1445817545863957,-0.10184478375758645,0.0054018285806081605,-0.1656385942428789,-0.24212114232489196
B2M,-0.49751595000065935,-0.09626643744184056,-0.2405359437434163,-0.018061576230576137,0.059668999973440724,-0.08038637526630778,-0.12367815084921822,-0.06643452414139456,-0.16037241322552137,-0.0970839875128189,-0.017119043662029414,-0.1733577812351566,-0.13944585452490008,-0.026661107791903716,-0.05872619432634117,-0.019651201970119304,-0.020354040403911464,-0.2392306749746388,-0.1720356794503289
OMG,-0.2567207212177005,-0.07813235552714355,-0.07242078221193596,-0.06328835259982428,-0.12093643643871328,0.004459577439576366,-0.014538744073899155,-0.08857040593925909,0.02032512656050194,-0.0129387924975933,-0.10679554068179936,-0.029029535006505316,-0.12033167564349405,-0.08080542468741189,-0.11344690759378744,-0.09661644028166975,0.02893015343527714,-0.09278380226617168,-0.15613891577753952
CXCL3,0.00855642230773895,0.09706232891924431,0.023230757034213286,0.12380551105536618,0.04708350388690056,,-0.014327988489681998,0.04170144213994632,-0.038288136634906204,-0.060187472739777564,0.008711512281317939,,,0.13036154214378884,0.011487350765461847,-0.024714100507488658,-0.05399703141084391,-0.007629992677567917,0.15746060614486
CXCL10,-0.1277063501116933,-0.027685644197100533,,0.03623778075247712,-0.04502460997521504,0.03565218889705522,-0.07122517338163001,-0.031079357135707895,-0.042853600580133655,-0.017630430245582345,-0.040560228044543754,0.027927114712902983,-0.044350653134321634,0.08807687915506815,-0.011295673497282154,0.11699721353764471,,-0.12975062142568478,0.017100433061558923
RSPO3,,-0.024636206307314838,-0.00011593460323020718,-0.01179295853367459,0.08764365400900835,0.017758869262920293,0.15952257195238984,-0.008403744008474,0.12560938926667475,,-0.0353298609385411,,,0.07933416888010225,0.018291463288478103,0.06044218258959633,0.12244589813864408,-0.0005655745242969433,0.028634667684079504
CORT,-0.03276758170438001,-0.028443385191872787,-0.056672866339921586,-0.015149398795817967,-0.018636348055817268,0.04598261500887085,0.04924221820355506,0.03205191811212374,0.09556623336602985,,0.061009465731286745,,,0.06274402427814232,-0.040293106872681415,-0.06399280917301753,0.038308251189036274,,
NCAN,-0.3497160779158998,-0.2062728283430891,-0.1514002148843462,-0.08393586197098545,-0.04590066922650169,-0.030891697248757805,-0.033937888942051436,-0.0692720425164632,0.13876169250466183,,-0.11430835885691408,-0.12524965529997217,-0.19317359437293669,-0.1336734593658523,-0.15247274510954656,-0.055536574997558055,-0.01640428144003816,-0.02272814884797133,-0.23531098614677462
PRG4,-0.037242955054235374,0.0032001834779897243,0.01098006415378464,0.0859268784928447,-0.02218707083677715,,-0.015523069675019513,0.05178873317553449,,,0.02603231494733401,,,-0.024212309288550598,-0.020755099249672188,0.0695133608737977,,-0.08823104193928162,0.0007216073118730703
ZG16B,,-0.04399236446552239,,-0.013508647176676138,,,-0.01675964825976737,-0.01915763950286998,,-0.023048508165508196,,,-0.030525516366250352,,,,,0.01641574920584452,-0.0417006673625164
TGM2,-0.07426482807990636,0.005531557183997744,0.05159560748489341,0.02215088055609576,0.07479277800299189,-0.0729408810966727,-0.009251812302602098,0.05615191097235113,0.017552172065235877,-0.03526283495732937,-0.11440754413679648,-0.08476781466472988,-0.043716924740369395,0.008588019029589417,0.12079896297264622,-0.045247622242248355,0.040026779607330525,-0.08415183324990863,0.046689106541309665
