,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,0.08726235993469293,,,,,,,,,,,-0.02205952060433409,,0.05565508089809813,
BMP1,0.03826778011671574,0.018472843145767366,0.0005757418544059495,-0.062472222098504074,-0.05060385745453897,0.11873787166498688,0.0190868764501149,0.02174364520903381,-0.06965411118036859,-0.01174412577505219,0.07197918142925458,0.022283449120575442,0.09255727278668212,0.09865801505055037,0.027348034239607945,-0.03502869080548511,0.09380792375457268,0.036449143904551125,0.058966517050278944,0.1450280589087057
NDP,0.09093947650433633,0.039195158867006835,-0.026764435398661787,0.00013871656422235744,0.010841899983381727,0.028550699985722114,0.025380644641451573,0.003049122166303858,0.057673532830926695,-0.0062899604687663875,0.0972224728405381,-0.060924446972816945,-0.0831831320888454,-0.022117001103460248,0.038918763706720746,0.07200627038401584,0.0667979067634841,0.03423252074694513,0.053867999690948805,0.09062581569202997
TNFSF18,-0.030971316505110934,0.07212276549301731,-0.03596362588950005,,,-0.01977891562129191,0.14216377013214865,,,,-0.028742979997837263,,0.058973995729830794,,,,0.0649281416846774,,0.025443479201968693,0.13124206022395754
IL36G,,,,,,,,,,-0.0014087075352015811,,,,,,,,,,
RTN4,-0.07472017718880143,0.029557577258280315,-0.03678701818316913,-0.05921235499148872,0.03285377749271736,-0.08218910855022644,0.009847272698309734,0.08745589935820071,-0.08009166652388931,0.0017358529029920637,0.027769073419514654,-0.01876213761683858,0.04442506270050261,-0.0837895323568254,0.03490548544607797,-0.11666155258871275,-0.08808943079127633,0.04044193541830725,0.09782246799293318,-0.18970499359266504
HEBP1,0.02179150490374484,-0.03185136676867427,0.006511063747884259,0.009051521397434323,0.026759139083786073,0.11519984181741426,0.017090072962430973,0.024036783321659514,-0.05566074973826162,-0.000709940384929247,0.05152037123190933,0.005329571971214317,0.05407068148712162,0.05469259871061838,0.05610760274924232,0.06775667238815662,0.02490728931292437,0.048088322189063504,0.09751134171596518,0.0333789794135957
WNT7B,-0.005932843975903969,-0.02367145632035838,-0.022339489574875828,-0.007819114881705164,0.013215267051469862,-0.00486011390943742,0.021393544635227368,,-0.00914844764018345,0.0974486900438063,0.06734092779238669,-0.0073969431777215515,,0.024286031004738154,0.031837461336743846,-0.05685010875034153,-0.037258711046790245,-0.019852163960079088,0.053875054278997477,-0.019370010144117464
PTMA,-0.1037534429977148,0.03540724057183652,0.007792997215107583,0.028555211868667066,-0.004006641955030041,-0.10963198019712188,-0.0047327389271999455,-0.0658006365469327,0.07974638819642771,0.014073747996179931,-0.022256425408801354,-0.09319895434246055,0.1025751645045385,-0.0907852343462915,-0.05234039312394445,0.03546845464901378,-0.12021467932063891,-0.005631644977138147,-0.04143485949912051,-0.06536456712093987
FASLG,,,,,,,,,,,,,,,,,,,-0.01582988507635143,
CEACAM1,,-0.01733250514458667,-0.017144214618894905,-0.03241454673439599,0.0037846209023079053,0.07121572922667761,-0.01985153968813039,,,,,0.11479479438211226,0.08222428600692104,-0.0203534210874128,-0.015762654727327734,0.0042805872086371325,-0.03268879181275552,-0.03005542637717698,0.06923907357674972,
