,UKF251,UKF259,UKF275,UKF296,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,-0.017312737550754687,,-0.02166660196085645,
BMP1,0.055829089900286406,-0.023291331552850417,0.014202791650227805,0.033329204939655944,-0.028835012617361603,0.036897339103369245,0.018888023034178296,-0.021771842889956962,0.02912974716836357,-0.019833613954246487,0.023757263161023213
NDP,-0.005713124186854178,-0.04132212118160804,0.009716137914323762,-0.029643532594850603,0.00011694668403592925,0.019324495730419847,-0.026974750627207472,0.0701574131689452,0.007239918855421275,0.02610603107386693,-0.0901520658646885
TNFSF18,-0.02998952651923004,,-0.013134251497506704,,0.10369943072200252,,,0.09233272006517881,,-0.03654768391714939,-0.028861141984426623
RTN4,0.020329928699240937,-0.024293948266800612,0.021587741918388817,-0.05354656566309589,0.04245761086696274,-0.006051917674070087,-0.09820195453559982,-0.05125667894088258,-0.015219169610858434,-0.042535722972502715,0.02378619352972942
HEBP1,0.016310405845023943,0.049708097146164774,-0.0017599650810998302,-0.0025389374416450537,0.05912970671578214,0.030695284523677646,-0.009634491690706109,-0.02394065844349484,-0.07137984667196581,0.01339573426728741,0.05620941083597693
WNT7B,-0.018628564235715756,-0.03349737678391621,-0.03764810928081419,-0.014651217536933183,,-0.03274974320976154,-0.03444589388678378,0.06880754918227239,-0.025860401658883512,-0.026988848322120826,-0.013590566233501402
PTMA,0.004747554677721326,0.023436370006043795,0.025123184730436825,0.018552025484588203,0.02506422666225877,-0.09468783734981284,-0.02552445387140009,-0.051455497126555574,-0.009933404632271027,-0.028082042070431006,0.04457429092801811
FASLG,,,,,,,,,,0.003358678491596285,
CEACAM1,-0.014296302618219332,-0.008041783555939498,-0.02065704857981531,,-0.023767731378095007,0.06956436189714552,0.008405348675435822,0.07849896510693592,-0.017163924686936158,0.03847942771641072,
PDAP1,0.009625128945251403,0.012501090510149056,-0.04160207392759723,0.013516797901467101,-0.0638500599345912,0.04467519107003952,-0.018280911398716182,-0.04484706239783603,0.02293947497136616,-0.008858055803769728,0.01206654481872144
QDPR,0.029468751958141078,-0.026029489664076914,0.057445792193850556,0.0160485385996981,0.05555342820644699,-0.024668487571505318,0.04619808806655209,-0.06346492639538445,-0.028164937599087753,0.08971459047558536,-0.03940272211318956
POMC,-0.025402248883320325,0.031262864074261286,0.021193444456271335,-0.039405961865146825,-0.04854984129477609,0.06485537038595511,0.07556526976677654,-0.0009206123948734591,0.051544153733734756,-0.032823085643907485,0.06398369314467657
CCL18,,,,,,-0.020824163337908277,0.0909826088630304,,-0.0591081920039382,,
CCL17,,-0.022419329110544523,-0.016380968777611596,0.04430716737369046,,,-0.024089355599143606,-0.022825844390054764,,0.20265079574550693,
VEGFD,-0.004399115776429777,0.010868679018848268,0.09410446691020113,-0.013301581774292075,-0.012746151716156581,,0.08134331854416377,-0.003197449379543596,,,
TNFSF13,,-0.015464351461051953,,,,,-0.026184305947403744,-0.0244777661991408,-0.0003547464564545149,0.09514628411500788,-0.015618635889075133
WNT5A,0.018678440978995698,0.018595767228880455,0.010253400016243237,0.024047753150072283,0.11680306716755222,0.0639204870663179,-0.05393599235421376,-0.045238129038489304,-0.03307644846134177,-0.04031989043714961,0.0850561315927414
CXCL8,-0.01917306073513222,-0.023898605110849513,0.013470711921484085,-0.012387011320224461,-0.056838221887904286,-0.017829814903693064,-0.008642517384478346,-0.03240772335092067,-0.03828018591880771,-0.001774984801180382,0.06754627391838665
GRN,-0.0689554857577952,-0.03272645695672342,0.001955329120256677,0.010819162283116884,-0.005299799638291792,-0.011948873942689953,0.025286276768166756,-0.005043511468061952,0.05457642637031189,0.002982329133772385,0.06033909444670621
MIA,0.016784796498673087,0.021003840167899364,0.005379191984606363,-0.015127747981219112,-0.04471495523698717,0.03722550554884745,0.10003383706319618,0.08606052656012203,0.04924303631646605,0.007799336848666014,-0.04791438520200968
COL4A4,-0.030624541089644863,-0.03463682635957509,-0.017102238209238323,-0.002207721832489798,-0.040066637403263564,-0.026328249037076847,-0.02671918772718935,-0.005104986731585939,0.030670036709538013,0.027692346683554532,-0.021046084529548956
TAC1,0.02456453043158311,0.03220580393458045,0.0321318239580847,-0.032306598964386396,,,,,-0.029612659786608604,-0.022390725143907907,0.002306635054594913
RARRES2,-0.0734694537040331,0.05875204859557541,-0.00042621785221883717,0.04821755761011678,-0.09197384219761529,-0.04123701212476312,0.05537625753358892,0.006200767975166425,-0.10404749707142681,0.06845276156732887,0.040780962274722644
FGF7,0.034076855382637605,-0.0015664363521231213,-0.038986738594970316,0.04795699212653402,0.02215940840247181,0.035736598146118126,0.12225325931919168,-0.05756006256187839,-0.02186617261972603,0.03279194389886326,-0.02562411137446536
EFNA2,,,,,,,-0.015860287262436,,,,
HBEGF,0.036817628191284583,0.007987378518891903,-0.06301929969955272,-0.007825334233608022,0.018273783416234535,0.02238260623183971,0.06147485570801434,-0.03302513951309837,-0.0018491113394804113,-0.03374838194706781,0.0637283703851256
CSF3,,-0.026721885490368497,,,,,-0.042672596843462696,,0.0701428584946985,0.07484086165118348,-0.02250840069502199
PI3,,0.003952503957672508,,,,,-0.031681557934464026,0.00651754037642688,-0.048769158784610155,-0.038961174445979366,0.07300613866898081
PCSK1N,0.036841671279634496,-0.030965923153381838,0.026941507413709244,-0.07824107719686346,0.04456335527101165,0.02549132917864781,-0.023781156740644818,-0.018428619911360595,0.023556747964138203,0.05988125912842355,-0.02265127552157433
NTS,,,0.009145982261281833,-0.027238838156554614,,,-0.019322750326864455,,-0.0005451388732058575,0.052625710260971265,
SFRP1,-0.021864360895651535,0.08583086732321052,0.011336359218114211,-0.018134100347454107,0.03895599157594865,-0.0040795843260505935,-0.024041711361804725,-0.002708040299121697,0.029051289145217957,-0.025938375764442374,-0.04604992486407378
CXCL13,-0.02411124324912234,,,,,,-0.02106423539644492,,-0.030537656625808506,,-0.029940147322798052
MICA,0.009141236009488879,-0.021739255122382648,-0.0003965329877135603,-0.024839989968761866,0.022062937849883654,-0.07681202929587172,-0.02241182130504941,-0.025691104414196697,0.020361023995550148,0.03128378158307486,-0.01611653305650526
TG,0.047178420376731096,-0.021110207252292453,-0.016503206130360857,-0.013123569539760094,-0.078406538807409,0.028815556651137282,-0.023798079321541495,,-0.02025179971318305,0.03848844373340996,0.00012679985705760027
ADA,0.013163814299740461,0.056451883786704266,-0.027620830360852357,0.09800195366495243,-0.06863273312050974,0.0684446565078162,-0.043964311345586676,-0.015977868021119303,-0.00017333620721105692,0.0063076495836870364,0.024907756735730556
LAMC3,-0.034569686386654,-0.0275499689547923,-0.04879140040292734,0.009597582427558577,-0.015453139894771577,0.0427011388421526,-0.0020258525182271147,0.02471197386262983,0.038104565458609074,-0.013588054371432685,0.05550489497342231
CCL7,,0.059422715038059785,,,,,,,,-0.018791429806972217,0.046634599328775526
NGF,,0.11386146449002772,,,0.06671704474857876,-0.030946021456995897,0.010438046727354341,,0.05944072427449059,0.010143952216895673,0.08581256743760082
TNFSF15,,-0.01699570293552349,,,0.021354051871993032,-0.03125286523220601,,,-0.015280419360370948,0.02249909786574923,0.02673384262090965
HMGB1,-0.013717443621212726,0.0024744175764901378,-0.006374791113251908,0.04410537843976327,0.020555388949021217,-0.014113949415609731,-0.05867193769877398,-0.02809310935632118,-0.04284964323792391,-0.023742356682771578,-0.014448900841523381
ITGB3BP,-0.023840758897258837,0.0036808461024578332,-0.04110352258928397,-0.004439976758249516,0.03177643349118531,-0.04337306714971756,-0.0203034892774383,0.007297278971700284,0.06563434203018799,0.06843185481909167,-0.029800138278417425
AANAT,,-0.01546435311153275,-0.014841429718070343,-0.015127748822663082,,-0.021689239026632553,-0.021343650965675694,-0.028234837209976812,,0.17015060258683382,-0.02253804628314659
RELN,0.07531144733860064,-0.02684265383641934,0.013138478040417,0.03984771703827411,0.06150716473678445,,,-0.035309404910633384,-0.018457090612709746,,0.04037216851810189
IL15,-0.024766378620091456,0.006841511657542117,-0.012493611049727352,-0.032514489879612855,0.01004776674124931,-0.017429523521404595,-0.02625501033061287,0.13399799899682668,-0.027059582036140634,-0.0008938697130174887,0.07489127537157267
BSG,0.021515851328780602,-0.027796626424715667,-0.04817560766898854,0.003597992728356434,-0.005927635738630029,0.05316249014358837,0.03611380497922421,0.05015972023576403,0.034282978704497986,0.008064992025981073,-0.021378893786510516
ADAMTS3,0.02458629206128754,-0.04804170862144283,-0.006339263983718576,-0.013273192890336122,,0.028778144463826132,0.008909673427109098,-0.043748022090458694,-0.04312764447056288,0.059006761143721394,0.0745796706821787
CD34,-0.009014232828977151,-0.01689116101141746,-0.013037746296916253,-0.018388856244571917,0.040049702425717315,0.02099921401575747,0.006351027896095468,-0.00922252465779291,0.041844283828971124,-0.016637035500442432,-0.05753053220004752
PLAT,-0.01928321195885628,-0.03437901095893387,-0.04544748127358878,-0.007597694085889769,-0.0012589779443087745,-0.04148244251177807,-0.014880199970889954,0.01794460790340452,0.05904123746081067,-0.04028060191226403,0.030581701862603304
NTF3,,,,0.02155206765545497,,,-0.054709833673316124,,-0.0019069916306620803,,
LTA,0.030479134370394134,-0.019561730321388034,-0.014293843537372893,,,,,,,0.08463259444827086,
CKLF,0.005006606268417156,0.0025108738023014196,-0.004820199175647697,-0.02096937333838203,0.07429955002410807,0.09826515392934566,-0.010750797016002012,0.004985052358437462,0.03527730250515518,0.059274446583993154,-0.015436768621531049
CD24,-0.002952101556190691,-0.008453364463621525,0.06942212436192088,0.05956208343952341,-0.03176218896220507,0.013825217493780403,-0.040493358248023276,0.07238442535285639,-0.012313545829399116,0.015256049972540774,0.0015234394018506553
HSP90AA1,0.004166449028663938,-0.009024710858769566,0.023771139010097822,-0.010677976970571672,0.12345352588156523,-0.0720364450877209,-0.07214542921971068,-0.01843158907308524,-0.07974025713943474,-0.03686019248483624,0.07420234869759554
BMP4,-0.015154920379819485,0.0145450687769889,0.00942130980283132,-0.003975565498592954,-0.010049620709966853,0.076489707862483,0.036984330573886656,0.06876924063689847,0.05486142641479462,-0.010611168445656472,0.043848599664209086
SCGB3A1,,,,-0.012760404091729866,-0.013453891697639896,,-0.004159188248761124,,-0.031732609366446354,0.004979087398395981,-0.04529033467009114
IGFBP4,0.04376928016383149,-0.01339846729484658,-0.018276794918115204,0.015797880185716366,0.04559182433388337,0.032387591650848126,-0.0403357841312809,0.016140720950347125,0.07902308246539012,-0.023695018846849162,0.04689387486853544
RSPO4,-0.023111608341420235,-0.00986328875672502,-0.016624610221009934,0.07553092415523222,-0.03280117991160375,,,,0.012929727270264386,-0.010894222147928331,-0.028419583610686222
LEFTY2,0.030533375528739484,0.020639567170469962,0.017840072254610113,-0.013991937103115186,,0.10060889902303222,0.004456205692451208,0.03132756289830902,-0.01596198820849231,-0.008596344040560255,0.04779971611993652
PF4,-0.01300443163651083,-0.01331635804328875,,,,,-0.01453705133486337,,,0.0526353393427594,-0.02226266795554916
