,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1019T1,ZH881T1,ZH916T1,ZH916bulk
CEACAM1,,0.019983812276940554,0.04752622837093955,,-0.0026781506997247,0.011935809965773066,,0.012138830586494015,-0.019340314526640225,,-0.03279149094209465,-0.01427955187470038,0.023005409625866717,
PDAP1,-0.003247364468635685,-0.059907495209823594,-0.024571576816367912,-0.04801327070562681,0.025068669427256766,0.04367120717743882,0.005630679417797476,0.06440651002414888,-0.02921352734552707,0.041130437037236664,-0.00463223105330326,-0.028032174932431136,0.054889246814902835,-0.08107669941897748
QDPR,0.0696072817297049,-0.011064044753513944,0.006841444262520644,0.07806309604531055,0.014906121886262889,-0.023800329722511976,-0.03072159577383138,-0.141615941869695,-0.0049560139088470675,-0.010255320176208461,-0.016471655070058933,-0.0951130990668478,0.02751568894005387,0.0655752749886918
POMC,0.0825004038957431,0.04822364063806388,0.029562586942720175,,-0.014522603230849508,0.013630243239105895,0.008847032692892597,0.06292716840489893,-0.026067476821388748,-0.020722948080094485,0.06487192539850214,-0.023359471024659847,0.06711889676045958,-0.06307903181231819
CCL18,0.037927923038404594,-0.02606414627437472,,,,,,,,,,-0.01590453057632715,,
CCL17,,,,,-0.02914946895536192,,,,0.01441494240372499,0.011262379931795963,,,0.00019833257682110882,
VEGFD,-0.042498516116632426,0.02508898002782167,-0.028564021966915314,,0.0033531881168906556,-0.006385094890893655,,0.004496595348798384,-0.029852046204391653,0.07908184048902808,0.042004359837735185,,,
TNFSF13,,0.045141822647730645,,,-0.02010665130102955,,-0.012890038260361343,,,,,-0.016034979703519626,-0.02070649602036366,0.042877087758862995
WNT5A,0.06582232955033858,0.07288541788795735,0.024199479713402448,0.058763174251212386,0.012664089695519238,-0.018693557725400135,0.11866783212842426,0.06712770761225081,0.07194853109326282,-0.005106822691530364,-0.04919505963806467,-0.005969845077798148,0.006109572262990361,0.012922431902216317
CXCL8,-0.02198998187708728,0.052753249587136,0.011274881801783185,-0.04757630348919449,0.048933300342291285,0.018232639723077506,-0.018335243388366874,0.01852297170994266,0.009652512956813117,-0.0032616574113430324,-0.024646008983642716,-0.02270973796281519,0.0008833621183343616,-0.0784287839699447
GRN,-0.003632619406029197,0.06855744033371056,0.029205435434584204,0.11592173767330766,-0.009000947714684565,-0.005041864820476916,0.04761401131742442,0.14956467924241468,0.04002256894960238,-0.04585512774863329,0.05567518065043634,-0.04034838350069041,-0.02953945085152648,0.0753508294222388
MIA,-0.03616473669630224,-0.010855218784486014,-0.02540284357466846,-0.015009785946811021,-0.03566276341641261,-0.044862224585596716,0.10730755181097115,0.13178575631172385,0.01497286109494697,-0.002754926585417909,-0.020024689353713095,-0.08000325986346546,0.07662876569752523,0.008885209078335194
COL4A4,0.05145305786047404,-0.001609951673181132,0.020594496122113327,0.008904000822462862,-0.03388588615491407,0.032725120023188926,0.046774672573463426,-0.021843720754621057,0.008816079199829189,-0.019139050345429117,-0.034906480307339206,0.049428672185764286,-0.031737291557588976,-0.014909378331625592
TAC1,0.045749185180897226,-0.008346949424774609,-0.02934170375524636,0.12371291491126747,0.0007874461945784737,-0.04322708607556346,-0.05631207378405942,-0.10364588548809311,-0.026616964106162364,-0.033918402675706054,,-0.009418562134322435,0.08687410878405386,0.08109045564051635
RARRES2,0.03384137612528725,-0.04871294696324071,-0.08786247095549869,0.010983799400615286,0.04770041045861027,0.008420416930528753,0.08617575257269536,0.15111762860900088,-0.023249464976787215,0.03332681604793475,0.013542785959195811,-0.007611554448450926,-0.04564412036755619,-0.0676778385085676
FGF7,0.03756304216276039,,-0.02150032592412976,0.021620353658389033,-0.0027294760036962093,-0.03271642419064125,0.008720435647219566,0.0491312689014873,-0.03508205643541152,-0.02267080595246944,0.03377213167143444,-0.01010745856586971,-0.018872833418554672,-0.0499825391058626
HBEGF,0.018902874327843263,0.08104295935161931,0.028459832463480213,0.018819897413551712,-0.0397191846333272,-0.04808110476248592,0.0663237267390697,0.09002379616553945,0.06208177557490728,0.009032609356675044,0.013885862264623228,-0.010453922761610166,0.030442306642195358,-0.050741795193750744
CSF3,-0.010636662625162904,,,-0.025357422287079427,0.05158588769253584,-0.04712948730079517,,-0.023110236118973542,,,,-0.02047168818011854,-0.021476995248625525,-0.003172450901878913
PI3,-0.03462435047408322,-0.04469925429433397,,-0.060075279836027465,-0.003189637750229636,-0.0095435826674915,,-0.010468097579378723,,,,0.012470258177528688,-0.046662375643068806,-0.06277221864469601
PCSK1N,0.0725612066093043,-0.017879532698548254,0.008900832889453975,0.0521691552855225,-0.02831595015601149,-0.0061444991671210656,-0.019702533974853772,-0.04573159450451097,0.004367837883296646,-0.02967791194976136,0.1296484387067298,0.0520308744280975,0.018486533773481157,0.05272966694052951
NTS,,,,,,-0.017611418394347843,-0.014971926091556677,-0.028405260152061997,-0.015540805510908083,,,0.08414548187280808,0.06401171129932459,
SFRP1,0.06023342866746944,0.07437226382276868,0.024527788405030795,,-0.025434038395189245,-0.025183317601086223,0.030008679584636738,0.037919956487679096,-0.010680245246080486,-0.03838337575176554,0.08970111905393505,-0.025188799180304665,0.1553915393217741,-0.042040952218074
CXCL13,,,-0.04822333733534773,0.09641127146479977,,-0.01457574170912236,,,,,,-0.033393583495523016,,0.1401248282297207
MICA,0.001700436662104997,0.06405042360225945,0.03603148982633218,-0.03322253200874422,0.00727890274092934,-0.06498429814607838,0.026865384836794137,0.14395466305175111,-0.06376279890496604,0.0364209883778245,0.09517650288059626,-0.016027994689461218,0.0450590307343625,0.02502816660538357
TG,-0.0376139889691303,-0.020870639162621888,0.033774460069640785,,-0.027447357051042873,0.0008533933761789485,-0.017281549508124595,0.01342415822287385,0.012724556254609257,0.013003810338430838,-0.01729568166057853,-0.016848513952088476,0.000814886586338015,-0.030121818347361114
ADA,0.04041835282815906,0.07184929112157623,-0.031027688612509468,-0.028052108701112705,-0.019447711363526406,0.0709068227365577,0.10185626798233596,0.07906079115213721,0.02112278854770236,0.08385997233381431,0.06481605243733286,0.009924599642026558,0.06613238315933455,0.09724580205572475
LAMC3,0.09361191262692047,0.09606877761238113,-0.02699475975616403,0.054791534084819106,-0.0015960150026408247,0.06139357420821687,0.05005121821174292,0.15765579690995674,0.03895167045207169,-0.011121452299530613,0.1299223509320589,-0.010889898642562722,0.06669733238015588,0.022359105177323806
CCL7,,-0.014248824354553671,,,-0.019844395294457265,-0.013488770395242239,,,,,,,-0.02250580915467719,-0.04744973149826188
NGF,-0.0033860089274097777,-0.03084713119540617,,,0.060368922417579816,0.016380593633828835,0.005436523061110923,,,,0.006706755935684176,0.0064682020532472635,-0.06133148057034891,-0.03819016219397956
TNFSF15,-0.031170554738841876,,,,-0.022097704737319087,-0.034309719885102716,-0.020023972815471948,,,,0.10615213747331698,-0.01271256690433208,0.036313329861687005,0.07204988000949132
HMGB1,0.09139322938075747,0.0723192703300244,0.0011297639701682706,0.0062256043487884695,0.009889573379671215,0.06844740184264239,0.06223399094100734,0.08646449879842168,-0.05289293151721952,0.05963929772843671,-0.0634456658561521,0.012930518426273815,0.037037913969204306,0.0254857301450396
ITGB3BP,0.061975837452645746,0.025256364133962494,-0.0379822389598639,-0.04103410947462998,-0.0014688072090884158,-0.007185308537606035,0.0052585991908592755,0.12201291664897823,0.04692412116759811,0.021860466583982587,0.10685328633428735,0.0697046743168966,0.030028067684990993,-0.012585278130136846
AANAT,0.08674793767879002,-0.01306400247920578,,,-0.020106653446974175,-0.019202339599893137,,0.05561938979297747,0.008396985508248618,0.018971070490346697,,,-0.023812084626912287,0.07750490516149532
RELN,0.02026464586251137,0.024994958387647048,-0.04659970314686833,-0.028556331921178003,-0.03490064759860372,0.013998493165893243,-0.03496452829099079,-0.0611688759667857,-0.030931717138632416,-0.019962313936580826,-0.021505934786411194,0.03346662629460303,,-0.06291888207719051
IL15,-0.021887550470371962,-0.010212823917367511,0.04658155768822002,,0.012598849873212442,0.04863056374217577,-0.01424824706963688,0.06890824290845635,0.05221278301859139,0.02262429038086,-0.009918826979455763,-0.018278780923958203,-0.0178726458511057,-0.004086120600480948
UTS2,,,,,,,,0.1121520582896195,,,,,,
BSG,-0.046248033042997204,-0.04129964922833313,-0.025432070251554174,0.02192894837637412,-0.026323938157391046,0.022953303965197323,0.04803270044945409,-0.021612328625663164,0.01888407387064853,-0.016196054725342284,0.049145444115023196,-0.024637134440959368,0.10352566070447879,-0.002624718056442041
ADAMTS3,0.05784093044058664,0.0003954217646637551,0.009133563641058506,,-0.018983293640234003,-0.00382941870719,0.010858943847399355,0.15706922319986055,-0.017286978895033042,-0.027788707749385567,,0.055859901759951466,0.10205277053370886,-0.031345155334601235
CD34,0.041993309480001566,0.12093131875243963,0.0076080036419797475,0.03166735567380115,0.006028235191670012,-0.012980604881790704,-0.027970287784088287,0.12863798780528957,-0.0029415121939204403,-0.03872845617262395,0.11668587823686465,-0.004707877047673964,0.03509628466451394,-0.0029715107883626422
CCL23,,,,,,,,0.008364684299253949,,,,,,
PLAT,0.03250160142065783,0.1432256736224997,-0.017767959403875915,0.12440153374155812,0.001869623872815454,0.002549687448754497,0.07504640424337414,0.12403901389176057,0.031727335130273884,-0.012233331370874885,0.05752268845410313,-0.014367165531920674,0.01984028830016856,0.04269890164388888
NTF3,,,,,,,,,,,,-0.004393317004905973,,
LTA,,,0.01300594177239684,,-0.025434037205344952,,,,0.09360236900188758,-0.016723290308981828,,,0.022028749260540173,
CKLF,0.07848139905284587,0.060544145915310904,-0.020167356710944034,0.01809343247618939,-0.022311077608884025,0.0015516791512045912,0.06686118255020204,0.13804200162043154,0.0542644167927392,-0.015968163665323117,0.032298329706765605,-0.01049398234258832,0.020316882801821024,0.02536048588673028
CD24,0.03204157698450204,0.009577812519575322,-0.028646353738246234,0.06721776713090766,0.016880705987274418,-0.025275234409422424,0.03401113925175977,0.05667754718852747,-0.016375023329553127,-0.008239870724781058,0.010210761942467105,0.03775125800648214,0.004786661999286221,0.05468284224147141
HSP90AA1,-0.03518458165166588,-0.05975690303955782,-0.010652044495913034,-0.03666781536020298,-7.067498749577834e-05,-0.026621610269678048,-0.061384254017897974,-0.1287794926804124,-0.00746238014226845,-0.06144517173738481,-0.054384561315205235,-0.023658167449763897,-0.05073937145541672,-0.04214943780200293
BMP4,-0.0017140388495248589,0.018427087466053777,-0.021140511150181444,0.04931000731438409,-0.04338576384538766,-0.034468130088235294,0.11827435348055829,0.08457539259953512,0.02108309983986167,0.03290820051938714,0.013298661359229762,-0.00844495578975774,0.03505533646901236,-0.05706169109032336
SCGB3A1,,-0.02702600714565003,,-0.027104576819307637,,0.027890832463749498,-0.018188139383357425,,,-0.011669290821342534,-0.007105272973435367,0.07333978840059824,0.0648389229766593,-0.04134748973914919
IGFBP4,0.016810744677664483,0.09754866690177401,0.023225800115743253,0.041140721720335116,0.007853793611128285,0.007832005955096196,0.07962762948328488,0.19132324935921063,0.026418491677952766,-0.018531102116064804,0.09600703996679957,0.006095015165106133,0.06543705568154369,0.038677966737794146
RSPO4,-0.0003948396913109583,,-0.02221834108011488,,0.02465591812919921,0.03077795097677254,,,-0.018516094440793808,-0.008401809687916938,-0.0010273405265813153,-0.017779269800936567,-0.04226726798032407,0.013614909144173043
LEFTY2,-0.06463223930157916,0.09551534348615745,-0.020187703196748775,0.1444247999613853,-0.02483243044332299,-0.030292810431105165,0.026758620727679306,0.151851001007542,0.015596505685842064,-0.020644715126846985,,-0.024178632326726127,0.0017285748355263342,0.04131493484105191
PF4,,0.10590333338642093,-0.018140664887920984,,-0.017313843936514733,,,,,,,,0.01987511307006534,-0.02032454477458385
ANGPTL2,0.06449573273032211,0.08219927926647308,0.005887373118237222,0.11611377462105701,0.04003693858735952,0.03347283892450643,0.1196977440749261,0.12794257567723163,0.02166662416730162,0.004426420782778879,0.14431111795899282,0.03611500446468474,0.0561108328335224,0.02585539181239727
LRIG2,0.025119460126604026,-0.02262783423787016,0.0586244802673666,0.07924463547406516,-0.031154644669850812,-0.021527614588487565,-0.009007702239938775,0.03955592811826734,-0.01980002670758101,0.05918477245584051,0.008010018241049214,0.0001183525100913953,0.07855339476981381,0.0007835509620177713
ICOSLG,0.05809398979697398,0.0591281543457798,0.028748389549827665,0.08184606715314191,0.0002428154424404766,0.032319256969042635,0.04739615515658196,0.05248520391270288,-0.010885426613758143,-0.0073668466024224746,0.07278084719096216,-0.020258320118241604,0.09547928938000187,0.025469038590915965
WIF1,0.004928623271006035,0.008540797692566647,,0.03773829723903073,,-0.02689909051770392,-0.020910993566330874,-0.0884577219075119,-0.008649281799506024,-0.05584680600816985,,-0.016527553413932108,,-0.03729510541374562
NPPC,0.008829769326592228,-0.0374327910468962,,-0.034004935237767965,0.018892232090918858,-0.036048271534090466,-0.023759835693528897,-0.04915982237040368,-0.015144410470969252,0.06931163999450585,0.0007340944598623027,-0.03944338964563556,,0.13930288377585257
LYZ,0.04077550077752235,0.06410745220835844,0.061630080291079976,0.023544087533215192,0.03241818533042352,0.05329945111743933,-0.03113641789830442,0.1743142560390358,0.04248453228212981,0.04366252868756048,0.030524988819138805,-0.02124021374741227,-0.012985874727398778,0.01423648768543802
EREG,,,,-0.034179937894597064,,0.03790369899654187,,,,,,-0.022144380296808423,-0.02986899918360298,-0.023399571832150103
SPTAN1,0.0685705790248185,-0.0020765680107777003,-0.04787877100786024,0.08099326016327292,0.02305154313308662,-0.003267945891773681,-0.019147185693061914,-0.019481503106531718,-0.04062835701508551,0.030942047125745473,0.06573162415539985,-0.005027689392620053,0.019654549318540163,0.052429021323805655
PTH2,,,,,,,,,,,,-0.028274962003950597,,
LIPC,0.024983449832463943,0.006546433843128131,-0.027302670176417725,,0.01763148016231881,-0.013209925713369172,-0.02209537776384355,0.05938907786388787,-0.011925468100757732,-0.0008810095351069345,0.04652260476444019,,-0.017642803221130807,-0.01505380343864947
COL8A1,0.057171981392404675,0.02183155391447609,0.031235500271622106,0.07982612746629653,0.010347612471552269,0.03351636947331209,0.11958642968012177,0.10943622368391817,-0.0033128266192236945,0.04644534649228884,0.038985322961759265,-0.05730024096002308,-0.012251007358589363,-0.021619956755652443
GSTM2,0.04036223675841127,0.01413084712701093,-0.03975088214785587,-0.004981704037076534,-0.031635682088946813,-0.03484782326079193,-0.012048811461052526,0.04055782111996908,0.04604467088844422,0.0025324657374246884,0.033085437797085726,0.0014794201795412553,0.039008548041915475,-0.028573489793006873
SPX,0.07276210414340879,-0.010999463462118346,-0.004872759944275394,,0.029099296515190904,0.018462397114294638,0.03734196395130684,-0.020268079804661412,-0.03421210142880899,-0.045536811439579314,,-0.03545536172243214,0.020145941826404577,0.027421405146010453
MFGE8,0.039780872159373884,0.012375033463956764,-0.006588913033630148,0.057798283448884144,-0.01874993406277509,0.01508902391424525,-0.0006484650382890153,0.08668401463618546,0.035154448513050905,-0.011880026628403283,0.10755740482560325,0.019340336265031333,0.09202880809539321,-0.03547031519958202
TGFA,-0.043200258449663846,0.04420110549534791,-4.9374315139440184e-05,0.008382021489276574,0.0047197877837476246,-0.026147068605723148,0.031778968076802964,0.03429947600111107,0.03318591533583568,0.016749833369350715,-0.01613538225970627,-0.021327761586103423,0.05640757780231,-0.01628170274645248
SLIT2,-0.01906960334049562,0.07551031904539038,0.004794397229336728,-0.020146023797960686,-0.013580975786538042,0.014823847983587943,0.07214724443001314,-0.01891982166003529,-0.011568790612124607,-0.03761710660293807,0.06665984976669646,0.05277594904529675,0.006096784202956347,0.06716300455586693
PLTP,0.0695215915120739,0.021004787867465468,0.06534015978089919,0.10181828143115114,-0.021353443633049782,-0.02270314552244025,0.06548424670172642,0.14141517763325112,0.0372506599080696,-0.008873202877867317,0.04407549078498811,-0.005034481484890303,0.030389983609876277,-0.009828975138064239
APOD,0.029830281774069253,-0.032519521581142255,0.004288368433941959,0.04099619483394633,0.031568004594428045,-0.046440001011164814,0.011898987057167654,-0.0004526118329985572,0.0017494142474033805,0.013825721671551524,0.017678024081837673,0.0010712305202614542,-0.09521590590088529,0.008537016023641993
B2M,0.08677381915449753,0.05105447740139683,-0.009598468824543334,0.191650165709108,-0.016110266841352007,0.03282410436021464,0.05453986391116366,0.16899845881840778,-0.0008896128045589601,-0.012360366541539066,0.20286113187396349,-0.04109852944178329,-0.023465352388481006,0.009640451423274582
OMG,0.06637741951523644,0.048571950468540195,-0.010753849868250294,0.06269900694159913,0.028383056471838943,0.004352316181022711,0.025584235935986625,-0.07033671584922731,-0.04952298596223235,-0.020287663309177924,0.036217468686404984,-0.026388524511369044,0.016081317720255648,-0.007179451502446917
CXCL3,0.0076382515502102484,-0.041678541702082766,0.016475986325226302,0.053209229645227965,0.021520780910171827,-0.000982735850282537,,-0.027369878166296168,0.04746560052111901,-0.012043797382725338,,0.02114820215999047,0.05108723790960121,-0.04727669342181184
CXCL10,0.09419039193574344,0.04165242911694874,-0.01190262322230157,,0.00794225318626737,0.004689777098288784,-0.019475739589041207,0.11932712563620526,0.014969197785953863,-0.01913905155454583,-0.04641626944932032,0.08243330993736922,0.06363854335881325,-0.02300640126944892
RSPO3,,0.02400419481885623,,0.05730240162522599,0.009061583498334679,-0.0044952116171534376,-0.0221412306123651,-0.03423033322017944,-0.014944064236669927,-0.01258553614349129,,0.007211868416767024,-0.022838995495752818,0.04137865326351745
CORT,0.0059536189304466155,0.01753429308110837,0.04974967733319095,0.07418659393530738,-0.003539551431544258,0.02161100160647792,0.0033129099164273296,-0.027229061162406244,-0.056340552842304,-0.012368702220340743,,-0.00469764863535578,,
NCAN,0.07866463956596874,0.05900799847497876,-0.0760657828936363,0.010362389607335582,0.0245598742188281,-0.030758682341307002,0.03941380746250806,0.06326685297032175,-0.02418542335006992,0.09952615588921404,0.03361463270032368,-0.013438242446864469,0.09641304333958879,0.07457329644403304
PRG4,0.02797209635630164,0.018421033853584397,,0.08212377326053415,0.03888831572041315,0.046952785092656726,,0.11768703495381425,-0.028535217017477788,0.030631642210794816,,-0.022514452118629596,-0.019097650212969004,0.09737140836945127
ZG16B,,-0.009460752487228496,0.02460428654016868,,0.002187329277933324,,,-0.006969947894327421,0.040512464353039936,,,,0.04600008121513249,-0.017338921174204745
TGM2,-0.0033908093545485323,-0.04786156492246497,-0.03281836163599735,0.02051149411785247,-0.028401166109275244,0.01981314802058841,-0.01687041360938867,0.091674010441986,-0.014379586710021893,-0.01409233492419532,0.01965218380246316,0.024035616197929776,0.004670003443344577,0.03541651012792948
VEGFC,0.032306855923268735,-0.03833291535282784,0.05525460937682591,-0.024029163736734117,0.013945152339989293,0.10884635927570913,-0.029209078362319573,0.011206975423132481,-0.03591380022477563,-0.015016807468910884,0.14403548591203594,-0.003714290284263367,-0.04491579499086238,-0.014805255259802086
WNT6,0.08913095495005316,-0.0017163507168844563,-0.020187703726565018,-0.03939739255669955,0.015446607073240555,0.09420300784045331,-0.014614311297005678,0.025736737675287044,-0.009802130249953267,-0.013105911256243935,,-0.007124699734212268,-0.034392759459252846,-0.017916307624679155
NRG4,0.04035075447036834,-0.024891903886802434,,-0.019006751696253012,-0.00044967027158639156,-0.041955303554545034,-0.01789061865196375,0.016272925341076192,0.13350206169527049,-0.017518857460971905,-0.0349064418024045,-0.006770893736278715,-0.022838998055459313,0.07086890274184329
PMCH,,0.13672504718329984,,,-0.015238816669630317,,,,-0.007814327836152381,,,0.04057547567771799,0.048622909696942086,-0.03450487402397122
COL9A1,0.03309513464424067,0.0849250709195063,0.022687831247188903,0.09863231062553082,-0.0022928719323356476,0.01746660799651613,0.05961488293763315,-0.004843822392574538,-0.0041976525670966635,0.04657328931331308,0.12195507537840179,-0.03863811789866627,0.04284353558986344,0.003684947392352985
GDF11,0.048517484195020624,-9.721486692829888e-05,0.03866671870264276,0.057975385733997686,-0.01804398658556479,-0.0025594844622909285,0.03860356954054473,0.042750735210781335,0.011188932791179764,0.08608451920833488,0.07508211215543287,-0.02300896121384842,0.06314752365391639,0.03787003898161116
RAET1E,,,,,,,,,,,,,-0.02505421859138038,
IL24,,,,,,,,,,,,,,-0.013776990713904341
SORBS1,0.03473167977543516,0.06278590293235264,0.03515024519188046,0.09933705818626189,-0.035916210927446304,0.025768878126356382,-0.030789577970810566,0.003359329525867609,-0.024586993125195827,0.0006980994424480466,0.00027509775582296956,0.0044254403273012,-0.05998537074001886,-0.02199569636362592
DLL1,0.05049784631148691,0.004185976908751391,-0.07049741223605699,0.0436067131173251,0.016056824726100635,0.0005250467788966407,0.0674305280523275,0.0581175752386108,-0.015292009016938992,0.03378404458352991,0.05399815923298837,-0.023140596689836066,0.053288681281496796,-0.031026299142666892
TLN1,0.038813467500908534,0.07697898066661492,0.002437440778201642,0.02939186166906884,0.046282001547739794,0.007728974566770923,0.0390427248298464,0.12075171169214434,0.006148140123816202,0.020674131168839524,-0.016785466230711598,0.029719078753012617,0.0029179879105167626,-0.03147728554066955
COL2A1,0.061526338606996966,0.022200751852630166,,,,0.04209206861723641,-0.015832787499155003,-0.027369887480569042,,-0.012226926971397267,,-0.02847711926673137,0.0782753565254578,-0.024274538021830154
SHH,,,,,0.034880141587797384,-0.008740278177519585,0.0669083367691752,0.013696453513346469,0.04062337160398143,-0.011669289801373873,,-0.0313542573657739,0.07832239156518651,0.06633081688078028
PON2,0.11488986025291341,0.04732244717510519,-0.09461797780371152,0.15831792892240965,-0.00982128816126482,-0.003271671807641151,-0.06277308147666688,0.12353137145051096,-0.04934087236472221,0.07222897670107796,-0.1188088982646738,-0.08641999575736298,-0.021319154879972844,0.05068859448506852
ICAM5,-0.0021787753337588435,-0.00229199762820535,-0.0010708975727982072,-0.02710457873749575,-0.03214020869181642,-0.0027565771881002373,-0.037134658173706564,-0.053483434801045934,-0.02595385857404538,-0.022789492642366977,,-0.004885785443388635,0.012315145435031611,-0.03655108796783952
HPX,0.04568019545617254,-0.0027175178067917454,,0.1369905830670582,0.01438146511343993,0.002232340714669676,0.03518275582518019,0.041345465793353055,-0.022106586487752614,0.04141949517316413,-9.99666799916701e-05,-0.016959363852098557,-0.027196046926603618,0.01694415573632292
SFRP2,0.045797700063123385,-0.015295365990177274,,,-0.023485754084662677,,-0.034548189007846584,-0.021843714322438944,-0.03177426909052706,-0.022892160261280218,,0.0070812916820501125,-0.03240479123879071,0.06437658262187346
CFC1,,,,,,,-0.024694611263486564,,-0.01246636109598706,,,,,0.019414994418940266
CD70,,0.023300547514056382,,,0.013697117474618652,,,,-0.00025729381441441895,,-0.01279889765647985,-0.022589130769521164,-0.03484501822646107,-0.005467829474851369
HP,0.0006922639095918105,0.009352663459578756,,0.11781037838345906,-0.04592847483831178,0.046803152665864746,,0.09457811336629952,0.06154721804219807,-0.007272164028036775,0.08170988326738489,-0.00425627586200408,-0.009548343778953194,-0.0264130054524741
CXCL2,0.09996045712583193,0.033415240937974024,-0.0037307106381346566,0.02072768710735603,0.0024373841238667306,0.005287875205323793,-0.005706863550783585,-0.003619817135394607,0.04980401078755066,0.02026538214645711,-0.03438845153493772,-0.033093775068433286,0.0312652738770906,0.002755332294704835
NPPB,,-0.034866164919488185,,-0.023942110977644836,0.0051661012709837695,,,,-0.02140871097431387,-0.015016808561126353,,-0.020203533411125407,-0.023167619943016048,
CCK,0.055931691256872404,0.07760790407077409,0.02578615170503619,0.0010341356532364752,-0.03286552718572447,-0.0014355435277735769,-0.07818879912006337,-0.13736530014785647,-0.08789082323751386,-0.05315531855529005,,-0.008205432785438314,-0.030054657290366864,0.059064523442470866
SEMA6A,0.07700562901809008,0.010135037123352505,-0.0062014726070508605,0.07186061207110297,0.02503151345099302,0.003576418003778437,0.025920352238822168,0.06641384121338176,0.04326476497119992,0.05172082218737062,0.02042261647201295,-0.008774037256510063,0.05383624081785661,-0.012838563821283221
IRAK4,0.023982506022083374,0.0020185692176457825,0.04211891688766697,0.0414775060926406,0.011813313145208896,-0.051694191752775696,0.07536396318418459,0.10711417444355466,0.05572842865931294,0.011767187378427116,0.11424776737140414,-0.033124552892861606,0.06757571768863975,-0.02852726401536644
GSTP1,0.02272670453012107,-0.01580065477717443,0.057553804424526775,0.06941123273907863,0.02002390061790855,0.043388081876480376,0.06381601881135965,0.10912079170617954,-0.013971208467511181,0.028523353978779562,-0.009283009721570196,-0.003961849646541574,-0.04406613540236941,-0.004666541404004793
VCAM1,-0.009907023010924646,-0.040195980292521395,-0.008256321294661953,0.010291823133284361,-0.01691847273004252,0.028797210691069355,0.10341876597035994,0.08177261113498059,0.038021375243557275,0.027821809307264602,-0.0012023214850848574,0.007487269467223795,0.05516048361051022,-0.017545936494057095
NXPH3,0.026741074848526503,0.04102060040225063,-0.05775715881188074,0.008584721516898385,-0.008545607372739723,0.020792763722709686,0.02662055851060596,0.08663454175859507,0.001902157880507882,-0.03394336266219934,0.09498056068168464,-0.045301463702602275,0.056563080186179567,0.008575623578893634
MTMR4,-0.01330337084625981,0.041550720390011286,-0.0065042948068034295,-0.007760703576210065,0.01118066091781577,-0.028162019142273696,0.00897306508422864,0.02120551091771647,0.026667406190178614,-0.0003402287256627584,0.024791957479014283,0.022624043891255757,0.02382915174578425,0.07762222743893057
LAMC2,-0.01070451830482363,-0.0007108068630615816,,,-0.006940159153787947,,-0.020023970847447087,,-0.016389144093295022,,0.18699776086482175,-0.013120993216952261,0.04306159408611402,0.05447470565948832
IL10,-0.01603975168180795,-0.007702957284190941,-0.017553681140405248,0.050326032432840714,0.003282329177968589,-0.024974622273050133,,0.0673944249820734,0.09322925698378333,0.03596693704153626,0.005450023558848192,-0.03267395741007951,-0.06920310704045406,0.05190515819854637
