,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
CD24,0.032250502594820034,0.08536075597793749,-0.040932224339712935,0.013563967862833894,-0.0071560370072090915,0.04970419983175745,-0.029305913561486003,-0.0024240375175986133,-0.060431068185337805,0.058764685032470426,0.05467296101702124,0.01849820942288341,-0.006806008832377501,0.15666763649511578
HSP90AA1,0.030364535096912063,-0.019877383579188525,0.05537915365612239,0.06851979733167486,-0.09369003484578457,0.04262693421677154,0.034478076893111574,-0.04976215842975594,0.000715860465469789,-0.06616788493183698,-0.12035204155886298,-0.18855363370801229,-0.13028870992223343,-0.11644005842196335
BMP4,-0.003687800807554587,-0.020044157953171486,0.020862452074369285,-0.010874788546926268,0.026681856447323207,-0.010523363691697755,0.09494889877818244,-0.018944342843474026,0.04095530391678989,-0.014410735172723217,-0.014165066691109708,0.029404017501784716,0.029475402080292992,0.019876247098297453
SCGB3A1,-0.0264380105843538,,-0.026151187744032647,-0.01977812154211708,,,-0.033803587003775545,-0.015513508924722452,0.020387281134453164,,0.08874956392211025,0.11450464991024605,,-0.022248997455905636
IGFBP4,0.03557632019443245,-0.016999801756257694,0.027508926065245624,0.005060754753136184,0.09665470455218082,0.005898022555128513,-0.04850158297252857,0.003323617675744478,-0.03044842619480245,0.07059399346912648,-0.04676669837451445,-0.05008489303705487,0.06971140335353893,-0.026285886825838652
RSPO4,,-0.004670893277295976,0.09316109092423773,,,-0.01597634378052218,,0.04735960424486981,0.004194975372962509,,,,,-0.03146311228836211
LEFTY2,0.0780866159658747,-0.028377530667463128,-0.038500297260875845,-0.019003531127234487,0.12632526107736772,0.00450079966727507,-0.020426091583729884,0.021919005750541436,,-0.026573294040589487,0.028255108712767967,-0.01772214352104208,0.01012664869391535,0.11781266626543142
PF4,,-0.008645484621717157,,,,,,,,,,-0.031969396456536694,,
ANGPTL2,0.027420074368565247,0.016709327206051016,-0.018446099605588254,-0.04819506496474094,0.09836274564446375,-0.030044081418937395,-0.0685738776248958,0.024057629927043737,0.028747303307688692,0.04719494594770005,0.05914514321076346,0.06307542301698338,0.0429430227059503,0.03451493191088737
LRIG2,0.04203283793793438,0.05256352583775934,-0.06000674836048818,-0.007443771377826017,0.028977093456059515,-0.0018386882104637048,0.05011264300985037,0.0465383786106051,-0.03512197703746119,0.0669993551247557,0.07416197880610956,0.023054841207438122,0.050578802960962815,0.013394628241257468
ICOSLG,-0.047365895051288284,0.02550267873656218,-0.04449202654133228,0.11702573917347185,0.06936726672143852,0.01098434818425788,-0.030571018611615507,0.06848264753336213,0.07344235126506819,0.002540243330569255,0.03195643951186015,0.07054076162404398,0.003914595729256896,-0.051715575229720055
WIF1,-0.04287225232180546,,0.02287023751538518,0.031286094100168665,-0.033725148193194235,-0.012328566084821505,0.1927560441101218,0.006588217498720392,,,,,,0.005698602176665356
NPPC,-0.03316867272009819,-0.013411278680342496,0.01127276419238265,-0.037944256260114925,-0.022231051373880824,-0.02404911519291441,0.0456623923419104,0.032164245768525834,-0.01969018951157442,-0.02489895415680791,-0.01747696819784059,-0.008917774500556506,0.0908863146288165,-0.047165675132108835
LYZ,-0.014198785122549221,-0.05100686953978982,0.019125439669275466,-0.04432761133304789,0.0373102056582642,-0.0015611120391834277,-0.04745261505218354,0.02253366751140138,-0.005988184741079956,0.08816665970830907,-0.02969948734875361,0.048947668842907584,0.03578033978476044,0.026158601313362964
EREG,0.07362009426087154,,0.08583289235660409,,,,-0.021012478952098443,,,,-0.012982497940033986,-0.01522149671439415,,-0.05066997234402882
SPTAN1,0.015744174002579183,-0.016530833224945758,-0.016057194540078513,0.027266512164498206,0.009704803350172318,-0.001727440389684661,0.0030330346398378134,0.0017038678752875848,0.07402426871618915,0.07491631149417545,0.06789765755110512,0.11470719766210104,0.03632176353542748,0.046023283777443566
PTH2,,,,,,,,,,,,,,-0.014573616753345044
LIPC,,-0.015536579758033187,0.0466728096680196,-0.008500170461692916,0.06830202354056124,0.011069382765284,-0.03763296682631758,0.004701562986598773,-0.023781588864386333,0.06159022521719138,,,-0.04045726668925271,
COL8A1,0.03706675909697848,-0.03944782232767565,0.010024336806338806,0.018900751339023164,0.020001933198593135,-0.009139006125332964,-0.042536359722204896,0.07390823382839691,0.031697325661716944,0.05887870825257277,0.020301683032243608,0.07851741515165303,-0.0023035079495240473,-0.008378518603968023
GSTM2,-0.01236395425725,0.11184995390657206,0.05229872465385452,-0.013102102006805756,0.03150100466684021,-0.03798444311016047,-0.0334206066488884,-0.022796727854638203,-0.06050846636270344,-0.06264321673927241,-0.020455477223214124,0.019367040326559185,-0.024143767841507038,0.01954529229747754
SPX,,-0.02545843258953559,0.008661992930831494,0.11965581530281856,-0.03639837493539258,-0.0001021153200250591,0.05927079199183769,-0.01390108737468947,,-0.046777530872705975,-0.03606075579406763,0.06333137864146397,-0.08580419550574983,0.007193845080657844
MFGE8,-0.01340428291099049,0.0022427229264203154,0.058042001575610576,-0.0138440318787443,0.051252145217488415,0.03702363741056362,0.02166336070547176,-0.043907857727046584,-0.04114172001806439,0.08806031274114019,0.01411367401031631,0.0410129129359,0.06698241561921656,-0.03419650560344572
TGFA,-0.006511438715859826,0.03877589236245684,0.013220392970869537,-0.0015467929752994655,0.032333631658592425,-0.025261485019082233,-0.04096791869011293,0.07861520077457015,0.151203161756025,-0.004339290144356328,0.017357135521679987,0.08998796498783271,-0.054413365367353396,0.0469235484743225
SLIT2,-0.019650584989901843,-0.02942474776242148,0.007405961877299568,0.08092482007167535,-0.026617346388688828,0.01860723204041616,0.09607986693157643,-0.007398672607855461,-0.03546674667487303,-0.028158515154363576,0.10465751709753944,0.07266309762631742,0.05984588039874267,0.020114373606868647
PLTP,0.05288169455747888,-0.05285890308994991,0.028731980823851755,-0.05451414501369963,0.0797861534942746,0.00567143007513682,-0.07100419948064576,0.0005617635090812747,-0.07156794342851883,0.10169150046903865,-0.023887652486204326,-0.020122335042434634,-0.00456465648685093,-0.06468455153363196
APOD,0.0036709134756031762,0.0032831691027660455,0.015773803221740487,-0.05923100275322203,0.019339527844860312,-0.0014474760827985404,-0.05385513042339704,0.003160437776724834,0.023883690070976606,-0.10417629729131236,0.13036547891652395,0.1463825598280962,-0.05106041396538258,0.0668340066395672
B2M,0.05471568942922974,-0.009961408747116063,-0.0220195322431514,-0.05991401412490109,0.11642242481697587,-0.025523857175205236,-0.13036011484476737,-0.005980107309205539,0.028144052175886742,0.05962835741630584,0.03713185610937338,0.04083422922445016,0.07015052262764601,-0.08393520912169612
OMG,0.012035154484746239,-0.011287148869330105,-0.025461345694430787,-0.017728222773291655,-0.05542801418384141,0.020583816064736995,0.034926872908072885,-0.0767565966708272,0.021014890528679733,-0.05530610971841121,0.09630843552776916,0.1371284747868013,-0.03202437559135799,0.06555661382644093
CXCL3,0.09438020704263604,-0.009534526755721355,-0.034006888092287746,,-0.0008954736749856695,-0.01711929438292811,0.04179638110653083,-0.016011389299059615,,,0.011769577575062511,0.020201231547025054,-0.024465634004274407,-0.06076038962252969
CXCL10,,-0.025616653469290547,-0.04098444313288392,0.04985079267909815,0.0979237382555094,-0.02476105398200247,-0.03676726345705425,-0.025444035258691957,0.05432776707263834,0.05518431534552683,-0.03693280620632632,-0.04288022846398897,-0.03296042764910854,0.010437309679808637
RSPO3,0.05925762034194455,-0.010040043733974222,-0.029221824348934822,-0.005593376219836226,0.05799196489800961,-0.02412985223294111,-0.045128529769772746,0.003838717536710724,,,0.08187450317832272,0.1417638624869334,,0.051348610782764224
CORT,-0.032825153595569645,0.08302438310203265,0.05661480896043703,0.007781285525367311,-0.021528979676841906,-0.015553564064682564,0.021056721683593384,-0.03649914816290979,,,0.013787858218089248,0.09416342365236051,,0.0759482676166181
NCAN,-0.004487556976664823,-0.04461751597212941,0.015459569791269973,0.007915928159348204,0.011727601164323935,-0.020904460978225136,0.03449596347807774,0.10557573054083831,0.11496480933522492,0.037340271778730325,0.128951548892957,0.12704558892452084,0.027938670705694155,0.11072563148155483
PRG4,-0.027655609910620205,0.10411774631678375,-0.020922721322099238,,0.007068185141473131,0.0074150859572656505,,-0.01956199831817534,,,0.01943860989069878,0.021764093092459552,,-0.04039462138083449
ZG16B,,-0.011500711043236017,,,0.012349602739239867,-0.01091486755085125,,,,-0.023116248484077055,,,,
TGM2,-0.0181506719545926,0.006474544402917706,-0.0031184031590772592,0.037615520571576466,0.023006131699121773,-0.0469561040892667,0.04094170670006156,0.041883650430471854,-0.07072664225519422,0.03672847912589599,0.009264478049025643,0.010527288555534968,0.07658976454773467,0.07581866889041748
VEGFC,0.02045494202075218,-0.0011743364771465657,0.03561073623333987,0.028102763899243172,0.058319124587870176,-0.02939104542696541,-0.02374400972478371,-0.019963799022277316,-0.015344848177196438,0.08819038749896033,0.0027176638596859712,-0.029947540706984015,0.04935767341723778,-0.01058642943699038
WNT6,-0.03634907231729564,-0.013705547653907184,-0.028829495656331815,-0.01589187431403757,0.021288423388029408,-0.02429064842695862,,-0.0174233956761538,,-0.021983555022290196,-0.05339193932558968,0.061643104685189576,,-0.032197643103968575
NRG4,-0.01853933030829579,-0.012059816059719754,0.021253957189587447,0.03666054556202428,-0.01591702490756032,0.03258418634018209,-0.006235919645683434,-0.008269065155015836,-0.005587676933177969,,,,-0.02591280512726663,-0.014991429841014965
PMCH,,-0.01671005006052603,,,,-0.015976343009491033,,,,,0.050090599020315686,0.024039001690106348,,0.08371163387154561
COL9A1,0.09313140019486729,-0.012595597679940085,0.06151523999479441,-0.002733658427700519,0.01568494828674172,-0.01965934750429068,0.08116697134237463,-0.026538515402405472,-0.07099971997321956,0.048908952993507136,0.05738235713113169,0.07018002548927717,-0.01193220589358983,0.028696186319641034
GDF11,0.07533080257376187,0.004115665529832986,0.015265854410830792,0.013303749473549824,0.0949965470924089,-0.0043233685035291465,0.04118594355687749,0.013456573942156779,-0.10263509770658394,0.055709000171536474,0.02040250056243741,0.02665160567873493,0.045454982883890424,-0.010412971189252156
IL24,,,,,,,,,,,-0.027104295590464917,0.01288320729367958,,
SORBS1,0.03749688525757407,-0.008461898977018777,-0.02366074938948179,-0.014653304191056295,0.0049153188740812155,-0.0010048557834193648,-0.11743887631666387,-0.03108671504488997,0.006660350121814648,0.009574332860692876,0.006442882849464994,0.016343987703823754,0.022919549430556765,-0.014062669325788686
DLL1,0.060234138104708845,0.007025311773374488,-0.08095200607300702,0.024970994851945105,0.07477439095718064,-0.009384707139818689,-0.02346524313924348,0.030683110582796394,0.009007399275030829,0.0009027652483465188,0.10795410084274519,0.11124046534206405,-0.010612793809975271,0.0030377505049584974
TLN1,0.07701787583933448,-0.013658372545486701,0.02807155525629686,-0.012439453072381895,0.04995353378525768,-0.07509328027924818,-0.06404099630227494,0.04833744780427044,-0.07748520025115797,-0.001527281857844428,-0.04125606409977396,-0.006274839855668908,0.02514711078899648,0.005702617823632224
COL2A1,,,-0.01868716415500061,0.1747535244919475,-0.0004317473578216561,,,-0.016254847325064648,,,-0.0432721963046281,0.012291417309131773,,0.018540005427534385
SHH,,-0.010297171640670856,0.048097785938951414,0.061193583864459944,-0.02220338644703298,-0.009432106865783378,,-0.015513507568745198,,,0.01816103677421406,0.00870562662957445,0.04159040823422643,0.023976525288931592
PON2,0.06408558776828337,-0.08393007795880228,-0.02483688351782015,-0.008728638123341672,0.050642868017329534,0.039506280842623365,-0.01907054113115591,0.061561409426805054,0.08240915939220123,0.010411527472227972,0.08803844737200466,0.10384801984898633,0.059018356450741445,-0.05970974995548911
ICAM5,-0.026438012455369093,-0.016048872855891846,0.059271921383510125,-0.011607109382759797,-0.04716698236290199,-0.035465312953777764,0.018303274644874724,0.048219278232912444,,,0.007912079424185559,-0.008119716632347227,,-0.02176960422485218
HPX,-0.002702752271910673,0.10565136863983864,0.0022427651619938115,0.029601805669451146,0.025992421942502928,-0.021419751088300885,,0.031155219117687035,0.017892345954136937,-0.037884027611430345,-0.03411306756321907,0.05409052874778511,0.026144720217972407,-0.06262345423029188
SFRP2,,-0.01172736259567181,,0.041698851399659516,0.06442364957025509,-0.017851961836265313,-0.027908287447805612,-0.030433531733566763,,-0.004908950714654122,-0.004955879637516214,-0.007533457838212722,-0.04204165035774642,0.02164921822592723
CFC1,,,,-0.0134027611715214,,0.14814813909198893,-0.02158410874249615,,,,,,,
CD70,,0.05324787645218729,,,,0.03988183075157315,,,0.037918884657220944,,-0.008928814086414041,0.01643146752918024,,-0.031629068608841335
HP,0.037049676794371,0.007682697452707186,0.047775511428499076,,0.06598266423420968,-0.006206027261180803,0.034571573509678655,-0.013247605934422323,0.03537986821945467,0.09127423186507154,-0.02151792309522198,-0.00552795241888209,-0.0030529007079053623,-0.004352277221061759
CXCL2,0.013956083577846225,-0.006139474891407536,6.254987353458019e-05,0.00520481525997986,0.00012092446966137599,0.009238670095474164,-0.02527293560995079,-0.030704960064630502,-0.03348712255640633,,0.06506707585057207,0.015341123094363848,0.0229748846768719,-0.07328969908809418
NPPB,0.06903010962968321,0.006262641674152866,,,,-0.012028207169398841,,-0.002965223904836039,,,0.03424179581496499,0.024043330820254536,,0.03608238189863837
CCK,-0.00016202317301661543,-0.009829985095367833,0.0035515810857415864,-0.006083886066387391,-0.08642840475417915,0.04250067987563375,0.08637892307762166,-0.049060796883435766,,0.1898770862522022,0.03314880851788647,0.034996360909953,0.026263790574231154,-0.004980597169634272
SEMA6A,0.04914528884281249,-0.028904232530408535,-0.020611377600307595,-0.06798067622287465,0.017619224179101813,-0.007117975908367905,-0.12303980425393644,0.07953302594542497,0.046405331219842465,-0.012767252523334447,0.10789145654715528,-0.0077267944536527165,0.008614088249744797,0.015987098088930517
IRAK4,0.04314634862765814,0.030203518558205793,-0.01963651350752748,0.014985698869730234,0.09771228614036594,0.006984898526463459,-0.07161561292802048,0.05082132320652111,-0.024171778568036033,0.0954388780670725,-0.002136445602580106,0.06630038037920999,-0.0029664002886095153,9.78995911000821e-05
GSTP1,-0.010591880185754157,-0.01114385220606342,-0.007920219837438697,0.0007596302588032841,0.08921030503416295,0.021423014866941727,-0.04766664868779768,0.019305441950905732,0.015942597695397034,0.030923564671373995,0.04564797124698833,0.11321234149729434,0.010553273936339997,0.10953866365347742
VCAM1,-0.04027948815391166,-0.02552498597636619,0.0018168801192779986,0.008980465681023852,0.11727053080370621,0.03132550872712628,-0.08769531488634437,-0.013257465778335392,0.05445441741823699,0.009644458761857756,0.09269509178229769,0.002249701988899139,-0.008361414069895788,-0.0019434336360560174
NXPH3,0.010852574960600702,0.030328711419026193,0.019101032737538503,-0.002669272452647301,0.07856637726821544,-0.019678478095881295,-0.04533709866494155,-0.0037211483350016107,0.050532361622490966,0.032350939187320966,0.105141018877535,0.03611261177505589,0.02773599385676479,0.02016665682015042
MTMR4,0.05686292452587798,0.045596429570250764,-0.03498953940622191,-0.04274168793602515,-0.0064119475209341425,0.0063759202505824205,0.06593432450125576,-0.0028333553219084913,0.021682063789186183,0.1391172220761552,0.06873631223251422,0.04010878613918972,-0.007683205637016639,0.03390292438125391
LAMC2,,-0.01031724851163395,,-0.021774438870806122,,-0.015142170909140459,,,-0.03399155656161248,,0.03305338758899497,0.021409592258191508,0.05469066435460269,-0.03002298346208323
IL10,-0.025810549817177196,0.02066390599243883,0.0027815887719727715,,0.14657918206254794,0.0005667942691920414,-0.07729546675151154,-0.017870439691087696,0.04909974774867779,-0.039777129811392475,0.059029460482686355,0.04633425664466841,0.05714709518204858,-0.006150795289324169
SEMA4D,0.021383509320172477,0.025478197321732985,0.039774631605793004,-0.0538791803961669,-0.04856606861251128,0.04380373567214972,-0.07548966398531147,-0.021412292330508877,0.041458469007183446,-0.026736945500409625,0.07761818969452865,0.09146487053279788,-0.05336202560571077,0.08269325693864503
TRH,-0.019102492624498375,0.12546932045068504,0.06237331790776968,-0.029787851236115666,0.004838651333918657,0.05620853687335015,-0.03361253450220933,-0.0641855362756274,,,-0.0008311332931634319,0.05392368374274316,0.10788494679592746,0.0555409115639446
