,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
NGF,,-0.01864377518345815,0.05574620485845462,,0.005356261548943981,-0.025108378930065935,-0.021558480580327426,,,,-0.019176920805588,0.1548826221284621,,0.02143224231620119,-0.003532573336748847,-0.01713291009698552,,0.08992184649338768,0.07296332939752992
TNFSF15,,-0.023064676708587258,,,0.033080856415775704,-0.017416366533970693,0.1040565735875459,,,,,-0.022887186772286353,,-0.02434527774910844,0.1967813302985988,,,-0.029004595854606234,-0.01729321028369753
HMGB1,0.02656073792501341,0.023556781085799262,0.041838942179823674,0.0019312503241578766,0.017378863563808553,-0.024199667959784357,-0.04340798323844,0.042532366759035024,-0.0008476070664240924,-0.003963222878346583,-0.03536308876229239,0.11464097597584502,0.027224954765585303,-0.09436920377411595,-0.06682138790302228,-0.02722489823890422,-0.029829100759532913,-0.0123979921567892,-0.06567632667520631
ITGB3BP,0.04544883639327635,-0.01612379020296021,-0.0009099576638585814,-0.045441097420244735,0.0007644818679965253,0.024142487613699415,0.022236047851431046,0.024481679485993592,-0.005736656599225226,-0.03689274400103798,-0.021815939658754356,0.06574945760631272,0.035846131101367,0.05268223200016846,0.018850185148226156,0.04156809328889684,0.00942455597035252,-0.004099941362752729,0.003947229954775975
AANAT,,-0.016367739331778822,-0.024132027425485963,,-0.015233935015912406,-0.015693187846064768,,-0.02519302663427989,-0.020725936422572415,0.050181454366318365,-0.01802912583405705,,-0.032861155526797504,,-0.0025447014321736735,0.08443604767950165,-0.0472367208268291,-0.02597080542695129,-0.018137929347519254
RELN,-0.018533163594228682,-0.013143825756929657,-0.019708795035074504,0.05732258334780437,0.0480751810819544,0.04964013694689054,0.0631739727915359,-0.002515372142851942,0.03109309894573466,0.011418458651485502,0.008099266333490252,,-0.026617638407022068,-0.027045841951032087,,,0.05167636237171822,,-0.014713231106250753
IL15,0.05455528259405241,0.005095182628590464,-0.025520442235209693,0.04319527780763457,-0.017306053868254453,-0.0212413988145989,0.0009082940050815181,0.001917715971479299,0.04486257502483136,0.011809715806041768,-0.03694570592283648,-0.03866189394499352,-0.03047720293320302,0.1387276960186799,0.06405990988767961,0.006699824475436927,0.06531654871328217,0.0064506941829618565,0.0315431206285912
UTS2,,,,,,,,-0.011450745247616552,,,,,,,,,,,
BSG,0.10425453934098074,0.020709003905811502,0.010956539321458852,-0.004373956448555777,-0.006287436633125938,-0.04539466647390576,-0.05077075327350229,0.017267573636909228,-0.07492353771845915,-0.025307613548000277,0.0895471411490133,-0.07050283362647605,-0.024206337675077124,0.11683383150142401,0.11835877807810798,0.052184886584403706,0.07870129150462925,0.030167921784133724,0.06122345889108155
ADAMTS3,0.05268040347746129,0.09886799978660724,0.02883562399752281,0.043551555006918194,-0.024959604064817682,-0.05724013793115498,0.09476357409983655,0.0066977883573038546,0.035229696942130136,0.036355981863854206,0.047936347269767025,-0.03615605942275219,-0.050643274991111265,,-0.03316394110483248,0.003616825167092168,0.0704005601755375,0.06702882641133488,0.04262267915334409
CD34,0.10570975308784837,-0.020232048926277606,0.12027928659376008,-0.010332740415458274,-0.03793518877577265,0.034184846827862075,0.044485420870064234,0.05440713176625502,-0.028130258468665802,-0.021332137151183577,0.055821041803638866,0.08404193223138076,0.009911420277277224,0.09153275851914949,0.04812532777928366,0.05550325107060407,0.04770767965007353,0.09354505277143071,0.04746548002569442
CCL23,,,,,,,,0.06643581814042773,,,,,,,,,,,
PLAT,0.11399104245760748,0.032142475308438966,0.0570411873819714,-0.027736550666794722,0.01700553290654382,0.004648971128924324,0.06479540509086365,0.05875337652511746,-0.06922767442892692,-0.0008189517676318739,-0.06187984681327665,0.007867974472188644,0.0356119109795885,-0.015308173162261978,0.13466723683343074,-0.04433797388452264,0.07534231493851129,0.04430988371784916,0.05149773144123298
NTF3,,,,,,,,,,-0.024411908703229047,,-0.015444730449800503,,,,0.03964992308963668,,,
LTA,,,,-0.021526328015067327,0.021087750875984752,,,,-0.01996123675531622,,,,-0.006223081441397269,,,,,0.03788811513358712,
CKLF,0.03855791279771786,-0.02736024204466051,-0.005090135637454008,0.03504664474039766,0.08380440448842001,-0.0202284766531332,-0.016413238754579354,0.03517809875029616,0.05739226456448924,0.03115362079158882,-0.03426163104207284,0.0653932039118182,-0.007984781118479644,-0.0022246518420122865,-0.0032578415905300563,0.09221364842729766,-0.0170841867859775,0.015990283493729072,0.10544758149113495
APELA,,,,,,,,,,,,0.022744383474117235,,,,,,,
CD24,-0.004679089758366113,-0.0018159307696086488,0.0066871836627077665,0.06526949410796591,0.0016097202925014224,0.009609268016157153,0.009020493307237122,0.030801887848970297,0.011854935404873623,-0.028625428534187987,-0.05096121740965723,0.09412393339327667,0.03204226728538671,0.002804150024478059,0.03443717638037987,-0.016392567842539167,0.006168100919243944,-0.02918336358652383,-0.05682627219166343
HSP90AA1,-0.020683714894446224,-0.014009387660546975,-0.0853016269656043,-0.04631431416562397,0.019833603439129325,0.14266815397841032,-0.026558323864897343,-0.08814957646290032,0.051468393155135475,-0.028839276825135294,0.07488898213960266,0.020048067332564312,-0.04464600360220552,0.0027403307915166413,-0.1095637740121422,-0.0738024399851369,-0.003211570764902247,-0.09372640027372324,-0.12808623311443704
BMP4,0.01931576312451174,0.02225619966204529,0.04472972179091723,0.019943398226404056,0.03146168645059028,0.0062445927285911884,-0.06494296520273352,-0.015238335421541963,0.0544944037668968,0.004557830403713926,0.007296016870627248,0.0306392291581631,0.0005342941408441763,0.09414515914575347,0.09601115826852176,0.10175821704908491,0.1232385867035068,0.03430800446477875,-0.029349735119983296
SCGB3A1,,,-0.016633050002892124,,,-0.01868864940686378,0.0419110341201092,,,0.03077129080092208,-0.03173630688274015,-0.0002103835476099547,-0.004810210754099184,0.06493240145358035,,0.04417591508499894,,0.07518285997583846,-0.03644827417831209
IGFBP4,0.049571165755969177,0.05158518443576381,0.09783828869589521,-0.03361236674542428,-0.04074232575348766,-0.02952300578562264,0.05653208683572588,0.09657896055763271,-0.056739219665448586,0.0065054525078158286,-0.07501876787504025,0.12160075696578712,-0.007945387475649964,-0.00851560708083394,0.08178290800127726,-0.010698009438841012,0.08718441757809034,0.12826238365836506,0.07089857305955412
RSPO4,,-0.022775282816806026,,0.0423407529795733,-0.005446904198272756,-0.02156973935197091,,,-0.010911536507332644,0.03966489376113073,,,-0.025866631705440228,-0.038183389265032563,,,,0.0316376389480762,0.04254518427490607
LEFTY2,0.02046679950698474,0.040282207704203,0.11940335151924579,-0.006510205672049905,-0.03599511232423398,0.05683614841690476,-0.02443727737606481,0.09753854259179554,-0.00493936701390548,0.020108193506705032,-0.019176920805588,-0.010109490337732884,0.019945232615195423,,-0.03539399528316463,0.05963548628137571,0.07682041401353545,0.13108794373924607,-0.016029343974916146
PF4,,,-0.01725411938292825,-0.003142697920536862,0.003477875080325568,,,,,,,,,,,-0.015917455653794692,,-0.0349527821220299,0.09707950265634162
ANGPTL2,-0.0038770154994546033,0.0062560439129314615,0.09613448935275841,-0.017404112764131785,0.025657093811419566,-0.033908936415473406,0.0008201309359883121,0.04837336236123879,0.027109706647817956,-0.014021569580531164,-0.028999563248689735,-0.00580982622511357,0.039664353104364024,-0.017318649662014247,0.05228800931249319,-0.023853498639444158,-0.025267123837689958,0.048634388187528035,0.029318383302298297
LRIG2,0.03474607482991312,0.06961600799118445,0.021813057229357405,-0.024570358172643917,-0.02683041229352643,-0.004925779232371553,-0.017246851388926412,0.03940285754206364,-0.014304939961642834,-0.021725292272561113,0.009224101216173036,0.059188682167620306,-0.06626280697102296,0.010560011005939339,0.09476361235437877,0.04358176842802734,0.006212620353525824,0.003774226524151788,-0.0477602923493395
ICOSLG,-0.055004087480920213,-0.05411256299059189,0.05729012649047125,0.006353045311411782,-0.06148282740646736,-0.024334635036841943,-0.0005595022847087214,0.03703886734148606,-0.04466269212700602,-0.00013027121223589997,-0.06980927611577904,0.07958637560778883,-0.013057826875566971,-0.012301782207017357,0.009878019031838539,0.022676624405802034,-0.021914836786819925,0.036238808872752104,0.04997756103813056
WIF1,,-0.029224479258128395,-0.031045987256332893,,,0.04010268479132268,0.02723937719698858,-0.03959008615742406,-0.01791534037488278,0.012992289462613204,0.008526019959512264,,0.02078509624713383,,,,,,0.01283979878656846
NPPC,0.01865330878106726,0.021930180401359148,-0.025450026678903597,,-0.009563072926248785,0.045227552717325196,-0.0007715364840528687,-0.0036902238657150884,0.015719322941542938,-0.031870812951193705,0.05312901149910592,,0.016155150544185082,-0.02500416058221602,-0.03316387741149768,-0.01652796294907046,-0.04481387201438218,,-0.043057039307741594
LYZ,-0.029322362003665482,0.062889529895593,0.12306936869737428,-0.0016246610801830524,0.014763020177592895,-0.03679822452530054,-0.02435526228640753,0.05417747211520516,-0.04572024259455472,0.00223155825240296,-0.031071039870963314,0.07544774572869559,0.05017309266809979,-0.018845951175925045,0.0294486960977426,0.05887004459742548,-0.016327554157501683,0.0704975200531045,-0.02627898437435708
EREG,,,,,,-0.03035374110935622,,,,,0.0077305488030330926,-0.01762870086248825,,,,-0.05057839827623404,,-0.019364363529301414,-0.02062698401218263
SPTAN1,0.07286779453574785,0.025624960699078877,0.0606690995126673,0.026874695277513516,-0.027378073807148667,0.09550638836696065,0.10374845171980339,-0.0005547974568537444,0.015453597436135402,-0.052005204839699,0.026560661237924915,0.02634520603490083,-0.005428058161058124,-0.030788219012339423,0.12063184267486872,-0.003948679729357941,0.058888082302522196,-0.0038835323692007605,-0.049329011270431974
LIPC,-0.028621518054250294,0.026601011117637276,0.010964033288300389,-0.029470633705509064,-0.0031571281043141497,-0.020883057868703942,-0.028884605525126335,0.005503889344332095,0.038551038616834926,,0.023447051114319883,-0.017435016801122784,-0.040631374608654444,0.08631720744384185,0.00773864582976289,,0.023472252193178795,0.035828950179185345,0.02665699303017943
COL8A1,-0.013238697032994956,-0.017264645073514807,0.026916565933479752,-0.02376918365229238,0.022280927083792052,-0.08252957361961268,0.08050267573896817,-0.005752703262356633,-0.06393950754054807,-0.03488352739185952,-0.04971078603368567,-0.12400148709388334,0.03078555391155771,0.054996538347653674,-0.037680488366021156,0.05838063977370204,0.0035013449927881932,0.03140236691721188,-0.03250907200055619
GSTM2,0.06610161432651011,0.008119088828014225,0.002321504032442248,-0.010356747857956369,-0.026304979173162338,0.03119381313885868,0.1257502708999251,0.011957593941346989,0.030246827822013243,-0.04347614134957614,-0.013234157151468392,0.042401680513106804,0.014472047159034175,-0.025232205410819396,0.0006822440484951852,0.030189191878415858,0.00010634958718350132,-0.0369307608953814,0.09538752196969279
SPX,-0.05730806005712223,-0.00661031491949164,0.036281606768357795,0.017743154087810693,0.02909102654212926,0.10322624008245716,-0.012314215653264371,0.02844951422568289,0.005708170810069398,-0.02247709530412232,0.07732717778614766,,-0.019322708514167203,,-0.058996492691865465,0.021162891216075376,-0.0251666295753425,0.026765914273981978,0.03543524739146819
MFGE8,0.012574243197268324,0.07166810590964705,0.04153478019592425,-0.02080096649718163,-0.08321675672273825,0.023125121050271515,0.013141954116555608,0.11537348086335734,-0.03758569256684334,-0.07679766247266226,0.07332633545783734,-0.05009717536681942,0.01108309335686419,0.08883808869809366,0.07638947184800282,-0.028450755364714322,0.06013615032875853,0.10913138102681412,0.05480683315723645
TGFA,-0.04642593391995793,0.002676894639570471,-0.029439770859750206,0.006460215761697938,0.04122717140250559,-0.03158811146331163,-0.025065910262526612,0.03726168406403195,-8.391234965469675e-06,0.03830308247234415,-0.0012052616396034566,-0.00012010675834225561,-0.02680773622886398,0.02296917668977023,-0.03654231380214245,0.0504906583973168,0.004814265418997487,0.03496286364715414,-0.07457044819003944
SLIT2,-0.02300687923247533,-0.04615564911164182,0.014868737994110724,0.03923452557412732,0.0019360885050395812,0.0319417132191763,-0.0042570287261309995,0.0026320752434221334,-0.01636713029090909,0.012956357684994365,0.06595245986113604,0.023061963961771056,0.026911421082195193,-0.056572320476189555,0.12276469830548625,0.06646303598858722,0.02895991774943783,-0.004883892564417792,-0.005897220956318963
PLTP,-0.015085436561732153,0.053380163888063874,0.05294363696755805,-0.017941575575787287,0.07726884461214935,-0.1082766757101653,0.0265187266914977,0.003085998463707075,0.05308520215242136,0.009514102420753338,-0.06864552399048947,0.0050115435920248174,0.00681347314902832,0.02687300680777714,0.07083505684074078,0.038839112008566885,0.024504795832643915,0.048294566397194476,0.06768714605516302
APOD,-0.10074635482446107,0.06618810745462457,0.012358126560020605,0.022155664464293463,0.03130165053140456,-0.03472113819117066,-0.012859889897619131,0.033702052814312565,0.08730496625647283,-0.01539511886814036,-0.059884356432732634,0.08067875693412056,0.0034592977168490576,0.00031860407766803287,-0.1144835210657918,-0.030483212232817636,-0.0036411785197935343,0.017503504954615147,0.1035956383626065
B2M,0.014622916432502875,0.06425555327098133,0.05432421948742434,-0.08307517059239253,0.05965920923600478,-0.0633471012636199,0.06105350880312507,0.05055992715331325,0.047018440657869434,0.028502285347287895,-0.1142644885208381,0.10650265490533897,0.03925379003422092,0.03185453369587054,-0.020530289464890737,0.09089500108163295,0.06058004232645716,0.0837398345491815,0.0757894522930738
OMG,-0.03283723188699267,-0.00035030724332572297,-0.0006344785829876622,0.021427048882031598,0.061638801860654,0.07486916354458126,0.012474293982814856,-0.05319341941684787,0.023426456193787422,-0.028931049440839747,-0.026646826133704386,-0.01916423241796706,-0.01718753640608692,-0.02213932368839436,-0.04361871864819471,0.03715440684178962,0.005988956214039098,-1.0546719865094531e-06,-0.030004773692960705
CXCL3,-0.01800282042151335,-0.04524054512286356,-0.00907691488674216,0.05227825164249062,-0.030650471777336336,-0.04978400480644997,,-0.03307723967907581,-0.035755920703181655,-0.00016123104480270098,-0.027771211270179376,0.059240166552754485,-0.021949107827947543,,,0.013161674470416286,-0.018126755289413207,-0.016254444640872685,-0.0672342334690334
CXCL10,-0.0010948827737789493,-0.004850733511291273,-0.02723142479949944,-0.004779856273805838,-0.016092647446800033,-0.01690610513900445,0.1076681083613691,0.053075225165162616,-0.017721370782786905,-0.028997597057208696,-0.043809361883189055,-0.026113229879677163,0.044930688250123765,0.014880755014653631,-0.04473408416020141,-0.02134992244623909,-0.044813867141611397,0.012111825912125843,0.12610780269189914
RSPO3,,,-0.022593885032693686,,-0.014698344378876389,0.10353977387169169,0.022710037365300584,-0.011692461327917823,-0.01022315585249764,0.010066464043368613,-0.03012880841318335,,-0.022936394652590217,,,0.038292447692292446,,0.00850210936132046,-0.05464100704261274
CORT,0.019393231955474176,-0.025535104779199753,0.014174438391855861,-0.02502609488850908,-0.01263362585544619,0.14822902863049478,0.012675464454048295,-0.006558355033225144,-0.027666203795113392,0.04616502565249768,0.00016270264038341242,,-0.03055555346596673,,,0.0569179589926189,,,
NCAN,0.00917146542696347,0.10454866999620537,0.05116445761320694,0.06592195081367228,-0.0073868485254651685,0.1283764155876308,0.027862807965513863,0.03557786873450688,-0.02128654168722102,0.04968263686145315,0.017661830131635935,,-0.03226326116577039,0.006208785120415006,0.16749968846670896,-0.011317022024220386,0.10043736985698251,-0.04242757180771874,-0.006418218003584936
PRG4,,-0.0348494226307361,-0.025014123295153873,,0.01941834981586569,-0.014952185241201945,,0.017444796668264827,0.03578503368366794,,,,-0.014402292855253239,,,-0.02457813997282434,,-0.008746629411028524,-0.005170755048448627
ZG16B,,,0.006736240828439876,0.003828641676221535,0.1105942870990162,,,-0.02879457988940719,-0.015861014652872703,,,-0.03413819082834592,,,-0.030789422965785043,,,0.009179305796231866,0.0491684709879592
TGM2,0.005148674751039757,0.04890156166113607,-0.007882866226769713,-0.005326534689163469,-0.046991332787511046,-0.04324609795575585,0.01539936594794049,0.018550987260548633,0.007396015685663448,0.034687550180845975,-0.0013080319631499381,0.0720244527319424,0.031479790679939536,0.0762597983902175,0.10758869921348108,0.024174915737740374,0.034170318577454874,0.054216980957661386,0.03424619272927314
VEGFC,-0.022355338935545827,-0.025005156529481525,0.013037574832931621,-0.030255409960519005,0.0007980010865856363,0.03997359687088892,0.011751348652480679,-0.014359583308379555,-0.02943319712830046,0.02314636556656802,-0.022291929527133852,-0.02945243326484481,0.050504521014010116,0.02475746028951453,-0.0030241599086487997,-0.03337417315999218,-0.01833092397824682,0.1261999548088456,0.015992900839789652
