,UKF243,UKF269,ZH1019T1,ZH1019inf,ZH916T1,ZH916bulk
RELN,0.011726575302283555,-0.04286386951772976,-0.01492923414604273,,,-0.05295652263784028
IL15,0.010663541266047452,0.026403101342390798,0.017679348442001242,-0.05502737691359478,0.0373854209609124,0.040853487096869444
UTS2,,0.040322424137878655,,,,
BSG,-0.05495088883256597,0.008973116930499361,0.04262378996158063,0.10478582051831796,0.011030761122461269,0.022234288548286973
ADAMTS3,-0.05543475922432745,0.1309481360434741,,0.08791808931029296,0.02853123292188258,0.03220307358723224
CD34,-0.004197289311050583,0.05708046515130469,-0.05628320914136886,0.06919406703223381,-0.013176436274047972,-0.030445365819633523
CCL23,,0.006488612351793508,,,,
PLAT,0.06902511192322414,0.09134438679879568,0.022460441202312335,0.029022233016487563,-0.011954750213533908,-0.009925682396559426
LTA,,,,,0.03881930411847478,
CKLF,-0.02812113770013844,0.089764063965394,0.04257808473266485,0.12198861208039342,0.030241439767218044,0.033581948686159255
CD24,-0.05396582099077225,0.005577790068041821,-0.06056999811656686,0.10805850467448767,0.07746008561825561,-0.015900121932673338
HSP90AA1,0.003859496541708922,-0.11013165278717059,-0.09537161108576962,-0.035949656412486354,-0.08540124965974522,-0.07809324794783004
BMP4,0.03315070431775288,0.03558634905909119,-0.05223867980153435,0.011541891156572774,-0.012125392434644446,0.01391015799747978
SCGB3A1,,,0.07143793479147918,,-0.03774029022007591,0.07456434701063036
IGFBP4,-0.010973878658834786,0.06414762984269512,-0.030732665648337088,-0.020962184155498855,-0.032986686942845074,0.013757180406006254
RSPO4,-0.020646120977311166,,-0.04062213751328259,,0.0046886247793295035,-0.02358662186309147
LEFTY2,0.0001676998372954903,0.05507249909708908,,0.07914431198435029,-0.02284251776676498,-0.018603041509575004
PF4,,,,,0.08459318146402371,0.008496774205317623
ANGPTL2,-0.034806989559447984,0.07352853379099153,-0.048188499781777756,0.0013972523778663232,0.08710106199103326,-0.04966016551912379
LRIG2,-0.0327419616658527,0.031069094230465697,0.01748958710523998,0.04825910237393541,-0.0037477385435183645,-0.03323644414524396
ICOSLG,-0.007703833148921478,0.03803112997903015,-0.0980276726582631,0.15953998917005216,0.07173757604078498,0.019071180106699198
WIF1,0.06248001843050008,-0.07690316960751996,,,,0.010973484032037734
NPPC,-0.04213573128429679,-0.03933092434017119,0.002673649052993388,0.061437412308081814,,-0.032168584309339894
LYZ,-0.0006045576175991292,0.0784141909899226,0.008311178782779347,-0.020434577575711196,0.005976315722374461,-0.03814914875620894
EREG,,,,,-0.038708367852218054,-0.0212721960295424
SPTAN1,0.017042046454819396,-0.0452535374135406,0.06002293495592892,0.04663522221041526,0.03685787481652845,-0.04636424516726482
LIPC,0.04135911677828855,0.02408416608028706,0.041141590371543,-0.014922746199164443,0.07169713894848445,-0.028813363087300658
COL8A1,-0.06900121865536075,-0.04273010125634818,-0.06215891093166605,-0.004084517994990216,0.052341715167374195,0.037770683557553156
GSTM2,0.02343640666785166,0.0952910066304224,-0.05129256208667632,-0.022023700199120977,0.03880317329353271,-0.033118968240143515
SPX,0.10714769431346886,-0.03561496840462992,,0.03745141442974822,0.078538668327634,0.007171578900656246
MFGE8,-0.06515277315453095,0.022257451349491742,0.02261981565037408,-0.0064830431087358805,0.011228907724281154,-0.05744644737457902
TGFA,-0.0428812327651498,0.023343143241672977,0.024761403337630026,0.03921009376852169,0.054500286266525345,-0.050441853412466334
SLIT2,0.04204925500292497,-0.0485394827921031,0.012989439275040877,0.02452634605791398,0.02316004677051605,0.045578987965157705
PLTP,-0.038865579865758476,0.09826321321363836,-0.10744599280246266,0.09370213934589604,0.03364177413303856,-0.05848140008727011
APOD,0.07570160599185864,-0.010077311221395019,0.06319734920625823,-0.13291769522318697,0.012482570209521277,0.021515623588688998
B2M,0.022996087126499348,0.09849665030530537,-0.008822226533482526,-0.03243614309127839,-0.06570014515762747,-0.011942775420711815
OMG,0.04699759986242086,-0.09457955324237227,-0.0704976194239732,-0.06371763538785619,0.07106186480829935,-0.0052280593692287
CXCL3,-0.02783305109799796,0.0010095153831846371,,,-0.011509788309626767,-0.0617892772769171
CXCL10,0.06971515195588075,0.12636106196019187,-0.03758384801396546,0.027523005299303682,-0.023182111133552834,-0.030851964843635782
RSPO3,,-0.02398678271438053,,,0.027623491724380864,-0.02817187483757033
CORT,-0.023147939223422058,-0.032321723221653484,,,,
NCAN,0.07911764628328354,0.03990904898476035,0.029063730856998177,0.04591871580743257,0.027702345052584884,-0.006496932046769047
PRG4,0.0055276289835400425,0.016169313627697284,,,-0.0007638947817148073,0.11425042269980319
ZG16B,,-0.022434346028478127,,0.23955230418196236,-0.022775793526539106,0.016818050161496578
TGM2,0.017609934925696628,0.05576175232436303,0.013288001993655423,-0.035986749338954314,-0.03887463048109748,-0.07052492108835114
VEGFC,0.07902181935463111,-0.012771230071330747,-0.04181468485499842,0.15520412438868783,-0.05374731665039167,-0.018403723258423023
WNT6,0.012306863544528337,0.056950266782374345,,0.008178218305537893,0.08110783876626895,0.014550456473986326
NRG4,-0.021424380650410215,-0.025881650775942934,-0.018034226015946404,,-0.018266048010488298,0.017424651348487825
PMCH,,,,,-0.02875936562283568,-0.03136785790260065
COL9A1,0.07371780731512428,0.09201728775544978,-0.07679023994177506,0.09427172637595788,0.054005705330143455,0.05367122117289348
GDF11,0.05498812305939704,0.09229994250609748,-0.15417724078763334,0.08527014491214664,0.06758764457055551,-0.034239768819129025
RAET1E,,,,,-0.02003772488373369,
IL24,,,,,,0.00851025781777756
SORBS1,-0.029174989747517786,0.039592729841665,-0.042840518998986325,0.060225930358807016,0.04816466993439579,0.018910897586059613
DLL1,0.05212739034495206,0.09165913129946683,-0.0872161925962408,0.021438762832908777,0.07824297886845238,-0.002755724055862066
TLN1,0.010184250037265552,0.056803480426705084,0.023388601277792374,0.0165589326602124,-0.011447185721791812,-0.0008935821844324906
COL2A1,0.032004165742309354,0.02059849235070677,,,0.07968767171582997,-0.02206761452863318
SHH,,-0.01507729956955044,,,-0.033485121892767054,0.017213367800938056
PON2,0.05682486264759444,0.060855077193234165,0.044364679331183474,0.08400252599662801,0.10613420235127712,0.06176904714049644
ICAM5,0.14148694372402376,-0.027275078243654237,,,0.04612016921071744,-0.015641191389737855
HPX,-0.034920934906630924,0.10032255860140768,0.04665936610880978,-0.0593051442345577,0.07260131463436348,0.08504514851271901
SFRP2,-0.028550633398345227,-0.015306904135495243,,-0.07186264317259429,0.02285133402125928,-0.0037717421530683143
CFC1,,,,,,-0.021673174228559022
CD70,,,-0.06090126051866676,,0.04872707310052436,0.0034697355551622545
HP,0.08647718534831884,0.07334972432848139,-0.00695918446130599,0.040803558520501236,0.08179267317572492,-0.03567445176650393
CXCL2,0.008807303496373447,0.024735532666688684,-0.0015398412220129184,,0.009282787181501979,-0.019366337733776724
NPPB,,,,,-0.018528871412847394,
CCK,0.05926659175165177,-0.07146485484895722,,0.002170015212317097,0.08055227637618956,0.025858781735278877
SEMA6A,0.03101807240830149,0.06876490588198546,0.00725309268870323,-0.029835096346948534,0.0023847390111234935,0.013843577063240077
IRAK4,-0.055713443858874424,0.03823776840955646,0.01915817854151666,0.018428687931720308,0.035919447795811035,0.06011351633760428
GSTP1,0.039585982864322626,0.08101413846583173,0.03380171533270723,-0.07861655181937748,0.01873465827755405,0.08253967906896023
VCAM1,-0.013286526832625496,0.13290254759490308,0.12597001840700295,0.017697284111180052,0.001847672930029132,0.05748698865258814
NXPH3,0.023433670825194534,0.026075195283513763,0.06776377566795462,0.07685832758563861,0.042440630277901674,0.017988254475499343
MTMR4,0.008472915717552003,0.0508595022121442,0.05643440728499817,0.05956524095558625,-0.004721296552451264,0.01869994145515123
LAMC2,-0.019564674313630865,,-0.056115211778992154,,-0.03530318214809975,-0.023586634847463338
IL10,0.08435596027115795,0.005912885790930811,0.06318121996313826,0.07927232755970108,0.015651179095663985,0.08211359498938732
SEMA4D,0.08829296574184102,-0.056341305647548155,0.002768772669329681,-0.06616845004481876,0.05570637759595054,-0.0305133078893633
TRH,-0.023149211286769278,0.01588245311001542,,,-0.020753578555818906,-0.07820182881631285
SEMA6D,0.04341658539992316,0.03780760644717804,0.07454552066248454,0.027734208634735143,0.00038884185634076546,0.04410972695654094
CEL,,,-0.05785051199148766,0.023942043449703677,0.09980049046522323,-0.025199101422987636
PDCD1LG2,-0.008977437559415645,0.0022844487167097043,-0.028593909637330762,0.02305208993581496,0.0009845365256965642,0.022331127434121176
SPINT1,-0.030292083049766112,-0.03082283402816021,0.026809927790145575,-0.06990498219554989,0.023347880623687006,0.024572151654615033
CTHRC1,-0.03669230520954299,0.02908068102964097,0.10395875016806161,0.07901280345413998,-0.012472018348265118,-0.019698329490590347
PODXL,0.09829915416715934,0.09348719126148025,-0.002526323676900182,0.023494555406372887,-0.044589816715356265,0.0008066121912839917
JAM3,-0.03226858310590112,0.06072575128575491,-0.08679872173331629,0.0017493999935137144,-0.07820058580079152,-0.0002856547848155616
TGFB2,-0.039851221766850256,0.09928293060930571,0.06323297262560688,0.10470041823825621,-0.019005775251677955,0.01719206363762826
COL18A1,0.056320346970834,0.0577478848649427,-0.05192402023437911,0.05954292248207137,-0.01905154107671204,0.016266580645412
NODAL,,0.0661693753947957,0.0035957214364609772,0.041138879826252465,0.030594008651601216,0.061484501520204786
INHBB,-0.018247302110565706,0.04289175590121648,-0.07572714705042496,0.05742265977562062,-0.006219677490875512,0.03888282967213615
LCN1,,0.028561841821694554,,,-0.020987148229459424,-0.016544011981916785
ARF4,-0.016295277822911132,0.0830309221111941,0.002084586951110558,0.09630806922300239,-0.021233596807878702,-0.06709508953881452
CXCL14,0.011698039918765548,0.017591094359979652,-0.046090210455072604,0.06224070317647679,-0.006957538268408732,-0.01970115164569045
LIF,-0.019383070009934042,0.05441820026055227,-0.08859638847638056,0.006075189777396942,-0.046030668684632216,0.03955820222319134
IL17B,-0.023384857641209244,0.028406665412714832,-0.03410113929734239,,0.04419579870879907,-0.01870527998356897
MMP1,,,,,-0.01272796812515521,-0.017809845384303514
MATN1,0.044730455342904825,-0.017646151054935527,0.0338738168985121,,-0.025240786300424246,-0.01704630947900106
ADAM28,-0.017010467770766858,0.09340690479130338,0.05924691787495663,-0.00021536776056539078,0.005064890423060668,0.050348983073903585
TCN2,0.050083163220746935,0.07247597130444972,0.08317218185643044,0.017385385054609903,-0.010619155499542343,0.003973990646168435
THPO,,0.03778077547703679,-0.02182225732694242,-0.03732619324898619,-0.027324018305713578,0.015368978925556375
CUBN,-0.06507139069721685,-0.0045394650315061244,-0.009835968369114219,0.057980229050352834,0.02442549642986819,0.0032712642709233314
TIMP3,-0.0033620395281897123,0.07109914273901176,-0.02969462828503244,0.0115354622584418,-0.004467668504314085,0.01757962736559495
PIGF,0.03523919733774529,0.054087595188793504,0.06125070218228557,0.06468770608045504,-0.029990776284235764,0.035028582213599425
CRH,,-0.025881640044762483,,,-0.03112125473529696,-0.037334108311142956
BDNF,-0.03337648783534291,-0.06435614416929133,,,-0.029426468360703208,0.1103706436846236
CCL5,-0.020058990311418116,-0.03820649504075422,0.0038226302752892845,-0.024148467276223978,-0.003335982192463465,0.029611928602832585
GAD1,0.030960615177995747,-0.015708207528225784,0.0015164002997392746,0.09940815335547964,0.04768580901899584,0.011193562737905319
COL14A1,0.025736259636927696,0.10342924227729469,0.03697906745065454,0.010264693719021181,0.04214402120199867,-0.005546828643663067
HLA-A,-0.012775065247921236,0.1313052342722326,-0.0062010767606588005,0.033373423235721476,-0.08822312877792048,-0.05551794629964427
CD5L,,,,-0.042606823857804725,,
FGF18,,,,,-0.020753580220862232,-0.02340150571288649
ADM,-0.07951183847325992,0.07686551224580265,0.020532625096064547,0.01592157857298162,-0.029160029030645303,0.012712326104014383
CCL15,,,,,0.07170266591023639,
GNAI2,0.028172545156133908,0.08909683495527086,0.03526338615959603,0.08506779824693274,-0.03885350123949448,0.0007658906529186456
HDC,,0.006799759936380179,0.09583121513752124,,0.016838289657277287,-0.01704630175888883
COL11A1,,0.058130873582315015,,-0.0003428328711634016,0.008139379435151972,-0.06950141014982639
NUCB2,0.030558207706990345,0.004802325879342065,0.010853952378699091,0.029951307334500254,-0.013408005586041992,-0.07626491876671114
FGF16,,,,,,-0.016796914378006806
CXCL1,0.039779407870535216,0.08174180777154558,0.05941610569584165,,0.05959969229203069,0.004760753285641835
VCAN,0.04340846022136178,0.04905797281574077,-0.039447384251320446,-0.011225243087121873,-0.04870158550851911,-0.10560352044367835
MMP7,-0.03830842629192469,-0.012285236255284188,,,-0.024226153855314757,-0.06985077498967308
PTPN6,0.003947150143582632,0.026218474473246118,0.021334859921182586,0.11766010381272213,-0.01503762118810618,0.02364466968022471
PTGS2,-0.032761000714817586,-0.07246604703420506,0.09609026260438544,0.021441604102416512,-0.05163692694439912,0.06616607481323036
XCL1,,,,,,-0.013869723161917867
CD58,-0.01312502301265022,0.07526020892436167,0.07923099432023946,-0.02092050688863206,-0.001687506299936258,0.006650874255599739
TNFSF14,-0.03750962636346012,0.0047034300327376405,,-0.05088850286530556,0.0076241665383092435,-0.013672238232285229
CNTN4,0.12062528385489392,-0.04362233657028915,,-0.02233666201339636,0.023945190792658215,-0.038761782162790144
INSL3,,,,,0.010137076880685702,
BTLA,,,,-0.03253248156595051,0.011500947463426442,
MFNG,0.03159067434481551,0.08968319141640467,-0.04743100202387989,0.00801449171318479,-0.009806685852607806,0.002290903800499321
ICAM1,-0.08733017288437137,0.10312890512292384,0.08342830328293337,0.10072246896945558,-0.06909780049450324,-0.014380140831034739
PROS1,-0.02067388053809662,0.1263083233440911,0.010368066702672884,-0.015357540631974372,-0.024139933962250875,-0.04018320812176061
CLCF1,-0.04214602815787582,-0.001760619234055223,-0.08818566407982227,0.02105179641560269,0.0163975089751285,0.034199844335348305
PSAP,-0.01530385597113193,-0.03554618767029596,-0.02016771372255144,-0.0316827508516367,0.023473304981388436,-0.03989651197599878
EFEMP1,-0.13619584743359162,0.07907689915621897,0.030054300440481355,0.1329699008341132,0.010049547664571551,0.017242784684912457
C1QTNF1,-0.09522080194715048,0.068549438883272,0.11578323551230543,0.054648713969712256,-0.05347169480671051,-0.027230931619174503
ALB,0.019696601621179494,-0.020606938147409083,0.021764378989831395,-0.027321456369190433,-0.012779076991945531,-0.0035012182274030347
EFNA3,-0.01390937085389912,-0.06537578968972224,0.02505031261122791,0.04621108953221796,-0.020376631548723993,0.02726164365182511
DRAXIN,0.08594362498566029,0.16352941082613845,-0.018037839954387513,0.08119183864808881,-0.01781507577622218,-0.02876395507691039
NPTX2,0.07475507992872726,-0.10040361807448005,,0.014473843229433679,0.1152387122099604,-0.014156990036594905
FGF11,-0.04103703229408981,0.14116390452480573,0.021547526003316247,0.052318452300272,0.027594475232704273,0.013094301284105141
CD59,0.001235560130399376,-0.08353081377702197,-0.01918539943218397,-0.0005770907092531097,-0.07964973020597825,-0.07499273562526407
COL9A2,0.04562415106410953,0.01580814251997033,-0.01303069074754811,0.03634200841000441,0.07197339585501374,0.0005846285837269041
DLL3,0.07892329381181563,0.07542527245894422,0.03783712946801015,0.01966397528315246,0.07113196350755761,0.03350017192072393
FGF5,,-0.016409188840973057,,,0.015167790858419133,0.04255983563137137
LIN7C,0.014997126491215448,0.05376034609382259,-0.014076281954021847,0.024932796727493767,0.05681550391077582,-0.03689071424783251
GDF7,-0.01842510090672764,-0.029353357306154886,,0.04032532676831353,0.03936805204490276,-0.02605754464284341
PSPN,-0.01780959985603926,0.05851439942696507,0.013053471807423596,0.009786123338294242,0.09928347182819865,0.012332080041634904
ANGPT1,0.01709519511580778,0.09289496243147745,-0.033314306721283896,-0.00485072919512543,0.04621994349421607,-0.04344354019019405
PNOC,0.21841164705184474,-0.07362836465715845,,,0.0062968945477136695,-0.056134378203397596
L1CAM,0.08388325451602177,-0.06025521066994448,-0.061735527985665416,-0.01875788817399176,0.05082167151824827,0.0682874355111658
APOA1,0.017752031372237517,-0.03511814597235628,0.016849160556680846,-0.00808630598342156,0.011886736634265364,0.005643680420595237
PSEN1,0.046823985422011646,-0.02583466995960293,-0.023948533441729685,-0.03444060451951639,0.00026963873442671746,-0.01946043762115703
CALM2,0.03537292468424581,-0.09354182343837537,-0.05110810915983292,-0.07506151469274447,-0.01103550556561044,0.03569180169793976
CLEC2B,-0.01513808867466658,0.11822116259246812,-0.06483756545348476,0.03151239510314772,0.002405799774876817,-0.030542219806756588
NTNG1,0.07964633805629796,0.03856388182860151,0.030287667154381095,0.03295152832515447,0.09520660087652014,-0.05232807113972682
LRIG1,-0.0074047006020628,0.099304170236352,0.04152199027194592,0.07379247930405693,0.07807434179795354,0.023311507787221495
CPAMD8,,-0.014844319599150937,0.025032879862851975,0.015186896880976748,0.005536170590497818,-0.018476752155313598
GHRL,,-0.031568539190264096,-0.0633909045000438,-0.07255130098853708,0.024085728713308625,-0.016287449276328848
NPY,0.052792624648637786,-0.028292012312228488,,0.060146426926414934,0.011970172564453322,-0.06882981976920204
MMP2,0.08563102435912094,0.13236913180339574,0.09058312300347622,0.11760757960654238,-0.00179811726669866,-0.05980391945934117
PPY,,,,,-0.04930526048230838,-0.03307565101328309
ALKAL2,0.07380214372639653,0.027971984766336715,,0.04565785466048603,-0.04966622430289448,-0.033122223801589926
CSF1,-0.0679326606780676,0.028285470818895594,0.007358332217274416,0.0685778354599771,0.03565627992791542,0.030928380249426724
SEMA4C,-0.07003651105001156,0.009631180884463023,-0.10494891046560871,0.1288248350074166,-0.004270697007887345,-0.004926086187642959
BMP8A,,,,,-0.022120668061614484,
ICAM2,0.029259184256123918,0.04404027042293559,-0.042236975369830204,-0.0031480114308237495,0.011476106937379459,-0.032554459567085386
SYTL3,-0.017038291823746186,0.020188676054258756,0.019709084308078637,0.013422243322737103,-0.006400671053974512,-0.02874430623217746
IL1A,0.004111095044238553,0.0002841029274926343,0.004635618796378843,0.08803074412270886,0.043803121806029965,0.03778877888757226
HLA-G,-0.029140725615157473,,0.042335190361653154,,,
PGF,-0.05284049215306012,0.08432933538168284,-0.037490692173522785,0.08533449319933799,0.008566382680859496,-0.04925999966178637
LGALS8,0.014016345418573467,0.0118713043012283,0.021684677262276297,0.07402240368206159,0.0017195653217321214,0.007157627326202942
DKK3,0.05227267592137893,-0.09830722569815496,-0.03105325533864384,-0.06674975672577384,0.015980702612972,-0.01394213319937984
COL16A1,0.013936173468763769,0.060383264462017375,-0.04380327348823178,0.016296478528326084,0.0786422543971226,0.0004168499230919539
TPH1,-0.024538862738936334,0.06934283737982759,0.009842405186824683,,0.08172943034576613,0.0007221055931684101
TNC,-0.09792425156598572,0.15182234663274538,-0.01665793985743936,0.15372976658885887,-0.02963486420871341,-0.04368571968166175
TNFSF9,0.06770998273977157,-0.03983450507011229,-0.039008462815900175,-0.07058271744967545,0.012507226920552153,-0.020131159955326376
C4A,,,,,-0.01593891894510838,
CNTN2,0.04168154698711921,-0.006710831309330307,0.05105297166453986,-0.14628105817754264,-0.008567376672073263,0.032460213693076743
F7,,0.14038599038182178,,,,-0.022838309799324302
LUM,-0.016669833941069797,0.0730977159254987,-0.06494739498371467,0.0463826460298899,-0.01657789083993535,-0.03252800762355002
BTC,,,0.028125326767570277,,0.03179326422136638,-0.011779882219991034
APOC1,0.036160671938249504,0.12566086932203455,0.04674310340974567,0.05893688155327115,0.1018667708224547,0.0023863679338370996
PKM,-0.08031382389057637,0.09171750164345475,0.06144740702471099,0.08526438022096113,-0.03201645525653357,-0.003682923945509709
TNF,0.06365242575407712,0.05051887607827279,0.07701383785034221,0.05287121693623899,-0.008215943019026723,-0.01777486714098451
GNAS,0.11222133032757652,-0.06655085946588078,0.06497820627483991,0.05304219988519504,-0.0369588376637995,-0.028392806911538223
BMP8B,0.026895381138831,0.047001737389028415,0.014692961253064877,-0.053389869568084704,-0.036039511285771215,-0.031106908653306932
LIPH,-0.025208836340639373,,,,-0.04439381604808365,-0.010909280274512607
CCL28,0.044102124332522495,,,,-0.017176746581789953,-0.02689258969449061
PTPN11,-0.02769295052869614,0.06190614059322245,-0.08426548756408575,-0.027790375451869742,0.020196727572400874,-0.0027659678699724043
ADAM12,0.09986845483935333,0.02178970891236079,-0.03691574969419094,0.09045772393456532,-0.06707653671136092,-0.0338290300664625
EPO,-0.050838309240751334,,-0.04001856605334451,0.07889741095009832,0.07329318525844312,
EDN3,0.020224869660492924,0.003947187628151213,,-0.03732611129794804,0.00440793976069625,-0.009694690531616494
CCL22,,,,,0.028962699048492715,
CCL2,-0.0669974549361917,0.021108375981111496,0.04142341577154992,-0.004832932173867615,0.015590927849366852,0.022161872797983054
DSCAM,0.044404818125459704,0.04257787028498784,0.14870569997980831,0.019387191899671093,0.043941755851718764,0.006981849746925772
ANG,-0.03429597103060421,0.0880975378627196,0.057789629420294156,-0.035285938138489015,0.08598412679932442,0.04769869393987646
FBLN2,-0.002479847081806634,0.01638707958090185,,-0.025105151699840345,0.05827213324298761,-0.05527419824539308
VTN,-0.023852379515512574,0.0384495653690852,0.04557840948705162,,-0.01571280862256219,-0.028813364411141813
VEGFA,-0.090524182806639,0.10782228148838004,-0.0021527632131262157,0.0929032455785401,-0.05198139929608163,-0.003957260152363159
F10,,-0.008172159881003364,-0.013706673588933913,,-0.03224860177948766,-0.023401514136552046
SERPINA1,0.04114529924406039,0.08968234885197529,-0.07154352071470911,0.10280807593748206,0.017571898980077313,-0.02843334887945225
VWF,0.04639086619277037,0.10686990992115131,0.034156748052510635,0.00418306306572121,-0.008338432696111097,0.013449346104908843
GDNF,,,-0.021222544085066096,-0.006574730318248567,,
VASP,-0.05029455141418373,0.014299034804422963,-0.11784880616619005,0.10116615245666936,-0.01630418722452234,0.021986305509822175
ADAM15,-0.012800066687402219,-0.017014243171128943,-0.003099165844506876,0.018998709442339,-0.02855528900551379,-0.03632600096327817
WNT2,0.11582001051847424,-0.038103078500701146,,,-0.03497593833636322,0.04477068058784323
CALCB,0.0814462370780852,-0.016409188662649062,,,,-0.027383286130301724
OLFM2,0.045211882367563794,-0.09525781085142579,-0.013622966146519786,0.051577374413915564,0.009236831719062217,-0.017933956275465127
MFAP2,0.011759949664856939,0.05813899051096916,0.03630848223255644,-0.010165000213235593,-0.008346414753506668,-0.017087819674048477
HLA-C,-0.020346264733453565,0.1115515646309113,0.020107778327777034,-0.04037565464778158,0.05840700107618952,-0.014408253717579485
THBS1,0.03257487217133957,-0.02438622987716241,0.031750128780370784,0.03752139230286572,-0.060750446640923564,0.004382848220047507
HSPA4,-0.0011409868180468296,-0.007652877736659575,0.0982401866702577,0.041629495385548276,-0.04551222681234183,0.0250352369697342
LMAN1,-0.05033371202403041,0.12268041874416953,0.027021351076417816,0.02857831038178956,-0.051821452435142176,-0.07292324598934385
LYPD3,,0.0056375198171799,-0.042951610550674583,0.0009498025224580158,-0.015621915540853197,-0.005495820041578324
APOE,0.07154702403743432,0.08362781913106127,0.08574715844033355,0.05421263575338699,0.06857447977085249,-0.02019485757407352
SOSTDC1,0.03904819918395269,-0.019350149925548166,,,-0.002027869489419703,-0.03551772159843866
ANXA1,-0.10469308450599797,0.09709913499588091,-0.01840133118531025,0.08320823799067673,-0.010699380077202952,-0.011842961993082567
WNT2B,-0.040947240785660984,0.0013261962481563357,-0.02215516565251072,0.07424443702812024,-0.04120739796643052,-0.007965689527070266
