,UKF251,UKF260,UKF269,UKF296,UKF304,ZH1019T1,ZH1019inf
IGFL3,,,0.056618626460841016,,,,
BMP1,-0.024565337370375955,0.05563069897145915,0.09594402261643549,0.006492985992916821,-0.02462907902951818,0.025318653539636946,0.05266743088216131
NDP,-0.011782908277650226,-0.038775862104095664,0.0652415851459981,-0.0038141909919926628,-0.025568999957820377,-0.015373645372820283,0.049944757902893454
TNFSF18,0.05444432340022519,,0.20687824711501213,,,-0.043522648878201405,
RTN4,-0.0014970847927623138,0.038421815624351624,-0.17945204625910421,-0.023838065422405064,-0.004806348751336621,-0.06266534495502517,-0.060930086129044866
HEBP1,-0.03690779667648888,0.030293676701885822,0.04085817268521269,-0.010972347581824755,0.11179916825295666,-0.009971328813613432,-0.018722444792242634
WNT7B,-0.015709237236456175,-0.038839644613141995,-0.07248758477698784,-0.02061551095594394,,,0.012849377286951548
PTMA,0.006841407622098294,-0.0018001994501516813,-0.07671170560213796,0.048093685251491186,0.08601559253208375,-0.07808657349207496,-0.0038400373917165504
CEACAM1,0.04117091881763013,0.010803276268788926,0.06438099924299613,,,-0.030603808580405262,-0.018476142666015997
PDAP1,-0.029324061621936886,0.04876533313573242,0.13957256811420235,0.009649586618806768,0.03179815125558517,-0.04351881681332994,-0.035889203029737006
QDPR,-0.005714727134734995,0.012318749563747015,-0.14752902470387355,-0.0034412229982605223,0.15846332505681957,-0.05742860427479136,0.03009605490258499
POMC,0.009287678632117284,-0.044732900084839954,-0.05692788976118612,0.008704885680637413,-0.03156136494890622,-0.05589271975103073,0.01289577278731588
CCL18,,,,,0.0008038472005457164,,0.05276625932703615
CCL17,,,,0.07878014777275301,,,
VEGFD,0.09780242511049071,0.09705275853666016,0.005881210841899807,-0.018716458485995725,0.025665848963754834,-0.041605207118469274,
WNT5A,0.10988268375413356,0.011244150482965258,0.1262505055475677,0.06637315891948295,0.12180901681230014,-0.0027435152751345048,0.025646670372057867
CXCL8,0.061960898011143906,-0.04641617366626389,0.0021580414620868803,0.047514606598318326,-0.045045659625310895,-0.0035837838873238655,-0.01818704606567507
GRN,-0.011368909616195164,0.04465850784024849,0.151944701621516,-0.010777376510265838,0.014094462372647993,-0.017447069705847265,0.006880309857737676
MIA,-0.015356640723160564,0.019687637845859217,0.03411713930090265,-0.02128602987836476,,-0.060116351370323756,0.048379073364081523
COL4A4,0.050252173825254966,-0.024383204888906995,0.053750134078266176,-0.0016985840361685876,,-0.03257769655633889,-0.04455318655338598
TAC1,-0.02537884945682615,-0.032269297385003205,-0.12270408094352862,-0.00717881881308879,-0.04526327392929555,,
RARRES2,-0.03903714384999757,0.030304477085396377,0.15501013540392733,-0.004684846641239571,0.03720534541560346,-0.08576819374662295,0.06891276564130436
FGF7,-0.019489736443743726,-0.0027072950262884516,0.021064198186636515,0.02672948199138111,0.037812618708146166,0.05100637062789307,0.11577419523333386
HBEGF,-0.02582663042741312,0.051111320221762575,0.09508664035240381,0.05620157416463781,-0.024092956841562672,-0.05567691617857251,-0.021360304725849516
CSF3,,-0.04346066749035792,0.03481267477230004,,,,
PI3,,-0.034415363147699045,-0.029353360117948212,,,,
PCSK1N,-0.005900518159234398,-0.015271556486989172,-0.05674280163285425,-0.028923528556653644,-0.07089503614070566,-0.019967295496236444,0.024566424591040487
NTS,,0.01711627612505416,-0.02025162647112305,0.07801904747998435,-0.03211269398742635,,
SFRP1,0.02105937199401909,0.07078382968590313,0.0355917522585497,0.0410802196954548,0.033459095608680225,0.03318534975095641,0.0013925054795344662
CXCL13,0.03775841687310376,0.0063118057207390355,,,,,
MICA,0.02816116011832096,-0.004904196579780659,0.07181892006373723,0.009693404854783389,0.03512964974791496,-0.008964233602212303,-0.03161370399035448
TG,-0.016393587761923702,0.07540287254799856,-0.031462223996673415,-0.018465980110254247,,-0.0324807567696842,0.05642584267570759
ADA,-0.03386696962972436,0.05041580031238923,0.19627072615375088,0.029540880707482207,0.13971809426149184,0.013910287607383366,0.05412565862376101
LAMC3,0.006927112803463446,0.044503959305016286,0.11753723987225201,0.06332316112506677,0.018632565070214525,0.06444525122731645,-0.011584671553205446
CCL7,,-0.03188052982715731,,,,,
NGF,,0.020253435577651024,,,-0.032112715131504696,0.08282077175128738,0.004990716053333903
TNFSF15,,0.007949493623715794,,,,-0.024764798414128545,-0.05288672000395591
HMGB1,-0.03267854093491324,0.09143706091657637,0.11948838172636168,-0.016049552804785875,0.06534940061350199,0.04192776426738971,-0.06269309620498402
ITGB3BP,0.08370321834321663,0.053211208122938475,0.06955174231589634,-0.017315603837530082,-0.02643718640937512,-0.06581866276263976,0.024257966599821736
AANAT,,-0.021268828395196372,0.04333578323333776,-0.02128603106234809,-0.011753973110454594,,-0.036702961567771177
RELN,0.03264887296065714,0.028907175655061377,0.0016197822837891419,0.0025672843569068756,0.006630476850216785,-0.06215149225483287,
IL15,-0.02088518000141862,0.05086278275026543,0.03550467139817765,0.02080049281314714,-0.015543013234266519,-0.047524037458433116,0.07048655760710333
UTS2,,,0.14943747746418892,,,,
BSG,0.02031311029482341,-0.00583883973620256,-0.03087250708386525,0.02486453489180791,0.04613759073510363,0.044853921424744966,-0.0016387309675577814
ADAMTS3,0.0072512161120982625,0.044852683389631845,0.17241072357764364,0.01366660639005956,-0.0028198796075667243,,-0.027995811404087443
CD34,4.13807551166836e-05,0.012844383623756186,0.1327386060385368,-0.024916288275886142,0.0344791862119273,-0.014858318885272953,0.0012211263870848606
CCL23,,,0.03247450707550711,,,,
PLAT,0.04813888677518041,0.05387706884099715,0.1486140502015467,0.014869158020791504,0.0015601373569242684,-0.040623938309530094,0.07636208584580868
NTF3,,,,0.00733231587290026,,,
LTA,-0.012055895969133985,,,,,,
CKLF,-0.06587337499345072,0.05234540967738323,0.1285928525324323,-0.035053580423924535,-0.023620736329084346,-0.05482354007969883,0.09930018830817074
CD24,0.05142500186055823,0.002438431416504232,0.0723329740920939,0.03326046036182951,-0.06097645869240937,-0.02392346379046311,-0.05259813537065944
HSP90AA1,0.020221205312153757,-0.06321908703399097,-0.10169713481936436,-0.002192897622614719,-0.0647012181595077,0.03531588778352439,-0.07957276665627944
BMP4,-0.01277995644397237,0.06836279400466114,-0.04316718063429049,0.03349206039222038,-0.024753672841940466,-0.05263445169482968,-0.030664771650769924
SCGB3A1,,0.03387595515041437,,-0.0018781966065429423,-0.05314403665652504,-0.02151424671605171,
IGFBP4,-0.028060336203939967,0.01660295800568517,0.10755118795933316,0.0058701281270019294,0.0264087910677407,0.07058334968718047,0.0371402982129612
RSPO4,-0.0028682602654484758,0.023857895251870338,,-0.0016812952326037418,,-0.040818078126429576,
LEFTY2,0.04104595131954788,0.07581834386125483,0.1703438194254729,-0.01968784723296987,-0.032112715131504696,,0.017462287121137506
PF4,0.0480491498381432,,,,,,
ANGPTL2,0.06049926723787131,-0.025098639234083554,0.08774063473286085,0.07627101113147919,0.032814711465530645,0.06493823155621664,-0.011516342108334793
LRIG2,-0.009433210856107918,0.0026427241883730324,0.03859508292970215,0.02705422628811448,0.08673785962453487,-0.05969700121714687,-0.012711206210130822
ICOSLG,0.033726583081866296,0.001936375338907017,0.047416803013492784,-0.03407518536567638,0.027476423453322896,-0.05960063875464172,-0.005599998968987237
WIF1,,0.01947013903621024,-0.0920139964519737,-0.033787541255119805,-0.07356112193212293,,
NPPC,,0.0001436949649090688,-0.020806192178608095,-0.024953018182720225,0.06581738321833075,0.024049783504823983,-0.04394797555615197
LYZ,-0.05541272582058919,0.0028730456642944383,0.14247172750593437,-0.04447404561450063,0.060556602528758254,0.06721266165090584,-0.015593365812501458
EREG,,0.01517877233073341,,,0.09961820195167669,,
SPTAN1,0.05055008628035321,0.030370168532268427,-0.06209787549872146,-0.009666153264944072,-0.05448861519493619,0.12568073068122768,0.04850434330410003
LIPC,-0.016505132405739743,-0.028302609930702948,0.03845294151566787,,0.08867631813986926,-0.017635442050438595,0.14516908265258646
COL8A1,-0.05419601806277628,0.03938859660957559,0.024318351762585184,-0.023296992297964062,-0.043869176604535376,-0.03659816967213113,0.05002848542548659
GSTM2,-0.009895498689546459,-0.002014845631557501,0.01202336673859462,0.00604272926673383,-0.05254193718061504,0.0716730070996431,-0.016853686649157998
SPX,0.03525105012908392,-0.05676354999455265,-0.06701063605980041,0.024252576100481375,0.04915996776903129,,0.129538788996673
MFGE8,0.015363542718811778,-0.05609600515193617,0.09201293520023161,-0.020245184873146395,0.04284541684045461,0.06820301502719356,0.029595875754128358
TGFA,0.057138729550213006,0.024451625590017904,0.015083747032153356,0.06311865760006947,-0.016665416047544294,0.006754635721175068,0.01909444364644962
SLIT2,-0.02859474448067656,-0.015048720293568059,-0.038375753122254476,-0.0027447138575456436,-0.035496215985913536,-0.0339915098346969,-0.049701273712460046
PLTP,-0.04975770102481496,0.036425270264179195,0.10096812589866232,0.04700081316880115,0.05115272156467286,0.016901149442790857,-0.06781499205470083
APOD,0.021042278851895156,0.025058548457621396,0.05933149556471871,-0.0009247637959992392,0.15696355089505382,0.029937045785851064,0.050544184096931614
B2M,-0.0585053268825569,0.056586047609648714,0.16505097977249278,0.06200626582461209,0.05293381274666955,-0.07898272957570203,0.05803419901893588
OMG,-0.05346586486067819,0.10664273027860302,-0.03678795152245904,-0.0640028934977951,0.060689692145758575,0.04666208679706414,0.030797696304827968
