,MGH258,UKF243,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916T1,ZH916bulk
QDPR,-0.04243738551636131,-0.03555927504433196,0.031797770368498464,0.017485551730989184,0.011550641347411834,-0.06696349365879016,0.034463129395435825,-0.04521109696458671,-0.048492137450354335,0.021838545714337267,-0.05031374492087229,-0.06468238462400344,-0.004654340782166153,0.0341119222784048,-0.08500603075327247
POMC,-0.030805623678126667,-0.02084401869866664,0.010424021000339657,-0.03770109835060763,-0.03706046271026322,-0.043454454821791694,-0.026778232730664257,-0.03194913358505623,0.032139050005496085,-0.012577458710154064,-0.0037840783845799267,0.04119514975536268,-0.06433037505910605,0.03961182954222419,0.0023076200730320845
CCL18,,0.01897236851816609,,,,,,,-0.02370832477348273,,,-0.024719278370462314,,,
CCL17,,,,-0.02346549702447246,,,0.030696385429424704,-0.014702566850000872,,-0.014269317245966761,,,-0.02932885596232909,0.15703906620915473,
VEGFD,,0.06732354772390556,0.03190400281568748,0.018011470096524113,-0.01762086758541424,0.01278877809984409,-0.030665992194988164,-0.010784510588873131,0.029147473173456225,-0.015292869260870976,-0.03889641175621374,,0.002529016303938198,,
TNFSF13,,,,-0.016185974674150158,,,,,,,,,0.07995955735328293,-0.02225247966636611,-0.035723033543711896
WNT5A,0.009219986109460456,0.01576489549137341,0.07121459609044413,-0.003785378955846311,-0.011372912908485206,0.057695621084897654,0.020454117922107627,0.01476598082129182,0.059699852054649574,0.015902405814604663,0.04780444399822063,0.01263970793645574,0.02467246864526928,-0.03299651279436309,-0.005911832558932298
CXCL8,,-0.001646051556466954,0.03522930581937587,-0.044268109610287286,0.03398899696457936,0.03452111415618026,-0.07546786153143775,-0.010043005186468642,0.04327617095195682,-0.00890897707797885,0.05256165938320116,-0.043522181454308514,0.03497509242833884,-0.059539509748899724,0.031347577884281504
GRN,-0.09312956046436915,0.06604775526512909,-0.0309097940672934,-0.03456024749053071,0.013363466237740778,0.044681185533076324,0.01515613388677389,-0.0009599916696676393,0.02035166914236908,0.027117876508271844,0.042120136344506585,-0.02743573246430398,-0.009548101272365557,-0.02698260522863021,0.05921492093458989
MIA,0.03066005548651892,-0.035312537339290656,-0.028444556009370663,-0.002722451584779705,0.06955653578245488,0.0033012819618394727,0.020214779583209348,-0.012265109598060901,,-0.020944285287650275,0.04327464335611231,0.06695437911020423,0.04816823873892699,0.043865206989529205,0.13617872947043733
COL4A4,0.06425047656929204,-0.0297847547788802,0.09011931422172921,0.0069111375384388885,-0.01041830977400888,-0.01988040837395132,-0.020365069804738404,0.007229329370842491,,-0.02031673374312173,-0.052603461275016763,-0.031252891479659865,0.013748978726554156,-0.009489540998999737,-0.014215941845963573
TAC1,-0.019303086031847796,-0.037303083312318,-0.02186260228009178,-0.061726419284209764,-0.05572242842494884,-0.0528892919312136,-0.06453376748299611,-0.011038847473403926,-0.004057300767827072,-0.036005504124653934,,,,-0.012433605589205473,0.0035449920859062377
RARRES2,-0.016717141368760888,-0.05032644956509453,0.03761957092264465,0.00599106839366529,-0.00024619958067778565,0.10724078417104337,0.03715420487620224,0.01826312276745272,0.048120142204265796,0.05749347170248891,-0.009568906994196685,0.030199419826691467,-0.007445886054813916,0.031017635247368735,0.07841429226719215
FGF7,0.01658377145357309,0.0465042404654593,-0.036100141292349265,-0.041594770671676544,-0.011533859247459586,-0.0025875361349094943,0.025360632273350975,0.039125016367500126,0.07928851957724518,0.0411417899217276,-0.033260003598762876,0.006351055059414739,-0.03749308753475256,0.11522225552987254,0.07018033011859778
HBEGF,0.027315750717320533,0.03848242950735418,0.00067339681414452,0.012451338427272028,0.02267033581243149,0.029637157790473472,0.0030703969020362473,-0.02769565723921954,-0.05165936050162214,-0.03651294072887545,-0.047176523276046656,0.03235161238041761,0.04840325095034488,0.025221417863475964,0.04376986639552854
CSF3,,-0.009914477304166404,,-0.027968826425212603,0.03574154780650331,-0.0029246248529600305,,,,,,,,-0.022224163851102454,0.09324081668594145
PI3,,-0.035284455632673156,,-0.023449598058763572,0.1798876827512348,0.056465173262629516,,,,,,,-0.024919646568338994,-0.03143254042684674,0.023784917592466797
PCSK1N,0.006609175936891416,0.011585947943442131,0.020791643246517263,0.004339599464809268,-0.03295247623916285,0.025453179289018392,0.000429713290190334,0.014907060061205676,0.07392004400016983,-0.015532413784104785,-0.02938066137744472,0.014974745936206412,-0.06606052763113163,0.059993717514373754,-0.028824880327312195
NTS,,,,,0.0241232408008867,-0.010641540047215979,-0.034329180128095334,-0.040761463038518575,-0.01917691105660709,,,,,0.08466255140519047,
SFRP1,-0.028086477768179092,0.009516915106876118,-0.0009447672097060357,-0.020474553179564824,0.053310197808082375,0.026396403695071215,-0.014160002093762183,-0.014702566998067795,0.04025598110491977,-0.03179152439311307,-0.025910618668614598,0.09808183916103261,0.08249262854064258,-0.0321461889065239,0.026260931364863734
CXCL13,,,-0.02381175904164102,,-0.019921693882346596,,,,,,,,,,0.04038706470246811
MICA,0.03827345230954504,-0.01876550425795618,0.024237060782032378,0.025352213253791493,0.06603964379483943,0.020871165352156485,-0.024730685886531406,-0.007243773361236059,-0.050296483400244944,0.022991836593322892,-0.005709530868502497,-0.014842839424187413,0.03959435082126453,0.08872074248623389,0.0026148514447840404
TG,-0.02235533281814218,-0.023743184758984282,-0.030365255897749542,0.004488479469279878,-0.023850335008427162,0.034553041007919665,-0.02899791581946876,0.09495215427180484,,-0.02143452794604002,-0.03593995410658015,-0.04024876450140352,,-0.024292275977985067,0.019916886826580698
ADA,-0.015358076948190864,-0.035112291426948924,0.015435671666663172,-0.003877943038277713,0.004476204762812575,0.08704762219796162,-0.008739787136446207,0.047239698201405604,0.043395251946347066,0.018677099615120204,0.07272900163752394,-0.005859934822868333,-0.017001891079094143,0.05162031014141788,0.015661432741987304
LAMC3,0.012925709709408314,-0.013447159082028,0.10244864851060716,0.0031750309504851356,0.05619516703210247,0.08296932095027283,0.041027408251872406,-0.01965613467668212,-0.021927898494673942,0.0037406142740274858,0.017693470786511498,-0.01778981477461316,-0.056917692476288716,-0.028446645102347942,0.0613979485894874
CCL7,,,,0.055593586162351716,-0.02641248800328089,,,,,,,,,-0.02328876942351595,0.10121213934458162
NGF,,0.016393411852649586,,-0.03660247760002003,0.012367553611832047,,,,-0.01917692368333065,,0.13364038303384745,0.039737358507507696,,-0.037770746167806284,-0.02443234961807495
TNFSF15,,-0.02122885170975419,,-0.017788784610631818,-0.01955571648889574,,,,,,-0.06212246541399463,0.03841476941213371,,-0.016769929346928916,0.029904754556432944
HMGB1,-0.007775733081173875,-0.009539382020880843,-0.02106879436346383,0.0022205905560961922,-0.05220802585975526,0.11520414695939633,-0.04098200382938105,0.009334150266568452,-0.01708000470294055,-0.01262312789518857,0.06290677639706314,-0.03713385243700684,0.003260427951862494,-0.014348439896922409,0.019642516053000887
ITGB3BP,-0.039069627405581286,0.03215635185614265,0.09134553596581384,0.010937090100259571,0.037869307293680876,0.0466771626189832,0.03998068667636675,0.010502187782916452,0.061581028418886456,0.0187590983753341,0.020637146642438004,0.03803554969924016,-0.03133780857171471,-0.0054546747673971194,0.05687116958957009
AANAT,,-0.030756282540517793,,-0.016185976401648424,-0.01762087010089239,0.022691287951325027,-0.026077995160795786,-0.012265110280277611,-0.01802912853955836,0.051224926483711665,,-0.025746164609016128,-0.007293326276151907,0.043428872951553975,-0.006571272656452264
RELN,-0.018533163594228682,-0.02958725854196131,-0.013072032933913692,0.014174741148668327,-0.021601229639570396,0.0032352226058404003,0.025586062247403632,0.0051427774158252565,-0.010536943463104114,0.07326728705957546,-0.05925701436096191,,-0.010455295021971815,,0.09210054475400932
IL15,0.07212673498374232,0.01054176092280448,-0.029411729851447174,0.03440145216180552,0.10146692993704351,-0.018631514972658633,0.06410904795699937,-0.02636174150928417,-0.03694571146701298,-0.01775232252613841,-0.020081885337135744,-0.009859649310215247,-0.03371892142957694,0.011062755121903484,0.05939017017063981
UTS2,,,,,,0.13187300055587817,,,,,,,,,
BSG,0.058101518709923264,0.04585093572798311,0.04881372335266355,0.05954938482610567,0.023647636922770155,0.009760033206438767,-0.008762171391159236,-0.02366271704467288,0.008643820748290216,0.02332686333883891,0.01882169195228078,0.028932879886005795,-0.012340886169067927,0.03313143641239902,0.07119786109384818
ADAMTS3,-0.016511117695721833,0.03642831354795934,0.05063649153133706,-0.03534417982359928,0.005666775304666229,0.099509879999314,-0.001383387332663924,0.045673207808952704,-0.02895054405461678,0.017662515768271686,,0.10980560475521768,-0.0015374075117678525,0.05031475987237393,0.03213781659956897
CD34,0.05359218970692852,-0.03010344536218189,-0.035923366312323415,-0.03234104164581202,0.023823858893324862,0.046028827046287815,0.05108509748954651,-0.009622443260433365,-0.004655182566776215,0.0161184108262259,-0.01643156906715712,0.05951105900847256,-0.012989012130759028,-0.025499103493212372,0.047880440732622334
CCL23,,,,,,-0.021587597556521437,,,,,,,,,
PLAT,0.06604901924712964,-0.030608341772236345,0.010160259400314238,0.036034801669442194,0.031721634297322665,0.06598679879006161,0.04849369040786672,-0.01849567782695772,0.014911263292447002,-0.0005606192536876658,0.011529795081310204,0.14000082805388564,0.043225251649708064,0.0658468113949997,0.02200169448879624
NTF3,,,,,,,,0.023317554683429297,,,,,,,
LTA,,,-0.022330704632555865,-0.020474552221733045,,,0.07590582551360178,,,-0.017752324717493388,,,,-0.03316238510954369,
CKLF,0.05344473278747522,0.015759260887191293,0.06431864065961558,-0.022124001063781137,-0.011374809116486218,0.08842782401309592,0.08604649102033621,0.024889739556719522,-0.01299293813584933,0.04029791666778747,0.020302339683954892,0.11920960811744905,-0.04499580547469522,0.04825758987251955,-0.006451528090527965
CD24,-0.051656358353023894,0.01572325734867527,0.01758765975115314,-0.010573764832515752,0.030725379638744537,0.0644817454899565,0.015269510020152711,0.0284587686032152,-0.04535661358555622,0.0452372063533612,0.002360497828366099,0.002294835796849654,-0.07671920882547295,0.04523316012175165,0.04710227763917599
HSP90AA1,-0.057273838042851036,-0.02173922981557922,-0.008004981808009654,-0.007895416183556157,-0.03183714037771907,-0.03640657062109311,0.05997868720430863,0.004786614186214187,0.0508669871787981,-0.03925930737228806,0.040877457880506785,0.012207130296929781,-0.04874819849518543,-0.05881768159049918,-0.02055775253108303
BMP4,-0.02300688291392162,-0.03713807032592406,0.004829848320221697,0.01708942127805681,0.011737835547617688,-0.01776392416562832,-0.0371018428129693,0.0013242039591309163,0.009462284784245994,-0.015126814197963573,0.05441436847124969,-0.05402555107013009,0.05713487131720774,0.025979035361333655,-0.035154247776695846
SCGB3A1,,,,,0.0479559649857568,,,-0.010345740482649086,-0.03173631164517959,-0.012387337423190986,0.005030138697372667,,,-0.022363633062930686,-0.011088953704719372
IGFBP4,-0.008262737088395132,0.009806229538016997,-0.0035694648744086527,0.05725694202047945,0.08112175914201607,0.02022912020692309,0.08169562359785948,-0.002202159183397354,0.02014579664848025,-0.012084551328883746,-0.045812157922364635,0.035596720592454834,0.05587342121419303,-0.054111715338884654,0.10546886413068178
RSPO4,,-0.02096249202511811,0.0106270232213268,-0.013050222295180894,-0.024219271378089994,,-0.029211235920603807,-0.010345738969350503,,0.13244307367002608,-0.0509509347091078,,,0.054140829314243265,-0.0323355741089589
LEFTY2,-0.022134299419779298,-0.03511230974157565,-0.008064060407373112,0.10559893760650263,-0.037592052998840414,0.05064999813811729,0.0830008983674405,0.03834082400905074,0.09080922207339583,-0.02191504661227451,,-0.032901416387173456,0.0020572528619540735,0.07427395810959495,0.03638937032746347
PF4,,,-0.020312810923508062,0.028686062501734645,,,,,,,,,,-0.03316237743552179,-0.005886924160904593
ANGPTL2,-0.013789769686494202,0.04079145157558962,0.055283119231432004,0.0043772696992751435,-0.011011706830797056,0.073261523571782,-0.015589752921864685,0.042145622645612696,-0.001436607824879849,0.01152238641607601,-0.031242285423730094,0.03655838444433147,-0.0027530480639761305,-0.0020470698991853793,0.050573229992492516
LRIG2,0.028742700754765933,0.1262803496951858,0.03380066877047258,0.005827700657231045,0.03302340113240421,0.0417871308530297,-0.033561202724778076,0.017041056305121753,0.036202040927881,-0.010709325716565752,-0.08031344244101206,0.01646113578488131,0.04200822560883368,0.0662794379456679,-0.012894139116905125
ICOSLG,-0.05249185743340141,-0.00795068091749958,-0.0028217428842586996,-0.015575975274810127,-0.029001123046686658,0.05079691704879458,0.013543570092500167,-0.01963428058085431,0.04254947928730768,0.033013712686018264,0.024309130228069544,0.025528388427591316,0.04845220070523679,0.016132604788066055,0.011742624013938607
WIF1,,-0.04878306924404795,,,0.022264283298707593,-0.061885810716246825,0.04246562962632497,-0.019468538704075347,0.08478137019608735,-0.05351265219175232,,,,,-0.0016104758272621155
NPPC,0.054451853673030404,0.011361166036292001,,0.030838827269715985,0.006720419662602013,-0.043409345743893296,-0.029875290282184903,-0.014378045345343732,0.06385364190498574,-0.011421944908249689,0.019329307031990647,-0.030828351843281962,0.05805365591136987,,0.022929325055847924
LYZ,0.005456624125467243,0.04311451247889116,0.034834428302164266,0.010414051182192888,-0.01976491224185513,0.06505696403521392,0.0211547022892607,0.0021977096665554553,0.006127174202703359,-0.04052442257443376,-0.09233305580081946,-0.055029889123260955,0.09609353455445374,-0.024210034345112475,-0.08355339491173648
EREG,,,,,0.039598266258987304,,,,-0.019727450237369513,,,,,-0.05008287154248733,0.11086831099946698
SPTAN1,0.0713604085273781,0.005344084646167761,-0.01909772171289936,-0.004736667768777696,0.04869108967362465,0.01157933825525554,0.007032384984411147,-0.008406638880087915,0.0815577799692702,0.06277935944765604,-0.015242469428263527,0.09485023882114177,0.06745426345042996,0.07082202061168069,0.023694778690252945
LIPC,0.004528844441624698,0.013372895570186935,-0.007956960906930773,-0.025047171248244817,-0.02344824095801065,0.016273129297406992,0.02593294559278972,,-0.0031629114030225455,-0.002961291269367086,0.028402396092164776,0.004761851557367494,0.07881943117044031,-0.0008627927895605988,0.011357648889204127
COL8A1,0.01612227975156476,0.0031726764352401236,-0.04328397917665322,0.03330713702312572,0.02003558383127622,-0.012590385139391435,0.011708814471680781,0.04576334847223533,0.030584387633806318,0.013735108882719333,0.08583720793548276,0.016433127348506646,-0.0017832428859493679,0.015948900815072796,0.08319430998336688
GSTM2,0.03687550285263558,0.08094253924936046,0.019382933935983296,-0.02836886504647174,-0.022624317697342904,0.025311553661512047,0.001777598568062505,-0.02061471229371284,0.03819356065198334,0.052423130656070654,0.06985880132699941,0.14601912628858454,0.10531650740791852,-0.0192211727396992,0.06602063447157035
SPX,-0.02224113293257398,-0.025258324199531702,0.014612936934413132,-0.011485365742131184,-0.012608315182409973,-0.0227663055212549,-0.04774409109122271,0.0015942940762539394,0.001916932344896309,-0.04833882856416769,,0.019025224881566737,-0.02476269396804849,0.07062667933884301,0.002853397237910606
MFGE8,0.0007989792488512586,-0.03156104305106301,0.004427253554114135,0.006533731032371849,0.03152601160578971,0.009197230874192,0.02917892134129349,0.02264362270474824,0.07054672589613055,-0.055659794164303104,-0.0794228409719267,0.058952071141539344,0.008630207950501708,0.009568433110701902,0.060617578499965706
TGFA,-0.018103391886508335,0.03513657494382465,0.058955785543613894,0.02957529641048574,-0.014989273914649093,0.038606189139365324,-0.00024390085510851104,-0.034523925886669166,-0.008887297513403291,0.01682889119773618,0.07356835159594595,0.03058714638631563,-0.04058152273915237,0.026524850711097822,0.05327826832401963
SLIT2,-0.02300687923247533,-0.042481906117231155,0.04984328901388821,-0.00955824026756807,0.009275185510582939,-0.03096377190443561,-0.07077536630359715,0.005305403658941227,-0.014551260086010568,-0.007076911654012894,-0.018689110768303038,-0.034864139557675165,0.013858520217024566,0.010873222227131218,0.025425158631695373
PLTP,-0.0033062426398134206,0.021903857525970058,0.026625578238182172,-0.030252326249581882,0.0588409772919859,0.056708482055487314,0.019633655873892288,0.012442174003645534,-0.04541479061111704,0.010239572131427102,0.029454994788921166,-0.009946126423155125,0.03032555108545269,0.033554918543436764,0.020150007786081225
APOD,-0.05399875279012174,-0.03596917240825491,0.013750557497613315,0.007801383517323881,-0.021895021006706678,0.0519354579897035,0.050651560695146355,0.07113801143344312,-0.017117849814299698,0.008393002774992338,-0.011638471444027415,-0.05912913887565427,-0.04050316389412949,-0.12273561129902831,0.0313183680521575
B2M,0.09077466146985808,-0.04560667437374058,-0.10894531512575202,0.016985620303387138,0.00660096475042751,0.0688239085162523,0.02636752394773153,0.023228623692735928,-0.030311960594545422,0.04291039953298497,-0.09203754016663913,-0.06770700668257687,0.040609324968531334,-0.02359690967839015,0.0030336720829739474
OMG,-0.028102861484925183,0.030003119776734852,-0.014011434214260373,0.014401642461223923,-0.019464282998955407,-0.02914938043219916,-0.0071876034995168704,0.02374401782272298,-0.007962740059346413,0.017802713181154457,-0.012564699154043969,-0.02948463215368512,-0.012019851159145676,0.10491775970380748,-0.005316755084965136
CXCL3,-0.01800282042151335,-0.019909748612296888,0.0372555992235692,-0.041918927399731715,0.07576879768410734,-0.024909875071358972,0.05471082372653864,-0.01106775384916804,-0.008508888001740158,-0.012784888500979108,,,0.03413938842912689,0.040628597851851286,-0.013195470521809981
CXCL10,0.010088978880341735,-0.013218430010126491,0.01860024146901499,-0.02541101445973876,-0.01803721350679108,0.05122674389425063,0.08415029297965401,0.04989409712812983,-0.006803394492914975,-0.020316735026639034,-0.01407078857063339,0.11602980242012748,-0.03441804829022119,0.0015372176883054114,-0.01948774748001103
RSPO3,,,,-0.016185975205688024,-0.02344822650101985,-0.03115371281468319,0.0027926178753223513,-0.016297162554540136,-0.04236867184249729,0.03759088131988404,,,,0.04871152971018481,0.037039191782457084
CORT,-0.022355337496156282,-0.023502646908935155,-0.036277394008906776,-0.02779853024724738,0.025710766962951312,-0.05391847983209803,0.030459245896070557,-0.02833656134249555,0.04465648906353758,-0.025693231936987353,,,,,
NCAN,0.03191441045237039,0.045828664750813576,0.023739701994286953,-0.0038140846997978526,-0.022148783311735663,0.04084399209806714,-0.022426591310313163,-0.0010692677476410164,0.051124506093104934,0.014401427139507553,-0.024150666288689338,0.026117181265181002,0.016737676015005285,0.07597005166216547,-0.025689481671893454
PRG4,,-0.014023441677653462,,0.0020401806747787792,-0.016788845991273074,0.031734208277571,0.0026563087504287964,,,-0.015620004153474766,,,,0.03693017418833144,0.23944349615351027
ZG16B,,,-0.02444316653312096,0.04549913962233312,,0.027534088773506837,-0.01995680460123636,,,,,-0.028621115452313512,,-0.02946848975453533,-0.021609330887200844
TGM2,0.023579134150702844,-0.017402487233756318,0.046040828618477074,0.0023990549321739356,0.04712902698642028,-0.011664193641679982,-0.022441218538434005,-0.02316095737229617,-0.016259352147166686,0.0444343659673928,-0.04073834718167055,-0.04871022834067035,0.054879972085655565,-0.045087946630521326,0.028511042452496454
VEGFC,-0.022355338935545827,-0.0230148797076319,-0.010705967147071883,-0.01804935453008379,-0.025843597266358317,-0.02425228123646856,-0.02616841314371531,0.008358896316800812,-0.022291932872323474,0.02586112685068194,0.017609096140246968,0.002125267590238777,-0.004342960401747764,0.04671127233554951,0.10721813509865462
WNT6,,0.010086607269910553,0.13929263847199017,-0.009158958769295468,0.04125181248431258,0.0327185740787358,-0.031154290291947967,,,-0.013912357439285473,,-0.027218684155374775,,-0.03558925783917123,-0.02232892207356888
NRG4,,-0.021752677368347392,,-0.01944213480537449,-0.023913515594584867,-0.03361474212880791,-0.03091963423770483,-0.015586715051659454,0.043178110964617836,0.018019987266911223,-0.015232127885071849,,-0.02705875626675844,-0.02363354971697085,0.013732082751011376
PMCH,,,,0.040458257413991706,,,0.08815410622779746,,,,,,,-0.0014329526228735127,-0.03139541789719079
COL9A1,0.0683241458292194,-0.03388795712186652,0.026132862209695327,0.0077338462349229664,0.05839400312440085,0.0990680821666731,-0.014700399446963218,-0.021915518092117062,0.06551688162054964,-0.021190663349944162,-0.07036756881002068,-0.08831788128872135,0.008599166004842326,0.0604973029513805,0.11637686732794274
GDF11,-0.003890732913569889,-0.03915287894517846,-0.041388712164598856,0.020738758339752736,-0.014715193925889889,0.026236648852126537,0.008881868516085568,-0.034169989110935335,-0.05745667123082357,0.07660083364681336,0.05216257027152003,0.038942536020673775,-0.059587378845416,0.04226567282816899,-0.003922806099571256
RAET1E,,,,,,,,,,,,,,0.03654067431178325,
IL24,,,,,,,,,,,,,,,-0.00907806662328631
SORBS1,-0.008182187530785515,0.06163695422468086,0.07022122715689769,-0.015968486399173636,0.07745187685917519,-0.0347117287950332,-0.01465904936555817,0.0029336307689842396,0.11116694249611593,-0.05082885284432257,0.03955934995970166,0.035781567343031256,-0.013287935805160278,0.04572602691369131,0.008945619099565965
DLL1,-0.01569764948580339,0.014709476865503389,0.03649799631283634,0.04024340011647374,0.04204755908519555,0.08427098341836915,-0.028211623268014126,0.0052129322086934046,0.03745264154506393,0.03258637637729669,-0.044254897117488534,0.0068019306070801295,0.026872915300517376,0.058031229428157555,0.14102852053690168
TLN1,0.008174352335951486,0.042277641306874156,0.028634709329153702,0.0007496396929391293,0.02948301230647416,0.07216461083164716,0.040381766362773644,0.008674058885415855,-0.07732587854945545,0.022638603311282694,0.04269151731738993,-0.027215403689462795,0.054387304607682214,-0.015024610416392586,0.06280677199752394
COL2A1,0.025144219753475278,-0.022265297740431417,,,-0.014994986368267786,-0.02490988354846553,,,,-0.012979286604666816,,,,0.06249231982792218,-0.030253123535047416
SHH,,,,-0.016600501878355694,0.003798058949110889,-0.01958219517822699,0.027716327901871063,-0.011878755158433863,,-0.012387336340460582,,,-0.02777438290417635,0.08143072857662374,0.010699655058757742
PON2,0.03431786660641744,0.018464298159093298,-0.02168676806358103,0.024091232960311196,-0.015068227198754364,0.061074704931514935,-0.015178861340215663,-0.07130318100230196,-0.01973951325072488,0.03275073860274863,0.04055248231208969,0.04528876505622993,0.06180708955708264,0.06495316324829171,0.0038317118881058963
ICAM5,,-0.05188252010254631,0.06024039310092394,-0.02587306041762427,-0.0397666185900226,-0.03941425538721338,-0.0057593183349041845,-0.029050347145001598,0.061475776282019556,-0.024191798746502558,,,,0.08437051890841131,0.03156172350590308
HPX,-0.023850547247680202,0.08896897275747583,,-0.02505834591958653,-0.042539645741812585,-0.03627398013690057,-0.001980745455493495,-0.01034573942792576,,0.012486775434366689,-0.051778714455142406,-0.013510361727385319,-0.0065360617545860865,0.06501199711939462,0.06472872768159328
SFRP2,,-0.028988129323788688,,-0.018906172645377493,,-0.019880402519893366,-0.015182538231129817,0.002270921450210707,0.028845175938051422,-0.024300783813151844,,-0.05058708824020141,0.0015530642147328388,-0.006613406533356113,0.062216095996863695
CFC1,,,,,,,-0.013423743847953822,,-0.02026412172053797,,,,,,-0.029712374053046928
CD70,,,,-0.03213511416319768,,,-0.01626614972679242,,,,-0.038759580160938216,,,0.12863889765250783,0.046120736628688555
HP,0.04533597854264226,0.0101623451193125,,0.0066667674504423055,0.06458300040387291,-0.030065391560167465,0.035320671838515276,-0.001157191067544246,0.005780931328455548,-0.035348433670057175,-0.0325494828808831,0.03919332233958183,-0.03465529984244776,-0.03535320547391216,0.14611287521811292
CXCL2,0.05281689967814284,-0.08114763996693226,0.07052080027312176,-0.0042011670308510635,0.056729164633032285,0.030497861735866546,0.009884432748059046,-0.01437804422007351,-0.042692552455370555,0.003301705382176303,-0.051822800886789755,,-0.004895770651459272,-0.033680054629715996,0.0013606476528985054
NPPB,,,,-0.018759789491002536,,,0.0037341309997055046,,,-0.015940838009274514,,,,-0.02397360411422583,
CCK,-0.028406408427758066,0.021651076688148915,0.019215038570312076,-0.02182608222038806,-0.016486711592905247,-0.07294927576586942,-0.042235596619919456,0.017043779460705902,0.025907511625593047,0.005061918576095586,,0.004507638814560681,-0.03348372472556356,0.06639463615030756,-0.05982237244027578
SEMA6A,0.017966271788321705,0.06826675724994889,-0.014201072808704775,-0.007404893507198194,0.0017915601115300345,0.024699473746812042,0.033905521191254236,-0.009760852442343811,-0.02158667118547238,0.07428129398390598,0.07653029915042919,-0.0067774080207753,0.04186751895879596,0.06542554583263814,0.05132319219661636
IRAK4,0.05102681440698988,0.0020918900109617895,0.03508972630001695,-0.02877823136797065,-0.05769308083011404,0.08617433244663296,0.05649025886742377,-0.00963826023940617,0.08168817761047338,0.05812274319967675,0.04193699666391424,0.09802446981117267,-0.023951088194343294,0.06836780261178171,0.07046980648125561
GSTP1,0.07693329791922858,0.03995548796831734,0.05285484084304525,-0.025860637696685358,-0.040852406384644005,0.08836563871985159,-0.007736259909814296,-0.0017213834855913544,-0.003700166944891476,0.0619382151121422,0.03060805253217615,0.04332276195388556,0.002992191680365375,-0.009526004341737376,0.018539171612131315
VCAM1,0.00907260081633438,-0.01368563152020175,0.02301630692631895,-0.005929149272345483,0.0010440980174039637,0.061542622079933995,0.003061838946043522,0.050005026346642965,-0.01344763740266045,-0.0034603042997264155,0.056801742696997594,-0.022612209065363993,-0.023294929103109877,0.01971481012559183,0.005926636167602726
