,UKF251,UKF266,UKF275,UKF296,UKF304,UKF313,ZH1019T1,ZH1019inf,ZH916bulk
PSPN,-0.04374851302626916,-0.036783530691126,0.038358615741656096,0.03880813233456391,0.026854618394023897,0.07049709000733106,0.06142177127895813,0.04401185763638595,0.08676371287223074
ANGPT1,0.01498168262282005,-0.009736971012724797,-0.040673454164731,0.027386045615671862,0.023460322310233,0.02910815595498437,0.09412058588837964,0.30649377268717404,-0.01693465930763491
PNOC,-0.02384010980826425,-0.06819619678325062,0.029276870305370604,-0.039407724529857226,0.06713031944434,-0.026920181431692856,,,0.13107752301562106
L1CAM,-0.02624766703862939,-0.00831038918236838,-0.07312216005579562,-0.03736375683566031,0.054506001019568685,0.0034600313042395725,0.01565719751890864,0.013560629400837305,0.06093362796374253
APOA1,-0.013307251828504358,0.07845631771788866,0.052056249627185094,-0.017130384108232803,0.041060060872397504,0.03990419055495031,-0.03999574523326251,0.06716957704725042,-0.015799321574154847
PSEN1,-0.018844974171384813,-0.004139338708253126,0.0071428294124212055,0.050304604027446076,-0.014441774657314482,0.001452165277298186,0.09888228512139682,0.0006703462203421234,0.017640357022477526
CALM2,-0.027400184318200124,-0.16804585334748903,0.007028684633388123,-0.05618278219858787,-0.04487806788679128,0.05689117786086601,-0.06596789317536292,-0.06120818850253628,0.13510163551755697
CLEC2B,-0.0024671638536015875,-0.00030955464463534274,0.036765776385623325,0.005852121807081843,-0.001788430521368441,0.04199602091058514,-0.06088258107295106,0.04900899229982231,0.027250405798849815
NTNG1,-0.0225169481876124,0.0008148868250296539,0.02816307635540236,0.001615856111443314,0.1085400853833535,-0.03560097985836677,0.02329121580929474,-0.04079811271407145,-0.03991741234894072
LRIG1,-0.04885980161922206,0.039879842878482334,0.01411457995353397,0.06500787395794257,0.011345378168285321,-0.03684198287647416,0.078894167980706,0.03593156905436672,0.014897882936148797
CPAMD8,,0.09116139305169718,0.034179501629419684,-0.019591476993460793,-0.024001067381087444,,-0.00010297045994767343,-0.08685501256721173,-0.022262686758370474
GHRL,-0.020213702237689833,0.022075432209640054,0.02736188288722443,-0.009653099017523552,0.02243251033009837,,0.06488805165476765,-0.01647351739741775,-0.019624790021739773
NPY,0.0022269287733325902,-0.08998305947740101,0.03633646832997187,-0.032447377537892515,-0.05648855538201389,,,-0.047335165388415715,0.01037761175078202
MMP2,-0.017204849076130485,0.09377510308870836,-0.024026546023198855,-0.0063572815533891065,-0.033483020591480415,-0.043770177442836074,-0.02598177928762499,0.0547811808953886,0.06943236536768702
PPY,,,0.013763807042722202,,,-0.024899967390977662,,,-0.03985293798651393
ALKAL2,-0.019489737449917832,0.018157946391364508,-0.0022501701681976326,-0.02566646716891787,0.02978521016610264,-0.011587235830543509,,0.014909419459422058,-0.031565688893143116
CSF1,0.043403020918702996,0.10132348237196101,0.07705063542579728,0.017099016653701733,0.0824261440049044,-0.03539944893319769,-0.040536158175668545,0.11825491151490482,-0.02335117725371479
SEMA4C,-0.008351689635323664,0.10930924762747576,0.007288314170206584,0.008419779315728373,-0.039532683990604944,0.03841655890895245,-0.007450173342190436,0.055068779998336044,0.004218956520504393
ICAM2,0.023256798266276326,0.019952661535310577,0.011102366340982718,-0.0032898692070945762,0.04252878733473508,0.03459268595681861,-0.004229348459063884,0.06285419817370139,0.02279715673096387
SYTL3,0.08096624712133042,0.06801213065251592,-0.008503201665376041,-0.021746718691038478,0.0694985762846196,0.04110380526927869,0.038877912312197234,0.05265111054751581,0.027212895115505134
IL1A,0.051530426580619175,0.07343931991618986,0.02916178385587003,0.007886563773131293,-0.0062517956355644935,,0.07651498787780493,0.01194752544219885,-0.03527617676137422
HLA-G,,-0.02710943051309577,,,,,0.013747274997820849,,
PGF,-0.009811556855923595,0.10141682252855976,-0.014830571168693072,0.01624085675772556,-0.04823921627766336,0.03088206090184536,-0.02173953224976282,0.13699496585382717,0.06969062396192467
LGALS8,-0.016757996228965562,-3.869027447863857e-06,-0.022943608167901575,0.040748056016257236,0.0025824357993027283,0.04949243548916575,0.045022004382436656,0.04635640083834748,0.05603943951351752
DKK3,-0.032818309717531705,-0.22447434585742032,-0.010251564585941824,-0.051555336308007925,-0.015582894226281013,-0.003732707830863249,-0.0634163953293335,0.08701338478689973,0.14177973559818932
COL16A1,-0.0063835284079756605,0.03836949552049699,-0.020184312760672563,0.05226333222602793,-0.055751712678001886,0.005547244972678199,0.000960190324724941,0.009184365096569752,0.070205953941179
TPH1,,-0.02872622205456944,-0.0038500883906781593,,,,-0.012825288163973185,,-0.03542026144643241
TNC,-0.01863688651969879,0.1831208134326515,0.028918397072347876,0.07333063581438826,0.009153241240181086,-0.037330630131645906,0.04147889607142915,0.17803092735560463,-0.08401717389029051
TNFSF9,-0.03259128418821581,0.061048685786176664,-0.05487776346345379,0.10693426288175265,-0.04244011361894231,0.005267609991147005,0.10653298664975812,0.08696224718395436,-0.055663450181320774
C4A,-0.019206262659061682,,0.006197280366184426,,0.08137789720598729,-0.029528202219551283,,,
CNTN2,-0.0045847721849234715,0.0008132454827599631,0.005620474198232306,-0.025356238688263956,-0.011853100301402218,-0.01890985345928806,-0.11352192634140909,-0.1870136325679478,0.1127216162239568
F7,,-0.024948805826682723,,,,-0.026920185209265944,,,-0.02751793891475459
LUM,0.030434118702939196,0.06803107961253756,-0.02114428577013972,0.046947267405666106,0.042088619566051845,0.0596453290258735,-0.018030864395238193,0.12424991601026954,0.026652454620225568
BTC,0.035400290377674504,,,0.06267192962701788,-0.03072690408923048,,0.13464838028198728,,0.02645409091403017
APOC1,0.0736997013338378,0.1377802198064645,-0.023662626079086764,0.021322481695132796,0.005714041252767172,0.0331665258408784,-0.001259962123770976,0.14722268773448907,-0.049979766834809126
PKM,-0.06031471312589971,-0.005595882001525054,-0.03456236909710283,-0.05210244094792382,-0.009388292149908398,-0.022380221371511858,0.01127089556447361,0.07580080592966258,-0.09752397990437303
TNF,-0.010071851854504456,0.06404309502090821,0.03373470283506544,0.0646080432917694,-0.03326845651376108,0.0018884565459519652,0.056350663393672944,0.13398959944507402,0.026363686104976355
GNAS,-0.014569719290551742,-0.1708548071922486,-0.048405230506144814,-0.005352855584824483,-0.045379493090839045,-0.01549311055326845,-0.030826842325723938,-0.006621681519385755,0.12239271719067346
BMP8B,-0.039843132634145316,0.18902382926335565,0.0809390605324117,-0.009370632910731164,0.05757367714954011,0.024093186566234024,0.04472374716420162,-0.007321651540969285,-0.031085976524458298
LIPH,,,-0.016685662253408843,,,,,,-0.034150915557453664
CCL28,,-0.025400768345878753,0.0718424172735956,-0.011083480053990607,-0.013874131982312703,,,,-0.03240295131185435
PTPN11,0.017852652686619137,0.05219870065261996,0.013945040991622555,0.020079303833023445,-0.0028174544982333713,-0.008809177256940862,-0.013565484121193894,-0.09626652977151702,0.07680995708035625
ADAM12,-0.008118178701175652,0.07033085178555806,-0.01483325346382844,-0.010711494462776108,-0.00046565179647918017,-0.015062798501044925,0.033630644711588956,0.13032060643658977,-0.009054979542366635
EPO,,,-0.001769948892464026,,,-0.008032725752058382,-0.06748151637596349,-0.033001637908247526,
EDN3,0.011367327702424095,0.07016344279693498,0.03518117978014178,0.024229149563654066,-0.023721137459205472,,,0.08011776508563094,-0.034150905946731744
CCL22,-0.024281319277902093,,-0.03515072407319793,,,,,,
CCL2,-0.045976969648729674,0.03680231096743135,0.07177024250641327,0.0323399223544433,0.02305943139238257,0.015248371443992976,0.014718137541051893,0.0976026156712819,-0.08109933886778209
DSCAM,-0.010251697464039974,0.09903606795171709,-0.0011309079534752443,-0.0019503241700831503,0.005589587006104582,0.05185529260779366,-0.1011048320188727,-0.024583621091068365,-0.020876385827021143
ANG,0.0651753615420431,0.007888558374753942,-0.019693733774186022,-0.01083731774855519,-0.024501256291537904,0.06605090069856558,0.07274010352736271,0.13094127625387947,-0.09050464004608502
FBLN2,-0.03665029203762994,-0.006127926243796242,-0.012112268180445923,0.0758046890334058,-0.008659574288743574,0.0886731636594844,,-0.04344323071111336,0.02121857120288032
VTN,,0.012607799289237023,-0.02868044253246723,-0.01477945941507775,,,0.08690308488224864,,0.10403349137323717
VEGFA,-0.03621600119854507,0.19817941778171883,-0.03127603735401511,-0.005121354287091704,0.03076377272313669,-0.016046853324246865,-0.00035399480362517693,0.09431859919129536,-0.11971446675638464
F10,-0.02771559018314464,-0.04995423118452579,0.009190149383156657,0.058436184445121775,0.02634215457128124,0.02602338035021782,0.11326370241843109,,0.07947328564404096
SERPINA1,0.09196878065248097,0.05308946899887301,0.03962500033544722,-0.017732241135351736,0.035049613637867204,-0.004864902698274462,-0.003280459799291956,0.06598875641777342,-0.007679870340266318
VWF,0.009419257539575714,-0.05110504494394,0.022156211247588067,0.004109011413239096,0.07942102593291686,0.044833447916791065,0.0196347882190844,0.1243704129890964,0.08406508408262547
GDNF,,0.0700971649689691,,,,-0.07626160019480538,-0.09523593621422334,0.14975005990800977,
VASP,0.05366182551882296,0.14838375288089098,0.020051610364146585,-0.015251489887629586,0.014517502875735633,-0.024084647488337253,0.11934990633126707,0.09438235172201787,0.0011782418138673724
ADAM15,0.0065048219754761,0.07804344518191124,-0.008653235553190187,0.035754694399381774,-0.057487312274838,0.05201673977726181,-0.04931437698934286,0.046494064342799485,-0.06624103671774569
WNT2,,-0.047271662694337566,,-0.012575039361360937,0.0745997528810299,,,,-0.04449933269675795
CALCB,-0.03512875825398464,0.04689065615547854,,,-0.02374574624312407,,,,-0.03299419272441885
OLFM2,-0.02167847564277829,-0.01371254813321367,-0.0018772452416715233,0.045582557721811176,0.12586913586115342,0.011955151575464715,0.11845854880621498,0.04773528770333169,-0.04133722899211176
MFAP2,0.005407799790878279,0.12419617480105971,-0.00046015231254004546,0.01807115214169077,-0.027604852250561994,-0.011440332218823077,0.04141988337364587,0.2124836154101652,0.016382141329683332
HLA-C,-0.019762787973853408,0.02359555494167053,-0.004614415730779383,0.052396946275683726,0.017937475406179702,0.005425150906995789,0.03222507591721124,0.08259893125179679,0.09302681617130668
THBS1,0.008976093309186707,0.12604284884625025,-0.006986731889080876,-0.036755163623590936,0.021722704621932133,0.02056610549915838,-0.008898877816114974,0.14398858082679597,-0.029094631719826607
HSPA4,-0.04744779286651458,0.018727923961628153,0.07311791069462525,-0.011523205050704095,0.005346372457138281,-0.01216171371834553,-0.07745425685479207,0.03541221221344885,0.004601011954895696
LMAN1,0.024363795812477617,0.07054020429762757,-0.07312371834628323,0.012654577980279086,0.0017532648556216968,0.06540299557544098,-0.027000745670680837,0.030586945488071927,-0.04939548769623547
LYPD3,-0.00802185820934706,-0.036103038677571316,0.03498643191909969,-0.014685893190308424,-0.028573851775729842,0.04409082511593456,0.03720738108282965,0.0025089193404774133,-0.031192284225712862
APOE,0.005162174680703615,-0.008484149693791533,0.007238448899712714,-0.02530330702090898,-0.023094847778775778,-0.01426575127475717,0.013306643082451686,0.048372435353012944,0.13856789087789137
SOSTDC1,,-0.07813928634599687,0.03860763095156193,-0.02266407370418475,-0.027524127659887883,,,,0.10950089225227184
ANXA1,-0.013698616162392955,0.048311364306990665,-0.0002736677265350191,0.035569756050773435,0.041967635460366276,0.04228547550410689,0.1115558895842246,0.13049102155999714,-0.1064716673646183
WNT2B,-0.020810517151157792,-0.038317385545196966,-0.01345461262909847,-0.02086555649151717,-0.0010270699829504758,0.05872084906544264,0.0002217384914455448,0.04878746544122828,-0.06250301369204403
AMH,-0.030054393011463273,0.11619361777846915,0.04151761603761847,0.05679748060268298,,-0.030674459104637352,0.017489985526409953,0.05109171166399799,-0.01290405218556764
GDF10,-0.02518047970866266,0.016804297546466333,0.02269569522973169,0.01972203674143347,-0.006747665492073779,,-0.0024852465365132847,,-0.019190386301027682
EFNB3,0.027322003307165218,-0.07267004826992264,-0.020303073908281528,0.04119054370043285,0.008271706574935232,0.04284089057771149,0.09283440267571302,0.053377910717855366,0.046777491352858205
LTB,-0.009488522034773657,-0.029884310597297986,-0.011712748482327937,0.020150182628418216,0.0024950793295249567,0.08378856548410638,-0.04195359471948692,0.027927231178716788,0.08755578211074246
ANGPT2,-0.057326661425791285,0.08209150401247406,-0.041396704740416825,0.04625239849680616,0.045174641349700416,0.01615337250423266,0.021842603501939766,0.15321493915132575,0.07240743393697484
NRTN,,,,,,,,-0.009192497666665628,
ADAM17,0.01895927752769523,0.10829840872614468,-0.04092513937338496,-0.01386498450752474,0.020978640064176064,0.017360564372112544,-0.016180563959114467,0.01732650695221146,-0.0484829866485638
LRPAP1,0.038904087595976765,-0.056737863558506386,-0.05685344426270715,0.029188419475224194,-0.00403867372330054,-0.02823362567417017,-0.0025744080276823207,-0.004325818986742921,0.03977425582176008
NID1,-0.017501437111062442,0.12476217820574939,0.031837441724785066,-0.012583390933774051,-0.004834931740111829,0.006072037685907869,0.04384050004590491,0.1106961919210413,0.004184120256262838
MST1,-0.03246681671582084,0.15643178299967664,-0.029956246932952815,-0.02519536946607036,-0.007251332867334344,0.036932401365724496,0.06708160557471773,0.007741228822645939,-0.0401865801539237
CCL14,,,,,,-0.037755684334266765,,,
DCN,-0.016652455618945933,-0.10217558843558479,0.06112427187084081,0.041375272558319715,-0.04393607821296945,-0.010569450480212936,0.05705672226409353,0.11316999673418017,0.04056145573584713
IGFL2,,,-0.020694797462337194,,,,,,
COL7A1,-0.005783184904147147,0.19758405343120608,-0.00686203558650453,-0.022599552835208047,-0.011326171097241359,0.020878281393693396,0.002114071872961129,0.1288076164252457,-0.0535411255597921
CALR,0.010871733922131012,0.1477096908406874,-0.011746012732134116,0.042508489540395766,0.05341078397208098,-0.013095973025037514,-0.030679561798912163,0.0284171971081675,-0.06229317904619108
PIGA,0.04839202124583009,0.07900109070213213,0.05443382515490001,0.048209986739118436,0.042227734296458895,0.03285571585764908,-0.010378987409100966,0.027472133527921636,-0.05426165763524992
CD200,-0.014184913925801502,-0.07700467840176443,0.045392699615858303,-0.0030815880666757024,0.057652135336332413,-0.0048055870169684475,0.03900580573665873,0.12862806771143737,0.07066004027729594
GRP,0.041775244785071615,-0.03886658113964934,0.0022142611701426707,-0.01541991373049568,-0.006540469177002226,,,,-0.03200369986581261
CDH1,0.026298847616570538,-0.0019291845281677487,0.03092434724962656,,0.05811893176482911,,0.1329107511192727,0.125317557804627,-0.04635126974222087
LPL,-0.03871715725394677,0.052729837667382484,-0.003677579197086718,-0.02274680699397186,0.016165055469801223,-0.04119634866076933,-0.03578047875324674,0.030324498706485552,-0.0771898007466588
SEMA5A,0.02930445070651323,0.18494185110492148,-0.013274012720761086,0.0038189077378516707,0.04817847926645683,-0.02461908247677348,0.05767320077018719,0.09623019559467387,-0.015670144067327297
SEMA7A,0.0066279427024249216,0.011828279979522582,-0.0458776227223177,-0.030228042562821314,-0.007005381347223429,0.02017912775955556,0.06355551401516316,0.06157490199182804,0.06789266986632787
SEMA4G,-0.015510309030253274,-0.012653056055582387,0.034029187664717436,-0.027210752366522886,0.0007836525248288615,-0.0057893206032239,-0.00616370763447601,0.006505244875361224,-0.03367878846181912
SEMA3B,-0.03236405605500349,0.07556975999588403,-0.032153827195524766,0.05955917065853674,-0.034384273117492786,-0.0019467104937162347,0.11237081525789881,-0.005128297283130066,0.008583589115769149
RPH3A,-0.01723143531909316,-0.026916309937274407,0.049277959242237664,-0.03182637339546771,-0.011311024890030622,,,-0.00206435120554637,-0.012921110430031302
JAG2,0.015356299149864742,0.02933631005576822,0.015551733831204539,-0.03275800589513011,-0.04802194819152229,0.03674276814367433,-0.0170914731787308,0.08626692083522346,0.08629021480945766
CGN,-0.029100610031314946,-0.022915636526074017,-0.0048791059692742025,-0.011678431690342926,0.029624253620254278,,-0.00939782102122754,0.06415097708287056,-0.043692048147094334
GDF15,-0.012990151314272391,0.13283139820042872,0.023439704394272783,,0.02315950392902791,-0.04159437785306648,-0.06609263295358404,0.11204933747347635,-0.08553200113158346
SEMA4F,-0.006505774560593487,-0.05384512949266446,0.026058983663293935,-0.0033881355556077534,0.044313673259034556,-0.02155592380351268,0.10876075773837064,0.05801447068623744,-0.005201901177209282
NXPH1,0.00612013494263283,0.16974726116985825,0.05932242083004133,-0.013310505506018696,0.06274594730002213,,-0.0024288321877520376,0.052631173752474406,0.0348329290159918
ARF1,-0.00040050601966752116,-0.036174511411854106,-0.024982070925271157,0.0011862742425150445,-0.02951392216459254,0.006839974919777509,-0.050728919148473446,0.1312445658005357,-0.04149726948736457
DSC3,,,,,,0.004945903603779979,,,
EBI3,0.02056655284249466,0.004153649705645034,0.00868289409979251,0.03620508359589415,0.05584350057322331,0.0058233948100751155,0.024803633769157347,0.1652670308640099,-0.026545975021669554
TIMP1,0.0461955041844327,0.045152953465667896,0.00019425114844167922,0.061540922454058226,0.04367817487768114,-0.03286813503694996,0.024132240060005365,0.1640081638142612,-0.09500851774094024
SEMA3C,0.04646417589387543,-0.025068068963658024,-0.020225167470903176,-0.002645488388501479,-0.04228281628444161,0.0427394389783695,-0.07683545294729005,0.07258383658900484,-0.051142398755269325
GAS6,-0.00466908121389382,0.06313547769777206,0.006715002465521698,-0.013880879510571067,-0.006034564668434302,0.03161702746388302,0.02526053578319095,0.05350985346155874,0.06004455519999887
MEPE,,0.0023783419156910525,0.0053399345738174755,-0.024777567043632782,0.12528432059326972,,,,0.10724702706453358
SERPINE1,0.012054060169393851,0.04321077479039677,-0.011610186525964872,0.029163728553971577,0.05466713227212845,-0.03842245719406044,-0.01763111291698929,0.09133600589067734,-0.13801134744138407
RSPO2,-0.033455807613633495,-0.04761862833399337,-0.01390174928266291,-0.03483828763802892,-0.03812691420167403,,,,0.05223623994829559
SHBG,-0.01121818987984178,-0.007388162774757612,0.00639057046496753,-0.01892737401273838,-0.02412016615222987,,0.1072345915882649,-0.003501687342318931,0.07329605917812096
LGALS3BP,-0.02338236551472577,0.12853580507814294,0.03035924530744456,-0.01415445680139397,0.018345413831893323,0.010814336250652206,0.04984217467886312,-0.01817832021643112,-0.06494017294948116
LAMB1,0.018743687591863355,0.11413533604450801,0.0015869400859108128,0.01741956909824222,0.056279586384979985,-0.031202021448748063,-0.023742696107332224,0.15649352379184087,0.0006837882482158075
SPTBN2,0.048828092529242036,-0.006604380962779154,0.003123974890543557,-0.0014717011536242326,-0.007657816194927956,0.007102748500684532,-0.0873679038175312,0.03421707728090096,0.02762128795660164
COL1A2,-0.003936222002348342,0.0835211845185148,0.04347251303380952,0.0642967404418395,0.024463168781455432,-0.02152091385572774,0.04259154808855303,0.11092174795567457,0.025724247867390186
DEFB1,-0.018918719664263343,,-0.018437845745105066,,,,,,-0.026589303907524963
SCT,,,-0.016946652367648755,,,,,,
WNT11,,,,0.0018496877762869536,,-0.03449604729406922,,,0.018743318428037524
LGALS1,-0.010130833744305023,0.014319683664601743,-0.0238531131952645,-0.027212316502312664,0.048497330362004175,0.028972707077883682,0.09904879410830891,0.07537417754173416,-0.14540088768481838
BCAN,0.0002241901422349595,0.20762415495429876,0.06008918536671646,0.017412866842038074,-0.005088729207912731,0.0674928016285749,-0.03384440228014567,0.015383811226030617,0.09350203432269745
ANOS1,0.03784557840412588,0.12133971210614691,0.03285735121622292,0.0239881275049774,-0.03168950585771236,0.05834918016294234,-0.019710463181936706,0.04168413642934425,0.012442064650601747
EDA,0.05448854646516405,0.014740894456319991,0.04992795071485093,0.01782398874315159,0.09645917267280117,0.017444506723176604,-0.03653022327769198,0.019550650978501147,0.034308814903201645
FGF22,-0.026050783858343918,0.052807765762955226,,-0.013618000284603018,0.03379374873222344,,,0.02647160673061848,0.07883683741841548
SHANK1,0.011242913919882616,-0.025395015673245497,0.11336560696459033,-0.01704850444691333,0.0673367815788831,,,0.10509089117286863,-0.036010345482503786
RAET1G,,,,,,,,,0.09726653626360043
TGFB1,-0.02241936777616359,,0.07453046661512364,0.018804480682034472,0.017805191020693896,0.013990413031968157,0.006283453871744199,0.11163236423860029,-0.07389071181677097
MSTN,0.02476852869389284,0.06759638827033813,0.0506677338296206,-0.022743436175054966,,,0.07297679075575958,0.013844696104564616,-0.012897006192971886
WNT4,0.0796797870950863,0.029468568068765515,-0.026040536396502466,-0.007153332895525037,0.008466340961965937,,,-0.006352127904991806,-0.05855643996049165
TNFSF4,0.011302882371385232,-0.007320158259744558,0.026779613267761907,0.03228972807632788,-0.014422819418971784,-0.05226304468163961,0.012308370704588583,0.07513684467443947,-0.0019793569538375903
NTN1,0.018875558019111095,0.1983521329002171,0.025915028192697524,-0.015048746282015269,0.15937229228461638,0.006862168824119756,0.01622632846905878,0.10809707542243525,-0.021191271274871193
CXCL12,-0.014641321579231698,-0.033988465501496944,-0.006711776399306441,-0.035221026143364476,-0.05921356939488526,0.058050816186640035,0.05225183135746965,0.031400354707358594,0.08736629977942587
GNRH1,0.02328673957301871,0.01734092518595039,-0.010209155148071377,-0.018852350820945826,-0.027604852075785676,-0.02118726354988646,0.05055491298033052,0.03432428386133163,-0.03015195070547392
FGF8,,0.004440483113593404,,,,,,,
RIMS1,-0.011650069687424484,-0.03914746987873219,0.06020703778020109,-0.027472749721762654,-0.025471245312993652,,0.02781885183571341,0.10884205258412118,0.018689353432307185
FGF14,0.09714959495159743,-0.012669283022112376,0.03885070030774508,-0.040380664641615445,0.005731271654228971,,-0.1073271229822061,0.0588060020567641,0.026501473111060665
IGF1,-0.003686967171615213,-0.028947403611687805,-0.004794189787318802,-0.0075188634889228525,0.06911678572983722,0.008997119135846296,0.07835036563917212,-0.04296804908448823,0.09154359508524351
TNFSF10,-0.016653714758999388,-0.006785722935019732,0.018094462877631886,-0.020478709327382466,0.030368959554874102,0.006689528398317723,-0.010757651571795711,0.03252859523986837,-0.055912129898468076
GDF5,,0.04536846633123042,,-0.013618000485515524,-0.006433734452567042,-0.0029996604816311043,,-0.040798078538249835,0.05304760394125404
CHAD,,0.027571557323856587,,0.013031561916144402,,,,,
RGMA,0.024020833639978433,0.14438339277322143,0.039365862437215245,0.0021803927528563027,0.05904562300149598,0.012937131041859893,-0.012442112928763524,0.08829810839137031,-0.05032602477597624
CLEC3A,,,,0.015010413714076966,,,,,
WNT16,-0.019206257972655648,-0.034810605880290675,-0.029151194282435934,0.024046136609787962,0.022900306314309202,-0.016766916115874483,,,0.07801046638580814
CX3CL1,-0.015478695719157281,-0.0019879070571598638,0.038965990456556375,-0.026255493199454298,-0.0038689766050371242,0.013127687183491726,0.03785217866685372,0.07444150535993112,0.018067504195289644
FGF1,-0.004559670580185699,-0.09232289231281796,0.053604667437903916,0.009702758021186217,-0.027588618187147543,-0.02188731437830032,0.00679519105803504,-0.08808159757720957,0.06949325219446974
ALOX5AP,0.04107565265949767,0.0650480447523338,0.021980463012182594,0.01106195924662694,0.02394270768758806,0.023640127545047494,-0.006281780233919623,0.021240880469266733,-0.135266670365129
IL1RN,-0.01600234370366442,0.06478271097346013,-0.045846298420082275,,0.04042601081246212,0.015510759591442888,-0.09903853515977012,-0.005271036569439499,-0.06155577181564015
PCSK9,,,,,,-0.0057486010298519,,,
NPW,,0.014815352878700063,-0.023510054145908666,,,-0.03571268814267498,0.009447815951026187,-0.004571045923763866,0.04735154203825431
CXCL9,-0.03042835020169521,,-0.0028836925151470485,-0.013617998260023658,0.06374787451558155,0.03166227018207324,-0.036331988480019506,-0.01085185814783666,0.06377622506701076
ANGPTL4,-0.009484080751313675,0.04532266799286592,-0.022676541507016076,-0.0485037800126392,0.009657864628997233,-0.05559348716524809,0.08028329609498437,0.07441501814682742,-0.11175986009680246
CCL11,,,,,,0.007031712130311699,,,
UCN2,,,0.03697692446767283,,,0.006642956656757794,,,
OBP2A,,,,,,0.09159067477068569,,,
COL4A3,-0.032275566666065944,,0.06353184501196803,-0.019591476356310228,,,,,0.05230262564990082
NRG3,0.06320837807632318,-0.05681615893771086,-0.010234253830124928,-0.013650036523943797,-0.03981500497001052,,-0.011129915127818364,-0.01804860267120014,0.045961763582722116
IL23A,0.051331348635173274,,,,,,-0.01573340114788463,,-0.029512663176424765
COLQ,0.055798344807576186,0.1305435852625691,-0.008429049793238413,0.04964386641225881,-0.015587104518296214,-0.04083708291769948,0.08820774683823593,0.11233288563324668,0.04172523150917614
SCGB1A1,-0.019489736670444773,,,,,,,,
TNFSF12,0.04330974044481832,-0.03971052574184226,0.023468602377506195,-0.005581832585803384,0.01629960020282454,0.006327574381102566,-0.05168653027159038,0.1296029008492293,0.005705387278979286
DKK2,-0.02287094068836625,-0.01268532395528083,0.014984186860707823,-0.009370631854055197,-0.03181391820234264,0.12508276034416776,,-0.03549040234357595,0.09228979538873337
FYN,-0.10590220834196987,0.16557408708553015,-0.014247942759572599,-0.013192260620735223,0.03229477931359682,0.0003086763778764501,0.03441974114062706,0.08380036883615162,-0.01911511011952521
ACE,0.018365204500062078,0.05418828703586771,0.0038655887622441256,-0.014209633506329334,-0.01807845609660055,-0.03664034197772941,0.03125683572777897,0.17453158563044432,0.06412492988214487
IL18,-0.00351054898391907,0.037822221485633356,0.03006306420102606,0.007879875088499678,0.04215407675459254,0.017835587037815535,0.026307467925508633,0.03630958658690146,0.06559717345102681
PPBP,,,,,,-0.026920175819301485,,,-0.024639204110721236
CCL27,,,-0.0011700023923496732,-0.009653099017523552,0.04057029890007497,,0.006092991009991495,0.05004020502162144,-0.0215242285242815
SERPING1,-0.05926152636308369,-0.04747021885252303,0.05380082781266485,0.03879318858533093,0.10463301938708096,-0.013442003543030885,-0.020064768725651053,0.07562810723479556,-0.07639615552724865
AZGP1,0.013933244620847225,0.17936470382714925,0.04940090432928874,-0.018625716716832056,-0.013853821398105974,,,0.0699533238838181,-0.053146525408816564
INHA,0.036516732575341715,0.05186374039208496,-0.048347723768605716,-0.01487248702786542,0.049241603687137855,0.01630460603522758,-0.0908052281136397,-0.02319759366563418,-0.0396846245336615
SEMA3G,0.033184980904484865,0.013379317078008934,-0.0147337506585698,-0.002686684332938195,-0.002187208954508039,0.009477349485956391,-0.002308528838545457,0.07736120234675672,0.14407022891200957
COL6A1,0.06684530235026248,0.1501582326003595,-0.0015137299391835507,0.04716293208755012,0.013479870557141012,-0.07996636983597351,0.050362506475943626,0.10920365354020367,0.014984474085215539
FGF17,-0.021373545229311206,-0.01943708862016891,0.015238541672044914,-0.01885234786380867,0.054830163290700965,-0.004683222058371153,,,-0.008107464623404784
TNFSF8,-0.01891872161194311,,-0.021739662010808663,,,,,,-0.02774574792034773
FGF20,0.01467338818801136,-0.03100155339886467,-0.02615386986952571,-0.019372274044123932,-0.03200989043752038,,-0.06402861368377442,0.07129454609195728,-0.02053914758777643
ICAM3,-0.04722056816314417,0.05694118485556859,0.028809024958452802,-0.006436527716353491,0.12242924638182098,0.0281562594363102,-0.06403804383937983,0.14181478933657293,-0.04537661931580523
LAMA4,0.02448075384541968,0.10523719288899056,-0.02932316417481758,0.004631033503995197,0.03508110014315452,0.033121291512677134,0.0002002502629629877,0.15309945217561707,0.0007213949401968023
INHBE,,,,,,0.053846100855979594,,,
DLL4,-0.00254900651948289,0.037048393821545754,0.007105025136341841,0.027900415012040172,0.2471014153160041,0.0293153362181061,-0.08610637206546105,0.11708648095170363,-0.03712531689282777
SEMA3A,0.047705585946076656,0.035782905396045214,0.003962746908152121,-0.002973246375867797,0.014360091148812105,0.036585601261603776,,,-0.0621121911218686
RLN2,-0.020317452093627474,0.006496899293437645,0.028063989481534143,-0.03251080697829435,-0.015194315694582936,,,,0.06007909718373454
C5,-0.015642091948253826,0.0459581282321803,0.024879792820667827,-0.014965271970282676,-0.0512878939780883,-0.007233767890705405,0.04090790865082338,0.03467069768538551,-0.02189359611141661
COMP,,,,,,-0.014259468140376815,,,
EDN2,,,-0.02689087590295548,,,-0.028065913144755976,,,
C1QA,-0.009717005190365035,0.030424430445656875,0.031769297907887774,0.0024346649991988044,0.046000789196554946,0.03161468611160048,0.009196255386779718,0.05510363291327328,0.09459721615229053
