,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IL15,0.0012846271511687038,0.012066240886906433,0.0010565081474289877,0.0914442466626429,-0.04123151746095633,-0.002356750025990096,0.1285623096175125,-0.039356009982910674,0.022978300502772674,-0.02945590258012638,-0.05052096651514193,-0.03762869380696864,-0.017373825301982435,-0.03691075601672931,0.04922405067559082,-0.04745834557868554,-0.012206697641110376,-0.037273650645824524,-0.027589784381609323,0.06976295523484874,
UTS2,,,,,,,0.0788498388784325,,,,,,0.01804562421496311,-0.09622949140009379,,,,,,,
BSG,0.027885472768456817,0.055800418558982684,0.035572750255890975,0.02836348584956158,0.01978921669254717,0.06098088851430243,-0.0467745721984272,-0.0010224449748182387,-0.023153110622025665,0.05018747760587905,-0.11034687155343902,0.13357870539369854,0.1385441277356473,0.01601486832509026,0.10690994206022986,0.030993196291715198,-0.045600339793932555,-0.034107325252590186,0.11563859734228042,0.019114434085600134,-0.01442294573668812
ADAMTS3,0.03154772534542869,-0.045977378244879734,-0.002890933871356098,0.02422905875035881,0.051558504150652246,-0.012357542018622781,0.34788047254391036,-0.035511491025941866,0.02679301499742906,-0.02539985369403004,-0.03922033099130027,0.024965948860234108,0.02539124795758738,-0.05715718370588771,,0.009307068807643553,-0.03900405709955355,0.04718886220791428,0.09303067860787562,0.04258488576741828,
CD34,0.0058184049798200455,-0.053971126362878825,0.019330100156366384,0.029795567692300618,0.0100527717151034,-0.036012639464563276,0.1434542338032996,0.018448111133144006,-0.034371104126597406,-0.013515745356594144,0.06178631373549077,-0.034564913019207104,-0.11765386088490354,-0.058817770342568756,0.021623425679352618,0.04780045287797865,-0.005711886563881393,-0.003301103897058127,-0.04522191734472693,-0.024329944412792914,0.12918106956218106
CCL23,,,,,,,0.04311552347479803,,,,,,0.03859757717390537,,,,,,,,
PLAT,-0.031693720998426204,0.02674467773537547,-0.013653853481812734,0.011362122171696815,-0.06251779530209342,-0.033690221481085324,0.3080452784512782,-0.05545596132808885,-0.03784637913624364,-0.013160205575531363,-0.05543369854702919,0.1433967346797943,-0.03327307261428303,-0.06512531373902922,-0.01695767560547157,0.07425752414091297,-0.07307177407791643,0.00968016624791233,-0.04289025429799272,-0.04890334602414792,-0.03228602503553821
NTF3,,,,,,,,,0.0030986704548054333,,0.05563352614301416,,,,,,-0.008632974208770124,0.04234096083755384,,,
LTA,,,,-0.01714421746766445,0.0461481960248088,,,-0.0015836661299363807,,,,0.035750483661565975,,,,,,,-0.0009211644347724926,,
CKLF,-0.0067028634851898725,0.06217034158801455,-0.023156436437899795,0.06439437693474458,-0.0045431978127405594,-0.009855400296640806,0.32336587437758807,0.0021135771444358315,0.055328423385587355,-0.0977367286634481,0.026364998944820764,0.16362746219935537,0.07787733568687319,0.02977931922244513,-0.11798107656657672,-0.020258401188169444,0.040984042866844525,-0.046088739452487766,-0.002294494554342321,0.03030724708845355,-0.028613183793041817
APELA,,,,,,,,,,,0.018990362473926162,,,,,,,,,,
CD24,-0.0454531657284417,-0.013867423727179215,-0.04322415233861576,0.10797037461286964,0.029660142870159303,-0.07167766159281448,0.056344373649184445,0.05493357539633882,0.0826580988790812,-0.03628195902196749,0.1382354942877704,0.08545098505000849,0.15016625970541098,-0.06481729533196853,0.05851941284234857,0.05862360846768242,-0.02084136789969543,0.04791446176358762,0.09297392512451627,0.021520374699606548,-0.02146862403333196
HSP90AA1,-0.019254184632597995,-0.03226789954733433,0.0005864704095999956,0.09771924728283456,-0.052467277241475235,0.08309316303618229,-0.29482904725274967,0.02697493764724101,-0.0100554154631211,0.10692115826314605,0.09523617190426657,-0.24696488822742602,0.07533183138689975,0.05422638589540003,0.031602150544743454,-0.014068015275749017,-0.03211775045665462,0.052982173638210575,0.027756843871453565,0.0055108584037683195,0.08553996130012004
BMP4,-0.020244084084183545,-0.08318398903557213,0.057559751211669785,0.017730715576412252,0.022055271015839283,0.022605928370433844,-0.0077981135412787264,-0.010723770523571638,-0.010600590266616344,-0.025397289282745702,-0.05613138839896527,-0.011807940532776853,-0.0743435967389196,0.003894169655128034,0.07416046554521061,0.07870647615003198,-0.047768382228103166,0.02082773530349918,-0.0221592044991113,-0.01062275277403028,
SCGB3A1,,,-0.00610076060057681,,,0.0068730368124530206,,,-0.018005586583261856,0.0062519608167192955,-0.02995881660617686,-0.05705744905242148,0.09529423987453005,-0.03947081881102796,-0.01799703573234278,,-0.027609246688767006,0.05731971408572134,-0.0002733471291257434,-0.042864927450971,
IGFBP4,-0.03061518280941003,-0.011227215187806498,0.026084505182505473,0.018545399600073693,-0.04569021366298922,0.006026324626949273,0.1947531634595564,-0.01263299187244705,-0.05555389733638926,-0.08573141366568218,0.06945880972605915,0.09518540808022526,-0.06429773626217698,-0.19008276035987448,-0.06456868967166561,0.05666569662058901,0.026317496825672297,0.026831677013798665,-0.060807669676741116,-0.0018804640943035971,-0.04497305637893853
RSPO4,,0.1770268477999101,,0.020911849847139643,-0.010921114177560727,0.01570714173769646,,0.02299249159109836,-0.008517731134827794,,,0.029272231330525658,,,0.05445529499848869,,,-0.021370564784959318,-0.03173424578124123,-0.007712490995255087,
LEFTY2,-0.019476285434884603,0.10479892823955,0.09270019735382957,-0.017354774542637383,0.05328868526121022,-0.042290356727056486,0.2302265490110017,0.03387065132190739,0.00792875668758766,0.054097858834720215,-0.02951883124970141,0.041945880897607014,0.06632075346732035,-0.011012479593260856,,0.015297625429550127,0.007727041929148657,-0.003716930034187079,0.10526090974751844,-0.008153660361360273,
PF4,,,0.08426168423583516,-0.015594995929705846,-0.015615184538348547,,,,,,,,,,,,-0.013219638926348446,,-0.013335127889206764,-0.02107044811505588,
ANGPTL2,-0.03702315640207941,0.0034265979385576175,-0.006333991718778173,0.0343300104250586,0.016301997915731337,-0.023549606094251146,0.21188984308892886,0.01057723421365513,-0.012029580356492018,-0.07495636762797839,0.057179697519464105,0.20910073748721475,-0.020052127259137305,-0.053346937568541274,0.017686716331390944,0.08834516413286611,-0.03705479055821289,-0.026305934943156317,0.013146665053139477,0.005665470643964293,-0.016828539467416907
LRIG2,-0.013227512317311145,0.04466499641794235,-0.02742793202259871,-0.01358518425712702,0.05053517123433388,-0.01808252624191181,0.09696994582271568,0.021344843226428142,0.03947709605688233,0.05670138007403286,0.06581053428542409,0.07677585790457936,-0.026139244469771842,0.012552856125556454,-0.0710326091592948,0.02805819952496768,0.03186356080621459,0.017469052841963862,-0.004997648107204534,0.021526776090457982,0.053758002937150606
ICOSLG,-0.06093205852554672,0.09682280454414437,-0.018559149061634344,0.0195852125237989,0.03869127699793361,0.000765591356643509,0.12213355337667964,-0.04063324130789429,0.038077616172585434,0.06732519244492924,0.10028971447886441,0.027640006109785197,0.0739121031348875,0.08595586515490794,0.012598529450965155,-0.0017222336871695891,-0.0094688583960428,-0.03811439367953511,0.0354548096987912,0.015370720547994491,0.007767306402535005
WIF1,,-0.01935409317572132,0.029472913965504968,,,0.009591310463137789,-0.2548622869892072,-0.02194331318403616,-0.0009962598998642662,0.03977697739531256,,-0.1627824080613529,,,,,,0.017222234506896705,,-0.03866382210678354,0.030998063132109704
NPPC,0.06295398076271343,-0.03218877331398417,0.08309407183561328,,0.06724315848174381,0.010803760672256548,-0.015660312755949726,0.11130221604334473,0.04897225420245841,0.038347864506101566,,0.19299276076667193,0.04969308453718307,0.05250005266476541,0.07592866604624114,-0.03294048125795967,-0.02501244309331854,0.020685079306771346,,0.050499053319843897,0.03935028688728345
LYZ,-0.0690687970769982,-0.0003282029486046699,-0.04410973623761166,-0.005746312795975096,-0.057204716441264694,-0.030869129499205606,0.18536725223183606,0.008822190980834593,-0.050779544390959,-0.05333705437670098,0.02015711529377327,0.04562649080649329,0.009515174609940481,-0.08669456845806878,0.04489413511042441,0.03609599482822004,-0.010008378392971645,-0.010892783261470747,-0.00048410431975654764,-0.06131740098537142,-0.06613749860887531
EREG,,,,,,0.024279595381670988,,,,0.01409626132413782,-0.009592027547500463,,,,,,-0.042005969875308496,0.05632887538238327,0.02651648083463222,0.0400268099603671,
SPTAN1,0.0798263811707822,0.05019033803336357,-0.0006897753139569393,-0.03276548014400793,-0.017432176323293715,0.01004365959322624,-0.11396814406664571,0.0267941423197984,-0.0038815864108279153,0.09083910838900569,0.008175182088942206,-0.07636854336026264,0.025808430838987227,0.0007607672441329265,-0.02008061053633919,0.030817138720091865,-0.025028170033400406,-0.00499308420498266,-0.02695771674421525,0.04087898566217801,0.09858829824776903
PTH2,,,,,,,,,,,,,,,,,,-0.011163024898985314,,,
LIPC,-0.02518448154298258,0.13637507379779584,-0.002575718860283377,0.031274985937594944,-0.009950429306542979,-0.026378832642283082,0.015007336429971749,-0.0531638173842663,,-0.0483546189626585,0.0936851967930548,0.04070704811764957,-0.03862081481123895,-0.0381393623339779,0.015261896272367669,-0.027415644320464012,,,0.0764507346004988,0.05987790304284079,
COL8A1,-0.03355589131001168,0.03600175676412165,0.022235639426959945,0.034635382680168296,-0.006114368224008273,-0.010201008737094015,0.08582036184429219,-0.011732401793191983,0.026245160793223837,-0.053127271170243295,-0.09018431712691749,0.16129926882055456,0.034186320687635066,-0.07266952256889514,-0.02695068427857727,0.02246764962681039,-0.06969006270113462,0.03703845066361475,-0.014117528595151451,0.01173783125582906,
GSTM2,-0.0059161787181061165,0.03453071173793857,-0.0012464569238923346,0.041887360758576325,0.009944546292186978,0.0008790572973319179,0.06220636113480499,-0.026875987485487633,-0.0033016834443875343,-0.01836970549823372,-0.04631323893350313,0.06259908006292407,-0.010302490147678884,0.09352729017773542,0.10115256086491235,0.10367024584395017,-0.020234603171311025,0.14115472216114125,0.06712687155322478,-0.027215921118990512,
IL4,,,,,,,,,,,,,,-0.09472691703971566,,,,,,,
SPX,-0.0002490533458586496,-0.049857378679931015,0.07483280385344811,0.018817543296735923,0.04443908615077908,0.08484456595726361,-0.07148770154343814,0.04264455082284859,-0.0010929387292732506,-0.002351112208695396,,-0.16449845376748398,-0.048283112700289454,,,-0.08002735832832689,-0.01641387144263101,-0.052591796186147906,0.07421018582303222,-1.1160859054423305e-05,0.019597273720422168
MFGE8,0.017016584864797808,-0.022296098683951934,0.00502089413053968,0.0065853311713793,-0.03802481873753383,-0.0039466968462453685,0.15078686866713065,-0.03230765731967889,0.019183300845714863,-0.08235791665941188,-0.02246050570346086,0.10062847951536978,-0.019642819675711715,-0.11040224318999653,0.0054838620736558374,0.11125437560304413,-0.02867536243421715,-0.03163189873587713,0.0024021009386114957,-0.010342787389973646,-0.037116700948202457
TGFA,-0.05488245484639877,0.07307830444996734,0.019479795339096013,0.015683146897876893,0.008069264299548753,-0.032259585086319605,0.13252620976233184,-0.04177372845710422,-0.0014499338527081227,-0.06706275600334939,-0.03145072440646836,0.115759742952076,-0.05668483721972604,0.03395903490524394,0.020868505149703107,-0.04423022097700251,-0.0053891936990737655,0.0644508134136746,0.12186478391637362,0.0022310045243737375,-0.03988983217540674
SLIT2,-0.020244080844826505,-0.0738459051885378,-0.02499033542532337,-0.02372850860245988,-0.008846848953729381,0.026203102582141525,-0.08912756826490581,0.009113275272981542,-0.009643154612712104,0.028628487437432452,0.017153288592753262,-0.13282350137534196,-0.00509571557333094,-0.1567005137777533,-0.0997564690278809,0.06381687336235119,0.026356079180186686,0.018666494168283095,0.06311583866988615,0.007250986737969355,0.013947220056506046
PLTP,0.07265850560477284,-0.02490007888116211,0.03499299145883722,0.009559079372924559,-0.06427133110789746,0.01734551562917911,0.26591459362150843,0.012553387783921524,0.046327588526695815,-0.093656083376843,0.026290350698997253,0.04399731825461921,0.004508570686448367,-0.06104024824326748,0.051376598483972226,0.06338494699927397,0.10616049528322469,0.029026818070832343,-0.05331901647875709,0.005295946936767529,0.10925300811856627
APOD,-0.047085355528912895,-0.13714424352430368,-0.016359651728177865,0.0276478847461338,-0.016095945006250143,-0.03669485414149765,0.1937499672825162,0.037842870234517094,0.028696036434316154,-0.05004692406356466,0.0036869672702807615,-0.11491744050702511,-0.0935022293040598,-0.022771538372202086,0.062444209559621405,-0.1637926763374683,-0.08750838966867126,-0.01865635655942816,-0.030056357131562104,0.03864847645908675,-0.049779685397966754
B2M,0.06648007433535076,-0.09629535037043004,0.061873049679262784,0.04077834658665305,-0.04435243730877639,-0.02727675045401838,0.32533157176958866,0.06199364278455025,0.04890752758151283,-0.12976021004662683,0.0057458842183593485,0.16661510406036206,0.05120394284634259,-0.14260708191619653,-0.04710289609410993,-0.08469426330201563,0.06796091820388322,0.0528945779661452,-0.11314676303824472,0.09072748635184166,-0.05964269978274557
OMG,0.021931331395656176,0.04708470202609063,-0.002135192770253883,-0.012877028305947742,-0.0440749324126503,-0.03801517741079947,-0.019969851478158947,0.03000412155545295,-0.03941331450328641,0.015539638479210225,0.024964332158397603,-0.10557360079714888,0.02253087176912681,-0.05336336099807481,0.09036588567716035,-0.08576476513300747,0.029758459188331046,0.007873639396320393,0.011806221304818369,0.05943931207108613,-0.06212715869711341
CXCL3,-0.015840938197892136,-0.002034601748709586,0.026513831295291043,0.030596181245079963,0.08871842635750371,0.01657878448896648,-0.04521786201596508,0.0024154184136140656,0.06522433160575661,-0.03800762479514477,0.026994250219308066,-0.0037986134054877013,0.10331564653907852,0.021433008777957768,,,0.09411255037723025,-0.012743460611904914,-0.01746814873304799,-0.009968253287610602,
