,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,0.038009861071328976,,,,,,,,,,,,-0.03430999081904709,,
BMP1,-0.020963350598609255,-0.020896482045732207,0.019261031217014158,0.057520207359067044,-0.05144726251030317,0.00702759559386113,0.30217203363856543,-0.06441912957953284,-0.010013284494964388,0.03352296563811335,0.12404553822677365,0.1378449104879054,0.004605980339241401,-0.12299336489940281,-0.045168189132378175,0.11481772667616892,0.0029871796324757996,0.03330902855319415,-0.020575260047337455,-0.007572755618367927,-0.03353052443690122
NDP,-0.0281295412112861,0.08400352545647033,0.05054230938676925,0.0227961048726602,-0.02183004616126733,0.018665355396476443,0.1340741685196192,-0.007049230853333531,0.029147689884776885,-0.020098318726517038,0.017693512668439177,0.06202955477726687,-0.002687203540442622,-0.09842134468571445,0.0784452542252724,0.01031238536278184,0.06196623544154428,-0.08548597631158497,-7.672319245502574e-05,0.013692289328932407,-0.027565761439366114
TNFSF18,0.08063845938379052,0.03615261614334279,-0.042865255783870654,-0.01790093612769093,,,0.004699166418558845,-0.022465748235236657,,,,,-0.01645050429087269,,-0.040057949558128775,,,,-0.011330249666793933,-0.02731555786298037,
IL36G,,,,,,,,,,,,0.054641997230475456,,,,,,,,,
RTN4,-0.06694301254222791,-0.08841655961722603,-0.011801371415401768,-0.004347302188260835,0.02843606107092223,0.055656722179762814,-0.38369560193253455,0.01725339028703768,-0.02921533381565906,0.07558230665557569,-0.010903015421700203,-0.21178076395143716,-0.03073957735006976,0.02387485246820296,0.04732898197151326,-0.0131961615876455,0.014042588387816505,-0.0015963753954289937,-0.006649587253659555,0.0065065068299358896,0.024063286477222508
HEBP1,0.02010765929534637,0.0051669051613880525,0.00043516172956880266,0.00880332606314842,0.02671197180827715,0.013356491534496757,0.10993350183679322,0.056593515624412415,0.040463945982831886,-0.043187467813134525,0.018549416654461012,0.016719962408644106,0.0025946966301710413,-0.09672697140858232,0.06103331596440388,-0.012816454700526371,0.061374780715198286,-0.01808803366117368,-0.028317704807664937,0.08524112850245082,0.003130243129530317
WNT7B,-0.01698506487420097,-0.020485022471838345,0.0014046704851011632,0.03648823671940449,0.0191377184638832,-0.007845256043309755,-0.16571341404910434,-0.03720982661380323,-0.03279862327751548,,0.0176282035079575,-0.029648010159424427,-0.04071361470688572,-0.05607234423553482,,0.02427703617862762,-0.03132425339838525,-0.025860405098310637,0.09861684461469206,-0.01708982311635931,0.1950631129063969
PTMA,0.02849356349766304,0.01663778440566784,-0.01568267800149517,0.026540303017338854,0.025377431731539352,-0.10030799409420721,-0.10009698894180445,0.02205019811293081,0.024450872806698394,-0.08856004838627195,0.11823347715812314,0.22161117198092956,-0.13867598205675588,-0.004666405453478271,-0.008089750675486064,-0.03259378089983621,-0.014313155480840218,-0.03679387044533401,-0.09201570893292674,-0.033649814927014327,-0.06964083623678502
FASLG,-0.0169850696758353,,,,,,,,,,,,,,,,,,-0.029757043332337037,,
CEACAM1,0.05737873514704017,,-0.014236990257267207,-0.017144215708360836,0.01771152775380341,-0.0025510663621703717,0.01015605183848799,-0.002001377683568755,,,,,,-0.025854393955127696,-0.03722054548970365,0.13909377739635623,-0.015175142431838467,0.0686896857404739,-0.04140255528281159,,
PDAP1,-0.017429484078336856,-0.01619118310003707,0.03391063423415485,0.05632006895156959,0.0875146715078698,-0.020444426365103838,0.25409014629952986,0.013396908886133652,0.004612468975447771,0.023721910665696167,0.036482254817650175,0.08735474275567792,-0.0570224919388763,-0.13504188889043814,0.04057316332738307,0.006377520487272893,0.041695313156112565,0.012916949986986379,0.07481053143669227,0.008803457495692932,0.052522282686332696
QDPR,-0.02016278803334381,-0.07674601623725276,-0.040079958296798814,0.006275680005439076,-0.017898441522439787,-0.006185438321865314,-0.25143607317790573,0.015511745462501328,-0.05457564980244111,-0.06847307486002542,0.08669154635699157,-0.0796963832444187,0.054870563798664,-0.028606125831127614,-0.028765685454939047,-0.11992246651115171,0.007501881657398225,0.024895424268309253,0.04275560816781589,0.016449683096036404,-0.007947183358625707
POMC,0.01391952988888331,-0.03069194260780887,0.0811312800943099,0.05483134851238319,0.04459387037311084,0.025081920239644933,0.03332679818886479,0.027421434168164796,-0.020313876239534564,-0.008185677114471084,-0.01783850817056344,-0.08118608827374094,-0.025929353989770948,-0.02359267051005869,-0.06298081459835779,-0.054464518718512704,0.04399930372845483,0.11173597054738235,0.008049396656361972,0.018815745682080057,-0.0637266626403768
CCL18,,-0.0015910527643378577,0.029261209271397227,,,,,,,-0.03414418181903828,0.01975124408184422,,,-0.039879523273493936,,-0.039252653144261955,-0.03705669292627336,-0.03326576614144899,,,
CCL17,,,,,-0.04510004809867687,,,0.04163182897940014,-0.025358125607689297,,,0.042735302650461604,,,,,-0.02190627078720994,,0.11674526316446489,,
VEGFD,,0.008823989111027867,0.03762946135482691,-0.011372224967306563,0.010268951709547778,-0.019823146558406408,0.10435851341275122,-0.029852047213592997,-0.020089285863882568,0.06538360709446527,-0.01566725933526235,0.005245552680781647,,-0.030655668364841526,-0.03907856734547543,,-0.015175142431838467,,,,
TNFSF13,,,0.026115223496127743,,-0.021825426315130337,,,,,,,,,,,,-0.02381136739412697,0.05911516347170149,0.07875110951324066,-0.01186788152088194,
WNT5A,0.022309414456554124,0.013758008743714474,-0.03845014127190232,-0.02577490573046764,0.023540533592557863,-0.05789225808273128,0.21696686114982194,-0.01272785463219141,0.011451635423690478,0.1112093578353181,0.028200842611196382,0.1335477667752442,0.017327013693163307,-0.1388697627907917,-0.011791429108357945,0.06254327766879257,0.09875752199366829,-0.012005530320231059,-0.034448741217453394,0.0126808188708024,0.03456164129275131
CXCL8,,-0.0004070658469654333,0.0591045770258024,-0.022992454609466854,0.06445338964752796,0.039230621550163616,0.13103099060402942,-0.044460687926195466,-0.0277299082347394,-0.02594470459334302,0.02084925888869466,0.0015787860524092553,,0.1554694352159634,0.0024405084471433645,0.10457794213785238,-0.008298885048026493,-0.00521478623496039,0.07336846908766617,-0.037024418156989404,0.08563814633177688
GRN,-0.05469844881461558,0.03574256685402097,0.05607340204146707,-0.031291808075914966,-0.007046288626825437,0.04785285296794228,0.27094489906470726,0.008913185720435868,0.019695081321207005,-0.03293947977603954,-0.04011632513615591,-0.044906371557456394,0.09653024132256106,-0.11296290458249049,0.029408216138995195,0.01680365447380765,0.030251154819755578,0.03050818680828531,-0.06619915998558724,0.007697552216873518,-0.0474735800935486
MIA,-0.02223199120683366,-0.000710495321557754,0.006927991201131852,-0.021838077302981956,0.007150729073400851,-0.012078777715707607,0.15473800436466298,0.01482458327783562,-0.01627638025891894,,-0.018671959401387713,0.05447218856955876,-0.01613195454541502,-0.021855555550990998,-0.0008563166015024248,0.015128408528843904,-0.11695666961753251,0.059206079200803945,0.07880159034079219,0.008849473729527251,
COL4A4,-0.019670780304333193,0.03561091225601277,0.06370047835458836,-0.0014719570217136624,-0.016103392481227136,-0.048796077593482076,0.04529570718487703,-0.029252871999651358,0.021311763150837788,,,0.08604210701937254,,,-0.059259605730290266,0.04268993671194352,-0.0242977758021437,0.053527595295748284,0.0014984675343257916,0.026924290321124804,
TAC1,-0.016985060434957754,-0.021733445234240607,-0.015428199220381411,-0.027691126976957466,0.03867878583366124,0.09532237571587106,-0.25960035813336746,0.05466308171187071,-0.01736227466618826,0.01971882804753964,,-0.17895542492679692,,,,,,-0.02961266372508515,0.02309943430401067,-0.020054178437453895,-0.04897400976059888
RARRES2,0.04859195240149112,-0.0446388472077915,-0.042214578487347804,0.01692203337471955,0.022397341889926155,-0.035797530419500255,0.33053384254722423,0.07269145339498964,-0.015456175812353125,-0.006244474806583366,-0.12501253369939433,0.21042130989311178,0.019341699935006732,-0.027062857203777893,-0.03928088574863872,0.007379025365197857,0.02819354187593514,-0.028811605116360533,0.08197010268847817,-0.005889797647153343,-0.051215397560316796
FGF7,-0.02081351596723458,0.031947600830482335,,0.06634531172061586,0.03190748515625972,0.04863831468605214,0.04387804647877379,-0.05232226261671969,-0.017536550517457884,-0.034356696852626156,0.10039112566631103,0.009282347104836754,0.03933689921858592,-0.004509581251735784,-0.04225424467967222,0.0618007090276861,-0.03021938206771187,0.04045366003387978,-0.0012918885461747636,0.05500223253036648,0.04659756942255926
EFNA2,,,,,,,,,,,,,,,,,-0.01442295731423432,,,,
HBEGF,0.01009989041218733,0.07246108764247387,0.05791262052152009,-0.017869983963575514,0.03063927947121288,-0.04043671205145462,0.14364376752714658,-0.09187529291911788,-0.04475371849400064,-0.020231893188040643,0.025168601324405897,0.11568812876131622,0.004141215344425129,0.07239260238449899,0.03347320241043524,0.09486348360794748,-0.01406851692824643,0.0477821449012269,-0.023923199596478744,-0.047598138354126046,-0.03434011119859996
CSF3,,0.040785958505812056,,,0.03500273179148466,-0.027382298884964795,-0.03761582210622312,,,,-0.039230489382016544,,,,,,0.051904478992172244,-0.02460683388063908,0.03208040090567512,0.009888515386348346,
PI3,,0.07288208809923523,-0.03581788825287886,,0.10123536873685833,0.03945523702030589,0.019508113271697883,,,,,,,-0.02709770787662462,,,0.05758418091897543,0.013897834471019797,0.07132250124270548,0.027090317887618065,
PCSK1N,0.09241049404122977,-0.03203304036756067,0.07007420310970842,-0.012883413330362869,-0.07482386242865709,0.02384108203102156,-0.1339191249417581,-0.0044269726333379545,-0.04925739007715992,0.12469046777566929,0.0003042206045309995,-0.1510675080046184,0.0574779662670061,-0.08459480427180283,0.0388177608071416,0.03165790499017293,0.008362549857671802,0.07965515833112852,0.007080540025318435,0.013419037351764586,0.04586799480673994
NTS,,,,,,0.009989099027200021,0.05184039543251656,0.034984711575803094,0.02163871180685746,-0.02624547858940352,,,,,,,-0.017571636537632846,0.04531281138383605,-0.020028362164664023,,
SFRP1,0.013920507147668116,0.10896787230397115,0.04768256640609287,0.04870897945369923,-0.01903698250925152,0.12180164680304234,0.09658532719362448,-0.022513749632186466,-0.011278868482801218,-0.05999729398872582,0.05639541468818545,-0.02092741776629346,0.05473459250697897,-0.01813495853974688,0.012173860377897111,-0.020146929843270735,-0.01665764314808714,0.06600324383213341,0.02082999799461293,-0.04358383974858837,0.04976744158115719
CXCL13,,,,-0.03341397093520129,,0.07475865518191913,,,,,0.023039351669602675,,,,,,-0.03705668889346753,0.02604241200791883,,-0.02833677984964512,
MICA,0.006237568741747074,0.038021451659510014,0.02260946636298957,0.0762154037448196,0.055365349303451585,0.07976299612486251,0.13972602592690314,-0.028313042517404987,-0.0141164619953768,0.038309272560121316,-0.006385158283894387,0.08753032565818622,-0.04030474541636604,0.01657094472981442,0.05759879659473138,0.10870592301016638,-0.006399712818940373,0.03276249479828268,0.010858768422020524,-0.007346824933226842,0.018955092199329057
TG,-0.01967077587144711,0.029739859802710787,0.03626168220402657,-0.023312679072980718,0.03778149993882192,0.05338922268973577,0.010273523564398682,0.01063656067081518,0.04361248162037564,,-0.030185882345255537,0.03205364719545746,-0.031115626285048114,0.020696133016224798,0.07376630105661433,0.016300194189307123,-0.021641391264601656,-0.020251802406667487,-0.024995147980833403,-0.03122727803541695,
ADA,0.004660815911148952,-0.07239713139079611,0.015837887471851716,-0.034300379323927474,0.01794921849373859,-0.024223836894087768,0.22294523188800336,0.013287221316583135,-0.007447503564787013,-0.034906625195593864,0.09262126261676136,0.14574344294863623,-0.01939859579265095,0.022693658360547864,0.02408453665928742,0.055994155734213145,0.0664791893176352,0.004280667362437388,-0.03987395493198745,0.08104305558492993,-0.059672687106785645
LAMC3,0.10640694431890968,-0.023504938765976955,0.05830795020718834,-0.00866662652896741,-0.023620318058963814,0.03792971620536964,0.21617204323396388,0.0010436901543082557,-0.03339857144468945,0.005531931672460671,0.038703538062628766,0.0008233752056090346,-0.05277144503810853,-0.10849196697079659,-0.031693812713098186,0.0644756151617458,0.050247655398711066,-0.00389889989650493,-0.06361361016796707,0.036504810502702593,-0.03464190702994218
CCL7,,,-0.021656168899159237,,-0.024797947177382696,0.022658815384320834,,,,,,,,,,,,,-0.029757032751087615,0.025625286463746906,
NGF,,-0.04580496289638784,-0.0010536897374161804,,0.08762395808559864,0.02511938023243487,,,,-0.02624549587030981,0.0024816830229845576,,,,-0.02235150372981761,0.05428475524420527,-0.014229088502957014,0.04624418196518862,-0.016440792162869162,-0.011571007211720516,
TNFSF15,,-0.03222815114308671,,,0.01158917550045351,0.010613889120174629,,,,,-0.023788345990215932,,-0.04368546333123367,,-0.011091647168440705,0.0672348090020066,,-0.015280421392663005,0.050849139210499175,-0.038663825279731105,
HMGB1,-0.07935644888970449,-0.03222634677767023,0.0009122434518202586,0.08314219133632965,-0.035745036932881044,-0.026472638524301303,0.32423541745365564,0.01890378902897892,0.011130276726387216,0.013005703151099182,0.056852843770374674,0.004004830028506963,-0.027687701960079147,-0.01852085522442265,0.011787385364724415,-0.004239162683736981,0.041751797450763135,0.01610056161941838,0.0033999301361779437,0.02586332228035142,-0.013137358931346444
ITGB3BP,0.0033453523112666633,0.07009161983378305,-0.028941652311976273,0.045528831522623235,0.01347593051612242,-0.021342312041254655,0.22476829264202738,-0.05850937273995941,-0.03423824527629542,-0.012239922270424593,0.16997524894708063,0.23696701546965912,0.023874689766355737,0.025861812480932122,0.01432532708883065,-0.0018009476799374965,0.01127345651582302,0.04542625851020261,0.027711628637721777,-0.016348703739572725,-0.07882406825352765
AANAT,,0.08514608079856593,0.03470844323708626,,-0.012250148957672497,-0.019823149388272288,-0.01898580913571744,0.03054313018962463,0.01157868800261117,0.1320566036417869,,0.007373734768932057,,0.02659441303122482,,-0.006831322650456586,0.0669596229739493,,-0.031484181583733076,-0.0213310792656097,
RELN,-0.01630759471203579,0.0031412042973559774,0.017100081434640212,-0.05470720828039839,-0.004018842965086903,0.015111489251129194,-0.1503930256394003,-0.016948101147700158,-0.023771252576823304,0.1061866593168485,,-0.03246810123936298,,,0.09536591653210395,,,-0.018457093067498303,,-0.04306962553480801,0.05345453867662998
