,UKF248,UKF259,UKF260,UKF269,ZH8811Bbulk,ZH881T1,ZH916T1
IGFL3,,,,-0.0010384741835146758,,,-0.006781255910461783
BMP1,-0.018603816062949703,0.0305597075614273,0.05400903058732202,0.11185940758925171,-0.03593005954703534,-0.03226669385451384,0.08779935239265953
NDP,0.003015572466919193,0.005750201949188802,-0.004319929998772281,0.01804389003525918,0.04858158327448705,-0.03863056739275066,0.016955758339394306
TNFSF18,0.011174180768023206,,,0.019613278263506163,,,0.17113645861474353
RTN4,-0.04350646120618462,0.03252483342433669,0.0008437774263607712,-0.11946145751934385,-0.0126215591493282,0.09346445331451746,0.010543926849149473
HEBP1,0.0005661643540155141,-0.013289258573040409,0.012489331726690226,0.045275000591854804,0.008768183517216132,-0.0068364986314009965,0.01574691530410084
WNT7B,0.01421772582587438,-0.015351334993319329,-0.041108737818773076,-0.02608530870356924,-0.002345075592797349,-0.006302153824206682,0.054542638067889386
PTMA,-0.04045069496211288,0.0068232256880441135,-0.001584100887652374,-0.014619273981849116,-0.006787326433550182,0.048126358529643476,-0.02329973563729281
FASLG,,,,,,,0.06072193839426061
CEACAM1,0.04313567854556277,-0.010166645993844241,0.020878492484567034,-0.01973213053685504,-0.02043581275571623,0.03378385877253589,-0.028832075459257353
PDAP1,0.06059133897581697,-0.03640496824660785,-0.005289653965576674,0.033413812829516346,-0.01670739389042034,-0.003342767601050238,0.0548178747284365
QDPR,0.006789932161039224,0.010790201128595123,0.002213581990655214,-0.08279565746119918,0.016984077866755497,-0.07779502590224903,-0.0020648538475343064
POMC,-0.01931535487853602,-0.028706329944366445,0.06724158296061478,-0.026079134544728714,-0.029607408649736325,-0.02511942299986444,0.001913149069557907
CCL18,-0.02614912691980319,,,,0.007510355251955077,-0.01330146766156436,
CCL17,,0.046356026230074635,,,-0.029500378661632323,,0.11523884730072646
VEGFD,0.029234478380876075,0.023691642892472175,-0.017620867963227874,0.03659086728368585,0.01901811472064172,,
TNFSF13,-0.019732976560386514,-0.012324307508134574,,,-0.032065903019336164,-0.017243089004101955,0.023775097602694063
WNT5A,-0.020646439956300874,0.04389605214370862,0.005240226674182995,0.018086954035906898,0.00784966518535337,-0.0033275973327053766,0.04190715555743852
CXCL8,-0.051072622645197865,-0.029563466875176365,0.015903202886717236,0.06914534018401823,-0.043816670974417174,-0.04279522867060141,-0.02619803286481669
GRN,-0.024241877489908935,0.049094021633706256,0.007608393511985284,0.08372024460562552,0.013378664040279655,-0.048279074772012216,0.07357213858761016
MIA,0.006284876601451585,0.02020042183342762,0.07344173495739843,0.10426810966993569,0.0390853968309278,-0.06372557089101198,0.0614842554767089
COL4A4,0.016117637380150582,-0.03564916654786771,0.08151975460111098,-0.02000804626453483,0.10467905308906146,-0.007251805271969083,0.06026347575729546
TAC1,0.03841319309307179,0.048422973376818626,-0.05644690766663765,-0.08012292403446684,,0.0018101295005100682,-0.0246914569025668
RARRES2,-0.0324111899799033,0.008650157365832845,-0.04542121949652864,0.08169688210249143,-0.022183413305585698,0.031243478772785077,0.029752541581196175
FGF7,,0.04822907804657198,-0.012345462860340262,-0.008449197054334591,0.05281177269324766,0.011783375648980356,0.05122981869639033
EFNA2,,,,,0.044324702035108535,,
HBEGF,-0.00514782597762293,0.020539769037278933,0.0382838951889588,0.06778378003754687,0.026776809624545823,-0.01987833145429281,0.06338654530293791
CSF3,,-0.02129599387403333,0.001097003883362656,-0.02116812784080878,-0.08051547840549565,0.01271397712638381,-0.019775035527838488
PI3,-0.027509984012694746,-0.03675045596595249,0.021897690332119822,0.010246814996099286,-0.08147830048669459,-0.0670730070548374,-0.04296458259048527
PCSK1N,-0.007607607689235602,0.01882231819844057,0.02367103168512507,-0.017976305969246657,0.02258844896074305,0.05200967309190779,0.04835788261045898
NTS,,,0.04552913873343898,0.11086423381713569,0.10202863425543947,0.02159617252741331,0.026701826701770386
SFRP1,0.03680238452803915,-0.01558971236249387,-0.020102358820023845,0.024667665938254108,0.04902099332218489,0.026612873553231046,0.05926929025011663
CXCL13,,,-0.01992169430949285,,0.006444903982463362,-0.015088687331107069,
MICA,-0.030968435314840746,-0.052762316198167625,0.042096533361692334,0.09768952671559995,0.02634270101611646,-0.040296616111429685,0.07139023374451374
TG,-0.022996514598653203,-0.01682376958341627,0.014415863272336262,-0.025548036434315902,0.10075232436674152,-0.018117916644381334,0.07453419909513448
ADA,-0.04602736471642476,0.0009752926745605014,-0.02715167117774695,0.08625091877236227,-0.018989518414743403,-0.03423032223850485,0.047737980068116755
LAMC3,-0.017986549113624777,0.008213532479280684,-0.010436451773425016,0.053899026986328896,0.009537663372840307,-0.005822211438574841,0.07662899774260436
CCL7,-0.016633053740799573,-0.012163558528980262,0.03026253263767366,,,,-0.020722320346230765
NGF,-0.028558127290702815,-0.027869819308607026,-0.028192582501197105,,0.023729330714845617,-0.03779334487984418,-0.026962501343701508
TNFSF15,,-0.013544717334046451,0.017693052585553717,,,-0.013670358594459857,-0.04728718469218667
HMGB1,-0.03353682764805014,0.015322482973849052,0.0012493891744767866,0.06598255020552563,-0.016173929382297104,0.027415093799862816,-0.041051998068840086
ITGB3BP,0.005527955234446962,-0.021730488045982852,0.01392620970821424,0.09418651558683067,-0.0033798781357701506,-0.022991301466744458,0.009221006555428731
AANAT,0.047690028182526906,0.03541061082586003,0.02417536092511547,-0.01909422416260366,0.1120781801781362,,0.016938192544197525
RELN,0.005899490481348057,-0.021392240149716347,-0.044944967596009626,-0.005812222685604285,,-0.016512311693522512,
IL15,0.0007150314212118818,0.004052903918664355,-0.032081947878585045,0.07133528567808174,0.08581223187646518,-0.033346211950522675,0.05640610233897923
UTS2,,,,0.029506769125937048,,,
BSG,0.018333429977554987,0.00465692569600385,0.01401065576941679,-0.017718122943426298,0.0031109840626518813,-0.06217847295553532,0.03788404342121943
ADAMTS3,0.027346441611364743,0.016948499895464538,0.038839249948484464,0.06356498096530898,0.06075536551939983,-0.017844865435095492,0.04139846970090524
CD34,-0.00857677138765512,-0.021921491335080732,0.0026585623096218895,0.028616523999119667,0.02015796161684614,-0.014407859084057005,0.05188254954858257
CCL23,,,,0.014007601623757707,,,
PLAT,0.021072247037046087,0.07319284814042872,-0.03738472562185922,0.07922470050223838,0.03395219791129214,0.07057655556596865,0.0914565429361118
NTF3,,,,,0.038734658577199634,0.03403832142424983,
LTA,,0.0027972811217983674,,,,,0.10274077826359167
CKLF,0.022017271281386846,0.06554171660748179,0.042032081232582445,0.06282380525172059,0.09768577254627787,-0.010178872191772355,0.03387585461746372
CD24,-0.02233327911413459,-0.023636856168474857,-0.01429757481128395,-0.017884390872350216,0.11539399788960764,0.028829223110302452,0.009821313739201656
HSP90AA1,-0.049796419248680446,0.0067923586625085915,-0.059138623254877384,-0.08282210724209864,-0.06420516659701309,0.017148764118035106,-0.09259764283397491
BMP4,-0.05787977665124823,-0.001990241547167533,0.05459294040877636,-0.031375879349325723,0.05387940988603512,-0.010920210100174023,0.09693223617416766
SCGB3A1,0.06422066371084875,,0.04794305654243349,,0.029647648694542495,0.024513523495553934,0.03662371415445298
IGFBP4,-0.005249630177912077,-0.024074110219835413,0.014265725565237355,0.0935659602085254,-0.0464110552587288,-0.05020663373809985,0.09124395245576845
RSPO4,,0.024347521144744044,-0.024219271897381732,,,0.056782179588772776,0.09544691108914499
LEFTY2,-0.023183989708467398,0.03013803886815863,0.06263088487855815,0.12439249305383421,-0.022332813604141622,-0.011717405360440542,0.05176503993981484
PF4,-0.017254121535017933,-0.010612465180143285,,,-0.017802407259798304,,-0.0011561391295218256
ANGPTL2,0.007909583140131984,0.02392424323922639,-0.023322903297135655,0.08464776892715174,0.03930351751166781,0.04227878158399162,0.12949256551341803
LRIG2,0.049196890062516464,-0.02748989504722065,0.030045180831864186,0.09653344059136092,0.04593870137557041,-0.01019476126065411,0.07965977038184494
ICOSLG,-0.03735746663458242,-0.03353857959694142,-0.05421950508675643,0.022237189371284945,0.12333601323814629,0.03421293515379188,0.05714915261501025
WIF1,-0.031045991128668966,,0.08400560154872178,-0.0687073998893781,,-0.017772774260133732,
NPPC,-0.014676260566724034,-0.016462550596505945,-0.04224865372099489,0.02776471908467784,0.05344463718253715,-0.02221528778608228,
LYZ,-0.0066069256346928595,0.03398346409138484,-0.04108446149394309,0.11706200474255667,-0.008433174659467862,0.01088499970970999,0.008483684072836763
EREG,,,0.008011029765561438,,-0.04204316219540699,0.007341509077465698,-0.007853693833415077
SPTAN1,0.03609542660464462,0.01629857850083666,0.014369413862633542,-0.017514928651562556,0.03189971465810396,0.031004733779250476,0.03047670706568907
PTH2,,,,,,-0.030405257470622546,
LIPC,0.01178668053326121,-0.019071390317029747,0.008064602674258872,-0.01812328620956502,,,0.11216092623100744
COL8A1,-0.026686011550716728,-0.036507429245471706,0.021737311319305102,0.10836284960778392,0.007290723209955333,-0.052043882991574184,0.05927720337379019
GSTM2,-0.00949858428162153,0.04648624123878218,0.015671434928538112,0.038967728914401936,0.07008207221333378,0.05775363048401499,0.0091948367325992
SPX,0.029248903496905638,0.006556462340056792,-0.030223634427564008,-0.04306231002575928,-0.02210396409158236,-0.01638330251472686,0.06814394557636567
MFGE8,-0.028501292226622114,0.002385024551918769,-0.01191939062420023,0.08375144158816249,-0.06363834443576159,-0.07179915676649286,0.07005876089253457
TGFA,0.0801303485512441,0.044390960323041045,-0.020176616521227406,0.04164816750742993,0.006938225498619482,-0.03031321628419947,0.025020949437115605
SLIT2,0.03310470937766942,-0.01883643428668352,-0.022435668108532113,-0.012074775155968102,0.10432148180104438,0.03227662115261387,0.02878183134453074
PLTP,0.03591882857669162,-0.004225080365602752,-0.044309825098952295,0.08404715422501406,-0.03188275244829313,-0.08784209357689218,0.0009061771179629318
APOD,0.051310682189872836,0.047727912286622765,0.03079939053075157,0.040565534947437344,0.03139692965929989,-0.005834444867220327,-0.036451936567003726
B2M,-0.01266177529136859,0.011622816110115543,-0.04548668821448688,0.1053813715266117,0.03689090862716544,-0.0944102990545072,0.04691664205657089
OMG,0.06789836383687502,0.05921302262666393,0.03033007580240096,0.007406638433585131,0.028506203906398648,-0.0315419067871196,-0.01578083630483182
CXCL3,-0.042608533665397484,-0.04201663352780035,0.03464073333891264,0.004991717583944894,-0.06955741057885108,-0.04602858157944654,0.013989709497213851
CXCL10,-0.03262545634748017,-0.015219646665152098,0.03311109969844716,0.06541591938341267,-0.023878188990741574,-0.02612407757077296,0.021169404729619368
RSPO3,-0.022593887850807192,-0.012324307912857569,-0.023448227003779413,0.04602432478059009,0.06947018146390793,0.02250432034219282,-0.02102910309939931
CORT,0.03293666971706896,0.005161583755185882,-0.0016557420326095084,-0.03167394943625232,0.07211751759870909,0.002617127832734286,
NCAN,0.05479066403238047,0.06800208471013215,-0.02264293949429361,0.04631439784163396,0.04464409609734122,0.05802392108380125,0.02740390326727454
PRG4,-0.01109506534174584,-0.0121635604244903,-0.016788846351247118,0.003034329116609027,-0.027488693356606645,0.006438800953215456,0.11505165167594161
ZG16B,-0.0230650230559239,-0.01411729947291144,,0.02292075591168239,,,0.004930100710005811
TGM2,0.017285313974851866,-0.023564850960399,-0.0046756851097645045,0.045107202637564084,-0.05455685685847109,-0.017794392684412533,0.044002584598369116
VEGFC,-0.031760409855090155,-0.021678721588167763,0.04435039643417002,-0.02466982585755621,-0.037326356389852315,0.01705343130391223,0.022150008530764275
WNT6,0.02296287146850769,-0.01682377028194811,-0.023133413933438485,0.030653496020204982,-0.03462341341754392,0.06294401175546448,0.02187742355406342
NRG4,0.09689954292565943,-0.014803609469296423,-0.023913516107320818,0.056973763370396086,,0.005351165266827865,-0.02102910545626005
PMCH,0.0021631478777199625,-0.020511843139518718,,,-0.026137924719041604,-0.01453610437908557,0.08166655080436026
COL9A1,-0.013105948950600224,-0.015461289638487407,0.04834600089952021,0.07146492340011341,0.057931552865036005,-0.03843601948093383,0.10188419852105263
GDF11,0.005518976255652382,0.042503306816962155,0.039761636560817826,0.09097143408369168,-0.0005492791702904238,-0.016398347195510362,0.02871758938732421
RAET1E,,,,,,,-0.023068779269692582
IL24,,,,,-0.017518556927117464,,
SORBS1,0.0010910355158451981,-0.02603849521681552,-0.01506310280638416,-0.044117862407116924,0.025856559068426217,0.03173150644439328,0.022569987230627534
DLL1,0.04437114769883659,0.010977067957447772,-0.012947663906647646,-0.016970089784796596,0.1014864397370413,0.08119376997883326,0.050494330830364344
TLN1,0.030522083614670254,-0.0031067758695338694,0.0017048805330255245,0.10403164433200862,-0.07254697581665846,-0.06147290318959252,0.036976963364748074
COL2A1,-0.0028617388126749043,,-0.014994986689779216,-0.02506981210380512,-0.045658718409863686,-0.0060934215019256156,0.06484602224734497
SHH,,-0.012639936368179394,-0.027697989503535605,-0.0197079184550596,0.10489406010145902,0.014488678442167597,0.03531956529511591
PON2,-0.01886531221563615,0.021944800906653652,0.030763638891964176,0.1138361418165813,0.029362795147058106,-0.0404644337643456,0.01666153539171543
ICAM5,-0.035948328753445606,0.04090784082141142,0.030492684796756212,-0.04006785738229708,-0.01761577023956983,-0.0006038844984119622,0.0501523747552599
HPX,0.055547141379854725,-0.02031441091594995,-0.022895908161057806,0.04783803982534628,0.045218721673976364,0.017011397749990397,0.08495334012794581
SFRP2,-0.022113687063144424,0.02559324424136858,,-0.02000804037289216,0.03615482734981102,0.009894912168135714,0.06636283033093154
