,UKF248,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
HBEGF,0.025068439015014245,0.10091104401833369,-0.03899203217392944,0.01645851473310214,-0.02721542681403283,0.0462490648754128,0.015023736586148044
CSF3,,-0.03884971083709986,0.014860586550585803,0.008052554235664306,,-0.019775030534907857,-0.02970513550439719
PI3,0.011435703398862023,,-0.05827577877016777,0.016096251221063364,-0.017198470082984592,-0.042964571742505744,-0.04973547922057405
PCSK1N,-0.06279291666275467,0.08470740419427986,-0.06697867623306669,0.021307457070926395,0.044527767747155916,0.02048943818013592,-0.04662127959799945
NTS,,,-0.033654733407364426,-0.023663083394137342,,-0.029284123674958976,
SFRP1,-0.021919583123678855,0.035274894769566766,-0.024406965837626485,0.036957565463828564,0.043669104470398123,0.027783916586664327,-0.03705954827135173
CXCL13,,0.1333292334038729,-0.018617146775324223,0.017233716223952256,,,-0.02409490000767093
MICA,0.01353156123025129,-0.010983015958988556,0.0016890218920439656,0.055482240947347376,-0.026578742958102048,0.0036423085107007277,0.05404100413852312
TG,0.016557485932547394,0.07150309550479969,0.026764104279132298,-0.015500949260520844,,-0.01663164757955183,-0.007109990291227589
ADA,0.0028722617415621703,0.03173172132362644,0.07591071255738509,-0.015019981654584463,0.0047262433219795764,0.04850540284966574,-0.03343183079690677
LAMC3,0.03819819899326435,0.0006840242050149774,0.07179711059373489,0.007905972113852496,-0.011799148748769856,0.04753228503530844,-0.010983964850701482
CCL7,0.07205096662646557,,-0.021621491065123007,,,-0.02072231511412345,0.013573491558471667
NGF,0.019841648305943118,0.09315957394924526,0.010226986411982547,0.12964865826535596,,-0.02852387316911688,-0.018990946726660848
TNFSF15,,-0.02236880722315332,-0.021078525904446484,,,-0.021566816350597522,-0.03287603633765915
HMGB1,-0.042048445881200096,0.03550062679659155,-0.05052420947471836,-0.014385359404760554,-0.05279502596143585,0.033195292839348696,0.011873658127049398
ITGB3BP,0.023070408197760652,0.08824968467843343,0.07534147104217734,0.03315417684826512,0.019129699334442828,-0.002592555698347612,0.06767393578691791
AANAT,-0.01414456974626717,,-0.018968148490565943,-0.026137924684249678,-0.025038107247742906,-0.02192507355642014,-0.018137919152694592
RELN,-0.0414078631650749,,,,0.01692163409538705,,-0.052333185140854034
IL15,-0.012363158913995297,-0.0028230384386254592,-0.010122442905722792,0.027708535995023327,-0.03118041689889678,-0.0029928158965428203,0.05271297927830734
UTS2,,,-0.01615276667275945,,,,
BSG,-0.022808218727611743,-0.14092923676475694,0.018901194241450266,0.06040508060417933,0.006256700283354975,0.089837313959226,0.07728184297846824
ADAMTS3,0.03660436914796698,0.04117950487457037,-0.05707440269321888,0.016569716076769297,0.1735016902220704,0.04051430201388429,-0.004808278794615062
CD34,0.04422427616910571,-0.05100763591612056,0.050586179026621735,0.029551601542021112,-0.018497701704974653,0.02014593259577293,-0.006794615914630027
PLAT,-0.026051588944750178,-0.0042647535263993655,0.020699614767265027,0.014009695799096736,0.020809043756266084,0.035972545241197015,0.04852397341654381
NTF3,,0.02780411204209915,0.020938574165928772,0.034544327261304374,,,
LTA,,,,,,-0.015042722592863326,
CKLF,-0.017938303991511095,0.10937232372000882,0.0628125662217824,0.015616136466927869,-0.011124607717708599,0.001414939524979242,0.06376645710374448
APELA,,-0.06425350286363675,,,,,
CD24,0.03717742399336337,0.11606276101840655,-0.03136864014823392,-0.015161275182890325,0.1201499567954499,-0.010201350843357956,-0.09032587387148856
HSP90AA1,-0.02958201037739397,0.1326368329633901,-0.13142335440155115,-0.0009513723944837824,-0.0023431733645644034,-0.011517633878338962,-0.07651616155897478
BMP4,0.05803449283825627,-0.012661531276094404,0.03735148618494623,-0.009773344394770121,0.07960579785117515,0.03271794147747316,-0.028684455763610516
SCGB3A1,0.056194810224984695,0.039603723990062754,0.021335449761072964,0.010642730253393674,,-0.002004519414811054,-0.03644825369175283
IGFBP4,0.048042193254883264,-0.012463564264787013,0.02149973917622287,0.01830040250622185,0.0013377814283500606,0.04901165035590551,-0.054323184236501176
RSPO4,,,,,,-0.01731959404853832,-0.0006829530581624662
LEFTY2,0.06166086666698087,-0.046854531063807464,-0.01835419747377923,0.013771128828321964,0.007289513670054869,0.007988364598721336,-0.05663570365547249
PF4,-0.019566220864923798,,,-0.017802406604792466,,-0.015245326081276612,-0.01791630323356759
ANGPTL2,0.02125428007323186,0.004700628889972096,0.06369899664545405,0.034960678598864224,-0.030146809441813954,0.0806962633133046,0.03840009335725678
LRIG2,-0.003490165688012706,0.03763981853335067,0.01738694386747995,0.012795910363251855,0.029403804145169726,0.02611338064836751,-0.019871452507010032
ICOSLG,0.0217538545009633,0.0009841979171904783,0.014519945556424472,-0.017088358347851596,-0.01685293934189655,0.001957889177726343,0.031488712974330244
WIF1,0.004981776973909273,,,,,,0.15189288382300345
NPPC,-0.039675879058709757,,-0.018739115189471377,0.003860862686583246,-0.02375386170001519,,-0.017276072209553798
LYZ,0.021601657233434803,0.040497835498966295,0.05264333935958731,0.017122884626274763,-0.04913478351465325,0.043255935838009824,-0.001832798796944017
EREG,,0.030806255068532268,0.00644807849373427,0.030755593825012868,,-0.016831246115163245,-0.020626972418329698
SPTAN1,-0.004312161206716404,0.07762821095411468,0.005764949732604742,0.026700178494752844,0.059295031336375675,0.008833199450367047,-0.09136161039510227
LIPC,-0.02395419721791724,0.02366193176986468,,,-0.029156667001813897,0.007408015442782839,0.04252719205196897
COL8A1,0.021939957241779346,-0.101294113692809,0.03454165497543486,0.0008195303801249947,0.006501873145951113,0.029456521388610605,0.05074349894394552
GSTM2,-0.032495831068009386,-0.01838256009448496,0.02182916297016666,0.0610099079371086,0.006808189326928189,-0.03185293707543811,-0.02913198707084682
SPX,-0.0025804573475473164,,-0.021799783272963794,-0.004112437916826151,0.0003727616966807841,0.014541891861119115,-0.044801988558050156
MFGE8,0.0009860944560744715,-0.11043821266256817,0.043927569223288165,-0.0019300207536473194,0.02112353690079907,0.03323227418377452,-0.04595948405083228
TGFA,0.01267251789767124,0.055937566796049845,0.02993711123450987,0.04622347794455411,0.019499295704832012,0.04910460796964603,0.0749788907793036
SLIT2,0.014037250638825062,-0.007249872880700153,0.062148111928989225,0.03434708943424678,0.057295496907689834,-0.03379977864353295,0.03449291561687476
PLTP,-0.08415870655709985,-0.06369823734817891,0.018514090008075156,0.03187764327905602,-0.020859406298135562,-0.05933614588912028,-0.015337327263108857
APOD,-0.034313034443929094,-0.02795574359179652,0.07080087568668456,0.016938338805895396,0.010059031061201724,0.02841132246083596,-0.09177118709573631
B2M,0.05583613159618198,-0.025533974624812394,0.06786339307793454,0.04909736593528452,-0.0034170075540815993,-0.008480301436601143,-0.014442663437033914
OMG,0.003194117019709686,0.22293814564627035,0.08711174276657682,0.04968901979533836,0.024929903187855776,0.015137153810619464,-0.05846982840496958
CXCL3,0.0052082699375251935,0.06201450661052803,-0.004855392834843402,0.04384139999497739,-0.017631847181618383,-0.011309544472472831,-0.03147205905308292
CXCL10,-0.020871896713452867,0.013761081142230692,-0.00326299785214392,-0.02387818811218886,0.10289363357760876,0.01988573132068248,-0.01587586751110035
RSPO3,-0.025621530426165072,,-0.011209361616735644,-0.025284926300702077,,-0.021029097789833473,-0.017986903230580463
CORT,0.030096883524051984,,-0.024654221666292053,0.07146480830852192,,,
NCAN,-0.0006143051668173773,,0.05085562785999918,0.02833241447714013,0.08962032430689729,0.016992308200552204,-0.06492804267470728
PRG4,0.021665009949062966,,0.04848753699484217,-0.027488692345212264,,-0.038184547120873435,-0.004961964673912485
ZG16B,0.027673781409740868,-0.0036870010086645266,,,,-0.010721811952249782,-0.015284444150918931
TGM2,0.060205825180346284,0.09306046625991933,0.03897014952791607,0.00796259589183874,0.036573410507624804,0.02382156186964743,-0.07833556443442904
VEGFC,-0.03601639137199635,0.034904876178545804,-0.011786615303301374,0.04316467797550497,-0.023256696972765004,-0.015875972685092388,-0.01255934819289653
WNT6,-0.007068240539356351,-0.02158432528734816,0.12456620060358493,-0.034623412143641036,,0.0891337826026318,-0.015793416472040182
NRG4,-0.017372498153583035,,,,-0.01867479174956998,-0.021029100146693618,-0.023750875996646003
PMCH,0.08219230674828722,,0.13914269759107983,-0.01069005463198799,,0.0038024894735742333,-0.030416414876980963
COL9A1,-0.02535734445060436,,0.07075590122862811,0.06803423070610445,-0.017175494718187398,0.08671653012563753,0.041752766708318116
GDF11,0.038503898214759975,0.008770964529119725,0.02776297185966782,0.010229999394895503,0.024066228674190757,0.01651546169090267,0.04563497532307459
RAET1E,,,,,,-0.023068773445135932,
IL24,,0.11137851012183021,-0.0163853407014749,0.02951833168531095,,,-0.02655268925078773
SORBS1,0.05689940633299491,0.08585991267919499,-0.016852297040451835,-0.02138934371998264,0.043521118954413955,0.1062361637870887,-0.022918151912374892
DLL1,-0.007944145203111378,0.08689996524132498,0.0335818375344848,0.03715321032510381,-0.01432787603764551,0.0049632746586883774,0.0566070063395374
TLN1,0.024201506741787292,-0.04504926839884638,0.025445908628132057,0.07044278638502405,0.06131845063751776,-0.00710556152319479,0.01802785806906815
COL2A1,-0.041461880721036896,,-0.03582050276774263,0.0001119412722155532,,-0.030604444923004213,-0.02139826445696026
SHH,,,-0.02136532746328213,0.023178378418875215,0.0754115647998124,-0.005895991592554368,-0.04327672883967679
PON2,-0.04422701612436458,0.04134388569644962,0.07624092312592981,-0.007244175683420027,0.047073381249956706,0.03237986855265604,0.0927224945279225
ICAM5,-0.021398219621691132,0.033380308913430384,-0.04580153433621352,0.056802377764338,,0.05182083538054285,-0.048462842585377836
HPX,-0.0011090808743176416,-0.0512786265121508,-0.030483960378826953,0.07882175849653587,0.035355102668571184,0.01281289528158935,0.04316553282225891
SFRP2,-0.025076981423664355,-0.038466801730381445,0.0005621227632469215,0.06224012149607205,0.069298398345949,0.026301957807436258,0.001466705284518627
CFC1,,,,,,,-0.021015788234053697
CD70,0.024470501597628595,0.0054758036584192,-0.02612836220321898,0.0687056709556723,,-0.032083691942977305,-0.02936978965976824
HP,-0.00039798689434702213,,-0.003637472008650518,0.08688064603415008,-0.0017896269979979472,-0.03145723377659513,-0.06913039929918181
CXCL2,-0.0655440809975537,0.0669687462417169,-0.013827336139539426,0.0454481570811986,0.04882630177772589,0.08367253041070173,0.016203271992219458
NPPB,-0.009974237872065764,,0.023088613057518616,0.008728724872042461,,-0.021331680083302267,
CCK,-0.015069082659617077,,-0.036036124474060675,0.08189945646221819,0.01374676587092468,0.002733537696125456,-0.13318683303006076
SEMA6A,0.027525477896421704,0.018363009888315473,0.005380893336826976,0.024868927417951103,-0.013804531490835938,0.036713417968655286,0.07581193603764684
IRAK4,0.011574247000052785,0.11106141689697269,0.037314164417165945,-0.020477982710370216,0.01638174978803021,0.04792777403552998,-0.007561729823313891
GSTP1,0.0020643161038604095,-0.21844757512014545,0.1046484221807301,-0.010302171850409911,0.013177328367791084,0.05541523935080861,0.11368105243551134
VCAM1,0.07728801350204038,0.0372024976804435,0.027458594382321996,0.05145055103108697,0.046854217091057235,0.0008242484961253125,-0.0026248150287362104
NXPH3,-0.02625477841254795,0.051614644938308016,0.047693773901169356,0.04065781866562967,0.028461989483648257,0.03359628635167724,0.013443604794149746
MTMR4,0.00299023852236519,0.08939842107793569,0.005653076109320829,0.01837024604212042,0.005229859520008648,0.012868843868439204,0.009117753143145536
LAMC2,-0.019099418418213495,0.13622246905354282,0.15073545359192775,-0.023006780011561537,0.14614172471149292,-0.040643392181115255,-0.00034760167119923254
IL10,-0.04035497176210239,0.1086393637771669,-0.01491318862650675,0.018726289148939135,-0.017416395749511347,0.022384609965692293,0.030871214727340175
SEMA4D,-0.008939311183743283,-0.03551500826915403,-0.016185432626831038,0.03830076226624736,0.02557499589339557,0.00957231410246749,-0.06689347754730335
TRH,0.06913627491329288,,0.018811524195303082,0.05185309604513885,-0.015057152717250303,-0.00678513093414335,0.018207115130095465
SEMA6D,0.017458240066186747,0.009108527656692015,0.012656091119259638,0.011911978828089762,-0.03260563692375852,0.017266337856706827,0.11837398437721378
CEL,,,0.09835447007217775,0.027320258481577608,0.08428754791927454,-0.01968441919792367,0.058618197552438744
PDCD1LG2,0.018581779587942254,-0.008900456692561448,0.09068909582428777,0.012590426728230608,0.1123037111873512,0.03051388684428987,0.0178386996283626
SPINT1,-0.03273703765509064,-0.05447492045116252,-0.04222628419618276,0.061290793060313195,-0.035674561085098436,-0.0063663366168905285,0.05894819199570858
CTHRC1,0.008725918667537566,0.08404359965162529,0.11647781038856751,0.043573341809255886,0.032782728982047184,0.016285233300388592,-0.010947858358329914
PODXL,0.020103713625395522,0.1068275099929143,0.007072212778664248,0.0721548729510455,0.0344952210848057,0.0507535830464123,0.04243637070696819
JAM3,0.015832143152858955,0.08579026841267977,0.0049803156258740626,-0.008979373932091536,-0.04121658485124737,0.02265263390850366,0.02291586469726671
TGFB2,0.013293046722629877,0.11250489159363827,0.04002193179103018,0.0681213538570303,0.035278240616694295,0.03379368945388505,0.06696210544647628
COL18A1,0.06686662281908509,-0.008649140288262459,0.058231089832479405,0.007725538932647227,0.018275165583325134,0.021762023094525226,-0.0597580110856553
NODAL,-0.03924395631290511,,-0.024494449659948337,-0.021639543726115717,0.08653286713412825,0.0583340392467804,-0.047644426367868316
INHBB,-0.01920002652688399,0.06191552130750635,-0.009580653013576407,-0.013861075502461209,0.0012343263870794557,0.07310450914325556,0.01399375052741693
LCN1,0.05360443477862063,,-0.026053806433911513,0.058726581503855714,,0.026887050601780687,-0.01604220261817766
ARF4,0.0349851499667954,0.029350409861231237,0.0877389488010463,-0.04030280491709722,0.0488706020357682,-0.017297986622194353,0.0027931748327826686
CXCL14,0.05314025088936146,0.023824050536939635,-0.05437195681953267,0.025024707796616433,0.08041987466500464,0.06380688870702353,0.031532832314281084
LIF,0.031564914894538,0.08618896770220881,-0.07453988847360485,-0.0007013033296317604,0.036058625636304104,0.03021519556352621,0.06111910673136687
IL17B,,0.19723282445724563,-0.02267232357962498,-0.006769080420077275,,-0.019009428513934855,-0.01813791551010409
MMP1,0.03880721087750494,-0.11372493557848216,-0.02367737183120937,-0.009081535578044428,,0.05522588189584123,-0.04059126432235491
MATN1,-0.025076984841005023,0.03576456445737071,-0.03278321425396569,0.11059394802617675,-0.018264149279675408,-0.029058886880628777,-0.016529264537114684
ADAM28,0.034890414523313935,-0.04272627470280903,0.013585362424279547,0.05813539993859429,0.047085407013766664,0.0013932404058827823,0.0060951961265406146
TCN2,-0.015825962543791722,-0.09860418244016193,0.06331811589404834,0.08162953972459913,-0.02174337275657101,-0.005141502219348687,-0.010544000939198751
THPO,0.008214935381871482,,,,,0.04928693867116886,-0.02477060575622083
CUBN,0.04844216406792749,0.004231224172976094,0.033373004003028936,0.008544316132845191,0.031146546633329213,0.014031717475956277,0.037312657219966065
TIMP3,0.0215716442315594,-0.054610608979576536,0.026842704158822814,-0.020424451557361178,0.019013708477550347,0.023092085178006223,-0.050173125043520644
PIGF,0.02047367150066545,0.06297851220587533,0.07288842288051436,0.020809775024294357,0.023324185937497365,0.03964746468828358,0.028819637803299145
CRH,-0.006876782781560922,,-0.044294972846032774,0.07076245695438749,-0.03078399461746658,-0.023854971866372643,-0.03620169827917129
BDNF,-0.024667832709156012,-0.04667599040353205,-0.0029892066640598335,0.013892902717020362,-0.03913109849384732,0.05141709637223126,0.10638152050143035
CCL5,-0.014994772445359777,0.05085675137936387,0.0018518073603883494,0.029712108547195904,0.0435615406287606,-0.006043956191788585,-0.07437468441187929
GAD1,0.02448473008450422,-0.007251460831119606,-0.047329630413021614,-0.025574372420471093,0.018643412303891067,-0.013259648340329756,-0.049583815601770276
COL14A1,0.07581694648286366,0.012836177547626152,0.013597858200218166,-0.014727645909009242,0.026674776713474495,0.008163760761757226,0.04306691949491173
HLA-A,0.020529123552179108,-0.13837220734993338,-0.029803077643330816,-0.011960893499575123,-0.028270536564163194,0.06372442337623296,-0.023180558619915474
CD5L,0.04017055236510917,,,,,,
FGF18,-0.020247362236198767,-0.04047097970963495,-0.02680411722734896,0.06295365217343635,,-0.023892914144118947,-0.022691696344689906
ADM,-0.03089441613148191,-0.06496910803054443,-0.06006018415205481,-0.024034228271251564,0.02203326170032713,0.046275209059488856,0.10326834650746157
CCL15,0.0027009988527790575,,,,,-0.0010297203807472304,
GNAI2,0.07486815912383166,-0.13802038688004276,-0.015740866142752635,-0.03276728397768236,-0.004642443011487765,0.01805706063542151,0.0353344848794018
HDC,,,,,,0.014459985133767613,0.012993239809720098
COL11A1,-0.024599499132079396,-0.0543402358913315,0.034997348018645645,0.03731721310337622,-0.0016238208694115317,0.017682644258623023,0.09421149249730906
NUCB2,-0.03453785225075094,-0.006035602986456132,0.015624930951253876,-0.003237221610934889,0.046074848670964466,0.022973366412239224,-0.0707580127698129
FGF16,,,,,,,-0.016287434033939042
CXCL1,0.03214174748545427,0.08231245077617175,0.008220980093688409,0.05431211245635173,0.04744852815498383,0.014079128759538642,0.05074276389397619
VCAN,-0.029344765186421547,0.038490326638184205,0.018397720136006917,-0.030596288001338963,-0.001969590407031877,-0.02456383390256003,-0.021642339809913248
MMP7,0.03864765140890524,0.009169522337365121,-0.009739136367464929,0.05953667318577939,,0.014071092868227908,-0.038926713011493724
PTPN6,0.04135905690272364,0.00492404042249561,0.024711956859442708,0.04048942490473473,0.02039908949050914,0.05136535785077483,0.01852572952598323
PTGS2,0.0038761649307907254,-0.05501673637741813,-0.04783069471867655,0.004039808965048727,0.021724279258946693,0.04294078039575834,-0.009650510093069817
XCL1,-0.0245214582009475,0.03404877189134741,,,,,-0.029416807986991932
CD58,-0.012957573478438324,0.09573463761718864,0.04737522266315228,-0.031484828402385215,0.08474077322970106,-0.029432832721532996,0.06427560297246777
TNFSF14,-0.010246332867114797,,-0.021441883961792897,0.0476260656037359,-0.024470343202507263,-0.0323098519392512,-0.010589439941973018
CNTN4,0.059118611452901176,,0.02957110260248108,-0.013032207764971389,-0.022920094609040563,-0.023497085832338758,-0.04595262742241659
INSL3,-0.021966700891618215,,-0.023846049165022826,-0.020187043657136867,,-0.02837355997065976,
BTLA,,,,,,0.018174257346483823,
MFNG,0.009634193879560644,-0.03202387577471967,0.038134905175394446,0.05634903025165036,0.005038249483204524,-0.001786806534488389,-0.029748340211509756
ICAM1,0.015842298377711,0.06807848515768226,0.016010744601412323,0.06456963386432707,0.014615155428600505,0.06761726194853554,0.05673787120142783
PROS1,0.039654972209269605,0.024577373080591505,-0.001460658300951039,0.03377741358601116,-0.0008541297208771193,0.057276681273227485,0.052390587469291997
CLCF1,0.07916848133472301,0.020755662456022235,-0.026757137309526016,0.04893596141393227,-0.05440794706531107,0.02373170451510832,0.046540121173462866
PSAP,0.05174051756268326,0.04819339200886084,0.009231766574919174,0.021633437516544347,0.07592734162867432,-0.0014159519411955505,-0.09144634663250124
EFEMP1,0.040143476084455954,0.02188189196683648,0.006532008453146669,-0.008893337015416971,0.05304485128589114,0.03276479756710638,0.08649724722424063
C1QTNF1,0.059536304354662874,-0.001435042504215674,-0.038330293115815484,0.008722361582301783,0.0371442807989039,0.0026937946904767515,0.11460226231851658
ALB,0.007034706256233281,0.05539744842756237,-0.03534791961070013,-0.008811201170389405,-0.02846635694758722,0.02014856482830958,-0.02340246056639094
CCL13,,0.014408122914864934,-0.015916975021393012,,,,
EFNA3,0.0073746474288844096,-0.04174512857665591,0.023788502839766135,-0.004504188107244401,-0.013222094189591095,-0.05748939921945838,-0.08450825838341686
DRAXIN,0.020223959396448315,0.08982670170590465,-0.057505290449607165,0.040919789040022664,0.01039503347039441,0.05913575706676285,-0.004415839086274613
RAET1L,-0.017112273332687014,,,-0.020435798611043766,,,
NPTX2,0.04389537686749383,0.0773569995221731,0.027660527089902787,0.07001157380431293,0.04241300587519494,-0.06536220596181941,-0.06496993231900541
FGF11,-0.020321361564701088,-0.017187426025151626,-0.004688428712754286,-0.027239377630322158,0.04370951259421896,0.0056883732954343905,0.030573820256162038
CD59,0.05919557147495788,-0.013188605375491519,0.05784064030616039,-0.014943143361883671,0.036475778821127895,0.07400354410367407,-0.10651907472345247
COL9A2,0.021119365486841114,0.08505145437355373,0.04067391697533097,0.045828185534797984,-0.03864960771722415,0.02820946837522525,-0.022712084728581043
DLL3,-0.017180007481934143,-0.021507451044000557,0.035522976200220616,0.0284871346987933,-0.07078477642699164,0.008947440144894701,-0.017532525674811117
FGF5,,0.06481564020347569,,,,0.016073624919480695,0.04826227097499533
LIN7C,0.02679594975806052,0.09810466798882418,-0.008495687511419757,-0.05788625213246679,-0.029232316651261935,0.07921704943551493,-0.031403788899375666
GDF7,-0.040354979884745484,,,-0.017518561832788705,-0.02984317754294442,0.05208467094452823,-0.02526717288101674
PSPN,0.005014809870720758,0.022429578086897474,-0.01999676590331302,-0.02002536257554574,0.011674137115338086,-0.04093570450579302,0.0426796828239853
ANGPT1,0.026659572002410387,0.03817100799610292,0.052367045378024925,-0.027548173518375386,-0.0005062817393815043,0.006305450488115841,-0.014871344883502936
PNOC,0.01198504942351247,0.07104456177514289,,0.0033070307516425107,,-0.014521576911527966,-0.08770002784873078
L1CAM,0.045790456666471004,0.1429457348904868,-0.02505161667379912,-0.026225750468014127,0.07298305783396529,0.0508985266302065,-0.08112740798140465
APOA1,-0.04564953549232108,0.02290396665193987,0.016494341644534147,0.04927893729097685,-0.02519470914490863,0.0580586310211088,0.040052576735832596
PSEN1,0.0596108216660703,0.01864671035530433,-0.014059449156093288,0.06270243573453438,-0.0015892425499053054,0.01611443580862502,0.03966396742462497
CALM2,-0.020084606236172517,0.03623114762726694,0.06248167480056542,-0.022907451868555955,-0.030378196723089734,-0.0009427607075737273,-0.09037803058406677
CLEC2B,0.034253986596119,0.051812442824427464,0.01820432903995469,0.026253945309272,0.021008086166641023,-0.033795528136993734,0.031644254030916676
NTNG1,0.024616106522895472,-0.019203546358809796,-0.04373356651012721,0.03831399373622197,0.029200192710272903,0.03942011148269969,0.033640846551882424
LRIG1,0.01967833791360156,-0.0042980123304601475,0.042658546599278056,0.015961600534831474,5.7923682778134765e-05,0.02190222760756895,0.03363828315542452
CPAMD8,0.11471806008884357,,,-0.019680689411004246,-0.03661812809150623,-0.0015668174964553038,-0.01791631933810107
GHRL,0.05534878135193908,,,,0.04884647317963635,0.0010962557581203382,-0.015793421916627866
NPY,0.042613544414637904,,-0.01059870459394553,0.0860201357893176,0.006825896382862407,0.0243785240993827,-0.022452032873600817
MMP2,-0.021462081900334017,0.029896180380583746,0.017967710348459166,0.11056713687515786,-0.005189059425247252,0.04605175318380512,0.01525277866341659
PPY,-0.028854674503860433,0.010735735467221714,-0.010820979021596452,0.04094031353875317,,0.08961632725252465,0.08361915721946835
ALKAL2,-0.03209138062614179,0.054228936782227996,-0.012796030632083025,-0.008374308274158278,-0.03221920773742024,0.0015237676723605167,0.02082715144821645
CSF1,-8.388881359271794e-05,0.057947118959431096,0.02190579822803713,0.04489636480381269,0.0732705367580511,0.09108391003335684,0.09868388960279251
SEMA4C,0.03249744656055212,0.02735214804233054,-0.026413056113661185,-0.015558222635073808,-0.006590672929810143,0.07572822431994689,-0.009969753305465425
BMP8A,,,,,,0.12354955928395606,
ICAM2,-0.001427746808172651,0.0031783209135752707,0.0539952300182007,0.026234977261255128,0.01057884855552548,0.022394413725216084,-0.05691618472564353
SYTL3,0.0299838947472992,-0.00024122555883423084,-0.001757963475144269,-0.01638412633721611,-0.05285091965817432,-0.034036180952550905,-0.020951148080329527
IL1A,-0.00811672851433092,,0.004984662807384266,0.08890842039494254,0.010677003657453001,0.013321766554912783,0.023546114604223605
HLA-G,0.0007038072886256235,,0.040675460703611006,0.08488028952744917,,,
PGF,-0.010319343454471832,-0.04659195411027804,0.06289673717152519,0.046351883279594615,-0.0010057977388864177,0.07064132171173783,-0.0680897818983275
LGALS8,0.03687449032746374,0.10104757361036429,-0.004278134314346762,-0.027041210894440934,0.02391602793246328,0.06459142034098452,0.014556023643788473
DKK3,-0.013401957539068988,-0.10829681654069975,0.07603312806636113,0.017362226436817722,0.03330526806888304,0.027714856364440123,-0.13443547749806214
COL16A1,0.0016901460629131565,0.03399715988907914,0.07629637048692271,0.013674749977134195,-0.05311717479656812,-0.002365514212101186,-0.04158769988251003
TPH1,-0.019334157047856862,,0.011566491816141495,-0.028714863289535375,-0.020146368930335178,-0.010780666070248014,0.12011748277674301
TNC,0.02406747266831647,-0.09148334639342512,-0.05355705753264153,0.008049169957558791,0.01251150726014787,0.04814834053440313,0.05605551599891053
