,MGH258,ZH8811Abulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
CCL28,,,,,-0.024004906998578854,0.06674456283315855,
PTPN11,-0.010536924534291668,0.07955614385790509,0.014905821955469424,0.1291226798031733,0.02550596498835651,0.07556369602835127,-0.009419455233481693
ADAM12,0.014636619484469038,-0.035221646612945794,-0.025955293948164117,-0.008581897394551383,0.06091079828872628,-0.016153569826760368,
EPO,,0.06708168681150495,-0.022600214534911397,,-0.009101082911755362,,
EDN3,-0.007655921490588543,0.03936144254885528,-0.014130771086073773,,-0.008382878031406327,0.006994618940949478,0.06453458075993151
CCL22,,-0.017522523264746286,-0.019830704406314036,-0.03467144384554298,0.0478632138180489,,
CCL2,0.037331840601536916,-0.011519887577590572,-0.06993921522105838,0.006717134601197567,0.026878420189232564,-0.011787681591144268,-0.05332312918437046
DSCAM,0.028702952125238268,0.0076747166368225815,0.016461205585460617,0.02066783766169311,-0.017982973513400263,-0.04765430250246248,0.046975546890585425
ANG,-0.011010499345735168,0.05316710034109294,-0.00848832273104632,-0.05790708220837,-0.022567270586541396,-0.006545703504937479,
FBLN2,0.11258378777729697,0.024343518654139903,-0.009551446831537082,-0.016989145046282038,0.09625496940480358,-0.0026055897431632525,0.10148937573657199
VTN,,-0.017697221631387296,-0.0292642274720951,,-0.030994696964263685,-0.029241164490105713,
VEGFA,-0.011309388529744571,-0.004908564210232714,-0.09186574599679684,0.06305894556183009,-0.06235033578863488,-0.10681383574772318,-0.024818120754158523
F10,,,-0.00836949727501274,-0.018866694543343134,0.06317537762728843,0.06243547301011327,
SERPINA1,0.05503224338398309,0.022789368906307107,-0.053756686577545856,-0.0895044599038802,0.09425513689893149,-0.014099631142744337,-0.0053202856679116055
VWF,-0.015514660976919894,0.009541985643314,0.0065270314821294995,0.008908685805148883,0.008805271890184384,0.12443516957670982,0.0498911584874419
GDNF,,-0.027982888657333647,0.04050070421284639,,,,-0.03642311334636905
VASP,-0.01653504760331844,0.027583681074616718,-0.02912468041028509,0.002449232432969723,0.013694434066541559,-0.0016086785974751543,-0.002487615835299345
ADAM15,0.006850516802603167,-0.02346713883196833,-0.03795321511623664,0.03596536945630274,0.020043416684076856,0.04800521670769481,0.014007984196718413
WNT2,,-0.019204140303573994,0.0021306227535023265,,-0.0017400229043912508,0.028956389023583443,
CALCB,,-0.016807135298247962,-0.0353025181980125,,,-0.027789853437113845,
OLFM2,0.055510624050700896,0.028159511262220903,0.05448213629963299,0.004117097168836678,0.0026331044797351616,0.03933571171402243,-0.039675871018592185
MFAP2,0.023616965547829608,0.021745274035939142,-0.021894826821970713,,0.10684853727752151,0.012483916247267713,
HLA-C,0.0010168510308735108,-0.04739911137024156,-0.07584922073945984,-0.05634878456017917,0.015210000041956155,0.03361756192973036,0.038204053471743056
THBS1,0.009500968356780605,0.02581117998308778,-0.009398746653605468,-0.02232243017090773,0.050798053432783825,-0.053081586209527166,0.009982376064833372
HSPA4,0.05059980908172418,-0.0018788070184411075,0.059169598364583686,-0.05660420803641088,-0.009391595505385928,0.11333977120988502,-0.02457732655839283
LMAN1,-0.034776141436283624,0.029128373360392517,-0.0793101732677744,0.06607084778808792,0.031566158752508,-0.0730654850688139,0.044234982223616104
LYPD3,,0.04879567905001252,0.027171357209477488,,-0.003932144462618565,-0.02627216899172146,
APOE,0.016750021517194798,-0.00855981615296118,-0.03083773667420636,0.14961526640014505,0.07429179956197707,0.0211290025296626,-0.14968100977857243
SOSTDC1,-0.018679889729507643,-0.018115762786452876,0.008287091205819308,,-0.032086382276351404,-0.007073170163517666,0.03729750167874519
ANXA1,0.04864101811625694,0.011833731828982827,0.005336832948223828,0.05130881214137131,0.073999775800394,-0.045837984663415314,-0.06538861342771138
WNT2B,0.034977258977048266,-0.04119940021757854,0.08013502615818445,0.22760976804251395,-0.018017220825547672,-0.052644100262962804,0.016741060208365285
AMH,,0.06408806737706824,-0.026118324742416398,,0.02892051827274774,0.0274499481406401,
GDF10,,-0.023873653691154042,0.006596008636534746,0.1568121147297295,0.09875215367839932,0.007286447734576242,0.005117044529859998
EFNB3,-0.0024228994793069314,0.0011315170357167198,0.08303381473867413,-0.04931494784339801,0.03637361603426354,0.021716750443298943,0.0051497010503381725
LTB,0.0321911021410364,-0.01580993178697814,0.015001847363341996,,0.11276380872226643,-0.008136781610903667,0.01815367859326819
ANGPT2,-0.00017506548006283914,-0.028727767834257605,-0.026797372872415598,-0.0785525397205818,-0.0077292380840287625,0.052460848007967985,-0.008429896807557279
NRTN,,,-0.020123869402634213,,,,-0.05938941983784863
ADAM17,-0.08348625651295834,-0.02723490886523675,0.006558209280264838,0.048405677934446716,0.0071214484862962375,-0.09843954005730962,-0.03131413406989732
LRPAP1,-0.025883817019265693,0.0001977490143983757,0.05752240705396815,0.07103698713488467,0.043661773832493,0.04259251273736339,-0.01773558108234686
NID1,-0.008647574493456345,0.032436889924640895,-0.03804804987017621,-0.057451167493444,0.04219523164967093,-0.012546572648183379,0.051839789530921665
MST1,0.018726946026231116,0.05217916068601505,-0.040196833550756206,0.04634792745510979,0.030253031616616053,-0.05834915781668898,-0.007421809126500358
DCN,0.006514972104843158,0.008036441853085377,0.022885603624083106,-0.031524780936431115,0.10121672242159621,-0.006757631160772129,0.12983675289494495
IGFL2,,,,,-0.036593761460179286,,-0.049364573276489083
COL7A1,-0.030156830586898963,0.031426468744639925,-0.011221795810540086,0.06265432626182604,0.08888357031929799,-0.005433274801972265,-0.0019725407473043855
CALR,-0.02938800529647464,0.019648119977605124,-0.03716317509397606,-0.03879615299319126,0.06369081305041398,-0.047059078609929986,-0.06546781139466117
PIGA,-0.05351377435606582,0.03404835418511403,-0.03407406351327901,-0.008101824449564017,0.028076099580621745,-0.027114116258091164,-0.03428674423192086
CD200,0.035494598960445586,-0.020548284984897563,0.03347950520446476,-0.07200982388140448,-0.0073732795948382055,0.08005197377224836,0.14213584260677428
GRP,,,-0.004804504219136492,,0.04048465097545089,-0.026955595978503454,
CDH1,-0.04279269973208614,-0.044496201982467766,-0.007853178612416904,0.011512091125678985,-0.010067024989226434,-0.03904005179090606,-0.007288668388273326
LPL,0.01024208611305281,0.03553736252589632,-0.0423861767409858,-0.009592201758437549,-0.07402545032227108,-0.1323582227749101,0.050290364009939706
SEMA5A,-0.0461560742776141,0.012385722908172187,-0.0361232782683053,-0.009077657789890064,-0.029102662233881173,-0.038869632340516956,0.045481052534573636
SEMA7A,-0.030065696132715047,-0.015796235457655326,-0.029611756668975198,0.07252402752500461,-0.0004498770153242769,0.07450346614833508,0.06199043530810201
SEMA4G,0.022558279652192887,0.008094064761716842,0.090378638482879,-0.06586730860927079,-0.02469470303286785,-0.038913297172661725,0.02304473717614137
SEMA3B,-0.08001549883151297,0.06504855590205813,-0.027537123604412062,0.07624610283957389,0.1634817984819721,-0.02825090374205959,-0.11458427572384967
RPH3A,-0.040250838936793744,0.017596288160728328,0.01580546160350912,-0.0737704644460695,-0.04579039630780963,0.09684977079600546,0.054694990291449856
JAG2,-0.03005876979280604,0.00660489171984968,0.054238189175227484,-0.03464463332795959,-0.02794283212254704,0.08948824368942429,0.010746839412110977
CGN,-0.005362000000951742,0.05835207965015512,-0.06611725138729452,0.019304139235860572,-0.003563804363207361,-0.032211371897339816,0.1427966472009724
GDF15,0.03145617910777574,0.02904987661188488,-0.03655923151341864,-0.08275868111144748,0.0805814895406225,-0.0631176491387559,
SEMA4F,0.053619356372925926,0.04598135124750638,0.05020647108230896,0.04396784033847306,0.04640279162044322,0.037927092530182505,0.008945950469788902
NXPH1,0.000658830949968769,0.020347928377907713,0.011759926635087022,-0.05618613051850284,-0.054358724304174925,0.00551866860301106,-0.051321344149795375
ARF1,-0.016436138070357965,0.028174666719359136,-0.008873309232266605,-0.10407515887159835,0.005670862315595633,-0.015618725823397822,0.09916061273547608
DSC3,,,,,-0.02552723134357702,,
EBI3,0.021198637467510488,-0.06733240730178505,0.0834221845834454,-0.0657537169322516,0.06233723792236229,0.021840476828342135,0.10368783172224545
TIMP1,-0.0009217965073888096,0.05519771920759129,-0.06606292468153219,-0.007726558321070988,0.11331180665098861,-0.07055542474871529,-0.03470419656228916
SEMA3C,0.01351586278855714,-0.07240684263015523,0.026901192941777896,-0.020970726958125678,0.10085913386173052,-0.034296118708728715,0.060415031671963916
GNRH2,,,,,-0.027662234222787595,,
GAS6,0.031068227994262176,-0.011289063576940149,0.025509700244226552,-0.03336950098878046,0.045394121911247344,-0.0017982082743311484,0.19248019332175906
MEPE,,-0.02679371276328663,0.022930428104031238,,-0.035274596873984335,0.06462815290869928,0.08446284786114984
SERPINE1,-0.00037315471924237784,0.0032408322275434202,-0.014613361563768905,0.027207238728830095,0.042678577584497966,-0.12329803226726582,-0.0555919676719185
RSPO2,0.07647777291940346,-0.02164948721798203,-0.03009056213588337,-0.056568013292261896,0.09903344905331339,0.0481572920473506,0.045044632901033166
SHBG,-0.022172842566749153,-0.02319835602288853,-0.03202899933292108,,0.022676489095901666,-0.032564479125806595,
LGALS3BP,-0.009815218338128567,0.013166745721018136,0.012725620637500674,-0.0037545385598826073,0.10569960340646914,-0.0427512705643632,-0.009655388966091508
LAMB1,-0.053668047270141024,0.016683580568797284,-0.06519562182909992,-0.09080542676196778,0.11648949682276397,-0.017314317359247686,0.03727306044300177
SPTBN2,0.00602048615940567,0.050565081250793585,0.06538190297799393,-0.07956039641969616,0.011819144635128979,0.09614798281428015,0.048263720236155265
COL1A2,0.09681480580419564,0.018794202231544255,0.009976811928921468,-0.09314928343648414,0.04638986590456889,-0.04326294561116268,0.07205544700696047
DEFB1,,,,,0.08936370233901501,-0.02239523981558522,
WNT11,,0.042934271470389966,0.026274246356530074,,-0.03387783169767556,-0.020105759611295664,
LGALS1,-0.02838653348668887,0.019369618755408723,-0.049814507476195515,-0.02926628849586738,0.005770278015409281,-0.12274994982619859,-0.12093605686222537
BCAN,-0.020733477378118866,0.01800390236479871,-0.024033915560256403,0.07755590566334254,-0.02366966267814969,-0.048651089316965414,-0.03847198141972252
ANOS1,0.032729438476784126,-0.023412725511179212,0.00857473624336945,0.02656579410143699,0.009848747202014249,-0.01522478886346259,0.028456438303459064
EDA,0.04051068947697952,0.02340811176618795,0.008178247934048182,0.018106882900419972,-0.01109576081933524,0.025713945962375438,0.08571954681831882
FGF22,,-0.02360552060152109,-0.033881468567697935,-0.043430629026574886,-0.012903832926624956,0.009423406424626135,-0.03851607462578263
SHANK1,-0.02352329919319899,0.038309021308395884,0.03767379988770925,,-0.04550990653369301,0.05438674300994022,
NPVF,,-0.017522524439266413,,,,,
RAET1G,,,,,0.14022422108502822,-0.01851645360568301,
TGFB1,0.04324037826857733,-0.01195241611267746,-0.06811934305946336,0.027211878856437454,0.08371074138038434,0.09981908055352227,0.042291413008562456
MSTN,0.028234853552195592,0.046165887491271734,-0.03424147680555126,,-0.026456862659565223,0.016630779152220557,-0.051648527201444805
WNT4,,-0.009052166356428913,0.03639204018269885,,0.13915665958227522,-0.01697533693220338,-0.04616984696230429
TNFSF4,-0.03221412789238046,0.06892742217985269,0.027350669149709208,,0.0766128896961241,0.010963995439521609,-0.05385030130938685
NTN1,0.028007314989682747,0.047816722433043746,0.04141994467786121,-0.07218400855832217,0.047017655559801266,-0.10718657568286477,-0.04169162090652865
CXCL12,0.04319820156664901,0.00283954461952808,-0.02825577634444779,-0.06440481599689896,0.05813063070771295,0.06267128771335438,0.018605181998078573
GNRH1,-0.03033272865027925,0.0639448088234068,-0.031838584384436354,,-0.03775891837844411,-0.025395932488691025,
FGF8,,-0.0264280574405104,0.05735548532647595,,,,
RIMS1,0.04818262335459271,0.052272862174111125,0.05317256999713044,0.009591850387736777,0.010421955262045387,0.06358777132288426,0.03033980483304104
FGF14,-0.012360502845257415,0.046049692224228285,-0.021352269016252104,-0.0446185814180616,-0.034166554488241456,0.036123360428357586,0.11560755632704431
IGF1,0.015741822729840867,-0.03690858459685591,-0.0015618438616207104,0.0065777751350361855,0.04895037250396445,-0.05303459357997148,-0.08085016297766502
TNFSF10,0.06839936317795547,-0.024709530906898165,-0.005563724116825478,-0.04735175062072405,0.03433277644953691,0.042587015292552585,-0.021948760534995747
GDF5,-0.019736366908523102,0.014877595826089367,-0.031077959786437268,,0.00668117670886839,0.019255002867804762,
CHAD,,0.001807707371249218,0.03057458289871196,0.06592564522871558,,,0.022974261505080952
RGMA,0.009022247843044834,0.014665109093067579,-0.01801884500142599,-0.059246863207334424,-0.04631303302545113,-0.06444707578295443,0.030255256469679113
WNT16,-0.036792025597177314,,0.05781078309847346,,0.019410607742080976,-0.028117726137302172,
CX3CL1,-0.03598625104998814,0.0328462153701157,0.016819339557172092,-0.07690079895795446,0.0415978226249485,0.06526923284565027,-0.04092433061529913
FGF1,0.02411043180176769,0.028041577292697826,0.03246368854482438,0.09923425071965743,-0.029108248640785178,0.08439413856864547,-0.1498384116309114
ALOX5AP,0.07820787127359806,-0.07198384354415954,-0.034086527262092,-0.04565848368201508,-0.014616715685867773,-0.07075954485161354,-0.07019024275857577
IL1RN,0.09116930906603381,0.013872231975149725,-0.05607094840212484,-0.05390279402745864,-0.0031869612526737407,0.008549841912186476,
PCSK9,,-0.01528423246023697,-0.019533356318405776,,,,
FGF23,,,,,,,-0.05312492309191864
NPW,,-0.013392188448118732,-0.06806516590230145,,0.028844374764998192,0.0363724848095395,0.0742210245395762
CXCL9,-0.04298883563953204,,,,0.04602211574720329,0.08821756993815263,
ANGPTL4,0.07301836308310246,0.015183663003647346,-0.07923828227418137,0.06475284327105874,0.04942918571132762,-0.09837181820455948,0.005995573492739545
UCN2,,-0.02642806189023781,-0.022072595480891456,,,,
OBP2A,,,,,-0.013554439950275088,,
COL4A3,,,-0.03087102842894469,,0.05748565866608673,-0.02219589773126129,
NRG3,-0.031878945634714585,-0.05849174649888945,0.08749168365881126,-0.03282047405757669,-0.010403167092771528,0.06273315852552278,0.08444802353831322
IL23A,,-0.015284227128456156,,,-0.0201932670649806,-0.024857482983808844,
COLQ,-0.032046897125573626,0.02887653659409761,-0.0009124053963776022,,0.01832402694155516,0.00024110711164649902,0.026649517440890162
SCGB1A1,,,-0.02260021439887729,,,,
TNFSF12,0.014945539033963185,-0.03524634765969274,-0.014835381774189206,-0.01731741706330076,0.0376191993719509,0.02473452643582889,0.01142916406678842
DKK2,,0.00561111452448238,-0.026013839950322665,-0.05446559211555742,0.09386602943164049,-0.03138861119343279,
FYN,0.004714568466403348,0.014270344032974629,-0.05205510228088711,-0.03617674510441834,-0.05094445825684462,-0.028639394511094225,0.009186667078326317
ACE,-0.059036059726371354,-0.025991105777060142,0.058713210258238155,,0.047170253337106734,0.09327297967182889,-0.05312502655817818
IL18,0.03715917258797174,0.008637447140758618,-0.01543155688176134,-0.027278185230184177,0.07450322099943546,0.027197385025832767,-0.005067473309096545
PPBP,,-0.018714066257471185,,,,-0.020752739027838626,
CCL27,0.003859908190577503,0.044456843419727624,-0.006818302911037832,,0.04598484972128251,-0.03840327531028184,
SERPING1,-0.031180527122226808,-0.031082958292990973,-0.07436939737799259,-0.005506819905708495,0.11173906862248104,-0.12075903789003012,0.03250281571131769
AZGP1,0.038447330212877676,0.05880459134925469,-0.02387838303464331,0.02127425636609167,0.11411656905965069,-0.04255114648410224,-0.021872881947988893
INHA,-0.027404120470989085,-0.036689658687843074,-0.04593387395122659,,-0.03938010757940606,0.09640862034666292,-0.036145923904576216
SEMA3G,0.0004374483079763613,,-0.020231545921464148,,-0.039900471176662865,-0.024068570969541535,
OXT,,,-0.01892532570612887,,,,
COL6A1,0.006572918938389228,0.019325275003159417,-0.03955612439802567,9.755641073996191e-05,0.0330986535332058,-0.03036983047379746,0.0398643493132207
FGF17,,0.031836055604481876,0.04477116571020952,,-0.02731729257429972,-0.03153748365741918,0.10990412996597214
TNFSF8,0.28446792894860096,0.08611780124049953,-0.020123869402634213,,-0.03576584551587514,-0.02336927212160336,
FGF20,-0.02890025633647797,0.05520981304048827,-0.021976382350116983,,-0.019935042785103625,-0.01729940495756169,
ICAM3,-0.0795502705292572,0.029213054780719762,0.0686369851687279,0.03755684015494074,0.02243947704270376,-0.020343484705977022,-0.06136199208533106
LAMA4,-0.010502287885565387,0.012495415323284844,-0.05014742663474857,-0.11552993775555312,-0.0019505650765790459,-0.029596932733214815,0.05774669798433361
DLL4,0.04574343169189238,0.017055286731302764,-0.004398574227854558,0.03862740020413657,-0.02144429129730205,0.03918765128071777,0.07696613644729658
SEMA3A,0.08514500139762307,0.01989961649611748,0.019675451800480394,0.025400624575101175,-0.04306344933827262,-0.0873617383167124,0.08630166728132777
RLN2,,-0.014041667616950028,-0.022072593046922145,,-0.03152722041414838,-0.0203234925538295,
C5,0.009472947635449022,0.004444533733484509,0.01958700305754337,-0.016697876403347828,0.03492981736046243,-0.07954585817897873,-0.007289086235557408
COMP,,,,,-0.03894641493556102,,
C1QA,-0.019744025626842104,-0.04839020085197936,-0.013794031455865368,-0.08401090906911679,0.08630069470424089,0.056528336432395764,-0.0626521846497364
UTS2B,0.007222080437012335,,,,-0.03359219108776756,,
COL9A3,-0.014389619196352033,0.02689726915354525,-0.002152096459875887,0.0021627619244105004,-4.019775562978653e-06,-0.0014439855836783306,-0.03214568758936047
DLK1,,,,,,0.01865586478436985,
HGF,0.04208319088206229,0.02357616824076701,-0.04280996109841221,0.028319990442587584,0.023937080253508946,0.007819372982161473,0.04738638626276698
P4HB,-0.03259445007178042,0.01681094860071721,-0.06993411999757032,-0.11562939942483905,0.06650366053537617,-0.09607582755294117,0.05805526449474782
ADCYAP1,-0.020245307900441187,-0.0025388839642888597,0.040619753751259216,,0.06653425404599005,0.039554145863167495,0.06628138782204962
GREM1,-0.0006883781055822746,-0.04617919273083661,0.024078672098145567,-0.02612730569821952,0.055153503823705395,0.02901226994094284,-0.0530991956154426
EGF,0.015979132724068333,-0.017168254524832026,-0.014477254756782989,,-0.05097604067777118,-0.05023391565802082,0.04527355281285661
VEGFB,0.024300276103823633,0.035405240579465334,0.02334477773125248,-0.062492013937320234,0.028167697477508493,-0.048661166735027316,0.07485810167484815
FARP2,0.027803501722442003,0.01519893475867238,0.035425161549460724,-0.044490700516836394,0.002781184655020421,-0.04533521701534481,-0.011089305432150696
IHH,,0.07599043088904991,-0.02180428239475169,,,,
LAMA2,-0.01694859650601341,-0.053428474288324986,0.034725515643025284,-0.057126958925676,0.11028344867252375,-0.019461380104949192,-0.0062442549723605075
SERPINC1,,,-0.02153282633892779,,,,
NRG1,,0.03332000569334905,-0.01369394182925536,,0.0936910602973416,0.04548115702337391,
SPINK1,,0.009975192409769023,-0.026468176709473795,,0.034133291251774556,-0.0198518692372462,
EFEMP2,-0.007783396008817476,0.008275695460231497,-0.05638107678877737,-0.04809276939769122,0.07483547250829373,-0.08642021842155977,0.013291799108722163
SELPLG,0.019896827306066376,0.02773559433612322,-0.023803351845460122,0.014577671053002103,0.06537482241938798,0.08717326825138343,-0.048096843097026803
GDF6,,-0.004506404009921479,-0.022198298608653456,,,,
HLA-E,-0.01700714602092048,-0.07672754610709574,-0.07562260968247841,-0.07414835189538058,0.10279833738071663,0.042607925827476065,-0.07779933531944327
PTN,-0.015164296547244811,0.012591759346290574,-0.04287014854236394,-0.027199913162619046,-0.06354301537648716,-0.10065139552510281,0.0847446244419504
CD274,0.009336707638172374,-0.00944376416141655,-0.01902891440623683,-0.06440490289323475,0.016220730144775417,-0.027699571092259928,
CD14,0.020760844769420927,-0.03650205620586166,-0.005130080629406755,-0.017997161713285255,0.07263271042398523,-0.07928310908599186,-0.019373123864542412
SFTPD,,0.10266053390169104,0.0533311193729316,-0.04477080685150115,0.0031939481428063504,0.0007383337345486454,0.0013842361843061513
SLIT1,0.029123788081933874,-0.07501255982738816,0.05233350238374076,-0.08157306878758769,-0.029158475415416944,0.09643922179684575,-0.006746785372685927
CNTF,-0.02374160073225963,,-0.022072595480891456,,,,0.044669297814608225
BST1,-0.028781448442872243,-0.013842307140276223,-0.002470059738969044,0.040400987561603215,0.00844384105944142,0.00761010907000738,0.04124782901684842
AGTRAP,0.03021915765384992,0.05764971841241286,0.00028320682681400467,-0.013645424791115088,0.05834373895531687,-0.012148630364247804,0.016331735395201764
LAMC1,0.04848282873859439,-0.04581077943952201,-0.057620666837432874,0.010017130215033648,0.08300940088433953,-0.005287883776320534,-0.0774613306812023
COL6A3,0.013146318454540529,0.028934187852430713,-0.02566322772455356,0.027173028532546255,0.09408158912920575,0.023003568999323272,0.07845038565655524
FN1,-0.016514918316741567,0.039333677354905075,-0.031662499276615116,-0.041732616409505,0.010130420794155224,-0.03850960484228854,0.14342514670171924
MIF,0.03706475917785722,0.04986062439781915,0.028699452224517842,-0.03337646052845752,-0.017314323062481835,-0.06091815499083455,0.06272982639401242
JAG1,0.031130529923279648,0.004685441652038615,-0.017568603740768598,0.029405591311896316,-0.022086998980449874,-0.012675173271624615,-0.11639815096771762
NID2,0.07624127238107363,0.047203183180451316,-0.030155248800244835,-0.03951837485450101,0.02409855586601269,0.013096972721540237,-0.08005801383934975
EFNB1,-0.014054471333172005,0.014123102305956555,-0.010031713281411876,-0.02365533663506681,0.007195882622755834,-0.051003848394108736,-0.05993708360967563
COL4A2,0.031651227145628597,-0.029783360325342928,-0.04121450298350951,-0.06786866479598858,0.018355846581783034,0.0198240204804001,-0.025421075200248774
SPP1,0.050730624932610886,-0.04573779369402544,-0.06021582998598307,0.10037112897594976,-0.04906585641477814,-0.099724280678648,-0.06145912115232156
PODXL2,0.014146384107156625,-0.012674922611042118,0.0731030148231424,-0.11372463354801043,0.010519844647504903,-0.0019575176947586484,0.14388024959986404
FGF9,-0.021705736825334963,-0.027493812863170406,0.031958413107358405,,-0.005505890150518224,0.0886627245904822,0.025270715185435205
ITIH2,0.006712515208512834,0.04605796784089582,0.018552355501717185,0.013303560133208707,0.1356821286643906,0.012056574084752941,
ADAM10,-0.04156910727039842,-0.012753574744395996,-0.05547600799965696,-0.060173355795441634,0.004111270239716463,-0.07516119945497238,-0.004650046550760131
CFH,0.02510485887675354,-0.024541834994571927,0.009327749462187854,0.04002446044114549,0.05177262359929972,-0.005352669836220693,0.015872169278062075
COL4A5,-0.00979197745330797,0.008745099139402595,-0.03360486799358011,-0.06349721610412717,0.03808594200184976,-0.0841585943052284,0.0050681657760361844
LTBP3,0.06755121919326185,0.02100633982258426,0.014872095048790692,0.06842029108599973,0.0862276856521885,-0.0400861894321186,-0.00023381190463270054
GNB3,0.039979240399357754,-0.053004855774411656,-0.02352062926220162,,0.1406345449390291,-0.014437757522817665,
COL6A2,0.06124118851414485,0.02703339996323617,-0.05000612987678446,-0.004089279905319409,0.051857679534987516,-0.031112429910369614,-0.09811374322239026
GDF9,-0.023303164353449788,-0.028794246583583323,-0.007164579626912438,,0.031814885528600984,-0.0321275128004176,0.01733648810412444
NCAM1,0.03466961013278866,-0.08317622747230895,0.07104127339435617,0.01444247790750402,-0.0805217950941631,0.13265357054047183,0.08619819522936312
APOC2,-0.03639266752621167,-0.018019560823927395,0.03142009234448599,-0.017534177170920696,-0.0005206822732405579,0.013450038447092888,0.005302583296584037
BST2,-0.03803153603878593,-0.04605608046752095,-0.013859793780004712,0.0036648326638794465,0.05281586494902141,-0.0161467631468146,-0.022131362911741583
COL5A1,-0.015401572381614461,0.0006529280885856348,-0.05142413712309121,-0.04735168456305384,0.07658292238359672,-0.0488299255237964,0.06790530756983874
CALM3,0.002776195416906403,0.004229337716211178,0.1400919415326964,-0.05025725877498268,0.06246791980087147,0.1508765005101927,0.1276969985740636
THBS2,-0.060666541088685945,0.015309854186747103,-0.026124810321237535,-0.008443878120618982,0.014012226316831638,0.026842804955682937,-0.10759186044786535
SERPINE2,-0.023904462630820075,-0.005768301569506899,-0.09294845869876257,-0.05310781490819244,0.005273753217230213,-0.06995031403111517,0.005869725574235787
EFNB2,0.018549107369889177,-0.04654657321118102,0.04328235318865025,-0.0977441080071063,-0.011807650942994536,-0.05702372469659631,0.1946598250055055
PROK1,,-0.01404167073203158,0.015521797394279016,,,0.08596993512925008,
MMP9,0.03479405354260731,0.016556037123413976,-0.04004321921294364,,-0.00276763331595649,-0.038825735171039696,
DMP1,,,,,,-0.01966369479288794,
NPPA,-0.033611651088556134,0.01239505543057953,-6.865403343260694e-05,-0.08945420361599704,0.014996676841459408,-0.037677465995428476,
APOB,,,,,-0.02589454663240166,-0.023177366276105917,
C4B,,,-0.025552108365144252,-0.007796616893343683,0.057752969223166827,,
NTNG2,-0.05080775878246044,0.09202264038792372,0.019987552057608816,0.09030440244927104,0.08962949950293275,-0.047984245663888064,-0.01947543262386095
LAMA1,0.037322744623208,0.07412962612985205,-0.013382944062375902,,0.08892389478105474,-0.07104333221082493,-0.005072368678290673
UCN,0.00624307503607813,0.02570018945534378,-0.012586846897433644,-0.04477086158237542,0.10804759711436601,-0.04483244535640549,0.03727079694779062
ARTN,,0.11464216966016513,0.04495633011866652,,0.05399055732830639,-0.03342497529491579,
PDGFD,0.03222406140391562,-0.049777611572782925,-0.003974631654795574,0.04651699523154363,0.039861635177178015,-0.033551455895059444,0.2018075312818383
EDN1,-0.012485489866715938,0.0017145844895160478,-0.007584593474807184,-0.06150618808488711,-0.023491688535078444,0.07106040519621268,-0.04931618560846382
ARPC5,-0.0462459883993681,-0.06346984776697091,0.07324286592866967,0.06262199491172579,0.04712863273446586,-0.08023004301118909,0.03402321008023362
GSTO1,-0.017682689887318703,0.01636993793751936,-0.012732056561776985,0.0834205478131952,0.019600543415339688,-0.009608895371298772,-0.015915492693989005
PROK2,,-0.012201114049859654,,,-0.02360980158576894,,
SYK,0.046680016552525204,-0.042306765245370005,0.07432053932166163,-0.03086343275313435,0.07143758071845711,0.016919175072133204,-0.03244565058498166
CD40LG,,,,,0.06179745512572733,,
ST6GAL1,-0.025621489283413262,-0.021115557194708246,0.023619970382683552,-0.016541135787353046,0.020584859283353647,0.022761695118939707,-0.056872725159578585
WNT3,0.02869834734499158,-0.04855684704872155,-0.0103127240768136,0.06543688102324846,0.04171497442762367,-0.0611782327209154,-0.0734520372171018
HSP90B1,0.025641769491300734,0.006553513307670759,-0.06662491445053396,0.0009340756860527096,-0.027550789515048964,-0.049075518964711004,0.06652902836110068
ZP3,-0.01962025321107586,-0.02264575707812081,0.08979425789079125,-0.0492109088018125,-0.01823016767796934,-0.03358394558083653,-0.062649452363262
NRG2,-0.039562116101287965,-0.051799511534716715,0.039036607675188,0.018520461266311863,-0.0012720557984524283,-0.017619676895853476,0.03956704481265827
MELTF,0.03158484569826067,0.028840848717820593,-0.017510995649427624,0.08285575634773167,0.07685908228773794,-0.053410411067410006,-0.06287128452120885
NLGN1,0.009619795511463677,-0.004026478472616133,0.002431427655747242,0.10417071933861892,0.019868322220720137,0.034652038792951007,0.04188865093383398
SLIT3,0.006320887371068831,0.01722296138178778,0.003263763243195948,-0.05050741266296659,0.014824222930815187,0.03474363403773587,0.1105138828286062
CCL8,,0.015717408220310255,-0.016702196869964308,-0.046717961541688766,-0.0070311058614188965,-0.05135541010373953,-0.06264933538387986
S100A4,0.04218797899387376,-0.0651636096433726,-0.06082137967110704,0.025024775295122738,-0.026808120190947724,-0.0802433223701806,0.019774885898790583
TNFSF13B,0.07049977391847846,0.006957295412680405,-0.04004137722971701,0.02665949264854527,0.017666472278373067,-0.031264026834372655,-0.06795728469237924
HSPG2,-0.027293642408916557,0.06047510824047652,-0.05885678187345335,-0.03967105928905593,0.0329038550808227,0.023371909524466248,-0.04836305320800831
FAM3C,-0.03921592997919125,0.009004609699511877,-0.009176309848810732,-0.09592395333970019,0.03890795579100982,-0.062387603300990815,0.0553858428265135
FLT3LG,-0.0066808372439330545,-0.05143383886403155,0.051330361982521396,-0.07149557958122403,0.04231253370513933,0.04899702448345709,
