,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.015697214941080874,,,,,,,,,-0.01799641691184195,,0.011052111576016882,,
BMP1,0.023010255446975988,-0.034322089755742996,-0.01406001174605003,0.06609404291244346,-0.07836615975510788,0.002966238268785939,0.005281459069799112,-0.0022605297495456884,-0.022206343784820056,0.06212174939098912,0.061113706999699445,-0.0588448448829606,-0.11979414533961809,0.04322984059486403,-0.0234333389876383,0.07201797180407354,0.1365493917488108,-0.023879946625315444,-0.047259581473074144,0.04008596715315131,-0.02485139374695028
NDP,0.057930504025809716,0.04338560786015979,-0.03835217405018492,-0.026396490949671555,0.015249520948783601,-0.05039695013177345,-0.036814267443861806,-0.03929088892621518,0.03429268373366676,0.045428455706189634,-0.027364588329823053,0.010615274169714486,0.08724842029651445,0.003913462664194033,0.029835619711622977,0.047755478242060445,0.0920989064101546,0.020647244269780814,0.11424499934252488,0.013452190449481089,-0.031057538957275553
TNFSF18,0.01269762815161679,0.029663010339304498,0.04343157655768068,,,,0.009702360393731903,-0.023309892944199072,-0.00034681068617994893,,,,-0.05927854374729637,,,,-0.018559387105769782,,0.011090934975571691,-0.028861148393898486,
IL36G,,,,,,,,,,,,-0.01883486830894523,,,,,,,,,
RTN4,-0.044148510877270924,0.022886058547149323,0.025318124250219953,-0.0019704660833395737,-0.0024977394913266366,-0.05436259387621685,-0.045235479203558665,-0.06869308667758127,-0.0398945061037796,-0.11167794066642338,-0.019647016116092847,0.0018338887480800264,-0.0014416664019311174,-0.027086427807136715,-0.12303997617180976,-0.08380155996053022,-0.1211444116146964,-0.0037686470127687713,-0.03398145791215548,-0.08515760495189868,0.03151277187952981
HEBP1,0.05825910921302978,-0.02686853211933302,0.010301114268335194,0.013345087466914908,-1.9044746197137974e-05,-0.010719101643582868,-0.008954366149137047,0.0630237103422345,0.06417266430568459,0.04584662895252097,0.0035271564295702718,0.003826781450749208,0.07103181535951217,0.10175354558113496,0.036867957948113594,0.007518056584084863,0.041517792637196654,0.023047853023109726,0.09427933649339217,0.06458994745109603,-0.08134235981428614
WNT7B,-0.05630977911118601,0.011275954702393641,0.02252450490238662,-0.03255376012918907,0.03653287126803139,-0.01863533303964797,-0.013438878365405986,-0.01411758747425849,0.03322136420578527,-0.04275933785198329,,0.012871142696957084,,0.0477686347884581,0.05320930974716986,0.034947359952371464,0.011760867151835032,-0.020069971707720864,0.0010847843412866655,0.06902739636508302,0.007582647807575666
PTMA,-0.058801855477110705,0.038639851117572184,-0.01973405779724807,0.09220711653430927,0.0284054910448102,0.022449663660891475,0.0014532950370502447,-0.011607490956153939,0.012362011874427198,0.036303422407698294,-0.02376275207740637,-0.06301249771010829,-0.0030483700542186243,-0.080340733185636,-0.013940785480061975,-0.05932207426964996,-0.13948954537794314,-0.012387482208195416,-0.08834740996744449,0.04812006299258631,-0.10915664304730807
FASLG,,,,,,,,,,,,,,,,,,,-0.02100532221642196,,
CEACAM1,,-0.018350454055118766,-0.017018617796949773,,0.0006897686851469631,-0.03429547347652579,,-0.030674491482334525,-0.014847193443343714,,,,-0.05756790658247358,0.056991284311174464,-0.003120432667421529,-0.01769328212212825,0.04745659799497638,-0.013320732114070834,7.606124952338683e-05,,
PDAP1,0.043752612894032934,-0.023266162040492387,0.025184304600043974,0.030789371255132994,0.026842994472483388,-0.0020012313404973625,0.009395035730035337,0.07864118556878268,-0.00013982556883967013,-0.02919248952487359,0.052793881884890675,-0.040768253654369487,0.021054336104758254,0.15371017657987562,-0.021798471313918967,-0.0007989676298173625,0.03660854393445135,0.017120445641785477,-0.01213367688420309,0.012814102934970263,-0.08316707146256677
QDPR,0.014272154113361595,-0.014098479631270163,-0.05266431361168325,0.05733714555095303,0.013325872959678494,-0.03472862707176462,0.025619564435236976,-0.06626976930812908,0.04384364356507703,-0.051364012514100214,-0.05483588100597914,-0.02077135269631207,0.011805662274543471,-0.11249298711732914,0.004670243726572475,0.008315780079447532,-0.08572745575470118,0.017165379389671435,-0.00178945865352754,-0.06652901882475024,-0.06234930558506167
POMC,-0.03063008356542765,-0.004129895521704518,-0.030239368630689285,,-0.02471343797935894,-0.06329350822845783,-0.03937639762890097,0.010199242880587303,0.0528791130604179,0.012450864369024525,0.05055296797922327,0.05639421680002753,0.01117213398257988,0.042451612915176684,-0.027804474994093258,0.052941731192649645,0.05890359747917759,0.013793281417697704,0.05488090879765791,-0.06909418477206809,0.023497989166006483
CCL18,-0.021525138570166434,-0.022899632835988726,,,,,,,,,-0.03941439739726102,,,-0.03806299913418716,-0.04074889565700203,0.1520836871575113,,-0.009298479340007972,,,
CCL17,,,,,-0.03976512317728436,,,,0.13898854400929053,-0.024737823121427586,,-0.01720618692195146,,,-0.01579757538202127,-0.02554136351752746,0.05909382265161539,,-0.019038965279399828,,
VEGFD,0.07113406424304834,-0.02289964010769471,-0.011288170987885234,,-0.017932364675051837,0.03346908748981286,,0.09333484170553386,0.0673863957686886,0.000666209729109874,-0.02979269691486134,-0.018440403457277276,0.07193991727168624,,,0.005292697854417373,-0.025024910727046188,,,,
TNFSF13,,-0.017280803270407014,,,-0.027429091997954638,,-0.01447459133200316,,,,,,,,-0.00014026401370480533,0.0019377550928540096,0.013983546553911997,-0.014958289374863855,-0.017000917631611837,-0.03139681270741147,
WNT5A,0.02886666665384784,-0.010671900730950038,-0.013986960869268487,0.0830896820157,0.006568639992675866,-0.03891345297095881,-0.0026738502424468826,-0.0064761256687892515,0.043211884217828414,0.0034762369696647024,-0.02472416964461439,0.012712544573553631,0.04378517352225893,0.07477611704063589,-0.06419159580869445,0.012133614999586723,0.04026841150736648,-0.0073034608324590135,0.011710443687778401,0.07603413935131449,-0.056797150671763864
CXCL8,-0.02566379281343892,-0.047129081147760515,-0.022824012708928094,-0.03971956096798131,0.021757433039528123,0.04697272002594668,0.07259301943033834,0.011083447803664237,-0.059000474261209024,0.013458600050456617,-0.04903142354000228,0.02115180994973189,-0.08695138731868257,-0.06701590273738638,-0.010042708087282338,-0.019052753731493583,-0.01901962642642047,-0.012895891053729371,-0.042598170659439036,0.02808324453654504,0.05664975806625824
GRN,-0.04347091781132123,0.006259478640617528,0.005243716877346706,-0.03314895321759763,-0.03874823360378583,-0.011216022442928237,0.010965022992755423,0.0368555569807919,0.02372200890053184,-0.02374093481931828,-0.007200595367397362,-0.011595867569187887,-0.0432907884934906,-0.0004420635399901903,0.05231956564529593,0.017059034606796333,0.11434354010932955,0.017898029736401422,-0.04524285364669705,-0.05307988012997404,-0.07571127673487622
MIA,-0.03221083673074845,-0.045623983804337694,-0.021678092329324036,-0.030379137521749186,-0.004585143375392141,0.04034660258002509,0.06288738413965787,0.011189872364263474,-0.04419623078597117,0.08518263665609115,,-0.02525497761344173,-0.041265809931052895,0.11027952354311406,0.05155361027326709,0.0344017166233931,0.11615512718625913,-0.006151114612750972,0.0010744092231560194,0.07620229021512133,
COL4A4,-0.01302084604302291,-0.02750227298186406,-0.019025407810933537,-0.03301212504350907,0.0238054082185774,-0.05331374076267813,0.040150840971498916,-0.015468440196032704,-0.013547434068505997,0.0185262239905582,,-0.024498265221938237,-0.021987789213293207,0.042462922853153146,0.06775751091028906,-0.028329711179881575,-0.036549889274061186,-0.02684587928100292,-0.02931345417016104,0.020992648378756106,
TAC1,-0.04260727149859411,0.005112663886030527,-0.014438847702497202,0.021806304193236276,-0.0002445073675220697,-0.0748576489359056,-0.013464206361617267,-0.029446297747313287,0.03032957745761687,0.01924446540217801,-0.043506127626907296,0.03069121137198212,,,,,,-0.022982057740137098,-0.025028655823245545,-0.037400349642561184,0.046350636163324965
RARRES2,-0.004050774083370303,-0.018869214334038615,-0.03619107340196008,-0.0033402079835537697,0.003725349709149801,0.043287348721612676,-0.007854335383059003,0.06668235539457962,0.0688310947601308,0.032324716140654304,0.03322781260366378,0.01429334553495294,-0.020079632667307595,0.07757072330653525,-0.0035377002055697877,0.06572329222720216,0.02597898129535233,0.02688922313253411,0.06260513662078153,0.08372872182013814,0.05406173563799429
FGF7,-0.017184243411170756,,-0.027512547419596908,-0.03925721085002498,0.08811706924602523,-0.009604073609297964,0.0012997124429933032,-0.025627054320525703,0.03326003186155683,-0.005809261764415399,0.03195153633217349,-0.032058130137768585,-0.008816343531207858,0.0509861369899268,-0.028429571062413724,0.012449148101552274,-0.014588214753269269,-0.06132460456607391,0.06410102799875855,0.076505857156207,-0.006401518367036335
EFNA2,,,,,,,,,,,,,,,,-0.01681628056819792,,,,,
HBEGF,0.01710836699668247,0.037350457293279044,-0.01269219634097991,-0.018885875828239525,0.03350636616807139,0.04768734677591481,0.0482215432802766,0.019796016647584905,-0.01825366100577136,0.012789838347211835,-0.028691387926296972,-0.021020549293452165,-0.053729289965573704,-0.013119916094242779,-0.00793757364679554,0.041899410465581016,0.027299990906766124,0.040894583769422545,-0.060491445789048914,0.05615247774552136,-0.04155367862974086
CSF3,-0.04252637416502119,,,-0.023107232654822937,0.08424247314788864,0.0536250672534621,,-0.016365311996900167,,,,,,,-0.010339450470844527,0.02577997033284278,,-0.01909708907975596,-0.02004509333215047,0.1544638617899611,
PI3,-0.03820767539426822,-0.02409137923215109,,-0.0547442658902284,0.07078697131288016,0.027298772867163285,,0.064281495149423,,,,,,,-0.019892955636449057,-0.014453967104408195,0.03087912390320467,0.015508163349758368,-0.03353879713674174,0.02710149702816855,
PCSK1N,0.038243181849303566,0.04270096774178192,-0.017907787097208906,-0.009790554179802803,-0.0824430957315889,-0.022138822624696398,-0.005850916781333211,0.011787104878246104,-0.031212246012102405,0.030369263455311626,0.007007540315405828,0.034087195200458005,-0.0073566622583694855,-0.034703466182955195,-0.0635783897418702,-0.0336064390731128,0.03763423420668319,0.06418335552116287,0.0966259346038538,-0.13190744507061428,0.08269118775199545
