,UKF243,UKF248,UKF259,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,0.006589557459834966,,,,,,,,0.012953589901751876,,0.040323431498708026,
BMP1,0.06851760521797301,0.00035550504627863104,0.011225194840092868,0.06682649248438263,0.04255652509213588,0.003639547877150632,0.0490599922923831,0.06792187469422475,0.0019000106794369712,0.007552673728568727,0.0049768434250403535,0.02355795004407835,0.036002819372044255,0.00871524484990036,0.048794611608261255
NDP,0.01697228753343633,-0.016773218601837916,-0.047690944223126676,0.08066740544786863,0.06773941083376889,-0.0045766652752631766,0.021161473865928843,0.03498190894673309,0.008665411532273007,-0.04035461531562524,0.0259499285320231,0.03998542473434584,0.0010900194209204248,0.0717151179517457,0.06381200537687567
TNFSF18,-0.023606104754490178,-0.03453843740056101,,-0.008439979009735433,-0.019246032908756473,,,,,0.04956879902156476,,-0.01736958155424396,,-0.012004506976833473,0.052227444804516174
IL36G,,,,,,,,0.09978529170853424,,,,,,,
RTN4,-0.011587920382246689,-0.03458700398071855,-0.0857556905373236,-0.07771786540905742,0.033237399711744844,0.034889839601567565,-0.02323963383290934,-0.04577319591550268,-0.13126227406376367,0.010188770847614067,0.003757424475081634,-0.037458561744996725,-0.04674655201673209,-0.03847759506728873,-0.08817609175319802
HEBP1,0.014771640266339483,-0.0008219378838902866,-0.01393350387192957,0.028102471783585117,-0.05153442379644896,-0.025423705394512885,-0.01370723016376843,0.029312354643647853,0.007352987893347159,-0.03005710660838821,0.02411041980672171,0.015986564563887407,0.0023710664417922146,0.04749091314757213,0.041099633464633516
WNT7B,0.04514679633007972,0.011013765103505872,-0.022012207866619622,-0.03339142526591332,0.008157685287953848,0.06589057496614519,0.006317932677534731,0.10585319701482376,-0.02173118698733447,,-0.00048719617590690446,-0.02265301376599979,0.03320064673012628,0.011047940075628596,0.024308614986235596
PTMA,-0.08039905993518469,-0.03171148232900901,0.02582153941947079,-0.054457698785501045,-0.03517572518929969,-0.03737828277462047,0.0639491690494627,0.09854663500135502,0.12079681274639206,0.07475506564609373,-0.027703417460321053,-0.021726334936764666,0.06160241814008074,-0.11633128417168916,0.01926489905116857
FASLG,,,,,,,,,,,,,,-0.0026657545600623027,
CEACAM1,,-0.021982768855505062,0.03062301052680214,0.019066439474651156,-0.020863279837986463,,,,0.01469089870005567,-0.029689499029322393,0.09923533703138489,0.054998721445020333,-0.017627285060695136,-0.03026714989246939,
PDAP1,-0.009114082284600158,-0.018692200166155467,-0.06014034739007178,0.08381750010023459,0.02309358340653272,-0.057186984698192285,0.05595001930077985,0.03852382549875276,-0.024041073254312824,-0.005570322167992597,-0.011895765420977002,0.02374563471975349,-0.01830786247656555,0.0044239011373401246,-0.011250483256654613
QDPR,0.039683300157600195,0.0022982257385870926,-0.026990198710693705,-0.07181300801188473,0.004137921349049448,-0.018842649655752473,0.057973749947140364,-0.005287392079217818,-0.03876284063529263,0.004114355472992464,0.026481379128058067,0.00032390711202139136,0.01665307248012495,0.1246731592487469,-0.03977377917436165
POMC,0.07059311335328493,-0.0300809391745677,0.030585866850436814,0.007659179105328337,-0.02233157464688894,0.042626418915208394,-0.019073829642649833,-0.03740060716534481,0.04965215761198892,0.017492163898195863,0.09119458283266192,0.05579580508114892,-0.028835922739863105,0.07603342549914793,0.09237029857022348
CCL18,0.004022437403545309,-0.027432418511140547,,,,,0.07697820700734027,,-0.051513948470748167,,0.06967456505210216,,0.05914035793679416,,
CCL17,,,0.03738050684448026,,0.047946499103371294,0.15383689130454498,,-0.015946952404600413,,,-0.024970001805396963,0.06686529998045551,,0.033037795364380965,
VEGFD,0.08066512616519134,-0.02743242722221828,-0.010527856887148473,0.05556861746414717,-0.02557375240969848,-0.00991203344079322,0.015183550041457114,-0.01709084282233739,0.02640074912970519,-0.04036222331979419,-0.017297482424137582,-0.023420613260767182,,,
TNFSF13,,-0.020701389883311785,-0.014376155911830949,,,,,,,,-0.011653143644417044,-0.023813202677160562,-0.019794259697826267,0.02562055037746445,0.030391954400153583
WNT5A,-0.019007513941291822,-0.010536022584326154,-0.052178546988333546,0.06044058287110682,0.030283875099904992,-0.011801642038199483,0.05325717361831218,0.023839708118967094,-0.03509068184374564,0.07139790552139674,0.007241565008480227,-0.04859931876180821,-0.009340971862494598,0.002609194031537717,0.026028310169343906
CXCL8,-0.06031166305993,-0.002562338440934909,0.08647075962277256,0.0415863011641144,-0.061850559461397565,0.20377657944442162,0.07168522623058528,0.017859226713121738,-0.10401167038596074,-0.0325016862072518,-0.06195850153170994,-0.03152786402902694,-0.0026761793491935667,-0.014045375744871852,-0.007203306685354706
GRN,0.06832997803034885,0.052440193798870056,-0.03650661079501687,0.056983717552709236,0.03380667829177213,-0.016856438930728333,0.018638903421096326,0.027284668276114758,-0.06910134061114542,-0.06246847127789804,0.020062466263026543,0.03026016039927824,0.07591473819448946,-0.01113778334556201,0.010800783235885299
MIA,-0.021253788496999954,-0.05465485961413018,0.008671484094667378,0.044532073420856244,-0.004823547822222547,-0.011272850584096515,-0.02924394387681747,0.034325829911963125,-0.023694375178322135,0.06135003650516947,0.08379458971047637,0.007096159880229169,0.06137991615692817,0.020885412278678378,0.15873049727652705
