,MGH258,UKF248,UKF251,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
FGF7,-0.033336800115169936,,0.006338286340437045,-0.004944371702915099,0.003560772541377353,0.058769616366745804,0.027964550179487357,-0.0008625001334438126,0.03630074111558092,0.006740729736019092,-0.005928659354373667,0.001152359994858115,-0.017248572695045268,0.02985118132342369,0.030374310581927837,0.044988092669457136,0.025547586518902324
EFNA2,,,,,,,,,,,,0.09854856426374786,,,,,
HBEGF,0.1111529299723847,0.08938678839498486,0.042709367757872096,-0.05241205929808974,-0.08171418133636604,-0.04910181024538078,-0.00084031255841658,0.05683115075467465,-0.018545843565894966,0.10437661603797257,0.029708632632543138,0.001872781947812315,0.024102881007134133,-0.10980571909928966,-0.02355741831300306,0.013109961711595933,-0.033869016818711975
CSF3,,,,,-0.025499958469678403,,,,,,,0.0074451902920854305,,0.17805117278837665,-0.020706664683642708,-0.04165260565963273,
PI3,,-0.024350376587080613,,,-0.028713289799879905,,,,,,,0.010330712657473085,-0.004586914325613804,,-0.04498870324260273,-0.018138170827562104,
PCSK1N,-0.09436283448129387,-0.0037328046268852886,-0.04510074724009066,0.07727089211472013,0.0017985982019580742,-0.05464927651998692,0.07627363665535594,-0.09344217023443795,0.05972303428498462,-0.03404270003275976,0.07533934010739368,-0.00660553878156889,-0.009229159489037913,-0.0969365712071046,-0.037980939475630374,0.055121870080433774,-0.04965960743783869
NTS,,,,0.05049252389726334,0.04371207192643053,-0.023625425876810345,-0.02114724530305296,0.023171478016469446,,,,-0.017571632849160145,,,-0.030663746810468517,,
SFRP1,0.07290458593657571,0.008666903089066291,0.07515260132410738,0.05172194588277094,0.0427297691646618,0.09538208491728756,0.04525698158723449,0.0537693089101678,-0.04024359624048345,-0.04503778546207705,0.15585029464266104,0.02347596076414947,-0.03964441478905502,-0.03923360991098007,0.09716654817320641,0.0012469838610567295,0.09359590298583172
CXCL13,,,0.006256346160953122,,,,,,,,,-0.037056681114875874,,,,-0.01859533866959656,
MICA,-0.08199029529564866,0.0669607842376107,0.10109156542903633,0.025158129414551866,-0.05731395906431183,0.04600517580217737,-0.03129439032469646,0.03793904235298864,-0.033872306151374564,-0.040769463132430926,-0.01912377935539236,0.06858337147741907,0.026765572745597863,0.050224644745757954,0.02048464798216209,-0.008312487218788479,-0.041271203408002284
TG,-0.04014559678547002,-0.01677193440061401,-0.019440089685655006,-0.004136621052334203,-0.01852985108251713,-0.005479868112476724,-0.01323616475727926,,0.012100886261367003,-0.04423185456972451,0.14192615481507184,0.05561897607131915,,,-0.019282035789819386,0.015290468206583424,
ADA,-0.06028254400651452,0.1200366655225826,-0.040160636984685215,-0.016834716949215723,-0.08122957293461656,-0.027663895682971094,0.03310297128563356,0.11414639071960674,0.04211891192373445,0.05513602641613862,0.02686346519566853,0.00320381419484046,-0.06239461198120055,0.07528586961093496,0.16027463429918837,0.025570948930612007,-0.04621917626650419
LAMC3,-0.0705802523904609,0.14097622193571094,-0.03456968390681792,0.020743666502010445,-0.04938879710883753,-0.04751509167304779,0.053865524149309015,0.0937096411443074,0.06431119590917654,0.017528576021598224,0.06700897809643858,0.047700496296455314,-0.030506893252684707,-0.0035866342836526313,0.12546540249813642,0.018630572910098654,-0.0590473769784955
CCL7,,-0.014722695665497974,,,,,,,,,,,,,-0.021698577394329923,-0.06358238937809059,
NGF,,0.15415146879502822,,0.03455913904678058,,,,-0.036034628441464385,,,-0.023817405919403418,-0.014229085516120562,,,0.11014450497383879,0.018810588985124003,
TNFSF15,,,,-0.04214408321686272,,,,,,-0.04077057294106966,-0.006603816170330846,,,,0.011758930083645066,-0.0460988497097267,
HMGB1,0.002312281878732745,0.05726264138119265,0.002010900826171599,-0.025865737106149304,-0.019833118000494476,-0.028548294111562664,0.04939625371033829,0.04251466199465824,0.03213701798956492,0.0859837835835609,-0.02389480017083853,0.016332917925647117,0.002061851278387303,-0.018998447949919693,-0.07515667940477756,-0.012314041928150955,0.045295202921880696
ITGB3BP,-0.015965971352711307,0.03602517300211154,-0.0341628330979864,-0.0310493786540211,-0.04286118982983201,0.004879642546653009,-0.005475412483474117,0.03949233975510884,-0.016944355825741598,0.0075073907125322754,-0.018039270211948833,0.005821520036100764,-0.02411154625760948,-0.019152253327887142,0.010274499935066971,-0.049170509045483986,-0.07208399760691421
AANAT,,-0.021360391508877124,,,0.01105538958510993,-0.017946940165430122,-0.015257539133454864,-0.03387785021072534,-0.015708322347896035,,-0.03613221846942132,-0.019409390075700188,0.05728611094630631,,-0.022957999761142156,-0.025433029714395802,
RELN,-0.03328176408133156,0.0013781902753371475,-0.015132023060225581,-0.03532310350277221,0.0003864857375777729,0.012488311966752352,0.0031552809513014594,-0.021172497567977525,-0.019010488414014596,,,,0.0012123426624870248,0.017266314656008395,,-0.07861752450519693,0.007957095882560496
IL15,-0.010317819032215056,-0.04655275041559693,0.05837949359037041,-0.004036953014065938,-0.032093588246282174,0.0017146413772918055,-0.03279345179233243,-0.005409105074284379,-0.025723506929553077,-0.04763658446303892,0.015469529077300644,0.010038044359874407,0.014665590606860757,-0.036308717751957424,0.02217596392288633,-0.021813388823744388,
UTS2,,,,,-0.06255390451676013,,,,,0.10931619981044621,,,,,,,
BSG,-0.12059053765147544,0.02856976606351295,-0.027161907290865202,0.06363495402236088,-0.05927847418285511,-0.04922200013467197,0.024457223119578354,-0.027485371529481377,-0.03684665931724806,-0.06118899948750705,0.011550098609932124,0.04131692100012097,-0.03995577207193072,0.06863079828176812,0.046347934274035274,-0.0510911972985278,-0.023685526877481097
ADAMTS3,0.004806080910370821,0.0415100210006187,0.02592559558181744,0.007206721698078875,-0.14131796376826256,0.015587858462135616,0.006659397225211577,0.02530344691691631,0.032218428662811,-0.007676317446876904,0.10200088611216117,0.0388916015461562,-0.02531254573020738,0.059806955103395926,0.037555535004318075,0.009998510088583165,
CD34,-0.03387911155383404,0.10415697114815042,0.029710145175546012,-0.02008642792461799,0.006708487606704239,-0.022161675434124572,0.012598448939832418,0.01103203123751491,0.06995009839696334,0.10823597381708691,0.0786207024918347,0.11404099878130791,-0.04313078482305656,0.03677831108183099,0.07540870143966946,0.05106854455500864,0.09855759830553446
CCL23,,,,,0.0031744814632503333,,,,,0.0404096740974874,,,,,,,
PLAT,-0.05882060460989901,0.042869496998496424,-0.023208739662476073,-0.05331760196857367,-0.07951737568016552,-0.06559103454370231,0.05864509398638977,0.0704421151221326,0.04425276919456327,0.04823308474281328,0.03960359837757365,0.028522741401075385,-0.040555028003561276,0.03770321270928667,0.05485745370445689,0.019712922521873205,-0.0028142368247552254
NTF3,,,,,,,-0.02462930791636153,,,,,0.04686244450756206,,,,,
LTA,,,-0.014296303059739104,,,-0.017284773742984448,,,-0.025723510104874777,,,,,,-0.017295657044193127,,
CKLF,0.05574675940149366,0.009148402813484714,-0.039140129216775135,-0.04876777024799755,-0.03439390544713208,0.033702980798449425,-0.016518987695010128,0.07205298655670192,0.005123376810042393,0.05672501987107084,0.016024228659511162,0.06044300419255856,-0.06699496586097853,0.04553555374877612,0.007153396856485521,0.00806727719417979,0.04987300962519765
CD24,0.024816150424190657,0.039266040975308905,-0.049427281165040374,0.01490529678276582,-0.006271455369499128,0.02002487722434455,-1.4648857437475975e-07,0.009298708839056398,-0.03193005991206827,0.07590080121905646,-0.00817617438323694,0.010446229563473781,-0.01812293631876097,0.05638277129668222,-0.06439121849160964,0.002236913774936199,0.007441556213698315
HSP90AA1,0.10352109955210008,-0.015789285794300226,0.048618387266838925,0.07109620862263556,0.07082194672626754,0.05811090026419689,-0.040462181796960726,-0.08302275320443979,0.02295399017163044,0.08332951701438257,-0.06163045815788236,-0.029191497444237387,0.028790302986511536,-0.06556029331236593,-0.13036929730175553,0.013421824174750173,0.0777704469391129
BMP4,0.017483518389683973,0.07973936184120328,-0.015154919292690203,-0.021800769139596037,0.03635494938995396,-0.042944984203412494,0.05160494612175696,0.03529161394148122,0.16244178869473305,0.06440682925601993,0.008140390832563236,0.15899640308402452,0.03931121189939431,,0.07581938217800403,-0.01697560506147608,
SCGB3A1,,0.008935977631723303,,0.043311654035369386,,,-0.01286988348832146,0.03892627015348505,0.06028564003010159,-0.031979098368205575,,0.03289446818767527,,,-0.0074729538038330115,0.05798391307705424,
IGFBP4,-0.08107856751825855,0.10833626076015203,0.07057650463480568,-0.04983080276873717,-0.13545258399128285,-0.03736523545633016,0.057859196587737895,0.13785819996331647,0.019186696514552227,0.05989912832013644,-0.024296261353266912,0.11382012332851091,0.00730393602750459,-0.017832636174669174,0.14461205543936848,0.013227468601333208,-0.09873704048545164
RSPO4,,,-0.02311160668352263,,,0.0077208092226729004,-0.012869881605809862,,0.03252857967466605,,,,,,-0.04075123801213534,0.12337744051243754,
LEFTY2,0.009065509797813742,0.07344980531130484,0.07477842964589708,-0.04469885657368205,-0.08126343814644676,-0.03690934460444435,0.006305755188562891,-0.036034628441464385,0.05457768472733717,0.023772370164545538,-0.04617391300444185,0.15363072270555056,-0.023533735930500326,-0.01695504827899008,0.08489062263378001,0.04529813247290507,
PF4,,-0.015272431887385484,-0.01300443070364559,,,,,,,,,-0.013219636151406157,,,-0.030898000674868382,0.014904938013970206,
ANGPTL2,-0.0019185489054488383,0.11271979411537793,-0.00020294594822571488,-0.060110801103216926,-0.004996735801439187,-0.027675759343852382,-0.013016189284963883,0.12417447124364854,-0.05226615558750383,0.06314238732309067,-0.03565315541242489,0.001232043949630768,0.007639122007648066,0.04376154273646326,0.0825432093489565,-0.010691598901277544,0.07966972273715854
LRIG2,-0.02373433579839658,-0.03012352663645063,0.003176365752728947,0.039371501277070065,0.0018173765688708262,-0.026425422001409394,0.010263637450256628,0.04934361215603877,-0.00810516604201178,0.01805649312011661,-0.02352521389708682,0.056582579075762314,-0.01915656141382428,0.020147649241415554,0.040618234081252896,0.013946807722573205,-0.048746847860887864
ICOSLG,0.04245544376807404,0.05298794296521294,0.04467126830779418,-0.0029921815847815786,-0.0544033424124021,-0.011403423413069257,-0.0009056776044127946,0.013561356701464152,0.04611995864819884,0.00973926633558882,-0.004608210258728401,0.008241051728361405,0.061001904810998535,0.04681265782531733,0.04386777236527019,0.08923178594300007,-0.0009228491936996883
WIF1,,-0.02748026226236257,,0.10918195473326985,0.028965297839357234,-0.015513197338633414,0.02552459922913851,-0.03778130163753422,0.06911651153362063,,,,,-0.007424055887137549,,0.020530832728287877,0.0001461979714835991
NPPC,0.0026098170836329694,-0.008679824238646246,,0.03348518619917867,-0.005238851705764554,-0.012393483874182681,-0.017885985898710172,0.04653043950827983,-0.07367127887798405,-0.03399089106387083,-0.043264570112457545,0.02402982762918674,0.11373828157792076,0.009935948442468538,,-0.022561896957934178,0.052183567449260976
LYZ,0.041387500059175145,0.05801149472684263,0.020833530461035973,0.02321151640960283,-0.03347984056726018,-0.0011016288254703226,-0.020599382428120566,0.11834792868247833,-0.010192059261396009,0.0671491203939821,-0.037396536300209005,0.036451835962636944,0.03326858449313585,0.05636964545285367,0.03737429457932296,0.031201084547798415,-0.00311904086910644
EREG,,,,,,,,0.1279530960383229,,,,-0.021183821569197483,,,-0.037342822293309146,-0.028923185621073058,
SPTAN1,-0.07867449385227546,-0.0005044295236841528,0.005522619541990413,0.08045123775678739,-0.07495171222849258,0.029207803136162662,-0.05568511925908444,-0.11422558122083101,0.03268639336328525,0.007295909570145602,0.09072267539737057,0.04905074770491481,-0.0010698280960163519,0.028881910563620425,0.03285112260445834,-0.006036330740906964,-0.054814620429914265
LIPC,-0.051398381430559775,-0.018697470909340298,-0.01957236322523825,0.021119975342126892,-0.019904269776996157,0.054471337023433236,,-0.06639008599258821,0.003534148759110757,-0.03604386052555333,0.05919201869869497,,-0.013290806418191041,,-0.02814134554024794,0.03065083098844819,
COL8A1,0.022578793351201845,0.024614516254155325,0.05635189084869968,-0.034045133803155374,-0.028893019613073223,0.012959344392343669,-0.01826035551782645,0.10686177637944544,0.0022016512286590507,0.011140237340359514,0.05433773485448401,0.059708991359837905,-0.005244998520515732,0.07501141165280459,-0.05383351365723151,-0.051417893575129346,
GSTM2,-0.058642889578633936,-0.0017217363722345311,-0.028496066461421634,0.033595981524241966,0.015146663522147783,0.02588176377422979,-0.006050624813402762,0.11422099755813997,-0.03214586103356412,-0.0025375645174050814,-0.04066709167691445,0.0029238312982631316,0.045909874093673295,0.1310778349635008,-0.007526047998434584,0.035217631387665545,
SPX,0.04890797202384906,0.04759429003829935,-0.0010257501038696776,-0.06698139458152542,0.027859981487483688,0.05569128485197313,0.02803052315841773,-0.06670853714621978,0.09430727255064342,-0.009914012321992547,0.019841418132404587,0.15606967763710386,0.04403252393952259,-0.03991435646658555,0.007221257212539798,-0.0588463431417941,0.06797003553563745
MFGE8,-0.02579744260461007,0.07267417466316169,-0.014617790878156456,-0.06395959678656994,-0.025330471762287036,-0.03852589905842443,0.02951695177091351,0.012957070245593767,0.015848527056812108,-0.0683715636708465,-0.0536152304564062,0.042245799269015664,-0.0774890217025213,0.06402847637311873,0.1250155748816684,-0.0427438368962416,-0.024380202311457558
TGFA,-0.005211702762366976,-0.07245617987940445,0.019737877103328666,-0.03484814428436318,0.04390255600853065,-0.04869136961204258,0.02502378201922221,-0.0439836797704389,0.01259896408966985,0.014871838122162133,0.018327707077964637,0.03290551723805904,0.03814948876085858,0.10682944340130117,0.002298568643499094,-0.0394178182813791,0.0855696377631684
SLIT2,0.09459928292276693,0.014694240879135541,-0.03390864802236009,0.08862186365584318,0.021102873552281777,0.008242495446555123,-0.06077193442950593,-0.028265599216203852,0.09018407899627987,0.10956105283639155,-0.048928402594193336,0.012783607955078215,-0.007808348286451456,0.10661101041057086,-0.04675759325058038,-0.012459950986027209,0.01434725178031226
PLTP,-0.08418506570641943,0.030820607308835995,0.06522826632784007,-0.05164314115873358,-0.11081063930843607,0.057782418369046594,-0.05816645132858933,0.11526353116505089,-0.02734683406714913,0.0023765889559824215,-0.030394449700097338,0.0615805649971607,-0.05630291739352279,0.005916192594525899,0.07669971230102601,-0.009805353012762823,0.07640952035318635
APOD,0.0862543367096633,0.014020936415836703,-0.0072191908544732035,0.02211777765364297,0.08038632337290792,-0.0026940452605771817,0.01898892975379329,0.13390558642366132,0.08000205412587058,0.04663349343470842,0.07286135486320966,0.007601927553356436,0.0800866381687445,0.10459454787272052,-0.0030344308401905125,0.02018872374493637,0.09287657170710117
B2M,0.016484642004416027,0.056867161668381135,-0.011827249865782203,-0.09162565634554962,-0.08767709052954417,0.05455901920865965,-0.036315938623462655,0.14621813211167647,-0.09969258928031252,0.07849760469957515,0.02197759211906223,0.09950624974217795,0.01854088467494123,0.04917347916108165,0.12687969360483733,0.10220915958926062,0.0217936872370565
OMG,0.013147730422611763,0.014789235083876405,-0.03664856682162204,-0.02467256493501147,0.097050412708263,0.022173715997163276,0.028762425571061706,0.0002049558945729903,0.11173375464367856,0.03344603565053962,-0.01097762974591602,0.020212253936956477,0.02257140756563589,0.008599972560244652,0.0032869386805598985,0.09770736211863469,0.05746268011080848
CXCL3,-0.03232937641871183,-0.01906413850244912,-0.026735871918264046,,-0.03020007034838158,-0.030421623385413064,0.00657567149403917,-0.00980802995748552,-0.018525585453073548,-0.035031021938896616,,-0.012706854315960964,0.05674651748595782,-0.05063834148021392,0.06236272734105368,-0.008777951085264019,
CXCL10,-0.049415179364447455,-0.011306599445055993,-0.017853297944157444,0.07200052468924263,-0.10607708558790058,0.04622928228487811,0.047384113434314486,-0.0008500939655934,-0.029439397209809804,-0.05938325907819131,-0.058358704458804346,0.004698482365891846,-0.016706261988427236,,0.0758288251804675,0.018764078370431918,
RSPO3,,-0.019998909395205006,,0.01765428812625872,0.04613242134270432,0.08815993703885794,-0.033433012344229816,-0.03913539286610501,0.14019514646454095,,,-0.011639637628433001,,-0.0634760308372674,0.016538608567619607,0.0323209804107734,-0.048748573820253875
CORT,0.04437601887481287,0.04289486288293659,-0.023225089736433224,-0.018940278583331974,0.07618071477551289,0.008082089611408768,0.003521736864641284,0.0013479605368017789,0.05825366113342495,,,-0.013833677329845364,,0.27005745193138087,,,-0.052055581085925534
NCAN,-0.008268771458253306,0.04551289281612529,0.010186357092785299,-0.06462382668700008,-0.004560752293521761,-0.03887757712602702,-0.010912333725596513,-0.07138743624295431,0.015398543777323023,0.0391407527370015,0.06521241315742839,0.01668299396013642,-0.03855486582551331,-0.021630414535998545,0.013126558724990361,0.019399814327976033,0.008433444801926454
PRG4,,-0.022141176015386135,,,-0.03271902378662665,-0.01483970043122393,,,-0.02263373057187003,,,-0.020412437438869856,,,0.03578941524134583,-0.006082335144323784,
ZG16B,,0.08106150434408331,-0.015648718759537578,,0.021663387745363402,0.06788441684720903,,,,,-0.04016693018420973,,,,0.017215126404383604,0.0027902126651107987,
TGM2,0.0658024251413958,0.0023871494457466877,-0.006066029484897618,-0.014880652330762073,-0.04261488530071042,-0.050411159582993074,0.01138713914159994,0.09732253515152188,0.07405464788722642,0.07347640473472404,0.056954279293400904,0.11343396508292732,-0.07373038825714344,0.13417031062640333,0.12982521094948582,-0.01284153981011072,-0.0176178751080775
VEGFC,-0.015497501003329799,0.03570046083929571,-0.02009355751196733,-0.023579057473178143,0.03676202796948031,-0.029403423962744257,-0.006937073126773708,-0.01619376898017923,-0.02309862422600056,0.0001777444707332954,-0.024791347201884553,-0.027717647570385515,-0.0315237848912381,,0.1318792605375273,-0.03462519279131901,
WNT6,,0.005298782490103412,-0.01447188379256423,0.016271483167587846,-0.008207315206563237,-0.030565243349322577,,,-0.020159312814925865,,0.07987482792426064,0.13423392408588455,,,0.004067194326101827,-0.022145562952603243,
NRG4,,-0.01356011958548237,,0.01513114373923657,-0.0037703473452003343,-0.02638585600923587,-0.004884190660470652,-0.04666562573927323,0.0492365339759509,,,,0.01823031327334851,,-0.022019815573364694,-0.03330353001798932,
PMCH,,0.070708289729561,,,,0.07869484187033761,,,,,,-0.019409389387404104,,,0.21708104702952047,0.006268988166017757,
COL9A1,0.0038382764667984188,0.1006458955222358,0.017474784456356748,-0.07042017517532206,0.02626428837313781,-0.03680977627871395,-0.027262443408934908,-0.03655522144878965,-0.008775379514502487,0.17703855605390112,-0.042679662686100926,0.017688775671681863,-0.054310684696554694,,0.038247532003534396,-0.020664724264132548,0.029901965222724633
GDF11,-0.03411190111131901,0.05257559426905915,-0.012634972947709103,0.030060838058262037,-0.08910830545046847,-0.005307622600223699,0.050922399272349726,0.06493567565218057,-0.038685677717985735,-0.004497254724247207,-0.02107969215064925,0.0035862202289330693,-0.023453904875566867,-0.06367625435701026,0.0694905539245467,0.02949975771073657,0.046108712224245035
RAET1E,,,,,,,,,,,,,,,0.027664786653629547,,
IL24,,,,,,,,,,,,-0.01300885577408213,,,,-0.03723223866129521,
SORBS1,0.014875905920708919,-0.016899888322133363,0.023224580776759894,0.046491122873965667,0.010470609543970121,0.028668971354684377,-0.04285172851414951,-0.017580552300405127,0.0016104051742552837,-0.0633372774439773,0.05596069290734236,0.023142185970815382,-0.07218221770762745,0.04087880586350554,-0.06983770617774723,-0.0721562970815569,0.07418105225556393
DLL1,0.010817201134516632,0.10030231031672009,-0.015339042673949213,-0.05486154715219794,-0.0653919952956656,-0.013246033798212292,-0.008540098126534149,0.06963378091626155,-0.020818820135583917,-0.07909506954282255,-0.00924419592513474,-0.03314271564289936,0.027783469236339946,0.033696944993588614,0.13716722464627684,-0.012322403480165172,-0.031197801498816968
TLN1,0.01072214395287597,0.07603509356899572,-0.027092510992087464,-0.03905668785309123,-0.02344135290639703,-0.02796059519543764,0.08158077205600811,0.08153603638250725,-0.049948238204461114,0.04829501207244931,0.03257869578491537,0.0622687411408966,0.015103756776395433,0.02244458119642072,0.036312024937004646,0.012496951327996974,0.024553270211829972
COL2A1,-0.03770699014454458,-0.0053634883149145975,,0.011557139156891418,-0.03020008062580023,,,,-0.01880727259344292,,,0.028545593542489194,,,0.07775287976895477,0.0032130370444479065,
SHH,,,,-0.013533285190875401,-0.023740932873571836,-0.034016831748308766,-0.014776921490707645,,0.05939515328344925,0.01846282710165037,,-0.05091549764177837,-0.049049624471734235,,-0.024848552246293436,0.021332538288127367,
PON2,-0.04919834566462189,0.02134856066010573,0.00019821887775703582,-0.029350863340330557,-0.04544348849406499,-0.0466676283179512,-0.03541955141641418,0.051809801256745884,-0.026998240422863223,-0.010702680351001703,0.06721127381006385,0.05725428944821215,-0.046392227460136354,-0.00598414007996515,-0.028020551878896235,-0.06547568633496405,0.1472067995581315
ICAM5,,-0.021063830017986,-0.018628564591116035,0.013676372262683376,0.03721286760945778,0.07156246429491359,0.03201242074478248,-0.07117558654664892,0.06391394051190852,,,-0.020069472043180943,,-0.005146646637581627,-0.0016393961791219553,0.04197214530318574,0.003235180375994095
HPX,-0.04283069550819341,-0.03678960682500362,,-0.01870188247387632,-0.026817676461265903,-0.02695275535622279,-0.012869882176267833,,0.014543140620500758,-0.035031003611418816,0.04855609245188725,0.1447230729665664,0.06867972363065168,,-0.010034656314861286,0.008855221246573588,
