,UKF248,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
COL4A4,-0.008398690438617015,-0.053802685678376594,0.0013297756169979526,-0.013593895329769184,-0.019555880412099245,-0.03205820260466378,,,-0.0314974120697046,0.16589243738241588,0.12863152467171818,0.07387230309701177,0.049427251773754045,-0.033586139685711745,
TAC1,-0.0354500588671376,0.10477874043910967,0.10260775164257763,0.07956457764733407,0.042553756136364626,0.014745606589073403,0.07510116930004508,,0.19500622484140526,,,0.12648463526096715,0.06123062019646739,0.11763664392177753,0.11623797279495061
RARRES2,-0.023467430210983367,-0.09452443274707,-0.029386373628406567,-0.09826291368044132,0.04488742914501,0.04434326582882651,5.378723299883097e-05,-0.17965339936042923,-0.11119480955925942,-0.048480517472092935,-0.09211759176498158,-0.007499948806865983,0.0006010993783162556,-0.018795266255676374,-0.02198538821768157
FGF7,,0.008152164897021521,-0.01649858609789801,-0.038740531906290544,-0.03749947157617276,-0.0030740247567443498,0.005768086323479094,0.06732412223333967,-0.004334169543475128,-0.003264347103336097,-0.00943362062290824,0.01766820110970833,0.06777461568372838,0.09695314289609355,-0.03846911238952311
EFNA2,,,,,,,,,,,-0.024602710759672932,,,,
HBEGF,0.044281276301497384,-0.06909025290007588,0.05271663063730452,-0.019243528103470818,-0.04578194951456402,0.023015414957569345,-0.08134485053447708,0.09653125772838923,-0.06003817218840718,-0.014015607224247233,0.0347583197585009,0.06181658214566069,0.042729606795849674,-0.019517997088021065,-0.03206981773773944
CSF3,,-0.006490685406277801,,-0.01438207960890166,,,,-0.04361927806022093,,-0.08915358657176206,-0.15011981776862657,-0.03731300166561155,-0.01654970625104201,-0.03831467287909736,
PI3,-0.020748182286487157,0.04961819362904669,,-0.01619441146252757,,,,,,-0.11726306309770278,-0.2069833390006692,-0.090709728433133,-0.03595701358261409,0.0327145169188751,
PCSK1N,-0.023008393038849783,0.08386440409404959,-0.022231026289141365,0.045694298524051685,-0.026743055085789263,0.06618871174984535,0.18735648301698643,0.08786474532821194,0.22541209378448743,0.045728356287106316,0.03841775807147964,0.06894290153347044,-0.039550115887218996,0.03008230657921939,0.0662784415350559
NTS,,-0.05131481165074088,0.1343598386829112,-0.017677305879324905,0.027199251047301667,0.018939467306758297,-0.03795024312148139,,,0.038655647398817404,-0.004998770136728129,0.10846653854828277,-0.02450785821969979,,
SFRP1,0.08109704793955858,-0.017475655699900866,0.04683482353836989,-0.016111044113260926,-0.04148128766741637,0.0023275281519787605,-0.05418083298477103,0.05891533793407626,-0.050562996433515944,0.13114145679563435,0.012874075677176381,-0.025986757108222572,0.06502172738228207,0.10753509069737748,0.03134308755146657
CXCL13,,-0.017318597972919795,,,,,,0.030025834425596407,,0.035868827450643126,-0.05123993241614647,0.03440450806551403,,0.03598282438605242,
MICA,-0.000798642360632507,0.00758018448916699,0.05088102607641913,0.010167656167940967,0.020284207137103674,0.004735984536629325,-0.013647829166997954,-0.08655966696472572,-0.05943128944192337,0.0009967957875652584,-0.017755433807057453,0.08680449559705651,-0.007475145402102154,-0.0050133863968476605,0.12856876261163622
TG,-0.020170287756949918,-0.037065195108955215,-0.03775475000201967,-0.017357883352400086,-0.018870905758243066,0.0006590339720399478,,0.014705492155469181,-0.010986465681273328,0.05940092109000697,0.005316136352602918,0.0382943590795877,-0.019714080344102887,0.05732373177867199,
ADA,-0.027018188930944036,-0.015287922078812707,0.05480287438771441,-0.051411856480867546,-0.021362128119212863,-0.016221690497070486,-0.02860458719381007,0.15862354100705497,-0.03993461715493184,0.08088520815249355,0.07383739630758204,-0.024294951912103305,0.14681011170161923,0.01580610863367025,0.02917212085658434
LAMC3,-0.011012515907819596,0.0562579103581806,0.10480538424905048,-0.06908083784059435,-0.031499191131764,0.0012159530337326003,-0.006653936599564975,0.0663264367886468,0.015100753025705346,0.0704065901583881,0.12971208755717134,0.014057360440851142,0.09014604999799711,0.030104369487848448,-0.056523597625305545
CCL7,-0.012544741241426906,-0.022961263429448306,,,,,,,,-0.00040033607580231933,,,-0.01734248791044252,-0.04628108423727565,
NGF,-0.021538697751142904,-0.024508758872178266,0.009606774982221726,,,,-0.02317756547710101,0.08616923797951181,,0.08830366068636289,0.07306789295058522,0.07037131917911221,0.08108493313826214,-0.03180690769886457,
TNFSF15,,0.07152882560483059,0.05929681026068611,,,,,0.03820715315039721,,0.021738122503131754,,0.013071207362116645,0.08018650880409899,-0.05011444345837502,
HMGB1,-0.019857586148389807,-0.05798279808556032,0.04319089088010577,-0.06401756003283768,0.047842307056750015,0.022604529499554108,-0.0693678207265758,0.17518878227657966,-0.0620998953096668,-0.04340238647600633,0.01230649312706236,-0.04941362452451578,-0.06733687294696356,0.012370848103388453,-0.023005025111426294
ITGB3BP,-0.05614590762142043,0.021215361552505984,0.07651149782147931,-0.05851808662882187,-0.020068472919599553,0.04612347167266451,0.026179632465147793,0.09074150823683003,-0.0975942123914045,0.01307841429281052,0.012596588512657625,0.015163837700070588,0.02684831502199532,0.001593858228668673,0.08747163466566808
AANAT,0.01911686194079587,-0.01531841453907793,,-0.012973025013925237,-0.016970715830304507,-0.019083167870130504,-0.03567883322423531,,-0.029674532573823728,0.01499194489472081,-0.02788054280659371,,-0.01834907542876939,-0.004681544013245156,
RELN,0.01724038538330597,0.07758970367333454,0.05621009725232711,0.13491908421636706,0.02633208763725861,0.045843671707303815,-0.04343611272112438,,0.06324697445224661,,,0.008915550312224336,,0.0620685153723586,0.02949852070022493
IL15,0.012549309378030208,0.06332933813492733,-0.004177395146004399,-0.03383893568961863,-0.012015986510272485,-0.018574918242375376,0.038310341202133495,-0.020485867507566854,0.02479835813234391,-0.03908762754528588,0.035740667566483406,-0.030603484588122575,0.07614042074061095,-0.04567269447010835,
UTS2,,,,0.028522902835184598,,,,,,0.1664310648574484,,,,,
BSG,0.03149069619765023,-0.05526608072110385,0.07995706612298858,0.04037181744107601,-0.04373690875775094,0.017606114518837895,0.12959921967900498,-0.10361680673649788,-0.1574824553898928,0.019113035632817223,-0.07176959466855351,-0.03378560183830905,0.03075233654722634,0.0046888778793800386,0.0024192635817500475
ADAMTS3,-0.029543120214302887,0.003575990512246667,0.04286637992336949,-0.07003842048093946,-0.043611600770963384,-0.024418191484791938,0.0723530707171085,0.04299644796434203,0.002139356146518956,0.09083824200753891,0.05560841124789504,0.04052875670956378,-0.013090506086137762,0.04411549452707559,
CD34,0.07401127901910579,0.038416602460819745,0.0970153486192956,-0.01597158118525267,0.00849456996341298,0.04679323383720895,0.02033013528564175,0.08137799145366702,0.015068976851596553,0.027626621065839758,0.04808232425706055,0.04008294018674225,0.07276247481599854,0.1078680143425451,0.02948508016150982
CCL23,,,,-0.014761243133669442,,,,,,,,,,,
PLAT,0.018209131354439283,-0.02453141723787199,-0.024629088438021265,-0.0527842456396117,-0.08023104190698771,-0.006623953918775151,0.007016188558425259,-0.003865414916072444,-0.1016637936379415,0.08058299299580017,0.16766017953905507,-0.06699653512915452,0.08481712535500292,0.07344720555340244,-0.1011537169207472
NTF3,,,,,,-0.020820865014865395,,0.03244366363298298,,0.07174695083238239,0.1192352685542348,0.06354557403872041,,,
LTA,,,,,-0.016344567969771674,,,,-0.027521760824935435,,,,0.00834105214937398,,
CKLF,-0.00026809411043531,-0.08127774137507045,-0.012804574205859188,-0.08590769422788615,-0.019550291551833243,-0.04846471805642786,-0.09703953107741466,0.046546613625541314,-0.11439406557303099,0.07921029900463666,0.07927720299171526,0.0009622763199214679,-0.014805858972787302,-0.021275354535873106,-0.03395012393037894
APELA,,,,,,,,0.0012352718134404155,,,,,,,
CD24,-0.03613107548556076,0.019908026321293404,0.06152834592928517,-0.0073525067402877104,0.01974559825209724,-0.03402848864068355,-0.03454329445057674,0.2409530275456915,0.006985141246743712,0.0881233337811732,0.10120253863679562,0.11178086633945387,2.952819708647339e-05,0.0546345772641304,0.04946857161340991
HSP90AA1,-0.04389545471006609,0.09441458404470025,0.0117142522640294,0.06165392034804889,-0.012422004313406457,0.021635770796356223,0.13644502756917046,0.023315734940636504,0.2280503019804576,-0.16655294518307606,-0.21058035360197327,-0.01854416435629533,-0.03997317454695909,0.03675843426093569,0.016938682065332382
BMP4,-0.04365324807557484,-0.029727857925919723,0.014423423270722779,-0.03973681815438524,-0.019426869369774134,-0.0015145465449298335,0.10417070283654288,-0.011887307343048445,-0.008419563686454088,0.04852000085269138,-0.0015471335421025955,0.016557447501015118,-0.00768854000561572,-0.026143567198298048,
SCGB3A1,-0.012544739986969542,-0.01824234066385818,0.03472305881234434,,,-0.016096838744994044,-0.010552072182568302,0.025066421181207995,0.0532696783135244,0.021206900780415285,0.0521090678859405,0.056077450587816186,0.12020051005180721,0.07860265800016993,
IGFBP4,0.03475269514330329,-0.0239874251377732,0.03217044610632383,-0.027873090745728222,-0.035365170237688946,0.02809509194823572,0.02257519931351321,0.14728873325647845,-0.06977813684207826,0.01972370927096796,-0.0457361086782409,-0.07550499093731118,0.11220599051306061,0.006439279051390989,-0.026143578237788817
RSPO4,,-0.02105462651275199,,,-0.01900972758081542,-0.01609683639046724,,,-0.019129056285450984,,,-0.04845108989103882,0.03275878259652239,0.06964078014357762,
LEFTY2,0.020057851371408524,0.016563844994559675,0.06697047571544569,-0.032115871210417424,-0.006583181728864826,0.015509420265365559,-0.03795026810919852,-0.04884039901503174,-0.033975306385421594,-0.023916285603980972,-0.035812405652737425,-0.0021141620396635612,0.054521556299155526,0.10318199355169806,
PF4,-0.01301315401116035,,,,,,,,,,-0.010419191742209882,,-0.024695084540462677,-0.028728758893320612,
ANGPTL2,0.02233769656529648,-0.03204022530812071,-0.0005603343140164341,-0.013714250953017402,0.009269844607657693,-0.03755780111381082,-0.06718853078244753,-0.008995009251275794,-0.1829735500410502,0.09934633314460051,0.17157097459892812,-0.06676881515936382,0.04983284842957019,0.06309368358841905,0.10654660635194328
LRIG2,0.006752010974171643,-0.027699861607809573,0.05838354271398283,-0.043466482707290754,-0.013570409282269085,0.049915225140425734,0.02831278363088726,0.08693521900955523,0.012239393223002054,0.006987093321872079,0.08283020654530361,0.016623690325187467,0.018272362946512376,0.07629387100288863,-0.08108455566125292
ICOSLG,0.12695667922133752,-0.0587184132699528,0.040886978042442235,-0.04033403747180402,-0.04360315206782619,-0.03054878951526276,-0.08018216560089743,0.09784183471865246,-0.04953611693485088,0.01661953781493024,0.08438058880852674,-0.01679270827286191,0.05864453494120053,-0.006835489505288938,0.05113926299337664
WIF1,0.03676409819494646,0.06163574070627499,-0.0075869727220912835,0.05381264017436073,-0.01466935651574198,-0.030290913313140926,0.10198614237196112,,0.18335777478106127,,,-0.007728020632387272,,0.008514560145358736,0.05410098966362874
NPPC,-0.018310758021889667,0.09806880863445681,0.09107701342150425,-0.03492935648727623,-0.028615253568486362,-0.022370663345012542,0.16202709233250032,,-0.13270573506656605,-0.02491241008419194,0.018735617407094975,0.028228491994190575,,0.06907823419430661,0.062014657533860464
LYZ,0.04922459431183994,-0.06537383460721286,-0.03247433343812829,-0.07967011642211551,0.038581790641897054,0.002926507358402536,-0.12937144868316786,0.028767484076066073,-0.062825769774431,0.02854283527223385,-0.0132379986324965,-0.0022720419324869586,-0.008644522541574495,-0.028382859431375827,0.11953074462621027
EREG,,-0.02962885512401269,,,,,-0.03903973536015122,-0.010774396692133596,,-0.004868529940234105,-0.05937987390291115,-0.050470250888246436,-0.014048361666435112,-0.048718360686200016,
SPTAN1,-0.044761103016686586,0.10000114216960627,0.05312179472900179,0.03807237751778166,0.0038149987603094235,0.025027633574264258,0.23043106781148687,0.10115578714881916,0.14242113952978702,0.08760671728367599,0.09206680566970825,0.05985571931702882,-0.015813985461402478,0.07337171736377292,0.10656404239418787
PTH2,,,,,,,,,,,,0.08173633837995387,,,
LIPC,-0.015931520949417625,0.068302589094044,0.0028378254719504305,-0.033930765200091244,-0.01895217238430224,,-0.05368459228771528,0.06749321101298308,-0.026323008293926503,,,,0.0882302328952337,0.04515200145553625,
COL8A1,0.05444978787757339,-0.08642567411004187,-0.03763511066735911,-0.03615563305781207,-0.06315922481870749,0.02334470580077763,-0.05388842700207247,-0.14351803779930866,-0.0998835389404437,0.025165542923287144,0.04582338150296797,0.022568586749217877,0.04304994203091852,0.022812557438611106,
GSTM2,0.010170256460116565,-0.04127521160861462,0.002454560941627562,-0.01932527717701455,0.02184044705917613,-0.01453348969048845,0.0904229972291414,-0.053889319511664854,-0.05458155933332259,-7.317344428362862e-05,0.06814597637803899,0.06104303045210653,-0.029207218020016298,-0.007735537189946454,
SPX,0.029574282898863154,0.11611695837123114,0.006492957641566483,0.06562747448896004,0.05824666482473729,0.018748860782688087,-0.02369738083435516,,0.18677245033536072,-0.04282591273154954,-0.008822653460431968,0.002550235621963659,-0.02957290924638405,0.025620898859334187,-0.025791455519910706
MFGE8,0.009241967017632538,0.08687941500064679,0.02928702711299337,0.027689558030611246,-0.05574603517751568,0.012667816018861255,0.15685039375022916,-0.02189774846557109,-0.10964297443478109,0.05912775064626804,0.018814579464830013,-0.04150203495960631,0.05101433311338527,0.02499959157563736,0.12381067661558232
TGFA,-0.013858594065738064,-0.02992185805432951,-0.03611648844056294,-0.056044886668430174,-0.03814671970022084,-0.011993012829011808,-0.06966108541741163,0.07219422250767546,-0.07378572035923871,0.040073298467900476,0.05177823304891472,0.027803109445515926,0.012094772597113944,0.015072645692769409,-0.021847679243522697
SLIT2,0.03932025492745521,0.09549686540500157,0.09175214406474397,-0.0028632405660485045,-0.0029994085121220525,0.02606691348169005,0.16269237883858068,-0.009259284419670586,0.1945313914834178,0.009390279964658212,0.08887008626234734,0.08839234121074993,0.05207141928100553,-0.0141037005938105,0.20700361375049
PLTP,0.013361589816791034,-0.0448817249413305,-0.046716636345860776,-0.08150025592760086,0.007531376292794341,-0.048172564851451445,-0.15188652193704721,0.06209735768979268,-0.11105268608122704,0.030095928686600354,-0.024021985107967,-0.004268985301165543,0.0357515073873031,0.030123720899283255,-0.015419005317137212
APOD,0.03974343969405587,-0.09644540373159764,-0.04705720987712914,-0.09565093336116186,-0.01208035624909752,0.00030645872596805744,-0.13562790205714248,0.014278046256824115,0.12159112104133071,0.13827700719777347,0.23694597443911988,-0.08906412655144924,0.04738535439373401,-0.004464168528305267,-0.11962213688333447
B2M,0.08189830433230108,-0.10595445389765426,-0.021410936428557917,-0.10089260106762264,0.021482218125982302,-0.03113148263989953,-0.15008330044674056,0.07293433117669776,-0.21709438574172876,0.04517634171802604,0.07049122937514259,-0.03224795099828661,0.07745056790201503,-0.02390300117789448,-0.10669221417980215
OMG,0.0058847210575481874,0.024535991496671076,-0.04991550803372648,-0.03348303447888937,0.001583212979284756,0.030406475071024334,-0.014944897838750219,0.06871017660660665,0.17051206383923292,0.10120946944664956,0.17107856531531093,0.05844150397645935,-0.011365106437746415,0.10107119464608937,-0.0624629484913681
CXCL3,0.011015569444757048,-0.021690815181350007,,-0.017032961699185552,-0.024587956602211917,0.051468473664513334,0.0487787748626806,0.02038409260482717,0.04683160804052724,-0.08649885063657968,-0.08698811467029449,-0.009666702190052005,0.06280554588614665,-0.045272123371593594,
CXCL10,0.02812516455906191,0.02429216602140602,-0.024522725957639047,-0.05051244271445605,0.05107709608333541,-0.02615876307578823,0.023501295396990696,0.06450882920854828,-0.031497414059565465,-0.02279110570443041,-0.025189416703994327,-0.015158806430524764,0.05308073064165871,-0.024497258949969326,
RSPO3,0.0617657423309361,0.12449609991423174,0.08046810088880745,0.015053874743467624,-0.028711319924948974,0.030976309090885733,0.006552310718822622,,-0.004651729292617413,0.07685770730241073,0.11103432690160482,0.04746900992900376,-0.017599234071058914,-0.02860864028018965,-0.03155902114036171
CORT,-0.03719963949701653,0.05004068156786921,0.051746985844993855,0.11249739766111118,-0.0150320916959783,-0.01408848781146939,0.12868791231968457,,-0.00024947302171835384,0.021282028678481772,0.0882030482419084,0.0525203506974825,,,0.04023779847220341
NCAN,0.035581238750959594,0.09570173626737215,-0.02921328608655328,-0.04782456721548054,0.0013907920556421572,0.030018048738983196,0.16224661414680483,,-0.1353355298224372,0.1755245157499395,0.18941245222191352,0.06234642092941716,-0.08637599269715006,0.0428950488779798,-0.03436031708526653
PRG4,0.09143655472223233,-0.014595108019894725,,-0.01845366161612993,-0.024293677190806672,,,,-0.024215984398528435,0.029823844011967426,0.03406278384994046,-0.02400049159031465,0.013660681250238893,-0.05889823912192205,
ZG16B,-0.017395768117695134,,,-0.019923693204109718,0.07163202251420756,,,-0.037407503113636706,,,,,-0.021944350859130667,-0.03609996891113536,
TGM2,0.04204874658493755,0.008743580493213512,0.04119889656471734,-0.02950400868187482,-0.013789257662247685,0.024282263246475692,0.0031369630582690844,0.0589603386023016,0.04502850722041467,0.0015087594319613366,-0.10743061671999611,-0.0022834291486588136,0.07535522217256696,-0.0365420488076101,-0.09263303724924714
VEGFC,0.07932908100601575,-0.022466707593912113,0.0011478701635564263,-0.02432999421326254,-0.010593758181786695,-0.05803385455796189,0.054327670167959245,0.0699849342631837,-0.024713377324526744,-0.02116595658859623,-0.04474786136086451,-0.022269173794977063,0.023904890989521723,-0.00854805154932133,
WNT6,0.01385658036278154,0.03598910516834577,-0.008602446214400962,-0.01814675979703641,-0.028902646043508805,,,0.025829252153963478,0.04083502896707952,0.0783411394609894,0.02863924539973787,0.010865954695069806,0.037388450804114855,-0.037302098657410826,
NRG4,-0.011554147098300951,-0.020788822735036447,0.10399853206081222,-0.022985206211102366,-0.02495059660000503,-0.011008790829398464,0.0956250612786803,,0.10281315279537785,,,-0.007600512476863384,0.146771733885935,0.011135847254529983,
PMCH,-0.013316776327927908,,,,-0.004369090108478996,,,,,0.07142423249195302,0.053308813847050725,0.03686230012685732,-0.0024788280332530424,0.03740676726841959,
COL9A1,0.02566099172695773,0.026171847546383208,0.03999163054817895,0.015084659869329805,-0.017091811574642932,-0.034098145157752786,0.006558863539383903,,-0.01265521305130737,0.12968785304123046,0.17663833440206353,0.03622506227917008,0.07799773619970544,-0.04485167847465122,0.08782279629305005
GDF11,0.0077358642698077355,-0.021625508133431365,0.0045425579856006705,-0.06618049556329327,0.007909059078036271,0.010311816740072248,0.03413763190333679,0.026174768561399296,-0.04202400012667633,0.03463422420462451,-0.00662328911414063,0.0013997216669684096,0.06837467172292566,0.010913721747309377,0.025090143546645124
RAET1E,,,,,,,,,,,,,-0.019306236893788797,,
IL24,,,,,,,,-0.019928510677265417,,-0.03218918106531565,-0.041081283356549654,,,-0.0009384243380941191,
SORBS1,0.01956668652767143,0.05014561444980006,-0.026971191799291656,0.02321758700020809,0.042212811526875504,-0.0009513525994140308,0.009373788441966305,0.030304675238808476,0.014091926326818079,0.020428204655115148,0.00753793451559954,-0.015144562682483773,0.007819609363596264,0.09616727159758988,0.0029013828382507146
DLL1,-0.0018307367902004592,-0.03982377163638664,-0.0018169441222580709,-0.03945852768237436,-0.04940115673406925,-0.018018152657460294,0.006448331842271506,-0.00393185725577835,-0.10568641014740668,0.1323356884493325,0.1865500720045311,0.05352905891206908,0.019587369434406327,-0.04199060126965467,0.039105829900542406
TLN1,-0.043366650018257576,-0.06537933066834027,-0.0077216832283545506,-0.05295144198547786,-0.018496063716073104,-0.027508853973441293,-0.13403979638436175,0.07379992383055284,-0.1742260059966242,-0.06075743675015382,-0.09761041835350327,-7.672619140144204e-05,0.06977444707333574,-0.070968503381746,0.022689785105804085
COL2A1,-0.009219394336612521,-0.013035645565840462,0.05218542022599055,-0.017032967495691193,,,,,-0.020122030623962506,-0.009213946620648544,-0.0732649958792884,0.011216945396698144,0.055815561952344245,-0.02946444665950455,
SHH,,-0.033046243476367185,0.08986080046976873,-0.013389982065394587,-0.03408610964058243,-0.018482041628364487,,,0.08670395080251937,-0.028211839363743062,0.006801105219229691,-0.005910636760343696,0.021096194481781416,-0.024851934653345176,
PON2,0.03568124188838297,-0.056228529265196836,-0.06667727437306814,-0.10118937457415572,0.016959906497015866,-0.0437626909885231,-0.11807426904572979,0.12326350288675145,-0.15824947200101044,0.13034383575963826,0.13926656723088532,-0.006674178388421244,-0.031110236931574203,0.048509367187239624,-0.02691808987634175
ICAM5,-0.033810685568709704,0.13904609335995466,0.04263757738831092,0.052415882260646966,0.02275074975520004,-0.0316358934305017,0.14906590543729265,-0.025529757064152638,0.1308512899081289,0.04385748700346451,0.10240772342019418,0.07698286615254174,-0.013937217087128057,0.061481045454624815,0.03962493142856674
HPX,-0.008515364294857521,-0.01477696070243501,0.0738730377586036,-0.02480354929837621,-0.02548665944043461,-0.0160968371039601,,0.04979870219536051,-0.027008117959012944,0.003052495934465461,0.04815939187564054,0.016536236044457798,-0.018871672488941962,-0.030149307619861416,
SFRP2,-0.01667826524365579,,0.003919419964752966,-0.013593891326860917,-0.021241464001560507,0.0003256593685947319,0.05173011659824894,-0.029172136668948898,-0.00839476123419871,0.029537248654156634,0.09102503927364929,-0.04552652597368179,0.08867137771226427,0.0205001548918855,-0.07650641602351103
CFC1,,,0.1639974565403194,,-0.016344568957558342,,0.033185442461692805,,,,,,,-0.027995182401260796,
CD70,0.015074250365191782,,,,0.007683237873236261,,,0.030118017318782993,,0.0004616576399077286,-0.03774606548562546,-0.0016427610433259476,-0.026850814524300895,-0.05203238031832019,
HP,0.020283809816512264,0.0057109302073175125,,-0.008457045831138186,-0.04799385862431012,-0.009712773827321743,0.05038885538815308,,-0.016898720406202886,0.02701875822747528,-0.014144294536981275,-0.009880658212734532,0.12269793503251564,0.04782802366009742,
CXCL2,0.03741479172401378,0.01965756078395958,0.026256164125498933,-0.023562908700726536,-0.05850583656874725,-0.022370661594215357,-0.02073505674936339,0.013801229326792824,0.0001905687792976754,-0.021498155904116217,-0.10891808899213373,0.055339438829801774,0.04882353293743512,-0.0921628152407104,0.09027227984870947
NPPB,0.02564343297049622,,,,0.024019747018404893,,,,-0.02471337912200155,-0.014605496366539863,-0.060692756329683434,0.03255584685504105,-0.017852464935346854,,
CCK,-0.02648236633579205,0.15009789388380373,0.01748809252313539,0.07538100999509798,0.09506473729480569,0.06397505960659061,0.22464139066144467,,0.28408402133877997,0.0860474699101857,0.09946385710105365,0.03524045030691364,0.0663883009597867,0.0934499994532305,0.055419934390124284
SEMA6A,-0.05885932570924287,-0.0018734950847295272,-0.020615577361163578,-0.09116950636327409,0.002234870047227338,-0.003447669929983234,-0.06561302058422668,-0.0023511685349825633,-0.16707793677168126,0.06638804342129256,0.13201572905061446,0.011060047499826524,0.0038436931530425942,0.02148574536121211,-0.0040634706979286485
