,MGH258,UKF251,UKF259,ZH1019T1,ZH1019inf,ZH916T1
LTA,,0.015882567202229813,0.029542474842120112,,,0.010220040570647676
CKLF,-0.02412931166354597,0.07196033366297966,0.04025095784469743,0.02515010852663008,0.02436580520318794,0.05779522615693352
CD24,0.09860326121975214,0.03776360561793165,-0.03680981998777976,-0.115574634237054,0.08329793129741865,0.014336082286186486
HSP90AA1,0.03290582886107599,0.012175282339555227,0.008254467391155125,0.09392013697620237,-0.14941917312526973,-0.1722096344320289
BMP4,-0.04918928555057814,-0.01970749079521196,0.05746591027280503,0.08698248200916975,0.07635577667525217,0.07553735552117889
SCGB3A1,,,,0.0659210559393127,,0.036043459961472214
IGFBP4,-0.08376880625363595,0.045474596775468404,-0.016365932138539926,0.2118646168693528,0.0502767236621252,0.12097645908971805
RSPO4,,0.0023488364827641936,0.035835133963336666,-0.026142928941404745,,0.09274224939112541
LEFTY2,0.018608815281667124,-0.018819269415961258,-0.03849964780557792,,-0.03353937347918444,0.15422926250271835
PF4,,-0.01691099064530704,-0.022311334820468456,,,-0.018310604570890617
ANGPTL2,0.061194347479707964,-0.008254868231656156,-0.045134784083995926,-0.009651765538277993,0.011775806294185325,0.052294249945026614
LRIG2,-0.07493046116289369,-0.026900162798289967,0.04004571575277404,-0.06595738611311514,0.025491547394675764,0.06518117065052582
ICOSLG,0.060526674545951065,0.02630334281569827,-0.02933602724611933,0.08890331069497767,0.010224947779825013,0.10410184216646229
NPPC,-0.022879529315792735,,0.02792653880843319,-0.03340099911537063,-0.03142611230021776,
LYZ,-0.0030008720619213573,0.07500154091599759,0.044317854276327284,-0.07652355931522889,0.04129409509195116,0.015180478025749084
EREG,,,,,,-0.02537492249023876
SPTAN1,-0.0619315633955495,-0.031471005308169105,0.0349989474673555,-0.07359276988879725,0.08339954339554655,0.06051636182124389
LIPC,0.0031909798320718377,-0.025451944721868392,-0.002720149479288639,0.04729229363611669,0.00040191639796935175,0.10091365436765913
COL8A1,0.1453313523059369,-0.0045061877879770335,0.0004222631786486095,-0.008482967817260514,-0.005680133472347354,0.01939228245859704
GSTM2,0.021334051284992512,0.00649033621975745,-0.016902030502893104,-0.0491241085585946,0.09279223764489013,-0.007895018096927272
SPX,-0.010907417503573049,-0.020027737905230714,-0.01001346174545112,,-0.05211701861575929,0.048813957038074784
MFGE8,-0.02077095384897023,-0.0038688851999960096,0.012242921606030197,0.009889443630634152,0.060369723663435904,0.11030672455494253
TGFA,0.049662248025816716,0.01833459533901337,-0.05170740203768924,0.010322926041275767,-0.012320367582007503,0.051527323157782544
SLIT2,0.03330854164312459,-0.036886506759148854,-0.018617323847929107,0.0015435633603116954,0.04519301395297789,0.06234808334703005
PLTP,-0.05907357528378125,-0.04782649991288849,0.02871813201901141,-0.08820283723212384,0.05593304516518382,0.04304933047907636
APOD,0.12211556209538821,0.019885346787850297,0.014109524644654719,0.08453208929897973,-0.1049784536448156,-0.024187499510472468
B2M,0.01644082623310211,0.028258651342803715,0.013735837504823944,0.08187679214698597,0.0030318585277911694,0.05699792539236911
OMG,0.00480240104097984,0.024052863380706915,0.0001784411332355186,-0.017630295078059705,-0.052176571904885304,0.14185156892025863
CXCL3,0.018676845328964835,-0.016345780083165243,-0.01853745336509779,,,0.018830133351645982
CXCL10,-0.12932473939819328,0.00725557773458567,-0.019502402593386696,-0.11448271573536566,0.02824405691287724,0.08944116585554669
RSPO3,,,0.017783070166113083,,,0.03457831462368714
CORT,-0.03059083554678944,-0.030201958410923352,0.04181801387381757,,,
NCAN,0.01938681703057498,-0.016380939660318495,0.027114405999821012,0.10485310847110982,0.09790338811128045,0.0066430894056050465
PRG4,,,-0.014229867649301611,,,0.07856080081868531
ZG16B,,-0.020349628721493696,0.031205974545880755,,-0.029176077687653235,0.08260564506049062
TGM2,0.04400038466017429,0.011240942933346234,0.011897844235206963,0.1019101733369225,0.09028644642008178,0.1037339659047769
VEGFC,-0.020026686192680575,-0.026129706932927127,-0.039001365143703975,0.07004925996889448,0.11277309251545001,0.009847341357837842
WNT6,,0.09931635861388165,-0.02652436496636787,,0.07219934438642506,-0.029116711935037138
NRG4,,,-0.012118146817809703,0.00010665773711993308,,-0.042041373033760134
PMCH,,,-0.01427498932895004,,,0.04401042429333259
COL9A1,-0.018118879180496504,0.004738321075683355,-0.022610288041029106,-0.02047780359333723,0.07857038708177073,0.07329182820132928
GDF11,-0.0205549144147588,0.07213277325693274,-0.007443798205735178,0.0758681439983981,0.008554582468317671,0.05062619880082293
RAET1E,,,,,,0.029659260779597636
SORBS1,0.0060054451605552304,-0.02911998826803243,0.012191365957707211,0.06190979711455878,0.0958129715408897,0.009417969238938518
DLL1,-0.021284596695474382,0.012416234609427776,-0.015139289963595355,0.020307403027565306,0.09669760629962744,0.10675964113093289
TLN1,-0.0056436583638758454,0.05775004324847926,-0.0058145813535927255,0.039963044358767116,0.021190943029373487,0.08195534479358396
COL2A1,0.145964906242048,,,,,0.0052045985546934695
SHH,,,0.039471043300492205,,,-0.05412123773076434
PON2,-0.1269613872317824,-0.016147835842604857,0.02033195803602045,0.033796727045258726,0.1808461833838181,0.054759858949961195
ICAM5,,-0.024224626876403605,-0.0192857741735843,,,0.06728552077901072
HPX,-0.022016346886370202,,-0.006726494413515737,0.02621235504179781,0.03433436609707638,0.13733284790868489
SFRP2,,,-0.019996180224557798,,0.05825664511193132,0.06265567773768496
CD70,,,0.027202821434916185,-0.05166928664641959,,0.04480606833828508
HP,-0.035562661063143215,,0.03732091577826841,-0.11744423989905516,0.08927276164027143,0.006866353391244833
CXCL2,0.021646486973227387,0.01600921041980186,-0.006399863082655012,0.01954455971197273,,-0.01902096934070346
NPPB,,,-0.03316948681047033,,,-0.042646290785768454
CCK,-0.030111620862367253,-0.04169598047869918,0.055169234680963165,,-0.03631323487084971,0.11153763054173296
SEMA6A,-0.048893663132431375,-0.01892791841981393,0.027257780929576973,0.005503389037978366,0.10841857837994166,-0.010058164265512752
IRAK4,-0.029732728925867244,0.015159758807325157,-0.03984008717419639,0.13777634623850324,0.0793682451530984,0.09919590445627999
GSTP1,-0.04048247830918434,0.003257780469188936,0.03730475581360482,0.049005867378705326,-0.026187396006950744,0.025503176373173682
VCAM1,-0.008975463564914056,-0.0036734324706107955,0.04728216555169895,0.010267741633881096,0.0961748799623595,0.10744500986741437
NXPH3,0.0009338031609719422,-0.025901095222949127,-0.022547207530415524,0.01128877966406177,0.04942061919450298,0.06580786149033166
MTMR4,0.04000644071206728,-0.017609707802581736,0.08026445360929871,-0.02611738605627612,-0.07047984141866755,0.016279958549582946
LAMC2,,,-0.024027816298785233,0.06407474183632485,,0.04882119880214465
IL10,0.048812746141,0.05993374213110437,-0.0014616929764239969,-0.00438836244266708,0.022914424777578168,0.11171908657839498
SEMA4D,-0.03625261769948991,0.03287547701912903,0.018585729264233387,-0.0015323085104239503,0.010051643675586478,0.0908272412228079
TRH,-0.014171424237960603,,-0.010632462825419372,,,-0.00967651034970694
SEMA6D,0.004951002615535759,0.049756889249716815,0.002803117557269783,0.032600207469435066,0.04170742660525376,0.050848899091864665
CEL,,,,0.010897691070546726,0.029818167597750387,0.028924844941495817
PDCD1LG2,-0.0008080837207562662,0.045633480331423226,0.03309371299831802,0.018028451366151183,0.04900542301157786,0.12486832543099106
SPINT1,0.018235817195291614,-0.0028031623616081047,-0.03378488232206247,-0.0015345575449647463,0.05240663032393284,0.06231837822136512
CTHRC1,0.0006375269996570382,-0.005733515725335333,-0.002684474520631138,-0.005319046250592898,0.07651100946700394,0.10181447143472629
PODXL,0.019050623666445915,0.042664629561105616,0.0018681928700809895,0.05477206463670289,0.08349112891670762,0.10691596299131109
JAM3,0.023852029768089818,0.025038214765784363,0.03202395832438458,-0.024998090474691675,-0.09009597014810083,-0.02389573028875344
TGFB2,0.09738440523739891,0.004513747835941691,0.014173794771090742,0.022799563774760646,0.003232351067743201,0.013212751305848466
COL18A1,-0.014156969163822504,-0.014536095711105144,0.05486466783399775,0.0034595500442072048,0.06577989034150855,0.1016482594635523
NODAL,-0.019622015630241314,-0.018126112168636032,-0.041524614770118776,-0.05961753781507147,0.1357053463870008,0.0583651004299428
INHBB,0.05568640906984872,0.009199964069188363,-0.026499216618102363,-0.014926805960040476,0.07470550745601627,-0.0053984952273998825
LCN1,,,,,,0.07364100059192388
ARF4,0.023572176665300277,-0.007422014510097668,0.0008678650714197622,-0.010160408135023568,0.06054828611791361,-0.041318105529832776
CXCL14,0.04509938816838732,0.02510910845737665,0.014509847112685145,0.01976814596384299,0.0986258586115154,-0.03177640411204131
LIF,-0.025051614321514967,-0.02293755514519063,-0.03098046818496554,-0.012216343972616239,-0.006836530221431759,-0.02817361133985873
IL17B,,,,-0.04179508365815699,,0.09097955128474297
MMP1,,,,,,0.0958724045686779
MATN1,,,,0.0028048767884961997,,0.015465317039561432
ADAM28,0.019740142962423716,0.009697892199200845,0.059003350964536065,0.06326864141305587,0.05533698660051755,0.10704939897069146
TCN2,0.0037290309658908386,0.056230329644704445,0.0010583655445754333,0.036823527907148865,0.09564171432221834,0.13792601537540122
THPO,,,-0.012473005318027816,0.06742999138778463,0.01600692293656867,0.024861955757909924
CUBN,-0.016676264128887088,-0.04366037983752471,-0.03605558763617196,0.013330618835263916,0.059713960215555875,0.12637313747663131
TIMP3,0.02205034912683174,-0.036938211663548805,0.015028057220789696,-0.10554009599835668,0.007562542527880874,0.07910078856905121
PIGF,-0.0006510919894574576,-0.004964175600676677,0.06365966822245298,-0.0011478618108483746,0.025813318494558396,0.05792338176338253
CRH,,-0.022748222976065626,0.10662592443472907,,,0.05708314514364783
BDNF,,-0.0038834324497622323,-0.0216034775975299,,,0.09770364625560246
CCL5,0.01687736726942296,0.0486965719594426,-0.03016118778643669,-0.06941606869787918,-0.06725558081745384,0.1010547915382595
GAD1,-0.024174618649980183,0.027144605744628535,0.025570131051843723,-0.011497399248140387,0.06963602882902399,0.034514610423739094
COL14A1,0.06653249547000577,-0.005912216656281403,0.045499180111325525,0.03777530880886915,0.04456082150322189,0.09665465570638128
HLA-A,-0.1377199814329349,0.010714435189185526,-0.008827052714907134,-0.002773650590617254,-0.02895594915429991,0.07617120625200967
CD5L,0.03856755438489932,-0.019286956913099583,,,-0.014158864371562939,
FGF18,,,-0.01178460264260677,,,-0.009928732009690574
ADM,-0.03741431294307555,-0.044418684377830406,-0.004257714004497677,-0.008590444442997065,-0.016403194771201363,-0.015688198987061988
CCL15,,,,,,0.08763180023851862
GNAI2,-0.02530875385146085,-0.05975659148935715,0.036556605205753115,0.01375860690094632,0.06427531117312203,0.007809901613087693
HDC,,,,0.06973156212247142,,0.05195314917365483
COL11A1,0.02491031658769108,-0.016690549595114477,-0.020637031325216767,,0.0014507481551605075,0.0006501308415939261
NUCB2,0.04965563990468967,-0.028184874059712824,-0.04059920046484875,-0.01677312287464668,0.01387163369652997,-0.015608905762156922
CXCL1,,-0.024403403053526274,-0.02023135105414488,0.02339059422527495,,0.06656910819633123
VCAN,0.0029042980567344275,-0.045034372453602575,-0.0034759291171079618,-0.02032408761375715,-0.07459794880864644,-0.06473088392539496
MMP7,,,0.002653208456317493,,,0.031243566926903485
PTPN6,0.10777501601496295,-0.0056384835718270776,0.014980661745189632,0.06444016489616768,0.041654814653603996,0.06202297245806766
PTGS2,0.011819907052856298,-0.02177875711602848,-0.01961868440508596,0.00977804756222744,-0.05307386885633887,0.002451495705095901
XCL1,-0.04178621109460784,,-0.025910267019496176,,,
CD58,0.03723282132148842,-0.011516191932887276,-0.009089538587706066,-0.1190288134286757,0.05151862610083349,0.08308223743424761
TNFSF14,0.042677440628384126,0.06150117763629153,0.03742409984561774,,-0.0410291958081241,-0.0006968410193520537
CNTN4,,0.012882430230052257,0.021788074257284646,,0.07988097669080893,-0.038492958861150436
NTF4,,,0.03670492434824094,,,
INSL3,,,-0.02381379566366407,,,0.03309862203375583
BTLA,,,-0.02204728381275789,,0.1098349127657158,0.1127857454048182
MFNG,0.02840206512754972,0.014836408047964133,-0.019754952894460765,0.08330265577259506,0.014498012104943716,0.0511542477997807
ICAM1,-0.017418002742859384,-0.0007486146915514104,0.016147202275116065,0.05425850677655257,-0.02948198396946958,0.026174555191232355
PROS1,-0.04565151637049325,0.03873478713890053,0.05239007919437115,-0.012759060247815123,-0.03147836789416754,0.05319094945642338
CLCF1,0.004636215530544096,0.009829673571291924,-0.03468598220184423,0.016203315284997924,0.05123078476635552,0.008428587844212975
PSAP,0.041857752575972976,0.03423573661650016,0.019989664314962137,-0.07437729807700609,0.09922192415844731,0.12022240844832444
EFEMP1,0.04723712366731279,0.05231893551666974,-0.00234537394230703,-0.019830787403989934,0.046440201207471644,0.0007592594664106014
C1QTNF1,-0.00528861489516197,0.03388319766441926,0.01653134572174598,-0.03889036425047996,0.04373944734939319,-0.04230686016330281
ALB,0.10354421446353336,0.045830746375639504,0.03160788914583185,-0.05611581660337094,0.05249985773577635,0.007976083514351355
EFNA3,-0.05377779419435785,0.04067541522901043,0.01562689729654057,0.004625852116775532,-0.00888846440700871,0.05686133470451915
DRAXIN,-0.019161365598272858,0.057526939926537415,-0.018246294615084258,-0.006744471035858225,0.06945314226011426,0.08820761486634446
NPTX2,0.16633454135587322,-0.0423326056035813,0.018761486192310446,,0.0830271468990024,0.10815341641813271
FGF11,-0.025230253095321228,0.056087429114334494,-0.027025678202315925,-0.07201812704821042,0.010315692508129979,0.00927601174119276
CD59,0.024194150047341323,0.010554368734544068,0.09051354046726415,0.05867541106512457,0.06503487861630788,0.07210561774368679
COL9A2,0.03212753363996988,0.048640045566966064,-0.021830260731294824,0.05918083398303581,0.0593233581620079,0.0795230680323451
DLL3,0.11396756775601495,-0.07074391361043197,0.037618024050427364,0.08196529097586694,0.000502283436049006,0.034366244231789446
FGF5,,,,,,0.0029447052033366194
LIN7C,-0.0107852129771928,0.03312209980252831,0.002629657044886398,0.03580618091179003,-0.019842754417252716,0.018961807476486073
GDF7,0.0670652403969927,-0.02137954918016109,-0.0075639990762556494,,-0.012403431761178639,0.0369789037659846
PSPN,0.06752819307707078,-0.0012421332154357253,-0.028776093722758647,0.06602060466771204,0.0696575603020307,0.09001063938829504
ANGPT1,0.0008006355922765051,-0.010239159023026499,0.002806769799013743,-0.10765107164487031,-0.04595962054903464,0.060900226544541386
PNOC,0.0038149710795565006,-0.04474073334294014,0.05196791164017528,,,0.045759566170006136
L1CAM,0.08071278881873428,-0.034985311319098496,0.010303330014423332,-0.02289756781414139,0.008194206446825988,0.04364541007631661
APOA1,0.011765177424267347,0.047913002914759785,0.029017702110062868,-0.007140133688519946,-0.002989922521996396,0.05676114869863888
PSEN1,0.11433825516493747,-0.0058143876685528405,0.019330258856920825,0.12732751093298067,-0.06836487703020891,0.003197624659589461
CALM2,0.0010699756751122223,-0.027177089244903134,0.018606139721365038,0.04577007593894109,-0.09345303777164708,-0.032996707253730155
CLEC2B,-0.029899303140136786,-0.016653754934305733,0.05786324763744634,0.08292903713655621,-0.013810830341624841,0.12519443875293565
NTNG1,-0.03224909728187367,-0.0236913835316081,0.04604315881751727,-0.05741017572909661,-0.01105266862836589,0.09469314537835398
LRIG1,-0.05949735922464755,-0.05578820497388203,0.008253747598546449,0.0905549652371359,0.12191877715721303,0.006303470290051762
CPAMD8,0.007299505610492413,,0.012196367177433722,0.026621456836757224,0.05173581129594186,0.034056980183107155
GHRL,0.09842250626954126,-0.027117649212581352,-0.005814895458114365,-0.015098541392509508,0.0048271673329882666,0.016865280211656848
NPY,0.11516362908819022,-0.03418794691091545,0.09823512657012431,,0.05056386171334758,-0.002164152923049177
MMP2,0.029675142513091286,-0.0032735324074170805,0.04055676547368712,0.005789945165721341,0.12823563959348105,0.06682859523259614
LHB,,,-0.012739368963431752,,,
PPY,,,-0.021007497417652884,,,0.019032745068418237
ALKAL2,0.03189516844514137,-0.01716059104778722,0.060299828575393594,,0.03221614626093704,0.005620618358697128
CSF1,-0.06937028667442194,-0.0023406647918378506,-0.014443505227243565,0.04530465499752627,0.04928953726504795,0.04143759923654933
SEMA4C,0.0605537163763894,-0.025177324942188245,0.02644555623140228,0.04854390528900863,0.04137626903751507,0.135198635727312
BMP8A,,,,,,0.036131647049142776
ICAM2,0.05486759335941655,0.0384387065446365,-0.0032312027341636624,-0.0026930193314589758,0.03477359417367832,0.12859515348890416
SYTL3,-0.01652900296592689,-0.013232906688452407,-0.038222986267742634,-0.077593051600442,0.11163636756276615,0.06215121858473239
IL1A,0.03648981582105191,0.085371844429383,0.034806989265329095,0.06699324229787319,0.15792116022789685,0.06003514906616761
HLA-G,,,0.05085701658325286,-0.035830835814380624,,
PGF,-0.06597279366891835,0.02779333392522351,0.014760678969451735,0.002701587508846826,0.08952516220791781,0.1684298954887457
LGALS8,-0.028428820208164677,0.06000736896965674,-0.04922404655877807,0.04470133999727375,0.08941460755038888,0.08486694680411098
DKK3,-0.015841592993854806,-0.02631970898239765,0.04420244739588152,-0.008900536797768498,0.0384611716496022,0.11799323780491006
COL16A1,-0.024196741789050253,0.05769116096073422,-0.0014739861332952865,-0.018329466704677118,0.02650385886649168,0.10839766500779663
TPH1,-0.04009349694322591,,-0.021534381134059297,0.0026530072115245966,,0.08673542210909364
TNC,-0.03593400091261901,-0.00626665383604576,-0.02055693367973143,0.10145956883983655,0.11710290092542658,-0.0055165002778609015
TNFSF9,0.017536008817078043,-0.028696420416814965,0.014935917945782421,0.029950404380730565,-0.008695860791497275,0.0063505470511588495
C4A,,0.02222156444967386,0.05477960297570518,,,0.006986139675943521
CNTN2,0.09203221267275469,0.018996473436453706,0.0232434460800541,-0.037795998052815534,-0.04125611614431187,0.032175274120682586
LUM,-0.008533107003876807,-0.024932689708153384,-0.00830757387842091,0.056926643112873675,0.15408218376249677,0.06468769821075157
IZUMO1,-0.02272378274871694,,,,,
BTC,,-0.0008468506863418693,-0.03248199031009877,-0.015618582152657599,,0.047553542818675486
APOC1,0.16760158985027293,0.05439803303976045,0.028854947033098134,0.08578562458970972,0.0676350573671886,0.11638749960374357
PKM,0.0019780750527464953,-0.04873664528668744,0.020306097060112004,-0.07115095888311598,0.0659894127387128,-0.07609659555174836
TNF,,0.08730234073968395,0.00290463513736604,0.021023056873835776,0.010079382230777497,0.09911981750366101
GNAS,-0.06680013802495305,-0.027700570606269587,-0.007256239456186647,-0.06145588070280389,0.04332274759308961,-0.0946752587026551
BMP8B,0.08826817350392722,0.012790663511260703,0.009574168079397198,0.07326375402370426,0.028959041120902425,0.06992365179238608
LIPH,,,0.013534555441334806,,,0.011516765487554502
CCL28,,,,,,0.07758917188927891
PTPN11,-0.07264776487416967,0.03278810333153433,0.027546523759469498,-0.012753318851511488,-0.012052222011472545,-0.01583249502624871
ADAM12,-0.009749859977910535,-0.02013772471683793,-0.005741739576675287,-0.027084300707561557,0.09410255916775714,0.07789240464450166
EPO,,,0.003952594658336939,0.10030373856010753,0.03599852485654712,0.013233272671270311
EDN3,-0.04092124015403009,-0.009348064601650451,-5.190362264697477e-06,,-0.030094426893494897,0.01089688307065548
CCL22,,-0.021379548662446787,,,,-0.011678694316486136
CCL2,0.08357616580496416,0.0564174313820653,-0.027908738420178766,-0.015143122834700642,-0.013097104405276488,-0.02001626784485429
DSCAM,-0.00724166521742623,-0.002692920482338808,0.03100096251228644,0.05382500236121939,0.07865816703076836,-0.027667957727014886
ANG,0.0008995930392912354,0.0471995619297551,-0.08446388955159563,-0.09462598478136483,0.09914841944193317,0.04357441415288208
FBLN2,0.02378026069850371,-0.03887934096751465,0.002430876631103039,,0.04346516443813236,0.13067982153651092
VTN,,,0.10452714538845133,-0.0396898003396408,,0.08653624068067031
VEGFA,-0.02673680298897824,0.018098646033642724,-0.0337302555478622,-0.13300522675878954,-0.007377110569548314,-0.15991678011978278
F10,,-0.024403402560100488,,-0.05838582812556054,,-0.027905856560405264
SERPINA1,0.07229457141440468,0.032133958213773496,0.04641682875426495,0.05889847851749904,-0.016774715327362775,0.069431313848034
VWF,-0.0953219331781556,0.05787232256026654,0.08078346404793574,0.08834833211335529,0.08419081878876203,0.12408475290579273
GDNF,,,0.05029047487158248,-0.037470255407136666,-0.03353939820306584,
VASP,-0.028219248892029463,0.006384553162501109,-0.01978810367550507,0.03442439504329315,0.05531239282168431,0.11392129698490625
ADAM15,0.0033903869704247757,-0.02480820428011217,-0.002333829325912633,0.02695588534488009,0.03915233041526543,0.03596997925561558
WNT2,,,,,,0.009018244633788556
CALCB,,-0.010550700025063206,,,,
OLFM2,0.17166828538815548,-0.013163111523089977,-0.011348647311129147,-0.05210838835177333,0.09111749359017998,0.003630332967393362
MFAP2,0.06556951791695073,-0.016035772427385363,-0.00447913296560924,0.048018118335951425,0.009394338700018675,0.12568888984378165
HLA-C,-0.14857417443522822,-0.0401454280973292,-0.003915736562510919,-0.011206540811645732,-0.0017979082452527365,0.1788249881130213
THBS1,0.036090322292157175,0.020534907869413036,-0.009964403145936957,0.0681684021215392,0.022313850857295855,-0.039044474516616565
HSPA4,0.027172942643994353,0.00023699032581657543,-0.00955926579936966,0.12308455754332426,-0.010045485050879039,0.017531950974365676
LMAN1,0.001431563689997724,-0.004741557171059852,-0.07028030107507181,-0.10818996317753882,0.05230722709125308,-0.0699920561412616
LYPD3,,-0.01970749457789409,-0.016622359259311936,0.005956659262586564,0.04005932620370867,0.07010666169668757
APOE,-0.0585016340063769,0.0340777298601775,0.07768783873631796,-0.000377185707099118,0.09981576899953791,0.14582301880063275
SOSTDC1,-0.03459009137270717,,,,,0.045349985523042334
ANXA1,0.084447179359818,0.015857850609577173,0.0024871612123512645,-0.011738900318626908,0.128487060012879,-0.05095460146500807
WNT2B,-0.02592918021728847,-0.004878161948575165,0.02780622849094199,0.0916999666893625,-0.0033333907967871114,0.0067325563784857686
AMH,,0.022187492791382022,-0.03826876889327618,-0.060233350497983264,0.10179571137321544,-0.06927187613852726
GDF10,,-0.022171253757412,,0.06023830797647378,,0.017104793296252484
EFNB3,0.058118943498788884,0.04635437041020815,0.04108368941712557,0.03267709738990832,-0.018091008714866387,0.03999902802642715
LTB,-0.021370277704634073,-0.0007427139852676975,0.013364827136873925,0.05041375260357861,0.02080354083887866,0.0834159890485931
ANGPT2,0.024772504631846104,0.1116765354194598,0.0013944758784370462,0.056126441630231456,0.06420226709701417,0.06984648460100237
NRTN,,,,,0.1486271657088463,
ADAM17,-0.03182859815300962,0.06542609203358302,0.0002280016311451149,0.05102584540544253,-0.026444542249768707,0.02225257545581716
LRPAP1,-0.059503498710203606,0.04263440488257676,-0.017729777544365492,-0.06739550340629122,0.026833886702324384,0.015863338789359832
NID1,-0.08357131026052846,-0.010395118531884356,-0.0008794628571190961,0.09215818518947422,0.0705168869781133,0.07204739682739109
