,MGH258,UKF259,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH916T1,ZH916bulk
CPAMD8,-0.01607585644737781,-0.014222737653875371,-0.02679101136006455,-0.007700863156672475,0.1041358520368785,,-0.021283106210966823,-0.018751075356712683
GHRL,-0.025647873256546463,0.054969018847552904,0.0002665884933076357,-0.010543348938359665,-0.012118142211583523,,0.0001705926198214513,-0.01652926803270714
NPY,-0.023583908819298702,-0.010116000340421054,-0.07886120648323015,,0.06554123032820867,0.09177573743107408,0.008530723790793948,-0.09593779672216232
MMP2,0.042261253776078554,-0.044913611331446064,-0.03275052342331103,0.017309946234382905,0.030409160675469123,0.00942935488168291,0.0009068903606841329,-0.09358133115683702
LHB,,-0.01238693039164767,,,,,,
PPY,,-0.02156203312415509,,,,0.10620823335645324,0.015207990996588356,-0.033566723166984815
ALKAL2,0.05444390377478954,-0.012206967613351728,0.00928910559243535,,-0.04080136450759384,0.02217295553471107,-0.016863062942528564,0.003946788276154117
CSF1,-0.03483211114412215,0.02704821891685419,0.036700483241969235,-0.031697662722073916,0.02540551209108479,0.07118129245462737,0.0227775785760953,-0.05600891545353648
SEMA4C,-0.0007871142965193507,0.007847180563390203,-0.00968037315727045,-0.058894090669101534,0.06081499271879957,-0.06535854549031582,-0.0264242452398872,-0.04641087930292374
BMP8A,,,,,,,-0.018231141244988203,
ICAM2,-0.0013010185681076034,-0.03618834531350371,-0.03174218597895401,0.07383535427265307,0.04222076756084398,0.005822022078385157,0.01950476631152132,-0.050307865130619606
SYTL3,0.060006065604815834,0.07093112015509169,0.051907899259051676,-0.007249004673401856,0.08823003612280225,0.06878834446262866,-0.04935589611634982,0.022773621287577556
IL1A,0.08204938305943502,-0.004257673894383046,0.021096974953512197,-0.06651675150582358,0.13092121723421538,-0.012315023485722285,0.027742643914839455,0.1312432297942851
HLA-G,,0.03096191684462889,,-0.042174140445674003,,0.08099572784035199,,
PGF,0.011726609526030241,-0.034816936251172166,0.04339599075300402,0.14567980019347418,0.03030515494417378,-0.02711367339260144,0.047564787411779476,-0.041686909571931406
LGALS8,0.07025267517849573,0.016491862655767422,-0.044196795613954176,-0.023997787569290104,0.035790163192639446,0.08602035303470357,0.0035766580621059163,0.03401547824841063
DKK3,0.01162085573176432,-0.04842211266509935,-0.11565759370706441,0.021485902105624212,0.036573318016301655,0.010369328191121855,-0.011126051392447423,-0.10884508042078933
COL16A1,-0.001394255229889453,-0.02440026632978354,0.03620674640147323,0.038190114661399606,0.015369669541812913,0.020130223567811967,0.01863158969981561,-0.09538276540820957
TPH1,-0.02994847956546782,0.013256057850997864,0.0016540358327770458,-0.04041986088912598,,0.012587314518473013,-0.022018827780138698,-0.039040045435936206
TNC,0.044045049084231076,0.10827938867294087,0.014124845910393823,0.06032038724803893,-0.0022562885146760734,0.06460956256313395,0.003858973280237521,0.06986208107465758
TNFSF9,-0.016075848817514785,0.033954565079823466,0.061755134367095926,0.051691628253910396,-0.007417786534876933,-0.010401260134967198,0.01416590177480195,-0.046883359600436915
C4A,,-0.014685424764564458,-0.015344873640550703,,,0.06231749290848342,-0.024551017882259184,
CNTN2,-0.004680418992508746,-0.012100328917596243,-0.003344446059968061,-0.010923600786779534,-0.08605473722911482,-0.028743255331342542,0.05605867998215301,-0.0323259044722557
F7,,,,,,-0.020602603041403714,,0.06632629978850398
LUM,0.05263941594656919,-0.009151281887193306,-0.027186588837172957,-0.08636617057931985,0.04251391206755524,0.015173352281375604,-0.012425164524242185,-0.028475671980980277
IZUMO1,0.1683874824176596,,,,,,,
BTC,,-0.02466031117140554,,-0.05624180801797878,,0.04308332260225829,-0.007097280035134334,0.014492414591839763
APOC1,0.004665507139221964,-0.010115130431603291,-0.03144479264086173,-0.013351224154624506,0.07635594951978532,-0.0882620133321014,0.024970771402105216,-0.050324313380759336
PKM,0.03672986586397696,0.09251569520100815,0.09671446363354141,0.11145498260947469,-0.03662641328417666,0.11100232681701232,0.038576044682516616,0.07924063107052375
TNF,,0.02292281220785792,0.040262751625838464,-0.09444590619085969,-0.036416952808803506,-0.014467024966478914,0.024754976056740093,-0.018038769498799928
GNAS,0.02337391860623221,-0.04645766360227679,0.11868309664058396,0.011666754497753524,-0.02817632377329762,0.035664829621924035,-0.005267804764705623,-0.08768518240650587
BMP8B,0.0643411919615019,-0.018966973478915242,-0.02550597401954491,0.020120771605762533,0.05530875559804014,0.006374987460770428,0.03382889747759045,-0.04319607496536248
LIPH,,-0.01860450596019111,,,,0.043618708783278747,-0.05439551117021461,-0.028764110912074706
CCL28,,,0.08210330336498703,,,,-0.014156520598280948,-0.027291862317562688
PTPN11,0.013472379689975108,-0.02005198101011012,0.08852557386533731,0.048297294166306744,0.048191382046484287,-0.03198465693610956,0.03809894320397975,0.0039032898986171858
ADAM12,0.03682953874738795,0.03212706570761161,0.08989074837997141,0.0016667936820443884,0.02355326275569645,0.013614404392019665,0.0073776081397829,-0.017589259345327495
EPO,,-0.018966974010010473,-0.017456442275615037,-0.057643017227737674,-0.029722096816924146,0.1733895037956414,-0.015054283137265433,
EDN3,-0.022576633216762364,-0.023611246311462244,-0.017636566780769653,,-0.022775819677804017,0.03212727311668181,0.03511939835177795,0.006959679021483469
CCL22,,,,,,0.006108798004484631,-0.02326281243471385,
CCL2,-0.0008747770142444142,0.02028043681619064,0.01829058477098903,-0.011542784868875128,0.003329842033493385,0.054326903234391925,-0.035298666308224674,0.08804841167807374
DSCAM,-0.05215701307493872,0.008057712350274209,0.07329792755450194,0.08176567138605739,0.007973618828317944,-0.057342287155173,-0.043056249011675964,-0.07309610077928458
ANG,-0.005825149699307818,0.06227908061112519,0.12379312166016974,0.05894687433748566,0.07622086802613724,0.11865951298789017,0.04797214635889553,0.12307742682984456
FBLN2,0.06525436154278583,0.023007626350978673,0.004371714586754954,,-0.041011185255779986,0.08563131208241546,-0.02055886965508778,-0.05641326730719834
VTN,,-0.024388759308305398,-0.014505252540140635,-0.06111789663818338,,0.005013270804623508,-0.024551022979344715,-0.029241154658145255
VEGFA,0.04787880799930579,0.08698736644222103,0.15414157814657736,0.10096089742668203,-0.045422423036426636,0.09951267543406604,-0.03015144227140335,0.12776369192140843
F10,,,,0.07015785862074092,,,-0.026578257598622774,-0.023748954975805755
SERPINA1,0.005073613784092471,0.015087772093871087,0.0586881300144317,-0.03322932484645436,0.021287850972147904,0.02583127791638946,-0.02095730019408126,0.048329012549320975
VWF,0.01752623466238099,-0.04708222508742771,-0.056197691402639985,0.056795177330610014,-0.006836154260840693,-0.044556332247809104,-0.017001693046415977,-0.08815447374653294
GDNF,,0.021294374981236933,-0.0174564409161633,-0.055387758974593866,-0.025383014877755024,0.036484527963583015,,
VASP,0.008830022517835276,-0.010716556653619237,0.08300067136651208,0.0652162215486578,0.018308620312783814,-0.06247759840171352,0.01163312182375067,0.028446468036088985
ADAM15,-0.0003987875901219074,-0.006914376390355541,0.014816491184912264,0.039694863980617896,-0.058079717214886445,0.004374213630392522,-0.013592921544773805,-0.04505950174318854
WNT2,,,-0.016336640565090554,,,-0.01978587548242384,-0.03660997060331503,-0.045407799223232306
CALCB,,,,,,-0.017316259981994424,,0.029063330455105355
OLFM2,0.0036623524642076296,-0.01915197163654057,0.005526766302366842,-0.02114349861231036,-0.051061512668175595,-0.016235772479143398,-0.033472547767969776,-0.0888885814933696
MFAP2,-0.002850229828104355,-0.03607212273119323,-0.04085986114021485,-0.02726815639637292,0.027969667085592897,0.11627504153613201,0.008974590343910637,-0.02141854168690373
HLA-C,0.035216993514189616,0.028446729763601217,0.038722241582058406,0.05994728582768005,0.055586659418129424,0.05817663963139584,0.045993274870136866,0.0055918401665130185
THBS1,-0.03489405181333843,0.008095447804446699,-0.03915769085198819,0.055244087882057986,-0.04006795136997966,-0.015000436583769493,-0.04273443279271232,-0.07536998057884424
HSPA4,0.0335482230446549,-0.011183478574099707,0.01824832062543063,-0.061869599948672645,0.03295072474535539,-0.038642045024448235,0.042459930933648964,-0.07397081552343535
LMAN1,0.055012498000420455,0.04832055839085728,0.09343262549966162,0.13859484996863455,-0.021969154972848924,0.045531691803315684,-0.00420895032972841,0.11043413943621892
LYPD3,,0.027670002386655807,,0.06951355572573054,-0.03233450123651215,-0.02011295784371649,-0.03121927095764211,-0.026272160158047043
APOE,0.011688317317431524,-0.12301765065851784,-0.1193930488131391,-0.00963266625441592,-0.016620788099474933,-0.0619751981323745,-0.0008074891131744112,-0.07879144572355229
SOSTDC1,-0.016075855112151,,-0.02654405214864024,,,0.0231775221063313,-0.025105192774405934,-0.036045051023728555
ANXA1,0.0166123362211253,0.05182218503559348,0.07047626193929538,0.007991778422225497,0.0060388166300695285,0.05795602454660425,0.03926520239658296,0.020200642521527926
WNT2B,0.033730391968023694,-0.014936872587913812,0.01827473256633133,0.052942063501343936,-0.0418429200355025,-0.0218395029607505,-0.012750629594146948,-0.010898888882236092
AMH,,0.16000909048275597,0.022531212781566903,-0.1231465173007007,0.043499450722284255,0.02622393484025414,-0.052282689745388654,0.013915352931577675
GDF10,,,-0.033583894420075276,0.06861510160356346,,-0.006860711936883493,-0.018137325507027954,0.007806101746272937
EFNB3,0.03272153127424427,-0.013707101139927168,-0.014793749925720192,0.03547846689446098,-0.07008646919308541,0.006358873516423104,0.020200244950407675,-0.06513103790126368
LTB,-0.021420840848247576,0.020805788898531356,0.03961444945265319,0.009457758862802809,-0.026145095298003664,-0.00563562526139638,-0.0400654298148655,0.07567618774992092
ANGPT2,0.018575546313761973,-0.05983844518963435,0.02775746014013722,0.026946867117933992,0.08328600766605061,0.05388800278727956,0.008693077338396037,-0.11118311778103591
NRTN,,,,,-0.025998049061217353,,,
ADAM17,-0.006333694892507517,-0.021001708484963338,0.034780812856609056,-0.043999207091741335,-0.013001087532554868,0.0034855578024653067,-0.02892352928133108,0.053345622997566546
LRPAP1,-0.04503900050711288,-0.05125752317707104,0.02387279530869717,0.004693317695713717,-0.022113410280157147,-0.0052871642341359775,0.061841740835795,-0.059715074363102846
NID1,-0.0658334874844917,0.007786084457033005,-0.040952990311600754,-0.0015579453292279932,0.08644860776856544,0.036256785754848565,-0.02713794425619481,-0.08712001932226196
MST1,0.004055418886743227,0.02116857070338294,0.13143984942240636,0.03944494399962313,-0.05733511699937185,0.0018434413909793226,0.01080207498536158,0.032030672238533
IL13,,,-0.020473091191316215,,,,,
DCN,0.01397392452226752,-0.020088534767841226,-0.050336968215236255,0.017287656286566876,0.018181878750730907,-0.0011576243158668488,-0.05493633453405208,-0.09760575553713982
IGFL2,,,,,,,0.004836902277561224,
COL7A1,-0.025952874785489927,-0.006957712543440519,0.022377674462011346,-0.03228379904536339,0.05132146073082361,0.06851931059982873,0.007333124028690012,-0.006578227838617079
CALR,-0.03507737837474299,-0.016664497055376072,0.09406272324672153,-0.0562071412993033,-0.026605629689925445,0.04036495823424528,-0.024987375561544886,0.09973839914834262
PIGA,0.05276954769811757,0.037434476210781366,0.019695450988357968,-0.06820347397329364,0.04366487112912825,0.05437078363501444,-0.01137328831592669,0.06524803191110859
CD200,0.021544118491400262,0.001065072823228087,-0.06041397152899767,0.06202101488258063,-0.0001236337797170458,-0.006086263428889936,-0.04521428026225235,-0.04384803798144321
GRP,,,0.0012799077379835936,,,,-0.017862878131196445,-0.02695558691503562
CDH1,-0.010136426438690959,0.01359749392224204,-0.02870104989984813,0.0909156524752308,0.11691562515226639,-0.03460060418612265,-0.030290086985112527,-0.03904003866419745
LPL,0.04838673622267678,0.07143375571781814,0.01816015780235057,0.05098521903120047,0.02655936896790169,-0.03841707141754457,-0.03184139977728339,-0.03196349255200833
SEMA5A,0.024742104447888106,-0.006114519432561139,-0.0027193388051548997,-0.000315967669516006,0.06026635106956872,-0.04022412025425585,-0.015133027890716242,-0.09541894891114745
SEMA7A,0.007723092042677842,-0.013698304956820735,-0.0009020737327749003,0.09625643592292353,0.02329369545053776,0.022569026667440834,0.004416387841141468,-0.0071069153400917014
SEMA4G,-0.040889128633984195,0.052168213802656994,0.15477722886594306,0.16310744908370875,0.11102105061312957,0.0043114814794887645,-0.0022230440664432792,-0.011681229611891613
SEMA3B,-0.0017504467332398368,0.02295176834581363,-0.010082630275003836,0.023053633638283697,0.007890303275283608,0.046342330289136514,-0.03691997272501195,-0.004126080344668589
RPH3A,0.01356471128347419,0.003125365568611509,-0.03989670753765382,,0.03896814836158151,-0.0203969020785077,0.0096890649534712,-0.06144134059288724
JAG2,-0.03330567479555895,-0.03902227630200739,-0.008925603559363405,0.014594898653440411,0.019512718965137184,0.06521049151849348,-0.03202305988235267,-0.053180980574994735
CGN,-0.013451696688908435,0.018256719140967024,0.030885978709931972,0.020115686457190154,0.07033874038788192,0.1029263644555427,0.0017657665318708768,-0.020992173002521267
GDF15,-0.008705689307305262,0.021271258864007218,0.06931294030839341,-0.009224710611192672,-0.010750307932527096,0.06327915406440633,0.05213590663391891,0.06439060510450197
SEMA4F,-0.0009547581296548469,-0.04288546922673104,0.06197066406026044,0.06915444161070398,0.014901982042732968,-0.0032734074033160246,-0.020803449366805497,-0.020219332316663657
NXPH1,0.07279709132514883,-0.041784537210099976,-0.01318383709356479,0.005999411213560462,-0.006934237117882839,-0.0654106516282827,0.016488153176182303,-0.06624377233114162
ARF1,0.05313620109097132,-0.0005927714249443225,0.048835833882966084,0.05167961820669265,-0.036970983814698107,0.06562642207186613,0.004619781791854224,-0.05462713120592692
DSC3,,,,,,,-0.015054287706835335,
EBI3,-0.027677023951142764,-0.01693833687916526,0.029753148024055993,0.0034196064773745487,-0.03827089621286803,-0.023016943321264322,0.07052843323616265,-0.04152624154818261
TIMP1,0.001152685449611173,0.04157531890285515,-0.022412557071659903,0.024930565079937097,0.027958379812716434,0.09087730542438112,-0.02448944318183139,0.11849009041756778
SEMA3C,-0.002003182271332625,0.06276639027340022,-0.04509669840450469,0.01714936538702956,0.009294967448293364,-0.0062226714288243674,-0.055708384897090624,-0.04280013198273526
GNRH2,,,,,,,-0.016313372453080052,
GAS6,-0.029806246841245373,-0.0038062412699208788,0.12602672537049486,0.10929804795943977,-0.004914988406050622,-0.02027041499813563,0.0013189197777144315,-0.023820508856597537
MEPE,,0.018574757020391523,-0.03234034865535669,,,-0.02760535259928081,-0.02080264494555965,-0.09069647706110878
SERPINE1,0.03578998943340226,0.02593544876150512,0.031949928786847694,0.0894318545489411,-0.053942788291022184,0.11387351435114236,-0.02645153678990627,0.07908803049061544
RSPO2,-0.01698506279689062,-0.015714919626532185,-0.038240236008225875,,,0.01690898787746604,-0.027712801167348745,0.03300186337950652
SHBG,-0.019081879480505298,-0.0023871641986486004,0.03314273930502381,-0.06101796722923695,-0.014380471466874559,-0.023901084683305884,0.10391896970648211,0.030922562217949697
LGALS3BP,-0.023979779456274594,-0.053377361254081546,-0.014930853264157704,0.033475140449326986,-0.022535408126108394,0.0937179312721192,0.020088085656661727,-0.00780758739180911
LAMB1,0.00029667540423196955,0.014774645787640974,-0.037138954257420705,0.005937012971317892,0.02490696902054782,0.0631541355953937,-0.03888134933990759,-0.04097810235790161
SPTBN2,-0.021249663233064743,0.018892079958052557,-0.05514488788295062,0.03449265980824054,-0.05601969558356861,-0.010677666376289766,-0.06281344253339413,-0.009061492075763419
COL1A2,0.0031855887828578368,-0.06621306636083552,0.025480822590677372,0.12517976708816453,0.02471191779712609,-0.008823867787346323,-0.03741765963547839,-0.10834215161330636
DEFB1,,,,,,,-0.032239424914158446,-0.02239523228547771
CEACAM16,,,0.0010518940706093012,,,,,
WNT11,,0.07221036850160474,,,,0.0017024381870368063,0.08326275775251742,-0.02010575285099603
LGALS1,-0.048069448599121926,0.06479830706096443,0.03238813804341784,0.1229738302483724,0.0713422401068072,0.09128767929676901,0.06299589029749462,0.12646603784202207
BCAN,0.04042660018848207,-0.0982544328164649,-0.014680279159620415,-0.10461550429949541,-0.016031607754257476,-0.05589859562414834,0.004587807875112788,-0.16443334604271917
ANOS1,0.009514311856011788,-0.08703722897996714,0.0004502355380708901,-0.10566549747223301,0.014012167900315167,-0.06426354739041792,-0.02446271447050041,-0.09342222969536967
EDA,0.016054322646737885,0.011574549060553302,-0.007995290215079578,0.06639796982434931,0.05624312524691674,-0.004737604940682738,-0.023117407289213198,-0.004010141735303787
FGF22,,,0.011158411847536472,,0.08188963772257964,0.04676512913856641,-0.028852119215245078,-0.00944973238387605
SHANK1,-0.020244078260927327,-0.025608923290068426,-0.019678120020064648,,0.030935479017401495,-0.02859014212325903,-0.02683875964644261,0.002496911133278048
NPVF,,,,,,-0.01805331981606755,,
RAET1G,,,,,,,-0.018771071262565074,-0.018516447379766807
TGFB1,0.012013179980566445,-0.023564849484030495,-0.012868869627862886,0.045723319934138085,0.041871876763439314,-0.055231928274381434,-0.062003406845788964,-0.09965362536924766
MSTN,0.025673879871229037,-0.0361151194636553,0.011614846496354468,-0.01997202222977454,0.05627599768801433,0.06693882438351818,-0.0363033819296903,-0.02503807320816547
WNT4,,,0.05076750250325757,,-0.025998043510145064,-0.0038367550167085524,-0.0005249517295457667,-0.007940938123383881
TNFSF4,-0.02772337846000016,-0.02950371815322471,0.07706982542479102,0.039631035541895114,-0.023431525935542107,0.029733122154676713,0.0009452767368726957,-0.06564482882438537
NTN1,-0.020740818337894068,-0.012888385711430627,-0.02010458204135367,0.05044882826627692,0.025705692166914755,0.043692674015607086,0.022249444045451837,-0.06078705885422214
CXCL12,0.021214746486178326,-0.029651533024185946,-0.015664083038204466,0.009954778211538427,-0.010558130347910352,0.06862534162540322,0.009922782703177853,-0.01810647810677261
GNRH1,-0.02610425211278446,0.013987345529084457,0.05576493693021489,-0.003807359404720643,-0.033576825179749956,-0.025647160911434062,0.014663629842181456,0.05426295101826493
FGF8,,,,,,-0.027228620781476413,,
RIMS1,-0.021705978835409683,-0.026521389118017227,-0.051385626202703934,0.008776903460845975,-0.010992857080074147,-0.03819719745085622,-0.032462761869929774,0.027568896195549895
FGF14,0.06447476778965679,-0.010206555373737448,-0.05384989488528105,-0.030275487961157227,-0.050994247633910285,-0.03537614545505023,0.03067534388533216,-0.0695564790491443
IGF1,0.0037637744701999173,0.008852701346913171,-0.008402592304384279,-0.02026076182471652,0.05418326921106516,-0.04330305681456917,-0.022010008802120323,-0.014743270871712491
TNFSF10,-0.002451139793870208,-0.0023236148005142715,-0.029737219158858682,0.002044870788921346,0.018965266652368258,-0.011822941654141024,-0.017396352641405363,0.06052855233245551
GDF5,0.03791471704915172,,0.032781423941461635,,-0.025383000702503447,-0.022812312414116732,-0.023171053005541866,-0.036317211149687535
CHAD,,,,,,-0.036402953615073494,,
RGMA,-0.01606196122806793,-0.040441757434151224,0.02833597387711579,0.051913344347969036,-0.028256441902033667,-0.0017890111010794277,-0.0035361944593796505,-0.08073468289828883
WNT16,-0.001136006548576114,-0.024292738501080623,,,,,-0.035267621401954906,-0.028117716683083216
CX3CL1,0.03661216282443467,0.04864249047806614,-0.09088976144147462,0.042427003880472464,0.061338652696236125,-0.0201067310764898,0.047275770309071756,-0.01700892640809633
FGF1,-0.024583150810526807,-0.012681408894941347,-0.06175304273805912,0.02543487732160693,-0.021854725916440845,-0.020140541313261824,0.029143442702168666,-0.0717981579791856
ALOX5AP,0.034526565893766126,-0.025032651542804565,0.0014613419764543027,-0.05848524629956942,0.08593999920656405,-0.00231757689852778,0.03460986809272519,0.049270869058471736
IL1RN,-0.015115624384651765,0.05251302002063087,0.027652049602826263,0.01641317887470614,-0.03478274780287229,0.01804164527722305,-0.011362777436104619,0.01600738042897582
PCSK9,,,,,,-0.01574722510470249,,
NPW,,-0.017604662503268538,0.022254236781858547,-0.03603118528888544,0.03733490250882032,0.03721065793595866,-0.014496471992576233,-0.0327458027619481
CXCL9,-0.045953995475263076,-0.03668621415883708,,-0.011471247879120282,0.07610246557490576,,0.05884441254854959,-0.05147777159325832
ANGPTL4,-0.00947155610360014,0.07033390600104888,0.1135271878962513,0.14024806928397512,-0.0010727392849741244,0.10445626439266778,0.009791925760240279,0.13764744763984446
UCN2,,0.1497713887580829,,,,-0.027228625365995747,,
OBP2A,,,,,,,-0.016909900165801517,
COL4A3,,-0.019526954610910648,0.015722901508090224,,,,0.005184575468776679,-0.022195890268179957
NRG3,0.008578620209138589,-0.031063487111843344,-0.051918722205193626,0.06411082118719653,0.08282356603690802,0.02078487681625558,0.03526826063480511,-0.012904684945369515
IL23A,,-0.01920515163541294,-0.008651344428805358,-0.060691674255904896,,-0.01574721961141044,0.011225561320786606,0.06113337790629385
COLQ,0.04482739524187571,0.02724880903763383,0.009215266451634683,0.07872290043327479,0.06434701515626669,0.008300171727931885,-0.013123859616098162,-0.04483724175803629
TNFSF12,0.017180361676619422,-0.02601874717008159,-0.07439261428714614,-0.003601691692215768,0.0465737667065419,-0.0370862757203809,0.01160689752192121,0.07881873303030398
DKK2,,-0.012386931410351253,,,-0.022080768013977244,-0.01858849945107132,-0.026303881492783735,-0.01415819108224429
FYN,0.01465788452314443,-0.01155334655462779,0.0025386838916268036,0.14760860420460176,-0.027419888166265772,-0.012648622625513464,-0.0018079194428131096,-0.0995168148486405
ACE,0.0006763146188628212,-0.05526287555200703,-0.052297654872230814,-0.06563788725083647,0.030931873979614038,-0.05341949298278417,0.012101380355914595,-0.07589206537893166
IL18,0.015500746240003449,-0.05786240807009453,-0.0032813996151583864,0.007825497543152284,0.05599603266509694,-0.07021802225837302,0.0030406229021897233,0.044148624041520715
PPBP,,,,,,-0.019280956027552268,,-0.020752732050000597
CCL27,0.009795008063766585,0.08332407870068474,0.00882417266130046,0.21868158733978973,0.013186267897526246,0.033159683076871976,0.006646948587759004,-0.03840326239768103
SERPING1,-0.03525760206991859,-0.007590801411899691,-0.057281076927723,0.04567020259457662,-0.018280006125732808,0.01617130283463934,0.02015762630141251,-0.002121668423766223
AZGP1,0.01753085700389656,0.04237968935064776,0.04704384879968797,,0.02083215539302559,0.06279306978003352,0.018607714007991955,0.04694693513648254
INHA,-0.02358390100513529,0.00019658046386913255,0.05806586248938219,0.0004762272068364503,-0.0323345221931115,0.07128868698442199,0.035059679821546154,-0.03342495868580431
SEMA3G,-0.026104254830113843,-0.023013268454338816,-0.006193164321226086,-0.026719901575455892,-0.022071889252681318,,0.04819182354717947,-0.03788837957068376
COL6A1,-0.06206549625609645,0.02939677855868029,0.11224621077375313,0.17685961457573643,-0.014002161008076754,0.10033736927562785,-0.00838775476263253,-0.09951253989148755
FGF17,,-0.009926134935518227,0.012983998849123556,,,-0.03983520675852387,0.034741233491365,0.1515527072170722
TNFSF8,-0.0186798867422657,-0.015571775874871319,,,,-0.02092128862536042,0.010078260924957103,0.0667743011835054
FGF20,0.013484166879421763,0.03513053297858042,-0.018683250882156558,0.08482810095306502,0.10827774728961212,0.016080910936054536,0.019211127506252708,-0.017299399140862235
ICAM3,0.04547090876570359,-0.006021060150969177,0.0024578543722531972,0.06661837555603045,-0.022820128392436183,0.003133864034113217,-0.05691135870368612,0.0661994268340777
LAMA4,0.008222639142898143,-0.03708291135280481,-0.04361305582308677,-0.002782290250783714,0.07997689801517761,-0.01790962641887155,-0.029281419237006476,-0.1010534475003777
DLL4,0.014738746497775106,-0.02483323592620044,-0.021643247538409505,0.018383325480321663,0.03971274163496159,0.06309671218087853,0.012048711702804223,-0.06413643194494599
SEMA3A,-0.0011790148702549533,0.046591474209568294,-0.030399531683978194,,,-0.022596539634284308,0.001419486183208901,-0.03601107335326044
RLN2,,-0.01571492317017968,-0.014719443440206868,,,-0.014467020269730652,-0.0185926879544194,0.05441371943176006
C5,0.00840004712243235,-0.025624054058103734,0.03258664775571122,0.0798483686335848,0.06340631764258356,0.035942156817542426,0.05557649467825454,-0.00669014941831272
COMP,,,,,,,-0.022968042546347187,
EDN2,,,0.06252043750724708,,,,,
C1QA,-0.02845019619778387,-0.09641065726499545,-0.006707752524723876,-0.02905117953423767,0.01355468368151729,-0.11832449719531067,-0.01385460869668046,-0.10961766622698707
UTS2B,-0.01584093181421308,-0.015714923079895637,,-0.04217417220336545,,,-0.01981047229649857,
COL9A3,-0.08796166867416849,-0.03611135441685359,0.03666050736884144,-0.1514235836356725,-0.01065864275338365,0.049592522616938015,0.07326836350988171,-0.05066360711932205
DLK1,,-0.026155766720412404,,,,,,-0.05127203755352011
HGF,0.019737132541455274,0.07340453971617601,-0.022419348249487752,-0.04161601905472234,-0.018535248924842585,-0.028891809766554543,-0.004575179382732246,0.03966785242949473
P4HB,0.03164939301662089,0.023457362969805336,0.034557503648564206,0.022492684447307666,-0.008856707373926472,0.10771557592166206,-0.050601699761573096,0.11546901283867451
ADCYAP1,-0.017423049130438135,-0.03173011396994523,-0.02168951697104953,0.07109346107660142,0.20676368248669713,0.0282032374941619,-0.02848353007630266,-0.04188184208941445
GREM1,0.018119791649603388,-0.013582620267288707,-0.0004310611363121481,0.06391347953041489,0.04065674144950858,-0.021791098893220118,-0.01237219814106064,0.05170728870157207
EGF,-0.05033126968345312,-0.0073313263555757,-0.0009653671129711568,-0.0011528437176684901,-0.031051354788931312,-0.01768831829538697,0.016279358118564166,0.021918965332588053
VEGFB,-0.014120935644384066,-0.048890406058792406,0.07388570555542705,0.06667680529840453,-0.10912945873250558,0.012660636273353917,0.05384919894280647,0.09888032665344951
FARP2,-0.012207109469310723,-0.023435258902214935,0.014144628565937283,-0.0162587452430745,0.03149030110659606,-0.05463245117776422,0.02143422493405941,-0.005414275997155513
IHH,,,,,,-0.018937613342878856,,
LAMA2,-0.04335722675088335,-0.03359533070731064,0.033941077802909794,-0.04841850485323266,-0.04087358031674152,-0.03984100398613049,-0.00993173511064429,-0.08529848447188221
NRG1,,0.014872474524472285,0.014718738731526577,-0.011214193542995937,0.03752914980605011,-0.030482759772415498,0.06137477224920315,0.03621676362935799
SPINK1,,0.07417882456068016,0.09933543781543613,,-0.023452100706559613,0.11092726472173406,0.1061048763429246,0.21230362572100392
EFEMP2,-0.06223649721299273,0.023824784611140112,0.012268707363755826,0.1317972863950028,0.029963142216896048,0.07924686673240632,-0.01241248503517546,-0.0276408966883494
SELPLG,0.11994112890516895,-0.04922616181134859,0.005442607492656814,-0.0309174443410723,0.08461520605159611,0.032278933205917446,0.002312780333533433,0.0031494070723956796
GDF6,,-0.017604664026404343,,,,0.0539096802460215,,
HLA-E,0.021176833502529666,-0.08365438731276949,-0.015723329852026693,0.03665129106183216,0.0856271139119789,-0.019100550178470507,-0.03134474201870914,-0.052958448409780805
PTN,0.04574431226381782,0.008544849985025612,0.03190371575409842,-0.06230349118309375,-0.05665577131825681,-0.03021840738914086,0.01877099120215131,-0.10282788811784557
CD274,0.04264611289190429,0.01458002555232227,-0.024224394881547266,0.09598321976120151,0.02579709724717698,0.0002788428930428646,-0.02678490640942481,0.011863528424915705
CD14,0.04532377229023927,-0.021938844649205445,-0.002585250830592632,0.032979719711545084,0.0026289747837486012,-0.08117310447822941,0.04730925576590143,-0.02030962763049941
SFTPD,,,-0.02488763929266499,0.05648665527050432,0.05014679860412909,-0.014265824416707665,0.01868752002614927,-0.014376087658030858
SLIT1,0.009447040239115622,-0.04355501030166446,-0.01542513134252604,0.0335802335301078,-0.023866346181669065,0.011887334624538755,0.019543410458827317,-0.08317758215452377
CNTF,-0.020431947887756804,-0.012386930136971815,-0.017090844606509777,,,,,
BST1,0.040006718266146976,-0.031898841046717884,0.011788350576594291,-0.032066017459854435,-0.06149033860834584,-0.04417761243515795,0.03991847960469741,-0.049371995135651464
AGTRAP,-0.0038556697330494895,0.005749394544430349,-0.017926432143255327,-0.0017488453903564288,0.034350235956094995,0.027090163930255706,0.04502891333400948,-0.0461352012219485
LAMC1,0.015774969913619086,-0.02012077399850012,0.04313733906851041,0.016134171272813882,0.001247056732015993,0.08462290890623644,0.007982747509503755,-0.030316674952303717
