,UKF251,ZH1007inf
BMP1,-0.01259628344610508,0.07224448947773064
NDP,0.027117840762467642,0.037141638159466354
TNFSF18,-0.017828373071460023,0.003384532768507566
RTN4,-0.03124652433228152,0.04676328368915615
HEBP1,-0.012972814073016,0.03949135193895402
WNT7B,-0.022339490510528394,0.028243862725182943
PTMA,0.0792024133863876,0.07918706256800641
CEACAM1,-0.01714421533695197,
PDAP1,0.007409552878658089,0.023663277329942917
QDPR,0.005018731363841005,0.04452505733171396
POMC,0.002341094656506102,0.08420966257646328
VEGFD,-0.011073415018224095,
WNT5A,0.042215115691413715,0.012662582348211408
CXCL8,0.005095813113689206,
GRN,0.015156052739973322,0.043081446621870086
MIA,-0.021838076829886213,0.0746743369512339
COL4A4,0.009210557715397765,
TAC1,-0.026110317422121953,
RARRES2,-0.03461745280078443,-0.06692672760183287
FGF7,0.00870261233188046,0.027222075706637826
HBEGF,0.031302898053502656,0.05490687349816665
PCSK1N,-0.04285084874007532,0.019006776383374162
SFRP1,0.056120056480302875,-0.07375699957714367
CXCL13,0.01684240891874645,
MICA,0.04819228495177217,0.043872017492001474
TG,-0.023312678567939497,-0.0323689312003674
ADA,-0.0018692689198316467,0.028757018973294735
LAMC3,-0.025324392818871697,0.04287941358055482
TNFSF15,,-0.003528805164590604
HMGB1,0.07930896182364118,0.002697384498226317
ITGB3BP,-0.053401590167164385,-0.014733772188156254
RELN,-0.018478760874032878,
IL15,-0.02969999583236418,0.02396600437035761
UTS2,,0.024030419067408795
BSG,-0.003962891591966901,0.0149718059618607
ADAMTS3,0.016010994205020185,-0.029419061247185508
CD34,0.06208641949257333,0.03807770491711816
CCL23,,-0.002048310494893798
PLAT,-0.00865096778886703,0.01920930038755563
LTA,-0.017144217096255545,
CKLF,-0.015923398547251423,-0.018833439588042938
CD24,0.06193725469616307,0.06020576644622376
HSP90AA1,0.014502768329139184,-0.007939020270149682
BMP4,-0.018173875116134663,0.03756316096787344
SCGB3A1,,0.009312250616711547
IGFBP4,0.07676228450096012,-0.03053250551555654
RSPO4,-0.015792156052002727,
LEFTY2,-0.017354774166667013,-0.037891553505159235
PF4,-0.01559499559185897,
ANGPTL2,0.03125315898949824,0.020666000828373093
LRIG2,0.026511432555130377,-0.04192342959328621
ICOSLG,0.023797636760186796,0.021327501092731613
NPPC,,-0.024874580208958906
LYZ,0.033060533653700035,0.1263628447921921
SPTAN1,-0.005138162258482507,0.016448434738245612
LIPC,-0.023471301833634783,-0.026376946047065572
COL8A1,0.027909732144701663,0.06307817837086029
GSTM2,-0.024084913222017244,0.007758321960065448
SPX,0.06584240504490338,0.011570536032070852
MFGE8,0.06335130794779008,0.05706617473282227
TGFA,0.041593738081552485,0.015027379076330246
SLIT2,-0.04066346528236417,-0.004461641984314378
PLTP,0.023806705479988085,0.08051703474596213
APOD,-0.031080675527315475,-0.018868362248297146
B2M,-0.0475009981686381,0.06999616599728918
OMG,-0.05015600375448769,0.11482994094119711
CXCL3,0.02026035882820224,0.003620395628823067
CXCL10,-0.04592030073550635,0.04202911151196242
CORT,-0.02785167458031587,
NCAN,0.07121527614193712,-0.04440931045895319
ZG16B,-0.01876604256154143,
TGM2,-0.03182488948874863,0.026329581707866593
VEGFC,-0.02409632132039813,0.11711175007631526
WNT6,-0.01735477462213444,
COL9A1,-0.012178018093564016,0.006272846336024271
GDF11,-0.007545856797057418,-0.03752613372773558
SORBS1,-0.0182078281701854,0.02987527082815598
DLL1,0.031955736721480915,0.053443893437060415
TLN1,-0.024924094309462238,0.014097948643578698
SHH,,0.08058063704555063
PON2,-0.009906326183905733,0.03730929239318214
ICAM5,-0.02233949253923696,
HPX,,0.003327832437535061
SFRP2,,-0.02479784411598607
HP,,-0.029425427487706265
CXCL2,0.05969565008295342,0.05661614055886674
CCK,-0.030521810392821983,-0.02637696733687196
SEMA6A,0.016451665239347716,0.021143782659873087
IRAK4,-0.03567799785332474,-0.027948111710614836
GSTP1,0.04606564241694158,0.0305522145116483
VCAM1,-0.02648589772180489,0.044608416884615365
NXPH3,0.026766213227589944,0.03188100802832042
MTMR4,0.020316914911720253,-0.006651285878857316
IL10,-0.02485762006537954,-0.0482895417391402
SEMA4D,0.04030758364359164,-0.015576415114326073
TRH,,0.07582745826446545
SEMA6D,0.02396835027805291,0.10017860002732354
PDCD1LG2,-0.029513045977777118,0.18234674774347323
SPINT1,0.008395551733417165,-0.04133692867183204
CTHRC1,0.023799907974748045,0.07432490131208776
PODXL,0.041769978370281194,0.07377453760543526
JAM3,0.007486795640071897,-0.008602560242327332
TGFB2,-0.013158568416050984,0.025007810743748148
COL18A1,0.02204240004606342,0.044574785152935836
NODAL,-0.01671555766875583,0.09076898885747546
INHBB,-0.023791327824555994,0.08073861096075509
LCN1,,0.009217016539728227
ARF4,-0.044668817791698005,-0.015470815490981976
CXCL14,-0.0354530867345033,0.07716724382625156
LIF,0.04146768133397921,-0.07540499406954423
IL17B,,0.03279101464630022
MMP1,,0.06092627029472297
ADAM28,0.008908165363381244,0.04402697461471844
TCN2,0.006047706212328009,0.024930999511546627
CUBN,-0.023767335748146764,-0.015008955058546191
TIMP3,0.02050387964733752,0.0037851920670417933
PIGF,-0.023428359483332873,0.0328921972216573
CRH,0.056121019235673024,
BDNF,-0.01876603898457341,0.01920711326773744
CCL5,-0.035699469617104636,0.016269257824378335
GAD1,-0.03831150123499839,0.06279956635029448
