,MGH258,UKF255,UKF313,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
HSP90AA1,-0.019309435477523444,-0.04456066172071013,0.013073916224712422,-0.007326803174983286,-0.1564491157461478,0.0072167730624812495,-0.11881580685228718,0.001079968666231064,-0.03371779240482331
BMP4,0.02066935100380339,0.009928556044331797,-0.0011649170654948878,0.007427259879699064,0.0214804560254447,0.02833195987803281,0.015189173546949186,0.025318717874351804,-0.03256159312362334
SCGB3A1,,0.052693266780223846,-0.029677491326208144,-0.03567496147285277,,-0.0316619185526231,0.006304848257645225,-0.007335841418879472,0.0341692199486628
IGFBP4,0.07111836445369228,0.001067757903202677,0.02976866424021024,-0.010433112523751032,0.09888990304970212,-0.07266742302028759,-0.11145345749025147,0.03884922308168092,0.1503477053943208
RSPO4,,,,0.10013662927641834,,,,-0.03246794259250944,-0.040234878002006355
LEFTY2,-0.02084469736724114,0.09707540629229401,-0.025715193751701303,,0.1621366220909952,0.07835386127549979,0.04777897692768942,-0.04415425690363186,-0.007275133708205365
PF4,,,,,,,-0.018391491464291105,,-0.030506491294547484
ANGPTL2,0.07633853183876474,0.07674204637833203,0.010435902096397928,0.1269631396783865,0.02043955898471346,-0.053662962499836986,0.03135971905718192,0.04621644649604844,0.06886666835246653
LRIG2,-0.0022619101714935704,0.03306876831667446,0.03784856367823659,-0.004095756509657628,0.03036168000191519,0.004908920865677947,0.027384963928805506,-0.013398084489229712,0.03704492647954855
ICOSLG,-0.06521317035398912,0.0003761647799683011,0.030972762846476987,0.102179434293634,0.005334138290675999,0.06034412781629472,0.061790860017014664,-0.021338768856638456,0.04086653006562061
WIF1,,0.030399117581245146,,,,,,-0.030182097546543416,
NPPC,-0.0067426265849234715,-0.034004944577972096,,-0.02631913593980547,-0.03082836146538529,-0.0007079790370738988,0.046423761466751846,0.061129074625114854,
LYZ,-0.0832717351162338,0.05536242271214619,0.05469552142393619,-0.039008248672432765,0.029992238487389966,0.050488713834333836,0.002521205200915874,0.045711665898316864,0.07891966058946051
EREG,,0.027800553080514948,-0.03006990547384693,,,-0.042224856959303315,0.034719244382323614,0.049375869117703745,-0.010423080492606084
SPTAN1,0.06499371182084203,0.04350626295717432,-0.0068796731257141355,-0.03304515728564128,0.004927121562793638,-0.009384784649473637,0.06755471117346361,-0.017959571156334276,-0.07202468774998828
PTH2,,,,,,,,-0.02154829496310489,
LIPC,-0.026953953713066043,,-0.027277675466151667,-0.00201958510946073,-0.02878156741040134,,,,-0.015969209072060946
COL8A1,0.01530863724370172,-0.031659213204839595,-0.03524797862763592,0.049941886410280655,0.009064769641471005,-0.006841274440410946,-0.007199901587107445,-0.06203569842867404,-0.010155038946158303
GSTM2,0.1031794995866508,0.034673182284534684,-0.03270253280100585,-0.06725844265706632,0.11071023618942188,0.02895634461802905,0.030398797311883715,0.01985154856346283,0.028100256356225324
SPX,0.011764108293796916,,,,0.06663599840987866,-0.020973796391162296,-0.022835387427370863,-0.05018951998692229,-0.07890429255916648
MFGE8,0.045685160272380114,-0.03624868164037936,-0.02193508771376666,0.00316236781930676,0.10011961303357142,-0.0031643477287392964,-0.019651122749751282,0.030275896450523133,0.11044861609474065
TGFA,-0.011195334695433417,-0.024399732220390442,0.020261107265090315,0.003959788133590357,-0.036719605595543575,-0.005385696711843866,0.054125984242930844,-0.000621902880036853,0.006116325555029223
SLIT2,0.06603473089833578,-0.020146029331509666,0.03917660045445211,0.06866162980786947,0.06842943757421908,0.006766656224147862,0.08041432703457875,0.005180584243999465,0.02050408317932451
PLTP,0.06930191987108336,0.05175696689828996,0.04051629379053501,-0.03060556150249296,0.0845168891371701,0.006374305767851782,-0.08110392376842711,0.010089920421905292,0.00410575979008641
APOD,-0.03449210176058292,0.048109178128276676,-0.01862972286222894,0.036517156363268126,-0.09962157025970891,0.03533319901848132,0.14232083328474124,-0.008719581127342158,-0.021564900539392712
B2M,0.02540731526657966,0.10443639438244919,0.009494603518371296,0.006440970317498577,0.1534180854332363,-0.026798501325513452,-0.06617525091253049,-0.0052400335183563984,0.12224801632899249
OMG,0.002929413270946046,0.06998006885808977,-0.01904343635239421,-0.11255094389371673,-0.10462922245033206,0.008310099646691283,0.1115012332177855,-0.010089959152911469,-0.042323065776310564
CXCL3,-0.016953929118167507,0.03696083028958583,-0.03696711740049035,,,-0.02137908671682661,-0.07228579986339904,-0.02449634959428164,0.022998783430486145
CXCL10,0.009901065789202844,,-0.025948632865819873,0.01866123692744481,0.22064999122538706,-0.021481001728010832,-0.00801003021553969,-0.00710976220250847,0.11106712707615038
RSPO3,,-0.025357430042980234,,,,0.007318162807971374,0.037981460329678404,0.03506137219158382,0.05560138708358251
CORT,-0.02105285718840079,-0.01867223023011521,,,,-0.023720081018084822,-0.019245761049523722,-0.05399854302667511,
NCAN,-0.056842136545620384,0.054254518668123204,,0.027424129711254974,-0.011856051289234113,0.02928559850631239,0.13914189110517317,-0.06852322019346196,-0.09097502238096769
PRG4,,-0.010203240178447088,,,,-0.022784230852732353,-0.028398298154553872,0.03261637332900442,-0.04924877003047186
ZG16B,,,0.026934250527959967,,0.09646185923613805,,,,0.07991448949297435
TGM2,0.029574286047857924,-0.008240171601920034,0.06107182002619908,0.034550698089640404,0.10391789229256065,0.08092067999010663,-0.04562462705558874,-0.018397922445565908,0.06693421333900866
VEGFC,0.13102819600477175,-0.037704346704529594,0.022144848021856633,0.012771091071190706,0.0010615684651111386,-0.009695900640644725,0.017251452017191252,-0.04785850227340917,0.0121953031995041
WNT6,,-0.004696644671429277,-0.027280424193164204,,-0.027218692650833525,-0.031054026453001652,0.07988930308109397,0.11447255837941758,0.03178787908987354
NRG4,,0.08715988100336175,,-0.005832347585599105,,,,-0.01427062240797926,0.015601559532467762
PMCH,,,,,,-0.02114406496836385,-0.02700283238942055,0.034071675684948136,0.045655704323577385
COL9A1,0.10913161127349948,0.11216140693436309,,-0.0020707361356090887,0.15984069714838955,0.009950390824202906,0.06657035643298088,0.09834524020871085,-0.056108284299758976
GDF11,0.013192072181313498,0.0515030128209128,0.01894227802511475,0.039501899771955305,-0.014194569305470533,0.022132609363425527,-0.02772496859131885,-0.03314558404074153,-0.0012185972301592366
RAET1E,,,,,,,,,0.011342226702555915
IL24,,,0.015614264855672985,,,-0.015764505333352163,-0.01809824848347105,,
SORBS1,0.010783512646385161,0.028992214724012325,-0.0037297136216251033,0.0839759430449783,-0.003912464998986777,0.01917782626101571,0.054406986751583515,0.06591676001456011,-0.06223083718741515
DLL1,0.06451482125441135,-0.00747948582546849,-0.0034447550763151975,-0.056443417467029126,0.001433137479148803,0.056659595461936225,0.09232110675424156,-0.004093816935046936,0.05197366774574453
TLN1,0.0033066172179042302,-0.025090975940892945,-0.04297922143449077,0.020274223023313467,0.05607923683180053,-0.039941080566259765,-0.08726190234409269,0.02608950556374056,0.07142545564916329
COL2A1,0.02612870725911012,,,,,-0.0344632752662021,-0.04716957193771069,-0.037516027689254286,0.021013615268733427
SHH,,,,,,0.054924773098222635,0.057093860211900785,0.05606479650940819,-0.017017565833619117
PON2,0.13716066247099815,0.12362270052395241,0.0696950892679766,0.06821580459628857,-0.01211731856762754,-0.024553191455890026,0.0513600114876697,-0.008587267979785231,-0.11435294106400214
ICAM5,,-0.008363889188702187,-0.020249905089518745,,,0.02363429919261093,0.12758496615248935,0.056800588118453454,-0.027650212311297395
HPX,-0.022460952117450715,0.06077193149188604,-0.02071551799965046,-0.013233365639670838,0.07384059591515546,0.07069188958664759,0.1043765577088217,-0.038537999047298994,-0.033725327828932825
SFRP2,,,-0.021111752418521708,,-0.008644795513060976,-0.041907074459233015,-0.06097473401893302,-0.005413563237057017,0.031815055115991385
CD70,,,0.028448699207003818,0.12304471949372849,,-0.06048373601393413,0.017099207862489307,-0.0021938671637511346,-0.03316952157806818
HP,-0.039236050691563086,0.021779694838796604,,0.05975323508584397,0.10323145245046932,0.02015617363077658,-0.08883695157068328,0.01418780093986378,0.0185280695517211
CXCL2,-0.03742009645676648,0.04182013999970416,0.01683120637129143,-0.046818776470583544,,-0.0028858339806155466,-0.023618659525761018,-0.010163732099564927,-0.04604063526418418
NPPB,,-0.050707592392193315,,,,-0.010547491682670232,-0.02214566695828188,-0.03689505645072732,-0.022053622260090854
CCK,0.03348596975393554,0.012124867714652576,,,-0.03562252689360597,-0.004922769615371636,0.03838993099442246,-0.05616892590876288,0.030533407278905692
SEMA6A,0.01774106787744159,0.03711297525572946,0.04784320030030676,0.026142320719029628,-0.02753622013435611,0.00873637217831129,0.047383497823681966,0.048937912380182344,-0.07470373812697147
IRAK4,-0.013291875235634595,0.02387040538756967,0.014941015626960978,-0.08512762867480715,0.02215388016367321,0.006203525995117491,0.051347283702082684,-0.0057316124032648135,0.013361105323756556
GSTP1,0.09505938561847664,0.010310302073898438,-0.024572935034883663,-0.05010998293662956,-0.03073091529113122,0.05051021953845301,0.08145736310126124,-0.060318319892148184,-0.0488586056223965
VCAM1,-0.015506806877724736,-0.04129504288161926,0.025402014100119955,-0.033933746294357935,-0.0012783349458077773,-0.009777179661242624,0.008845605695183913,0.003955118525958227,0.06089395587879199
NXPH3,0.0006363872454338929,-0.0060799141331048445,0.009723540014267396,-0.1011674092822944,-0.010194945073821118,0.04502789885411545,-0.009250094086577142,-0.013413168462548503,-0.051805831090222604
MTMR4,0.04878224488127549,0.047672790824608985,0.026212598108838248,0.06710097863272145,0.08936620180145098,0.01771833764528099,0.03331558236440726,-0.03043567029268194,0.020956230155349528
LAMC2,,,-0.031072468264473543,0.03249893665736596,,-0.019381021229392215,-0.02376807852987413,0.007195196160776726,-0.01210155309432208
IL10,-0.02186750960304518,-0.02646130351571994,-0.0010631814580882922,-0.08276821826687059,0.025794423694028543,0.012678471227212974,-0.010935001501596946,-0.03889557106144512,0.011033578109975151
SEMA4D,0.0562898512610171,0.011509206829021982,0.022125814509515306,-0.007703033008365678,-0.002161321832389226,-0.0236718278564178,0.11977612271083966,0.03994204043170495,-0.009384944852699126
TRH,-0.019330564072100473,-0.019584118076680913,,,,0.04452659085721904,-0.021574291488227437,-0.0011988309941750367,0.04123698793890486
SEMA6D,-0.0030258393424515448,0.07723859577671577,-0.028826036837293227,0.0012707103329322696,0.052041823139701245,-0.013469646526158098,0.02979944962697101,0.024881860292319792,-0.08011592524993033
CEL,,0.0031685367892588935,,-0.020294593660838925,0.03200740795990245,-0.006243255309782471,0.0414555861744521,0.041543648543368374,0.04029526056818092
PDCD1LG2,-0.0002018727240018934,-0.026461289803707613,-0.03686279954381142,0.10432996063395797,0.0038985123850423966,0.061211541149678236,0.06786482241219123,0.0019430787089425754,0.0556403615508729
SPINT1,0.03569312693406036,0.035085187540055615,-0.029291612256676928,-0.04187698626526507,0.06330546199830807,0.0038050183779117053,0.09730805126001335,0.01775076395428303,0.0360170409441204
CTHRC1,0.1224347771407361,-0.02300988899340877,0.05358618689371747,0.04773296156588647,0.15845499159374335,-0.0074197608305668385,-0.015389652279488415,0.020251286390573428,0.10857061460665193
PODXL,0.05739548291505813,0.034001963046882466,0.06196587053749486,0.024871046390842567,0.15422571705032817,-0.10181015872730913,-0.0704773764753487,0.010425618258005694,0.05194859573848303
JAM3,-0.010925141910550142,0.08338235883486866,-0.0453096537189778,0.008040174355153251,-0.00664745040668321,0.029150235913054077,-0.03561720113662601,0.08111049899711767,-0.016752562505859235
TGFB2,-0.029810762110250747,0.08371407059603668,-0.0011962685740571413,-0.09616374789460053,-0.009400438097881927,-0.03140006285658712,0.05271991175765871,-0.02444499403881061,-0.06122229278959059
COL18A1,0.05805073189480387,0.10194679629945572,0.016672702156791907,-0.06492395116171014,0.1120477536750507,-0.04458722853028264,-0.05412881964548531,0.059755160787791375,0.13898176878100496
NODAL,0.0007262637058926347,,,0.003492128326628303,0.04381089572502266,0.01455606183574762,-0.003436972633134705,0.05327022211661794,0.004252349564539416
INHBB,0.015256477001532357,0.023339926286579427,0.06164904194672775,-0.00805367716423719,0.07317915449862966,0.015813937941211144,-0.04325087416553232,-0.036673728731043735,-0.07429937590900866
LCN1,,,,,,-0.025066635962263027,-0.021112036725018983,,0.05814381616359126
ARF4,-0.03270027338320247,-0.049401195958519946,0.014372336049419971,0.032122356786785974,0.0939711906405993,0.04537772378167556,0.060484099373063316,0.028863051471773298,0.06886275353218016
CXCL14,0.014929412801323611,0.09890612496211107,-0.04097126400520881,0.06545330766789915,0.1205946711153623,-0.07239457608538226,-0.09964730021500841,0.042878716207723384,-0.10820869790423429
LIF,0.08292077748347393,-0.0869278891366941,0.03450888308907796,-0.021497507552750917,0.0333368800299039,0.028046589935352532,-0.0384901620575626,0.13472014131440002,0.02135556086899534
IL17B,,0.08865595933383734,-0.03489841390069272,0.041126892409286436,,0.0947775353226334,0.0019173361675840586,-0.034089845451384285,0.030550673275585683
MMP1,,-0.05428413850121448,-0.031023771898143985,,,-0.022266441459664197,0.02870808068497054,-0.024685514998954106,0.16832439276741298
MATN1,,0.035484286861244586,-0.02139173759407052,-0.04958661213666046,,0.008719952068926055,-0.03734133689231718,-0.02454881779540801,-0.03004234603470056
ADAM28,-0.05292128379688468,0.0023567457165529844,-0.03066255431620926,-0.03133961640595978,0.08760248465398592,-0.011023527021431943,-0.011248094036656118,-0.035608863206960745,0.10446294004416329
TCN2,0.017310064026497332,-0.004747227474519875,-0.02183979402387086,-0.026357381803727285,0.08508602394163961,-0.047498964412015024,0.008630073406845698,-0.00039403672772860443,-0.011563291570999853
THPO,,,,-0.006935259433949799,-0.029522070641229928,,,-0.030476463136634397,-0.03252187167342495
CUBN,0.05788753328874123,-0.030718001750124437,0.03173816973132985,0.045719591868957674,0.06850620505541438,0.022456543271610983,0.039046738300802436,0.043757955691608265,-0.009431750244050017
TIMP3,0.04690757788815655,0.03944337537102738,-0.08291551199161111,-0.06643030102726107,-0.019398582210501714,0.01902298045134628,0.02129317433980971,0.01392518030621678,0.0858130521587525
PIGF,-0.024067322072094163,-0.01702070571511855,-0.026794787831549316,0.12196530174494985,0.03113690040040022,-0.013883906227586049,0.05734812662532913,-0.011268470069776102,-0.011528960991292114
CRH,,,,,,0.04545580772618881,0.046411662668470806,0.03188527462591683,-0.014840705485293381
BDNF,,0.004251403858149951,-0.010333568644664452,,,0.0047638068637060535,-0.0018206231891610886,0.09743972300405987,-0.002414232042421404
CCL5,-0.019517726659998413,,0.07571229083088549,0.009129948707456299,0.04604624641843416,-0.04073427350392435,0.007745269185524122,-0.00574143718841785,0.0892991978079687
GAD1,0.01336593823057651,0.023721750443813472,0.017236292204506704,-0.031382052314083114,0.03268113088745555,-0.025272724768249988,0.0767707834110583,0.008643219341328102,-0.06409642108574107
COL14A1,0.06440444535745125,0.11515555647392067,-0.017080983157569084,-0.012293444449505203,0.013420660237960558,-0.032051374168284956,-0.036007159157964895,0.026415810695074017,0.07871559764759334
HLA-A,0.0808149795792267,0.011965532451018416,-0.034521588355714866,0.002701573394807086,0.13995707731207724,-0.011276212380143693,-0.12728698026180263,0.037544704043533494,0.1423172810063844
CD5L,-0.03695922420558051,,,,0.05276489963559457,,,,
FGF18,,-0.019584096206868636,-0.022211706337155787,,,0.00778734781958068,-0.007735803322715931,-0.00494856881064696,-0.024701537861503975
ADM,0.040434486871151795,-0.05859831586388651,-0.03996411827250183,-0.08561153009231952,0.09646085372434866,0.048342934075233414,-0.047659802626947724,0.004846705571264581,0.017427700505533147
CCL15,,,,,,,,,-0.0214236418696218
GNAI2,0.047661817669299764,-0.0341037360978975,-0.011469659513321902,0.02169966557588411,-0.016796251984371534,-0.03162631394597388,-0.0028442976712792865,0.02097847073418287,0.09765060813959715
HDC,,,,-0.02062253968016775,,,,,-0.042624045004191764
COL11A1,-0.024345446356326718,-0.0017033009971182114,-0.06190461772322071,,-0.05315872845109495,-0.050502206961353824,0.002373951006673753,0.02092283161075601,0.007677589693482794
NUCB2,-0.026002074806927167,-0.038636604754577246,0.008568679058272242,-0.020729972380512038,0.06960272477391259,-0.05819636287447255,-0.08393230558654047,0.05475879360594722,0.07404984786515353
CXCL1,,-0.01929744558061499,0.009694664232308211,0.02770479042984549,,0.015059660557745913,-0.027787515114953636,-0.018313757835799027,0.05418713158968799
VCAN,0.04449515521972184,0.06559881363187178,-0.04440254371340856,-0.05032437270669119,-0.140924627329251,-0.008552147256178585,0.08864864681480476,0.01400522910933227,0.07907595560232268
MMP7,,,-0.02570344062190297,,,-0.010005994685174454,-0.07391969653540423,0.010056440241895536,0.1505374519608068
PTPN6,0.00587185431527556,0.04348374111682169,0.04377551488371987,-0.028412171272181708,0.04214387081120032,0.03349106983039391,-0.007544230631207511,-0.011642555363803582,-0.00847218984608344
PTGS2,0.06829072364378648,-0.007463422150336497,-0.01927866765778627,0.06191278611297804,0.09747481498638086,0.0061267952384985915,-0.011016886796332134,-0.00072596677043773,0.022184209446891846
XCL1,-0.01887754497997404,,0.00789249620801042,,,,,,
CD58,0.006091325332117452,0.03582439532546144,0.02604772230636723,0.031516949647126105,0.048935590720975086,0.06973594236294763,0.03660946087690974,0.022609628863929816,-0.026878410673779034
TNFSF14,-0.015824155126791587,0.045291633589207174,,,0.10472422626791195,-0.020629457771505228,-0.03592884269879192,-0.024769587619419955,-0.026599295048161147
CNTN4,,-0.02251404095206809,,,0.0815768382706422,0.005607616269663439,0.0636139696355282,0.0318761873270051,0.032342847147455535
INSL3,,,,,,-0.022942529916850748,-0.020855036588679956,0.03300414011939439,0.01293050127014646
BTLA,,,,,0.1520631674988278,,,,0.0007721746299470083
MFNG,0.016446334783945728,0.03392904947086316,0.10801781453118856,0.07057806542597388,0.07000693431848523,-0.07016215180973785,0.0413081457763162,0.08412481395960948,-0.001690803106442187
ICAM1,-0.023872642065025044,-0.025507530593984598,0.017216629174372274,0.03880611568015309,0.08548451907997334,0.04178865793847351,-0.040933373650755694,0.010357893695993187,-0.01914276594353821
PROS1,0.004081701089151992,0.029356859007074666,0.019967377264118926,-0.03323437044821658,0.12050695156166337,-0.030140984629019835,-0.055271750286078766,0.02557882451124934,0.01939542984141512
CLCF1,0.08107388631928678,0.029521701738169155,0.0490326216958603,0.014790719634630202,0.0031735869695895436,-0.007327051484400821,0.006656911055562534,0.044619100005818715,-0.040889527872972224
PSAP,-0.08242869922937106,0.01620891693581504,0.08989099547849642,-0.040337845991909205,0.06583594236156289,-0.025846057744715774,-0.0824800582770062,0.007691630034031842,-0.024872927132986816
EFEMP1,-0.01848632049225761,0.06290052451421732,-0.02260134436408949,0.014136677541985013,0.0663275489905055,-0.08822398949659568,-0.09630346475492273,0.04703571971697649,-0.003585010338634735
C1QTNF1,0.046554708286964265,0.028058024251096263,-0.003404685006408597,0.016212198966048336,0.012864694802174276,0.0007199459756728067,-0.06818537072648999,0.0688995646422978,-0.048700778125420126
ALB,-0.028419702335373463,,0.019112673893914387,0.05118089622069735,0.11242487013296769,-0.0340085981352604,-0.002710906752556676,0.050288031276049076,-0.03316953192987206
CCL13,,,0.022294959064425014,,,0.09637568080854075,,-0.011006257125040714,
EFNA3,0.08052066137183883,-0.0014183460874279679,-0.041813091992036776,-0.037561076830178314,0.02716945240782435,0.014301331171480849,0.04104496867175013,-0.011568444955895646,0.023655364767842316
DRAXIN,-0.0009501262638100445,-0.01154086373294628,0.001237346997716052,-0.07644450229228784,0.06572911981408261,-0.0037442530553299085,-0.04229964177288501,-0.007684545616168805,0.03714233711609236
RAET1L,,,,,,,0.054601626286188025,-0.005976541776648265,
NPTX2,-0.0402538763649807,0.05315955068537312,-0.012977060223008657,,0.016295640186966918,-0.04298808976824644,0.01916484976442864,0.054116343007287335,0.08883126073091568
FGF11,-0.006734226283696803,-0.015937976690596007,-0.009443250162016827,-0.053389874587339826,0.015579622619417123,0.0022594834077031833,-0.0354031372348799,-0.021796599377288606,-0.065623378116316
