,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
TNFSF13,,0.00017032561980070884,,0.05600891541781221,,-0.032019178674930426,,,,,,,,0.060002515997210334,0.05657279411937007,-0.020960113998731506,-0.028765849696514866,,-0.018364151251158138,-0.07706804601697337,
WNT5A,-0.02212790190900936,0.01910708250180127,-0.04206975859742655,0.06101240766690847,-0.002020068193238809,-0.032375805729904374,-0.16063638229512917,-0.04268849086780544,-0.00902278519878944,0.03266159835833387,-0.0130046369840495,-0.09485102274828726,0.01845568775603449,0.014650282311741878,0.09723441996058844,0.008241519911516431,0.04140866298700332,-0.060142226624658165,0.05594011640707507,-0.06863870334813431,-0.00681562798286047
CXCL8,,0.0028289158422520606,0.05061523928871555,-0.022802497916441136,-0.11475943547136895,-0.02247577631544385,-0.06158652333069854,-0.042633869523848573,0.05413740639293215,-0.1111975737595821,0.05829188137218725,-0.06710600306338069,,-0.05864613804684848,-0.20940003333484739,0.06898280375480882,-0.0744278462151664,-0.0811440396151864,-0.025222216201645623,-0.0017405669910234135,0.014184447894508899
GRN,-0.007424652758894358,-0.015475350263411871,0.039389920210878206,0.012427142010658861,-0.0295524689841336,-0.026361720433987604,-0.232785295869872,-0.016397596841716346,-0.012162885788364537,-0.19330488840007956,0.027027905355390052,0.08999127912576298,0.04429531167012252,-0.023360016241491498,-0.0010614309668514443,0.017156309712059812,-0.018636979385071514,0.07553015957393507,0.03523191906256413,0.00733012578535815,-0.08174384647989615
MIA,-0.02223199120683366,0.024758305779753638,-0.01721804402889873,0.01599600201801451,-0.06257761723778067,0.08152290672584651,-0.09195996062534591,-0.039603839690219696,0.010288550077673615,,-0.026678595999744897,-0.014887095800521378,0.03809867101336068,0.09796543863702488,0.1263584769979196,0.018291331124723993,0.022173769065763994,,-0.017791884955679144,-0.013304895361429465,
COL4A4,-0.019670780304333193,-0.006042609628859266,0.03023789611942584,0.07921516243198143,0.028011127271687662,0.009861593405782512,-0.006956620945375343,0.024294879653629285,0.03864655599535292,,,-0.021158073813725652,,0.001493727797904217,-0.05105833673518533,-0.030108396284515684,0.02557344324831538,,0.017301096043827152,-0.04824625629647024,
TAC1,-0.016985060434957754,0.0668290657346654,0.07298576931736125,0.11391427742888768,0.16048694234188615,0.11425305158661392,0.28938149020521464,0.1320742857067753,0.07466722160371389,0.23900234638987555,,0.1780644922811746,,,,,-0.03283088606454024,0.011809721248211757,0.05482715751057393,0.11403933887203724,0.2931593121313184
RARRES2,0.07117129804310215,0.03618440568383779,-0.039873271202132646,0.01636343396505874,-0.18845666325028396,-0.04839641501271355,-0.2161305172071262,0.1035661888950054,-0.03476396679005242,-0.03890041723564938,0.09463162654271715,-0.2015490121385509,-0.017525322871375888,-0.0845281936447937,-0.030858225806346454,0.008249227050057473,-0.007262669067134878,0.14853203117889643,-0.044643294890760424,-0.019232817932987954,0.02790849362475539
FGF7,-0.056060018233485505,,0.03589157126166667,0.003339550279304495,0.06877563017699688,-0.03644388999145516,-0.019365948800252174,0.02999749023310311,-0.016858274255062346,0.03428654954294359,-0.02378791989836925,-0.06357747471272382,-0.02706530521238647,0.06595578224903502,0.0441691032161946,0.03267953917804824,0.027286707815410625,0.010124889102582876,-0.049569126211239795,0.008840736055994742,-0.04893391620417644
EFNA2,,,,,,,,,,,,,,,0.07829081526884435,,,,,,
HBEGF,0.06224161158412326,0.027296687456225464,-0.016050323250190155,0.03832421870815833,-0.08597349095270004,0.03446182866906946,-0.07033586596081216,-0.1822593402047308,-0.035356722121862444,-0.18220839679881717,0.03547112223299306,-0.01547422916628551,-0.023843810955350275,0.020036694274028367,-0.04408614742064179,0.024441234914582624,-0.006100623855880968,-6.500715715540948e-05,-0.04075922449702538,-0.056252240390104985,0.038787500116276144
CSF3,,,,-0.03430951328789643,-0.06307787213580894,,-0.033562337530438247,,,,0.008619201052656624,,,-0.009976244726950564,-0.12299350883750093,,-0.07890392340550444,0.05029168216167779,-0.029970994273736763,0.005051572679305287,
PI3,,-0.0054529427829555005,,0.0031060275734594352,-0.05305375917861422,,-0.037791635034181,,,,,,,-0.1677371620936905,-0.2172492924537344,-0.016607163682374013,-0.036498113053500265,,-0.012195158733591636,0.028800283143267935,
PCSK1N,0.06313596213937836,0.038144642498490464,0.1288683486552286,0.013328655575692069,-0.0009888731069960363,0.01720225647304751,0.12996123963537434,-0.03546731880997134,0.038936800488594804,0.33722279517010395,-0.02345798909314731,0.21924694636852374,0.061152362459582874,0.14386079244362399,0.11559354350969175,-0.06637151842940783,0.26191215867876266,-0.045676387717330395,-0.04840010079800157,0.08659226274446187,0.19732042952287843
NTS,,,,,-0.05494856203604466,-0.01214065627255448,-0.04125215008429589,-0.013157356065390246,-0.06367536353756938,-0.04687148318931804,,,,0.1579486560969969,0.06727745010771216,,0.07945992555288095,,0.004924146548211302,,
SFRP1,-0.02471369197187137,0.05933417219709594,0.004889121060302625,-0.002565915315505583,-0.003411574542104123,0.05820725289190549,-0.054701659113474105,-0.015892717476769746,0.005407938945183248,-0.08620944584694104,-0.002158874118298907,0.025243069670062325,0.045802321596250986,0.16582120288218216,0.14097787140467297,-0.05617302976261371,0.05922288424646756,-0.06210230619634511,0.09174304291107976,0.06325170348992618,0.0515112012203848
CXCL13,,,0.006043920362840036,,0.008316477494293597,,,,,,-0.05136566257815259,,,-0.007529880053195796,0.008202101478321342,,0.015927999269263256,,,-0.01052911543798093,
MICA,0.010055565716206813,0.05097797745177148,-0.07123671953563616,-0.030041566229397017,0.005380447127839704,0.05339566532345721,-0.08985762418152661,0.00390736029975373,-0.020457889052371538,0.011417243413505704,-0.00472349784797759,-0.0963667162511687,-0.08514808496694609,0.08295527995019977,0.06396423959723145,0.0031630315743200596,0.01354969216846627,-0.07352672351911482,0.006638142207986319,-0.05822473322565802,-0.016174425113286584
TG,-0.01967077587144711,0.005035718309006706,0.01238593707103599,-0.027104409847644607,-0.052105426553533785,-0.012336756120809724,-0.031129942328637764,-0.019470891778131917,-0.0066141393416804615,,-0.014809519835250029,-0.009287445797731166,-0.03725595948971493,0.011878364253815474,0.031044919934098195,,0.029578426265831098,,-0.01062742962439454,0.023561975730345377,
ADA,-0.03646607777709698,0.02020020094931068,0.024850468848159512,-0.015707010268832325,0.014458913785547055,0.043006017912842136,-0.15078988263293783,-0.035641492013567554,-0.03191919509345276,-0.13887326530606817,-0.020465910556296308,-0.06807695723659332,-0.03761873759403306,0.019852203385323185,0.0595328937762734,0.02610161565268897,-0.011230651609179399,0.02222375318020131,0.10485706245159336,0.006427929398556854,0.20570279667318794
LAMC3,0.02843028274233924,0.015089212509963836,0.022680511890094717,0.00902395075198429,-0.018206059795121486,-0.018967812191509288,-0.1438851463449771,-0.06288751048704512,0.0043146193377159945,-0.03798392834984585,-0.037843201308929195,0.08565259770663813,-0.0731132865596581,0.008213870126856067,0.11110125650074384,-0.01298348193580948,0.10102336167283968,-0.00027072052122520423,0.11154256008167605,-0.006168360911702977,-0.08013895334621846
CCL7,,-0.013761806897656152,,-0.019596445014337115,-0.04556859073302336,,,,,,,,,-0.017933340255856536,,,,,-0.031406696769829115,0.05350054880557228,
NGF,,-0.007960583860946125,,0.02496312870251355,-0.009790522050716068,0.0018224202600663078,,,,0.09104511133258865,0.011606284128507085,,,0.0625289322166553,-0.026492283807129743,,0.01176015920655244,,0.14317953411115694,-0.019536270693654254,
TNFSF15,,,,0.03258440791349846,0.043706383094423595,-0.0010319535617480842,,,,,0.08156494285913807,,-0.011517045359996855,-0.004489531221399662,,,0.01971287503486977,,0.024250512953655264,-0.019305489658225657,
HMGB1,-0.04089964031836875,-0.025129115753117506,0.00832801603413984,0.04779158512016716,0.024509130298661426,0.05768391007546497,-0.18233017874430996,0.05956645505461322,-0.023643586541126013,-0.1247636671459102,-0.0485132997608288,-0.03012410023319934,-0.035967424185466355,-0.19517952836961872,-0.027818719330944982,-0.0157058018182043,-0.0430233867994318,0.08325910210574516,-0.08720728644282176,-0.06793421418576441,-0.09940694604912212
ITGB3BP,0.0014794261393598148,0.004719096227205879,0.02112362768347773,0.003611307109459415,0.03523994382304711,0.018728576567562105,-0.1306897208506802,-0.04140857145462149,-0.004398743105900696,-0.038832777795122085,0.01905218127119986,-0.09842973491393571,0.02448358953053522,-0.06641996979407705,-0.010525641526725662,0.056588736275736906,0.019695379084647337,0.0578319710766831,0.005768957198194806,-0.02782949568052872,0.08788002745455523
AANAT,,0.028793009540575527,,0.024882100746860935,0.019156356094496563,,-0.030274136713767524,-0.013796765977701311,0.023783510563904018,-0.009450327784652173,,-0.04338402003701194,,-0.02990230440805798,0.02041727028908633,-0.0035736165025746433,,,-0.007340571754732709,0.0615365916298413,
RELN,-0.01630759471203579,-0.030614936900522745,0.0806831187672342,-0.03446457357266122,0.05568867242656111,-0.016690349776663466,0.05002931615124257,0.041690651613997286,0.01677142277803895,0.009432717878708554,,0.04202880652594308,,,,-0.03023515896561769,-0.02954578773448068,-0.00020482688071552204,,0.06619139471735201,0.04698858799003474
IL15,0.030281425353619877,0.012290269730780371,-0.03885601693438367,0.06328331255308778,0.02713635531999661,0.023567307401931425,-0.07896728513328721,-0.020082130587575717,0.04225875713278928,0.0032840174540253457,-0.017813009689945543,0.012462898913700051,0.005264964663524307,0.010279840313395742,0.09400829008514985,-0.01258783415299221,-0.01133029719827558,-0.01625404725338462,0.07715610288274732,0.0030684348572720906,
UTS2,,,,,,,-0.09986360805281158,,,,,,0.12848991932016354,0.04914821269889864,,,,,,,
BSG,0.042003305058878296,0.04163137124688115,-0.023199880624117142,-0.009468283043535912,2.8346807018544154e-05,0.09371607659113493,0.013380408141450797,-0.087694004380151,0.037195406063925095,0.23629648443506057,-0.0009755730615152925,-0.17619682420480845,0.06163489248931315,0.026570500827260052,-0.04876817556097091,-0.025404564451519125,-0.012453330494262524,0.0406201800197823,0.08356886528148527,-0.02378108905225094,0.22571980219602383
ADAMTS3,0.001898056425239894,0.003204085282885303,0.017163795419450907,0.03501116404657352,0.0373976104901324,0.0830305050141995,-0.15168526163401627,-0.04336286201068832,0.032690658724903815,0.04125209693312211,-0.0510327838164416,-0.037463497414419754,0.0636986437537869,0.11689833394566063,0.13796076521517212,-0.008111590846046943,0.16159734941678444,0.02294998409867105,0.059054850837146435,0.0622281498447247,
CD34,0.009204417105786546,0.03056253728212734,-0.004722109125657639,-0.002079761126044561,0.04489115484560965,0.06619278850730033,-0.10118297185872493,0.0704697181633393,-0.0009060080828053725,-0.030432050318444096,-0.038156060985749966,0.12275968770040922,-0.06813865199725509,0.04624141530276678,0.10711432877513549,-0.017216746877578692,0.033821763853715034,0.08515205248019882,0.13511362885566625,0.021959165147710926,0.0041400891287083465
CCL23,,,,,,,-0.03444716187737139,,,,,,0.05662160564623973,,,,,,,,
PLAT,0.04688822735855422,0.038538657219714084,0.027394457702786583,0.0177515705947796,0.007806278322156323,-0.023648240740173222,-0.19125793326228852,-0.1656149465219003,0.03067813778575798,-0.04845071186191937,-0.012006746090395802,-0.0832489591281594,-0.05360933227820259,0.20624948504138182,0.11984891306295486,-0.03852842184732276,0.14081991161703325,-0.07249896743753435,0.08266704816748495,-0.07414970589350212,0.10162466604024223
NTF3,,,,,,,,,-0.029901212147869654,,0.05090889055739172,,,0.10449898115087158,0.16135580129342525,,0.12391170214820434,,,,
LTA,,,0.051938506744263264,-0.025116245881594564,,,,-0.009189460759996623,,,,-0.009880062039022456,,,,,,,-0.02459664338987519,,
CKLF,-0.018004247547679337,0.0038832686863270573,-0.012716934244488097,-0.0016449417222530347,-0.038501551032883594,0.008132021013224144,-0.20207378067259085,-0.0186375895191214,-0.03829705517617154,-0.14536666224990913,-0.02179670068916903,-0.10708732171645795,0.01795235739871266,0.02261045938693183,0.13056411218772468,-0.0014869273933104765,0.04557705541036714,0.06138879015348326,0.06351561715003744,0.007379249129092167,0.09209890212898601
APELA,,,,,,,,,,,-0.013004023768726098,,,,,,,,,,
CD24,-0.0238532875369925,0.015340763425758385,-0.033104638102768154,-0.028380696172735368,0.07410231570758351,0.16070415331806934,-0.006414039866627601,0.11493532229381707,-0.06469954083016874,-0.05697086011585924,-0.020573195333709646,0.03826020947781398,0.0706384187515828,0.1818835045968311,0.10179321791286743,-0.005628487473440957,0.20981902974904987,-0.018914412617860494,-0.05860639396279323,0.004781933202682595,0.13499714155155812
HSP90AA1,0.006329050463850288,-0.03786072252965397,-0.05474546256715034,-0.025605441223922287,0.12049507716601687,0.11470917046940855,0.2960887368803993,0.019150817179893954,0.013306730440404176,0.36439848930303215,-0.047718083222300874,0.28845778682741885,-0.04969082870526171,-0.10142402663565739,-0.20077394741827903,-0.06390465982870758,0.0099831101580327,0.10053739335107112,-0.09300846280152843,0.03032982189793566,0.18393372517062254
BMP4,-0.020244084084183545,-0.04755857034019204,0.06917254917114839,-0.03637304149881497,-0.05899747613445021,0.07354223890336373,0.05002411262156373,-0.0008433489896284455,0.0011229950742009166,0.09629514350473121,0.04186398992861967,0.07046528310322882,0.011996641990009273,0.05066965721518022,0.04334592133591749,-0.030605801300621953,0.019023536798288356,,0.1292578806313565,-0.026056443892745168,
SCGB3A1,,0.00491296252026938,,,0.05073268518874819,-0.01737880671251363,,,0.018311514660584376,0.0660805367323303,-0.02702942582994511,0.0606664291415945,-0.03998924102508578,0.012808002160207508,0.09254046758349069,,0.08059478612652182,,-0.012131366400831243,0.03623621422690597,
IGFBP4,0.0730346162773974,0.0334269454934861,-0.01867205958993656,-0.015161069335477836,-0.0682706190899456,-0.032122231365059255,-0.1339118285137091,-0.06316816419878404,-0.018592680765276204,-0.06744567512934337,-0.049371278533225996,-0.049166109453210816,-0.06831295718051147,-0.0318507429334685,-0.0463325928314649,0.0468381180118399,0.03665097084908662,0.07504933430149366,0.13146756632217207,-0.06439002758524463,0.1499082357912599
RSPO4,,,-0.02667369607350665,-0.030420713008575316,-0.002727766066893766,,,-0.008425206677547667,0.07172246336198311,,,-0.03532066193551887,,,,,0.01330882641598346,,0.018785612588616697,0.04908703220810422,
LEFTY2,-0.019476285434884603,-0.006260607962026239,-0.008547885082421557,0.014469439896452455,-0.06485632393682474,0.0539646357389444,-0.142619520465573,-0.021539557205009736,-0.026798781571357844,0.016797060988681688,-0.015664939415695463,0.021031141963408717,-0.005224735454676648,0.03383890118458864,0.0066676987618285236,-0.04953471277546003,-0.07904231201253728,-0.053613962272176616,0.050737599273092966,0.015949970118867434,
PF4,,-0.01716871689529567,-0.020402676694944007,-0.017097512202021697,,,,,,,,,,,-0.050343026392859265,,,,-0.044722016579904635,-0.018367116207645244,
ANGPTL2,-0.035840198467602974,0.00046422858670334743,-0.006266648022178663,0.015036515087395218,-0.06928705560734087,0.00886157838775304,-0.18948946498979102,0.024583801250838287,0.0210657526213606,-0.12730936150209074,-0.0022338957431044027,-0.24218263605088075,-0.08874918552801186,0.11020065788154196,0.11814386887506183,-0.043466375532023455,0.008763412490149091,0.04147817336111877,0.04986498290539549,-0.006526823792777872,0.006456039245936309
LRIG2,0.0033715458636183206,-0.0006385742017463509,0.003394022502054849,0.04680919345394647,0.006421568792228835,0.027923277973937982,-0.12774325521989408,-0.044710115690681,-0.011382066405756201,0.05492739638683712,-0.019179668078573683,-0.056140304971178806,0.029948340412317795,0.09137529941841777,0.08791347137740692,0.013151252704045229,0.012695740773161358,-0.004427089531889163,0.03636503750439569,-0.03926425339262078,-0.030119765182193968
ICOSLG,-0.002455331620392219,-0.003593021506924501,-0.01091905268485802,-0.001938664872450742,-0.04032477902826072,0.048351176679497516,-0.11365641722208258,-0.054253580951648915,-0.006301459853284333,-0.08446395264743113,-0.01376823500772273,-0.09796837772176319,-0.023776029274298876,0.06152758903792538,0.08476126626611266,-0.051698294736871944,-0.004828177475898123,0.06410726610784288,0.04960496371787425,0.13212664112642977,0.003363518594327742
WIF1,,0.02166886469027999,,,0.10009109240480717,0.011033581705559355,0.17297205443019217,0.06982411459675854,0.02686877416429098,0.24113984332879698,,0.15054231079455158,,,,,-0.02341586918107483,-0.05501092543010013,,0.07360062706227316,0.1813009781766631
NPPC,0.007917762034965005,0.03525817435786961,,-0.004020148651768723,0.07953270300683025,0.04121146735491499,0.004162932178319256,0.030097048241313762,0.02414972263085169,0.11255694380508653,,-0.14893908477276452,0.025352447285186378,-0.002718219366376219,0.03288022653399876,-0.022937172169221764,0.042327457478607514,0.05215699968840026,,-0.012560769985533677,0.20377512483477422
LYZ,0.029255609667351024,0.018289790761907825,-0.02827380623393357,0.0058645008819899055,-0.12852351299732054,0.0427499482233562,-0.11720121413294983,0.026278500972439715,-0.006791108180272273,-0.26666019985287875,-0.07592165914334974,-0.041951509838095154,0.03336845494137265,0.0016532637948707682,0.03737835122421804,0.07900830837265514,-0.03898793412498245,-0.021443004466333692,0.05338633648587108,-0.01614400746960122,-0.043404541003676675
EREG,,,,,-0.05880099660816517,,,,,-0.06715347326907589,-0.03439109957127526,,,-0.008412347365200178,-0.04036626004955324,,-0.050625462675748245,,-0.03805877046609411,-0.06634168282773889,
SPTAN1,0.04585904758660982,0.03856946031955943,0.031596307986556174,0.0680695855642941,0.06228045454616878,0.09846692353959423,0.1448539435914536,0.09042844972993552,0.03602234210374011,0.3559274505632197,-0.05412228409522108,0.16220431977368294,0.059445335586513,0.12689572655081496,0.12895374555579733,0.007516611454953255,0.06445384604898914,0.10574459889592434,-0.006367166846043326,0.11932979694201971,0.26558978263283256
PTH2,,,,,,,,,,,,,,,,,0.0233861156128167,,,,
LIPC,-0.02518448154298258,0.03220469349719229,0.06676818305042152,-0.01138292950513395,0.03377122050841582,-0.055269824714721964,-0.008343140023913191,0.029280988573242517,,-0.03800027245618996,-0.007328324281360095,-0.04843777693154131,-0.03035931051627424,,,0.04948080965993259,,,0.021072644450875026,0.05208151337683779,
COL8A1,-0.03355589131001168,0.010025343333883167,-0.0257347850833734,-0.009010723558074063,-0.04153256479533894,-0.060778969645568184,-0.08789430819755456,-0.06531039067831468,-0.020388603660117025,-0.12549991780402878,0.07484534725811895,-0.11980846502869284,0.015360817134377399,0.018734622532349615,0.009005010741718476,0.008536924811356476,0.025889896786649273,0.06226544573358338,-0.022698431449300848,-0.05866127536383188,
GSTM2,-0.04625417907447902,0.05448816736211089,0.03380356748528692,0.030626215048721542,-0.021364545351978938,0.019233279418470233,-0.08440190686975825,0.003790171622595508,0.0172063076857799,0.04093740181862378,-0.023238885077157705,-0.04694203216531521,-0.008424700318492552,0.08533782379073228,0.15053442410022894,0.043195875107688915,0.0537026848344778,-0.01830143546124706,0.03927364173456669,-0.054265253784571116,
SPX,-0.028114262315596182,0.020284343143562512,0.01870078989900461,-0.007939912586967534,0.1361351442684788,-0.037670527257024446,0.08429351143338464,0.10947356693086005,-0.020601159475860085,0.05409409078711702,,0.14906178990238986,-0.017238748565832133,0.0801963629960946,0.00426872522707916,-0.024221607745022595,-0.07182408483735916,-0.01194452832995666,-0.011840935600707444,0.07908046435945319,-0.12607963126469907
MFGE8,0.01991744517453941,0.04039832296926081,-0.055466891395776007,0.00745337203958633,0.08698871103557401,0.017162701765456954,-0.06288297895913142,-0.07873662892093196,0.01966399221275726,0.09021674729818088,-0.0016024175347165333,-0.017097433748785657,0.05341676321290861,-0.04876237466711016,-0.0397600021777189,0.01113751022301647,-0.005575433812274566,-0.08555373618261293,0.13942678955381557,-0.07015325412283335,0.06436177701822678
TGFA,-0.035812031071258896,0.10570258045278323,-0.017133695394327082,-0.024857445227273643,0.03238247504027829,-0.025871301583341912,-0.13668426187338828,-0.09710314008568148,0.01548916758560101,-0.07120097206986772,0.013452051009913115,-0.07876578871127697,-0.05793399420407307,0.05762136079030088,0.0998386271722267,-0.053842782853455895,0.10332842799689976,-0.0292524429324809,0.02902042663202848,-0.013260699742849243,-0.09303804405820192
SLIT2,-0.020244080844826505,0.025615201765882514,0.0070331901955577375,0.0002842404274103352,0.05296734981167334,0.14146831352552897,0.12277525811069369,0.0517519711996036,0.00802699675528272,0.17292039356790784,-0.042454047156923566,0.2573571534246151,0.025972246419902683,0.0812688223369681,0.04980986239857543,-0.01816842172660101,0.10484241708086728,-0.0020397244960726917,-0.015151298344997758,0.012668977897169316,0.2804808485632109
PLTP,0.02334901544561408,-0.016183606032928184,-0.02755725991217655,0.0013481479503267726,-0.15118772412770715,-0.03182183127530822,-0.24174029017469664,0.05568117014048235,-0.0696230816408849,-0.29743433787291634,-0.016458704791251375,-0.03367238153711083,-0.02788210205381959,-0.03994105241605615,0.015559899471154342,0.031198643632075106,-0.07686121520440621,0.008792030404211117,0.04926694763251257,-0.05654677048159891,-0.08097553530020586
APOD,-0.04157212619245381,0.07187875016980931,-0.010386389888686422,0.060186391147776304,0.08928299058562499,-0.07670524133617389,-0.20648549228403112,0.04455310347286878,-0.038901426740084864,-0.23579581436695324,-0.0458389605764734,0.20612370968456975,-0.05400529696970064,0.08147104399615251,0.17852722301986199,-0.03715506574597073,0.03125182606119815,0.0877215522785099,-0.03752206037539559,-0.0053961279264803695,-0.1940247959751381
B2M,0.025814936791281835,0.008919249987601298,0.06774780373037469,0.010776716460816651,-0.1603658117001249,-0.05612300933344341,-0.27408302337941043,0.007220180795837651,-0.10254943710084075,-0.34871310105759873,-0.09529516672833388,-0.21962076061859812,0.01229346585698078,-0.044649920160861105,0.09156705426463498,-0.03119501800290811,-0.05186966160482061,0.06758084849068582,0.08787990509254635,0.004637432207603167,-0.24452917222191833
OMG,-0.035072250596819066,0.035959313352641784,0.07318712457640626,0.036519890009468606,0.12539018484266157,-0.013939891469799792,0.027530040249672396,0.13710301784598736,0.02567519143925569,-0.0634960108541283,-0.004161469688706869,0.22044358086830668,-0.0687066145931172,0.11543418276336609,0.17293550528962645,0.03341195180633584,-0.025901528456454628,-0.03463429825940657,-0.05904818229862898,0.10905443909046945,-0.0272201786819406
CXCL3,-0.015840938197892136,0.02059738455147417,0.007113633100916317,-0.04359924170046733,-0.038768296929115834,,-0.039748494323259394,-0.08084505774465646,-0.032947918492942166,-0.03774028537455237,-0.045347758688957025,-0.02321315199272171,-0.005062239118218142,-0.037979018183841404,-0.06479202568650771,-0.017025640696810562,-0.0748864286681484,0.014993842472877482,0.08848927012801666,-0.007530548540416218,
