,UKF255,UKF260,UKF334,ZH881T1
BMP1,0.005336403635334658,-0.10663933335166453,0.011444325594521389,-0.015726003090284654
NDP,0.029277417234633323,-0.009887956293295622,0.03155004559440817,-0.011728358906103978
IL36G,,,0.03473140529600204,
RTN4,-0.02567802422863256,-0.001618562085053867,-0.029857237343274116,0.05960675584069669
HEBP1,0.010661682228410916,0.054520355656296614,-0.007360531620553628,-0.059588191266266625
WNT7B,0.07863579880117112,-0.010954271549219,-0.01511603358944984,0.0558395047115942
PTMA,0.057014976829129635,-0.02733268768459962,0.0034630712213815067,-0.04392112317909302
CEACAM1,,-0.01620797514531824,,0.041512251588629576
PDAP1,0.006124567044375359,0.03829785385444978,0.014365527434413891,0.03214198041764628
QDPR,0.004643919399012133,0.023501517738277054,0.028634653420777048,-0.014966851519936026
POMC,,0.07091797173113086,0.029203331775006183,0.09794281453493449
CCL18,,,,0.022765736597104874
CCL17,,,-0.01256367422439512,
VEGFD,,0.031462904252997845,-0.013464878805196949,
TNFSF13,,,,0.009756296556020628
WNT5A,0.04582126163437118,0.054269866884967564,0.0007943720078611454,0.01743609565290664
CXCL8,-0.005377905004712639,0.0031866247832541333,0.07327418467477945,0.010248836451499987
GRN,0.07575255876438801,-0.04459804130505409,0.014217526975626903,-0.03599749729723644
MIA,0.005903997586183945,-0.009297408461395056,-0.018440768586261945,0.014470630763786728
COL4A4,0.06328751084587632,0.012007338575379521,0.01953409762294411,-0.012657086834215445
TAC1,0.013984161930572479,-0.049431695309580484,-0.03170168665463845,-0.022982057205025837
RARRES2,-0.054887349444006875,-0.039136543755689084,0.0003356494298211377,0.012575783053112535
FGF7,-0.0456298369788378,-0.029691151873204487,-0.019399889303151147,0.01148809467002486
HBEGF,0.014326349121076415,-0.02007419869004416,-0.037953465273329226,-0.013953811174855914
CSF3,0.03240869001023004,0.000891859967789004,,-0.01909708863510181
PI3,0.09885252843131717,-0.02996379430015712,,0.025997990998023926
PCSK1N,0.005796729145399416,-0.005276489279348534,0.021790278742744605,0.03827505651744617
NTS,,-0.051946131661186314,,-0.04415511669078539
SFRP1,,-0.017690656608685115,0.0015899768719702919,0.047871395990611715
CXCL13,-0.01950225404725983,0.12643989809018694,,-0.031151325589113352
MICA,0.011639330811402978,0.046708114237744416,0.03885491921716554,-0.0539263517635724
TG,,-0.037521203785799095,-0.018872411456396537,0.07722567923919169
ADA,0.042611073429779246,-0.028056305351870897,0.04541128903655075,-0.014693838240635112
LAMC3,-0.03977008608279256,-0.05323003358397181,-0.014394448072432453,-0.08752148908998408
CCL7,,-0.023243753116184002,,
NGF,,-0.02481028721086729,,0.0031329144534666133
TNFSF15,,-0.01720959593134575,,-0.01185896418583911
HMGB1,0.09943800596000144,-0.014240397020057341,-0.04695041072855988,0.03828939379749777
ITGB3BP,0.01055075747180828,0.024579492995710803,0.021101259515029877,0.008131843588404462
AANAT,,-0.015506875167027607,0.10311580007883153,
RELN,-0.030246472465306724,0.021820330096479077,-0.01865768937793396,-0.014324343552937574
IL15,,0.009374992241737622,-0.015630348186969834,-0.015880891469379536
BSG,0.017905971179118498,0.038250751019246465,0.03947969838611992,0.03697848245921575
ADAMTS3,,-0.030104820321692347,0.08045951321683469,0.051806962163208674
CD34,0.06345065849052374,-0.020247959403179364,0.031543745047359434,-0.05157880697159092
PLAT,0.017431585672262866,-0.025481368513112897,-0.027745411900719663,0.0440756745436633
NTF3,,,,0.053787810614318594
LTA,,,0.07213008620207326,
CKLF,0.07049217812960587,0.08358571991161783,0.04692988750247464,-0.03182381563695505
CD24,0.05170107155250128,0.06500713582320898,0.0750075578556482,0.003124007110834231
HSP90AA1,0.017704917790478086,-0.009965863585424716,-0.0117567456509142,0.07194061571938863
BMP4,-0.04257003311185165,-0.030093596218092537,-0.013318672670893657,0.04371986264004996
SCGB3A1,-0.028708793507228585,-0.018466774006356663,-0.010906651608479642,-0.02462732658868431
IGFBP4,0.05292146314606376,-0.0053688235701059685,0.00861055161817487,0.0005772214340343744
RSPO4,,-0.021313659072793808,0.059111003656797376,-0.016585456376070524
LEFTY2,0.011099426118355836,0.05076896772281442,-0.0018214457709189317,-0.0061708325166190195
ANGPTL2,-0.0190335925677648,-0.04654000581855666,0.027813495152841417,0.0011906785529166538
LRIG2,0.07282636388481963,-0.009444183217266073,0.020145806491444606,-0.011910501704644062
ICOSLG,0.06715921602327582,-0.009308007928234078,0.025697897643470902,-0.016225536389904226
WIF1,0.0040498060882914995,0.007357749904712835,-0.05219697288402826,-0.015417788200475287
NPPC,-0.021328379821968266,0.0376818588733572,0.04237654090700593,-0.03526949897347167
LYZ,-0.028410065568376684,0.004679320971379214,0.05215692888947542,-0.041211172157177706
EREG,0.037451285968080235,-0.017351783113965336,,0.05480173444974671
SPTAN1,0.05786771881343441,0.008264540933244904,0.034940696698102854,0.0030235039620697102
PTH2,,,,0.08105057331554426
LIPC,,-0.02063513001005781,-0.024553818366459607,
COL8A1,-0.03353299226582628,0.04886647714000507,-0.007068236534415314,-0.022553089062460636
GSTM2,0.0049311393287447365,0.03829926042917168,0.10279534106333582,-0.011041581178274721
SPX,,-0.04138569682576685,-0.025829805014755625,-0.01128726100125336
MFGE8,-0.06718613635943908,-0.036546373512031397,0.06749502837766898,-0.006081385677364876
TGFA,-0.03082465576839598,0.03877463641813279,0.0008100811224996904,-0.02369564134108546
SLIT2,-0.0213383902306629,-0.0023474877474859465,-0.015717864053712383,-0.04692419625686652
PLTP,0.024926913815565187,-0.02116437367846879,0.013726023810637257,-0.03131769076816504
APOD,0.0949009201747861,0.07060798930745639,0.010713264438102195,-0.03431882418918919
B2M,-0.004564919076739636,-0.06704643687633668,0.07597356638299646,-0.025936274912346444
OMG,0.0649694251000133,0.06490478210535895,0.011934161409533578,0.06340872771396636
CXCL3,-0.028490385515317712,0.008171483430413618,-0.011256682527464142,-0.04652548378269023
CXCL10,,-0.0334936170911457,-0.017888230794658223,-0.022662499901460725
RSPO3,-0.0268582323891266,-0.020635117287487903,-0.011763016289896159,0.024917282442039813
CORT,0.007929582674335656,0.035074193016268095,-0.031206916928003064,-0.027583838341112058
NCAN,0.05144182921863014,0.10064818228530716,0.030153038640262475,-0.013694598017211778
PRG4,-0.03003097346176003,-0.014774669893965036,-0.01375291054121208,-0.03955000892590585
TGM2,-0.04464159810759133,-0.03574402744430954,-0.0469026073896711,-0.038164957582700026
VEGFC,-0.011873358248424622,-0.022743112819159743,0.057009786112417006,-0.02830667565643203
WNT6,-0.00973524249433274,-0.02035807268923013,-0.012249382612186808,-0.02201160734115672
NRG4,-0.02013168895159429,-0.021044585142887783,-0.016373923474078966,-0.00391892659957315
PMCH,,,,-0.012609994100890374
COL9A1,-0.0481644589724865,0.03651674119224493,-0.018657696534343907,0.013844903357653019
GDF11,-0.004497209749501583,0.035847810043907385,0.017095468497572316,-0.021199345223099735
SORBS1,0.018633706277836545,0.04480840854532224,-0.028528347223209332,-0.0059698370759056155
DLL1,0.02530006930792013,0.05993718150317062,-0.014375398202325423,-0.0024669527058472185
TLN1,-0.035711310604872294,0.039871769577759515,0.05014194066336943,-0.0020371813108415516
COL2A1,,0.09649620063646265,-0.011427843796253149,0.033156667877222296
SHH,,0.04784980886963579,-0.010906650655170394,0.09392516912400685
PON2,-0.009481676508086232,0.056650769110048536,0.036874187280536416,-0.06548608342575689
ICAM5,-0.02870879553894695,-0.01286790535740051,-0.02130009958529002,0.08812924404022128
HPX,-0.026858239450065907,0.016761398833265523,-0.015299307178556798,-0.03490503827296759
SFRP2,,,0.042807665822921274,-0.042512699114251144
CD70,,,,0.016214321773798866
HP,0.021868843950372356,-0.02215325007197003,0.009930762875958093,0.06955604468988158
