,UKF269,ZH1007inf,ZH1007nec
DCN,0.07774816230140244,-0.034631902389904066,0.020780223982874175
RARRES2,0.1331232504506055,0.07808776667475892,-0.05407306066074043
SEMA4A,0.023917761294460018,-0.04634023729833008,0.011016580017108413
GDF11,0.08831955655598717,0.030096640747792343,0.01883698558737024
GPC3,0.01633681397664628,-0.036320391950211084,
OSTN,-0.01590178827512503,,
GRN,0.045661649821941486,0.13315156187548371,0.07922005616954554
CALM1,-0.14924241996126866,0.07047257054740871,0.0036440178460121135
ANGPTL4,-0.02742399746466578,0.00914313121805588,-0.04646686153650253
BMP8B,0.05186177879635437,0.028790545141295983,0.04138137300403962
TNFSF4,0.024339368788069915,-0.0012129981952494035,0.0028830460067454378
RBP4,-0.060691259677624565,0.057050396549225245,0.1556315371805691
DKK3,-0.08711254067964379,0.00755172484073528,0.06004037154659144
COL11A1,0.054497628757999836,0.05202841483865579,0.004642340963725083
COL5A1,0.037842605921142275,0.0016887273558469917,-0.029632898741749295
KISS1,,,-0.049773387085221714
MEGF10,0.0600690203804248,-0.011865008793035505,-0.04070028436111353
CEACAM1,0.13006058083621827,,0.02420772964357869
EFEMP2,0.08001255809477185,-0.006219691130548685,-0.052688778540394846
IGF1,0.006713878316754802,0.029804940507319657,-0.03379557511582268
COL6A3,0.022590166636462423,0.019288237115152602,-0.03778583366575318
RLN2,-0.017649481098047592,,-0.0059039012313890655
WIF1,-0.07009739738973535,,
IL13,-0.015150399246408989,,-0.02376587450650029
PLAU,0.09370311972204988,0.0531950309975244,0.07415593952200629
CXCL12,-0.02291667301937856,-0.01845446033351743,0.070856875822341
MMP9,0.005955188397752228,0.06247821776597326,0.04373603449258949
TNFSF14,0.02665757940527817,-0.03632036955734641,-0.06315218240005455
HBEGF,0.08672338537646665,0.07851618052156624,0.03131647164179369
NUCB2,0.04807208737779334,0.001749394177833751,0.004758946477226525
VCAN,0.043551285855310005,-0.012901390658290848,-0.03938034024039789
VEGFC,0.06869410410262977,0.13526426093278743,0.02742340624559067
LMAN1,0.041489407506500486,0.07619867720026245,-0.02363132483110488
IRAK4,0.01092255750205506,0.021759970430576387,-0.028509378629787734
MICB,0.04180249118300178,-0.008091816249189022,-0.10743800485154287
COL1A2,0.050822292733854725,0.0026204142162234586,-0.026088127552401898
ICOSLG,0.09960906477519163,-0.015260703461521766,0.07162994018703699
GNAS,-0.044796240904852784,0.08753355316911855,-0.031239697449002343
C4B,,-0.029725202939214254,-0.04923280211063404
COL2A1,0.06833048957709316,,
GSTM2,0.0846726964402277,0.004133948223610538,-0.03459207794717476
NLGN1,0.008256910669752761,-0.02304454440822787,-0.07327831011949257
SCGB3A2,,-0.023997792885310554,
LEFTY2,0.05607152483601873,-0.057281606991892726,-0.06323007340959338
ACE,-0.018480431518381264,0.031079888902987116,0.05337344977350453
RPH3A,-0.049164605197037546,0.09182441143597267,0.031162232978577398
NCAM1,-0.056436395300405465,-0.04822827191091514,-0.054114748880747375
EFNB2,0.02744294331814697,0.03662738959502123,0.02673664825386481
ICAM5,-0.03416156974421782,,
CCL5,0.025400217518756606,-0.06676287529170315,0.0324516561940616
PSPN,0.0910220281533148,0.0247093789177397,0.0056177046946370756
PENK,-0.05459852691571068,-0.015136672736716587,
EGF,0.03374525705063915,-0.02765083653540294,0.029660772519396746
F10,0.031288344469429304,-0.028076765912442368,
FN1,0.06577761297835222,0.0632232145158942,0.020938126158946555
FGF2,0.02842962299553403,0.00579826657263475,0.03718202932258395
GDF9,0.03367580282669336,-0.03564013425980339,0.013831691695377344
CSF1,0.03572880769379791,0.07071109090349284,0.02650321392249682
WNT11,-0.014761248003683954,,
SHBG,0.09538241199236679,-0.02849696130307563,-0.06060601059456907
EFNA5,-0.009792866944285999,0.0502754080229457,0.07377298820275982
THBS1,0.008022407779921905,-0.034027914638739915,0.044033984237225446
PODXL,0.09049328579934786,0.05390668748941948,0.08433529575870702
C5,0.09365037246459594,0.01911041271441345,-0.05687015504990772
DLK1,,0.07550881849865926,0.021412950609587103
CXCL5,-0.01644421987970268,0.02718429429893048,0.1324346807750661
BCAN,0.06484933105738488,-0.026667329017692323,-0.07808026132044149
RELN,-0.03907050529361091,,
GNB3,0.03530684891029293,0.0394559646268794,-0.04710407975471277
MSTN,0.013146775244477717,-0.027650853169610193,0.006062953418509639
COL18A1,0.056277179464231865,-0.031922843559283445,0.05764532855659105
FABP5,-0.005394789433165243,0.11042097728422667,0.10461518089585023
TGFB3,0.026104911964717446,-0.026550814242726893,0.08751782148092656
BSG,0.017659930791894866,0.05348597321218922,0.08453316120173492
S100A10,0.11796915050824629,-0.008889338734852313,-0.021421685313234184
