,ZH8811Abulk,ZH8811Bbulk
BMP1,0.0019761693632189647,-0.03924252632088438
NDP,-0.010204532727330072,0.035197533452939626
RTN4,0.04711488997021954,-0.018271599373646568
HEBP1,0.007674934899092679,-0.018912322471608005
WNT7B,0.08739279194640512,-0.010316768063519869
PTMA,0.09081838280931093,0.02780103519326291
CEACAM1,0.05555247943917258,-0.01668742531400183
PDAP1,0.04018596096680351,0.02484227658352781
QDPR,-0.024305126852638356,0.00017744529801394166
POMC,-0.05456857855602324,0.03310511572214221
CCL18,0.02626073447294731,-0.030982443109517758
CCL17,-0.016123557485895425,-0.02408934606787598
VEGFD,,0.031767317586884655
TNFSF13,0.053604707858872,-0.011000665387654361
WNT5A,0.07089494290039292,-0.09184314701609828
CXCL8,0.10276488598907059,0.06493433799592743
GRN,-0.03428709363069684,-0.03690054017465835
MIA,0.041643470141641784,0.069856947203772
COL4A4,-0.022311119319360303,-0.026719177155394357
RARRES2,0.09826643929608102,0.05764487044498876
FGF7,0.010246308717625241,-0.04431037754313107
EFNA2,,-0.015860280987106557
HBEGF,-0.04984986122735485,0.016311410285331406
CSF3,0.03054206577228078,-0.020112828785250985
PI3,0.06068396930954234,0.010150446979279516
PCSK1N,-0.018128008880095022,-0.08485670398040328
NTS,0.04740153973187134,-0.019322742681566356
SFRP1,0.014780384743414548,0.016049526636967588
CXCL13,0.015701565799816894,-0.040749583147011284
MICA,0.004173530480499203,0.015853688027691652
TG,-0.021424176778352687,-0.02379806990552113
ADA,-0.07040185392279638,0.0016117722749097293
LAMC3,-0.08062869518681662,-0.04580418954769604
CCL7,-0.02416549618133013,
NGF,0.036910337604964066,-0.015647092127533367
TNFSF15,0.013163418445626582,
HMGB1,-0.048239599405516136,-0.00746299274117108
ITGB3BP,0.03933592780013695,-0.01444902921303759
AANAT,0.018785040803016236,-0.021343642520781907
IL15,0.00510684177825391,0.08216997047881322
UTS2,-0.018053316497590236,
BSG,0.0769687157406684,0.07553778734321644
ADAMTS3,-0.05621444812836209,0.0006349517328478416
CD34,0.010143824176192716,0.024337257778021266
PLAT,-0.03494670403627291,-0.03266985779677661
NTF3,0.026747358739501265,-0.055580518026594
CKLF,-0.03426105845846841,0.023809909056347778
CD24,-0.043899966094258294,0.04986587877490909
HSP90AA1,0.08612887143017958,0.05860548075339555
BMP4,-0.04288410929462472,0.016175115150961282
SCGB3A1,-0.036780906781548904,0.01177020420422631
IGFBP4,-0.07780768073430128,-0.08548122712791063
LEFTY2,0.06314079872676283,-0.018236473563616566
PF4,,-0.014537045583089473
ANGPTL2,-0.10118738546494269,-0.08066314912300646
LRIG2,0.010152692912016857,0.07752558881940572
ICOSLG,-0.008799803171279489,0.01781256042308453
