,ZH8812bulk,ZH881T1,ZH916bulk
BMP4,-0.04537811472202207,-0.040477942610050666,0.03966451587023521
SCGB3A1,,0.006698606328107487,0.01709980809505029
IGFBP4,-0.06523004943612273,-0.03341498076719015,0.06266360659612573
RSPO4,,-0.01633676865573587,-0.023586607708062944
LEFTY2,-0.0746594293565004,-0.005455682649086036,0.031094438540554655
PF4,,,-0.01847672445858621
ANGPTL2,0.0779381107666141,-0.08266839287982132,-0.01847908062963878
LRIG2,0.062200487775112015,0.0011362228926206192,0.03635750460596347
ICOSLG,-0.048708960386262094,0.012777829910537799,0.003831119019871496
WIF1,,-0.01518660887605762,-0.004425963644951362
NPPC,-0.012384234343905497,-0.014271976739283565,-0.04440383676041637
LYZ,0.008580333147000367,-0.029497496582522296,0.0004896585252584422
EREG,,-0.020347720799789977,-0.021272183263469188
SPTAN1,-0.05878124951359199,-0.02206113087216375,-0.0157658451948389
PTH2,,0.03409160226235025,
LIPC,0.021449437145380737,,-0.028813345795550328
COL8A1,-0.005770846833499537,-0.03973072861562405,0.08016523917557243
GSTM2,0.05577008137752084,-0.034683608418710654,-0.021222835997643703
SPX,-0.060382359810164876,0.015443933270878778,-0.07267686890734361
MFGE8,-0.03331877774639813,-0.07761884189068456,0.028558655304121817
TGFA,0.0324412044855818,-0.022893935514043687,-0.013133948067882146
SLIT2,0.07346308941871718,-0.03252693308889695,0.007571059676933609
PLTP,-0.017168209050968136,-0.05252576508230283,-0.0831124863445493
APOD,0.054820023096718476,-0.05512583371809917,-0.04478307463861814
B2M,0.0072830626077546165,-0.05457383518874716,-0.015356959037435768
OMG,0.03876412349626549,0.013443668996491303,-0.03670122167687898
CXCL3,0.07148310071309469,-0.045827865566041244,0.15357576956030505
CXCL10,-0.029856275730768628,-0.022322691016508366,-0.04279679521839384
RSPO3,,0.04054229878957453,0.017933076070544625
CORT,,0.04631609977858236,
NCAN,-0.06369340252439537,0.006873032980220257,-0.10080349335141639
PRG4,,-0.038956983245093744,0.01353912961242155
ZG16B,,,-0.015762540932555115
TGM2,0.040867888539839546,-0.03665810717916702,0.010210782875086767
VEGFC,0.006495864795700969,-0.027882236166819497,0.15937787908068002
WNT6,,0.045230825087351934,-0.016287433886855256
NRG4,-0.023472385221260078,0.030269576908790778,-0.02449380241666592
PMCH,,-0.012420915753253926,-0.03136783907782253
COL9A1,-0.024333263698897153,-0.03374802994561225,-0.0037906771111332668
GDF11,0.025506665657245246,0.0312884202292838,-0.06639377989575027
IL24,,,0.009030502631662551
SORBS1,0.018442005366587393,-0.03259818081440331,-0.08699255535706524
DLL1,0.046223671051065215,-0.0030169748503940967,0.0019169732129198655
TLN1,-0.016602094844469006,-0.07570405017863986,0.06066831013248967
COL2A1,,0.03045918585363008,0.025178355410513796
SHH,-0.03868671367272514,-0.016291259473384702,0.07051366446985816
PON2,-0.06755277527752325,0.021116086213360308,-0.052689267798702796
ICAM5,,-0.028983444083694826,-0.01975669427841801
HPX,0.03497163407775293,0.045967612914836906,-0.010559632049622366
SFRP2,-0.06208993784859384,-0.017150028200977278,0.0036983995738263525
CFC1,,,0.06922250717780078
CD70,,0.033714187635836626,0.054423896574625596
HP,0.002845860725700209,0.001113064580795294,0.09948175880446529
CXCL2,-0.04515591674005705,0.02491615873703434,0.1276322146835073
NPPB,,0.06262044223975395,
CCK,-0.03312936860116821,0.029225859970767827,-0.04015675695333949
SEMA6A,-0.04809200711436565,0.030573574227770718,-0.03324744124958585
IRAK4,-0.026536156014769493,0.024982977226897705,-0.015344488575192586
GSTP1,0.10096775995743967,-0.024980474843016603,-0.00501509086632521
VCAM1,0.02243378253450287,0.0161097252778694,0.06386079345899905
NXPH3,0.017089334534838664,-0.03481271297026567,-0.027591310832314326
MTMR4,0.041036082867441696,-0.02026949525797162,-0.000686297574650904
LAMC2,-0.02269416817006975,-0.012056436125826553,-0.001681142601438688
IL10,-0.021890704629028084,0.02469356086420566,0.12282155796014
SEMA4D,0.050886016508662237,-0.014650857302900566,-0.06561228808385938
TRH,-0.05016082972391912,-0.049506159111380434,-0.07173485048705523
SEMA6D,0.02506168886128559,0.05736863454543161,0.013875740490947638
CEL,-0.019932750034069503,-0.030519912775646085,0.016697761898769665
PDCD1LG2,-0.017372741257450135,-0.02560410674233411,0.019122139435764157
SPINT1,0.03016749032797828,0.008577279506905127,-0.00615768636124766
CTHRC1,0.022553785910499134,0.018152734647463604,-0.04798678541404292
PODXL,-0.02994604322883825,-0.030561709441878287,-0.08992389393172498
JAM3,0.04102033613126638,0.004061678185368273,-0.06687624664413724
TGFB2,0.015971013102307155,-0.06700490456571732,-0.07531028508692253
COL18A1,-0.031258593834334165,-0.026029424924951687,-0.07782745887594293
NODAL,-0.034139313832289304,-0.013787438959304418,-0.038265544732777435
INHBB,-0.037514255202652697,0.008711244056599676,0.03571226907946122
LCN1,,,-0.016544002053366487
ARF4,0.02463425784054895,-0.015967338851696537,0.08391429578681295
CXCL14,-0.02343182698626145,-0.05237727069489978,0.05235464259891157
LIF,-0.039925400007271954,0.02261306096071784,0.1575636875586655
IL17B,,-0.017152855222108822,0.007446205748286394
MMP1,,-0.0124209147695934,0.16668151722142843
MATN1,0.06590526289004389,0.1355086127577196,-0.0170462992490072
ADAM28,-0.03883860239194429,0.020365929998671203,-0.05117785779845552
TCN2,-0.06155434382656445,-0.0013425838374297786,0.014855117207413823
THPO,,-0.015334723667496084,-0.02554542928099493
CUBN,-0.01416965476316746,-0.04879289504599927,-0.03787640526815851
TIMP3,-0.02282061735501971,-0.01661644387751259,-0.0035049945343729612
PIGF,-0.022255703614619773,-0.05668178058222339,0.04925662648118342
CRH,-0.02488529997639532,-0.022254786540273366,0.004846495325397136
BDNF,-0.003838961759994473,-0.029391972817358124,0.018998543371399654
CCL5,-0.01675659152380289,0.02879358788257839,-0.03662599501389827
GAD1,0.02712379491809535,0.028195111408541647,-0.0032090497359858953
COL14A1,-0.033789090662001635,0.004720993406903263,0.007227080658486769
HLA-A,-0.006907411723150591,-0.034014822632977525,0.027726787968166123
FGF18,,0.0664566677077787,-0.023401491668951637
ADM,-0.0382316096220945,-0.009121260096155449,0.0984307836549451
GNAI2,0.010122593186470207,-0.06542528167865898,-0.043621078326966746
HDC,,,-0.0170462915288996
COL11A1,-0.0162529335960467,0.0179670235763302,-0.012360178104950261
NUCB2,-0.04834929053567083,0.05728517806642849,0.018038670682973684
FGF16,,,-0.01679690429768231
CXCL1,-0.034506592735925434,-0.0354309347323062,0.01598970881158985
VCAN,0.03391607597339327,0.030651537172441345,0.1071542808060975
MMP7,,-0.008583495657911356,0.11192409292471744
PTPN6,0.01993908669439146,0.00557753861627324,-0.002114877487416284
PTGS2,0.04196817750143852,-0.018046883410593482,0.1371937461184275
XCL1,,,0.0030068547161595724
CD58,-0.052373350325524946,-0.053439306716848906,0.010470912122856852
TNFSF14,0.09329111827640253,0.023291222590689012,0.0398616383041675
CNTN4,-0.028808315358242995,-0.008256185179495052,0.060843499410115555
INSL3,,0.06297260028072263,
MFNG,0.01646790239769566,-0.029240649415346986,-0.005500288295952929
ICAM1,0.03499891571953545,0.002030869200971144,-0.02189679149720089
PROS1,-0.01622872770157621,-0.04595245876699021,0.06145927122541669
CLCF1,0.05292266499276919,-0.0184685025675339,0.14741000805780313
PSAP,0.04735138077923553,-0.04881081858014147,0.018799212321140284
EFEMP1,0.01082894873224852,-0.05838467537786294,0.09562839939262453
C1QTNF1,-0.03169986825198582,-0.009078287681108107,0.1017270882106139
ALB,0.036865941286327336,-0.030022991682351705,-0.024134488566145616
CCL13,,-0.020117994584944746,
EFNA3,0.02372775479733931,0.016499097438373876,0.0017237575161106406
DRAXIN,0.021422933838855414,0.02921497750428217,-0.04087317619201203
RAET1L,,0.11189424727248563,
NPTX2,-0.015631513002750706,0.008735763040537397,0.1282120439406021
FGF11,-0.03766772509128054,0.039145008285908126,-0.02770031947842056
CD59,0.04406593925741922,-0.031107150590086372,-0.03900098143901008
COL9A2,-0.00395150455026324,0.0009451706731632918,-0.008417521206214902
DLL3,0.016085221307046954,0.03450338836251312,-0.08918364059495032
FGF5,,,-0.028813337117045822
LIN7C,-0.05337109109125258,-0.018297279177939663,-0.07058288338371337
GDF7,-0.03750995293056371,-0.014580227914571387,-0.026057529004941137
PSPN,-0.0495338499274869,0.024759640924345384,-0.022695314025934103
ANGPT1,0.0016236781801707131,0.03540022829859931,-0.01717862751191869
PNOC,,-0.017285455696047832,0.04971592509328994
L1CAM,0.01809412818000384,0.06349036891501764,-0.058978055343158385
APOA1,-0.031667283176023485,0.015857022965717893,-0.05430567578530318
PSEN1,0.07763082305647641,0.049394587955610386,-0.04385939660903762
CALM2,0.04270493733468312,0.01870890016631177,-0.07013089621007733
CLEC2B,0.034272567372543535,0.02648373898415666,0.009021853169670807
NTNG1,0.061888635568865064,0.015568035951548438,0.04279937155919768
LRIG1,-0.05214976919033892,0.014516369930861878,-0.005489176689568175
CPAMD8,-0.0347210151069755,,-0.01847674106686883
GHRL,0.013052828966212897,-0.015771347259662782,-0.01628743950174941
NPY,0.06842953529240887,0.011280482912225921,-0.024567836149817106
MMP2,0.06755937350069761,-0.0652164136803405,-0.07486025482612448
PPY,,-0.03197664556422673,-0.00200028576936437
ALKAL2,-0.040496390304001414,-0.035787823735605545,0.018226501943567692
CSF1,-0.011257539438250084,-0.024778627428060033,0.012509821120749784
SEMA4C,0.06479742054572432,0.046024079307883096,0.07158742005559747
ICAM2,-0.03904387545259251,0.008017364097090977,-0.07934367440570252
SYTL3,0.038770713327709684,0.03246988080255475,-0.013263629366245467
IL1A,-0.04438893418590882,0.09107693963169597,-0.029277184327446144
HLA-G,,-0.0264433410337331,
PGF,-0.04055174786390962,-0.07578447603109723,-0.08908720296597031
LGALS8,0.015123006823931369,0.0021361868560395634,0.026594265993963022
DKK3,-0.03078904845338332,-0.049215044758531855,-0.0566892276864693
COL16A1,-0.05050802658950713,0.010090960980513859,-0.08292279415889807
TPH1,-0.044539468289405165,0.003971534947208404,-0.023934029633975295
TNC,-0.05100760268353636,-0.005563319813323718,0.13344316663171116
TNFSF9,-0.002990143589428294,0.04376678620699654,0.013876050221696853
C4A,-0.014351900311565125,0.036182760779723266,
CNTN2,0.020085603835294796,-0.02946332277293376,0.023592146789866986
F7,,-0.0145802293244438,0.06513875333366771
LUM,-0.048965947106571414,-0.01887214055607433,0.01325667987176454
BTC,-0.00789845842181541,0.012418732900870163,-0.015031550925895826
APOC1,0.11240565567647876,-0.04787907987223572,-0.07063184733496305
PKM,-0.041174636531624946,0.021475998201245877,0.10630477136935614
TNF,,,-0.01777485647376167
GNAS,-0.057218505098439586,0.09133369009621714,-0.10601711553514588
BMP8B,0.008643313675139132,0.04516835002744493,-0.04256410243449521
LIPH,,-0.023154049050637462,0.00876388009890189
CCL28,-0.02161679339816075,,-0.026892573555453134
PTPN11,0.002615379683574274,-0.007135447395852419,-0.004413257886818255
ADAM12,-0.06684306975123062,-0.06965932575702619,-0.011378965819903674
EPO,,-0.013949373012073598,
EDN3,0.01331472034983812,-0.026065379292683596,-0.028343274701087308
CCL22,-0.00750673963654245,-0.012239967564402173,
CCL2,-0.00016302610673609499,0.0008347299588004509,0.07405528446253919
DSCAM,-0.07956018514360946,0.008570296976494307,-0.00620067655990853
ANG,0.055813799740522925,0.007206993839616474,0.06456966769119583
FBLN2,0.02348615988347507,-0.02477286031402996,0.04675069068246219
VTN,,-0.018062555303970107,-0.010965365305101256
VEGFA,-0.024724458793006162,-0.006428556928529526,0.10829707618830813
F10,-0.023215628430545688,-0.0241594147073564,-0.02340150009261214
SERPINA1,0.07956092454104559,0.006512811453818748,0.017743629032696884
VWF,-0.06505908859773939,-0.04379518452209554,-0.02319681318642523
GDNF,,0.055088017881152605,
VASP,0.005000052493553192,-0.001790510090947193,0.027610213769509326
ADAM15,-0.014472636167277335,0.001802152296833625,0.031897055904731075
WNT2,,0.07507684520581699,-0.033297029109892434
CALCB,,0.047430614147911006,-0.008594342929514793
OLFM2,0.01697322547340429,-0.020510236462882463,0.020257240287518
MFAP2,-0.06463765487136537,-0.011981950984455566,0.005119469990265418
HLA-C,0.04440380683508429,-0.03193235952440829,0.04553157524230179
THBS1,0.028097040260722576,-0.005522812547375064,0.047750482125697234
HSPA4,-0.04746860741301282,0.05704913070540576,0.00452668069949536
LMAN1,0.041205185915777584,-0.06638308879646541,0.10859980115387285
LYPD3,,-0.022216929468739734,0.013608433063372265
APOE,0.0027655961879886532,-0.07017514351355203,-0.10832134887213263
SOSTDC1,,-0.03768572635117604,-0.021107694171511236
ANXA1,0.031719390360850454,-0.02964133225136497,0.06778615499179816
WNT2B,0.020589929673269704,0.008227402926556484,-0.05187388262796474
AMH,0.07334294708358609,0.10247366865190154,-0.03321485309579671
GDF10,-0.027282817467360703,-0.030189300800406004,-0.02865737014575024
EFNB3,-0.05173881671666841,-0.024273815621384656,-0.06984544862926095
LTB,-0.009455087926278825,-0.029772240026375588,-0.03683285598314368
ANGPT2,-0.07039901290133237,-0.005268014992919439,-0.024424423874394856
NRTN,-0.027282827254942965,-0.012420915753253926,
ADAM17,0.01744750229341177,0.010601518917165702,0.050888543544936764
LRPAP1,0.09804022950612332,-0.04461306664354477,0.007347465669525173
NID1,-0.08793244999385136,-0.036990255326041464,-0.03979235505384296
MST1,-0.009109719386775048,0.005037290706220346,0.028608900520410513
DCN,-0.014274982315434857,-0.04920594989219717,-0.006431535074413372
COL7A1,-0.05708039052179359,-0.031821508763900296,-0.019242139576274332
CALR,-0.005808457790086273,-0.027946715990412534,0.04999694173117841
PIGA,0.02243286800687071,0.03596163318418456,-0.0464413773128386
CD200,-0.020509419706333524,0.028808586116763478,0.013116698611570355
GRP,0.040375854613195206,-0.013623714378106546,-0.02656121797069594
CDH1,0.04998062272798544,-0.005945546952329118,-0.038468870286988345
LPL,-0.045693322782247914,0.004764699257208331,-0.05706194839939575
SEMA5A,0.03210227081789158,0.011024468335660268,-0.06176768558327222
SEMA7A,0.06462602995005798,-0.006951166622824409,0.08728248686238062
SEMA4G,-0.03418007044619173,0.0564048799414731,-0.03834397017175197
SEMA3B,0.09341884136374844,-0.005846080374957011,0.0723252042570267
RPH3A,-0.004822680771349288,-0.01567667479153032,-0.021829002850418947
JAG2,-0.04872390903324738,0.02468359738480261,-0.015376734995333527
CGN,0.03879100881887963,0.039612880895538674,0.00904162524482249
GDF15,0.04544529481885328,0.010644781264894857,0.012198253515934072
SEMA4F,0.027413742069960438,-0.02454170578887331,0.06073757969075441
NXPH1,0.007305648565059407,0.03431344924899451,-0.03963834264708465
ARF1,0.03428334758959632,0.04634183296145914,-0.04731805582152928
EBI3,0.033017055980087764,-0.03611059971550965,0.013450803072647562
TIMP1,0.006732520858419566,-0.05540283741991946,0.15085146888884232
SEMA3C,0.021954260012203436,-0.008308576751743603,-0.004871717666554868
GAS6,0.048844904025648936,-0.003529444035434802,-0.07144460468808557
MEPE,,-0.02102377442567895,0.023449477732413695
SERPINE1,-0.005447482160851925,-0.022247651864324532,0.06884775079349896
RSPO2,0.025192043692432844,-0.02832017670984539,-0.02202347241945602
SHBG,0.021720922629968914,-0.01976903618362595,-0.032088039487329786
LGALS3BP,-0.03625279351453935,-0.017645495328577954,0.06675384240071901
LAMB1,-0.04972101288348866,0.006159469245366082,-0.010059683098442936
SPTBN2,0.04752721514864869,0.008737972207269958,-0.06115456934014447
COL1A2,-0.07027530272675228,-0.01852147296202364,-0.02775800327759631
DEFB1,,,-0.022067582802552173
WNT11,,0.04537984660336278,0.07943948353905576
LGALS1,0.06913553414975307,-0.02101353513912192,0.12468751346867094
BCAN,-0.08052870455118573,-0.020119699774512834,-0.13750610152704273
ANOS1,0.00046417056198311496,-0.03846638943073754,-0.05834391968740973
EDA,0.01580404935206416,-0.027970245552457876,0.022775266874719625
FGF22,-0.029231392382100412,0.048464942181179374,0.008208800542454708
SHANK1,,0.017427564665527712,-0.029886501859823725
RAET1G,,,0.008591595484755486
TGFB1,-0.04766108282389443,-0.08285679090117158,-0.008106200627904953
MSTN,-0.04734884572038931,-0.021134628244659424,-0.02467175810879376
WNT4,-0.021059093212609317,-0.01575596592188256,-0.025419645401261386
TNFSF4,-0.032444589359316864,-0.0076170677926634305,0.011856710606618635
NTN1,-0.03049711496607492,-0.021502519000607657,0.0039566547880995045
CXCL12,0.029979671743732166,-0.032887947111928065,-0.039401099144346405
GNRH1,-0.02133962301405473,-0.01965150769116916,-0.025024373378319604
FGF8,,-0.009222926310167192,
RIMS1,-0.02325521915035207,0.01781867357333804,0.05773226012000748
FGF14,0.05930639001392761,-0.05513394890809366,-0.07096136984819867
IGF1,0.0740410627796094,0.03956228456890603,0.024146777681999507
TNFSF10,-0.04690001009597636,0.005023698315844607,-0.021114680016828435
GDF5,-0.04329709426026029,0.04385985851713955,0.01291728727418123
CHAD,-0.023726610718086957,-0.019414571444279792,
RGMA,-0.017163605905948818,-0.02935394211398746,0.02782242614572165
WNT16,-0.01960070708839163,0.10900298548472828,-0.027706345404820875
CX3CL1,-0.02884705442940837,0.011426793529454068,-0.004080099427756767
FGF1,0.025293014826226288,-0.02269249115592269,-0.006008700822814081
ALOX5AP,0.01624271847806973,-0.02010180854456877,0.0875672138535107
IL1RN,,0.009078475227038514,0.07236185788377296
PCSK9,,-0.012056437475063778,
NPW,-0.021890697362948817,0.05020336964936973,0.024030624513866727
CXCL9,-0.025678171382123003,,-0.05072463516539339
ANGPTL4,0.03530510050446672,-0.0084519437894109,0.1285694476178842
UCN2,,-0.013623714378106546,
COL4A3,0.019305809471006515,-0.01905430986756632,0.0010505427274225562
NRG3,0.029706826655075066,0.057175385688362286,-0.04876435891427232
IL23A,,,0.06262679218553514
COLQ,0.0018853607548269345,0.025661151624453832,0.05123995356437093
SCGB1A1,,-0.013949372928110213,
TNFSF12,0.0393214725138456,-0.013100426556770692,-0.01825782367606418
DKK2,,-0.016056341252109963,0.037966596902514534
FYN,-0.043268245245899055,0.05213893756313513,0.015245738880655202
ACE,0.039006927316464754,-0.01155877001432318,-0.06346604532061004
IL18,-0.061684965064625306,0.006346989872367553,0.026536151689357936
PPBP,-0.02520303019294283,,-0.020449112876115796
CCL27,-0.008060056971132469,0.023565748616831257,-0.03784141026295621
SERPING1,0.005640940667081853,-0.063543181532721,0.11088082684515269
AZGP1,-0.03772159256770059,-0.0077532902614015796,0.09801577215674516
INHA,-0.02189069723319747,0.003613761420030284,-0.001794390268410859
SEMA3G,-0.020195848629460778,-0.020002265081316868,-0.03733406033804642
OXT,,0.115475898526464,
COL6A1,-0.04336220683553499,-0.05336445784993775,-0.011299512812271168
FGF17,,0.013420410291104905,-0.031076069634668805
TNFSF8,0.006166936940039132,0.10535906537208464,-0.023027364378566274
FGF20,0.0979891065156036,0.03318779067792979,-0.01704630334300791
ICAM3,-0.017251924896104786,-0.02966950664269562,0.002545159322526798
LAMA4,0.005142020269589384,-0.045479705634254304,0.02755638702753947
DLL4,-0.007716757646746787,-0.011220003875987213,-0.009455388116543345
SEMA3A,-0.05066940622106903,0.03855343403300203,0.06375205494362621
RLN2,-0.03263650168021199,-0.013623712875804621,-0.020026146558902808
C5,0.006588887579301451,-0.028095959405985513,-0.02243287275469244
COMP,-0.0025418934808066175,,
C1QA,0.0853682408388529,-0.04864095326902627,-0.10867915222800552
COL9A3,0.0022158182771789482,0.03880490057510956,-0.03166668310683734
DLK1,,,-0.008456432882102398
HGF,0.07721247894880534,-0.01794037737942881,0.08265017912843926
P4HB,0.022866392547233074,-0.014637515777948727,0.12140004872469057
ADCYAP1,-0.03952021801575236,0.06365556950352597,-0.028845961826143397
GREM1,0.08514608683403732,-0.03675630219701995,0.023080149187992834
EGF,-0.04286306832461632,-0.017152854979268575,-0.06028313977458952
VEGFB,-0.008510409550448888,-0.08502750269409949,0.0334085496996162
FARP2,-0.012652896081266707,-0.029637162492002468,-0.06507245904298874
IHH,,-0.01345810536068759,
LAMA2,-0.035812223922207814,-0.06533206548665217,0.044715326569560516
SERPINC1,,0.04238770785724667,
NRG1,,0.06192263902306438,-0.007266207210902734
SPINK1,,-0.01633676836560951,0.09930866541334168
EFEMP2,-0.027154376436297877,0.017688696234546136,0.05776100738931774
SELPLG,-0.002277392051318502,-0.016452983555542932,-0.07197201223840295
GDF6,,-0.032372916911804855,
HLA-E,-0.002956996296781982,-0.06162195382505829,0.0024749902985839573
PTN,0.002334197976127577,-0.01963457751918235,-0.05509032860516598
CD274,-0.0328797294081514,0.009089778468152397,0.012151575579963624
CD14,-0.0355943063687389,-0.026463134201361566,0.029317062790434792
SFTPD,0.032378908941730615,0.0045526657158917235,0.06370364454004881
SLIT1,-0.03009486765927883,0.010771452745076071,-0.07470051408487145
CNTF,-0.020195856598870503,0.0400661161122117,
BST1,0.0064680932917305835,0.008503475066314868,0.053477284742138004
AGTRAP,-0.040654991383450745,-0.013319345010937702,-0.03143639869739266
LAMC1,-0.010017758002950208,0.022550167116913777,0.06872667191597528
COL6A3,-0.03708793642317093,-0.05809721574787442,0.0221569909535613
FN1,-0.07644181178727798,-0.07443496792448022,0.07908446430689435
MIF,0.11148986156072159,0.04005771634087343,0.08610202304840651
JAG1,0.015136872999504801,-0.022030460377209016,0.043442265533871906
NID2,-0.029565702112411867,-0.021140231200747664,-0.009382396662731936
EFNB1,-0.04792917206481675,0.017538105430923472,-0.00988042914773985
COL4A2,-0.03781517880218978,-0.04896646782428762,-0.08311642816779197
SPP1,0.10133149586061883,-0.0012147825285666117,0.11974361870614435
PODXL2,0.011574587663728531,0.056947265299260634,-0.07464661520479875
FGF9,,0.013273212650427692,0.05183870454425171
ITIH2,-0.004466121469448088,0.0012640571376929764,0.03847893779677341
ADAM10,0.04313912124957201,-0.055129572575159005,0.035329216798647874
CFH,0.04015933593064997,-0.0021756685779496456,-0.005109719888036153
COL4A5,-0.06560401319249336,-0.022090294858094457,0.02091059243211095
LTBP3,-0.0692663979297901,-0.02716547494442803,0.06096859353250651
GNB3,-0.03450659491502315,0.02592939453440105,0.010410174024169942
COL6A2,0.007509902813292948,-0.06313860271130786,-0.05632163425564195
GDF9,-0.029649238022720067,-0.01839353576652044,-0.0005896027346052244
NCAM1,-0.07270172760890724,0.08546323493507853,0.006794888949565289
APOC2,-0.00226455014880465,0.00276417609521936,-0.0388879273304384
BST2,-0.04948434777474982,-0.0362066894336784,-0.020987579015462044
COL5A1,-0.028237935519036236,-0.08341118573780758,0.06278265681730238
CALM3,0.011694909438099695,0.030477447943105234,-0.05525711344705737
THBS2,0.049045846684712784,-0.05230604401082709,-0.014495325748007612
SERPINE2,-0.0283872480851378,-0.049455830109704904,0.0172441148611349
EFNB2,-0.08104152191695356,-0.0008575492998257467,-0.012482025736501985
PROK1,0.030999688835768285,0.0735900213905643,-0.0228382665997483
MMP9,0.011308770072933485,0.015334503546990447,0.04610537998509064
DMP1,,,-0.01937600207094855
NPPA,0.00356192572063337,0.02422309082005507,-0.04784209872919634
APOB,-0.022161509453312214,,-0.022838266241163814
C4B,0.06908997216389837,-0.01577134988164486,
NTNG2,-0.013430441516208052,-0.018802670062793136,-0.057817953178655776
LAMA1,0.04049650271639265,-0.006267702683547494,0.010565822240916333
UCN,0.006413896291503731,0.05137590914466382,-0.018618706031313388
ARTN,-0.009162023832963202,-0.024649346852955917,-0.032935946034411336
PDGFD,-0.04549735499788324,-0.009121957557002134,0.00698723209437727
EDN1,0.02313874946570159,-0.014345465966303218,0.06756118434012405
ARPC5,0.02619251472751817,0.02340851595503016,-0.04666745380804102
GSTO1,-0.008593628777994255,-0.0029293666262128954,0.06989091696005355
SYK,0.03887510315589303,0.05111482815916897,-0.022287647270372548
ST6GAL1,0.018708564901166812,0.014784842142345262,-0.07467455139031597
WNT3,-0.013016666146503233,0.02560082968531911,-0.0431070090107935
HSP90B1,0.03800340063699748,-0.024017682678495102,0.10249635957055897
ZP3,0.1089789992604332,-0.022322694127035893,0.011565839052178029
ANGPT4,0.04629952444879336,,
NRG2,0.006197159637894954,0.08486656080230907,-0.05496626989206378
MELTF,-0.07928169013448333,-0.007895910052483713,0.007289277038547393
NLGN1,0.005598674359984312,0.05449474963166845,0.020688040775975768
SLIT3,0.008597721672408062,0.031059273494150882,-0.027550404926669658
CCL8,,-0.027528024583812972,0.05086284885566092
S100A4,0.07680688087971489,0.00941463364903581,0.14751919166748378
TNFSF13B,-0.03630228018735316,0.017486582555560327,-0.0026861201217095267
HSPG2,-0.05817827243498382,-0.01997976657370971,-0.016015370995084734
FAM3C,-0.0012839139432650733,0.029255171461324777,-0.00737050344366099
FLT3LG,-0.014052481403020253,0.00868243324827195,0.09096702146406886
