,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.013038934290987254,,,,,,,,,,-0.02204107829087357,,,0.06638893282742615,,
BMP1,0.015480550671590104,0.02162940752046133,0.04397415275382383,0.012346888363645591,-0.05307081928553113,-0.0011378720609655215,0.15208683566926318,-0.010675417297696471,-0.032066275656357605,0.042779909049958965,0.012476471445555984,-0.018213148160326934,-0.023815884038059003,-0.0445303055841152,0.040358497047285904,-0.050162364905068625,-0.06338214215971355,0.02442764176152427,-0.032852402841598356,-0.013950385132622544,0.005842508230138008,-0.010092909215055021,0.09885457829721392
NDP,0.013546623654138435,-0.0005618439419161372,-0.04753646707241202,0.09122091614835874,0.04478975516796385,0.045525145469056574,-0.024769671686952058,-0.050631233990210994,-0.020615666763434688,-0.011410770368668978,0.010454218449120643,-0.01158566088921771,-0.053626858952440556,0.011965941640621923,0.0445083947262926,0.020609630688629574,0.055786574076693074,0.03497257038473993,0.03384027566784452,-0.018704790011041153,0.03840320064881946,0.013876143607332586,0.03596346568995012
TNFSF18,0.09280266211204742,0.03454963242014385,-0.028633455211444024,,,,0.0069913679610324716,0.12308678304835378,-0.019157322276598734,,,,-0.022941456580029575,0.008815086354213072,,,,-0.009990029894971657,,-0.032647368669713364,0.03947158263882096,-0.004475348256836271,
IL36G,,,,,,,,,,,,-0.030019666363645652,,,,,,,,,,,
RTN4,0.028710646742043582,0.021994019011605984,0.023322860156860165,0.07676372511894232,0.022735389843346023,0.02151090938385118,-0.19856609389767116,-0.02053030135642591,-0.016139944374798758,-0.017341895844872085,0.17725736585960203,0.006485635451639624,-0.003099246656040318,-0.05412881460973867,-0.013578835575629337,0.04225512430180342,0.03344170030678796,-0.031119365229930574,0.12497945777358366,-0.01004600540528572,0.027268007824745394,0.033248946084590225,0.07425661442371431
HEBP1,-0.025311091893783836,-0.01329634098717829,-0.02407557816076134,-0.02924226377888026,-0.026206357269595554,-0.01889944010753144,0.08025807079107154,-0.030972987007619208,0.010501456535263673,0.026465805488799492,-0.01849187898554308,0.07926750146936233,0.07695077479376748,-0.05670253241355788,0.03293839129340217,0.03459069965734544,0.018574001232499717,-0.049259755795986813,0.024674546931827232,-0.031976623323560445,0.06487479102863422,0.01929330460548462,0.011380419016046656
WNT7B,0.14816003778981326,-0.016751923125562684,-0.013349713470927149,0.024729960802573205,0.04193672435275081,-0.014891557857602605,-0.006670761546045572,-0.028999129507798288,0.04905909548335355,-0.023329737193373185,,-0.0329950728420104,-0.025256304484340204,,-0.04252987312890966,0.06850746635047496,0.09301088755429673,0.0055631692051500295,2.2361233656763827e-05,-0.03264733481684452,0.08359553339682249,0.061988271292963054,0.024348980287985614
PTMA,-0.043122757181968015,0.09237524894235129,0.046259157451649414,0.05979889746234276,-0.03302263661580177,-0.021558192307789877,0.27866895696869903,0.017211902547339907,0.023995159197433925,0.023758292243440404,-0.16959295002979227,0.02481613523123267,0.007719723595568622,-0.05055305905323885,-0.12748931788467954,-0.06747074920597458,0.02289150582663303,-0.0037964865612959207,-0.017585902410451194,-0.012346214303786776,-0.04996018421396219,-0.1299174935503085,0.0120210724848369
FASLG,,,,,,,,,,,,,,,,,,,,,-0.035089553251295376,,
CEACAM1,,-0.04067253400677498,-0.026033337084847136,,-0.02682118797352441,-0.03367913131625819,,-0.01035607165766583,0.0386359190216608,,,,,0.05243945622856052,-0.018961244834999388,-0.015927828199046083,-0.011519777963326752,0.0777749933368314,-0.05950185985012961,,0.013646521882924423,,
PDAP1,-0.04330562939988079,0.059775498749626725,0.023424475939984032,0.061351447757103085,0.0002813775839534572,-0.004232707750325372,0.06976545956096926,-0.010001276721037618,0.0013710533638370418,0.005622331837227351,-0.034165811606414034,-0.010064627913381365,0.04539416872677921,0.019534155023603658,-0.00021330745328017745,-0.06354178276237434,-0.056385604937716764,0.041383195690943494,0.06401635869767858,0.032422644945886835,0.009869447326784547,0.006969673671056154,-0.02877411124995568
QDPR,0.010331751774939526,0.02612177823566314,-0.010282830012285448,0.03830469306690446,-0.048313952005718516,-0.03826233032563395,-0.09115494355732212,-0.057635803144504304,0.049265614272118716,0.0702201117035803,-0.10511083387441107,0.08843734007821562,0.06148817118954807,-0.07223572283077438,-0.004465817634610749,-0.015692463860455468,0.0909806597602287,0.00884061026041142,0.073703905502275,-0.0074779596186965,0.05938488294540956,0.04243430664600878,0.14990110487141872
POMC,0.11846672018779876,3.717358660256212e-05,-0.0017819991628727474,,-0.04024699520045759,0.02596860737448585,0.04298649794547719,-0.032844938977930144,-0.022228641844404647,-0.0443877671052686,-0.00674601095795142,-0.014685344091250923,0.0003472028850297658,-0.05136599330857446,0.013828362054783648,-0.010319481883437521,0.0731344559904172,0.03623935543429249,-0.027670300254724115,,0.0711881970647315,0.07113797387618945,-0.08376417346410353
CCL18,-0.027036391069482756,0.019487274496912278,,,,,,,,,-0.021035124663028967,,,,-0.02704293035534246,0.0508593541987249,-0.09313450288039868,,-0.04541654523629376,,,,
CCL17,,,,,-0.029149469414413993,,,,-0.023892910695000703,-0.01857896446252438,,-0.01470770717968225,,,,-0.04423156350002584,-0.05491486209638403,0.02334466326420479,,,-0.019004489914802095,,
VEGFD,0.008895401002585075,0.029388561622261937,0.04601916071391895,,0.03969472144637141,-0.03222228599299948,,-0.02184371255022498,0.01994916950672549,-0.007517103264168976,-0.013806483711993995,-0.029390954601767653,,-0.05558313050077967,,,0.025752644226558697,0.00913972888133231,,,,,
TNFSF13,,0.06750792090781794,,,0.04028575367821313,,-0.021807915876183578,,,,,,,,,0.008669837568823847,0.10860715321441593,-0.031162452290817898,0.020081864234175347,,-0.025723094430704925,-0.0007943413864070369,
WNT5A,0.06753822653579722,0.0142382025027946,0.017965620026187422,0.055647250628671825,0.01700903394891474,-0.016691132198849237,0.21390109753602174,-0.021877519744467503,0.034510149548875955,-0.016759223945912408,-0.018786016398329105,-0.03780381339831351,-0.016817941616310676,-0.03268217399410786,0.06179142705066287,-0.04463908259407819,-0.029718058871443815,-0.0015358012012419869,-0.008017483421616184,0.030716742802288487,-0.059415658003548935,-0.08468586338961155,0.010066159180290909
CXCL8,-0.09422677735396487,0.009237278631272371,-0.015328877639202536,-0.0828542492355688,0.0363374111244077,0.018705476883454968,0.027319068065220102,0.02714109177487496,-0.039556195497896754,-0.01972434836788767,-0.04337475652447104,-0.0594387797879223,,0.028771425084003245,-0.0476133366169714,-0.14279058799826366,-0.23406013559646408,0.038708762009443856,-0.07031785653938968,-0.022523751237077016,-0.03202727725610725,-0.03751612672875265,0.149115320480452
GRN,-0.056804373835911866,-0.02217453258252368,-0.09082703285252525,0.04572617371178289,0.006926121622504848,0.034619690989663006,0.11707147885080656,-0.028286873302766063,0.023171110217804297,0.030241788827002188,-0.0814883040739506,0.016891900425048754,0.012840960723807202,0.05127794465797127,0.0005844641196404355,-0.05385912339670629,0.010739716050155189,0.05196281881697678,-0.09125841537408927,0.0006485342768679876,-0.0593492284589008,-0.014680191536810236,-0.03106814106864597
MIA,0.08628458478380528,-0.021876643161953625,0.007674027030513338,0.014481531609120479,0.009858179563657367,0.008062472302046786,0.12081044607310787,-0.03724691920909373,0.02735635892657693,-0.024088536248933392,,-0.03084248609460562,-0.037732634395462906,0.05407787499382963,0.04678181469352501,0.10381524007353235,0.10177110629898167,-0.026208942896244432,-0.03103908219090487,,0.11124762968180023,-0.017582318479232095,
COL4A4,-0.030665430404931977,0.012688331883749336,0.06391358008668704,-0.025995374542886033,0.08022968215904727,0.0449023412375592,0.03421985025377231,-0.012848901926690977,-0.013569901469440643,-0.0183524257066208,,-0.00128476244060242,,-0.043522685849145856,0.054266171602221344,0.0026423067468575923,0.07483847351982778,0.05976081025846215,0.037069564967971466,,-0.035735254024739906,-0.00037301212775479897,
TAC1,0.06710523671621578,0.06319592140143426,0.04124092410231238,0.060098707567910525,0.0583524015269748,-0.011501698344363296,-0.16804379873185443,0.0018925692387788268,0.08811880379536483,-0.01613223525810162,0.09644176159091246,0.024497655076801055,,,,,,,-0.029557024768447203,-0.04462213709879767,0.0032403082233988796,-0.008488876057214023,0.021345536849440093
RARRES2,0.007294439331978421,-0.01379863987604153,0.008578425163073783,-0.05172800159538515,0.04983153306643592,0.008028340700226235,0.13018760960574263,-0.05980148413094791,0.028328705004546217,0.03572739959936563,0.010253718122531,-0.06246633690826551,-0.015424783717335364,-0.13197379164222722,0.063428314616972,-0.048692415343098705,-0.09193425254427698,0.0014438473896396192,0.009616491817508857,0.06431440017148239,0.09778553845178968,0.08002722624686619,0.03130766110121742
FGF7,0.03219114589466061,,-0.0035694256784769827,-0.030431468220617132,0.008584547804671012,-0.0008240998034954947,0.04950922226780297,-0.036617414138955404,0.042810923099871445,0.05356654829039547,-0.0007273392173347331,0.003815201464763877,-0.0070194056146824745,-0.044583255345930835,0.10456534481613249,0.07857331238332405,-0.021263009947514164,0.07167580241211707,0.057548475877848164,-0.04951356494900006,0.10899336694309045,0.007769621722108447,0.015362746756495798
EFNA2,,,,,,,,,,,,,,,,,-0.0005233600053906638,,,,,,
HBEGF,0.008321725906117957,0.023923162729544388,0.022324332693497404,-0.015038502457542742,-0.010112887680898776,0.06592171664883664,0.1319297255957744,0.024600501802847986,-0.03284161896233718,-0.015200738833693363,-0.06126739220578291,0.002168724308787238,0.014063731036693172,0.055873847476966665,0.00045511921997695053,-0.0013498197964988655,-0.017613802237447927,-0.006911949210321841,-0.012508467114003484,0.08834308572973588,-0.00703792698560974,-0.010998757559330424,0.021177019390604825
CSF3,-0.030665406127019124,,,0.05638582718154622,-0.034743625911206,0.038677643850308425,,-0.013593890927787308,,,,,,,,-0.11844407929071887,-0.15186738443188283,,-0.02562846993626248,-0.029342532829988922,0.0640934498960633,-0.03588786701397691,
PI3,-0.0037052166884372554,-0.028439076564866998,,-0.02747969711094234,-0.01759353146729654,0.07131846676963301,,-0.01530690060462824,,,,,,,,-0.11451052663777078,-0.2387343332299209,0.0317117399214896,-0.10803761503263293,,0.0488727437058433,0.07468198287905134,
PCSK1N,0.08834443483640665,-0.038747636905468404,0.005279710528638257,0.09822641109841217,0.0014774829121878435,0.0020532996577066593,-0.0989018644479434,-0.008245954529265749,-0.03642013927931044,0.03351506335663124,0.19804059794140857,0.04504666895790711,-0.025980958538778,-0.017475556627532696,0.06614223879321512,0.06780875249171807,0.15643200273429977,0.04257988734649965,0.12177066197451167,0.08320302827503823,0.023852225738108922,-0.02736631047577547,-0.02690417593951811
NTS,,,,,,0.016666368794140376,0.01088532885717261,0.007065299658913064,0.009834170094077986,0.06398515214996912,-0.03766024044516869,,,,,-0.003341504068633625,0.0015693277967423341,,0.14304063016803786,,0.0072846206093778385,,
