,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,0.03929205696049848,,,,,,,,-0.028667302458457555,,-0.006286492650332079,
BMP1,-0.06362789525128522,-0.013181798884376317,0.04086610903948593,0.011226515372921249,-0.07017802707871254,-0.10418509845981434,-0.045293395455315,-0.04502202346451627,0.043066565993694454,-0.022947321152561987,-0.005881044793561151,0.021310312363439277,0.05916568233428564,0.03142305317367146,-0.03355681180769592,0.013294342698105326
NDP,0.01733680719658496,-0.07450366594538926,0.021670373648117674,0.020549590650407654,-0.012350598878253538,-0.03066878662292223,0.04160303883247395,-0.037653585858650106,0.023529365180468373,0.031255219364296274,0.004207189196406819,-0.001190839120051873,-0.0421266030454053,-0.006794804377062155,-0.00847123418540406,0.00568405266192753
TNFSF18,-0.00742379124239978,,,0.01507366261749694,-0.03464579458721865,-0.020536092225440495,,,-0.014167763911449022,,,,-0.029564083017803566,,0.02548100516091339,-0.020092889663271444
RTN4,0.020251700570336994,0.017752361621333035,-0.012868733712362015,0.06474986884245905,0.08467713246242368,0.06621586590900563,0.04909082280419962,0.12853522699078296,0.046678783631976556,-0.009177880683332121,-0.04099852179458847,0.022264849281164872,0.016041392588477487,-0.00026500158376131864,-0.006318156729771213,0.06425500826205577
HEBP1,-0.05035619144084363,0.0384909894926411,0.013158435272442265,0.0013027041307017437,-0.0425819555771254,0.054307605624531255,0.01031160086382823,-0.07085751095049932,-0.059428827786085,0.0040419555282334915,0.022009178925867685,-0.03062856052611325,-0.02778484959654456,-0.022550549343374877,-0.011455037081945745,0.030148169009550203
WNT7B,-0.04416976110886987,0.04445435008090154,-0.011191897395270642,-0.022773300961636947,0.12214384602324857,-0.031230184640020905,0.00037478035609181604,,,-0.03732868937305475,-0.012753932763699044,0.029397815132576006,0.022918117627094687,-0.04232491536019149,0.06116832656106462,0.11963199824020139
PTMA,-0.02313476273306106,0.06898229452041389,-0.019254611693264412,-0.07334724057534257,0.021275422812366218,0.028893054430704366,-0.06208733249536376,-0.12898330448529438,-0.051057937692106654,-0.014404065227750949,-0.0892357105832332,-0.06191488552795702,-0.001544197597154602,0.027113267576867373,-0.026048923984053063,-0.049691267375458995
FASLG,,,,,,,,,,,,,,,-0.020722321105863802,
CEACAM1,0.023926797278773598,0.05447282654390124,-0.02393078143266583,,-0.03008029439054137,0.002670817429742322,,,0.07113143498687,0.05043376335916653,-0.0262468572545199,0.03759132238558495,0.08202921685277177,-0.03357173389047712,0.03049527247803551,
PDAP1,0.028365112198894555,0.06879212742072681,-0.02151150402421573,-0.04357434107832987,-0.07392089461181339,0.03253178068937446,0.006421249906073932,-0.04553313743409322,0.032710422455665585,0.007808064275784211,0.007103870777055739,0.011512392559306878,-0.019641865562637556,0.012852754552989365,0.013329341695992,-0.08702163778062579
