,UKF260,UKF296,UKF313
BMP1,0.02810746329310255,-0.019759234302211732,0.04023150665403745
NDP,-0.022549927040363474,-0.00625579601169278,0.012231112535684418
RTN4,-0.020229556344026584,-0.036449711649365786,0.030879464636283622
HEBP1,0.03257214870274164,0.004816588655316785,0.02735937951368084
WNT7B,0.07526553042486635,0.011983506626094048,-0.02459486468544896
PTMA,-0.0010370463667126882,0.0650338542464574,0.05868980504717727
CEACAM1,0.03635356250593873,,
PDAP1,-0.03354168452364876,-0.032015742968076105,0.07587975478030244
QDPR,0.04817557108526691,0.010654781360140891,0.003533283549527266
POMC,-0.029302361974322094,-0.047082002393870746,0.06445202679294537
CCL18,,,0.020634509723244623
CCL17,,0.04982596892729919,
VEGFD,-0.01393218007897181,0.0680285974802957,-0.015492188175126272
WNT5A,0.03603607820234755,0.02755014558253496,-0.031165917192892068
CXCL8,-0.015223767647451484,0.062036740353159765,-0.004315109971783059
GRN,0.0021660204967414473,-0.019354681320367835,0.0032853664852216797
MIA,-0.04227504833857068,0.009746876331567726,-0.021010190382302917
COL4A4,-0.008568108392036158,0.03325267344015071,
TAC1,-0.0064768228782107725,-0.05855679382560053,
RARRES2,-0.075769251781699,0.0038992822813896703,0.0038529795306181617
FGF7,-0.026676072983537625,-0.010697975885034459,-0.033754527231522224
HBEGF,-0.025535854495388796,0.03790865855006623,0.07447792602212704
CSF3,0.015220230573387035,,-0.02327432079883464
PI3,0.05055109944409191,,
PCSK1N,0.06754497158596358,-0.05652801578010799,-0.03647938030406173
NTS,-0.0466711027353855,0.01818842374657261,
SFRP1,-0.01589420473935468,-0.03467943409454747,-0.0002491350937547281
CXCL13,-0.015751359874967192,,-0.014435465086643645
MICA,0.008534434786552126,0.03626122229203214,0.01741166017492997
TG,0.013760316912307592,0.021827776366519072,-0.009140158520187671
ADA,-0.04025650376321832,-0.010855539622659808,-0.04436185745635212
LAMC3,0.02185367255762957,0.0030350041992106684,0.019692575715044704
CCL7,-0.020883395066199364,,
NGF,0.07737041392911193,,0.11600516800009095
TNFSF15,-0.015461994840829447,,-0.014821544956495741
HMGB1,-0.027224138496059664,0.03722086937519274,0.014585039011829398
ITGB3BP,0.060739994810886024,0.042302632618441145,0.03669846078923012
AANAT,-0.013932182067869031,-0.018470108335675584,
RELN,-0.03209798333588136,-0.028755475636984065,
IL15,0.006898120818154044,-0.04207588326428485,-0.010785278171187128
BSG,-0.031617837525157615,-0.04309399394120626,-0.03537933002348738
ADAMTS3,0.016603555603708933,-0.019280205245468446,0.08346524707831754
CD34,-0.04239270568170634,-0.02667111617934943,0.07273865238002543
PLAT,0.03182754103296475,-0.03441517713235461,0.019194720051687826
NTF3,,0.011096077267647936,0.05170759739367502
CKLF,0.03182688776133999,0.009177423476350335,0.005638111996033184
APELA,,,0.0016371263595464118
CD24,0.11432792696526066,0.09639416705163978,0.05287268598122089
HSP90AA1,-0.012170247707222866,-0.010843606200988964,-0.0205680667848576
BMP4,-0.02703764988570336,0.03558938044121347,-0.03784533664917304
SCGB3A1,-0.01659150892049573,-0.011905550749702263,-0.031030148657316556
IGFBP4,0.026825863093833002,-0.02202151362375483,0.09468975439554594
RSPO4,-0.01914929832968864,-0.012047563665238764,
LEFTY2,-0.029722671110225286,0.0937514029324406,-0.016758570598582385
ANGPTL2,0.011137736394692864,0.02493855204079794,-0.013191902617377255
LRIG2,-0.034582119819630386,-0.016835977635833,-0.022409923077771704
ICOSLG,0.02433622679622684,-0.02122704076030794,-0.03561811093736287
WIF1,-0.007602983824362701,-0.00650583301015887,
NPPC,-0.009335179936488209,-0.025163350597110928,
LYZ,-0.06396807846503043,0.010839967826499264,0.025587339567002126
EREG,-0.026947606294189422,,-0.01959653264299527
SPTAN1,-0.01098855149342597,0.056539127759058595,0.04183751843295449
LIPC,0.06060447590405615,,0.040116882492637514
COL8A1,0.009272687388961014,0.03433671262410903,-0.0336331341158914
GSTM2,0.006376437205688868,-0.019908546477996645,0.053453272333670095
SPX,-0.03718305957658238,0.0053119094327319,
MFGE8,-0.038364445506771115,-0.03500086656582429,-0.007792318972720696
TGFA,0.02728015748038668,0.0034085280768674916,-0.02641008344466752
SLIT2,0.0171011089987423,-0.0015406983985883666,0.0036708655086747865
PLTP,-0.014680630430770277,0.04351082615827417,0.02887848043275182
APOD,0.014560765064031053,-0.06010066789382939,0.008010492367721923
B2M,-0.009230362623545364,0.09566114742901587,0.054231834612976045
OMG,0.04107560614454663,0.0020296908827733473,-0.012410591793814285
CXCL3,0.061157599025277835,-0.014435325500780258,0.03313159524865199
CXCL10,-0.037965593473390735,0.051349286189686226,-0.016910702677080443
RSPO3,0.10091502382172375,-0.05824499190198168,
CORT,0.027303981851325286,-0.005464942321885643,
NCAN,0.0527202526365724,0.03208775771848726,
PRG4,-0.013274330820246144,,
ZG16B,,,0.050490515060077436
TGM2,0.0072193512211429795,-0.017346748401281496,0.020047088784931524
VEGFC,-0.020433593820395498,0.0007636672043717164,-0.005019265693842039
