,UKF243,UKF251,UKF259,UKF260,UKF275,UKF296,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
DCN,0.024286248220389918,2.4787298438992013e-05,0.0009923974531609887,-0.07170304634816502,0.00918639162619763,-0.06318052311264442,-0.026701153285064578,0.0570350353999714,0.004255487722121081,0.03949062839081875,0.012129707269456244,0.005296510699664863,0.06178776084136488
RARRES2,-0.036593274214008376,-0.047468524762045765,-0.031572629184823536,0.016546111412234044,0.044037641679476734,0.015038621428420213,-0.043364490528628404,0.0013982713625646983,0.013132567038937264,0.05409053722681155,-0.010505932041192526,0.10775847245722564,-0.01629109800479066
SEMA4A,0.03525893882827992,-0.008113623268834915,-0.03364017356002176,-0.049820265699289344,0.0201284031661726,-0.045897774777156876,0.10097714651739388,-0.009563300528718644,0.030333393620284286,0.08624010702888954,0.012329439156297825,0.01833609757565789,0.017944655666725613
GDF11,0.005555554764099279,-0.052096603269212935,0.09748412727251365,-0.029379073650807556,-0.058259491487520326,0.031105053972579642,0.07907980473473525,-0.022288753327225762,-0.06054558648479212,-0.009492016893364928,0.0008031146669414047,0.05581521474569832,0.013749000863800718
GPC3,-0.0022277479655544888,-0.0254376419962384,-0.004537707422128067,0.041420645923306396,0.03738791243888083,0.035890083327098324,-0.08958822156663536,-0.00897018095086239,0.04698933557337962,-0.0027168612228839597,-0.039393687782579165,0.03805055035819976,0.055066289343418784
OSTN,,,-0.025119891698832213,-0.016770285274759753,0.060868887711301285,-0.0004992150819521097,,,,,-0.016617878388117898,,0.03112723352037727
GRN,0.020258205384560114,-0.046790925097229784,0.04522670297996638,0.011956547468112193,0.012928970094222829,0.05009107927192382,0.012862921463510457,0.017285616327156587,-0.0300974293745245,0.045173758719696915,-0.04677929846701717,0.04454023154607673,-0.031729209480681
CALM1,0.11547299722754872,0.050228796909885944,-0.009748475416880314,-0.014131170252262452,-0.03127533357929972,0.00033981581240177035,0.0574173241229616,0.009142830204808756,0.003099591781469419,-0.009600604360839845,-0.014725411942309067,0.02865683211610886,0.008941110953553544
ANGPTL4,-0.07477065215176767,0.04262546441642764,-0.031277928767720925,-0.0754510677041169,0.005958385003262117,0.03626151147223889,-0.04077601989276985,0.021343111061857267,-0.014006069513424526,-0.030371130582771008,0.01460904480197763,-0.06741194426861667,-0.10363409189635739
BMP8B,0.03227600000580738,0.0031657170404844536,-0.026112855296841236,-0.0036175162900135118,-0.03662818096294263,-0.029105136433560604,0.06352773134665517,0.01586873282304253,0.012147962524098858,0.043457803330722654,-0.007651936340205867,0.050204269252808756,-0.04965436994846945
TNFSF4,0.1430690824124272,-0.026059924215989287,0.005835062180907956,0.0011296333719339482,-0.04800510125693797,0.03131152893428451,0.033815643162548564,0.06341558054825182,0.09750410662756397,-0.0014577005446820385,-0.027507175310230697,0.0238156968921594,0.09621017673601091
RBP4,-0.03638022515746309,0.015424217802409806,-0.03370906363056006,-0.03361407866027746,0.0011133066657301408,0.013491935397871005,,0.05825554472785652,0.004739036214874411,0.11023774160089421,-0.022362510643708252,0.08473825979991491,0.0024370902943062836
