,UKF248,UKF255,UKF275,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,0.02091058115752591,
BMP1,-0.018978337396986237,-0.003263815967393071,-0.0010857819762407268,0.011451499338937004,0.17073401163798277,0.11925015418762559,0.02927278438090559,-0.06950321708510554,-0.0605055980810791,0.011061406778203338
NDP,-0.028724210129818392,-0.017848213820139514,-0.07678864833363724,0.03579333364877486,0.04538080321000067,0.029722115869275877,-0.06927036731913677,0.046554954277213366,-0.044839313526787584,-0.01737406872448384
TNFSF18,-0.012716157382693024,,-0.016705280411021713,,,,,-0.03112853593462313,0.052113117451357376,-0.028335476093820682
RTN4,0.021878821244525847,-0.06650231290942238,-0.11355228232022019,-0.0022752780656175105,-0.11880434062097511,0.0249696574337245,-0.039599878411286205,0.029835961424836303,0.08447978947421741,-0.07191189166931557
HEBP1,0.014887848722936673,-0.034414759114120154,0.0024900097125015916,-0.015586341088643369,-0.028387633255676916,-0.036412269109042245,-0.015927297202390955,-0.018853046655504874,0.035905368355829546,0.040307019491808975
WNT7B,0.07065722134988726,-0.032553752525911105,0.08886280863996032,-0.04439729012850012,0.011633874319889739,0.001895524857904651,-0.027906701971356748,-0.031128503656669738,0.03350663446363252,-0.013014637106997455
PTMA,-0.121715288084526,-0.11844469827641757,0.07351338360802216,0.05018820281338592,-0.11364069738443931,-0.10913759152064048,0.011837979641171004,0.0921716143081033,-0.05345825463282788,0.08028008561084282
FASLG,,,,,,,,,0.040905664132247506,
CEACAM1,0.07293256233951408,,-0.026273426320138606,,-0.0330825748512927,-0.006157724369602136,0.06400553474878748,,0.018132996260093057,
PDAP1,-0.012923914124040588,0.03441195995074401,-0.06987679824483224,0.02393217410848913,-0.04344644587377437,0.056327802445610496,-0.013278671497206223,-0.08864825725412157,0.09186437785406966,0.1069768484827939
QDPR,-0.012796833784309746,0.0013605339468576471,-0.19603401181802357,0.010722678207172046,-0.14305197964916475,-0.11379550953361049,-0.043337262840233114,0.07510263073415183,-0.0032139271945437315,-0.0740081584974418
POMC,0.014907654846921095,,-0.019383486366492283,-0.022929643914869298,-0.07234228550251721,-0.00013113842873601245,0.02167136642356458,,-0.04259362492761068,-0.021674190046383584
CCL18,0.023759916575549614,,,-0.01910868876886785,0.003085903283883717,0.12616192239990617,0.07901693229267957,,,
CCL17,,,-0.020834737090738704,,0.2326750400925639,0.10623668116904145,,,0.008282856651718623,
VEGFD,0.027294073470992997,,-0.02219765014387366,-0.015492194324268854,,0.02490173514250468,,,,
TNFSF13,-0.020222497483114183,,,,-0.060279159242343415,-0.015574325225190058,-0.020799058895785642,,-0.052644853407205934,0.047408636599118266
WNT5A,0.01887673746795899,-0.040264425631881096,-0.06608467578783199,-0.005273227728938912,0.10857659378107545,0.06163437500765444,0.010182894309001433,0.08244373685352945,0.005847047940790551,0.10644516150481201
CXCL8,0.09670783720968777,0.16236783096482843,0.16019175208364525,0.09936887720453463,0.31087686677510656,0.3046463837708609,0.09712943958148264,0.14489166814297713,0.17066729257653102,0.10477381415948325
GRN,-0.0010819240033944448,-0.08256901152883958,-0.10700671034891653,0.026516572737372544,0.026515950484498892,0.06285226391536142,0.0020644645387899495,-0.06739384194303455,-0.1722477381345596,-0.015022526296785748
MIA,-0.04575985204100481,0.0691949440412271,0.12676355564145628,-0.0031140098308243894,-0.14303389137906988,-0.09709922953263307,0.10107150978737175,,-0.010852557672550188,0.06583950985639508
COL4A4,-0.032183957970755024,0.11051191608352806,-0.021752110121817787,,-0.015508987182606269,-0.034472734148853976,-0.03732840101442504,,-0.00564249469733059,-0.0063794757033354054
TAC1,-0.02348163926518771,-0.02745392144392457,-0.13655740445583234,,,,-0.03195587145724732,0.0137325971417604,0.04346919504799634,-0.0659550567003422
RARRES2,0.03185851856163605,-0.0026463704245328398,-0.15079550302609432,-0.0013835806329729546,0.23567238914656904,0.25618985714109443,0.04872513898017375,-0.04491138383577899,0.16852054876564093,0.1331587790533466
FGF7,,-0.03925720168108459,0.048144550967551734,0.025408291063842146,-0.06932449580904237,-0.01430299198471924,0.02625017062936082,0.10984549112214886,0.05469049198338698,-0.01522091978722418
EFNA2,,,,,,0.0028024064876077033,,,,
HBEGF,0.048097253082936886,0.013612775303640917,0.06552767737625642,0.03427912180614565,0.07185918226080157,0.01151063207746559,0.03779126012655083,0.04490756642601831,0.06080583041480802,0.0638198298494015
CSF3,,0.17764077016802138,,0.010824954108132548,0.36683632189025034,0.319200050349351,-0.026553937455934814,-0.027977448867372644,-0.03401641512451311,0.19105254556705517
PI3,0.061599282003595796,0.15411800885798022,,,0.28542117401639167,0.28727383774870446,0.14260048014096188,,0.13003321658487438,0.14690765766076444
PCSK1N,-0.01906246116855732,-0.06888735332271555,-0.07256698738956416,0.07884998485980423,-0.1158961161815985,-0.15447978286135994,-0.016729871533627885,0.02298185813341976,-0.02009738190139204,-0.169063598608249
NTS,,,0.008812550874535648,,-0.07328609245603455,-0.05096474445150851,0.0010769123443084897,,0.04744452043978219,
SFRP1,-0.008141759030148816,,0.024059234937243632,0.035756056811873174,-0.005876177457462962,-0.07169125015102643,-0.06016976107905706,-0.09369656099664576,0.0054688509279714375,0.0029729208406680694
CXCL13,,-0.016778581100872634,,-0.0438082551362628,0.14516930916433918,0.18139918002563446,0.0847230802042795,,,0.04119573465768633
MICA,0.012034565348486246,-0.034082803354979346,0.0180118924378033,-0.04129829707325792,0.01051740825986004,0.06254209086403124,0.06277422518907531,-0.04654095809996,0.005756262460002365,0.02814746025280585
TG,-0.024248308390267776,,0.07255977965786001,-0.021162610956150196,-0.04174163713893927,-0.009618537013693704,-0.021854298569460327,,-0.053314520037198276,0.03279555503501142
ADA,0.04079491137600924,-0.022693452761662194,-0.04003021191708441,0.05054330157196408,-0.0026499629430634386,0.00525805418197691,-0.07149153954572533,-0.03138616258173339,-0.02925892113238542,-0.014727454913358246
LAMC3,-0.03010895735262183,-0.03067155876957766,-0.06205713553848621,0.01550216988176404,0.03564514486462376,-0.030180079402545464,-0.06946562645370928,-0.05499390294473131,-0.15401733162733494,-0.06998750445655606
CCL7,-0.017045674096885156,,,,0.062245857650416174,,,,0.040265278545324835,0.21765548969093826
NGF,0.005967589034725772,,,0.03140993974984664,0.013100528265690732,-0.041270023869318814,-0.027668084787889187,,-0.05881741830183711,-0.02356636038098071
TNFSF15,,,,0.0883518420169653,-0.004283562242925891,,-0.016489539285277757,,0.06320812785638275,0.04801244627106051
HMGB1,-0.05823344206255694,-0.06293186696123108,-0.1187324113929822,0.04092671403617872,-0.12324914725277139,-0.0941533286156725,-0.0001892580369351073,-0.03189101950129326,0.06630211232232398,0.0012059191741123146
ITGB3BP,-0.037054453352676237,0.06925333653567106,0.0371646606205293,0.06809799522100436,0.01732636792356178,0.030284500991744845,-0.0030708065052831323,-0.018103838648896736,0.11742587971124208,0.029786494980978528
AANAT,0.04583432867757341,,-0.0188766177644688,,0.03085046015673742,-0.03981887327463652,,,0.10426189129146457,-0.031738769321609205
RELN,-0.04600892849570991,-0.006361810852383406,-0.04156021892493888,,,,-0.019917576446856117,0.13868761218954556,,-0.02962648601231895
IL15,-0.018160657222455724,,-0.027139684819441835,0.04282703164767861,-0.03800726275644211,-0.0056563104079272964,-0.04022306131721986,-0.029590403961680157,-0.03201454581612003,0.08858462511985737
UTS2,,,,,-0.03517404632126921,,,,,
BSG,-0.12655581074804365,-0.053931846444065776,0.21306659573096423,0.033520502474951926,0.1726559268466374,0.24523553658817254,0.08118077581816667,-0.009023862439445366,0.08615794214409578,0.011895938085650315
ADAMTS3,0.013486218229886509,,0.02516408761328165,0.05250174641240173,-0.03475074753728893,-0.07105024444869129,-0.03977232460993942,0.024441545752959905,0.030937283684710413,-0.0653473777011029
CD34,-0.08837972953831376,0.023376370770465987,-0.058527560652803685,0.015261253950543879,-0.08675360123574488,-0.04553952302940875,-0.014880338708033089,-0.06497770490872411,-0.1261954536588958,0.059471833547568895
PLAT,0.03414259950577546,-0.1277348144720981,0.003901591572568619,0.00011676390687984358,-0.1969519174984766,-0.17246559857387067,0.0203449044313992,0.0798799233044888,-0.10267481769643219,-0.08247897948504988
NTF3,,,,-0.01910951058183448,-0.11482151121940777,-0.15630969889465737,0.001175464027112811,,,
LTA,,,0.042701680680159886,,,,,,0.05074025722176076,
CKLF,-0.08874250905615867,0.0204123053902885,-0.10456771991853443,0.02864150361437827,-0.18501314462885798,-0.13144260069857533,-0.03202766971738273,-0.05168811026542423,-0.06010697394755396,0.004656171028730055
APELA,,,,-0.01322561116666205,,,,,,
CD24,-0.019829228907045384,-0.0093378432387526,-0.16398731312662126,0.03165339625726823,-0.1607651651473668,-0.19046193194883454,-0.04809294055476497,0.11712580774768662,0.088698366164936,0.08353920954965977
HSP90AA1,0.05132115122790658,0.022594782521557367,-0.185505318752892,-0.03761718990171555,0.25984571223601094,0.21904710872801425,0.0520165950775906,0.038433707746536976,0.12961231563351602,-0.015013561514440945
BMP4,-0.029558160026523533,0.057457776235182445,0.0013760656780195581,-0.026074714297304305,0.07291180282589908,-0.030593868113504657,0.05180348951139397,,-0.08111410259122395,-0.010325273392126709
SCGB3A1,-0.01704567239234052,-0.02469934085577769,,-0.004820454358922836,-0.06517186206968625,-0.028605091357032385,0.022816392395317436,,-0.04536503665662947,0.0041470146689108955
IGFBP4,0.011538021709851649,0.03655775513621958,0.03169463364154499,-0.001166911810929138,0.10114227432750303,0.05890753923472431,0.05700421453585549,0.045141652139174884,-0.15522266139997712,-0.06822984973839134
RSPO4,,,0.12274340466505607,,,,-0.0230615870148295,,0.011506154960675124,-0.04002133091324119
LEFTY2,0.15623421886376815,-0.0622727751276272,-0.012240827037082087,-0.01675857725037611,0.01419617872696,0.011029147286804528,-0.031362234756850994,-0.045816465347772464,-0.018135955237992274,-0.03720523544371525
PF4,-0.01768214887639901,,,,,-0.03834221805007383,,,-0.05075849894377633,-0.03135097309890284
