,UKF259,UKF260,UKF275,UKF296,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.021123081682063633,,
BMP1,0.00655650073631317,0.027102634870827085,-0.022428576521297528,0.00828298458668959,-0.03704307249181761,0.08403961862397467,0.06005642829276785,0.04225403289609994,-0.010239706335123373,0.05284322345258517,0.057726436345077986
NDP,0.006824983746225687,0.0001818753926806814,0.003335904309115708,0.047940979498347455,0.005847479583315567,0.08781416621771422,0.05656894545627765,-0.041870477136341705,-0.005463376229268542,0.046421935337339314,0.03597599982544925
TNFSF18,,,-0.012358479138511052,,,,,,0.02522307959365695,-0.024506182993477996,
RTN4,0.020645869060304398,0.007017085646932433,0.009527424602771575,-0.02422473534622776,-0.0006437035325889242,0.01912972018308195,-0.040316536985633845,0.051239344977809964,0.013892399720431834,0.10594964226645646,-0.05574348966486071
HEBP1,8.22968548498414e-05,0.0017353918093176166,0.029307563155437404,-0.025421979139187253,0.022575063481903482,0.057044423417896284,0.020463080222659278,0.009561997081347138,-0.052635644759819265,-0.01644213294940521,0.0023420990548520732
WNT7B,-0.02697617641159259,0.03260007106775101,-0.02687129276708851,-0.011083479803093058,-0.06542359468373354,-0.04055825503561989,0.007058322757199055,-0.027464030893353104,-0.04508543729760107,-0.041903171172246206,-0.04256288854184644
PTMA,-0.04857615505102755,-0.013793304609971743,0.010252870948932144,-0.025378483389308176,0.017442008810302296,-0.060059064986488844,-0.02600216046329954,0.01723294367991807,0.007321699262074416,-0.05331791162809327,0.15355192968062067
FASLG,,,,,,,,,-0.018320041536610345,,
CEACAM1,0.04920952488102262,-0.014777319648623886,-0.01943694347449635,,,-0.022726790705313023,-0.0180810238522463,-0.01822827673255684,0.09030619650103856,,
PDAP1,0.018436796914543075,0.0001918541169716413,-0.043076111837785265,0.009050848601013106,0.014231770700484696,0.013136329249203388,0.004966041487837553,0.03763522635843257,-0.005943233798377189,0.014317085228395914,0.01755088710394796
QDPR,0.020564172441714684,-0.0015868083224862327,0.008060988083430077,0.033858084952940376,0.004539306324302859,-0.04443777001903415,-0.021854583653606777,-0.051318887937498885,0.034459096349497266,0.015229646902942703,0.031202557564606926
POMC,-0.007280854934130338,0.0765961981457019,-0.014339801906818586,0.01010271447706936,-0.0016171979508097633,-0.01970876861572726,0.01839930012333594,-0.02981906616537833,0.038245579315924684,-0.0146302057247912,-0.06372702888108811
CCL18,,,,,-0.0544681353881069,-0.009320117032247718,-0.012950833490258603,-0.05683113410026871,,,
CCL17,-0.01805478025986774,,-0.01541342960770502,-0.01371824098696838,,0.09085820266671589,0.0533853585899703,,-0.016605059952853253,,
VEGFD,0.009761119463620105,-0.014138102775176672,-0.016421705561196938,-0.010062495664467264,-0.019673406165117785,,-0.0180810238522463,,,,
TNFSF13,-0.012453783345342768,,,,,-0.030938686002267648,0.05797055355127327,-0.020469133065341448,-0.027056559225134807,-0.028349033584205187,
WNT5A,-0.0009377804849577455,-0.0041014316433401095,0.014141605511744454,-0.02709595959268982,-0.020730482959378016,-0.005505040776119271,0.06684215327879872,0.020231012683361988,0.05212013950657312,0.013009087955396905,0.024962597558935234
CXCL8,0.01579619137329336,0.025103693695418015,0.025897446789691178,-0.009370633494609273,0.037804333967495496,0.10851491044500194,-0.041420133978796785,-0.03407527348980047,-0.007887830849562525,-0.042977909853127556,-0.08713839633957671
GRN,0.01597341390970944,-0.037268171362003104,0.005383988924880642,0.01705569853502274,-0.020957103534080035,-0.012612520035027828,0.052076241579597074,-0.002746094395647087,-0.0019386428935442804,0.05620566705334899,0.13293328291428777
MIA,-0.003908479005226434,0.053418092433308854,-0.01242280505916573,-0.011443969676476482,0.030374347776473624,-0.052432007747816735,0.032606264065679756,-0.05246622857630737,0.027539290510712668,0.01118634695702472,
COL4A4,-0.02135123311243408,0.051977611999313396,-0.01609209738147932,0.0714746141160759,,0.04664639288468742,0.11177975821736026,-0.01681047928147577,-0.04876384106082947,-0.04576352909522401,
TAC1,0.008411697860266793,-0.030586574360470797,0.038682461360707666,0.005350509940780602,,,,-0.031448970280567805,-0.002535868229123223,0.07160868424609226,-0.06633526332860683
RARRES2,-0.08109285556321907,0.0069932835144333495,-0.014014556751302854,0.02035659283547063,0.09129923359267654,0.09906707652737745,0.015329508669981522,-0.021432011310786363,-0.014780324665808036,-0.010399278243267342,0.06752467241655365
FGF7,-0.022205318797353508,0.0419305798371546,-0.011455293788915268,-0.013319737308719992,0.04630823938538642,-0.06359232185152934,0.012950682116779973,-0.018065353030513237,0.08765716024082647,0.03298766834172207,0.05904508511152517
EFNA2,,,,,,,-0.017184803133805396,,,,
HBEGF,-0.010853502760769249,-0.005085737089781607,-0.016595962372935587,0.06600374777675277,-0.029926338878841982,0.09282385262314695,0.03485065227284914,0.03258975537769353,0.04886227391871551,-0.03339377551997491,0.08143818934250739
CSF3,0.045134404790260395,0.01258373849298465,,,0.02235777513784562,0.11089662933784009,0.005118143285231876,-0.02613272465440331,-0.017482566497510312,-0.04813799653346737,
PI3,0.058055821818138946,-0.043370002519184526,,,,0.1065402351630686,-0.014660389180379645,-0.07722748774758278,0.018318897292967828,-0.04698682067652754,
PCSK1N,-0.030640212697867302,0.00743840920777524,0.043370667862613455,-0.03445131709608771,-0.03379826242465469,-0.0009156142050831226,-0.03784309534113219,0.015001110991476298,0.012170707805068721,0.0437051990401456,0.005127406421686284
NTS,,0.037857840158974886,-0.01838335067185626,0.02212674884716257,,-0.03761458240840359,-0.020936421571461392,-0.010445813915209065,0.007100621817716487,,
SFRP1,-0.015753493658817137,-0.0161291268746851,-0.016251469035278604,-0.013718241125122333,-0.02366332795965431,-0.03860646194796604,0.045333949584831224,-0.009823822060202872,0.007092543942086726,-0.023738629491126727,0.07834189860284767
CXCL13,,-0.015984170711172353,,,0.03818830729906633,0.014057467956444279,-0.044152658123478565,0.013875978415998295,,-0.03904645420223083,
MICA,0.015650000345469955,0.004839013505983747,-0.012904483706922898,0.01925402020658013,-0.0013355415665505911,0.0381763190946966,0.06778169827734914,0.1074180468192306,-0.049280678672800705,0.0017711042700704165,0.12895335550475842
TG,-0.017000515550714863,-0.011151014805715193,0.09200760935865403,-0.00992783142914586,0.01845576523215165,-0.021424177458584444,0.05445868217503231,-0.021507633961199348,0.05523927047417954,-0.008351123246174659,
ADA,-0.004052932328814786,-0.003938248228975153,0.0350225474021556,-0.016123596637667808,-0.02620254495987543,-0.018808758276236768,0.05898180077638949,-0.022204993789357093,0.053715342234472975,0.020215418813864166,-0.020651023627082078
LAMC3,0.015536406694342525,-0.03509716612336806,-0.04590954453192734,0.05309678369894817,-0.010723871110807182,-0.07358520949565532,0.0743572065743074,-0.019476894307463695,0.04136709450867814,0.06900015856366278,0.10936605808582639
CCL7,0.08108886874063193,0.012832312785072141,,,,0.012059513178139842,,,-0.018320035022222243,-0.061514303948088385,
NGF,-0.02816261208300358,0.04229573911223002,,,-0.025381032511625396,-0.027909214381329425,-0.016953810468223744,-0.011802369845798515,-0.05484963269944145,-0.045496332671641514,
TNFSF15,0.06909737781122552,-0.01569052875643214,,,-0.0188217616922483,-0.004611394675243044,,0.00734009514842223,-0.048404704334164474,-0.010880036575373718,
HMGB1,-0.05150878025054698,0.039925559435846164,-0.06755460780493369,0.009079621748361659,-0.0025308260882387777,0.002674183003267882,0.053648590467694254,0.05264227984917429,-0.003808413714330369,0.0805968785161418,-0.011964639524104644
ITGB3BP,-0.006573670920717727,-0.014933663500716215,0.02824056567003927,0.017657624821651022,-0.005118657706563169,0.012654412218440925,0.017522404869165658,-0.04967774295117555,0.04678811751958932,0.06395776257647086,0.015524988141069108
AANAT,0.010382468541424486,0.0114390120601716,-0.013964823164172602,0.013139605875429021,,-0.021199959479610772,-0.023126090589197627,,-0.019383361038876196,0.07473998572266223,
RELN,0.033989400795501334,-0.013377491096405127,0.014806118932697702,0.02189484816972655,,,,-0.019601633163912852,,0.0687277881234775,-0.009593610081489541
IL15,0.022437344268809032,0.011394823324078738,-0.024300946305199567,-0.02459684261598894,0.05856974605465874,0.032837083448952364,0.0602762325672998,-0.03958502153981529,0.022447975592128598,-0.030294768848444762,
UTS2,,,,,,-0.018053317070794956,,,,,
BSG,-0.0006261473446100867,0.014065281275074686,-0.02637367656628665,0.07139207923766921,0.06022454716878473,0.029811152747966398,0.05773076156506525,-0.04356695759781109,-0.03298162529169546,0.054733126041617,0.06660093548413347
ADAMTS3,-0.02679050638868408,0.05165976368695983,-0.011413893736502633,-0.007579499667722698,0.038722079393356465,0.013537146392284856,-0.05718450073452817,0.014374427186165254,0.04617058182539308,0.038960682325659045,
CD34,0.06779441119451361,0.014004823126286493,0.024934242765282874,-0.02141135772791858,-0.037023340435565634,-0.01809427785869523,0.04538673122278288,0.037671391161485365,0.03218305804179428,0.11166186265089423,0.00998061588741515
PLAT,-0.0005552467612532064,-0.02793199648739283,0.019941679324149704,0.036733462185351486,0.007771373629631662,-0.060588824519531834,-0.012598345527199049,0.04296845925514723,0.0933536671700844,0.06303922580645428,0.1426952578963898
NTF3,,,,-0.0032961862181700176,-0.019767006303345557,-0.06701059391817654,0.011400568887936747,0.07337348369321281,,,
LTA,-0.015753492921843942,,-0.013449580069278993,,,,,,-0.026087082815711135,,
CKLF,0.07157234906389341,0.004199456666358557,-0.02597732536087397,0.030985954454449512,0.06185793519739034,-0.09039757803912234,0.052848665417786954,0.05737275188271326,-0.0299315990443283,-0.09901528231352426,-0.049734255314430396
APELA,,,,,0.09185191695806366,,,,,,
CD24,-0.03478666664806796,0.0119559632361176,0.008218945439301024,-0.004782247353548618,-0.06284101570382003,-0.07255129289548673,-0.01567189939936825,0.04246595819996474,0.04229184197581462,0.07537552875013871,-0.06059009154054501
HSP90AA1,-0.05185864640371143,0.0016663656055113162,-0.04476407723772971,-0.027884441064603534,-0.05869509619512562,0.06931731081931386,-0.05011352955132374,-0.017493181706351,0.016623583544572045,0.0846645501935117,0.07246251193913694
BMP4,-0.002250848474139475,-0.0003540746254869592,-0.023490332765406585,-0.042083190250835845,0.06955541307179239,0.05879104880271206,0.025069509837564983,0.014917954487459242,-0.0049744723052118365,0.049612945687869434,
SCGB3A1,,0.025871838133993578,,-0.009653100888951667,-0.018994721091009366,-0.036780907949366975,0.01711516832909717,0.03386900327580855,0.0069337387305974975,-0.003770667124263285,
IGFBP4,-0.021348819034016392,-0.017819975582362924,-0.021758633151281355,0.07830691981840188,0.0030247692315593165,0.023098045941927246,0.042718262449052885,-0.007530173894214943,0.035582936562848964,0.0653956943886815,-0.06590535159642912
RSPO4,-0.02411348093517852,-0.019432331933914904,-0.015642680410165033,-0.009653099476967294,,,,-0.022695771749564282,-0.03440613151792704,-0.03706341047480938,
LEFTY2,-0.03519980985921583,-0.030161983015378292,-0.038522457446629556,-0.010584741636495216,-0.02128157510131877,-0.020513770382935486,0.062311983462582855,-0.01827142700894416,0.09235391413190042,0.004127408162160124,
PF4,-0.01072395686542742,,,,,,0.009642059768642424,,0.0718860504847041,0.06127591237018049,
ANGPTL2,-0.06445766522802075,0.047183444655670495,0.062051121518564595,0.007626725967516621,-0.06771658168758586,-0.06915993943226582,0.03078871837065545,0.04205819510117823,0.019167946145720927,0.06303362069252808,-0.0014609099163430679
LRIG2,0.04476688282113518,-0.021505400202848243,0.026522799465645636,-0.0048168714089275025,-0.05129144440611833,0.07154724641244853,0.03778049303066271,-0.008108499140595533,0.010663404554039376,0.03435585146086192,0.17561770509957952
ICOSLG,-0.015871613576425626,-0.012801072685713738,-0.0013380281215260852,-0.002930525022470869,0.045725357548767366,-0.03050751413209375,-0.000605397600481297,0.01256755193577115,0.07046482439821403,0.014542985032979622,-0.01620624368971466
