,UKF248,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
IGFL3,,,,-0.016603066348069854,,0.10372327840304137
BMP1,-0.005055395246830215,0.014281164308738105,0.08945494058163701,0.0839865048355337,0.03409890226278374,0.07691212855717489
NDP,-0.0106673424173668,0.007850011805725955,0.03169123120330097,0.05276133287173078,-0.015528716115086801,0.0472868711335481
TNFSF18,-0.028978193554193916,,,0.04192625491977848,,0.004793792699180584
RTN4,-0.012581593149327452,-0.02142901086456198,0.037094163928073604,-0.08816139462835104,-0.022235603352403675,-0.020896844054570724
HEBP1,-0.011024850400105432,0.0016669258458104014,0.04457286488355695,0.018934427848173705,-0.003473018589623416,0.03127043458070573
WNT7B,-0.012028592342950045,0.025751591674661158,-0.04659258826179815,0.036882771396215,-0.02538518237788418,-0.03205430013028943
PTMA,0.015437412736959767,-0.01515944008759942,-0.018469979520710646,-0.06324307089898537,0.017142336044415295,0.013420464233070169
FASLG,,,,,,-0.02043587553616508
CEACAM1,0.15865113639761752,-0.025323610422857433,-0.026506976839494843,-0.02460317198365545,-0.01684851473869003,0.0302154947631284
PDAP1,0.059281667643305364,-0.001816385521809044,0.016921907068337533,-0.009828861721086385,-0.025757744565662096,-0.01928989009618417
QDPR,-0.02840475006001297,0.04710696228965974,0.0052423854656083735,-0.05141464587342548,0.03004558626436545,0.03418782228980165
POMC,0.006889262733989135,-0.004962872034283033,-0.025669594982714386,0.010864253517895724,-0.02756195679671792,-0.004957921659827999
CCL18,-0.018669497131867926,0.005107200193753336,0.1460182075524673,,-0.016800729961424905,
CCL17,,-0.017965875897819398,0.05370391403361476,0.022996768058919786,,-0.01852282582378108
VEGFD,-0.030424342708217724,,-0.026506976839494843,0.04313342108679788,,
TNFSF13,-0.022959185319051733,-0.034473817331955196,-0.04159218714867511,-0.001958860773100584,-0.018919752821375896,0.0662863053881087
WNT5A,0.025654543264186806,-0.0066313170704492925,0.02057513273768037,0.023232926666325846,-0.039865531539501856,0.003442388227905943
CXCL8,0.014895806112426977,0.0035057679906143205,0.03430935711652584,-0.031079289419585366,0.025483348131480916,-0.018148730385078842
GRN,0.052039032226868946,0.009381729041298673,0.003945218128126049,0.07364790092584403,-0.008806741429266905,0.016076983956120415
MIA,-0.02737816892506907,0.0181300373324587,0.020547919700328245,0.001316773253843006,0.05641313112503666,0.06474551011045437
COL4A4,-0.036539376798940586,0.08064329640762409,-0.0012092544519243756,0.07335573475331694,0.013638201198422666,-0.05439571654862249
TAC1,-0.06790714013789043,,,,-0.029068487771111866,-0.024350138025565838
RARRES2,-0.04022987933783613,0.009519201999297696,0.03479607025072641,-0.04049986803930587,-0.05199179725142812,0.020471813117068853
FGF7,,-0.03217520481905954,0.0007018842364603262,0.020262900093713475,-0.0416576338649142,0.024895866516143925
EFNA2,,,0.04357442276165543,,,
HBEGF,-0.03918324612618686,0.07700336264722771,0.07819226595149747,0.04599087363710463,0.023773534962534346,-0.006020366539107481
CSF3,,-0.03590304751363884,0.06814354195523066,,-0.008245337059445128,0.0020331360317592273
PI3,-0.03200768110876617,0.009777056343874494,0.054359135856414546,0.007817689186196894,0.05089312027299643,-0.042370667734085085
PCSK1N,0.016597756283397304,-0.044515032522183105,-0.04727049289113246,0.01088843949775827,-0.02450761279439681,0.09213154366979748
NTS,,-0.041912518290855585,0.011063900954532482,,0.004455963412699605,-0.02887932600729275
SFRP1,0.013230183169523829,-0.002670614387508109,0.023403780376328055,-0.0578400022080467,-0.04245306416032512,-0.028208243634977176
CXCL13,,-0.0403550407871701,0.10081909150733573,,0.05316965588188875,
MICA,0.021148637856181672,0.03948528644842214,0.008874684436827813,0.07499241091613834,-0.008940683285958494,0.0012559622321597155
TG,-0.01114787100286426,0.04793453398573243,-0.002588963444015933,,-0.019879645953717554,-0.02683587637300625
ADA,0.014798408231600363,0.039139906411985954,-0.009190620870460499,-0.014420535352338322,-0.05260121157476101,0.06883449902023846
LAMC3,-0.00012163954139954189,-0.024995665718873735,0.051675690866068734,0.0941222461934424,-0.07479038088359932,0.02017613762223106
CCL7,-0.019352445997598857,-0.02692670682526455,,,,-0.020435868269411663
NGF,-0.03322718875309261,-0.031098190737312105,-0.024854469807392095,,0.03761725049543926,-0.00972252205188504
TNFSF15,,-0.026250515546234175,,,-0.014999621328012885,-0.05399510209412331
HMGB1,0.043668438435579,-0.056185820981714624,0.023226082893601768,-0.04351113580231585,-0.014265399705652328,-0.06991356676125285
ITGB3BP,-0.06334642283633297,-0.001984400488884762,-0.004576581730156426,-0.09177094116867542,-0.05511410096641251,0.004869948590134667
AANAT,-0.015812017225544074,-0.004401488618770002,-0.02181265972377289,0.2518311214642595,,-0.021622000849257705
RELN,0.03142085179682773,,,-0.0184222072661261,0.12483577786919373,
IL15,0.04058171569824755,0.06728434307839966,0.13814119992721557,-0.03372005453651521,-0.03658869286605289,-0.00751049839502185
UTS2,,-0.020116134049417526,,,,
BSG,-0.012384216178355487,0.07345969609254216,0.04383493291701442,0.06782392714681891,0.03416190553146152,0.0750649468080509
ADAMTS3,0.03936995541497238,0.06968184818580174,-0.03734408178578283,-0.04195473484394434,-0.016950593375975296,-0.03800032138329885
CD34,0.0006415383032623797,-0.0068695111579688,-0.023300973219211384,-0.032530131819981004,-0.011527412247487828,0.06520479131599344
PLAT,0.0469842962529505,0.010077550925349496,-0.012888683273735472,0.016237531017741065,-0.027566275630074626,0.03884234894710497
NTF3,,0.05379501535941572,-0.0705184080686594,,0.006324647265844239,
LTA,,,,,,0.026828725617284024
CKLF,-0.023407728080914365,0.029392402321374175,0.033052096745702184,0.0013825846018162224,-0.005351553358605242,0.019199207862282682
CD24,-0.03108560273109536,-0.0077583525707492565,-0.005892613331890891,0.06051109629286054,-0.007844123746208565,-0.009213341732429485
HSP90AA1,-0.008917129008633918,-0.01554940864844629,0.044344012645225125,-0.06301641338579395,-0.04056082102235079,-0.10407280975595298
