,MGH258,UKF243,UKF248,UKF266,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916bulk
VEGFD,,-0.03749729068366553,-0.028258288031297738,,-0.018943570387454676,,0.00030565690697919267,-0.039084383910916946,,-0.017888114623842055,-0.02502490019571081,
TNFSF13,,,-0.021324610951561053,-0.010900258206027769,,,,,-0.018756983907812122,-0.028068301250531055,-0.02544438156683247,0.02105473204132945
WNT5A,-0.04549274585697923,-0.024273972872993734,0.049787947955995275,-0.07032768107066129,-0.031739053013916496,0.012290712003799033,0.018635356713790498,0.06220170387378331,-0.08665769407490966,-0.013677531341086771,0.0038000402026133803,-0.07568567142159333
CXCL8,,-0.030510707646371968,0.025182614547636293,-0.015504910316531506,-0.05351508379994623,,0.11721058733351461,0.05145797031461421,0.004333827476926807,0.04673277304244315,-0.001946625285860986,-0.1097205667782226
GRN,-0.045753272443016066,0.08650362299742471,-0.02086418615080983,-0.01698481068844909,-0.007358955518327404,0.010032180751692894,-0.024357780830582057,0.11671268413934979,-0.018183363253979287,-0.051968396883897906,-0.04142131539279041,0.07942393500494555
MIA,0.021649440649427233,-0.030285997291851427,-0.04428081928192341,0.019231646099550193,0.034642531075690715,0.030827556414985673,0.09911847349489063,0.02551255331006582,-0.10449854284310958,-0.0995956116712271,-0.04147813679149245,-0.08872730271858334
COL4A4,-0.018796044898906534,-0.03774756713641779,-0.033937963556717625,-0.010371114105094942,,,,0.0007276667478261858,-0.02582862753580244,0.04815497139668522,0.07809201407813679,-0.015490835812666809
TAC1,-0.016229755688734943,-0.04727588500159709,-0.050467143338054805,0.09607202376639637,,,,,,,,-0.06058961102441397
RARRES2,0.03184417114418775,-0.047379582921642065,0.015101076173480719,-0.07542011685555904,-0.02339533748602302,0.04915648923022429,-0.04764415310109252,-0.0025520955873674224,-0.04155206438195967,-0.0023640718868521643,0.00960798869137703,-0.08886506696557676
FGF7,0.02261623877102787,0.05826561056646276,,-0.016915667044901758,-0.04127443168630277,0.0635488384618354,0.2135652138145118,-0.021911006370931695,-0.038553678638521334,0.0024527662950486247,0.08817941582353099,0.05074441724851657
EFNA2,,,,,,,,,,0.007608859101274282,,
HBEGF,0.01192760063371372,0.07074647824305275,-0.020533712130704037,-0.036541752757135705,0.028276883189980544,0.15984687286907925,0.1619442445012798,0.03392890091303337,-0.0969229888815253,-0.06984307986508308,-0.0033702278448921393,-0.017664934538859714
CSF3,,-0.03774753725155613,,,-0.028459422858083814,,,,-0.030899415130766165,0.0018186175226242286,,-0.01943655606527214
PI3,,-0.04471758682434113,-0.0050806064036380836,,,,0.028811867560941208,,0.06837945131388885,0.06358306274988358,-0.020160148437300483,-0.05345496734633311
PCSK1N,-0.04348753694462118,-0.02860812893127494,-0.04028163341601098,0.06740949108335982,0.0005384416001932305,0.00607421597224961,-0.04181267431783381,-0.005802678461885194,-0.05353235388262278,-0.09544277139143441,-0.047401231602400354,0.1412431782419127
NTS,,,,-0.012660773920383776,,,,,-0.022804333606210262,-0.020713047664989014,,
SFRP1,-0.023614704487280216,0.013118720426445437,-0.037903369503395914,-0.03853250687927808,-0.03647739287686481,0.056548841646198555,-0.07590625058762052,-0.04070347247918463,-0.08588437852887358,-0.09928019992094723,-0.047385549592137866,-0.006723044856154248
CXCL13,,,,,0.00289890968819163,,,,-0.021956920040369702,-0.043681586613358386,,0.01362157049511787
MICA,-0.05137515733710363,0.04847692148843862,-0.007583098445667395,0.015435861768100986,-0.008599352640050927,-0.03189978410599308,-0.0805429427015299,0.03088669328078766,-0.0546370538220451,-0.08436464096564937,0.03071331219472938,-0.07615524742497407
TG,-0.018796040663145448,-0.030090812141171056,-0.02747463750717359,0.010685778738780344,-0.04043379195371763,-0.018928084253682136,0.005951859271438797,0.04180800134897529,-0.012988688394824715,-0.025510382475778092,,-0.05090023646890863
ADA,-0.042769858901343556,-0.04449939533804856,0.050425882644715085,-0.028549631818032727,0.03143855690411809,0.0451797750361853,-0.05354031628513887,0.032889805903609556,-0.050959764943555586,-0.054211245330995694,-0.049811168922751864,0.05406677155116367
LAMC3,-0.02790469917694483,0.02544333430285141,0.022299945310376164,-0.05732696134467762,0.07858085247451632,0.01885129423638974,0.0062079039442089435,0.010274796817380588,-0.09750977412864206,-0.07733420320190099,-0.061979794475765994,-0.034450470441711296
CCL7,,,-0.017974652677133197,,,,,,0.19742309546541748,,,0.002535577332743383
NGF,,-0.02174742924093146,0.013085578815802117,-0.013945552291089175,0.05720296184145457,,,0.019359327836307238,-0.01692032702978741,-0.016772927653032364,,0.08848405620690478
TNFSF15,,-0.02690428412428015,,-0.0169329578074508,-0.01812351986435334,0.054199993296972185,,0.022452078575713342,-0.014282737908925413,,,-0.02490410948213263
HMGB1,-0.008199365368590839,0.12104000469493874,-0.07589066898045316,-0.013215404313118037,0.11657204798384783,0.05211915616864769,-0.004934098573740666,-0.006057337870843072,0.1304135668838604,-0.05253809115040099,0.006097978264841441,-0.07538397249577254
ITGB3BP,-0.026896263669860677,0.10960364899908802,0.029613542345644707,-0.05784792532265939,0.007980628158399347,0.022484422589113935,-0.14146173954485852,0.02408220466533719,0.0806753896167884,-0.026329283790900816,-0.0016856835481108212,-0.1379155693671251
AANAT,,-0.00851111643446649,0.03953568320964999,,,,-0.038914133626560515,,-0.012852753306206437,-0.022879354766711858,-0.029349817528417553,-0.034769504326478205
RELN,-0.015582416033240629,0.027530868698009577,-0.04342426567126438,-0.039201617609666395,,,,0.08214627213391298,,,-0.03670375654929981,-0.08859538618479637
IL15,-0.04343191746282858,0.13417154196286896,-0.010290870972137788,-0.012048806132710949,0.03887758346189311,0.0041643132763305194,0.0005987041610880839,0.0624454206866064,-0.02354677065591673,0.009861429726189676,-0.021314992379680237,0.003609149881034129
UTS2,,,,,,0.041203398525864215,0.017917277545358334,,-0.010945060102252284,,,
BSG,-0.01207454758030091,-0.05169206574376854,-0.017484074423784392,-0.01428571144127958,-0.005453579284383059,0.014429091035735473,-0.036964115092344735,0.06882512028472566,-0.11212136230186168,-0.07750979005309891,0.022654062322073207,-0.1528681078738805
ADAMTS3,-0.0311829385439848,-0.04282721364348519,-0.03967946506929409,-0.019407141111895634,-0.035557523504189066,0.020918724094596393,0.002281709660960456,,-0.03867342235747859,-0.0037763454508245283,-0.04547561071577354,-0.05910977301202361
CD34,0.061399856723679196,0.0543533919722313,0.047519644466483005,-0.049330976951466356,0.021961654797312206,0.029468468798092343,-0.037094659754777715,0.032787358142492236,-0.07548924941364589,-0.04998037476068786,-0.08347639542777559,-0.0012270117370832478
CCL23,,,,,,0.012220233191144481,,,,,,
PLAT,0.041843974661330385,0.09304638468834653,-0.07424320245138878,-0.026895447939265293,0.028339812669778117,-0.012507046355444506,0.03891689188679361,-0.02551383845466597,-0.12914036886403835,-0.11974804243520391,0.032749690675822916,-0.09174110767187092
NTF3,,,,,0.01168340132050722,,,,-0.04062605088283468,-0.03409255945815175,,
CKLF,0.02088061403418983,0.054397080885019745,0.02605579744830728,-0.02493634699978709,-0.022521353997103408,-0.01436958844978644,-0.07487816062190436,-0.019615774594217622,-0.03561390958287518,0.005131654630025498,-0.02999523488057479,-0.04401816355160633
APELA,,,,,-0.03340973755263965,,,,,,,
CD24,0.023359927858085175,-0.11038294924311993,-0.016727770148266295,0.035581004569485174,-0.002542937259908381,0.17874910168695807,-0.08841941997564273,-0.07871208680512422,0.05666595829172894,-0.048821565809041456,0.028530976719065012,0.01015908024886412
HSP90AA1,-0.0720492472667265,-0.006258707106476094,-0.027164984656229022,0.10440703525325765,-0.0316529675717768,0.058768160513504836,0.13844455250302448,-0.01430555166088145,0.037450075083354656,0.03697435393494008,-0.00035194207914877667,0.0948101837355961
BMP4,-0.01934385456482031,0.0348286751473563,-0.015157724275022478,-0.0382491281274818,-0.043031994907802566,0.013959533696126033,-0.04423864778784582,0.00816925096131563,-0.043797921845397964,0.006390920829146543,-0.05190940372544942,0.013759184815757514
SCGB3A1,,,-0.017974650879691946,-0.015380514127369316,0.04477798592170985,0.03113547967149103,0.05117018481348084,0.07002615301734873,-0.02229890753829782,-0.03254515545174772,,0.08813825503879617
IGFBP4,0.025469395524829984,0.061336164646590405,-0.008568300474688645,-0.0650780639056168,0.06668899526199887,0.11125538464189486,0.09890558837043638,-0.03802552696668793,-0.043796897682610886,0.10386625881035043,0.06336059389229243,0.0027422869864974645
RSPO4,,-0.02656671444633991,,,,,,-0.03834494637790114,,,,-0.043842967704231184
LEFTY2,-0.018610198977077125,0.010909840594006154,-0.051979064704717644,-0.03453710937375154,0.11492676464902725,0.05907284946443005,-0.07646861393024418,,-0.012436742172342799,-0.019548619592437793,0.06053872543196383,0.02375346861832491
PF4,,,-0.01864581493416632,,,,,,,0.2508770631544903,,0.1380553148109577
ANGPTL2,-0.02448850687593452,-0.0186563925017636,-0.024001323483270776,-0.08449446385911218,-0.04220679281661419,0.14685296268239875,-0.07006509471178841,0.03866864487625384,-0.1375923615286047,-0.041787162256890026,0.0023758761128268918,-0.021086659815024947
LRIG2,-0.07793395932406286,0.0077652889645566875,-0.003304619942732843,-0.06134819993157878,0.053799261653183265,0.015256110076647952,-0.03434328316377939,-0.041547612631137314,-0.010309324877108603,-0.10938089616307697,-0.019556161434265956,0.002297650777657777
ICOSLG,0.026331144458078867,-0.04155305775087721,-0.012277624421707631,0.03852486908409854,0.01975937198834833,0.009937606501391852,0.043684252236046106,-0.054520270550770376,-0.00643467882415352,-0.04241145988854974,0.0050904416132699975,0.06378142621141825
WIF1,,0.049274774664111474,0.009558812314857258,0.05090245404597183,,,,,,,,0.018690948894172724
NPPC,0.048680846049978084,-0.0008414116490576632,-0.01031026059900282,0.04696063252904518,,-0.029266995798471838,-0.0604932918873377,-0.00061032945257837,-0.02187077735007446,-0.02948410211536993,0.049312341831357555,0.025621289096358458
LYZ,-0.02649024176508663,-0.05342521137326988,0.02100880964419314,-0.03447149674394712,0.05813167840008491,0.034861639658818375,0.04269236833380486,-0.023375344798709837,-0.08384880365531452,0.019761944996327812,-0.05598982134820321,0.07605002425017472
EREG,,,,,-0.023962289334224954,,,,-0.029738190993967725,-0.04951568707774836,,0.10551292451986181
SPTAN1,0.035535282472148405,0.005238533419472519,-0.010050884197237726,0.0350526791761954,0.04013606733816122,0.0501770601413889,-0.06975793373058425,-0.006699771110814563,0.07510147967241301,0.028664486250368444,0.06139029097442258,0.1532425216327971
LIPC,-0.02406455862522684,0.006522393751741546,-0.022827378434764803,-0.01868460883675202,-0.029961764631537335,0.18836227105323664,-0.04361351739262511,0.13644798880540857,,,-0.018079382581360173,-0.011616273006810738
COL8A1,-0.01787875787699207,0.016020196396305246,-0.06829542470459929,-0.002638502991590386,-0.0242128339577757,0.05167161591550134,-0.03993117346864872,-0.06151482167334186,0.029040301072385654,-0.1292687101860579,-0.005860115533075553,-0.12316423519975611
GSTM2,-0.024483448400053436,-0.04441787775135076,-0.021748058631637725,-0.010188887988416068,0.06691694448082793,0.03896993230160884,0.0051581984380755525,0.01838697382925254,-0.03524881595888837,-0.0021406235788515708,0.09425387948872391,-0.01441958330420135
IL4,,,,,,,0.18611348737762726,,,,,
SPX,-0.04818378844646373,0.02802664899657601,-0.00019692739780672222,0.031225287691351324,,-0.03879901714067739,,,-0.014771459464033822,0.06609511889236214,-0.05391669669064354,0.04361721008049313
MFGE8,0.05760296347812183,-0.09739311911150171,-0.004587095567538675,-0.019791157007914728,0.005393330684204731,-0.022709612776723048,-0.04550886175304883,0.023128346214036893,-0.07816371277914681,-0.04541402851481497,0.06010221699038998,-0.07754045156476978
TGFA,-0.02602784102547632,-0.05169140667914969,-0.06256085795039894,-0.053085278406088406,-0.03229377729066558,-0.000342966641736502,0.050097224842757256,-0.05728067682565636,-0.07861827486437042,-0.0826769063443459,-0.06834659888055356,-0.1170029397052987
SLIT2,-0.019343851469513493,0.05531432601968157,0.050837612648405674,-0.00012046072249645715,0.04417458010941671,0.07140454157272441,-0.042749257387310995,0.18210760868409206,-0.055657026177978644,-0.06378016807090467,0.05188490167071542,-0.03350410418185496
PLTP,-0.04680984632821504,-0.0820386010149202,-0.017162652866787108,-0.044649458981432556,0.0184931955340361,0.004787873166201435,-0.06066758818083664,0.06175502836061006,-0.06422938987586359,0.0038193527430513733,0.02187636948426304,-0.01803799676134404
APOD,-0.07281232403257402,0.09859031953401945,0.0020231740366116976,-0.02739657438899403,0.09212221049323052,-0.020907453233519342,0.03946967150263794,-0.016890989251829653,-0.13496071395444922,-0.10945500507039704,-0.01626567566042314,0.04637866043351771
B2M,-0.018004316801072173,0.150657597256423,-0.023342881388859045,-0.07603509654762795,0.09571177619460558,0.11142923546928618,-0.039441649283726926,0.003447534608811479,-0.08190573884026289,-0.06906831212241604,0.026846058754826395,0.21808463317173582
OMG,-0.00916598918539451,0.07287328144699987,-0.03153687280437044,0.005175640627381524,0.0603822527955865,0.08940868689534065,-0.08758032469037912,-0.003926610357931252,-0.030628820795694393,-0.11063085149003118,-0.01632502373027771,0.1773507281151554
CXCL3,-0.015136511160301796,0.014749130394005931,-0.006379174284412672,,0.09698560017510391,-0.030162574143035956,0.09537490505499954,,-0.05891656277429849,0.027086974116641686,-0.020668155637686744,-0.0537186132337953
CXCL10,0.022169363351307137,0.1549680308395337,0.0190949801358236,-0.016469352998487934,-0.0021481916723091877,-0.05682189676786456,-0.06116066148737376,-0.050067713801665366,-0.015128674864310939,-0.020901335649431016,-0.009543207392026853,0.1190663821249263
RSPO3,,,-0.02441627935994609,-0.019636167792526135,,,,,-0.033277151822862776,-0.05149308074939457,,0.08951003279192599
CORT,-0.018796044596352077,-0.029785967642333096,-0.0395913588411389,0.04146428863401289,,,,,-0.01670561727155306,-0.01630682932968636,,
NCAN,0.027931427533120872,0.138533517655677,-0.07408182732514305,0.014695245472647606,,0.0838273102263127,0.0012965377016772208,0.021059582169935802,-0.04243008363406145,-0.0840444208333803,0.013508432777653005,-0.012810870071495485
PRG4,,-0.02651206310067002,-0.02703173099424226,,,,,,-0.01604651519369851,-0.024061724556811808,,-0.03727398492119119
ZG16B,,,-0.011154967519586107,,-0.027032775402514263,,,,,,,0.07705686854866273
TGM2,-0.01804919321118505,0.051744157664967656,-0.017788745691892646,-0.025661052459087976,0.0058085098052612725,0.04038565663520202,-0.011089883239526102,0.08168552707685443,-0.09127937112389703,-0.06241926657424563,-0.007206266287703747,0.011848490803625366
VEGFC,-0.018796045806569996,0.17319709741968817,0.007647806697909404,-0.024700197910852192,-0.001143493360606774,0.02568205680500731,-0.047258943842165696,0.07311502413865792,-0.018854543962313383,0.008674822185109086,-0.00897102954857319,-0.09681516410538879
WNT6,,-0.03699253867423478,0.01938956961588663,-0.012358362591560288,-0.030228168667524136,,0.07599357709116464,,-0.02187078030083459,-0.03030697116308501,,0.10669936877953588
NRG4,,-0.005995657536405168,-0.0165552861613942,-0.015128920398294818,,,,0.03125797034584182,,,-0.02189070143393071,0.0231968100961332
PMCH,,,0.03493946420354142,,,,,,-0.014891376494752747,-0.022879353955363835,,-0.04872701800208789
COL9A1,-0.02127624364073592,0.10769236669771619,0.03428425239892726,-0.06575065459100515,,0.027718692921300112,0.1245729487446696,0.04891527369709616,-0.07085385248617761,-0.1036667832369608,0.06648332943971792,0.007159057955496236
GDF11,-0.05220488963036312,0.09420981408755995,-0.04790840765843032,-0.02596849634668886,-0.03534817918085117,0.030120344531003512,0.051446144323158395,0.01265223741615154,0.03327593928487606,0.04357593415811222,-0.05624423654266865,0.04018790411523304
IL24,,,,,-0.017046775625955645,,,,-0.011102651478026098,-0.01533454813383547,,-0.05090020724057203
SORBS1,-0.046383603427860215,-0.032689251656063394,-0.03031641877719851,0.030318286836406545,0.0668722698999306,0.009887294115117483,-0.027116924038934575,-0.0013163428725470516,0.0857325973256622,-0.027599411612990343,-0.07177770712758036,0.05165052496333714
DLL1,-0.00579196218717331,-0.05937026978372385,0.01776964881553651,-0.03569945861358446,0.027476657730085636,0.0638876699467447,-0.09129854782059152,0.06901475275551251,-0.07344976387321706,-0.09300400034621904,-6.061812973927462e-05,-0.06198472570189495
TLN1,-0.005421428403330265,-0.046466720284992644,-0.012264404405670405,-0.027828929816255114,0.05596325422124044,-0.046441138105271146,-0.11093668891692486,-0.06906355588117913,-0.018978133380739462,0.021957662946560506,0.06501618386083503,-0.09455355534853031
COL2A1,-0.017654292794028185,-0.02821781906578667,0.029327649724625336,-0.013388747835812885,,,,,-0.024271851604655188,0.04091000082319453,,-0.0410194268897088
SHH,,,,0.010832199105432974,,0.06399227956002251,0.03868349097109088,,-0.05052373231176674,-0.003751255253669381,-0.05512833055916159,-0.08295937356206733
PON2,0.050210445587427904,0.12456008447904453,-0.08102521968980742,-0.03313682847984223,0.04966847175927575,-0.012520497863437455,-0.029896564306117944,-0.05139841925529799,-0.11513500303759777,-0.06506039161300786,0.0016374697905801052,-0.08748665296981056
ICAM5,,-0.0007480434131280503,0.04443963880123972,-0.011138668450249406,-0.016136867645549176,,,,-0.03103496486026992,-0.048942262135443844,,0.11713168495499648
HPX,0.0026196866144079767,-0.03235948846645163,0.09489475507871165,-0.012358363425219066,-0.008144075278921858,-0.030162558362625404,0.0009136930709423811,-0.01523841220635944,-0.02811807975900037,-0.05736901450000852,-0.02934980550919891,9.219193418875753e-05
SFRP2,,0.030092031025293106,0.0335540560235003,-0.029215132890196824,0.07529376299732238,0.0601269207990143,0.06333113947587242,,-0.018815859086085872,-0.08269777216123056,0.018973981876935664,-0.035781728314765116
CFC1,,,,-0.020882609782256725,,,,,,,,-0.0402862386681068
CD70,,,0.0076547453093209145,,-0.02755379646984628,,,-0.033214017687798573,-0.04259758405681937,-0.04982189712141166,,-0.038037305726893615
HP,-0.03503004613500496,0.029865382857389964,0.0526709630813365,,,0.033732010986675824,0.01884141252986009,-0.06195455151413823,0.04692812576200308,0.05712760952370438,-0.010277924059631724,0.01251794406915309
CXCL2,-0.01779408173240581,0.018780845329658485,-0.04227869744232291,-0.01910038567460765,0.04947583447901862,0.01417219904314733,-0.05902817008212285,-0.03014966676091525,-0.0859395370378437,9.94987692703397e-05,0.03831013223430406,-0.03245322231851151
NPPB,,,-0.023189039304403292,,,,,,-0.029251342236347108,0.08055528564093063,,
CCK,0.04532715810859558,0.046176563386386975,-0.04696949693983945,0.04529746534181686,,0.08706970939562238,,,-0.03289283020133705,-0.03595050757408509,-0.06128667039048064,0.2495541630972399
SEMA6A,-0.007460278323898581,0.08375092298095879,-0.0027876834966946316,-0.07249552102913064,0.05739002390278395,-0.005504608044702075,0.022792252129816806,0.03889821194230735,0.07591271169301089,-0.12395579219730887,0.05044448382197038,-0.07623212853265342
IRAK4,-0.04222833938272411,0.037217603603947526,0.01343170950786412,0.016178527133166254,0.03775202809385718,0.024778197046712143,-0.025654334459157484,0.03959066976767725,0.001698458658314347,-0.08946360673568574,-0.041668614330745264,-0.0843738010505776
GSTP1,0.04515990969582938,0.113219003621266,-0.027911557505703986,-0.047698280469915255,-0.005960394887641813,-0.08482713506046931,-0.039488023720091144,0.08132618645625046,-0.08138137871428121,-0.13535874740247023,-0.04474409743233097,-0.005246426180701478
VCAM1,-0.007266609812532025,0.050730142026657314,-0.01982035625029515,-0.031279148205319664,-0.0293980925902538,0.10548506705855136,0.0655035449422953,0.009909424791247439,-0.06942514683877092,-0.05605870038577902,0.0029903948781069053,-0.09813379618336904
NXPH3,0.02812888129251179,0.006454831438127949,0.040633556157556344,-0.008582679925027765,0.028502296267873165,0.039645891063142744,-0.050242173755037776,-0.06578789701491472,-0.07581199821347348,-0.07931886291398109,0.07433304167964729,0.16289850623215718
MTMR4,-0.049921066313017216,-0.04552015692319648,0.035999108961028765,0.06786525821237384,-0.0031215211410867017,0.010243708726826492,0.0254997403600213,0.014471535926648639,0.041168760220182794,-0.11517549535800164,0.09396799531966873,0.038088913049072665
LAMC2,,-0.02517514628036265,0.03686945184049474,-0.016932956143221514,0.08278744290547672,,,-0.030603826927535167,-0.013649697180343472,-0.020138564491365318,-0.02116492444289141,-0.007807210703658382
IL10,-0.01952336835004278,0.12222623323658925,-0.00011018975662310607,,0.020674743544765766,0.024962216916934572,0.052942362399272476,-0.05329985931410958,-0.025980563227381244,0.00907224349266066,-0.020415602193610105,0.005856514786421711
SEMA4D,-0.014067002751717956,-0.046000977095801615,-0.05191485364110835,0.03462932993451251,-0.027930291734870185,0.11760510118090214,-0.04451910886063956,0.056638658283386496,0.008801844866531603,-0.016035353127339825,-0.1307456593995739,0.10788392956544132
TRH,-0.01725837690914586,-0.03610885941199369,-0.026053503398717145,-0.023164609732295702,,0.09191444009682502,-0.0667844357570412,,-0.07970187642170862,-0.08259250677323053,-0.023059593120435727,-0.14095653153114385
SEMA6D,0.03262478169827167,0.038877879172458295,0.0038532287441626523,-0.07478134808788832,0.012190823436002246,-0.04469153602693255,-0.008271337933425027,0.0416329506006948,-0.0018593559077328481,-0.030822608899848117,0.017827616854133452,-0.04254295518805283
CEL,,,,,,,-0.05340076124827137,-0.03469976041898681,-0.016813268574490475,-0.025035683239502213,0.047566489352216024,-0.004283673618032253
PDCD1LG2,-0.025129801433434316,-0.018385720579852324,-0.00708951273820785,-0.011891179757142288,0.09106623537458863,0.027013432407520376,0.05834865625841974,-0.0953980280634848,-0.035436440026325323,-0.056308298511268666,0.02955119879898633,-0.019465336709221483
SPINT1,-0.03676855976918947,-0.024326236655327772,-0.03777120633172189,-0.015380518826889986,-0.048401391487257556,0.10104013129519455,0.0008555972838842152,-0.016818139206996683,-0.05090529907908322,0.01878046105878872,0.06734364276483144,0.04638724295851247
CTHRC1,0.06891492165227382,-0.009962858927956307,-0.0182967569041235,-0.055155527107443605,-0.05552866304867531,0.045893394705094064,0.07745080842690412,0.07070573299409719,-0.0617365816089284,-0.050955995936687884,0.038356275132676504,0.010773892719986937
PODXL,-0.003627210503627742,0.0647020951663648,0.02317882444994135,0.00016619775059623968,0.039796350318068476,0.07207801628168103,-0.014530668151705816,-0.044710701993370815,-0.04033470423458335,-0.014454496848484748,0.024682506780457435,-0.0427961705066155
JAM3,-0.06194286319617212,-0.05318984913692966,-0.0032511406988742185,-0.06407271960120393,-0.015673556360280845,0.032174359716244494,-0.08576560350007947,-0.04225830140553529,-0.0004027965937542861,-0.0627319622636856,0.04975167685404053,-0.0635330687610203
TGFB2,-0.020154256004126347,-0.07421070160996161,0.01469057558179633,-0.013185395898779572,0.06141066028662079,0.02996529573173919,-0.05042414640057205,0.0265952576765754,-0.020594857937614376,-0.06807150000635702,-0.003397659773179819,-0.11855510002991836
COL18A1,0.055538456406447986,0.038167569016384274,-0.012323769427520679,-0.07991078315171468,0.05003517990465896,0.07463479554943694,0.01851880800514497,0.06374619633136513,-0.06010757782056514,-0.0015440270129853527,-0.052003153113632176,0.06586522669136348
NODAL,-0.027303638898556224,,0.0003134749019167707,-0.03327664009353956,,0.08040271719741192,-0.047094882561363356,0.031467493379784287,-0.016597356300072648,-0.018941779191747173,-0.03183884037422024,0.11758712738400803
INHBB,-0.041386276328285794,-0.06281044533604904,-0.003076690814364628,0.05595336665709254,0.020984991528482617,0.04069201918743955,-0.0316844323416161,-0.039858120408487206,0.006091235690117578,-0.0939768203234115,-0.010984660219016411,-0.07390281826171341
LCN1,,,-0.018200975229919706,,,0.03576342173218563,,,0.033707036153499126,-0.017888114623842055,,-0.030752118180883158
ARF4,0.05298743123598502,0.07047087974224917,0.020450076954520596,-0.05304008022796646,0.03035486211208903,0.05210945695965685,0.022711775231535253,0.049938651793703805,-0.06596982002263028,-0.06304214123167601,0.05305852140626947,-0.09002681159667204
CXCL14,-0.06502780086759084,-0.033773899859733246,-0.040087234242104794,-0.00932278221916955,-0.05303559640025344,0.04808089750419326,-0.007331672532158623,0.00301363565521409,0.05012353625757123,-0.06723223178911453,0.03776963176818683,-0.11681998479909694
LIF,0.05560127923132139,0.009925286429216085,-0.033298992515238594,-0.015001680164746227,0.09492070870557595,0.032999085237631454,0.1013138819439782,0.026972613642438997,-0.0025477066717809935,0.03322898980608416,-0.022356988485824743,-0.11408225942077158
IL17B,,0.1452388285876833,,,-0.003362237981324673,0.07204757176765214,0.010031702925535749,0.0026561019396432544,-0.015362689826702886,0.0697980968611014,,-0.03476949734381029
MMP1,,,0.07171114502660925,,-0.0646910151147383,-0.05533860143202487,-0.08713116670914944,,-0.024271853908888513,0.08599774245561224,,-0.07781146936382002
MATN1,,0.05211010693259379,-0.023897349502504193,-0.014482483666591207,-0.017046778083049198,,,-0.0319320568460903,-0.022213795173540406,-0.03163911294951915,-0.02140934389992978,0.07130454149985092
