,UKF248,UKF255,UKF259,UKF269,UKF304,ZH1019T1,ZH1019inf,ZH916T1,ZH916bulk
RARRES2,-0.06538283862222755,0.06067359010141013,-0.050654553914602975,0.058017913657887714,-0.03215779300349479,-0.06504895725273072,0.09321731679757175,0.09443099302573332,0.0457695279421935
FGF7,,-0.01178028538892233,0.04996344947167089,-0.015586891730519619,-0.04742085926872423,-0.02039005222726913,0.05954958901268042,0.11381267061556535,0.10986000172448768
HBEGF,0.059324031578281027,0.017924044831408234,-0.023623981655657163,0.07631446150346602,0.07970527379045741,0.04851476799870015,-0.04168097951942414,-0.06743605512483525,0.09488620462023796
CSF3,,0.04708788158812859,-0.0031828766460934204,-0.013993244567601131,,,,0.03995192282459628,0.007698594932956648
PI3,-0.0016190715936710938,0.01330343705835335,0.06021344829399464,-0.015756578073956123,,,,-0.06700316947438138,-0.045618084498592816
PCSK1N,-0.04817319314824634,-0.0169551441561327,-0.06569194855469873,0.013007780652394831,-0.08911331294192225,-0.03816252859844931,-0.012462807023561357,0.15537802080520047,-0.1925243214446701
NTS,,,,0.07208179895012055,-0.018390045818837426,,,0.11163925045484442,
SFRP1,-0.0019489160447984254,,-0.01385146741568888,-0.007384295544505826,0.05640487799844542,0.022188106126781026,-0.018282420488827188,-0.08869896822664186,-0.004909883628167985
CXCL13,,-0.0007220777607242018,,,,,,,0.013020947198022275
MICA,0.06650561466543678,0.0013212004979208322,0.0068190532059796225,0.04948145895491841,-0.007828734942956243,-0.008097311671563504,0.08496615014062718,0.13456432253297712,0.050551707186442564
TG,-0.015887235959021574,,-0.014947927888290425,0.07307849790535749,,-0.039302315119260765,0.023227649396734513,0.022057809105088092,-0.0409069346059151
ADA,-0.012604743553342068,0.007489672592039791,0.10085243659467669,0.04737592660098713,0.04547551158216564,-0.005941438459629043,0.0019728030975685387,0.11908309702033151,0.046952775308645965
LAMC3,0.06675047664165713,0.07421051322417198,0.04142673178107959,0.10385585761718788,-0.030623324207943677,-0.083456133505356,0.01654323894741902,-0.03502389066658269,0.0661823385225171
CCL7,-0.011604527039339141,,0.01565729071546279,,,,,0.0226417582927878,-0.05887456638331707
NGF,0.015294314149575473,,-0.013259279609808104,,-0.018390057927462438,0.10901249587854586,-0.022270983474586385,-0.08868003872807513,0.011975729036253208
TNFSF15,,,-0.012034488285917825,,,0.013742320765809325,0.01750159720794371,0.09239521762400492,0.028207578001667264
HMGB1,-0.037439940767804096,0.018176897163644463,-0.06062912234403463,0.07906932580437,0.03901348072711079,-0.0658552586989865,-0.03418066975658048,-0.004354048880310489,0.007550309549076562
ITGB3BP,-0.004129169442442622,-0.03630091499643919,0.01982025946914039,0.03952478488523922,-0.03908158915178366,0.11755767162580534,0.08174868195338117,0.10991075780955034,0.05349992613737968
AANAT,-0.016836403228555816,,-0.010950154699459357,-0.012622285284049158,-0.017289359007688333,,-0.04198261961176417,0.06536750860718665,0.04796485023313772
RELN,-0.03634772356600845,0.13449220988936905,-0.0190070163254113,-0.03703774539221406,-0.012540900720848616,0.03075872166624876,,,-0.010391151992585706
IL15,0.018909687159798974,,-0.038007661154886144,0.08026516740847407,0.02742655862113963,-0.04938846090550137,0.05598696355401898,0.09576938433547988,0.031482187871916915
UTS2,,,,0.12322415327146018,,,,,
BSG,-0.06041540918631765,0.038907395547734945,0.0011671864399059439,0.0008992907509013562,-0.09083320975234234,0.07390914826120983,0.047387364065874515,0.16623912304289704,0.11328219475386463
ADAMTS3,-0.003949861361570592,,-0.002009263800052146,0.10480483916332203,-0.027762648013181648,,-0.01757568507734615,0.2119595804665132,0.038150526295488395
CD34,-0.011568331798770577,0.05159917287474422,0.010302268261645226,0.09425367558602084,0.046068775845190514,-0.057995347880616104,0.021202417033375224,0.00782304345516256,0.042135360826173834
CCL23,,,,-0.014362156997338019,,,,,
PLAT,0.03453732829968629,-0.0068938152904295,0.002730930033159885,0.0845298935451045,0.0019164687326885539,-0.007845417566293105,0.09645931558219577,0.015021786680643351,0.06954030445912238
LTA,,,-0.013851466767695463,,,,,-0.0023950722026434453,
CKLF,-0.03819184111428311,0.05675700303327854,-0.0048803040387729296,0.05304371690793838,0.04253352961302592,0.02071292885335849,0.17272902823214306,0.15618637190628107,0.1610679640003431
CD24,-0.021851036897783754,-0.00905322427181959,-0.05147969718342151,0.010381994943477277,0.07853206334782548,-0.058457623632507616,0.17074744483156834,0.09827036863859478,-0.02830531419758448
HSP90AA1,-0.04078239876821152,-0.032174475853511735,-0.01636187423787728,-0.06150838936605497,-0.10375373672051719,-0.11884710719992377,-0.13012490501650092,-0.17086382577266682,-0.19888831373447785
BMP4,0.07703672379032352,-0.012785210443978429,0.04620866193888306,0.0018281330969377998,-0.02757690277691227,0.007834404127030088,-0.014074911880719248,0.042730436332181355,0.05626188647589314
SCGB3A1,-0.011604525878901942,-0.0035522691731319253,,,-0.030434110246064655,0.04974581530270319,,0.023663180277807935,0.011608166906723774
IGFBP4,0.0693373514293615,0.014949790703557458,0.01309932642713895,0.12355128545942644,0.07026605015842247,-0.02977678055151647,0.0173499599237165,-0.02531096368371012,-0.05198484795357313
RSPO4,,,-0.02120209667050702,,,0.043141594682605755,,0.1085724551545855,0.08293878690786577
LEFTY2,0.11961883998312244,-0.006140099496173599,-0.009265976670523953,0.12356680827165112,-0.018390057927462438,,0.0196671434140272,0.025556723514041615,0.04334685690818683
PF4,-0.012037832800480945,,-0.009429180745921882,,,,,-0.042684419702317226,0.0302976707660398
ANGPTL2,0.035965012290959456,-0.026059237838460994,0.061305639944655654,0.12185247637401068,0.042620733488959874,-0.04194524032895808,0.08497574221460603,0.07314093891082998,0.042121735306163297
LRIG2,0.004580030399692155,0.028823565095537237,-0.014360530732277804,0.012791715211171893,0.009712873703170293,-0.03695130401256371,0.17106944555334186,0.08148341316114567,0.0646824511320951
ICOSLG,0.024167656304638435,-0.03556182427309021,-0.041478613597234565,0.015711909450005973,0.0776018887182376,-0.06839715716418054,-0.00733286932471629,0.11074751393027056,0.12865538089403178
WIF1,-0.02166012622396561,-0.05586597379849026,,-0.0552055993821198,-0.042126406565158,,,,-0.03734363110775974
NPPC,0.0015684133330802826,-0.04322143346243652,-0.014626984633483886,0.012403701060449072,-0.0456572980194734,0.022014559317785024,-0.015071285635724725,,-0.007087268469563229
LYZ,0.033881572914198556,0.02613381613880814,-0.040974676426782056,0.04830020488798958,0.12512644534454254,0.05528264674441362,0.06113942394420527,-0.020273014263227244,-0.0504284355030583
EREG,,0.006378009761329224,,,-0.018917995326941228,,,0.04030969187790188,0.01837660462826881
SPTAN1,-0.017172839036482895,-0.05640078891279415,-0.03351187663821716,-0.04999380702500417,-0.08591185920354726,0.029083293591848025,0.05529924601165921,0.05697259100057321,-0.0846600042372305
LIPC,-0.014737471429445433,,-0.016944940060841733,0.0777982373037797,0.09692223029650932,-0.020652571074304522,0.004792187543655657,0.06387259430852461,0.05481120860773056
COL8A1,0.1291629206871955,-0.014114309450610483,0.10671947948625625,0.01136621492100545,0.05937190702124894,0.017635341280855966,0.045057798856924146,0.015834864361685352,0.11218851391229621
GSTM2,-0.03883999510168914,0.028455361387742795,-0.018413433985390193,-0.01957142840448765,-0.03008930463885467,0.058827713441920206,0.09635469412167985,0.12035078811622511,0.06160899003743913
SPX,-0.023835531681803333,,-0.027766189276607636,-0.017988417081670437,0.012905219262556996,,-0.02605264181216889,0.16701393052207533,0.055678552386735046
MFGE8,0.045701062396952215,0.02143448842162719,0.008403097029353391,0.027862625550163965,-0.07853682237318217,0.008740595677066478,0.022760379943876037,0.058824318017803086,0.04244647596921202
TGFA,-0.04411102694007321,-0.005549085466452533,-0.037548981585555107,0.041507887238022276,0.009110944584287637,-0.007870494984372724,0.06260211411280939,0.21775085624514165,0.010075264358108339
SLIT2,0.0279601714936466,-0.005533150781851676,0.036888269737451386,-0.005808030306845223,-0.06612279557250447,0.02572742624997308,0.0069468420512138725,0.014092243280576008,0.006084675707537083
PLTP,0.012175716594731408,0.0492434919469063,-0.031644260193304644,0.09543822935750972,0.12497502454857068,-0.010908154379436636,0.06541148210145999,0.021561914114575944,0.03892994872219364
APOD,-0.021964264915015647,-0.007045628058583934,0.014223650819976971,-0.013516106713352618,0.10415160247838555,-0.02540987470294092,-0.1744290596736506,-0.18011349581824887,-0.0809440742815931
B2M,0.07097342897334184,0.08052863533768347,0.03291635116872071,0.11537669757040242,0.08663998127688906,0.1120890708958171,-0.10959518196670047,-0.14411985028924706,0.00863293810715563
OMG,-0.07165482023050397,-0.011125967333684266,-0.014247899866477658,-0.0546414468267014,-0.048683711774368914,0.027417644201389188,-0.0967932302999467,0.23160097523335818,-0.07980926043156664
CXCL3,-0.029727065680900538,0.05421609621670862,0.04074601538589348,-0.016572457200123125,0.01588708616449938,,,0.03566670246509989,-0.020492088555907485
CXCL10,-0.014348025911800715,,-0.022045271159655863,0.07824123805712886,0.0883366851835948,0.001965597103201991,0.026147389370072424,0.029190958799167985,0.09369885085958989
RSPO3,-0.01576327393480088,0.07763492561402725,-0.010950153890366904,-0.020726461725209207,-0.040630204424834365,,,0.0016447294425409773,0.025532110285322214
CORT,-0.01387207096603502,0.022618241488276253,-0.024556560908230822,-0.03587178565742996,-0.04629191104258652,,,,
NCAN,-0.013731226147136706,-0.008828927061531523,-0.07631529780283591,0.021720561635511712,-0.040424292060187376,0.10081589442126986,-0.04695516062384403,0.14731458612278636,-0.014383250214920125
PRG4,-0.017451822790539574,0.025990354350601923,-0.010807329664653165,-0.01795474696179769,,,,0.022458117051479588,0.08664916830427752
ZG16B,-0.016091974924538597,,-0.012543227809449681,0.058645701718146745,,,0.049386645078869904,0.014465428792497726,0.04971974885564168
TGM2,0.07056350417517925,-0.025808694921365956,0.021446250116328166,0.06432507824568195,0.055693330190542636,-0.019655652670411247,-0.022589268315365122,-0.03554494322273288,0.004058005316857208
VEGFC,-0.02215856094060631,0.12877744120379275,0.03993524743719436,-0.023672206566273002,0.003937572924892234,-0.07101271150409756,0.017209379256862407,0.0052032625834963694,-0.017776642399246364
WNT6,0.05232154532327759,0.12769961630119114,-0.014947928508936321,-0.017656142564547714,,,0.022075113748655836,0.04167416398037506,-0.028896922520811944
NRG4,-0.010688176809574769,0.08587472647253211,-0.013153014592614384,0.11445729305922628,-0.023815524057937024,0.04107759919952293,,0.015228535172029324,-0.05845771347983277
PMCH,-0.012318698967177199,,-0.018224783131105496,,,,,0.036775982335391685,0.0501642130204036
COL9A1,0.009638388313081888,0.051183545357403167,0.007041500911202596,0.1023649722229235,-0.018655739467009748,0.018697059633749163,0.06164325959545043,0.23818047900727496,0.15442711933371348
GDF11,0.006665224690414663,-0.021026170983292413,-0.001590783555325708,0.09334143771673883,0.021012528934446002,-0.04758427814064687,-0.018961293102229923,0.1756332261065945,-0.01518905314971637
RAET1E,,,,,,,,0.042019430801561064,
IL24,,,,,,,,,-0.010188183729697068
SORBS1,0.007754996848581306,0.030451327316807723,-0.024164549955697882,-0.015566347954862515,-0.032775871221661645,-0.003633408540349256,0.006996519825586086,0.05012317651944725,-0.009836071193033041
DLL1,0.02103098587175873,0.009108081791855856,-0.03689712352874033,0.02472284435970868,0.06154826908674236,0.07567233436034994,-0.016858222498135674,0.10237712053122726,0.05470346616559161
TLN1,0.008823131011457444,0.08334371366777178,0.03342404361902246,0.07722741358509312,0.06608514956789234,-0.0038627703023394635,0.0012564068545310606,-0.06640398753614539,0.06351044668488917
COL2A1,-0.01741284431086123,,,-0.01657246283991398,,,,0.021635411577312767,-0.0428200139522611
SHH,,,-0.011230589934515641,0.10426756354404026,,,,0.15684711875309137,0.042973471880204686
PON2,-0.023701996234206834,0.01314839407014235,-0.02253518358889787,0.10494119358335953,0.09745048914447697,0.07964363968460407,0.0040417809052159534,0.1155480763932183,0.22821727672718478
ICAM5,-0.019548851936879844,-0.018870261334142505,-0.017503671517313645,-0.03238421189785863,-0.03727311993040856,,,0.06032423244451347,-0.04308063004519196
HPX,-0.015819789830882294,0.1683646894628469,0.01744840158030131,0.0392810630505504,,0.02901686536697,0.07498434810937184,0.1386482601813354,0.015145607789064623
SFRP2,0.007127424889306149,,0.0768048738899604,0.15782497926242012,-0.02082444209887194,,-0.02735592544621635,0.08385304853205626,0.024949559329178844
CFC1,,,,,-0.01943264615553393,,,,-0.0018477734724215123
CD70,-0.02818702735025802,,0.01749377021310363,,,-0.06367401611661938,,0.0124919915911369,0.048659916639607156
HP,-0.005151318081768539,-0.018775033660342073,-0.013298968818858715,0.04398132406829778,0.008919731076938076,0.005688492892629079,0.007732944621577352,0.09799340978069544,0.02871521532982425
CXCL2,-0.03084526535529875,0.013942926647697636,0.027287693050829228,0.03676657668797232,-0.027153113728192433,-0.038161060202679266,,-0.026454090277677995,0.04707477207320386
NPPB,-0.014970961523311331,0.06746505437668761,0.006985716176881484,,,,,0.04598845870928735,
CCK,-0.054611208039066765,0.027005551502623737,0.02923986679831974,-0.0630848402539416,-0.09755398860004488,,0.02312495501070384,0.06304728214402139,-0.15406975555913738
SEMA6A,-0.07724421016306152,-0.007743880805898928,-0.029545150924129335,0.09741701904783713,0.047949524384000006,-0.015134619079111948,0.026337836679734217,0.11628927699531448,0.11131944495716814
IRAK4,0.04908066560253874,0.07246797352256647,-0.0198822407482112,0.08151475405725181,-0.0344062942899837,-0.010426379281886923,0.08057582393386256,0.15964960039226914,0.09781669922277071
GSTP1,-0.07323403473189363,0.09238858807707734,-0.03263854211546845,0.035283720653834325,0.12072819495999776,-0.09410983212171843,-0.061996910444770535,0.09382239770201144,0.16533763405793792
VCAM1,0.01692562163196232,-0.02102390649841254,-0.07311048604138236,0.09976597452980122,0.04523233826718903,0.06067996732322769,0.10266980949592426,0.17228616499176927,0.01240183905300877
NXPH3,-0.019719688779314196,-0.020307820833979952,-0.017098438745109024,0.02979864892074461,0.06268504964260699,0.08497585930776057,0.10959804577359693,0.1820915046103296,0.16465129490243194
MTMR4,-0.009399397988173073,-0.026617306850557087,-0.017106753274463486,-0.0019845872503871397,-0.04395472155414863,-0.04510701228439621,0.0454699705097778,0.15625219506791227,0.05290572007843052
LAMC2,0.10375024684186661,,0.057445148061045954,,,-0.08408500696858376,,0.05938688606779109,-0.017030921437261013
IL10,0.07108018153968444,0.1412011891296396,-0.028201637195081657,-0.02174677147609061,0.047181850121258945,0.1227044357562952,0.13644070297709446,0.015520417702409,0.08513978634024907
SEMA4D,0.03036767382544775,-0.03544256853937872,-0.0015859333143394387,-0.031954281650603544,0.047420145917040704,0.04018754741692081,-0.0008561241898456894,0.13044312884504944,0.03170937054217934
TRH,0.04505956583730643,-0.024892075751832998,-0.0266220110996495,0.08328420437490121,-0.0302621014916445,,,0.03685621624402547,0.008617463487965542
SEMA6D,0.015774313646962752,0.02183180843561376,-0.01921987265703068,0.06584284205944511,0.07663422925900575,-0.009234084017607053,0.03473702942434882,0.20289828450224598,0.14735087226955434
CEL,,-0.008852460834976044,,,,0.06707807844010877,0.01164710650714187,0.11294430448837112,-0.0043965040307363
PDCD1LG2,0.05505618371435251,-0.002361500700776746,-0.05568734510491898,0.09905162442395252,-0.0033294655131556163,-0.06086906784993077,0.048682972794238485,0.14614816478072074,0.02851747567852049
SPINT1,0.028978235739377838,0.09821073788124181,0.024676509633656148,0.059539326134171074,0.04182428392424238,-0.00506543260705751,0.04029523779630152,0.07678647763780276,0.024698724335348605
CTHRC1,0.03962695652529161,-0.029246346331377442,0.010653197506478924,0.043700468975759826,-0.04782664165606052,0.035837701927123954,0.1064501175994328,-0.009934433788477725,0.06384189868221035
PODXL,0.05770020513305169,0.05059654552874077,-0.018133992015075918,0.11627655364360323,0.007552589266971166,0.0022074785693060976,0.02867567990266705,0.013002689031833657,0.12107289181057199
JAM3,0.03739459513530056,-0.01182304033511812,-0.037628684505542354,0.06720850323520831,0.06351230839375557,0.08315832304924443,-0.10668481805030067,-0.04854428174941595,0.07971176066265206
TGFB2,0.0007354939488268318,-0.005162392446460763,-0.04776022578482294,0.09985202654772589,0.023991174737204652,-0.009537602436832581,0.16022950446946307,-0.022937504424587144,0.025480639502453262
COL18A1,0.062096851801427544,0.013492110757855577,0.016008403425828543,0.11856587805094557,0.08245516232302635,-0.011000543843471032,-0.0623710705572105,-0.12371011997716609,-0.012615128549125026
NODAL,0.004017441020975778,,0.017991646479170308,0.016007942068965223,,-0.00447034580346615,0.1110829544253191,0.03477165555258991,-0.026070198322522383
INHBB,0.013620068503907937,0.09284079021628376,0.015790196908838535,0.08005861641879337,0.1139798235360486,0.03665352016052687,0.01065160143258924,0.21313290164126605,0.06603590275452324
LCN1,0.076588752558215,,,0.011459795425344888,,,,-0.011369724456196282,-0.008093064261576367
ARF4,0.023609792619567735,-0.013792569801362646,0.08272559965967205,0.08868669154309995,-0.009826214483489703,0.1009540783963409,0.025848205835084844,-0.05831474793534673,0.05442788000295569
CXCL14,0.05501397698459693,0.025121458432414517,0.02817536162132112,-0.0103371649925697,-0.04600628767852958,-0.05986652894801007,0.04826971275720142,0.12139666276391473,0.08608163001618463
LIF,-0.01116735611312571,0.04974892040736432,0.08218241323273133,-0.019978209203148245,-0.026439207124580404,-0.048829925398674895,0.019717600058431158,-0.003978666504173502,0.05134673402074556
IL17B,,-0.00406463534683994,,0.058152594307266665,,0.008990571990239334,,0.05913758134827755,-0.021249921384741466
MMP1,-0.016200200440422054,0.019599492163456227,,,,,,0.049452133156544245,-0.006994243234905389
MATN1,-0.015428250183834844,-0.013626030130020044,,-0.015247658629021214,,0.03271870131997298,,0.00480836548827376,0.09705648736063865
ADAM28,0.09905330944498894,0.05563296259721699,-0.0031685293645418787,0.003881731310406492,0.09015781266498338,0.001313172724246546,0.07206858070948677,0.059185274083313436,0.02590276939100784
TCN2,0.08562842426280617,0.10259390442538731,0.027447923748975575,0.12989700042196878,-0.02008864371090338,0.07758388399586749,0.039327810458718804,0.054459484126073016,0.05463441214556177
THPO,-0.02010364880127631,,-0.02278399116876476,-0.029673940714445516,-0.026245491315356168,0.0713391246974609,-0.011742553099029853,0.04061478347718241,-0.06929917012681186
CUBN,0.05098932897813941,-0.03904361807435678,0.014725598904930713,0.060653339803409714,-0.02018194317903621,0.09402345683731846,0.017205674190847453,0.2101270586822056,0.0400544231922714
TIMP3,-0.006155548527157589,0.030876405067980377,0.04046786264476672,0.10267856335807528,-0.03327508111835067,-0.05912394700491665,-0.0024928205282524455,-0.07919513615553431,0.020622314907475483
PIGF,-0.044309767757316335,0.025735361256168016,0.01832371159640159,0.060609011081315965,0.07532250533353545,0.05133320234232744,0.05904662389565213,0.242469051901618,0.06000846853944363
CRH,0.010621324929581405,,0.03346491544011722,-0.022363767086271587,-0.022514876997110737,,,0.08016312023375428,-0.03816980410117946
BDNF,0.015253611393331652,-0.0022733918247697747,0.012879306451510529,-0.049152051901016694,-0.026050531986787057,,,0.09410219480921586,0.15706633929490116
CCL5,0.0021018940506973465,,-0.02841577669478424,0.10063590840857203,0.007658485571946483,-0.03840767235635296,0.0132959443306923,0.05162427565065274,0.08881766009132225
GAD1,-0.05513213935990627,-0.05244190257612742,-0.000681197568920398,-0.05962809115809647,-0.10906854532678857,-0.1085447952833689,0.05050828833534766,0.12388937143851556,-0.14137935094293477
COL14A1,0.04053213968673754,0.043478410192066816,0.07879645491766991,0.03687267134571511,0.05755518756844299,0.04403105990068413,-0.09158000688077868,0.09367159242831564,0.13231310691162632
HLA-A,0.046797865201858795,-0.036266299771288424,-0.011584551198255954,0.10683745557635584,0.06051911041165353,-0.02155602185851555,-0.03603437516482947,-0.07291694615883945,-0.042500414300874166
CD5L,-0.013767274557672727,,,,0.0140333282453885,,-0.0712274331391784,,
FGF18,-0.012456895122096537,-0.024892047954562697,-0.010064150325791343,,,,,0.03779730986531203,-0.04142399721520227
ADM,-0.015139158540597776,-0.03323903683583676,0.027622404824562633,0.08507131531027895,0.021540125753592213,-0.006698860096457752,0.06760206300239602,0.02397652436956005,0.11858579463648239
CCL15,0.008912073893340727,,,,,,,-0.05069664539969324,
GNAI2,0.07464076900857877,-0.023351499355291613,-0.006752014799463308,0.10264704908619345,0.07420133525443542,-0.0012007748200989945,-0.007739256284720069,-0.0088740481046025,0.03512786470611326
HDC,,,,-0.0017479232088206615,,0.10671927945256797,,0.20744119831427135,0.016100997396238777
COL11A1,0.021189570458376276,-0.10516393285100753,-0.043329508686036675,-0.026440938903916723,-0.03324705836376121,,-0.009552526222826384,0.006114219798614548,0.14395379326899413
NUCB2,-0.04386498440193076,-0.04958363079507049,-0.007652385057545396,-0.003562647599287758,0.023006652674871345,0.07025907781565124,0.07116675330371854,0.010958246480997514,-0.05597106355994746
FGF16,,,,,,,,,0.08908044885287289
CXCL1,-0.004252430694547357,-0.024527705323708546,0.0025235687191926,0.036912822461491974,0.024914992007224503,0.021864934187010767,,0.0591380143964,0.03607782236146286
VCAN,-0.00491041502698948,-0.039615871398497635,-0.03013646092236693,0.07823660146176947,0.03436673474607446,-0.036548598965224034,-0.008665768985692305,-0.22378295924610506,0.011201086547626223
MMP7,0.03603832022447892,,0.040943376722226546,-0.01061540774610198,-0.016118676392553932,,,-0.04114277451293217,-0.06923568202579598
PTPN6,0.05957693727803893,0.0032240477406402243,0.027259906294396882,0.11568118074007316,0.09668467564223258,0.02526391706018851,0.02366494526460535,0.13890604997884684,0.046799859323237124
PTGS2,0.06140959465080566,-0.03884710621799906,0.03642759118558994,-0.06054620037074741,0.04551490288043767,0.0176667707531062,-0.0413121163307905,0.04566137614994551,0.057195239590361276
XCL1,0.030067831279100628,,0.04090595519399671,,0.08335206614739278,,,,0.020963043721013663
CD58,-0.0026788268716354167,-0.018780669893314353,0.028782388418018105,0.042982668624953126,0.1502971739764174,0.005480360331093723,0.09107719494708921,0.07285646106110981,0.09544071876901919
TNFSF14,-0.0152011742998089,0.04821431546229886,-0.0005681738334171529,0.08033905523454524,0.05260118604057581,,-0.004795367217965125,-0.004135379945404983,0.03361850171374403
CNTN4,0.08150781499089658,0.008838568821156325,-0.019679399897326703,-0.03769312041778095,-0.0697988167820402,,0.06392670185594841,0.05968469362480896,-0.06633435087484217
NTF4,,,-0.013851467469688336,,,,,,
INSL3,-0.013514693222415776,,-0.010064148351766998,,,,,0.04435040929488953,
BTLA,,,0.019629648426924374,,,,0.13683981197919418,-0.04121551723976348,
MFNG,0.06571663481064903,0.07224951902014505,0.010178276835355089,0.04995968834435122,0.0896837145299532,-0.00797364329325054,0.04155503881259372,0.09505602108852736,0.03728254271637562
ICAM1,-0.02152000170136981,-0.06085502833044047,0.024028089143170492,0.08966696351510553,0.044575406857469954,-0.05536908255016949,0.03030913011315866,0.1322877655081639,0.03437548291491337
PROS1,0.058890405860299165,0.019162373931774085,0.0020649252039992337,0.11068867479848893,-0.03441355425011708,-0.0035444430153872422,0.019988546905570916,0.03976667137835043,0.04116081638353549
CLCF1,0.056651858931363944,-0.0709267424439952,0.031018458731514723,0.003020291736318109,0.023000688001160834,0.003033088475529109,-0.03239589313312364,0.08659077116342295,0.09697582995594087
PSAP,0.06326666746429487,-0.0023043500276569884,0.021413247373620343,-0.04423961168324229,0.01461635135213359,0.013483859849999462,-0.0023308402367751657,0.08161981413012283,-0.1446714119135619
EFEMP1,0.08503036360001816,0.08124676396440779,0.025571215560365852,0.08801856598607423,0.09807086292116968,-0.009540156534451097,0.08762460304977333,-0.013083233345213344,0.09113174388994941
C1QTNF1,-0.0406805670877756,0.012787300683148284,-0.01740495716418989,0.11057281602630882,0.038676139701995745,0.02584911589446968,0.01619882920385257,0.025019183923615275,0.10658947813708737
ALB,0.011081093284330885,,0.04632548813462523,-0.01780601091325049,0.019792311264089632,-0.03468667520683253,-0.026037290131731346,-0.03583366579935733,0.07074997306411952
EFNA3,-0.0036356488487114856,-0.054536050806555034,-0.014186724927639654,-0.06988406950226173,-0.05499827510986948,-0.0034844774417163915,0.09433236423346177,0.22105623357612703,0.004532950360033239
DRAXIN,-0.038059107790772546,0.04580409599126848,-0.05103136555696338,0.012192782362395165,-0.022066160048083306,0.01515688792903026,0.10303146531272117,0.09908112785625356,0.020289247007590685
RAET1L,-0.010528077273435061,,,,,,,,
NPTX2,-0.008006066785396553,-7.236807785837965e-05,0.030247319655364036,-0.07811867725892076,-0.009039149774221015,,-0.009516132276379924,-0.018757792726102653,-0.005483659897210111
