,UKF251,UKF259,UKF260,UKF266,UKF269,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk
WNT5A,-0.051616520370003305,-0.026609400994497948,0.0084217431261535,0.014420848707811637,0.11302188780112343,0.0219671754043575,0.015271987920307257,-0.014440756206647401,0.05589372594063961,0.010631415300656265,0.0211528711833553,0.058702959812331146,0.07055768811161597,-0.027064965832154626
CXCL8,-0.015206871107731708,0.010475865188920774,-0.10187284215617345,-0.01857218437141054,0.004517201079867786,,-0.00047829080847435883,0.09671865793370102,-0.029101913377674073,-0.027943218557849814,-0.07753319954607525,0.06977437242278642,-0.025327219353851273,-0.12324638473771639
GRN,-0.06810824378354888,0.019262452233098762,0.05155004658714277,0.038803402758273875,0.1087779365986997,0.07137432387707411,0.02189031718184137,0.12110379176165478,0.02423626337969577,0.09103854627545835,-0.07042136821952026,0.17386993525491495,0.01149880430632784,0.06588396841285511
MIA,0.008522232609362216,-0.013038237164483915,-0.049597961580076975,0.08848409228062998,0.04659103281873804,0.1087313153178125,-0.06979497447263118,-0.022936612852247962,0.03375439423367813,0.06937466154517181,0.08384110318195702,0.06195350768081345,-0.013648468339268156,-0.05811232038163953
COL4A4,0.004387347819206448,-0.028219601488066338,0.013990850167052765,-0.012422789901041367,-0.020511577691683183,,,-0.04001844324494041,0.11904897957921305,-0.02648264360185351,-0.0004300181915226886,-0.0294727010914362,0.08573902073416027,-0.03545561393099252
TAC1,0.02220715073524844,-0.04375544410954767,0.07476849975604699,-0.004505265345017273,-0.08548059344748475,,,,,,,,0.02516280994287348,0.035703361942366535
RARRES2,-0.044030047007399646,-0.009670765111736406,-0.04835241673209871,-0.019591518960531164,0.07433926251680781,0.01475725660334476,-0.0815668083150434,-0.023566674287188068,-0.06157107727454114,0.014602518004448345,-0.07792970365329796,-0.013641819094133383,0.03516182323668021,-0.09764254263418887
FGF7,-0.01833068390693231,-0.013635985954172892,0.014574082151286407,0.05131722784478308,0.02112110398045099,0.0034081379840803566,-0.021309639435158984,-0.012690020056412057,0.14513065625713062,0.004114653282311277,0.03017020058898682,0.06877213775452186,-0.03146300044265241,0.032957007525559176
EFNA2,,,,,,,,,,,-0.017366337930677555,,,
HBEGF,0.013015227729135334,-0.001393034462802714,-0.021114056486602334,0.013905115628795733,0.12582383869826108,0.13454280113143102,0.14639784821970941,0.05521348529679245,0.09547978251787814,-0.0036240390706716342,0.03802747861700905,0.06091240796195574,0.008996648813073736,0.028566119130110208
CSF3,,-0.021519724699981445,-0.02712140373416879,,-0.004262070466461602,,,,,-0.026706865938189755,-0.061198586385034406,,-0.022988338574946296,-0.03729524916993776
PI3,,-0.019897188832802407,-0.038371848917779124,,-0.008294912259576256,,-0.04780962343964895,,,-0.09963301373537849,-0.13425606675212165,0.1766092761016327,-0.007320986221532942,-0.08991366227963354
PCSK1N,-0.004575320258956423,1.159708859970392e-05,-0.048900723626245285,0.054366834832916024,-0.0474548413955971,0.007912162443348698,-0.04807287471810997,-0.05103696790525801,-0.009174653698278388,-0.10528703737626986,0.011219462263602143,0.10602576707076816,-0.00026235017785475795,0.09920277045771476
NTS,,,-0.02715097466035813,-0.01516540390971541,-0.0266729604817089,,,,,-0.02979089128100009,-0.021157587272785525,,-0.0024471393890602385,
SFRP1,-0.024809679651449007,0.02111466988476379,-0.021392358187866087,-0.020465883103915693,-0.0210001414108668,-0.021415649056071805,0.001980843561088387,-0.036087997683809395,-0.046427893012255854,0.015843087082341174,0.05277718720515063,-0.05481764932435167,-0.01195891135757843,0.034447790558978605
CXCL13,0.06622769143940106,,0.029953271156150898,,,,,,,0.01489790185567716,-0.0073357463583666365,,-0.037498763994038946,-0.030251513223287625
MICA,-0.001225603408679814,-0.011637114194356002,-0.03345208978837998,-0.019569779338548116,0.07787662558838186,0.16223476179126253,0.0021675462770754713,0.004876590078593572,0.15940198898541844,0.055061628578947065,-0.005079145396966285,0.11185315523744435,-0.008625880953730515,-0.023742680141421908
TG,0.09065092669458813,-0.00025328623038087743,-0.021228290426114252,-0.017504873913601036,0.03274908478548143,-0.04368971220409585,0.0736370885259618,0.05100376039057401,-0.041414652548802715,-0.007952443797231389,0.0374620113362799,,-0.018919755899343405,0.13672178475358646
ADA,-0.03185290457672833,-0.030318091024398034,0.046941891035030665,0.043082936792286454,0.07091216948977236,0.09354472035336939,0.07136673753399435,0.06092035268648295,0.04918435057816525,0.10394158917985981,-0.06322264657366758,0.051130542142404596,0.022822367314319934,0.022835496819716968
LAMC3,-0.027418510397418272,0.09087146132024349,0.1686737912270878,0.06484977610673075,0.22708579929008155,0.11028595080178337,0.04612893641727551,0.10099873595218237,0.06787739384232909,0.16927030512121463,0.1040031329270874,0.12479311827039295,0.11428404898739279,0.10221056351849582
CCL7,,-0.012291346084341797,-0.028107418695110534,,,,,,,-0.03761525777987345,,,,-0.063153008373839
NGF,,-0.02816261323641437,-0.03000174399960584,-0.016704344818757634,,,,-0.03770346076273119,-0.03779849582365067,0.06277936002669246,-0.017132905132014434,,0.0076779486734258095,0.06322083792494118
TNFSF15,,0.007822847090549348,0.049090819186268626,-0.0202827367545614,,0.05098411344608458,,-0.02237430511991723,-0.0381732849761726,0.05011352855435672,,,-0.01427536359396378,0.05066611002525514
HMGB1,-0.06791628304603765,-0.018085007061826947,0.03405783477105187,0.04423156676690598,0.01843069908616635,-0.04173454117143749,0.052413434039827296,-0.039817472112449466,0.049710718489047886,-0.04393126804980894,-0.03315838424144561,-0.09650608182839869,0.031264479437296384,0.026646342512727565
ITGB3BP,-0.0023787431282421287,0.027974596413659417,-0.026784599518921707,-0.00301679258207357,0.07822570773697923,0.08683773603763939,0.035315103948564235,0.019272717414305855,0.062147012103791824,-0.004978484180590504,0.0014808083074096417,0.12103879018150662,-0.0018052559870051356,-0.09092770924577476
AANAT,,-0.012453785184560981,-0.01875162891267248,,-0.019574757934655584,,0.13015187535460826,,-0.026491955093665098,-0.02016694871526952,-0.023370387257880352,0.06844335859797525,,-0.022772433208520335
RELN,-0.025957997536396646,-0.007886471994895413,0.07380392418893732,0.05037686706275592,-0.057438481557233356,,,0.04117354834982404,,,,-0.010393862870153378,0.13647339794759564,0.06724454843524488
IL15,-0.0030148375063683078,-0.018874047656878463,-0.05937306546141139,-0.014432372995637448,0.04843938565368786,0.06130462991466356,0.2155140711275048,0.1284509400888948,0.0392769868225156,0.024788423183638428,0.0686480622548798,-0.030581060157911878,-0.03482200534724891,0.007313612833961968
UTS2,,,,,0.11517842196088414,-0.020883952343172803,-0.029609868113339828,,,-0.028101229486160742,,,,
BSG,0.008633779761638776,-0.02078742219793237,0.0347294492451397,-0.014500771877646527,-0.0034097289990326794,0.15895594319352252,0.030785984270628484,-0.019127987844491816,0.04452055008516492,0.01270049682512717,-0.04920664516244739,0.13637591598130372,0.04222509016269262,0.02230602105067221
ADAMTS3,-0.0029791381304857317,0.051690726149013905,-0.0026326258171481946,-0.007550187916811194,0.09906780483085664,0.15396336834798963,-0.03433790807086361,,0.1020869515966391,-0.009266289616986724,0.05826646063440118,0.06432327991299847,-0.014701843700869438,0.030820293118578035
CD34,-0.028904006999416088,0.11688645813041401,0.08111249223811663,0.10431124433083802,0.11798607542742162,0.04755181871966747,0.13521971800676805,0.08658875929210745,0.04125742101550916,0.11971236299964956,-0.015085621138160655,0.14014797441722418,0.10781634890051035,0.05034812031957645
CCL23,,,,,0.08434341998855904,0.06798497367682749,,,,,,,,
PLAT,-0.05469979735104262,0.022661617331454012,0.11090138333416644,0.027857647726312686,0.16163625239059973,0.07136895235087014,0.09597991172566911,0.12185913488435465,0.06942071298837302,-0.006897753725797231,0.06332957546924158,0.11938872816007035,0.0762507917017223,0.07321552224443324
NTF3,,,,,,,,,,-0.011785130612292994,0.0336561926456854,,-0.03607287483113372,
LTA,-0.011338933128364283,-0.015753493567034406,,,,,,,,,,,,
CKLF,0.008692240380024913,0.007679351813222416,0.03129713587061957,0.05640290214359659,0.0977180390169399,0.044449937101350104,0.04168270850425372,0.05596142911257887,0.0826451529524274,0.07004527184048658,0.0626267765339398,0.037838826048483466,0.035240063601747876,-0.014335437897992158
CD24,-0.07555899297523924,0.0073199990633192125,-0.0042047188564121605,-0.032932345088982136,0.014041309129237572,0.01630149482898104,0.007147142984405196,-0.06405106931284614,0.07431612531469965,-0.02532679633139176,0.02481864302853326,-0.02751593973700246,-0.07726721125420163,0.029900681530317257
HSP90AA1,-0.02902329939244798,-0.016256008292371272,0.04102550527987284,-0.02101570954541479,-0.10751118351550226,-0.026820537116524407,0.07307530187441925,0.02574546236800802,-0.09689256629731167,-0.06740149351985812,-0.10662236581673043,-0.027777664967076298,-0.041165484506870596,0.09215458716298733
BMP4,-0.01201993380439068,0.02245653598255884,0.07510135220685672,-0.0005213679958205895,0.005126695629098857,0.15831218949340753,0.18472477965145276,-0.020685062704835857,0.15944585470247394,0.029960764745802913,0.04194592436458546,0.0848802572383438,0.07168944529430453,0.042593644983889165
SCGB3A1,,,-0.02233087515386005,-0.01842317938440602,,0.011209759820460831,0.054357750574898944,0.017461237153097137,,0.08916829072240232,0.015985705779727598,,0.047203467569217665,0.08265362633625621
IGFBP4,-0.01541385126563563,0.10424955986623513,0.05340788097590768,0.01323328837853536,0.23704606625556854,0.1179492386455557,0.15033971671155433,0.20585967915824593,0.11129863215141687,0.13577555822646528,0.0074378808187568314,0.1614322434970149,0.10657438439243638,0.0596662583332146
RSPO4,-0.0005128106534276938,-0.011285567284595193,-0.0257734599266045,,,,,-0.05014092816676529,,,,,0.017450554273627163,-0.02871513623930478
LEFTY2,0.04491717042524507,0.0007521502640893393,0.04457724842250466,0.06674759077074456,0.1873918985054354,-0.02945571368636981,0.05406022899298704,,0.09424754361868799,0.06186098271540219,-0.01996816845975751,0.16307416762135163,-0.027150989274334646,0.14045975001401548
PF4,-0.010314300802446446,-0.010723957304631267,,,,,,,,,-0.01591745104105193,,,0.1376460866412523
ANGPTL2,-0.029940856649427177,0.01253057498217445,-0.050795955758656634,0.013514997988960841,0.14014121780432395,0.19843998550402403,-0.014405896927390109,0.08651089246609625,0.004822611940720524,0.08137100224064164,0.06714190082220073,-0.040587413805021864,0.069601933477987,0.06757074122696534
LRIG2,-0.05037939224971606,-0.04248456953716664,-0.04661408242703953,0.008492788338060196,0.03741748719608245,0.09467097657221604,-0.10569027432914224,-0.03616511455442871,0.10748756498238361,-0.023327548448311784,0.043854147362458885,0.03643253637742318,0.002613781416262877,0.07367238930216267
ICOSLG,-0.03867963932801433,-0.001937294974648048,-0.014864346961948306,-0.007960369072024753,0.09734561562880158,0.08376090847450714,0.11842739758413914,0.028212956112717125,0.07249670722354687,0.006758236749755302,0.06235394875045661,0.041876972575365205,0.01918386999983045,-0.027211892129619577
WIF1,,,0.0033352256481379975,-0.005347460855239719,-0.07681590479455144,,,,,,,,0.12353630196157221,-0.041276359979232104
NPPC,,0.05477240590968905,-0.019913488267755654,-0.024535124964854584,0.004917623317974321,-0.01049559004739982,-0.06737496943983869,0.0030015606585982475,-0.009822933138355427,0.05411655092244426,0.05296012686578691,0.04871771753009683,0.021513743191714615,0.07186341787703661
LYZ,0.002582623257477348,-0.05884033744615701,0.02525313449743919,0.02024564780448949,0.07736435419957235,0.03401061167078891,-0.027876594802353275,0.03881005299154475,0.10340245161105942,0.015503716819639113,0.024068733238436495,0.05335911086966482,-0.007028289830352494,-0.005654420431052115
EREG,,,0.0055225238561734695,,,,,,,-0.056155250834353555,-0.017863761997322397,,-0.024866660107190738,-0.006662986658786262
SPTAN1,0.04819958585912456,0.023604336479699776,0.002664505796816916,-0.03784433369634635,0.0048524767803453835,0.0752565795756121,-0.03126220929926958,-0.038989658713025635,0.0034633123629163867,0.04271286233135295,0.031201603022209406,0.07121269759598928,-0.022568301007448853,0.10858631123899033
PTH2,,,,,,,,,,,,,-0.03175089391854905,
LIPC,-0.015523573951088505,-0.019271749968372935,-0.024952951277773496,-0.022380909862719747,0.030293655587857553,0.06360720374938864,-0.048574962773799066,0.11525799367288973,0.03351876756399424,,,0.04091210762504526,,0.025110971337894788
COL8A1,0.012765170841842954,0.013022543750421542,0.04376230205702722,-0.003772265439814653,0.0723696073482367,0.052535267377337234,0.058615470680178194,0.045856742503865316,0.10198164853294084,0.01889271293607922,-0.017339246094280135,0.1143502798327968,-0.03805143079315565,-0.017609200259286497
GSTM2,0.0063046991485668285,0.018163498761586544,-0.050525950280449934,-0.012204514724522752,0.03858586696893081,0.03535338977934571,-0.028207160023674543,0.04755197519748773,-0.005970616717345369,0.0717492029075897,0.0897941296676104,0.015358589730217063,-0.0072770662393895815,-0.03382246299992644
IL4,,,,,,,-0.02186118298583247,,,,,,,
SPX,-0.015500812548330863,-0.021715588056876678,0.09338037653059401,-0.03516877590026682,-0.037746814015833595,-0.03205418486409886,,,-0.02930413057521772,-0.00337186558651226,0.0005707005219967206,-0.08417640705720043,-0.049132611812484746,0.040741799313605324
MFGE8,-0.02754612851624901,0.0704587295812951,0.04410209082182596,0.02315950914729966,0.08697788643530176,0.1377019202323406,0.18513623025537398,0.1225593510680449,0.06716422733214959,0.04385568662816365,0.015582435307216551,0.13403097898736474,0.10141235024467232,0.06653465588951066
TGFA,-0.0024185505148103426,-0.03727211114686616,-0.026994638369490728,-0.01995731872512407,0.07739519623889231,0.10467894418010686,0.05864868732006709,0.002193453777733202,-0.017062216440019647,0.03583513338282849,-0.02150917889144117,-0.030061600916773127,0.020018673554646666,0.025600807328573515
SLIT2,0.01230948063227168,0.06866536828474472,-0.005555944892241918,0.07076996812159282,-0.0005703589484169857,0.0707650774473931,0.12509160652424986,0.005367505098990007,-0.015729469136542232,0.02453379929218307,0.07114247749987182,0.04436330287341847,0.03519704378696709,-0.01515403971098245
PLTP,0.03129934202762035,0.015475043760459576,0.03689438951653832,-0.012469963580288863,0.11024945966478635,0.10206924093520728,-0.06250035733043349,-0.06701519413917091,0.09835421078084433,0.07463839495741337,-0.08677440728020618,0.11078455852163714,0.030149531779342077,0.02476942568753293
APOD,-0.0071672979718416996,0.040423092884478144,0.030337945412128656,-0.04835119735353596,-0.03176408794013513,-0.14410078041609822,-0.026501314738809335,0.05252402922809585,-0.1054275885220166,0.08759212596383079,0.10511652684905562,-0.03468562424494405,0.10584133191137751,0.034872596996419175
B2M,0.04430194105256419,-0.023494400167929468,0.0589990162653489,0.007981113760353875,0.15697761468968033,0.15869979441281734,0.13571440490315112,0.15318978967420682,0.08716183451952601,0.10492976343203775,-0.008656605239334347,0.09939490373585444,0.04263091662894523,0.03721125783813645
OMG,0.03767262017723938,0.05289961538037142,0.06441425575962716,0.0038943390619921433,-0.09109444844746767,-0.09491242507361707,0.05286251747434974,-0.016920945710963087,-0.06469942713423713,0.018078964060276047,0.13489973078239956,-0.09050334802912009,-0.034879007706191054,0.12288636871321511
CXCL3,-0.021205220856254068,-0.011638405752292157,-0.07569242359866236,,0.005284334332058894,0.020836449535877787,-0.06817691613120078,,,-0.04717828675606936,-0.049712558858251425,0.05545946896556658,-0.012343545384008371,-0.0796712955852679
CXCL10,-0.023516952395923323,-0.023790588187330593,0.01170113933146449,-0.019727418870629457,0.14050449498120382,0.020395022590870088,-0.04787837951832008,-0.014490780607293816,0.13642130910373662,-0.03884257922859911,-0.021349916259213828,-0.039524836128051154,0.02712534268160601,-0.03090271948587895
RSPO3,,-0.012453784264367258,-0.010613285720155172,-0.04790556411610622,-0.0321427904680287,,,,,0.05899220968579213,0.10094017073102432,,0.00018186021900351953,0.028819932839290456
CORT,-0.018420688084271893,-0.016566427295946234,-0.01750295956483746,0.05566097311929091,-0.05563030030824857,,,,,-0.0014370086577853648,-0.016656803492439646,,-0.03320436047076494,
NCAN,-0.07315823264629182,-0.02398663920169941,0.06948970126309598,-0.022721236523402168,0.012264543475093608,-0.11529835375666242,-0.0091518645963511,0.1027491443046896,-0.011446059434046339,0.005790999053042936,0.12814555600428246,0.04967932778248584,-0.06265036122450994,0.11537907008878551
PRG4,,0.03422069229386382,-0.01786621251378603,,0.014935503632149958,,,,,0.1693985197799827,0.04556065820041855,,0.01634504898420034,-0.03130884939915253
ZG16B,0.04020852688572389,-0.01426561258240583,,,-0.005081202072332209,,,,0.23319517491535421,,,,,-0.019189851968463085
TGM2,-0.013855230965513884,0.04776637893096879,-0.04559617376594724,0.09916718944099721,0.12422275831609998,0.11293218431318126,0.03020324992637875,0.07195380791978095,0.07590866402240655,0.04336502490848325,-0.016645626335263026,0.08774337319040877,0.08944145507983249,-0.02534532935003717
VEGFC,-0.01593695265042159,0.03335722406039741,-0.027502021349261614,-0.029586538731640792,0.008783274815693588,0.0783381505433455,-0.0526350905659913,0.1496345895766157,0.0542420285402855,0.015768357725332825,0.014236156135415257,0.016797033503742915,-0.03407448414546151,-0.067382658945848
WNT6,-0.01147819278030465,-0.01700051695284808,0.13921864225805256,-0.014803167763858783,-0.027381310831054145,,0.014424228210496057,,-0.028007129190043573,0.030187423850298017,-0.00399328402721944,,-0.011554577932509207,-0.01982887445445743
NRG4,,-0.014959132794160702,-0.025448083315951144,-0.0181218138796936,0.023457231502896365,,,-0.040018399101058505,,,,0.13059182505693778,-0.026364211442557108,-0.029819585847978503
PMCH,,-0.006938370589152909,,,,,,,,0.057598331193979384,0.06431235529752828,,0.03323729501292961,0.13867785229147578
COL9A1,0.018996708183139338,-0.015623722400325285,0.0744443823160859,0.013152533832831862,0.06742168168167596,0.09122493061990532,0.09080291512842542,0.04107345511399523,0.12177627830934798,0.045939052286862944,0.0594915236003203,0.09758377639092118,0.015140052601139367,-0.06793598132785368
GDF11,-0.030186651258097403,0.026870372576347917,0.012535729946475971,0.03295689449726172,0.06208222617879838,0.10064889428623312,-0.055833267178730724,0.029801668312365564,-0.07049552905391915,0.004366254376004254,0.012004131855195194,0.049267232362306804,0.01931649683800929,0.10464732573833932
IL24,,,,,,,,,,-0.02850584228629954,-0.01566365537693202,,,-0.03333730497857738
SORBS1,-0.05024702678999587,-0.007846285542903078,-0.01963825598188972,0.027542965258320562,0.020642779326241253,-0.04120227405938689,-0.042077130326732985,-0.06714794137981743,0.03674369281227787,0.010405633027989929,0.006167074880293673,0.0031835489257547177,0.004904879885614099,0.044593518768495634
DLL1,-0.010009406170949427,-0.0028874299841557035,0.02523742073965726,0.038843646991307525,0.06403318517504789,-0.004828447739499141,0.07155036212317768,0.0901792906427774,-0.0012102154895774035,0.1010419796516324,0.10582039611725426,-0.05287306669000805,0.06594899231712277,0.05598935573345599
TLN1,-0.0723149466872363,0.006164872801544862,0.020019923631180683,0.025626183780006653,0.08663639818853978,0.12968436225430655,0.06132343297615276,0.10296796878037252,0.027450005521815517,0.04086462318650515,-0.06327078072027546,0.06429647591806983,0.08760428343185532,-0.05259729107139214
COL2A1,,,-0.015957238111306428,-0.016037389977284714,0.005014365003297466,,,,,0.02099092125053442,-0.04082427754180114,,-0.03197790302308896,0.048028797538313066
SHH,,-0.012772728639829723,0.031963795671547834,-0.017504875784936282,-0.020203896731728687,0.00021456479949089654,-0.004267285285506272,,,0.01612512683213057,-0.0029837831574875905,0.061030282642635554,0.03703732535758974,-0.05433459090252786
PON2,0.04070006830129918,-0.0029602405274829924,0.0010366625530152007,0.01321005057201603,0.05884854066275022,0.10608787817501526,0.09482451804778928,0.06387713996069697,0.01056350946455653,0.07046965588555561,0.05373174065369699,0.06629532090834112,0.021800499948186405,0.0023523541882633134
ICAM5,0.07486356192148193,-0.019907204144659744,0.045206828203007414,0.012011851683680302,-0.05022173834133308,,,,,-0.002976668615662335,0.050987978613109226,,-0.014953235556406095,0.07932352249153769
HPX,,-0.031077786414785143,-0.04526948138540671,-0.014803168762436923,0.09109226703762942,0.028268651455157178,-0.027833923673190302,-0.013081756214401065,0.011376721012450302,0.007598028259062378,0.022515476796268863,0.03250017764916518,-0.04201733851282195,-0.02321035822863619
SFRP2,,-0.01454675374194757,,0.006596224414328107,0.0717519522043996,-0.0358259832857362,-0.021499084232131926,,-0.02007080522370528,0.06453969227771245,-0.019699225718380012,-0.017940433217891093,0.10434421460037573,-0.0006679661937423121
CFC1,,,,0.005638606259313069,,,,,,,,,,-0.026385641586306047
CD70,,0.0726491399415696,,,,,,0.07399431544675288,,0.03277935687896195,-0.03709637721164798,,0.02483631464319116,-0.0523845758073695
HP,,0.003525164664886435,-0.02020623880402163,,0.0966170875652046,0.06578361947094843,-0.08446155876333433,0.03909533205966316,0.10654823283713295,0.021277359831041967,-0.040415607790210646,0.06633368174153606,-0.008156641328301023,-0.016952070092712147
CXCL2,-0.016346165637626635,-0.05232052043784567,-0.0831733087842305,0.08884302115365497,0.07542428347177513,0.04835713907482037,-0.06574317633068151,-0.039424550510838645,,0.025321008110751345,-0.09462111827428146,0.018612228591487014,-0.0532465072660688,-0.047933305149824246
NPPB,,-0.03209988883633818,,,,,,,,-0.03400380407177552,-0.04566358676262386,,-0.006615256852700147,
CCK,0.03757832505843243,-0.02812609241360951,0.028530177481342914,0.006298893839470395,-0.07490639835655825,-0.047341147403753454,,,-0.03665439503592292,0.02084601226541619,0.025329679067222742,-0.025360531678680517,0.02485803013372101,0.1367748179857414
SEMA6A,-0.003407546951694404,-0.06479487390901027,0.011480673465378254,-0.001549795529249967,0.04324345260132787,-0.032095582242799625,-0.009148334301561081,0.0074031517066551105,-0.05503207520149088,0.01704665235246694,0.013266487152180595,-0.006667748321008861,-0.023118448182486446,-0.006370554309750213
IRAK4,0.025059823685926835,-0.048987301781597485,-0.0016854891981564215,0.08683931846314286,0.13476174556585932,-0.013954779574346411,-0.06735243310908733,-0.10183762457548615,0.004555126172844801,0.027505692383980807,0.03623858446721082,0.11326366447911848,0.05952955961265883,-0.0038250508208198556
GSTP1,-0.0723159389961775,0.033729753609440145,-0.022913882841113904,-0.033247479517726136,0.037335789442410956,0.015091168233487131,0.00364225672959854,0.11798010212163096,-0.016289750674717184,0.0036749396161214467,0.08596364146394311,-0.025101283112702533,-0.01418742954714014,-0.06521970958564471
VCAM1,-0.04404208683622279,0.02099830705562782,0.027285484567381144,-0.05089197402193214,0.12361023393035026,0.014680043218434665,0.08153062669699288,-0.04107258114660187,0.04803191343930303,0.01939469738536127,-0.06082959394088331,0.06038065457913182,-0.01479358935612435,-0.05069716342727185
NXPH3,0.01736034317834544,0.0018699439794203567,-0.05129138111301278,-0.010693384086657863,0.04666353079868772,0.0046190580269716685,-0.05192256077296329,0.04093521518606975,0.0727128339662528,0.009405178207955448,0.030706747299702578,0.05677687429771292,0.07124603441564699,0.0036679017957337626
MTMR4,0.028052226793839466,-0.009402415621875783,-0.04422428598948705,0.011985457748849212,-0.04553124449134517,0.19155571615726358,0.025446308406205192,0.07429243366804157,0.12623363345519453,-0.00858789875574336,-0.008929049169962634,0.04159106729782121,-0.046190372254871194,-0.014797431777631383
LAMC2,,-0.006348444088079997,,0.10568308151016426,,,,0.05932912937898452,,-0.009173702233141777,0.018964922097100625,0.055150117241349245,-0.014733999065294764,0.039885876404906206
IL10,-0.016440464447524134,0.026944878799887457,0.011599136814529913,,0.011905054423586938,-0.012020389895016139,0.030859535348907445,-0.04322249528214753,0.04840719990842947,-0.0026677474138126437,0.008187900863264893,-0.028979720076012017,-0.03669067196205867,-0.038953901419582104
SEMA4D,-0.043794481915193126,0.00845799339014359,0.009369047270701704,-0.07630551200268076,-0.05126061410584207,-0.007839851244209294,0.01202511177816722,-0.008224616441401492,-0.07108382431491186,0.016458446486468666,0.07279952463928253,-0.08044493310330304,-0.06462711676208285,0.08514900295966546
TRH,,-0.03027763684766958,0.007004427075207352,-0.027747171319092646,0.07771073045568395,0.002641286363225542,-0.06518808403043606,,,-0.003543717103868866,0.06933372886089809,0.13852379329673614,-0.08046430249440911,0.011703747395680308
SEMA6D,-0.017371539958999777,-0.008019465365374236,0.024850413774326213,0.007110780851141754,0.010856208035630201,0.11733120261362376,-0.020127286599030715,0.025251146521494766,0.04136168541347536,0.03568977313992249,-0.01679141171080368,-0.0071949650090231,-0.012647944965750633,-0.024260459150442473
