,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,0.030923580030499134,,,,,,,,,,,-0.02071950233116324,,,0.10457029101938427,,
BMP1,-0.027665740325396704,0.06810414377027164,0.022587379005944545,-0.0008645980315542119,-0.03164876782973163,-0.03532878747075435,-0.015588535585515872,-0.10767906703588352,-0.006707396779493471,-0.07020716884745318,-0.03177419426867021,-0.14440197474607733,0.12648523264580297,-0.16649460860747942,0.03432933112702724,-0.005308385782567515,0.016382298038679445,0.05973682473086179,0.03313303565832339,0.04093979213130692,0.0015905743022829268,-0.06999691874107307,0.10460392347088676,-0.021827052091756227,-0.0921359931546416
NDP,-0.02703250898126647,-0.03793792725057517,0.0025309725205787197,0.09435105129993193,-0.04233041409084117,-0.03481070157167479,0.014145272051849794,0.06612430755356245,-0.01650273256675288,0.06588446438428187,0.019694922129977716,-0.08312999765220684,0.029799945663062002,-0.010883793846326198,0.16309517287828326,0.10776213247110679,-0.005458474878172492,0.14657535776478087,0.07313130692806982,0.06527263784248048,0.013962708187109431,0.042766343072500344,0.016291154470230065,0.0932966106917367,0.08691578958522794
TNFSF18,0.011926290347198224,-0.03274061957760064,-0.0009044631562511729,-0.054943901921678376,,,,-0.041423142570393263,-0.02866834406569061,-0.045404484989770386,,,,,0.13026990723869813,,0.0018820827592736704,,,-0.02136765703343554,,0.022785311893700266,0.05407761180179792,-0.06898618527948173,
IL36G,,,,,,,,,,,,,,-0.022211515486894845,,,,,,,,,,,
RTN4,-0.06350208514620999,0.14984739720074772,0.019888331281623508,0.023604681220703267,0.05098344534521806,-0.01899660669464062,0.11000810659287612,0.2508126297565059,0.057264828781212744,0.1074724544771154,0.13580134533914115,0.4293574600389844,0.0138655009272277,0.25420472732910754,-0.03515765384177084,-0.14796692003898043,0.05766242468478411,0.016115392224850568,-0.043387493464769424,-0.04775804020089941,0.026983805411559706,-0.06975313026838303,0.0482669002327631,0.25386013855106215,-0.03605878837367619
HEBP1,-0.08213136423775412,-0.04186670040940431,-0.025200007026217806,0.06581010704820572,-0.03511251534577264,-0.008947639363083886,0.03479867100097374,-0.09436118706137174,-0.008939972736556225,0.04888901868342939,0.012958636519330158,-0.16464055802864738,0.11034890758664383,-0.044002062432711,0.012450603800815722,0.002388625818918738,0.052409593580500576,0.06290442702921588,0.06526494894803396,-0.043681676572578425,-0.0612091014090248,-0.014559551122389387,0.08203551978686553,-0.03474722397216019,-0.03550125547489473
WNT7B,-0.04077403126434367,0.07355836866283426,0.005575089176536168,-0.010427276840902389,-0.027483473467422945,0.02412045542276459,0.1009951391519715,0.06458713559598746,0.02504599821168314,-0.04537829666327588,0.03988093996188447,,0.0896034568432758,0.0733902938263202,0.04403535085619079,-0.0879101123995115,,-0.028193752402392237,-0.01176746443817408,-0.022721326547290935,0.017908616624685677,0.04725074582730941,0.1310242079733739,0.016829903290085046,0.020476600665635912
PTMA,-0.043377570366013335,-0.06194953102595742,0.08098554174051074,0.03044065053633999,0.11576580536082404,0.021222704501929576,-0.06615674045285054,-0.2312427697039657,-0.09871421745268011,0.04955012836749953,-0.1153953360925055,-0.4598295226275878,0.1148132027881968,-0.2927776997399624,0.00038346400483803544,-0.15307313299967046,0.00023898147040396094,-0.08721676208987592,-0.11033181519785298,-0.14005946357133955,0.017731693249259935,-0.041700886178895315,-0.04401510344205316,-0.10656501235781846,-0.15538523332665916
FASLG,-0.040774042791057855,,,,,,,,,,,,,,,,,,,,,,0.01667781363424328,,
CEACAM1,-0.0025419889712498026,,0.04083738043029163,0.07087422848231954,,0.04764385028599686,-0.03127700087834139,,0.034798558969661005,0.013788173420048106,,,,,,0.015461616757598377,-0.030603774821772456,-0.045195082326013554,0.0039498579038573026,-0.014713380871540758,0.07866046589775004,,0.06755184975547895,,
PDAP1,0.056956405613530464,-0.086879047538305,0.042169691577287644,-0.000864572309182149,-0.053937639943898774,0.026999525942538113,-0.06178869426905915,-0.14185226150473115,0.011532339748821188,0.0017936958564679045,-0.03811471121739568,0.025488873175285916,0.026773067786709258,-0.15084187634622362,0.05605942344217836,-0.007215624373901848,-0.011554397629896723,0.017379007904343026,0.028294128007979695,-0.004349792280575889,0.04649406336027172,0.0673036836864719,0.03306667214437911,0.02775820259915308,-0.0101776017163447
QDPR,-0.07334654400373056,0.05647490043756991,0.06510656965886352,0.0027487654328400106,0.09066519588846224,-0.024424442221176883,0.0963258754342178,0.1352254920556993,-0.053872198188961176,0.13778094207923788,0.05163228302619626,-0.3411830035366926,0.06275861278371554,0.10598034049051461,-0.02402244702498383,0.05267159534824358,0.011560571534897077,0.01605417060722775,0.07076129096003253,-0.06530925323829276,0.029119633696075144,-0.02542646070621238,0.1058736261699437,0.22308928764730673,-0.017856774284457155
POMC,-0.01327326175987969,0.16252315970970613,0.028026133911133743,-0.031932134760058295,,-0.031829956343217405,0.05595048657057207,0.06408905574946047,0.023174319177630933,-0.012181071458612525,-0.020516366998576386,-0.07565363248394721,0.0017891641191242235,0.09609453375779346,0.07727853591017995,-0.07230439126348945,-0.05234132714223667,0.026737171237677403,0.03463053686027587,0.01467357458484466,-0.018545383560972274,,0.06918385468348645,0.03513870940882882,-0.008356561848671265
CCL18,,0.07518957248656682,-0.06963556952572932,,,,,,,,,-0.16776926644010412,0.06471065447409494,,,-0.05096391209908135,,0.023240843855447828,-0.028870564043216192,,0.05055569098918286,,,,
CCL17,,,,,,-0.03131559950628322,,,,0.03267937041912331,0.023560495589618674,,,0.05362500368979499,,,,0.056256747453876946,0.018078700373413588,0.08328275563960628,,,0.07296197788118591,,
VEGFD,,0.05902344930654476,0.0626277293868793,-0.007281965998634751,,-0.015256249322380486,0.07193764893511809,,-0.01303511357400505,0.05164907346111534,0.004545871515477279,0.09050915915338562,0.0027188151772117733,-0.02043972323617135,,0.02051655247331369,0.006650405978872284,,-0.009845920680332243,0.045808189119469156,,,,,
TNFSF13,,,0.025457210906551585,,,-0.009460386934156973,,0.0720823832682503,,,,,,,,,,0.05070013655870862,0.07180832821589296,-0.029294450536082806,0.010642113687149166,,0.04420982850220583,-0.023207093463080652,
WNT5A,0.0703319283263446,-0.07332090040025589,-0.020830507497377842,0.02998221279157778,0.03337267031793728,0.0019871465756099646,-0.0084437099550744,-0.12903115571607307,-0.010340545756396587,0.034276754608983474,-0.061439775910578295,0.07218521721992356,-0.000520337127015617,-0.11022088446641914,-0.06375919506779867,0.033985976017100614,0.037436459521258715,0.09542088081244675,0.056388870730695345,0.0882561750775592,-2.7958337011681236e-05,-0.0012895898062943196,0.07156028525785767,-0.09108420193081106,0.025113194045636632
CXCL8,,-0.03748553910468317,-0.07037384571760359,0.005078325870085732,-0.03024827902529893,0.06999364516131755,-0.120816011044118,-0.05910146417716384,0.023028489900311006,-0.04412488750983049,-0.03758993133621019,-0.1369736789702609,-0.07051574147337139,-0.056893961954135513,,-0.1240052330679936,0.022807167588456162,-0.09722057708494491,-0.19039570161089778,0.15119207381645808,-0.08595181515698189,-0.04739871053883566,0.05222070279866652,-0.12038983747332727,-0.0346423758315188
GRN,-0.04282596587540382,-0.002913069380280793,-0.021162225493752407,-0.052780494059568334,-0.057511448271125615,0.0501219735151349,0.01122444387140359,-0.13622236615361286,0.010707175323380398,0.03158119139831303,-0.10402738254289719,-0.3004511641026931,0.042452586254316166,0.06191315682990957,-0.030821294102642078,-0.029588656937978196,0.05765091327735804,0.13837134201657572,0.03151876359844816,0.0504259151308535,0.017106623111156505,0.02185462268200386,0.06442686300925655,0.01671629383375552,-0.020506197229312656
MIA,0.11747979258565258,-0.01814136088438042,0.03293909455980429,-0.036775413458647745,-0.004679596710694326,0.0003963430644403727,-0.04532336208411602,-0.01417203696559922,0.038769584547654515,-0.07600556069585795,-0.007507217900178724,,0.0024964176456701783,0.010722321494186069,-0.0381455500396653,0.01565391807031818,-0.08014324545172147,0.14931755745833547,0.13885094152567726,0.004423521646915802,0.07641699833760815,,0.058762350726720106,-0.07082980247858807,
COL4A4,0.05612822507045489,-0.049801525333633676,0.055098801431714424,0.06895917048714391,0.004160430629999675,0.0722825485643122,-0.03773115654846241,-0.020950799525765788,-0.004202563949056832,-0.048994523191880295,0.006365392854296706,,,-0.031848834572446465,,,0.11475825518583518,0.044866940203496825,0.06791054590672832,0.03200441297560564,-0.01832890008673319,,-0.000735143517791243,-0.024478017285696593,
TAC1,0.1289849140360586,0.13714771017064598,0.09990694692039076,0.06585597341884396,0.06803895767939253,0.008438415566743913,0.08108832683830652,0.2631702920415107,0.05272909065888057,0.17314126960784795,0.11100038246072064,0.3294124175272477,,0.2485712672539775,,,,,,,0.06180455610456985,0.16059925211660392,0.06305722432071732,0.138442426131476,0.15020326813200852
RARRES2,0.1371501049526188,0.04929379591788945,0.013126975813791908,-0.025130131501399595,-0.015437647453876619,0.03812243506073889,-0.0992043380455133,-0.19105046455843405,-0.006417812454529016,0.18389179938551564,0.02249172871226832,-0.12447820117247811,-0.11653377833519306,-0.14271102466866917,0.09238838484352843,0.048885371819371685,-0.05639862046421232,0.014910169905819063,-0.04878667958109691,0.023665032817543636,0.003948385512080833,-0.06548272295854611,0.0778462831565955,-0.047260819338449785,0.0020190186383087596
FGF7,0.0642679116077773,0.03975829891036128,,0.02155620772050979,0.009786442943590407,0.028867763150464354,0.05708521443342599,0.0063661031305536,0.006829382875553456,0.004790937012209259,-0.018170102190233746,0.05571666323955958,-0.03167536033350755,-0.07831480937770692,0.0703001592956953,0.03628244772542954,-0.00797009106816593,0.022400308820948466,-0.0329861740356919,-0.046382987429544144,0.03941455310660378,-0.005119404296535355,0.0870595683295508,0.06682746959150689,-0.10374637985763949
EFNA2,,,,,,,,,,,,,,,,,,,-0.044840958829676786,,,,,,
HBEGF,-0.06137401643200811,0.05453585724982232,-0.005280892223538854,-0.022371637206830705,-0.009364557912973167,0.018196593417467304,-0.06732344159577329,-0.05224130064885163,0.009587981771539788,-0.141700937107664,0.012003919046212567,-0.1425954149455356,0.056653309621710286,-0.043224646745578785,0.13294947045924102,-0.006805019017152538,0.037746784026306594,0.041643636658335634,0.005361922380829835,-0.004858823668921807,0.0010105169017438536,0.03986180297794586,0.12272673391520983,-0.09810699930022124,0.013659105786978942
CSF3,,0.04815657496506593,,,0.025441986021545522,0.05271833924074259,-0.0952157108479909,,0.035938621600615325,,,,-0.049903348382901475,,,,,-0.008441191989679768,-0.03930043508296597,,0.11945581549912239,0.01038198003094332,0.04580876317048341,-0.06870432291396432,
PI3,,0.09778815843361163,-0.0863297208766153,,-0.07067252845625885,0.04515374259494662,-0.045274590759684326,,0.07254200135372235,,,,,,,-0.08276514031482554,,-0.09062045892535953,-0.1342123085449075,0.12769080281623996,0.027743001144993205,,-0.09806256833163603,0.039831574507059354,
PCSK1N,0.13144306542357884,0.07050945390025971,0.12507507331200074,0.027428090988924285,0.0624957001481425,-0.005598645040622564,0.024534597572742796,0.07842094788384298,0.015272924800293573,-0.04402191148256638,0.07252878421153641,0.45842170838761764,0.09262165394768282,0.30989298829384615,0.1096656415815374,-0.01188555276542242,-0.09858240868893468,0.045720458620411,0.043187980640677116,0.0884977128700359,0.0765073339778533,0.13847245389882243,0.05221282666004535,0.22630194256767655,0.1273363303544879
NTS,,,,,,,0.03635662719808974,0.034555387426617346,-0.020727399066385762,0.08264368682150026,-0.007905243523057612,-0.0706078307825414,,,,,,-0.0049507660463627,0.04379826443553738,,0.03148368192913629,,0.04945789532976169,,
