,UKF248,UKF260,UKF296,ZH1019T1,ZH881T1,ZH916T1
MICA,-0.048515358322353236,-0.0010173271451453763,-0.012683336476826084,-0.09595455673896397,0.0009199376436797584,0.059598374117206136
TG,-0.03105707965186022,0.04089154495548786,-0.010912634766373197,0.11230039926290036,-0.01594955120152648,0.03135920397537566
ADA,0.025099958261616644,-0.04085150284049853,-0.017722996455262097,-0.02462391199851017,-0.007132576596394569,0.08191596722805197
LAMC3,0.04722098745667623,0.013939556280449154,0.0026535760314866422,0.0013749335893722724,0.008414617030143259,0.04142974894421416
CCL7,-0.012544742632953531,-0.021192055770267254,,,,0.05786895790992817
NGF,-0.021538700140325016,-0.022620313837482673,,-0.03385899932701844,0.0028657012614940183,-0.018970680442194254
TNFSF15,,-0.01569052617870511,,0.008499431035770853,-0.012034280134144542,0.09960432528745725
HMGB1,0.0003157441117103671,-0.009312826814017175,0.0467577517603173,-0.030296454166983976,0.07805441031167738,-0.03653514780231559
ITGB3BP,0.01994135884712058,-0.022513667429140828,0.01967035556193941,0.08368088082850991,0.0037296280742286788,0.033863319674963414
AANAT,0.0002471324744880676,-0.0141381024707843,-0.012579168894484492,,,-0.0021591476381755703
RELN,-0.029368849150768206,-0.025579829051394016,-0.04122231509995324,-0.022585402447156393,-0.014536106219093087,
IL15,0.0858969784366181,-0.01998126532180804,-0.005306552434682384,-0.011651033556190089,0.03962308480996554,-0.009957524489425927
BSG,0.014167700944055209,-0.015025024727211672,0.004612616580798864,-0.009840521443593537,-0.0015032516412215766,0.09223476505179318
ADAMTS3,0.013932169998837228,-0.002943131979484641,0.007189197691417021,,-0.0174946091322223,0.08368057608510061
CD34,0.04432905226981883,0.06372440263776474,-0.01126538158645501,-0.08548190991672444,0.015736198607647182,0.057267413159521864
PLAT,-0.037747775478685686,0.010675042801223354,0.04443197372708297,0.10596068981527759,0.026432857472574442,0.08419320396504665
NTF3,,,-0.02030577941332941,,0.008202617027139402,
LTA,,,,,,0.07585260008499088
CKLF,0.042321189878220554,-0.06060912058506148,0.01823387577861056,-5.108068830295405e-05,0.012874827936561799,0.07768076143599024
CD24,0.03135606017823473,-0.0313448858445905,-0.033336610297985944,-0.0357289948323343,-0.045692358781688695,0.01367863170609965
HSP90AA1,-0.040613155099207994,0.08974794281178208,0.009782887032678066,-0.022785600948294918,-0.050839883335037375,-0.15248228505735514
BMP4,0.08272195273674254,-0.0009077477013253987,-0.01791581020703341,0.10161097288894971,0.058618240012488276,0.06092010229615346
SCGB3A1,-0.012544741378496026,-0.01683673469957596,-0.010610651995442368,0.029703603597519126,0.049178203540868895,0.01632335196652589
IGFBP4,0.06535183295408074,0.0068422020288675415,0.039136171449692246,-0.004315195993038996,-0.029318404351517686,0.045156673048541464
RSPO4,,-0.01943232874146371,0.015706286678931036,-0.03415766488192045,-0.016830646003687517,0.01960025947835379
LEFTY2,0.01572506965961915,-0.030161978060200545,-0.011634707982288262,,0.01075805408907405,-0.0033114768507445753
PF4,-0.013013155454645703,,,,,-0.0014455707924365595
ANGPTL2,0.01914115467845202,0.0007514375935317313,0.04710136897575827,-0.12006872488457918,0.030649812742038093,0.04984472081356337
LRIG2,0.010028910139790632,-0.046150164221028356,-0.035635949936088686,0.005123586623386941,-0.012732152851812263,0.0320790375048362
ICOSLG,-0.005842433797688713,-0.04684538348929072,-0.02013703308851725,0.13791599718286351,0.044825717472187825,0.09460557251629703
WIF1,-0.02341506103228574,0.1622201329438797,-0.019967047249560395,,-0.015645715708879966,
NPPC,-0.019703471039821372,0.1304415468785803,0.023366254900611432,-0.07193624686140103,-0.004761043747388322,
LYZ,0.07811520897494954,-0.017080476332840627,-0.00659012394417651,-0.02176404664224989,-0.012948143929038826,0.03749823631233715
EREG,,-0.027345897238039412,,,-0.02096285336347065,-0.04425663350647252
SPTAN1,-0.05175503352754242,0.05914592904145801,0.0069230971717697265,0.019057279862739633,0.01574283241928607,-0.0036234913969291683
PTH2,,,,,-0.026766334139950953,
LIPC,-0.01593152271662311,0.019293953026944078,,0.022687328629985053,,0.096335458527074
COL8A1,0.07037490761879293,-0.02555930119216034,0.030055848102203946,0.06839674167097586,-0.022755186968441192,0.08561508366729909
GSTM2,0.003931760405495792,-0.017187366436566834,-0.03136164109861773,-0.029805869103231113,-0.03573212963512709,-0.010421479961375579
SPX,0.04432919716777538,0.06266198748567511,0.07685226109389695,,0.032897161083847146,-0.014649905650283809
MFGE8,0.02183766134744186,0.034658876266080475,-0.0005820030094805055,0.008452081835544033,-0.018432842306601485,0.06382317431087
TGFA,-0.015133062376650562,-0.006917077636234013,0.0048136483693283294,0.050530072005075824,-0.06204092947980058,0.06178395791153755
SLIT2,0.08637661724225817,0.051387408011205185,-0.031994385309540116,-0.0545446655611501,0.05838644805260827,0.03684688194635368
PLTP,0.03279051356809049,-0.02093635247377463,-0.09491888463217232,-0.0731403948527549,0.04692491870252975,0.00031872665269974367
APOD,-0.055332407730423354,-0.017872953552104175,-0.002650597700031698,0.15423082941143873,0.01742202386690538,-0.10771366293272969
B2M,0.09582819454641797,-0.037789896368321314,-0.03144987430652315,0.006818147798736382,0.027972376883454053,0.052793907674095975
OMG,-0.03638213253881253,0.06672026142240177,0.027877284940359716,-0.04411340908198622,0.012883003625202031,0.03497203040240873
CXCL3,0.05198036238372898,-0.0476427112489505,-0.011351153130285134,,-0.02020037067676699,0.01872008956000002
CXCL10,0.05720423069996801,-0.029135272818908254,0.01657001426101577,-0.009054120321025573,0.06297758745215926,0.057972855208975896
RSPO3,0.06225015421375498,0.058650993496888126,-0.0275640458956648,,-0.00873103693099422,-0.020884210486385633
CORT,0.0017935542461277373,0.0406636153438935,0.04186556319601684,,-0.027991621575878072,
NCAN,-0.03187878921191819,0.11666619734253768,0.0052623608073790115,-0.014279210668279321,0.010409156028578767,0.0645033553675569
PRG4,-0.018865794757603443,-0.013470528051779578,,,-0.029427191981225887,-0.009849393892796486
ZG16B,-0.01739577004732238,,,,,-0.010031693065445699
TGM2,0.03273849644281783,-0.054052228826434054,-0.006385355322006388,-0.022947356082325534,-0.01135754737542603,0.008589650228607595
VEGFC,0.01994399277263187,-0.020735606373203486,-0.001644670451223612,-0.010153251833919083,-0.02872514489272567,-0.008130728898220141
WNT6,0.013085561517136171,0.0010558511738387765,,,0.028961630730870002,-0.018084241948176684
NRG4,-0.011554148379945825,0.18753018546792527,0.027114342118745704,-0.052275924545218136,0.010803124848430865,0.0568662035000864
PMCH,0.01214973924157194,,,,-0.012796412833528368,-0.0066982640328155235
COL9A1,0.03573738365758512,0.07797573841495545,-0.009998679579680952,0.021419130946330123,0.0069745525124339245,0.03627604585504621
GDF11,0.007917322870887176,-0.021484820095868818,-0.010722421401741,-0.01580621560013003,-0.010226336235803471,0.06645076283779883
RAET1E,,,,,,-0.0229098330848923
SORBS1,0.08515951872604922,0.0007931356978881874,-0.020923449509106403,0.019724449329484233,-0.05428731455807808,0.004988987174254191
DLL1,0.012702722717949557,0.034607714624449205,0.010400374007496774,-0.03205604232731645,0.008916981547213982,0.02239569065765125
TLN1,0.08035144286645751,-0.022875963196858928,-0.028618959627625905,-0.07668214091498313,-0.009990357844496617,0.02803161162582531
COL2A1,-0.016768438540516226,-0.012031225053514649,,,-0.02695770517852749,-0.016112641998847658
SHH,,-0.030499969520441608,0.011039356704368718,,-0.02351318035758401,0.06044661305090711
PON2,-0.02238421664517212,0.0076776895897399606,-0.03783005278119876,-0.04309103291850198,0.04618722864025237,0.025424468999733156
ICAM5,0.050721834520451196,0.1749315439204834,-0.020788330218432325,,0.02906591254267143,-0.016370618028074137
HPX,0.002411928329881409,-0.03413167835214623,-0.01061065091371195,0.044735144701907106,-0.035421053819483024,-0.030575253088689195
SFRP2,-0.01667826709369396,,0.023273180896617958,,0.04232909973547636,-0.030684626681539914
CD70,-0.006906598718157127,,,0.010032975616108329,-0.02040729133732676,0.03308721119517337
HP,-0.021356307929929222,-0.038311168595663095,0.008222922764776834,-0.017400440089144247,0.01789241911125544,0.11535471262671003
CXCL2,0.018570938481623778,-0.05198107427045313,-0.014746206310717123,0.022446516716295304,0.007711517611706111,0.00599824090892596
NPPB,-0.016183930516179473,,,,-0.019125561548563298,-0.0211847080336133
CCK,-0.05437397609590728,0.08886883524412986,-0.03497385866206238,,0.007105273581211243,0.03508287386155552
SEMA6A,-0.0627036079202526,0.04315312680594244,-0.037595195113988074,0.025294349002448487,-0.03977788832364136,0.026290162829616603
IRAK4,0.006451659704531325,0.0045245291362115605,-0.04425258827861745,0.015332597954424364,0.027316715456667102,0.045333096216688004
GSTP1,0.022623026121933083,-0.06954896480780325,-0.01596520129618032,0.01785200328175571,-0.03278309096144078,-0.025749226891441525
VCAM1,0.03762059901210112,-0.06844266361167507,0.034512211317303185,-0.031225282444729413,-0.01814842547394517,0.05687400904487918
NXPH3,-0.04016171368567632,0.0928560283427725,-0.025839160932479028,-0.05947839371812854,0.01268291731677901,-0.0011495229421491905
MTMR4,-0.009040647181265418,0.007696805836092854,0.005446485789161674,0.04049103624073068,-0.002239574241327493,0.05200413100893374
LAMC2,0.04074475976034842,,,0.025901896819715445,-0.012420914611446841,-0.02991490478085332
IL10,0.012448609584418763,-0.0372950428813775,,-0.0803207414793722,0.02017070705977303,0.044318081193652686
SEMA4D,0.0020804573172468963,0.03623452126699438,0.03059102666792918,0.16533722789260158,-0.006216855571645206,0.08307578235689286
TRH,0.026899227455560906,0.1118172431212057,,,0.02230783008063056,0.049766367480304774
SEMA6D,-0.04065233822192276,0.03555998402881163,-0.03674303766856226,0.021570645336380777,0.012980540624404626,0.026227121757518655
CEL,,-0.023358371723187898,,0.0722604801735365,0.05703901802542307,0.018844094287826484
PDCD1LG2,-0.01560483064013783,-0.026324408033802857,0.024775699614574823,0.03565313887724344,-0.03620354680515038,0.06408006065597377
SPINT1,0.022290753548210245,0.0031128583320729594,-0.017340137991823195,-0.011095069354085657,0.0036881990876895757,0.07586890243749896
CTHRC1,0.02878597644597649,0.09063293721365187,-0.02756404273532645,0.0011199484320901423,0.018239377949224953,0.018304148665114175
PODXL,0.041918215749960165,-0.03579141894845644,0.025742167628790995,-0.03640263203723662,0.027864559616558506,0.08462553084774625
JAM3,0.03973322513142232,0.010490898281051195,0.010107269683775117,0.08448425292261601,0.022084583298151567,0.009498723104973072
TGFB2,0.0740145562212788,0.08452328514044197,-0.021654741190616958,-0.018804179097203114,-0.00813440555580859,0.058191731321371766
COL18A1,0.07655634424663411,0.04902831984708769,0.02437728515546039,-0.11174630298848655,-0.010867520912785842,0.0451165958214988
NODAL,0.014689483471980071,0.024742628923460307,,-0.06096129058151707,0.03906861930304065,0.03532583777091547
INHBB,-0.026096268773855014,0.10492375368194734,-0.014011489294823298,-0.017321833755348497,-0.03169075444774024,0.028658866371925003
LCN1,-0.012702696070371085,,,,,-0.02399534206875572
ARF4,0.018814433358123203,-0.00642307146619231,0.007611320324692025,-0.027750444629045773,-0.05401188388545925,0.01877609421902559
CXCL14,-0.014965624315346001,0.12610575719009331,0.019805471997089437,0.10350310790562443,0.06302639537384995,0.11840041793183194
LIF,-0.05805908155349672,-0.04979982957676255,-0.012579168894484492,-0.11007202756522869,-0.011786452219503807,-0.0036673377191215376
IL17B,,,,-0.04991705417231043,0.0684723852303803,0.02176268085293702
MMP1,-0.01751276415130216,-0.011839635034333551,,,-0.012796411820130773,0.06298824006297087
MATN1,-0.016678269366508198,,,0.11542208875536034,-0.01821227863533342,-0.02885867554472613
ADAM28,0.05752140241390264,-0.029363115368042304,0.0025965031072950747,0.0463699817969921,-0.01592028396591753,0.041933477748851436
TCN2,0.0397327435823371,0.08477381210734605,0.07092415166244473,0.09221195701261535,-0.028500951780736784,0.0643998132001105
THPO,-0.021732475553752354,,-0.013089819786356977,-0.03240303131168639,-0.015798308163063705,-0.0037275041774000985
CUBN,0.03467810064969337,0.05455289001904322,0.009805111714819618,0.009095866160044083,-0.0030458698468039114,0.04113876020861025
TIMP3,0.018095919936950536,0.09927217329195746,-0.000273362751737465,-0.0939219506545042,0.0042768924128441825,-0.01678595665534402
PIGF,-0.0309217857934217,0.0018794399400261703,0.04151717644128446,-0.0003021528190219216,0.04824486103419981,0.06025943478495948
CRH,0.07705506070807407,-0.012031227261050994,-0.011604983125429022,,0.03295970775073415,0.0006259246605751616
BDNF,-0.03496396134849735,0.0012239531688667878,0.032524656426185,,-0.05240497305927478,0.07888981290720505
CCL5,0.04193100505599291,-0.04621747467033629,0.0016217974699953444,0.004537335769518649,0.08247042053377077,0.05070976329411679
GAD1,-0.012801801205207295,0.13632432353397245,0.050306005854039465,0.011443906952224333,0.021944809179310097,0.0010164029013573503
COL14A1,0.05811304542677023,-0.037664015659033656,-0.017145832077660076,-0.053744587991661735,0.005389316635973879,0.040604320378581936
HLA-A,0.08060979697707797,-0.09336955921694587,0.0019696254325210828,-0.042520361558153696,-0.0016917973971413139,0.07148407036877456
CD5L,-0.014882719088657393,,,,,
FGF18,-0.013466170812705049,-0.016415528715741732,,,-0.022113110189695872,0.011300137254200001
ADM,0.020566181343126606,-0.07760728106270412,-0.030762762970334635,-0.08976627342480804,0.02500850033996164,0.0018172891669972554
CCL15,-0.011085634374005296,,0.03811048942522397,,,-0.02057954891364687
GNAI2,0.05559003733107344,-0.08077981733633989,0.04589454463669076,-0.13870102862831923,0.06679998232526817,0.004335249255171256
HDC,,,-0.015935171947793727,0.03315637939817432,,-0.057273026356795875
COL11A1,0.07379799959890193,-0.04957148348788066,0.008875271082356473,,0.04068367409169519,-0.021454430176936025
NUCB2,0.007035467104076423,-0.03728312534334489,0.03252282051309631,-0.05873140789131851,0.020883631225289388,-0.034194355060040094
CXCL1,-0.03760132908750246,0.0031951183639679012,-0.011911814152650153,-0.12847139926373452,-0.036502048393139946,0.031995834229128786
VCAN,0.029829037009038623,-0.060819224688595616,0.05606627165153595,-0.0987687934263174,0.02425435033366886,-0.10454350700669883
MMP7,0.03492008883311533,,0.001786851757832708,,-0.02184053156237189,0.018668056305925884
PTPN6,0.03429656888582095,0.028648275176865245,0.06502455250875672,0.021057402473889108,-0.0009740874594299918,0.09775430963051515
PTGS2,-0.002643034967210848,-0.012901357403317154,0.04214754920934291,-0.003328955030336549,-0.004019312531944814,0.013237101940314308
XCL1,0.004631096253049202,-0.01258929440903462,,,,
CD58,0.0097915186906755,-0.004664412022857381,-0.015183684083349372,-0.020018861664340273,0.012087874115001264,0.08344110672630292
TNFSF14,0.06605658212205122,-0.03543465991282571,-0.011634707982288262,,-0.018477347097953862,0.01492993135335569
CNTN4,0.043097376858138074,0.1523208901575906,-0.017646002930279677,,0.042275399886190335,0.11084866617268634
INSL3,-0.01460967324767268,,,,-0.018477345312744618,-0.0133622387126834
BTLA,,-0.013124758517774216,-0.014857920029951878,,,0.03485441551559814
MFNG,0.021317471821557916,-0.0018961993236405572,-0.007165802409355306,-0.02763626239024922,-0.009754051220524291,0.04388916507695269
ICAM1,0.029103345882386982,-0.05060369205336394,-0.030610790887599125,0.036098507085291914,-0.015402577452166763,0.1098735645094372
PROS1,0.05986995076991435,-0.0551737218403213,-0.04019206266494022,-0.0780953394105533,0.014432356164944992,0.049487271348895856
CLCF1,0.04371368183857335,-0.009568674506357861,-0.002354623824936871,0.03138223389301019,-0.048151164373177305,0.027002688879118875
PSAP,0.031453591199744654,0.03515167005641407,-0.04093171485296675,-0.014478960950384779,-0.03786267237767315,0.09750470188548473
EFEMP1,0.037817182828195864,-0.10841443570772283,-0.013130339285103777,-0.06160937188519207,0.009020096767430458,0.07693277957929104
C1QTNF1,-0.004206530031450126,0.0054038560441847655,0.04163377529496886,0.0870629683624666,0.0519370307426841,0.04287878346680636
ALB,-0.007657022548399508,0.016574562797484437,0.029307376666365157,-0.04202015047748842,-0.017749709836025293,0.07483717774238366
CCL13,,,,,-0.020726182288467714,
EFNA3,-0.022508841012931755,0.04178065238614671,0.003228575862633063,-0.06930300079135637,-0.03813997487248564,0.025643413944216945
DRAXIN,-0.020660328504532012,0.02182790901652781,-0.010610651995442368,-0.02550618653778756,-0.0355614040423125,0.07346874104516916
RAET1L,0.04762425373091784,,-0.01270864370582856,,-0.02244825172596512,
NPTX2,-0.03224402556834413,0.12080119720701842,-0.0033442152295906267,,0.0319639692117321,0.050098060223222
FGF11,-0.0007495942715401993,-0.010824166708781823,-0.024050069666072104,0.019541386002656973,-0.005310714682443002,0.004011547558581738
CD59,0.09778038446373506,0.10800412437166151,-0.04159034410671308,0.02289332534653408,-0.01623261583170688,0.043456954925257724
COL9A2,0.026886948564942767,-0.005986158558503562,0.032056336413568316,0.12043918477978093,-0.023642123545065473,0.02367954368480632
DLL3,-0.06640563281490008,0.1043545497365163,-0.0057390971672007796,0.08589587432742948,-0.01819795094706295,-0.05546826527524499
FGF5,,,,,,0.01477341492741723
LIN7C,-0.009369443637024827,0.016681973746359765,0.05698688067190908,-0.03884287598219099,-0.03723705051470616,0.08554216465186215
GDF7,-0.026839399914508653,,-0.011634707530163489,,-0.015021003226184241,-0.029042961274937832
PSPN,0.005990078312345738,0.021449722669482398,0.020754324152167998,0.010328342860217532,-0.012418298992659135,0.05322563846726169
ANGPT1,-0.0523085208828617,0.04925547802294471,-0.021672944930907868,-0.09054587351781018,0.015714359553605232,0.08828190577212235
PNOC,0.004928435122496201,0.09004844208254126,0.0028840036099338387,,0.0031946324606799484,0.0005510319184688782
L1CAM,-0.013400515675925574,0.025844792108436036,0.015480927885181102,0.10575777470417959,-0.03755716552389402,0.01247050510764645
APOA1,-0.015091449397701953,-0.007162346974314916,-0.018829657086366997,-0.07473998351379917,-0.02303406596152548,0.09215946010305849
PSEN1,0.09876014724374951,0.0632721150917052,-0.019349793365650063,-0.0071227097593690395,-0.028955437666155773,0.029983371589461703
CALM2,-0.007510541676270859,0.09513803157916659,0.04366164150864478,0.04643666147298412,-0.038166562948504144,0.05501709170546499
CLEC2B,0.04283509612822818,-0.05521362535056971,-0.009163931106596489,0.038790046878381744,0.04036456039043935,0.05177010254820101
NTNG1,0.027067142240107693,-0.03198808600838036,-0.05519864205556561,0.06006531059182827,0.02819924568316559,0.08046762022882493
LRIG1,0.02442257537038363,-0.053140586760191996,-0.013855395300904332,-0.045096573811093,-0.006211813744653189,0.04162794353448182
CPAMD8,-0.0077429964276214056,-0.01598416180157962,0.032958050125827996,0.018950354618694924,,0.027598911608504324
GHRL,-0.018076022741425828,0.07350033086363017,-0.010610651995442368,0.06154745764892423,-0.0162481313362673,-0.030155721024370242
NPY,-0.02479969525811187,0.008979106648619969,0.027103494430811725,,0.0057770154203458145,0.09626617588801252
MMP2,0.023146771737962903,0.02813543473047091,0.013466475926701655,-0.02517359239928785,0.03523995010637755,0.0040521947788981156
PPY,-0.019190745494704915,,,,0.036542595322012254,0.09190350744198772
ALKAL2,-0.021343422816555987,,-0.028212489127838778,,0.04831960762205178,0.08051884310709068
CSF1,0.05567997399207739,-0.04454777046252103,-0.01023955726264328,-0.07386014280457204,-0.00800663540428023,0.07744001903785734
SEMA4C,0.028071271652993578,0.1250565381002544,-0.03765265627862292,-0.03863676572530161,-0.04059621675084022,0.04841951373824498
BMP8A,,,,,,0.00688435666386269
ICAM2,0.04879922767178454,0.09097127990529384,0.1322158795345552,-0.008864969955515964,0.020536398650908484,0.051687721157478175
SYTL3,0.010339848127490113,-0.034483118882203886,-0.023903915587575535,-0.027796075659285553,0.04600092088751467,0.0067768329425785985
IL1A,0.007150609065264026,-0.041222313074527374,-0.02009760690830559,0.007606841786506305,0.008134241686815582,0.01854749115887522
HLA-G,-0.017512760441602555,,,-0.018521668098869914,-0.02724275047729743,
PGF,0.046344451690992466,-0.035930033115051115,0.01122293716993505,-0.02726359614075555,-0.022798559945129027,0.073984658709957
LGALS8,-0.005169596132145769,0.0017807466458488116,-0.01933745558045457,0.006881832959507473,0.02824550419065453,0.013303702115620864
DKK3,0.024199536422786085,0.13015142933672416,0.011995413511359186,-0.05745213558873029,0.012842355572823847,0.07223349135342257
COL16A1,0.006851402106546456,-0.012344505789053682,0.01659762009766699,0.04804847063734641,0.004531451482697935,0.04127046896213636
TPH1,-0.012858813819245671,-0.01569052688893501,,0.05652016682716905,-0.042542144299813844,0.054762045999081625
TNC,0.04278506155761176,-0.03455053190492963,-0.04117147013831516,-0.007724452954121374,0.030598193988230476,0.07244766218578161
TNFSF9,-0.022865758826329425,0.06736218497488013,0.04605238027291136,-0.03559349215941738,0.1110157984723232,0.0544886195022381
C4A,,,,,-0.015179424432607919,-0.034058647779128225
CNTN2,-0.01787912236177588,-0.018629643956532747,0.014439739273599013,-0.015552248159258394,-0.03612776799067103,0.0800995278854857
F7,-0.012544742005724733,,,,-0.015021004678678548,
LUM,0.04357137929935318,0.013540497756398782,-0.004470854345944978,-0.0012867744470739866,0.001787422216683308,0.012882544949851383
BTC,-0.011381072606847946,0.08423227380398188,-0.02492336032243933,-0.02788029485373063,0.06257465896956749,-0.015187022361291928
APOC1,0.006907149206881274,0.12181650775065941,-0.03805124296015362,0.04186020176487501,0.06186920158936623,-0.005403475298507172
PKM,-0.03778033686937472,0.004073463437109899,0.03838321781645978,0.097137654512719,-0.007420405042314738,0.07791445654290599
TNF,-0.016765222502308625,0.00890083961242261,0.058583041798742456,0.012725181235911369,,0.06832112579971023
GNAS,-0.06889613507643912,0.1343562855158516,0.046416632061110824,-0.04357988032056559,-0.031771564964273157,0.048371274760429725
BMP8B,0.02309189733777678,-0.023552763769364066,0.016779997352949546,0.058721426712003026,0.02585203082132173,0.09947241561448597
LIPH,-0.012858810653506246,,,,0.13916764730966927,0.07059257935519167
CCL28,-0.018087516728478126,,-0.012182921726777386,,,0.021702142911897163
PTPN11,0.010465610826699206,0.05318969572483415,-0.0016378949359627496,-0.0032784888996627974,0.029229127947754875,-0.03869402898178424
ADAM12,0.032378888993150244,0.08420207549759355,-0.011774036492250025,-0.05230008280693927,-0.02265579822070503,0.03515277031146951
EPO,-0.017278060657586386,-0.016836731721544006,,-0.04646500438956412,-0.014371076930025106,0.05890009234635621
EDN3,0.03918525685250915,-0.017248514222365088,0.05195761584666773,,-0.010452541920445792,-0.03794645113588799
CCL22,,,,,0.016752582026047697,0.03210094566312517
CCL2,0.06308905275546951,-0.10144712664857296,-0.03575009275500445,0.05069262630210035,-0.03262127744197134,0.018865890834504663
DSCAM,-0.042564938345018004,-0.026553203856704136,0.011540486209412087,-0.008216221946952075,0.015911239455022545,0.06405331662337942
GPHA2,-0.014331797863294884,,,,,
ANG,-0.015480461279685545,-0.055519364928995715,-0.028670519105587555,0.03418794426238962,0.0336055265913689,0.03949771066348022
FBLN2,0.07483516482271879,0.055194567924611526,0.010728785837344644,,0.0032003903482750082,-0.04293036803465962
VTN,0.06536885566017796,-0.01697500779810238,0.0358843276092278,-0.07904509815631444,-0.01860860496034586,-0.00920015671969991
VEGFA,-0.03147375327900292,-0.10965109746422101,0.03049613848028132,-0.03704478217666468,0.02335419079751931,-0.04719003009645458
F10,,-0.015837969532723616,0.014844290111784161,-0.04910862221724591,-0.024889778704984773,-0.03687095657196977
SERPINA1,0.018379734586468244,-0.0156909240399396,-0.007769295527629059,0.047592242132872525,0.025800764364524584,0.03036606437116783
VWF,0.059631935418175346,0.06743081687387391,0.04943549489352539,-0.03411033892599187,0.039451493113570546,0.04772855018607611
GDNF,-0.020137828933400638,,,-0.043339090678767136,0.056223439969878365,
VASP,0.06442020218002269,-0.037750086654240164,0.010976561880217232,-0.026285732015569847,-0.055148364161197914,0.07798425822743871
ADAM15,0.029961414656438583,-0.028487409949127095,-0.038105427557398465,-0.0036079502646964557,0.059844048704853686,0.029294851801214286
WNT2,-0.02249334860185216,-0.013640305425824204,-0.01382243839519024,,0.025194441271951216,-0.007617804144707997
CALCB,,-0.02050405876156438,,,-0.005992307645838642,
OLFM2,-0.00936622677934457,0.06878148981891742,-0.038476562207901195,0.04797591350235436,0.014290229585987862,0.04488379790783551
MFAP2,0.07108156531584285,0.0281673234938457,0.010124139473570281,0.024525783017999136,0.013662517453910623,0.05471753695571686
HLA-C,0.09026977552947242,-0.0015628697148879008,-0.014175658980574,-0.0017392867233966775,-0.013002376386419297,0.07787917504108603
THBS1,0.08482956187182603,-0.031657380108814,-0.0020485431625717593,-0.03219154323330634,0.010885755568230166,-0.03154730141730859
HSPA4,-0.06490890416085761,-0.02977980980268867,-0.04892623070639537,0.07829064647353702,-0.0271571223745605,0.047378835458303584
