,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Bbulk,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
TNFSF15,-0.025592464985521354,,,,-0.013400989297861933,0.029497443945051247,0.04383677408159251,,,,,,,,-0.03373107376172777,-0.05476332498057458,
HMGB1,0.14548983055410272,0.0634125398197968,-0.02516596861246172,0.15460973632792002,0.02335136007017015,-0.016626803398661502,0.003279222065376431,-0.18014612638412725,0.10283019047050213,-0.03182176830299753,-0.15920357161622245,-0.05861563998782864,-0.02290673402938864,-0.009684639901798802,0.010793330734869168,-0.004220787593670241,-0.012319020420269153
ITGB3BP,-0.11241170331523748,0.021196764577482048,0.014531994918330083,0.0906456225662512,0.035401888244645796,0.02172780740907357,-0.06551128926232305,-0.17955888058947586,0.006095842999539833,-0.0141456128537105,-0.009722147531836275,-0.18061157180649978,0.0015192555415805332,-0.08530935570389271,-0.03958427676423178,-0.11081055405848912,0.0795251901124183
AANAT,0.13772626851678715,-0.030498076670292425,,,0.034665257159073794,-0.02743774949013953,,-0.028220433900120967,-0.01688786629729445,0.01071004707841983,-0.03928657638651404,-0.03887574355643895,-0.029262619642119802,,-0.013507397471924233,-0.040629228463723195,
RELN,0.1321316352435343,0.0016220868570420506,-0.018808206641447108,0.12440263094242947,-0.007272550767541191,0.037979969768523664,0.10531845634751955,0.14735535312070963,0.05031211175397155,-0.030250295012017564,0.03282895459935646,0.10321790155683168,,0.08741352410063426,,0.12948910243474843,-0.09687733425176417
IL15,-0.019937554735738484,-0.009260881085677478,-0.03919640310207863,,0.04355287149651795,-0.019773789587425046,0.05992703175836638,-0.054560206253598774,0.024878890261498487,-0.0009365039154703971,-0.10003895927861663,-0.03443914009056513,0.05841958998480686,0.05356305714141472,0.08310319091777389,-0.026239625049210426,
UTS2,,,,,,,,-0.07637720689872184,,,,,,,,,
BSG,-0.12334627101646135,0.06792678635435631,0.022914806924955868,0.0027503932080498467,0.05715644445316665,-0.047398931745698876,-0.018579841226704835,0.06597303798159342,-0.08227993061138918,-0.06377321874941598,0.2331907742465923,-0.21731637315559937,-0.01744875958525142,-0.11207045852448203,0.04819880554404696,-0.11631528562589341,0.1924108440120897
ADAMTS3,-0.021210866937258464,0.018804564374670544,0.07217001705311185,,0.024854900423158268,0.04775613132396781,0.06261297239425916,-0.22044819628055362,-0.01222518914843442,0.025154151061699215,0.08685097712495661,0.01150493965629298,0.011612075249050124,-0.004928645910052558,0.08618938870644079,0.026231050095123557,
CD34,0.07762774111602057,-0.027508983767663295,-0.0266371784280549,0.14026935896866008,-0.06959944695286469,0.13287048278251024,0.025374627442130916,-0.1368183463169211,0.03198224025199455,0.012172102018922697,-0.0038469144077853453,0.03675257482891427,0.10479537349177105,-0.018696976734669486,0.019235846160102193,0.04140893565404067,0.026102038249619312
CCL23,,,,,,,,-0.03211037407930598,,,,,,,,,
PLAT,0.00941116386485332,0.06388254589958857,-0.027475031062565783,0.2214652527330934,0.05382193443187851,0.02215380394173615,-0.03941694585206993,-0.17892238288363396,-0.12432960695506089,0.0059278823056147616,0.0045568053293092384,-0.11713944935159751,0.07217330315639231,-0.03284704027829515,0.048601444079476364,-0.009626540087529238,0.02311079115213856
NTF3,,,,,,,,,,0.0727792118537289,,,0.08228659153315604,,,,
LTA,,,0.050999089872215964,,0.0030816602280812943,,,,-0.024561938326236828,,,-0.03480960665551665,,,-0.018178921383556104,,
CKLF,0.02575572569566574,-0.007192753704852197,-0.01565678455427989,0.03858860920634178,-0.03668489089999356,-0.044118328023816974,-0.021567778055761353,-0.23669760558215833,-0.010984379352091435,-0.08792511156355934,-0.21991649716501666,-0.22212525729851595,0.05580920817521852,-0.1071140364637467,0.07288921687799153,-0.00830788561403005,0.029028276513301768
CD24,-0.028548400393752806,0.07470697849482835,-0.018006662725094456,0.0415137572130952,-0.0008884037129229705,0.08695084927351021,0.014297238661145264,-0.053454533394322816,0.12025129589837327,-0.09261397801668338,-0.05025315639311918,-0.016155381830586672,0.048893398405303164,0.07309385224084959,-0.019602794611849984,0.06290149091010148,0.20598345107545724
HSP90AA1,0.035955601087956215,0.010992808231020845,-0.047419070893450745,-0.1444942675065505,-0.009038336364462184,0.1810712548543078,0.1271008874863199,0.2539341523203166,0.033522657400275074,0.050315116415290614,0.38356466887450974,0.33336142086435777,-0.15268407307404427,0.19215270005990043,-0.06267574429576223,0.15318588475464948,0.1607272017465294
BMP4,0.08175782616773336,0.022141374454771424,-0.023984869863267786,0.05616126593506653,-0.03598670478433031,-0.03491006875524309,-0.06734700906049555,0.03177294087883754,-0.009544611997018634,0.038998198931795576,0.10687941605651617,0.01495300106844691,0.0823529926396593,,0.023790370945645616,0.029866365882970477,
SCGB3A1,,0.01146773242795394,,-0.01514905548083196,,-0.03666309826264418,0.06063154071613847,,,-0.004551529279336453,-0.05784206741968717,0.06583862276875098,0.009202844482348956,,0.09901274013954524,0.018995692707313758,
IGFBP4,0.018178771414165795,0.006980926942359689,-0.013655703538058542,0.07286483729031687,-0.06241691552873346,-0.008071480390079124,-0.0687116915290712,-0.09149016251205497,-0.09464357631906431,0.06405445899130208,-0.11322947091531954,-0.11483742588268576,-0.0033555109124053114,0.011010468241130628,0.05403519614026303,0.05332245995151201,0.10198579658405608
RSPO4,-0.02527135478154969,,0.026149692392644513,,-0.023609568086594326,-0.011855801527411905,,,-0.023225359258065514,0.03372644976863103,,-0.0010433104969588159,,,0.046186643197390714,0.007940224406861623,
LEFTY2,-0.042329682731222035,0.0230965511222552,-0.02290386597431627,0.15406982701254038,0.002364232692958552,-0.03726629811133671,-0.04556355304503252,-0.16387596707842905,-0.056717268130347755,-0.017249303125001218,-0.0033102582492152864,-0.002337685462287862,0.08928983469958149,0.038310222427355656,0.001964217128747743,0.04052170795908259,
PF4,,0.01878410980040769,-0.02058140805957767,,-0.01049985236277688,,,,,,,,-0.01993062033361497,,-0.018178917176818857,0.03644832628612604,
ANGPTL2,-0.016060432573003897,-0.031898709061330424,-0.0038375913770559438,0.15034350333388835,0.04152536825702694,-0.017314975628422147,-0.0957930280636831,-0.20146850007926717,-0.03737201996281299,0.0033614514394114297,-0.20013299420876807,-0.2834252036328568,0.14357588510802605,-0.04154405454450328,0.03207154345415229,0.05511674273805631,-0.05909952079723152
LRIG2,-0.011767980947731611,0.009261796150847474,-0.07260871724668279,0.08585480296335977,-0.016639051941863645,-0.007212901665321944,-0.03233053018524855,-0.11335387572988516,0.000745960570732099,-0.027534653119218697,0.01572448083276416,-0.07227046262618152,0.020485475389647588,-0.023254355127238863,0.024227719307980195,0.03166289630356005,-0.040527640871787604
ICOSLG,-0.04306565482165317,0.0738222472809853,-0.050977795267524106,0.061448309343497765,-0.0048488157095286175,-0.01878176524004713,-0.08098901033395169,-0.14243701671791714,0.013398030988734436,-0.027033409235494344,-0.09650331925100675,-0.1100532423858081,0.081147476861094,-0.09787420414152274,0.007410305833861661,-0.08668394304397015,-0.06466417070129558
WIF1,0.3377177792266396,-0.00424007194746388,,-0.031925240706541694,,0.12151580239369647,0.13137908826939268,0.26432077241551627,0.10545537310282785,-0.016850450836633085,0.11699941644563623,0.3350246376828777,,0.08442465764715706,,0.018799231555380904,0.27332820492934307
NPPC,-0.03878061689592793,0.052646022772348665,,-0.008981715751084647,-0.016287860345726293,0.04796600251037135,0.08474675056476551,0.050539615580983716,-0.014989558757626453,-0.044816035952019856,0.0877480623397144,-0.1905576374885997,0.09380844493150411,0.04435161572997396,,0.07991190894256435,0.2025863174792285
LYZ,-0.025442163180365508,-0.03473588495170653,-0.08160764222715891,0.010915151987315573,-0.0022041599653117886,-0.07734069882097609,-0.03579695705399828,-0.13639286245225138,-0.014397046046478032,-0.006478995044790922,-0.25640840236065887,-0.04267987368549231,0.045310590664963186,0.026875360878954348,-0.027205508885045197,-0.05647427707454924,0.01714394770578785
EREG,,,,0.010465699845764804,,-0.04355466296846087,,,,,-0.040691462986149604,,-0.050608315812897,,-0.027454375836543806,0.019422334638688976,
SPTAN1,0.10648982279285131,0.0948094219377943,0.016797799876359782,0.12556739205028591,0.05067717694758655,0.10293921333413365,0.0802665985549457,0.18541746267704345,0.10908563012980664,-0.015205136754010428,0.37908874127623493,0.2540879981136617,0.036043451976121105,0.07358273930121137,0.056450389141218554,0.24120012638175176,0.20418626400751644
LIPC,-0.04175680003253114,0.011666573799245272,-0.030976119094238707,,-0.0188690166971178,-0.04374219054742003,0.03881274971218884,-0.07381014955894065,-0.003550544160019669,,0.02039282032059434,-0.057088932040604334,,,0.05055531376245793,-0.02024247398282806,
COL8A1,-0.13164800251675063,0.011935777251794689,-0.03645101616278699,0.00480366040265301,-0.0002774846191352877,-0.05744523082069084,-0.08973309164987889,-0.08866791698423467,-0.05721639372753454,-0.012640658845136075,-0.18590175290329608,-0.21563100475562025,0.011323048895984539,-0.07774116184984005,-0.027286994696820256,-0.02429492680278365,
GSTM2,-0.02989254958813754,0.008164900143053828,-0.0017974271926796234,-0.014486486971554548,0.0960600736287955,-0.036315280776001234,0.0024235628323070165,-0.06578764642602582,-0.06491016369524392,0.014361536547909672,0.025430316900431713,-0.07742306965865482,0.1204202469999289,-0.07419340914277749,0.02904792425847972,-0.016227561842619944,
SPX,0.18112812990931676,0.043907258001621416,0.060680320867768194,,-0.011328502148750873,0.14073780296422986,0.05704442054856374,0.049458605308288696,0.03275023131561485,0.043483500369780846,0.10141306622790712,0.30209742533291395,0.19035020459519503,-0.12226522412314678,-0.01945584902054541,0.07347315151616633,-0.11542727907798114
MFGE8,-0.1401671906148641,-0.03955592809611627,0.03817761458760488,-0.025593957255821496,-0.029210049480304864,0.10367857516861081,-0.011818414151030002,-0.015197385685534751,-0.06598446727689652,0.019085208711574427,0.07393065876376559,-0.14788801732150564,0.08087373220494863,-0.00010191942681373343,0.05905982394156838,-0.052471311927189214,0.137854885184778
TGFA,-0.1874590068242331,0.02950782772883999,0.004069664607246153,0.06678394500667188,-0.04233293742307406,-0.04102200959840466,-0.009150383973275469,-0.13174159238738925,-0.0491499793882548,-0.024065233431594814,-0.13724495185859997,-0.14200707258478043,0.09309224608047496,0.027276221438794927,0.03337233926451116,-0.04921457006342568,-0.08338531201996473
SLIT2,0.26867794306896725,0.03912869767559924,0.018381540454983955,0.003194793117422024,-0.017701093444634854,0.07784724793440055,0.0544442036360655,0.17241164715757545,0.012172793719548143,0.045062621778246506,0.09645170096575807,0.26540504674918836,0.04393567706328528,0.039100575866791824,-0.01845095896655184,0.014937654498583681,0.3562927221034161
PLTP,-0.061595191723412275,0.027946728360834207,-0.02429307561262771,0.11046827656960748,0.002654928118747296,-0.13851698652766656,-0.06880701803483512,-0.23947286359294936,0.06339814781973385,-0.08960411844498575,-0.35974581164507397,-0.07454118071852919,0.002591375191095163,-0.07566386848070242,-0.010041282489233845,0.024705192556629986,-0.030133952936563107
APOD,0.11029240438370864,0.05874624103488122,0.00796395820055512,0.21265763340148752,-0.0032369081547882414,0.03467044940225828,-0.06990302483703602,-0.22673670174329724,0.024978122693812235,-0.04972354647158903,-0.1731659056569569,0.16916898209253456,0.1250125584823384,-0.022992833602632826,0.03447523762961807,0.07635281581000433,-0.15217557725809408
B2M,0.08737012834617251,-0.009193403466376315,-0.0004703844439645085,0.17098630940023996,-0.023550776919079194,-0.11188199211812534,-0.13974128690534765,-0.2971680743790311,0.028242787784466986,-0.062419138749805585,-0.3817120311500487,-0.31940596937746074,0.016263460379743765,-0.13298594013029835,0.0023806430776241315,0.014099924757598711,-0.22066164829492046
OMG,0.16369615939744345,0.05805910103776246,0.007851262355787416,0.14834857912273217,0.007254967976038493,0.14815123232959315,0.0017433025745073219,-0.04814310129695464,0.07139604200821842,0.05077089613569941,0.029730727946895196,0.22809583822488996,0.12063876366870857,0.0744869529488861,0.03922929389030599,0.20562147274196765,-0.09768991009007082
CXCL3,-0.09139164120917907,-0.023155706584149435,-0.04231341627466542,-0.04708909987546258,-0.0351120275099171,-0.034318138737511064,,-0.03705208070123961,-0.10931184248149181,-0.005038689656805565,0.019261919353554677,-0.030908733237675946,-0.02317147742127104,-0.05771351175189559,0.048319908718170115,-0.09700444367186171,
CXCL10,0.05166808079444758,0.04454099142084444,-0.007986221048100216,,0.059711225960312496,-0.05449986865896219,0.009124013998154061,-0.2066208608811003,0.020536474023038976,0.04158984471702158,-0.06937581873784093,-0.04911771762036417,0.003597522659059454,,0.07030330854471203,0.11479353587025314,
RSPO3,,0.042543227050877236,,-0.012412290928640825,-0.012193530095206417,0.193126775600822,0.09030002593263499,0.11485581939472718,0.02107867295583081,0.08861793116416873,0.1440386166144663,0.10987293609234172,0.07889220469536111,-0.04081548653370182,-0.012955412970100097,0.08687022761955711,0.24787180452806234
CORT,0.034183937370169074,0.04702016942053833,-0.03675709148512285,0.08438683117142591,0.07151078937398253,0.09330931381968624,-0.012093686624216164,0.10225448427242796,-0.0008679773038780515,0.02365633047940871,0.06188471353120751,0.08287872660765198,-0.0007281037207807145,-0.07999671636479183,,,0.165706275704266
NCAN,-0.0039104076081007254,0.07967798541196344,-0.0005271800071847524,0.13024769500553965,-0.058867832797630866,0.2129046525244412,-0.04244423838806065,-0.04810878833879299,-0.06245948318111548,0.06501509031935111,0.23027418045420836,-0.26358103193849364,0.15528679512974655,-0.17411604008928672,0.05522769436719702,0.19689853428277093,0.013644472797916116
PRG4,-0.038668767818050113,0.008442937700473161,,0.09502294810128212,-0.012034488358259042,0.0031514863807201613,,-0.008534854357771685,0.0042953723013831185,,,0.02309826502685073,-0.030774866722372594,,0.0015680201531847594,-0.06178346058572686,
ZG16B,,0.005608406908975509,-0.024766379531656314,,-0.013967495554569788,,,0.020989044107442782,0.029665699631985995,,,,,,-0.016154005713710184,-0.03806824344019468,
TGM2,-0.022939401079967264,-0.07826698830005782,-0.025855536740140874,-0.09754776945274815,0.004844079389583173,-0.07152868553570028,0.050411064729855785,-0.10909774383801472,0.03368147087248777,-0.003440803400204256,-0.04229578423340916,0.20682838988200325,-0.054698257216788705,-0.04315884322422164,0.02639457666419008,0.030999905930455228,0.08805462294047123
VEGFC,-0.027745612957149227,-0.026330497901448688,-0.0318009850601502,-0.05118255405119622,-0.007521520449553738,-0.04903101471934049,-0.06383665277546131,0.014262639102924284,-0.0037192864548203763,-0.04063110322949458,-0.003567930160696591,-0.019746109569482685,0.008804235077434643,,-0.011768294487319114,-0.06505756520032423,
WNT6,0.03162136574717873,-0.0014499337403158132,0.03749424922535122,-0.01115034914708285,-0.016645246994661356,0.006138568219339245,-0.003659386685971977,-0.039474943955163946,-0.037326190171638976,,,0.04113369195729612,0.0552523216007843,,-0.019509281923489004,0.055475215530197526,
NRG4,0.06021360969383021,0.02998802867847233,,0.07747159145057612,-0.014646522860178618,0.07544042349621541,0.0469815410628009,0.014870638485768072,-0.0051984132355679955,0.041662322221823055,0.07682488333292327,0.0694578084739544,,,-0.012955414422092797,0.007751218488636575,
PMCH,,-0.033847660467307104,,,0.05031210552922429,,,,0.006384430105941314,,,,0.0849344293983347,,-0.02793679512848312,0.040795355056052626,
COL9A1,0.07689087621542494,-0.007446707214002236,-0.0077403374033093286,0.1368548935930453,-0.015297224140344158,0.009123393029311097,-0.06518667401194496,-0.09307924176770105,-0.009532255787654287,0.003909507569267312,0.12519583092977335,0.012706344024973882,0.12752929891970088,,0.054702932687458385,-0.09763493530187042,0.004341989038982816
GDF11,-0.003430319842020176,0.05484552564711716,-0.02095808306925945,0.1701281560915999,-0.01855851840060615,0.049120884138248624,-0.06931434283836967,-0.11308306793217313,-0.012519835924758579,0.02313680833215683,0.04011991693525431,-0.12856393837219623,0.020932589715208495,0.0759582266704761,0.03522331305864077,0.027211691805531752,0.00376712718516939
RAET1E,,,,,,,,,,,,,,,0.10193009758127732,,
IL24,,,,,,,,,,,,,-0.019612836725495433,,,-0.034311622219327924,
SORBS1,0.06501047210419267,0.018785612558053565,-0.0163509846140569,0.15677366153625602,0.07693044348134966,-0.0400000461206202,0.04040462773845991,0.034546762776668745,0.02261900625154718,-0.05183382265985031,-0.062269097585724104,0.015706515869295733,0.039449841421732613,-0.05476874693113571,0.04887194327846999,0.06950760641531667,-0.03106653473011724
DLL1,0.11539294070355025,0.06590535698306689,0.023451748113399753,0.14104294877529328,0.04577485907571785,-0.03163047156428079,-0.03835394437359703,-0.0995885472433398,0.0335628476439115,0.002832670106748261,-0.127780361201868,-0.08348063299576036,0.10366343320973541,-0.056441104674387364,0.09186263652195313,-0.019371438956249976,0.13544131583666674
TLN1,-0.11074118624710526,-0.02903830678708444,0.012911268930436358,-0.03372522059509054,0.030763592923276135,-0.10995112823464888,-0.04198148536056416,-0.24328019172366946,-0.011945352652461206,-0.022638126554581403,-0.29845135154700586,-0.28376142964832207,-0.02893870884265556,0.042087398882241084,0.022453175080973036,-0.05768176888768838,-0.17072002861984692
COL2A1,0.168502621195465,0.07866421973273889,,,,0.0035650269731835036,0.011600980619448687,-0.03705209331047332,,,,0.03760405923442405,0.03163154947989507,,-0.018854504680171663,-0.023323686657320493,
SHH,,,,,-0.01250580929953034,-0.03075500527683796,0.04558969362401721,0.05286397001272738,-0.030843337117887334,-0.00062532238551102,,0.1765714964965259,0.04050192122586101,,0.08740042936023633,-0.043383134534239656,
